GENE_ID	locusLine	bin_1_06_0EWS_0229Kronos_MM1S-KB-3hr-2_H3K18Ac_hs-dm_i13.bam
1_MACS_peak_492_lociStitched	chr1(.):32070465-32072675	0.8573
1_MACS_peak_493_lociStitched	chr1(.):32109370-32111469	1.7468
1_MACS_peak_494_lociStitched	chr1(.):32135168-32136515	0.4812
1_MACS_peak_495_lociStitched	chr1(.):32180040-32181189	0.6143
1_MACS_peak_496_lociStitched	chr1(.):32209245-32212032	1.1974
1_MACS_peak_497_lociStitched	chr1(.):32228170-32230641	0.4304
1_MACS_peak_498_lociStitched	chr1(.):32253020-32255100	1.8248
1_MACS_peak_499_lociStitched	chr1(.):32402140-32404842	0.7061
1_MACS_peak_500_lociStitched	chr1(.):32420130-32422758	0.7478
2_MACS_peak_501_lociStitched	chr1(.):32445778-32452389	1.0739
2_MACS_peak_503_lociStitched	chr1(.):32471079-32481047	0.6109
2_MACS_peak_505_lociStitched	chr1(.):32531516-32539584	0.512
1_MACS_peak_507_lociStitched	chr1(.):32572714-32575303	1.1378
1_MACS_peak_508_lociStitched	chr1(.):32644496-32646737	1.457
1_MACS_peak_509_lociStitched	chr1(.):32670894-32672321	1.4969
1_MACS_peak_510_lociStitched	chr1(.):32687131-32689185	0.9582
2_MACS_peak_511_lociStitched	chr1(.):32705593-32717058	0.707
1_MACS_peak_513_lociStitched	chr1(.):32756484-32759017	1.2116
2_MACS_peak_514_lociStitched	chr1(.):32800479-32804512	0.6897
1_MACS_peak_516_lociStitched	chr1(.):32816319-32818257	1.1733
1_MACS_peak_517_lociStitched	chr1(.):32859122-32861246	1.4236
1_MACS_peak_518_lociStitched	chr1(.):32878790-32880131	0.8296
1_MACS_peak_519_lociStitched	chr1(.):32965487-32967038	0.9536
1_MACS_peak_520_lociStitched	chr1(.):32985893-32987097	0.6493
1_MACS_peak_521_lociStitched	chr1(.):33004422-33006327	0.8144
2_MACS_peak_522_lociStitched	chr1(.):33088159-33095153	1.3364
1_MACS_peak_524_lociStitched	chr1(.):33114759-33118207	3.6642
2_MACS_peak_525_lociStitched	chr1(.):33181457-33191897	0.3831
1_MACS_peak_527_lociStitched	chr1(.):33206568-33208750	0.8569
1_MACS_peak_528_lociStitched	chr1(.):33281654-33286161	2.6975
1_MACS_peak_529_lociStitched	chr1(.):33366267-33367059	0.6378
1_MACS_peak_530_lociStitched	chr1(.):33428678-33431300	1.0812
2_MACS_peak_531_lociStitched	chr1(.):33445341-33459939	0.9308
1_MACS_peak_533_lociStitched	chr1(.):33501396-33503384	0.694
1_MACS_peak_534_lociStitched	chr1(.):33545914-33547349	0.7563
1_MACS_peak_535_lociStitched	chr1(.):33562710-33566270	1.1772
1_MACS_peak_536_lociStitched	chr1(.):33591897-33594337	1.597
1_MACS_peak_537_lociStitched	chr1(.):33646608-33647821	0.5301
2_MACS_peak_538_lociStitched	chr1(.):33720390-33723581	0.7097
2_MACS_peak_540_lociStitched	chr1(.):33814092-33816706	0.9494
1_MACS_peak_542_lociStitched	chr1(.):33895585-33896820	0.5031
1_MACS_peak_543_lociStitched	chr1(.):33924897-33928758	1.2941
1_MACS_peak_544_lociStitched	chr1(.):33937126-33939032	0.706
1_MACS_peak_545_lociStitched	chr1(.):34367847-34369079	0.4345
1_MACS_peak_546_lociStitched	chr1(.):34431145-34432922	0.5593
1_MACS_peak_547_lociStitched	chr1(.):34514419-34516971	0.7975
1_MACS_peak_548_lociStitched	chr1(.):34628633-34629745	0.4297
1_MACS_peak_549_lociStitched	chr1(.):34825571-34828538	1.0976
2_MACS_peak_550_lociStitched	chr1(.):35324103-35333044	0.7658
1_MACS_peak_552_lociStitched	chr1(.):35449680-35451705	1.3688
1_MACS_peak_553_lociStitched	chr1(.):35496001-35498065	2.4133
1_MACS_peak_554_lociStitched	chr1(.):35544138-35546202	2.057
1_MACS_peak_555_lociStitched	chr1(.):35585981-35587058	0.6074
1_MACS_peak_556_lociStitched	chr1(.):35656825-35659809	1.5621
2_MACS_peak_557_lociStitched	chr1(.):35728835-35735422	0.8234
1_MACS_peak_559_lociStitched	chr1(.):35971519-35973623	0.6346
1_MACS_peak_560_lociStitched	chr1(.):36004243-36005952	0.6604
1_MACS_peak_561_lociStitched	chr1(.):36021995-36024375	1.8802
1_MACS_peak_562_lociStitched	chr1(.):36042684-36044206	0.7303
1_MACS_peak_563_lociStitched	chr1(.):36088215-36089905	0.5041
1_MACS_peak_564_lociStitched	chr1(.):36106015-36108293	1.6209
1_MACS_peak_565_lociStitched	chr1(.):36183365-36185392	1.5433
1_MACS_peak_566_lociStitched	chr1(.):36200758-36202288	0.4717
1_MACS_peak_567_lociStitched	chr1(.):36233922-36236294	2.0227
1_MACS_peak_568_lociStitched	chr1(.):36244677-36246312	0.7797
1_MACS_peak_569_lociStitched	chr1(.):36272807-36275124	1.0147
1_MACS_peak_570_lociStitched	chr1(.):36348399-36349808	0.7899
1_MACS_peak_571_lociStitched	chr1(.):36395337-36397814	1.4087
1_MACS_peak_572_lociStitched	chr1(.):36488379-36490264	0.9701
1_MACS_peak_573_lociStitched	chr1(.):36553568-36555866	1.4681
3_MACS_peak_574_lociStitched	chr1(.):36614062-36627397	1.3016
1_MACS_peak_577_lociStitched	chr1(.):36640400-36641915	0.601
1_MACS_peak_578_lociStitched	chr1(.):36653108-36654280	0.4977
1_MACS_peak_579_lociStitched	chr1(.):36688279-36691200	2.0821
1_MACS_peak_580_lociStitched	chr1(.):36771749-36773509	0.594
1_MACS_peak_581_lociStitched	chr1(.):36788989-36790195	0.5831
1_MACS_peak_582_lociStitched	chr1(.):36838503-36840883	1.484
1_MACS_peak_583_lociStitched	chr1(.):36849812-36853927	2.7424
2_MACS_peak_584_lociStitched	chr1(.):36862425-36867706	0.6347
1_MACS_peak_586_lociStitched	chr1(.):36901763-36902939	0.6044
1_MACS_peak_587_lociStitched	chr1(.):36915403-36917061	0.7432
1_MACS_peak_588_lociStitched	chr1(.):36928747-36931023	1.6247
1_MACS_peak_589_lociStitched	chr1(.):36938904-36941009	0.8998
1_MACS_peak_590_lociStitched	chr1(.):37107959-37110812	0.7706
1_MACS_peak_591_lociStitched	chr1(.):37129148-37131503	0.7899
1_MACS_peak_592_lociStitched	chr1(.):37348922-37351007	0.5681
1_MACS_peak_593_lociStitched	chr1(.):37753084-37756106	1.5137
1_MACS_peak_594_lociStitched	chr1(.):37888777-37890594	0.6168
3_MACS_peak_595_lociStitched	chr1(.):37930472-37946402	1.1653
1_MACS_peak_598_lociStitched	chr1(.):37979307-37981338	1.0314
1_MACS_peak_599_lociStitched	chr1(.):38019066-38020791	1.0217
1_MACS_peak_600_lociStitched	chr1(.):38060606-38062193	0.9431
1_MACS_peak_601_lociStitched	chr1(.):38140554-38144472	1.4216
1_MACS_peak_602_lociStitched	chr1(.):38155019-38158880	1.6944
1_MACS_peak_603_lociStitched	chr1(.):38204065-38206018	0.7175
1_MACS_peak_604_lociStitched	chr1(.):38258783-38261061	1.2918
1_MACS_peak_605_lociStitched	chr1(.):38272668-38274924	0.6725
1_MACS_peak_606_lociStitched	chr1(.):38305062-38306330	0.7146
1_MACS_peak_607_lociStitched	chr1(.):38324305-38326415	1.039
1_MACS_peak_608_lociStitched	chr1(.):38396619-38397915	0.7456
1_MACS_peak_609_lociStitched	chr1(.):38411592-38414189	1.4346
2_MACS_peak_610_lociStitched	chr1(.):38454537-38462206	0.3795
1_MACS_peak_612_lociStitched	chr1(.):38477676-38479529	1.1742
1_MACS_peak_613_lociStitched	chr1(.):38492807-38497239	1.5916
1_MACS_peak_614_lociStitched	chr1(.):38939516-38942690	2.7909
1_MACS_peak_615_lociStitched	chr1(.):38992224-38994056	0.7207
1_MACS_peak_616_lociStitched	chr1(.):39323994-39326343	0.7312
1_MACS_peak_617_lociStitched	chr1(.):39337731-39339998	0.8466
1_MACS_peak_618_lociStitched	chr1(.):39455918-39458319	0.7931
1_MACS_peak_619_lociStitched	chr1(.):39491105-39493132	1.3794
1_MACS_peak_620_lociStitched	chr1(.):39570545-39572780	0.9291
4_MACS_peak_621_lociStitched	chr1(.):39648650-39672236	0.5309
1_MACS_peak_625_lociStitched	chr1(.):39679962-39683127	1.7436
1_MACS_peak_626_lociStitched	chr1(.):39732997-39739183	1.2268
2_MACS_peak_627_lociStitched	chr1(.):39859192-39865193	0.696
1_MACS_peak_629_lociStitched	chr1(.):39872508-39875846	0.9408
1_MACS_peak_630_lociStitched	chr1(.):39955855-39958615	1.0649
1_MACS_peak_631_lociStitched	chr1(.):39973291-39978340	2.8134
1_MACS_peak_632_lociStitched	chr1(.):39989676-39993403	2.022
3_MACS_peak_633_lociStitched	chr1(.):40029876-40042868	1.0983
3_MACS_peak_636_lociStitched	chr1(.):40054459-40072632	0.6111
1_MACS_peak_639_lociStitched	chr1(.):40104838-40106117	0.6231
1_MACS_peak_640_lociStitched	chr1(.):40146116-40147792	0.6761
1_MACS_peak_641_lociStitched	chr1(.):40156310-40157853	0.5684
1_MACS_peak_642_lociStitched	chr1(.):40192187-40194155	0.7007
1_MACS_peak_643_lociStitched	chr1(.):40203740-40205340	0.8156
1_MACS_peak_644_lociStitched	chr1(.):40239336-40243544	1.9314
1_MACS_peak_645_lociStitched	chr1(.):40253948-40255875	1.2469
1_MACS_peak_646_lociStitched	chr1(.):40263940-40266132	2.1131
2_MACS_peak_647_lociStitched	chr1(.):40281688-40292282	0.6173
1_MACS_peak_649_lociStitched	chr1(.):40309904-40313063	1.4296
1_MACS_peak_650_lociStitched	chr1(.):40348252-40349849	0.6979
1_MACS_peak_651_lociStitched	chr1(.):40366522-40368486	0.6299
2_MACS_peak_652_lociStitched	chr1(.):40419937-40427308	0.6578
1_MACS_peak_654_lociStitched	chr1(.):40467803-40470639	0.9048
1_MACS_peak_655_lociStitched	chr1(.):40504064-40507456	3.1151
2_MACS_peak_656_lociStitched	chr1(.):40523903-40531890	0.5952
1_MACS_peak_658_lociStitched	chr1(.):40562140-40563672	0.7393
1_MACS_peak_659_lociStitched	chr1(.):40626349-40628203	1.1683
1_MACS_peak_660_lociStitched	chr1(.):40722459-40724726	1.5708
1_MACS_peak_661_lociStitched	chr1(.):40777488-40778866	0.9252
4_MACS_peak_662_lociStitched	chr1(.):40839066-40858577	1.0303
1_MACS_peak_666_lociStitched	chr1(.):40915270-40916364	0.7088
1_MACS_peak_667_lociStitched	chr1(.):40942242-40943895	0.7278
1_MACS_peak_668_lociStitched	chr1(.):40996521-40998224	0.8671
2_MACS_peak_669_lociStitched	chr1(.):41130636-41135052	0.3396
1_MACS_peak_671_lociStitched	chr1(.):41156694-41158964	2.8212
2_MACS_peak_672_lociStitched	chr1(.):41174163-41178038	0.7361
1_MACS_peak_674_lociStitched	chr1(.):41444431-41447074	1.8281
1_MACS_peak_675_lociStitched	chr1(.):41706255-41709056	2.3356
1_MACS_peak_676_lociStitched	chr1(.):41947522-41949406	0.7056
2_MACS_peak_677_lociStitched	chr1(.):41961260-41970904	0.4275
1_MACS_peak_679_lociStitched	chr1(.):41981049-41983426	0.8865
1_MACS_peak_680_lociStitched	chr1(.):42039206-42040919	0.509
1_MACS_peak_681_lociStitched	chr1(.):42084667-42090152	1.1556
5_MACS_peak_682_lociStitched	chr1(.):42126771-42150583	0.5227
1_MACS_peak_687_lociStitched	chr1(.):42162856-42167650	1.6257
2_MACS_peak_688_lociStitched	chr1(.):42185850-42195795	1.3283
1_MACS_peak_690_lociStitched	chr1(.):42215203-42218828	1.0886
3_MACS_peak_691_lociStitched	chr1(.):42257438-42276572	0.5355
3_MACS_peak_694_lociStitched	chr1(.):42339299-42348905	0.4375
3_MACS_peak_697_lociStitched	chr1(.):42355933-42369158	0.7045
1_MACS_peak_700_lociStitched	chr1(.):42383108-42386363	1.174
2_MACS_peak_701_lociStitched	chr1(.):42415107-42422162	0.5203
1_MACS_peak_703_lociStitched	chr1(.):42500562-42502605	0.5843
1_MACS_peak_704_lociStitched	chr1(.):42608621-42609605	0.4785
1_MACS_peak_705_lociStitched	chr1(.):42799729-42802162	1.3717
1_MACS_peak_706_lociStitched	chr1(.):42921111-42923488	2.8456
1_MACS_peak_707_lociStitched	chr1(.):43123120-43125094	1.0062
1_MACS_peak_708_lociStitched	chr1(.):43146470-43149725	1.4446
1_MACS_peak_709_lociStitched	chr1(.):43231549-43233901	0.9362
1_MACS_peak_710_lociStitched	chr1(.):43281711-43283536	1.4035
1_MACS_peak_711_lociStitched	chr1(.):43311535-43313267	1.2478
3_MACS_peak_712_lociStitched	chr1(.):43389313-43402719	0.6506
2_MACS_peak_715_lociStitched	chr1(.):43422339-43433742	0.4378
1_MACS_peak_717_lociStitched	chr1(.):43637302-43638287	0.7393
1_MACS_peak_718_lociStitched	chr1(.):43686188-43688454	1.0392
1_MACS_peak_719_lociStitched	chr1(.):43704659-43706087	0.6058
1_MACS_peak_720_lociStitched	chr1(.):43813809-43816155	2.1941
2_MACS_peak_721_lociStitched	chr1(.):43823425-43834809	0.761
1_MACS_peak_723_lociStitched	chr1(.):43854462-43856518	1.3119
1_MACS_peak_724_lociStitched	chr1(.):43918280-43921397	2.4388
1_MACS_peak_725_lociStitched	chr1(.):43974514-43976588	1.0555
1_MACS_peak_726_lociStitched	chr1(.):44015262-44016770	0.5866
1_MACS_peak_727_lociStitched	chr1(.):44030870-44032136	0.47
1_MACS_peak_728_lociStitched	chr1(.):44047693-44048820	0.4635
1_MACS_peak_729_lociStitched	chr1(.):44114547-44117193	1.548
1_MACS_peak_730_lociStitched	chr1(.):44153734-44155072	0.4927
1_MACS_peak_731_lociStitched	chr1(.):44171928-44174556	1.2627
1_MACS_peak_732_lociStitched	chr1(.):44248396-44250431	0.857
1_MACS_peak_733_lociStitched	chr1(.):44279314-44281225	0.5354
3_MACS_peak_734_lociStitched	chr1(.):44289746-44306084	0.8683
1_MACS_peak_737_lociStitched	chr1(.):44329642-44332859	1.8647
1_MACS_peak_738_lociStitched	chr1(.):44399379-44401022	0.6059
1_MACS_peak_739_lociStitched	chr1(.):44411297-44413563	4.6463
4_MACS_peak_740_lociStitched	chr1(.):44435353-44446244	0.6997
1_MACS_peak_744_lociStitched	chr1(.):44456584-44458591	0.5924
1_MACS_peak_745_lociStitched	chr1(.):44494858-44497773	1.0793
1_MACS_peak_746_lociStitched	chr1(.):44678220-44680115	0.9361
1_MACS_peak_747_lociStitched	chr1(.):44770874-44772682	0.6122
1_MACS_peak_748_lociStitched	chr1(.):44820002-44821785	0.8021
1_MACS_peak_749_lociStitched	chr1(.):45096538-45099052	2.0327
1_MACS_peak_750_lociStitched	chr1(.):45139009-45143403	1.1825
4_MACS_peak_751_lociStitched	chr1(.):45177988-45206785	0.6757
1_MACS_peak_755_lociStitched	chr1(.):45240148-45242932	2.1086
1_MACS_peak_756_lociStitched	chr1(.):45251444-45252588	0.4962
1_MACS_peak_757_lociStitched	chr1(.):45264817-45266949	1.2048
2_MACS_peak_758_lociStitched	chr1(.):45279062-45286656	1.1007
1_MACS_peak_760_lociStitched	chr1(.):45451083-45452896	0.8742
1_MACS_peak_761_lociStitched	chr1(.):45475687-45479022	0.8454
1_MACS_peak_762_lociStitched	chr1(.):45517848-45519590	0.5653
1_MACS_peak_763_lociStitched	chr1(.):45543885-45546213	0.5471
1_MACS_peak_764_lociStitched	chr1(.):45671542-45673112	0.8121
1_MACS_peak_765_lociStitched	chr1(.):45768424-45770851	1.974
2_MACS_peak_766_lociStitched	chr1(.):45786321-45793564	0.3897
2_MACS_peak_768_lociStitched	chr1(.):45804466-45815694	0.9108
1_MACS_peak_770_lociStitched	chr1(.):45840867-45842728	0.4762
2_MACS_peak_771_lociStitched	chr1(.):45954897-45967031	0.5452
1_MACS_peak_773_lociStitched	chr1(.):45983985-45988595	1.1689
2_MACS_peak_774_lociStitched	chr1(.):46008756-46018317	0.7239
1_MACS_peak_776_lociStitched	chr1(.):46048750-46051290	1.4912
1_MACS_peak_777_lociStitched	chr1(.):46150868-46155038	2.2345
1_MACS_peak_778_lociStitched	chr1(.):46215317-46217278	2.9029
1_MACS_peak_779_lociStitched	chr1(.):46250548-46252307	0.506
1_MACS_peak_780_lociStitched	chr1(.):46267694-46270617	0.9645
1_MACS_peak_781_lociStitched	chr1(.):46336361-46338348	0.9912
1_MACS_peak_782_lociStitched	chr1(.):46390790-46392798	0.5648
1_MACS_peak_783_lociStitched	chr1(.):46505933-46510550	2.2476
2_MACS_peak_784_lociStitched	chr1(.):46527528-46531919	0.6143
1_MACS_peak_786_lociStitched	chr1(.):46580082-46581626	0.7583
1_MACS_peak_787_lociStitched	chr1(.):46596031-46601291	2.0987
1_MACS_peak_788_lociStitched	chr1(.):46624452-46627368	1.0507
1_MACS_peak_789_lociStitched	chr1(.):46663331-46665189	1.0921
1_MACS_peak_790_lociStitched	chr1(.):46712139-46714843	1.4167
1_MACS_peak_791_lociStitched	chr1(.):46766970-46771429	2.119
3_MACS_peak_792_lociStitched	chr1(.):46790137-46807302	1.0224
2_MACS_peak_795_lociStitched	chr1(.):46859310-46866640	0.584
1_MACS_peak_797_lociStitched	chr1(.):46907828-46908840	0.4931
1_MACS_peak_798_lociStitched	chr1(.):47068960-47070721	1.0013
1_MACS_peak_799_lociStitched	chr1(.):47081245-47083245	1.172
2_MACS_peak_800_lociStitched	chr1(.):47132967-47142384	0.3278
1_MACS_peak_802_lociStitched	chr1(.):47154538-47156139	0.6026
1_MACS_peak_803_lociStitched	chr1(.):47183889-47185835	0.956
1_MACS_peak_804_lociStitched	chr1(.):47269390-47270947	0.7501
1_MACS_peak_805_lociStitched	chr1(.):47322754-47324202	0.5737
1_MACS_peak_806_lociStitched	chr1(.):47573156-47574572	0.5492
1_MACS_peak_807_lociStitched	chr1(.):47644593-47645776	0.641
1_MACS_peak_808_lociStitched	chr1(.):47778555-47780999	1.379
1_MACS_peak_809_lociStitched	chr1(.):47798229-47801089	1.5471
1_MACS_peak_810_lociStitched	chr1(.):47901854-47904405	1.538
1_MACS_peak_811_lociStitched	chr1(.):48449605-48450873	0.6524
1_MACS_peak_812_lociStitched	chr1(.):48490815-48493421	0.7839
1_MACS_peak_813_lociStitched	chr1(.):48937040-48938711	0.629
2_MACS_peak_814_lociStitched	chr1(.):49255083-49260736	0.5145
1_MACS_peak_816_lociStitched	chr1(.):49388916-49389871	0.67
1_MACS_peak_817_lociStitched	chr1(.):49412524-49415138	1.6682
2_MACS_peak_818_lociStitched	chr1(.):49441987-49446499	0.7557
1_MACS_peak_820_lociStitched	chr1(.):49862195-49863347	0.4148
1_MACS_peak_821_lociStitched	chr1(.):50798402-50799662	0.9034
1_MACS_peak_822_lociStitched	chr1(.):50956207-50957350	0.5375
1_MACS_peak_823_lociStitched	chr1(.):51442228-51445407	1.6801
1_MACS_peak_824_lociStitched	chr1(.):51565572-51567094	0.7217
1_MACS_peak_825_lociStitched	chr1(.):51668193-51670414	0.6751
1_MACS_peak_826_lociStitched	chr1(.):51680025-51681535	0.7778
1_MACS_peak_827_lociStitched	chr1(.):51699658-51704056	1.5054
1_MACS_peak_828_lociStitched	chr1(.):51762260-51763589	0.8046
1_MACS_peak_829_lociStitched	chr1(.):51796015-51798017	0.9155
1_MACS_peak_830_lociStitched	chr1(.):51966044-51968226	0.8356
1_MACS_peak_831_lociStitched	chr1(.):51983028-51985273	1.2399
3_MACS_peak_832_lociStitched	chr1(.):52033454-52045262	0.7257
1_MACS_peak_835_lociStitched	chr1(.):52082335-52083708	0.897
1_MACS_peak_836_lociStitched	chr1(.):52143492-52145129	0.5501
2_MACS_peak_837_lociStitched	chr1(.):52191365-52197749	0.9302
1_MACS_peak_839_lociStitched	chr1(.):52241447-52243456	0.9994
1_MACS_peak_840_lociStitched	chr1(.):52258020-52259736	0.5872
3_MACS_peak_841_lociStitched	chr1(.):52328215-52345827	0.8988
1_MACS_peak_844_lociStitched	chr1(.):52372144-52373905	0.6715
3_MACS_peak_845_lociStitched	chr1(.):52417276-52430785	1.0412
1_MACS_peak_848_lociStitched	chr1(.):52455523-52457132	0.8749
1_MACS_peak_849_lociStitched	chr1(.):52497649-52500018	1.4274
1_MACS_peak_850_lociStitched	chr1(.):52520021-52523053	2.0345
1_MACS_peak_851_lociStitched	chr1(.):52607006-52608999	1.3034
2_MACS_peak_852_lociStitched	chr1(.):52830301-52834953	1.2504
1_MACS_peak_854_lociStitched	chr1(.):52868421-52871230	2.2458
1_MACS_peak_855_lociStitched	chr1(.):53016831-53020147	1.7773
1_MACS_peak_856_lociStitched	chr1(.):53100596-53105204	4.7095
1_MACS_peak_857_lociStitched	chr1(.):53124217-53126084	0.7122
2_MACS_peak_858_lociStitched	chr1(.):53162945-53170033	0.8753
1_MACS_peak_860_lociStitched	chr1(.):53191238-53193425	0.7617
1_MACS_peak_861_lociStitched	chr1(.):53308093-53309805	0.5998
1_MACS_peak_862_lociStitched	chr1(.):53392429-53394009	0.8107
1_MACS_peak_863_lociStitched	chr1(.):53479750-53481581	0.7818
1_MACS_peak_864_lociStitched	chr1(.):53661645-53663695	2.0968
1_MACS_peak_865_lociStitched	chr1(.):53685345-53687231	1.7338
1_MACS_peak_866_lociStitched	chr1(.):53703404-53705137	0.7977
1_MACS_peak_867_lociStitched	chr1(.):53724830-53727087	1.0422
1_MACS_peak_868_lociStitched	chr1(.):53790567-53794552	1.8758
1_MACS_peak_869_lociStitched	chr1(.):53832848-53834327	0.8038
1_MACS_peak_870_lociStitched	chr1(.):54050737-54051855	0.4817
1_MACS_peak_871_lociStitched	chr1(.):54065192-54067468	0.7073
1_MACS_peak_872_lociStitched	chr1(.):54104437-54106158	0.6103
1_MACS_peak_873_lociStitched	chr1(.):54144298-54145922	0.6138
2_MACS_peak_874_lociStitched	chr1(.):54199706-54205680	1.0127
1_MACS_peak_876_lociStitched	chr1(.):54231176-54233768	0.6546
1_MACS_peak_877_lociStitched	chr1(.):54276676-54277664	0.4037
1_MACS_peak_878_lociStitched	chr1(.):54302661-54304739	3.7507
1_MACS_peak_879_lociStitched	chr1(.):54353661-54356687	0.964
2_MACS_peak_880_lociStitched	chr1(.):54410328-54413058	1.0999
2_MACS_peak_882_lociStitched	chr1(.):54512370-54520516	0.9739
1_MACS_peak_884_lociStitched	chr1(.):54664762-54667029	1.7398
1_MACS_peak_885_lociStitched	chr1(.):54840874-54843911	2.0367
1_MACS_peak_886_lociStitched	chr1(.):54870732-54876305	1.2196
1_MACS_peak_887_lociStitched	chr1(.):54929709-54931144	0.5707
1_MACS_peak_888_lociStitched	chr1(.):54953152-54955660	0.9989
1_MACS_peak_889_lociStitched	chr1(.):55007261-55008694	0.4992
1_MACS_peak_890_lociStitched	chr1(.):55181039-55182533	0.9075
1_MACS_peak_891_lociStitched	chr1(.):55229133-55231025	0.8777
1_MACS_peak_892_lociStitched	chr1(.):55265965-55268034	1.929
1_MACS_peak_893_lociStitched	chr1(.):55351992-55353950	1.2466
1_MACS_peak_894_lociStitched	chr1(.):55431132-55432444	0.4919
1_MACS_peak_895_lociStitched	chr1(.):55621202-55623216	0.7674
1_MACS_peak_896_lociStitched	chr1(.):55680094-55682040	2.085
1_MACS_peak_897_lociStitched	chr1(.):55753440-55755002	0.5713
1_MACS_peak_898_lociStitched	chr1(.):55827789-55829927	0.8623
1_MACS_peak_899_lociStitched	chr1(.):56106108-56107801	1.0072
1_MACS_peak_900_lociStitched	chr1(.):56281312-56283392	0.4323
1_MACS_peak_901_lociStitched	chr1(.):56981599-56983204	0.6439
2_MACS_peak_902_lociStitched	chr1(.):57037772-57045795	0.2474
1_MACS_peak_904_lociStitched	chr1(.):57698846-57699936	0.5012
1_MACS_peak_905_lociStitched	chr1(.):58451962-58453387	0.5623
1_MACS_peak_906_lociStitched	chr1(.):58983569-58984193	1.0838
1_MACS_peak_907_lociStitched	chr1(.):59011128-59012926	1.5409
1_MACS_peak_908_lociStitched	chr1(.):59164682-59166410	1.6511
3_MACS_peak_909_lociStitched	chr1(.):59189633-59198399	0.3431
1_MACS_peak_912_lociStitched	chr1(.):59238279-59240266	0.9881
1_MACS_peak_913_lociStitched	chr1(.):59247516-59251952	2.9478
2_MACS_peak_914_lociStitched	chr1(.):59269999-59283267	0.8618
1_MACS_peak_916_lociStitched	chr1(.):59321953-59324753	0.6444
2_MACS_peak_917_lociStitched	chr1(.):59339538-59350353	0.3516
1_MACS_peak_919_lociStitched	chr1(.):59368136-59371343	2.4072
1_MACS_peak_920_lociStitched	chr1(.):59387862-59389212	0.5467
1_MACS_peak_921_lociStitched	chr1(.):59406880-59408325	0.5867
1_MACS_peak_922_lociStitched	chr1(.):59432104-59435576	1.5437
6_MACS_peak_923_lociStitched	chr1(.):59461969-59487250	0.6446
1_MACS_peak_929_lociStitched	chr1(.):59512166-59513368	0.6653
