REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	U266.jin.bam	enhancerRank	isStretch	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	TOP_GENE	TSS_SIGNAL	enhancerRank	isStretch
1_MACS_peak_30846_lociStitched	chr8	124046560	124052368	1	5809	19669.9536	721	1	DERL1	WDR67	DERL1	DERL1	0.8067	721	1
2_MACS_peak_14521_lociStitched	chr19	1647846	1653731	2	5800	19037.975	722	1	TCF3	UQCR11	TCF3	UQCR11	0.7521	722	1
3_MACS_peak_27550_lociStitched	chr6	134566163	134572212	3	5800	16449.0457	723	1	SGK1		SGK1	SGK1	0.6151	723	1
2_MACS_peak_32193_lociStitched	chr9	125995158	126001158	2	5794	11227.2	724	1	STRBP		STRBP	STRBP	0.3713	724	1
2_MACS_peak_1761_lociStitched	chr1	149810839	149816767	2	5792	28763.2488	725	1	HIST2H3A,HIST2H2AA4	HIST2H4B,HIST2H2AC,HIST2H2BF,HIST2H3D,HIST2H2BC,HIST2H2BE,HIST2H2AB	HIST2H2AA4	HIST2H2AC	3.7487	725	1
2_MACS_peak_7493_lociStitched	chr12	121284273	121290099	2	5790	18924.0132	726	1	SPPL3		SPPL3	SPPL3	0.3891	726	1
2_MACS_peak_6186_lociStitched	chr12	4224272	4230086	2	5789	20824.5852	727	1			CCND2	CCND2	0.2528	727	1
3_MACS_peak_32432_lociStitched	chr9	135224943	135231297	3	5789	13335.7752	728	1	SETX		SETX	SETX	0.2312	728	1
2_MACS_peak_30332_lociStitched	chr8	65970374	65976187	2	5788	25863.7809	729	1			CYP7B1	CYP7B1	NONE	729	1
2_MACS_peak_15699_lociStitched	chr19	45223318	45229139	2	5788	14501.8573	730	1		CEACAM19,CEACAM16,BCL3	CEACAM16	BCL3	1.9387	730	1
1_MACS_peak_8881_lociStitched	chr14	69258461	69264247	1	5787	22837.9206	731	1	ZFP36L1,C14orf181		ZFP36L1	ZFP36L1	1.5432	731	1
1_MACS_peak_14308_lociStitched	chr18	56291864	56297645	1	5782	13502.6817	732	1	ALPK2	MALT1	ALPK2	ALPK2	0.177	732	1
1_MACS_peak_10222_lociStitched	chr15	73074132	73079912	1	5781	27896.014	733	1	ADPGK		ADPGK	ADPGK	0.7346	733	1
5_MACS_peak_15813_lociStitched	chr19	47742411	47748474	5	5779	14096.475	734	1		MIR3190,CCDC9,PRR24,MIR3191,BBC3	BBC3	MIR3190	2.5407	734	1
5_MACS_peak_18656_lociStitched	chr2	230731442	230737907	5	5770	11900.772	735	1	TRIP12	FBXO36	TRIP12	TRIP12	0.2031	735	1
1_MACS_peak_11046_lociStitched	chr16	14446533	14452294	1	5762	13101.0901	736	1		MIR193B,MIR365-1	MIR365-1	MIR193B	0.8523	736	1
1_MACS_peak_7397_lociStitched	chr12	113343207	113348967	1	5761	16900.416	737	1	OAS1	OAS3	OAS1	OAS1	1.0287	737	1
3_MACS_peak_33484_lociStitched	chrX	129304541	129310942	3	5755	19083.9414	738	1	RAB33A	AIFM1	RAB33A	RAB33A	0.9045	738	1
1_MACS_peak_21436_lociStitched	chr3	46148301	46154054	1	5754	15959.3973	739	1			XCR1	XCR1	NONE	739	1
1_MACS_peak_354_lociStitched	chr1	22105099	22110848	1	5750	34892.9806	740	1	USP48	LDLRAD2	USP48	USP48	0.4026	740	1
3_MACS_peak_10619_lociStitched	chr15	93424184	93430041	3	5750	28640.73	741	1	LOC100507217	CHD2,MIR3175	LOC100507217	MIR3175	4.6236	741	1
3_MACS_peak_20291_lociStitched	chr22	22113222	22119350	3	5744	10898.648	742	1	MAPK1	YPEL1	YPEL1	YPEL1	0.1431	742	1
1_MACS_peak_19518_lociStitched	chr20	48290833	48296574	1	5742	18297.7152	743	1	B4GALT5		B4GALT5	B4GALT5	0.6249	743	1
2_MACS_peak_29846_lociStitched	chr8	11054390	11060130	2	5741	17175.228	744	1	XKR6		XKR6	XKR6	0.2903	744	1
1_MACS_peak_5684_lociStitched	chr11	77145435	77151173	1	5739	16557.5728	745	1	PAK1		PAK1	PAK1	0.3986	745	1
2_MACS_peak_29060_lociStitched	chr7	99961963	99967743	2	5738	19158.388	746	1	PILRB	PILRA,PMS2P1	PILRA	PMS2P1	0.5337	746	1
1_MACS_peak_25682_lociStitched	chr5	151133186	151138901	1	5716	14526.387	747	1	ATOX1	G3BP1	ATOX1	ATOX1	1.6547	747	1
1_MACS_peak_13320_lociStitched	chr17	57860824	57866535	1	5712	33083.823	748	1	TMEM49		MIR21	MIR21	2.5011	748	1
1_MACS_peak_21521_lociStitched	chr3	49054935	49060643	1	5709	25547.8664	749	1	NDUFAF3,DALRD3,MIR425,MIR191	P4HTM,WDR6,IMPDH2	NDUFAF3	NDUFAF3	2.0855	749	1
1_MACS_peak_7490_lociStitched	chr12	121234350	121240053	1	5704	12224.9508	750	1	SPPL3		ACADS	ACADS	NONE	750	1
3_MACS_peak_27628_lociStitched	chr6	138186881	138192841	3	5703	13602.508	751	1	TNFAIP3		TNFAIP3	TNFAIP3	0.6681	751	1
3_MACS_peak_14743_lociStitched	chr19	7400938	7406719	3	5700	18901.5576	752	1			ARHGEF18	ARHGEF18	NONE	752	1
3_MACS_peak_32881_lociStitched	chrX	38660012	38665990	3	5700	10044.8334	753	1	MID1IP1		MID1IP1	MID1IP1	0.6937	753	1
1_MACS_peak_5473_lociStitched	chr11	66793919	66799617	1	5699	18800.551	754	1	SYT12	RHOD	SYT12	SYT12	1.0086	754	1
3_MACS_peak_26112_lociStitched	chr6	3022515	3028370	3	5698	11863.9865	755	1	LOC401233	DKFZP686I15217,NQO2,FAM136B,RIPK1	LOC401233	LOC401233	0.8823	755	1
1_MACS_peak_31218_lociStitched	chr9	624479	630171	1	5693	15506.7156	756	1	KANK1		KANK1	KANK1	0.2783	756	1
1_MACS_peak_3032_lociStitched	chr1	233748219	233753911	1	5693	27540.742	757	1	KCNK1		KCNK1	KCNK1	3.3278	757	1
5_MACS_peak_7255_lociStitched	chr12	107419464	107425470	5	5687	13126.7136	758	1	CRY1	MTERFD3	MTERFD3	MTERFD3	0.2417	758	1
2_MACS_peak_24035_lociStitched	chr4	154033332	154039013	2	5674	19298.9251	759	1		TRIM2	TRIM2	TRIM2	0.063	759	1
3_MACS_peak_14830_lociStitched	chr19	10352443	10358165	3	5673	17704.4402	760	1		MIR4322,MRPL4,ICAM1,ICAM4,ICAM5,DNMT1,S1PR2	MRPL4	S1PR2	2.566	760	1
3_MACS_peak_15868_lociStitched	chr19	49136380	49142409	3	5673	16429.025	761	1	SEC1,DBP,CA11	SPACA4,SPHK2,FAM83E,RPL18,NTN5	DBP	DBP	1.0646	761	1
2_MACS_peak_28920_lociStitched	chr7	90558080	90563929	2	5672	12018.5252	762	1	CDK14		CDK14	CDK14	0.1788	762	1
4_MACS_peak_17492_lociStitched	chr2	103216472	103222862	4	5657	11528.199	763	1		SLC9A2	SLC9A2	SLC9A2	0.0618	763	1
1_MACS_peak_32516_lociStitched	chr9	139095702	139101355	1	5654	19117.8807	764	1	LHX3,QSOX2	LHX3	LHX3	LHX3	1.1803	764	1
1_MACS_peak_16325_lociStitched	chr2	8651718	8657371	1	5654	25210.6841	765	1			ID2	ID2	NONE	765	1
1_MACS_peak_2972_lociStitched	chr1	230244649	230250300	1	5652	13855.6869	766	1	GALNT2		GALNT2	GALNT2	0.5568	766	1
2_MACS_peak_582_lociStitched	chr1	28198279	28203958	2	5647	25784.3637	767	1	C1orf38	PPP1R8,SCARNA1,RPA2	C1orf38	C1orf38	1.4505	767	1
2_MACS_peak_15090_lociStitched	chr19	16448831	16454789	2	5644	18832.0464	768	1		KLF2	KLF2	KLF2	1.7746	768	1
1_MACS_peak_22534_lociStitched	chr3	169771347	169776987	1	5641	36116.868	769	1	GPR160		GPR160	GPR160	1.2078	769	1
3_MACS_peak_27689_lociStitched	chr6	143204182	143209975	3	5639	15690.9198	770	1	HIVEP2		HIVEP2	HIVEP2	0.4334	770	1
3_MACS_peak_32106_lociStitched	chr9	117029697	117035561	3	5637	12788.2112	771	1	COL27A1	ORM1	ORM1	ORM1	0.1144	771	1
4_MACS_peak_24219_lociStitched	chr4	185392391	185398471	4	5635	13045.856	772	1	IRF2		IRF2	IRF2	0.7203	772	1
2_MACS_peak_4810_lociStitched	chr11	10335493	10341343	2	5629	14474.655	773	1		ADM,SBF2	ADM	ADM	2.4261	773	1
2_MACS_peak_16438_lociStitched	chr2	18284425	18290143	2	5628	10565.1486	774	1			KCNS3	KCNS3	NONE	774	1
1_MACS_peak_12819_lociStitched	chr17	37023220	37028845	1	5626	10419.75	775	1	LASP1	CWC25,C17orf98,SNORA21,RPL23	LASP1	SNORA21	0.9269	775	1
2_MACS_peak_22255_lociStitched	chr3	133290912	133296671	2	5624	14117.6126	776	1	CDV3		CDV3	CDV3	0.6377	776	1
2_MACS_peak_14852_lociStitched	chr19	10534079	10539713	2	5618	14331.7692	777	1	PDE4A	PDE4A,TYK2,MIR1181,CDC37	PDE4A	MIR1181	1.4206	777	1
2_MACS_peak_8643_lociStitched	chr14	50358414	50364186	2	5618	19398.5376	778	1	ARF6	SDCCAG1	ARF6	ARF6	1.505	778	1
3_MACS_peak_12888_lociStitched	chr17	38478251	38483936	3	5616	9999.915	779	1	RARA	CDC6,RARA,GJD3	RARA	RARA	0.4212	779	1
1_MACS_peak_15788_lociStitched	chr19	47217112	47222726	1	5615	14082.719	780	1	PRKD2	FKRP,MIR320E,STRN4	PRKD2	STRN4	0.4869	780	1
3_MACS_peak_27576_lociStitched	chr6	135190161	135195929	3	5609	26594.5176	781	1			ALDH8A1	ALDH8A1	NONE	781	1
2_MACS_peak_4257_lociStitched	chr10	104401195	104406816	2	5604	18604.9479	782	1	TRIM8		TRIM8	TRIM8	1.0375	782	1
2_MACS_peak_4487_lociStitched	chr10	125863033	125869105	2	5600	28677.4488	783	1		CHST15	CHST15	CHST15	0.4762	783	1
2_MACS_peak_795_lociStitched	chr1	40362964	40368608	2	5599	12991.9236	784	1	MYCL1	TRIT1	MYCL1	MYCL1	1.1387	784	1
1_MACS_peak_13556_lociStitched	chr17	73289446	73295038	1	5593	24374.4096	785	1		MRPS7,LOC100287042,GGA3,MIF4GD,SLC25A19	SLC25A19	MIF4GD	1.319	785	1
2_MACS_peak_25470_lociStitched	chr5	138723626	138729319	2	5593	11618.8437	786	1	MZB1,LOC389333	PAIP2,SLC23A1,SPATA24,DNAJC18	MZB1	MZB1	1.0298	786	1
4_MACS_peak_1546_lociStitched	chr1	117098175	117104239	4	5591	9738.784	787	1	CD58		CD58	CD58	0.332	787	1
2_MACS_peak_22898_lociStitched	chr3	197473670	197479292	2	5590	30345.8694	788	1	FYTTD1,KIAA0226	LRCH3,KIAA0226	FYTTD1	KIAA0226	1.1863	788	1
1_MACS_peak_23796_lociStitched	chr4	122017458	122023044	1	5587	15482.7162	789	1		C4orf31	C4orf31	C4orf31	0.3998	789	1
3_MACS_peak_24384_lociStitched	chr5	7868599	7874380	3	5587	10074.5487	790	1	MTRR,FASTKD3	C5orf49	MTRR	MTRR	0.2851	790	1
1_MACS_peak_11191_lociStitched	chr16	23344558	23350141	1	5584	22310.7846	791	1	SCNN1B		SCNN1B	SCNN1B	0.5517	791	1
2_MACS_peak_15068_lociStitched	chr19	16186062	16191654	2	5583	30826.4592	792	1	TPM4	FLJ25328,RAB8A	TPM4	TPM4	0.7767	792	1
3_MACS_peak_5620_lociStitched	chr11	72861506	72867461	3	5578	17802.4725	793	1		FCHSD2	FCHSD2	FCHSD2	0.116	793	1
2_MACS_peak_6840_lociStitched	chr12	57844903	57850495	2	5577	14525.22	794	1	INHBE	INHBC,GLI1,MARS,ARHGAP9	INHBE	INHBE	1.6217	794	1
2_MACS_peak_16381_lociStitched	chr2	10259752	10265545	2	5574	28046.8095	795	1	RRM2	C2orf48,CYS1	RRM2	RRM2	1.61	795	1
1_MACS_peak_26021_lociStitched	chr5	179244634	179250204	1	5571	33764.783	796	1	SQSTM1	LTC4S,MIR1229,MGAT4B,C5orf45	SQSTM1	SQSTM1	1.0523	796	1
2_MACS_peak_28360_lociStitched	chr7	28851982	28857628	2	5571	16140.7848	797	1	CREB5		CREB5	CREB5	0.1722	797	1
1_MACS_peak_4388_lociStitched	chr10	112630597	112636166	1	5570	22692.5612	798	1	PDCD4,LOC282997	SHOC2,NCRNA00081	PDCD4	PDCD4	0.8187	798	1
5_MACS_peak_19267_lociStitched	chr20	34729105	34735185	5	5569	15554.464	799	1	EPB41L1	EPB41L1	EPB41L1	EPB41L1	0.2389	799	1
1_MACS_peak_29072_lociStitched	chr7	100140004	100145571	1	5568	9730.0026	800	1	AGFG2	FBXO24,SAP25,LRCH4	AGFG2	AGFG2	0.452	800	1
1_MACS_peak_4361_lociStitched	chr10	112179303	112184866	1	5564	13827.3928	801	1			DUSP5	DUSP5	1.558	801	1
2_MACS_peak_15895_lociStitched	chr19	49465148	49470723	2	5564	23359.8075	802	1	FTL	DHDH,BAX,RUVBL2,GYS1,LHB	FTL	FTL	2.1965	802	1
1_MACS_peak_14937_lociStitched	chr19	12720708	12726270	1	5563	27149.7906	803	1	ZNF791,ZNF490		ZNF791	ZNF791	1.022	803	1
1_MACS_peak_26932_lociStitched	chr6	52398137	52403696	1	5560	20198.0706	804	1	TRAM2		TRAM2	TRAM2	1.0184	804	1
1_MACS_peak_5914_lociStitched	chr11	115076424	115081982	1	5559	15337.301	805	1	CADM1		CADM1	CADM1	0.3605	805	1
1_MACS_peak_25897_lociStitched	chr5	173160222	173165779	1	5558	11018.9753	806	1			BOD1	BOD1	NONE	806	1
4_MACS_peak_15076_lociStitched	chr19	16249896	16256398	4	5558	11240.6576	807	1	HSH2D	RAB8A,FAM32A,CIB3	HSH2D	RAB8A	0.6266	807	1
1_MACS_peak_1995_lociStitched	chr1	156782891	156788447	1	5557	17508.6228	808	1	NTRK1,SH2D2A	PRCC,NTRK1,INSRR	NTRK1	PRCC	1.0609	808	1
1_MACS_peak_30915_lociStitched	chr8	126616635	126622187	1	5553	19307.08	809	1			TRIB1	TRIB1	1.8636	809	1
2_MACS_peak_13324_lociStitched	chr17	57913454	57919064	2	5551	15185.709	810	1	TMEM49,MIR21		MIR21	MIR21	2.5011	810	1
3_MACS_peak_30069_lociStitched	chr8	28347209	28352816	3	5546	10625.8257	811	1	FZD3,FBXO16	MIR4288	FZD3	FZD3	0.1621	811	1
2_MACS_peak_23273_lociStitched	chr4	40306500	40312057	2	5545	15348.9897	812	1		CHRNA9	CHRNA9	CHRNA9	0.064	812	1
2_MACS_peak_23034_lociStitched	chr4	5552697	5558302	2	5535	15157.041	813	1		C4orf6	C4orf6	C4orf6	0.1322	813	1
3_MACS_peak_29131_lociStitched	chr7	102152351	102158244	3	5528	15040.1146	814	1		LRWD1,SPDYE2,ALKBH4,POLR2J	POLR2J	POLR2J	0.2901	814	1
2_MACS_peak_19012_lociStitched	chr20	10650353	10655983	2	5526	11123.191	815	1	JAG1		JAG1	JAG1	0.3036	815	1
2_MACS_peak_27039_lociStitched	chr6	74228793	74234370	2	5521	27352.3965	816	1	EEF1A1		EEF1A1	EEF1A1	2.0111	816	1
2_MACS_peak_20047_lociStitched	chr21	43884730	43890554	2	5521	9469.2416	817	1		SLC37A1,RSPH1	RSPH1	SLC37A1	0.6876	817	1
1_MACS_peak_30743_lociStitched	chr8	105632421	105637940	1	5520	18516.245	818	1		LRP12	LRP12	LRP12	0.3474	818	1
2_MACS_peak_18250_lociStitched	chr2	191744309	191749855	2	5516	19821.9586	819	1	GLS		GLS	GLS	0.3129	819	1
1_MACS_peak_32415_lociStitched	chr9	134529574	134535088	1	5515	12543.2472	820	1	RAPGEF1		RAPGEF1	RAPGEF1	0.4763	820	1
1_MACS_peak_30238_lociStitched	chr8	54930087	54935599	1	5513	9743.5624	821	1	TCEA1		TCEA1	TCEA1	0.2079	821	1
2_MACS_peak_434_lociStitched	chr1	24714931	24720542	2	5511	9915.7592	822	1	C1orf201	NIPAL3	C1orf201	C1orf201	0.4084	822	1
2_MACS_peak_5626_lociStitched	chr11	72951790	72957314	2	5506	16938.2412	823	1		P2RY2,P2RY6	P2RY6	P2RY6	0.6197	823	1
1_MACS_peak_2652_lociStitched	chr1	207995188	208000689	1	5502	21463.8018	824	1	LOC148696	MIR29C,MIR29B2	LOC148696	LOC148696	1.6097	824	1
2_MACS_peak_31419_lociStitched	chr9	33452501	33458110	2	5499	9450.6041	825	1		AQP7,AQP3,NOL6	AQP3	AQP3	0.4241	825	1
2_MACS_peak_24990_lociStitched	chr5	87967456	87972956	2	5493	31502.9	826	1	LOC645323	MIR9-2	LOC645323	MIR9-2	0.6626	826	1
3_MACS_peak_15086_lociStitched	chr19	16434680	16440241	3	5493	19308.9042	827	1	KLF2		KLF2	KLF2	1.7746	827	1
3_MACS_peak_15638_lociStitched	chr19	42783379	42789234	3	5493	11835.297	828	1	CIC	PRR19,TMEM145,MEGF8,GSK3A,ERF,PAFAH1B3	CIC	ERF	0.9454	828	1
2_MACS_peak_5962_lociStitched	chr11	118738228	118744048	2	5490	16962.39	829	1		CXCR5,BCL9L	CXCR5	CXCR5	0.2054	829	1
4_MACS_peak_24806_lociStitched	chr5	66499140	66505241	4	5489	10080.0722	830	1		CD180	CD180	CD180	0.4946	830	1
3_MACS_peak_443_lociStitched	chr1	24881970	24887579	3	5488	31211.2805	831	1	C1orf130		C1orf130	C1orf130	0.6904	831	1
3_MACS_peak_28443_lociStitched	chr7	35061178	35067029	3	5488	17937.9958	832	1	DPY19L1		DPY19L1	DPY19L1	0.375	832	1
1_MACS_peak_18635_lociStitched	chr2	227699301	227704787	1	5487	21569.8548	833	1	RHBDD1	IRS1	RHBDD1	IRS1	0.7387	833	1
1_MACS_peak_32260_lociStitched	chr9	129765682	129771160	1	5479	22723.8396	834	1	RALGPS1		RALGPS1	RALGPS1	0.2646	834	1
1_MACS_peak_23791_lociStitched	chr4	121775243	121780719	1	5477	16004.1576	835	1	PRDM5		PRDM5	PRDM5	0.4234	835	1
2_MACS_peak_5630_lociStitched	chr11	72979789	72985343	2	5477	12002.194	836	1	P2RY6	ARHGEF17	P2RY6	P2RY6	0.6197	836	1
2_MACS_peak_19870_lociStitched	chr21	34607104	34613063	2	5477	18124.2985	837	1	IFNAR2	IL10RB	IFNAR2	IFNAR2	1.1292	837	1
3_MACS_peak_28290_lociStitched	chr7	25001957	25007866	3	5474	7776.8349	838	1	OSBPL3		OSBPL3	OSBPL3	0.3749	838	1
1_MACS_peak_19039_lociStitched	chr20	17945799	17951269	1	5471	22222.422	839	1	C20orf72,SNX5	SNORD17	SNX5	SNX5	0.7869	839	1
2_MACS_peak_21242_lociStitched	chr3	23954485	23959989	2	5467	21017.5744	840	1	RPL15,NKIRAS1	NR1D2	NKIRAS1	NKIRAS1	0.6944	840	1
1_MACS_peak_16317_lociStitched	chr2	8516395	8521859	1	5465	21736.3384	841	1		C2orf46	C2orf46	C2orf46	0.1399	841	1
1_MACS_peak_32110_lociStitched	chr9	117043316	117048778	1	5463	15775.3484	842	1	COL27A1	ORM1,ORM2	ORM1	ORM1	0.1144	842	1
1_MACS_peak_16185_lociStitched	chr19	57790094	57795549	1	5456	19423.073	843	1	ZNF460	AURKC,ZNF805,ZNF543	ZNF460	ZNF460	0.9094	843	1
2_MACS_peak_7219_lociStitched	chr12	104849922	104855514	2	5454	9135.0912	844	1	CHST11		CHST11	CHST11	0.2828	844	1
2_MACS_peak_26064_lociStitched	chr5	180668638	180674502	2	5453	16595.7064	845	1	GNB2L1,SNORD96A,SNORD95	TRIM41,TRIM7,TRIM52	GNB2L1	GNB2L1	1.0681	845	1
2_MACS_peak_2144_lociStitched	chr1	164580016	164585793	2	5447	14546.486	846	1	PBX1		PBX1	PBX1	0.3312	846	1
1_MACS_peak_9596_lociStitched	chr15	31749937	31755369	1	5433	15882.0816	847	1			KLF13	KLF13	0.5876	847	1
1_MACS_peak_29203_lociStitched	chr7	105816580	105822008	1	5429	23478.2712	848	1			SYPL1	SYPL1	NONE	848	1
1_MACS_peak_28254_lociStitched	chr7	22600873	22606297	1	5425	13177.0656	849	1			MGC87042	MGC87042	0.8085	849	1
1_MACS_peak_26817_lociStitched	chr6	43594169	43599589	1	5421	17261.616	850	1	MAD2L1BP,GTPBP2	MAD2L1BP,RSPH9	GTPBP2	MAD2L1BP	1.1238	850	1
2_MACS_peak_6952_lociStitched	chr12	68872739	68878370	2	5421	24616.4796	851	1			RAP1B	RAP1B	NONE	851	1
1_MACS_peak_19790_lociStitched	chr21	15822863	15828280	1	5418	17033.2148	852	1			HSPA13	HSPA13	NONE	852	1
1_MACS_peak_10194_lociStitched	chr15	70782431	70787847	1	5417	20406.9464	853	1			UACA	UACA	NONE	853	1
2_MACS_peak_10090_lociStitched	chr15	66678224	66683797	2	5416	14322.61	854	1	MAP2K1	SCARNA14,TIPIN	MAP2K1	TIPIN	0.3639	854	1
2_MACS_peak_2561_lociStitched	chr1	205252936	205258377	2	5410	16293.0745	855	1		NUAK2	NUAK2	NUAK2	0.2177	855	1
2_MACS_peak_22652_lociStitched	chr3	183241761	183247174	2	5403	18849.6899	856	1	KLHL6		KLHL6	KLHL6	1.361	856	1
2_MACS_peak_30665_lociStitched	chr8	101523228	101528627	2	5398	10685.7008	857	1		ANKRD46	ANKRD46	ANKRD46	0.1902	857	1
3_MACS_peak_13695_lociStitched	chr17	76710415	76716106	3	5393	12661.9059	858	1	CYTH1		CYTH1	CYTH1	0.7195	858	1
1_MACS_peak_20356_lociStitched	chr22	23477722	23483112	1	5391	19376.511	859	1	RTDR1	RAB36,BCR	RTDR1	RAB36	0.4732	859	1
3_MACS_peak_13267_lociStitched	chr17	55539354	55544963	3	5385	10004.2124	860	1	MSI2		MSI2	MSI2	0.4942	860	1
3_MACS_peak_12029_lociStitched	chr16	88846515	88852199	3	5379	8699.9304	861	1	FAM38A	CDT1,APRT	FAM38A	CDT1	0.5745	861	1
1_MACS_peak_21412_lociStitched	chr3	45592607	45597980	1	5374	17712.0945	862	1		LIMD1	LIMD1	LIMD1	0.8718	862	1
3_MACS_peak_6653_lociStitched	chr12	50613440	50618845	3	5370	11650.4775	863	1	LIMA1	MIR1293	LIMA1	LIMA1	0.3577	863	1
2_MACS_peak_28603_lociStitched	chr7	47533565	47539320	2	5370	26227.2615	864	1	TNS3		TNS3	TNS3	0.4397	864	1
1_MACS_peak_32285_lociStitched	chr9	130537627	130542995	1	5369	17027.8328	865	1	SH2D3C	MIR2861,CDK9,FPGS,TOR2A,SH2D3C	SH2D3C	MIR2861	1.2879	865	1
1_MACS_peak_20778_lociStitched	chr22	41839818	41845186	1	5369	22856.4072	866	1	TOB2	ACO2,PHF5A	TOB2	TOB2	1.0249	866	1
1_MACS_peak_28785_lociStitched	chr7	73261995	73267361	1	5367	14268.194	867	1		CLDN4,WBSCR28,WBSCR27	WBSCR27	WBSCR27	0.2489	867	1
2_MACS_peak_9011_lociStitched	chr14	75741066	75746921	2	5366	24334.551	868	1	FOS		FOS	FOS	1.9264	868	1
3_MACS_peak_8101_lociStitched	chr13	77899331	77905219	3	5365	15449.5232	869	1	MYCBP2		MYCBP2	MYCBP2	0.094	869	1
3_MACS_peak_27125_lociStitched	chr6	87860974	87866546	3	5360	20381.2616	870	1	ZNF292		ZNF292	ZNF292	0.2233	870	1
2_MACS_peak_7112_lociStitched	chr12	95209008	95214679	2	5357	12677.5205	871	1		MIR492,KRT19P2	MIR492	MIR492	1.2836	871	1
1_MACS_peak_15277_lociStitched	chr19	22057116	22062466	1	5351	12603.53	872	1		ZNF43	ZNF43	ZNF43	0.3914	872	1
3_MACS_peak_7655_lociStitched	chr12	129304119	129309661	3	5350	14823.7416	873	1	SLC15A4	GLT1D1	SLC15A4	SLC15A4	0.9209	873	1
2_MACS_peak_11538_lociStitched	chr16	56892592	56897960	2	5346	13406.58	874	1		MIR138-2,SLC12A3	MIR138-2	MIR138-2	1.3978	874	1
1_MACS_peak_391_lociStitched	chr1	23916397	23921740	1	5344	28351.0266	875	1		MDS2,ID3	ID3	ID3	1.7641	875	1
1_MACS_peak_3507_lociStitched	chr10	22969803	22975145	1	5343	21760.1028	876	1	PIP4K2A		PIP4K2A	PIP4K2A	0.3789	876	1
2_MACS_peak_26715_lociStitched	chr6	36632205	36637640	2	5341	12068.961	877	1		CDKN1A,MIR3925	CDKN1A	CDKN1A	1.071	877	1
1_MACS_peak_6477_lociStitched	chr12	31901245	31906577	1	5333	13520.3524	878	1		AMN1,H3F3C	AMN1	AMN1	0.2095	878	1
4_MACS_peak_28530_lociStitched	chr7	43621654	43627433	4	5329	11055.227	879	1	STK17A		STK17A	STK17A	0.3174	879	1
2_MACS_peak_27378_lociStitched	chr6	113949263	113954724	2	5328	19576.5928	880	1			MARCKS	MARCKS	1.2466	880	1
1_MACS_peak_28534_lociStitched	chr7	43686017	43691338	1	5322	9605.4692	881	1	C7orf44		STK17A	STK17A	0.3174	881	1
2_MACS_peak_25277_lociStitched	chr5	124268153	124273749	2	5322	18314.5888	882	1			ZNF608	ZNF608	0.4964	882	1
2_MACS_peak_2149_lociStitched	chr1	164603051	164608568	2	5318	7147.2735	883	1	PBX1		PBX1	PBX1	0.3312	883	1
1_MACS_peak_8271_lociStitched	chr13	110694601	110699916	1	5316	24799.79	884	1			IRS2	IRS2	NONE	884	1
2_MACS_peak_30789_lociStitched	chr8	118341303	118346624	2	5314	17749.7918	885	1			MED30	MED30	NONE	885	1
3_MACS_peak_15502_lociStitched	chr19	39338693	39344167	3	5309	25215.981	886	1	HNRNPL	NFKBIB,LGALS4,ECH1,RINL,SIRT2	HNRNPL	HNRNPL	1.2477	886	1
1_MACS_peak_29408_lociStitched	chr7	130642307	130647614	1	5308	19020.8187	887	1	FLJ43663	LOC646329	LOC646329	LOC646329	1.1866	887	1
2_MACS_peak_12606_lociStitched	chr17	27502337	27508055	2	5308	12031.2438	888	1	MYO18A		MYO18A	MYO18A	0.2107	888	1
2_MACS_peak_28730_lociStitched	chr7	66142766	66148111	2	5303	17369.112	889	1		KCTD7	KCTD7	KCTD7	0.2708	889	1
2_MACS_peak_7430_lociStitched	chr12	117358787	117364279	2	5302	10190.406	890	1	FBXW8	HRK	FBXW8	FBXW8	0.2195	890	1
2_MACS_peak_13450_lociStitched	chr17	65672228	65677831	2	5301	15541.6014	891	1	PITPNC1	NOL11	NOL11	NOL11	0.2118	891	1
6_MACS_peak_28342_lociStitched	chr7	28190073	28196127	6	5295	6667.8756	892	1	JAZF1	LOC100128081	LOC100128081	LOC100128081	0.1324	892	1
5_MACS_peak_26086_lociStitched	chr6	395720	401619	5	5291	6796.8278	893	1	IRF4		IRF4	IRF4	0.8501	893	1
4_MACS_peak_10946_lociStitched	chr16	9052764	9058577	4	5290	10334.3514	894	1	USP7		USP7	USP7	0.3434	894	1
3_MACS_peak_23679_lociStitched	chr4	108638650	108644067	3	5287	14312.7974	895	1	PAPSS1		PAPSS1	PAPSS1	0.1916	895	1
2_MACS_peak_25189_lociStitched	chr5	111089216	111094504	2	5284	11716.6216	896	1	C5orf13		C5orf13	C5orf13	0.0941	896	1
1_MACS_peak_1463_lociStitched	chr1	111413778	111419058	1	5281	10941.744	897	1	CD53		CD53	CD53	0.5073	897	1
3_MACS_peak_17580_lociStitched	chr2	111627185	111632781	3	5281	10570.844	898	1	ACOXL		ACOXL	ACOXL	0.2728	898	1
1_MACS_peak_30169_lociStitched	chr8	38588467	38593744	1	5278	15937.0677	899	1	TACC1		TACC1	TACC1	0.2988	899	1
1_MACS_peak_9750_lociStitched	chr15	42896705	42901980	1	5276	11066.95	900	1	STARD9		STARD9	STARD9	0.236	900	1
