REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X23_0F29_0229Kronos_MM1S.KB.1hr.1_H3K27me3_hs.dm_i05.bam	X37_0EXP_0229Kronos_MM1S.KB.1hr.1_Input_hs_i80.bam	enhancerRank	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	enhancerRank	isSuper
4_MACS_peak_3757_lociStitched	chr1	156354090	156367667	4	12880	21166.543	2173.6777	683	RHBG	C1orf182,CCT3,MIR9-1,C1orf61	RHBG	683	1
7_MACS_peak_9263_lociStitched	chr16	207710	223414	7	14419	20300.5608	1320.7064	684	HBM,HBA2	HBZ,HBA1,HBQ1,NPRL3	HBM	684	1
5_MACS_peak_18078_lociStitched	chr2	128379970	128398311	5	17348	20875.7262	1940.4778	685	MYO7B,LIMS2	GPR17	GPR17	685	1
7_MACS_peak_18949_lociStitched	chr20	44930411	44948583	7	16604	20607.048	1746.3292	686		SLC35C2	SLC35C2	686	1
5_MACS_peak_2625_lociStitched	chr1	23033905	23051851	5	16441	20614.5702	1762.2972	687	EPHB2		EPHB2	687	1
2_MACS_peak_6985_lociStitched	chr11	119209527	119222033	2	12433	20262.2212	1411.9274	688	C1QTNF5	RNF26,LOC100499227,MCAM,USP2	C1QTNF5	688	1
5_MACS_peak_970_lociStitched	chr1	7279535	7298952	5	18710	20684.9301	1848.4984	689	CAMTA1		CAMTA1	689	1
3_MACS_peak_14478_lociStitched	chr19	7016864	7033911	3	16788	22268.4961	3445.1987	690	MBD3L5	MBD3L2,ZNF557,EMR4P,FLJ25758,MBD3L4,MBD3L3	MBD3L5	690	1
1_MACS_peak_19922_lociStitched	chr20	62711414	62724814	1	13401	20425.62	1640.16	691	OPRL1,C20orf201	NCRNA00176,TCEA2,SOX18,RGS19,NPBWR2	C20orf201	691	1
2_MACS_peak_14887_lociStitched	chr19	12943470	12958584	2	15038	21020.5512	2247.4518	692	MAST1,RTBDN	JUNB,RNASEH2A,GCDH,PRDX2,RTBDN,DNASE2,KLF1	MAST1	692	1
2_MACS_peak_25304_lociStitched	chr7	1218646	1235611	2	16760	20510.685	1749.0915	693		UNCX,C7orf50,ZFAND2A	ZFAND2A	693	1
7_MACS_peak_3160_lociStitched	chr1	31164850	31185837	7	19168	21060.4545	2333.7544	694	MATN1	LOC100129196,LAPTM5	LOC100129196	694	1
8_MACS_peak_28051_lociStitched	chr8	145558146	145575518	8	16229	20408.6256	1705.9304	695	SCRT1	HSF1,GPR172A,ADCK5,BOP1,DGAT1,C8ORFK29,FBXL6,MIR939	SCRT1	695	1
4_MACS_peak_23128_lociStitched	chr4	3440128	3454902	4	13360	19987.7446	1308.9764	696	RGS12,HGFAC	DOK7	HGFAC	696	1
7_MACS_peak_28508_lociStitched	chr9	132306707	132325868	7	18325	20563.5852	1919.9322	697			C9orf50	697	1
2_MACS_peak_20613_lociStitched	chr22	20135346	20149405	2	13072	19793.6661	1157.0557	698	ZDHHC8	RANBP1,LOC150197,TRMT2A	ZDHHC8	698	1
2_MACS_peak_18574_lociStitched	chr20	3650483	3663580	2	13094	19805.2834	1202.3046	699	ADAM33	HSPA12B,GFRA4,SIGLEC1	ADAM33	699	1
3_MACS_peak_20750_lociStitched	chr22	23723020	23737626	3	14303	19945.9536	1419.7032	700	ZDHHC8P1		ZDHHC8P1	700	1
5_MACS_peak_13157_lociStitched	chr17	76516992	76535068	5	16894	20140.2792	1733.4884	701	DNAH17		DNAH17	701	1
3_MACS_peak_11289_lociStitched	chr17	7163845	7179365	3	14612	20104.608	1718.064	702	CLDN7	ACADVL,C17orf81,SLC2A4,EIF5A,DLG4,MIR324,DVL2,PHF23,GABARAP,CTDNEP1,YBX2,GPS2	CLDN7	702	1
7_MACS_peak_216_lociStitched	chr1	2496025	2515155	7	16987	20270.148	1907.261	703		TNFRSF14,C1orf93,PANK4,HES5,LOC115110,MMEL1	C1orf93	703	1
2_MACS_peak_28718_lociStitched	chr9	133980245	133996352	2	16087	19953.3516	1615.5321	704	AIF1L	NUP214	NUP214	704	1
4_MACS_peak_22891_lociStitched	chr3	184092945	184107608	4	13919	20627.9084	2306.4899	705	CHRD,THPO	SNORD66,FAM131A,POLR2H,CLCN2	CHRD	705	1
1_MACS_peak_9385_lociStitched	chr16	1381805	1392016	1	10212	19281.4313	968.0028	706	BAIAP3	UBE2I,GNPTG,C16orf42,UNKL	BAIAP3	706	1
9_MACS_peak_5801_lociStitched	chr11	61384090	61405247	9	19043	20687.3146	2375.9311	707	RPLP0P2	DAGLA,SYT7	RPLP0P2	707	1
5_MACS_peak_25295_lociStitched	chr7	1016438	1029214	5	12292	19105.2304	836.828	708	CYP2W1	ADAP1,COX19,MIR339	CYP2W1	708	1
6_MACS_peak_2591_lociStitched	chr1	22937375	22957993	6	18871	20246.876	2043.2438	709		EPHA8,C1QA,C1QC,C1QB	C1QA	709	1
11_MACS_peak_6573_lociStitched	chr11	70658052	70681808	11	17661	19924.1572	1765.0708	710	SHANK2	MIR3664	MIR3664	710	1
6_MACS_peak_3097_lociStitched	chr1	30841908	30862234	6	18387	20260.9568	2120.0018	711			LOC100129196	711	1
8_MACS_peak_24168_lociStitched	chr5	1399524	1421359	8	19769	20110.035	1978.251	712	SLC6A3		SLC6A3	712	1
11_MACS_peak_16495_lociStitched	chr19	43859790	43883406	11	20227	20439.648	2316.7296	713	CD177	PRG1,TEX101	CD177	713	1
10_MACS_peak_19936_lociStitched	chr20	62790473	62811684	10	19341	19987.1253	1864.4469	714	MYT1		MYT1	714	1
3_MACS_peak_4054_lociStitched	chr1	205489924	205504917	3	14129	20838.7707	2718.2309	715	CDK18	MFSD4,LOC284578	CDK18	715	1
5_MACS_peak_16382_lociStitched	chr19	42207391	42226564	5	18242	20254.3572	2145.4587	716	CEACAM5	CEACAM6,CEACAM7	CEACAM5	716	1
7_MACS_peak_5431_lociStitched	chr11	1748108	1767116	7	17591	20072.448	1974.9312	717	MOB2,LOC402778	KRTAP5-6,FAM99B,CTSD	LOC402778	717	1
4_MACS_peak_22005_lociStitched	chr22	46271905	46285698	4	13374	19288.1312	1227.577	718			WNT7B	718	1
