REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X23_0F29_0229Kronos_MM1S.KB.1hr.1_H3K27me3_hs.dm_i05.bam	X37_0EXP_0229Kronos_MM1S.KB.1hr.1_Input_hs_i80.bam	enhancerRank	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	TOP_GENE	TSS_SIGNAL	enhancerRank	isStretch
6_MACS_peak_2608_lociStitched	chr1	22986501	23004991	6	17765	17689.383	1760.248	601	C1QB	C1QA,C1QC,EPHB2	C1QB	EPHB2	0.8451	601	1
1_MACS_peak_22622_lociStitched	chr3	48615798	48633523	1	17726	26041.57	1926.7075	602	COL7A1,MIR711	PFKFB4,UCN2,UQCRC1,TMEM89,SLC26A6	COL7A1	COL7A1	0.8998999999999999	602	1
3_MACS_peak_8928_lociStitched	chr15	74509876	74527817	3	17669	19239.9284	1729.5124	603		ISLR,CCDC33,STRA6	CCDC33	STRA6	0.9253999999999999	603	1
8_MACS_peak_29613_lociStitched	chr9	140199698	140218756	8	17668	25539.6258	1438.879	604	EXD3	COBRA1,C9orf167,NRARP	NRARP	NRARP	1.2251	604	1
11_MACS_peak_6573_lociStitched	chr11	70658052	70681808	11	17661	19924.1572	1765.0708	605	SHANK2	MIR3664	MIR3664	MIR3664	0.5233	605	1
4_MACS_peak_28861_lociStitched	chr9	135615001	135633428	4	17649	21115.4993	1829.8011	606	C9orf98		DDX31	DDX31	NONE	606	1
6_MACS_peak_28964_lociStitched	chr9	136174131	136194138	6	17636	20953.3311	1950.6825	607		RPL7A,SNORD24,SNORD36B,SNORD36A,SNORD36C,SURF2,C9orf96,ABO,SURF6,MED22,SURF1,SURF4	SURF6	ABO	0.7643000000000001	607	1
7_MACS_peak_5431_lociStitched	chr11	1748108	1767116	7	17591	20072.448	1974.9312	608	MOB2,LOC402778	KRTAP5-6,FAM99B,CTSD	LOC402778	FAM99B	1.2946	608	1
5_MACS_peak_17600_lociStitched	chr19	56267952	56286419	5	17579	21139.1749	3187.4042	609	RFPL4A	NLRP9	RFPL4A	RFPL4A	0.9017	609	1
4_MACS_peak_190_lociStitched	chr1	2298823	2316866	4	17542	29552.6297	1800.6914	610	MORN1	RER1,LOC100129534,PEX10	MORN1	LOC100129534	1.71	610	1
7_MACS_peak_9806_lociStitched	chr16	29262083	29280457	7	17538	18328.065	1308.2288	611		RUNDC2C	RUNDC2C	RUNDC2C	0.3317	611	1
9_MACS_peak_2424_lociStitched	chr1	21018160	21039078	9	17487	20108.4734	2221.4916	612	KIF17	DDOST,SH2D5	KIF17	SH2D5	1.2841	612	1
3_MACS_peak_8091_lociStitched	chr13	114048819	114066694	3	17479	26381.7125	2096.7375	613		GRTP1,ADPRHL1	GRTP1	GRTP1	0.46230000000000004	613	1
3_MACS_peak_24530_lociStitched	chr5	176298493	176316449	3	17399	28891.204	1702.2288	614	UNC5A,HK3		HK3	HK3	0.8141	614	1
3_MACS_peak_13505_lociStitched	chr17	79758993	79777479	3	17382	38548.8558	1807.9308	615	GCGR	FAM195B,DYSFIP1,P4HB	GCGR	GCGR	1.8300999999999998	615	1
6_MACS_peak_5574_lociStitched	chr11	2933176	2951801	6	17354	27460.7	1646.45	616	SLC22A18,PHLDA2	KCNQ1DN,CDKN1C,SLC22A18AS,SNORA54	PHLDA2	PHLDA2	1.4465	616	1
5_MACS_peak_18078_lociStitched	chr2	128379970	128398311	5	17348	20875.7262	1940.4778	617	MYO7B,LIMS2	GPR17	GPR17	GPR17	0.6126	617	1
9_MACS_peak_25383_lociStitched	chr7	1548772	1567993	9	17344	18805.8264	1654.9281	618		MAFK,KIAA1908,MICALL2,INTS1,TMEM184A,PSMG3	MAFK	TMEM184A	0.7777000000000001	618	1
4_MACS_peak_24542_lociStitched	chr5	176885007	176903088	4	17304	25931.7702	2021.4558	619	DBN1	GRK6,PRR7,F12,PDLIM7,DOK3,DDX41	DBN1	DBN1	0.9438	619	1
6_MACS_peak_14033_lociStitched	chr19	3287769	3306078	6	17299	22287.5457	2385.6627	620	CELF5		NFIC	NFIC	1.2939	620	1
1_MACS_peak_26244_lociStitched	chr7	151077349	151094636	1	17288	30584.1604	2314.7293	621	WDR86	NUB1,LOC100131176,MIR3907,CRYGN	LOC100131176	LOC100131176	0.6283	621	1
7_MACS_peak_21406_lociStitched	chr22	40009315	40029043	7	17261	23425.0272	2213.4816	622	CACNA1I		CACNA1I	CACNA1I	0.9568	622	1
9_MACS_peak_13134_lociStitched	chr17	76445074	76465068	9	17239	21675.4954	1471.5584	623	DNAH17		PGS1	PGS1	0.03899999999999999	623	1
7_MACS_peak_24921_lociStitched	chr6	33760296	33778399	7	17208	19200.0418	1826.5927	624	MLN	IP6K3,LEMD2	MLN	MLN	0.8899	624	1
5_MACS_peak_24190_lociStitched	chr5	1652286	1670407	5	17191	22662.1226	1766.7975	625		LOC728613,MIR4277	LOC728613	MIR4277	0.3061	625	1
10_MACS_peak_21557_lociStitched	chr22	43685940	43705831	10	17188	16923.2628	1983.1327	626	SCUBE1		SCUBE1	SCUBE1	0.6075	626	1
2_MACS_peak_11761_lociStitched	chr17	34741860	34759240	2	17177	30797.36	4736.05	627	TBC1D3H,TBC1D3C	TBC1D3G	TBC1D3H	TBC1D3G	1.2843	627	1
8_MACS_peak_27612_lociStitched	chr8	142732008	142751156	8	17114	18449.098	1506.9476	628			FLJ43860	FLJ43860	NONE	628	1
5_MACS_peak_28740_lociStitched	chr9	134678499	134696999	5	17101	22000.2	1922.15	629			RAPGEF1	NONE	NONE	629	1
5_MACS_peak_20144_lociStitched	chr21	44011484	44030408	5	17094	22250.8392	3156.5232	630		PDE9A	PDE9A	PDE9A	1.5606	630	1
7_MACS_peak_23102_lociStitched	chr4	2057674	2076436	7	17087	18473.0652	1322.721	631	NAT8L,POLN	C4orf48,WHSC2	NAT8L	NAT8L	0.875	631	1
16_MACS_peak_1884_lociStitched	chr1	18088306	18109030	16	17059	16214.4576	1890.0288	632	ACTL8		ACTL8	ACTL8	0.47569999999999996	632	1
6_MACS_peak_14562_lociStitched	chr19	7949759	7968402	6	17032	23840.6684	2746.1139	633	LRRC8E	EVI5L,MAP2K7,LOC645781,SNAPC2,FLJ22184,LOC388499,CTXN1,TIMM44	LRRC8E	LRRC8E	0.8865	633	1
12_MACS_peak_21881_lociStitched	chr22	45384627	45405207	12	16997	18678.408	1817.214	634	PHF21B		PHF21B	PHF21B	0.7335	634	1
4_MACS_peak_14598_lociStitched	chr19	8183711	8201380	4	16993	23160.5252	2402.984	635	FBN3		FBN3	FBN3	0.8192999999999999	635	1
7_MACS_peak_216_lociStitched	chr1	2496025	2515155	7	16987	20270.148	1907.261	636		TNFRSF14,C1orf93,PANK4,HES5,LOC115110,MMEL1	C1orf93	HES5	1.51	636	1
6_MACS_peak_15554_lociStitched	chr19	18492546	18510199	6	16978	18728.0677	2174.8496	637	GDF15,MIR3189,LRRC25	PGPEP1,SSBP4,ISYNA1	MIR3189	MIR3189	0.8765000000000001	637	1
3_MACS_peak_9129_lociStitched	chr15	79055009	79072231	3	16965	21980.4386	1431.1482	638	ADAMTS7	LOC646938	LOC646938	LOC646938	0.17149999999999999	638	1
6_MACS_peak_13083_lociStitched	chr17	75910058	75928157	6	16953	19436.5161	1960.1217	639		FLJ45079	FLJ45079	FLJ45079	0.7528999999999999	639	1
9_MACS_peak_21709_lociStitched	chr22	44832503	44851029	9	16925	18388.9076	1463.554	640		LDOC1L	LDOC1L	LDOC1L	0.2809	640	1
3_MACS_peak_12406_lociStitched	chr17	48633732	48650880	3	16906	24986.3508	1917.1464	641	CACNA1G	MYCBPAP,EPN3,SPATA20	CACNA1G	CACNA1G	1.3558000000000001	641	1
4_MACS_peak_21688_lociStitched	chr22	44775575	44793342	4	16903	19495.7291	1527.962	642			KIAA1644	KIAA1644	0.8966999999999999	642	1
4_MACS_peak_12240_lociStitched	chr17	45921977	45939105	4	16898	26433.6424	1957.7304	643	SP6	LRRC46,SP2,OSBPL7,MRPL10,SCRN2	SP6	SP6	1.1235	643	1
5_MACS_peak_13157_lociStitched	chr17	76516992	76535068	5	16894	20140.2792	1733.4884	644	DNAH17		DNAH17	DNAH17	0.8136	644	1
6_MACS_peak_107_lociStitched	chr1	1843879	1861902	6	16893	21897.945	1683.3482	645	CALML6,TMEM52	GNB1	TMEM52	TMEM52	1.0017	645	1
6_MACS_peak_20394_lociStitched	chr21	46662123	46680496	6	16881	22534.4845	2664.085	646		LOC642852,POFUT2	POFUT2	LOC642852	1.2452	646	1
3_MACS_peak_13069_lociStitched	chr17	75848492	75865804	3	16876	19924.3808	2338.8512	647		FLJ45079	FLJ45079	FLJ45079	0.7528999999999999	647	1
3_MACS_peak_15011_lociStitched	chr19	13973665	13990871	3	16874	21634.8244	1691.3498	648	MIR181C,MIR181D,NANOS3	CC2D1A,LOC284454,MIR24-2,MIR27A,MIR23A,C19orf57	MIR181C	MIR181C	1.0509	648	1
4_MACS_peak_29466_lociStitched	chr9	138606943	138624638	4	16835	19089.366	1272.2705	649	KCNT1	SOHLH1	KCNT1	SOHLH1	1.2671999999999999	649	1
3_MACS_peak_14478_lociStitched	chr19	7016864	7033911	3	16788	22268.4961	3445.1987	650	MBD3L5	MBD3L2,ZNF557,EMR4P,FLJ25758,MBD3L4,MBD3L3	MBD3L5	MBD3L2	1.0262	650	1
2_MACS_peak_25304_lociStitched	chr7	1218646	1235611	2	16760	20510.685	1749.0915	651		UNCX,C7orf50,ZFAND2A	ZFAND2A	UNCX	0.5704	651	1
3_MACS_peak_5583_lociStitched	chr11	3209730	3227135	3	16745	26993.4145	1639.551	652		C11orf36,OSBPL5,MRGPRG,MRGPRE	C11orf36	MRGPRG	0.6586	652	1
5_MACS_peak_21029_lociStitched	chr22	30105030	30123796	5	16741	21913.0582	1366.1648	653	CABP7	UQCR10,ZMAT5	CABP7	CABP7	0.7011	653	1
11_MACS_peak_8506_lociStitched	chr14	105037088	105057745	11	16725	17517.136	758.1119	654	C14orf180	TMEM179	C14orf180	C14orf180	0.7954	654	1
2_MACS_peak_14155_lociStitched	chr19	4772390	4789121	2	16721	18865.8756	2226.8961	655	C19orf30	MIR7-3,FEM1A,DPP9,TICAM1	MIR7-3	MIR7-3	0.627	655	1
2_MACS_peak_11827_lociStitched	chr17	36333536	36350358	2	16695	36527.2908	5862.467	656	TBC1D3,TBC1D3F		TBC1D3	TBC1D3	1.4522	656	1
2_MACS_peak_29640_lociStitched	chr9	140317846	140334592	2	16668	35531.6628	1513.8384	657	NOXA1,ENTPD8	EXD3,NELF	NOXA1	NOXA1	1.5696	657	1
10_MACS_peak_2198_lociStitched	chr1	19136204	19155695	10	16624	17329.4481	2030.9622	658		TAS1R2	TAS1R2	TAS1R2	0.7844	658	1
3_MACS_peak_25904_lociStitched	chr7	100350475	100367328	3	16613	20644.925	1518.4553	659	ZAN	POP7,EPO	ZAN	EPO	1.2327	659	1
7_MACS_peak_18949_lociStitched	chr20	44930411	44948583	7	16604	20607.048	1746.3292	660		SLC35C2	SLC35C2	NONE	NONE	660	1
6_MACS_peak_12244_lociStitched	chr17	45941706	45959608	6	16576	19318.0482	1931.6258	661		LRRC46,SP2,OSBPL7,MRPL10,SCRN2,SP6	SP6	SP6	1.1235	661	1
2_MACS_peak_29131_lociStitched	chr9	137372483	137389127	2	16572	21895.182	1309.8828	662			COL5A1	COL5A1	0.8695	662	1
1_MACS_peak_14481_lociStitched	chr19	7036662	7053220	1	16559	21520.4326	3694.0898	663	MBD3L2,MBD3L4	MBD3L5,ZNF557,EMR4P,FLJ25758,MBD3L3	MBD3L2	MBD3L2	1.0262	663	1
3_MACS_peak_22063_lociStitched	chr22	46844972	46862680	3	16496	17268.8416	1480.3888	664	CELSR1		CELSR1	CELSR1	0.45680000000000004	664	1
3_MACS_peak_25857_lociStitched	chr7	99757641	99775021	3	16468	25034.152	1856.184	665	GAL3ST4,GPC2	CNPY4,MBLAC1,C7orf59,STAG3,PVRIG,TAF6,C7orf43	GAL3ST4	GAL3ST4	0.9878	665	1
9_MACS_peak_6856_lociStitched	chr11	117367865	117387504	9	16456	16752.067	1632.0009	666	DSCAML1		CEP164	CEP164	NONE	666	1
5_MACS_peak_2625_lociStitched	chr1	23033905	23051851	5	16441	20614.5702	1762.2972	667	EPHB2		EPHB2	EPHB2	0.8451	667	1
2_MACS_peak_25950_lociStitched	chr7	100633187	100650162	2	16427	43756.4575	3355.9575	668	MUC12	MUC17	MUC17	MUC17	0.4618	668	1
7_MACS_peak_19701_lociStitched	chr20	60497086	60516653	7	16419	19365.4599	1786.4671	669	CDH4	MIR1257	MIR1257	MIR1257	0.40159999999999996	669	1
4_MACS_peak_4064_lociStitched	chr1	205626754	205644780	4	16415	21103.0382	3242.8774	670	SLC45A3	ELK4	SLC45A3	SLC45A3	0.7484	670	1
6_MACS_peak_22716_lociStitched	chr3	50545768	50562932	6	16409	18271.078	1724.982	671		HEMK1,CACNA2D2,C3orf18	CACNA2D2	CACNA2D2	0.8688	671	1
6_MACS_peak_16573_lociStitched	chr19	45733666	45750724	6	16355	18620.5128	1629.039	672	EXOC3L2	MARK4	EXOC3L2	EXOC3L2	0.8328	672	1
3_MACS_peak_27807_lociStitched	chr8	143611694	143628772	3	16354	20838.5756	1205.7068	673	BAI1		BAI1	BAI1	0.8767999999999999	673	1
3_MACS_peak_14527_lociStitched	chr19	7781230	7797746	3	16300	16912.384	2005.0424	674	CLEC4G	RETN,C19orf59,TRAPPC5,CLEC4M,FCER2,CD209	CLEC4G	RETN	1.2730000000000001	674	1
6_MACS_peak_14570_lociStitched	chr19	8085424	8103905	6	16293	18002.3421	2326.7579	675		CCL25,ELAVL1	CCL25	CCL25	0.6308	675	1
