REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	23_0F29_0229Kronos_MM1S-KB-1hr-1_H3K27me3_hs-dm_i05.bam	37_0EXP_0229Kronos_MM1S-KB-1hr-1_Input_hs_i80.bam
5_MACS_peak_9464_lociStitched	chr16	2854222	2884086	5	28865	40934.584800000004	3195.448
8_MACS_peak_21356_lociStitched	chr22	38835269	38865086	8	28155	34644.372299999995	3309.687
7_MACS_peak_19923_lociStitched	chr20	62726692	62756507	7	27591	45694.469	3470.466
9_MACS_peak_22402_lociStitched	chr3	12903950	12933730	9	27245	33439.962	3996.4760000000006
9_MACS_peak_16841_lociStitched	chr19	48210768	48240517	9	27600	31697.559499999996	2894.5777
11_MACS_peak_14022_lociStitched	chr19	3255724	3285290	11	26113	33513.061	3678.0104
6_MACS_peak_29475_lociStitched	chr9	138660987	138690459	6	28182	46683.648	2343.024
3_MACS_peak_3923_lociStitched	chr1	201317191	201346432	3	28448	40779.4986	4839.3855
4_MACS_peak_16808_lociStitched	chr19	47901717	47930937	4	28791	43897.206	3348.6119999999996
6_MACS_peak_1547_lociStitched	chr1	11924868	11954087	6	28314	36418.5616	3272.5280000000002
9_MACS_peak_171_lociStitched	chr1	2088058	2117209	9	27509	33896.7828	2556.5427
15_MACS_peak_26356_lociStitched	chr7	154678714	154707848	15	24759	27246.1168	3761.1994
11_MACS_peak_28250_lociStitched	chr9	115823370	115852501	11	24768	24231.1658	4081.2531
10_MACS_peak_22136_lociStitched	chr22	49278464	49307565	10	25701	30494.9379	2828.6171999999997
10_MACS_peak_9669_lociStitched	chr16	5044784	5073856	10	25671	29406.328	2642.6448
5_MACS_peak_11035_lociStitched	chr17	1904437	1933484	5	27922	41659.2074	3238.7405
15_MACS_peak_12856_lociStitched	chr17	72620274	72649299	15	23290	27733.3875	3361.095
9_MACS_peak_19806_lociStitched	chr20	61711143	61740128	9	25213	32387.839	2449.2325
14_MACS_peak_6259_lociStitched	chr11	69282948	69311888	14	26570	27417.756	2483.052
11_MACS_peak_10825_lociStitched	chr17	1184	30086	11	26259	26896.2012	2673.435
4_MACS_peak_13469_lociStitched	chr17	79272741	79301524	4	28378	48674.931300000004	2722.8718
10_MACS_peak_21863_lociStitched	chr22	45320004	45348746	10	26808	28963.313400000003	2667.2576
3_MACS_peak_29523_lociStitched	chr9	139138342	139167009	3	28418	59409.4908	3124.703
11_MACS_peak_1784_lociStitched	chr1	17661972	17690628	11	25401	28094.3424	3066.192
3_MACS_peak_826_lociStitched	chr1	6180792	6209377	3	28417	42791.745	2778.462
5_MACS_peak_29140_lociStitched	chr9	137423599	137452182	5	27901	33813.689	2057.9759999999997
7_MACS_peak_21269_lociStitched	chr22	37518064	37546617	7	27746	33823.8838	3117.9876
11_MACS_peak_27149_lociStitched	chr8	7415932	7444332	11	24684	27187.32	3311.44
6_MACS_peak_29086_lociStitched	chr9	137105576	137133939	6	27519	41083.805499999995	2130.0613
7_MACS_peak_9302_lociStitched	chr16	858570	886894	7	27211	38653.762800000004	2747.428
10_MACS_peak_15978_lociStitched	chr19	36286382	36314525	10	25380	27729.297899999998	2749.5710999999997
9_MACS_peak_5359_lociStitched	chr11	1378941	1407018	9	25674	29539.811700000002	2644.8534
10_MACS_peak_1746_lociStitched	chr1	17535090	17563166	10	26887	30105.894800000002	2633.5288
5_MACS_peak_21375_lociStitched	chr22	39221506	39249577	5	27160	36138.6054	2776.2219
7_MACS_peak_13569_lociStitched	chr17	81061411	81089473	7	25977	33346.0746	2671.5024000000003
3_MACS_peak_24852_lociStitched	chr6	31957295	31985310	3	27671	63493.195999999996	3765.216
10_MACS_peak_29816_lociStitched	chrX	152887275	152915284	10	25874	28824.061899999997	1442.4634999999998
7_MACS_peak_20556_lociStitched	chr22	18935195	18963178	7	26197	34469.4594	2725.5442
5_MACS_peak_14624_lociStitched	chr19	8267075	8294982	5	26432	29648.3968	3842.7938999999997
8_MACS_peak_23761_lociStitched	chr4	8262055	8289941	8	27040	30903.2652	2110.9702
10_MACS_peak_21149_lociStitched	chr22	36969541	36997396	10	25795	29250.5355	2810.5695
5_MACS_peak_19860_lociStitched	chr20	62124281	62152097	5	26866	34158.048	2878.9559999999997
8_MACS_peak_10988_lociStitched	chr17	1150134	1177933	8	25359	30328.709	2846.6176
6_MACS_peak_12946_lociStitched	chr17	74514693	74542460	6	26666	37538.2073	2848.8941999999997
12_MACS_peak_9021_lociStitched	chr15	77903941	77931699	12	22740	28207.6796	2695.3018
10_MACS_peak_1421_lociStitched	chr1	11368328	11396016	10	25425	28646.0048	2854.6328
10_MACS_peak_29402_lociStitched	chr9	138339379	138367064	10	25298	26774.1635	2419.6690000000003
9_MACS_peak_23166_lociStitched	chr4	3639037	3666717	9	25628	30752.48	2067.696
4_MACS_peak_2473_lociStitched	chr1	21906423	21934090	4	27282	45755.6846	2631.1317
6_MACS_peak_8952_lociStitched	chr15	74586934	74614576	6	27036	33891.8562	2946.6372
14_MACS_peak_4821_lociStitched	chr10	114729368	114757001	14	24510	28003.2822	3144.6354
7_MACS_peak_11307_lociStitched	chr17	7308137	7335615	7	25045	38378.522600000004	2687.3484
12_MACS_peak_26070_lociStitched	chr7	101137615	101165092	12	22477	23665.9401	2739.4569
9_MACS_peak_1320_lociStitched	chr1	9677941	9705344	9	25534	30729.724199999997	3055.4345
5_MACS_peak_29193_lociStitched	chr9	137607577	137634960	5	26956	32284.557	1645.7183
4_MACS_peak_10999_lociStitched	chr17	1192966	1220339	4	26476	33802.917700000005	3574.9138
6_MACS_peak_2481_lociStitched	chr1	21943452	21970764	6	25793	30130.5984	2496.3168
7_MACS_peak_23391_lociStitched	chr4	7144947	7172185	7	25471	29577.7442	2416.0106
3_MACS_peak_4169_lociStitched	chr1	228743923	228771141	3	27016	33342.05	12784.294600000001
11_MACS_peak_25320_lociStitched	chr7	1277905	1305115	11	25012	26837.222999999998	1556.412
13_MACS_peak_1760_lociStitched	chr1	17590394	17617578	13	23425	23715.3216	2386.7552
3_MACS_peak_28382_lociStitched	chr9	129442100	129469265	3	27004	41896.5795	3159.2895
14_MACS_peak_2562_lociStitched	chr1	22708491	22735617	14	22805	23095.0764	2720.7378
7_MACS_peak_29102_lociStitched	chr9	137163155	137190247	7	25006	30979.701999999997	2338.0396
10_MACS_peak_12846_lociStitched	chr17	72590317	72617334	10	24787	26949.4575	2944.853
3_MACS_peak_18253_lociStitched	chr2	220374236	220401240	3	26200	43044.376000000004	2870.5252
9_MACS_peak_27070_lociStitched	chr8	1889816	1916710	9	24326	30193.8938	2649.059
5_MACS_peak_14515_lociStitched	chr19	7718761	7745652	5	26481	37421.5156	4453.1496
8_MACS_peak_10954_lociStitched	chr17	855488	882348	8	25556	28256.72	3040.5519999999997
5_MACS_peak_19658_lociStitched	chr20	60371501	60398351	5	25884	30394.199999999997	2043.285
12_MACS_peak_4552_lociStitched	chr10	73281149	73307962	12	22935	24051.261000000002	3011.0998999999997
4_MACS_peak_14074_lociStitched	chr19	3581562	3608356	4	26140	37238.301199999994	3721.6866
6_MACS_peak_20108_lociStitched	chr21	43717368	43744120	6	26377	44392.2688	4416.7552
11_MACS_peak_11337_lociStitched	chr17	7660591	7687339	11	24537	27232.1388	2559.7835999999998
2_MACS_peak_3764_lociStitched	chr1	156388432	156415155	2	26702	48563.7079	4978.4949
6_MACS_peak_14520_lociStitched	chr19	7750806	7777520	6	25624	29641.854399999997	3574.3332
6_MACS_peak_13551_lociStitched	chr17	81010699	81037399	6	25781	36995.52	2581.89
7_MACS_peak_28625_lociStitched	chr9	133288687	133315378	7	25204	34076.3997	2658.4235999999996
8_MACS_peak_13308_lociStitched	chr17	77675683	77702368	8	23531	28499.58	2948.6925
7_MACS_peak_21464_lociStitched	chr22	42746596	42773225	7	23078	31936.1597	2772.0789
4_MACS_peak_21460_lociStitched	chr22	42718947	42745567	4	25484	33341.549999999996	2302.6299999999997
3_MACS_peak_29029_lociStitched	chr9	136535388	136561968	3	26110	36289.674	2461.308
7_MACS_peak_16547_lociStitched	chr19	45365584	45392023	7	24176	29846.987100000002	2680.9146
11_MACS_peak_14166_lociStitched	chr19	5170893	5197331	11	24093	24891.377	3574.4175999999998
7_MACS_peak_21583_lociStitched	chr22	43800318	43826747	7	23608	29262.1888	1955.7459999999999
9_MACS_peak_18365_lociStitched	chr2	241613357	241639685	9	24474	23044.8984	939.9096000000001
1_MACS_peak_1680_lociStitched	chr1	17083035	17109337	1	26303	38542.9508	6012.6372
7_MACS_peak_15532_lociStitched	chr19	18345500	18371798	7	25668	27481.41	3053.1978
6_MACS_peak_12488_lociStitched	chr17	61552216	61578511	6	25412	34819.839	2424.399
10_MACS_peak_28651_lociStitched	chr9	133390893	133417175	10	23016	25900.911	2488.9054
7_MACS_peak_8021_lociStitched	chr13	113667432	113693605	7	23809	34574.532999999996	2719.3747000000003
3_MACS_peak_11130_lociStitched	chr17	4478840	4504940	3	25705	40167.9	2372.49
7_MACS_peak_29186_lociStitched	chr9	137579031	137605060	7	23735	30386.2546	2149.9954000000002
8_MACS_peak_28912_lociStitched	chr9	136026974	136052988	8	24127	26937.497000000003	2518.1552
10_MACS_peak_22706_lociStitched	chr3	50518495	50544498	10	22679	27490.3716	2439.0814
3_MACS_peak_14899_lociStitched	chr19	13102862	13128809	3	24988	43092.7776	2426.0445
15_MACS_peak_1197_lociStitched	chr1	8383171	8409096	15	22095	24390.239999999998	2486.2075
8_MACS_peak_88_lociStitched	chr1	1356108	1382010	8	23991	31955.2974	2126.5542
4_MACS_peak_24994_lociStitched	chr6	34012759	34038610	4	25521	34529.180700000004	2820.3441000000003
4_MACS_peak_7285_lociStitched	chr12	3235149	3260926	4	24062	30285.3973	3064.8853000000004
7_MACS_peak_5377_lociStitched	chr11	1454300	1480070	7	24068	33640.157999999996	1662.165
6_MACS_peak_27477_lociStitched	chr8	142064738	142090428	6	24881	31416.301000000003	3136.749
8_MACS_peak_273_lociStitched	chr1	2761251	2786922	8	23983	25642.7619	1776.4332
9_MACS_peak_15928_lociStitched	chr19	35818152	35843823	9	24274	28538.450699999998	2264.1822
13_MACS_peak_21642_lociStitched	chr22	44319774	44345390	13	19971	20638.8112	2623.0784000000003
8_MACS_peak_26413_lociStitched	chr7	155164063	155189596	8	23735	31101.7473	2961.828
3_MACS_peak_14278_lociStitched	chr19	5541321	5566827	3	24543	31984.524	3328.533
13_MACS_peak_20178_lociStitched	chr21	44478357	44503855	13	21556	25577.043800000003	2950.1186
8_MACS_peak_29366_lociStitched	chr9	138227171	138252652	8	23941	26507.8843	2097.0863
7_MACS_peak_14494_lociStitched	chr19	7542826	7568296	7	24581	27762.300000000003	3991.1490000000003
7_MACS_peak_8037_lociStitched	chr13	113728503	113753953	7	23392	28537.085	2051.27
6_MACS_peak_25895_lociStitched	chr7	100312579	100338026	6	24321	32266.796000000002	2766.0889
6_MACS_peak_19791_lociStitched	chr20	61646027	61671461	6	24405	33817.0464	2172.0636
3_MACS_peak_25078_lociStitched	chr6	41603057	41628437	3	25043	38311.11	2636.982
6_MACS_peak_433_lociStitched	chr1	3665967	3691196	6	23889	32515.135199999997	2540.5603
6_MACS_peak_1795_lociStitched	chr1	17692318	17717540	6	24254	27035.4618	2822.3418
11_MACS_peak_12892_lociStitched	chr17	72964461	72989554	11	21600	24628.7795	2960.9739999999997
10_MACS_peak_21041_lociStitched	chr22	30638440	30663506	10	21750	26920.884000000002	2707.128
6_MACS_peak_20073_lociStitched	chr21	43152601	43177645	6	23876	32992.965599999996	3476.1072000000004
9_MACS_peak_19774_lociStitched	chr20	61445732	61470719	9	23587	36008.7657	2481.2091
18_MACS_peak_12731_lociStitched	chr17	72235013	72259992	18	19720	21072.2844	1968.3452
5_MACS_peak_2654_lociStitched	chr1	23120210	23145171	5	23812	24371.920400000003	2491.1077999999998
13_MACS_peak_918_lociStitched	chr1	7100541	7125493	13	21546	23791.732	2427.8296
9_MACS_peak_19692_lociStitched	chr20	60469531	60494471	9	22784	29232.174	2249.588
4_MACS_peak_5260_lociStitched	chr11	314092	339027	4	23525	29338.521	2977.239
3_MACS_peak_22979_lociStitched	chr3	195528401	195553315	3	23300	34373.845799999996	3555.2277999999997
10_MACS_peak_28608_lociStitched	chr9	133223056	133247901	10	21323	23953.0645	2059.6505
4_MACS_peak_99_lociStitched	chr1	1512531	1537374	4	23686	29473.7352	2896.6938
12_MACS_peak_11242_lociStitched	chr17	6995421	7020252	12	20743	25638.0075	2624.6367
6_MACS_peak_20328_lociStitched	chr21	46137997	46162761	6	22950	34201.5604	2904.8172
5_MACS_peak_19030_lociStitched	chr20	48956272	48980968	5	23402	26224.6824	2775.8304
5_MACS_peak_19917_lociStitched	chr20	62668614	62693295	5	23192	35594.9382	2512.5258
3_MACS_peak_25664_lociStitched	chr7	44256761	44281413	3	23341	42154.92	2630.3684000000003
6_MACS_peak_839_lociStitched	chr1	6298589	6323213	6	24269	37957.896	2459.9376
7_MACS_peak_19372_lociStitched	chr20	57357795	57382401	7	22903	25880.5908	2256.3702000000003
3_MACS_peak_391_lociStitched	chr1	3262735	3287291	3	24209	30741.6564	1625.6072
7_MACS_peak_25281_lociStitched	chr7	952221	976764	7	22742	27517.6116	1946.2598999999998
10_MACS_peak_7459_lociStitched	chr12	52222778	52247267	10	22298	26727.294599999997	2324.0061
4_MACS_peak_2585_lociStitched	chr1	22906958	22931356	4	23692	33693.638	2056.7514
6_MACS_peak_22282_lociStitched	chr22	50506159	50530530	6	21741	26296.308999999997	2239.6949
5_MACS_peak_22681_lociStitched	chr3	50415535	50439836	5	23498	26765.1214	2532.1642
11_MACS_peak_28062_lociStitched	chr8	145756107	145780312	11	20162	23217.436	1861.3645
9_MACS_peak_29623_lociStitched	chr9	140224741	140248937	9	19751	25021.0836	2131.6675999999998
4_MACS_peak_1756_lociStitched	chr1	17564860	17589037	4	23239	28139.610299999997	2466.0539999999996
7_MACS_peak_14602_lociStitched	chr19	8202455	8226603	7	22609	30655.886000000002	2781.8496
10_MACS_peak_14199_lociStitched	chr19	5275395	5299527	10	21744	23644.5336	2806.5516000000002
4_MACS_peak_28709_lociStitched	chr9	133934895	133958996	4	23669	32227.8572	2525.7848
5_MACS_peak_20493_lociStitched	chr21	47468870	47492962	5	21915	30418.5592	3153.6427999999996
4_MACS_peak_71_lociStitched	chr1	1125911	1149987	4	23815	39855.4104	1887.5584
13_MACS_peak_29447_lociStitched	chr9	138546356	138570411	13	21173	21921.3215	1914.778
10_MACS_peak_8942_lociStitched	chr15	74556542	74580572	10	19359	23352.354	2544.777
3_MACS_peak_27491_lociStitched	chr8	142332806	142356785	3	23918	33309.2289	2311.5756
7_MACS_peak_12171_lociStitched	chr17	43865361	43889334	7	22242	24557.9412	2423.6702999999998
7_MACS_peak_6083_lociStitched	chr11	66313463	66337432	7	22037	26373.0907	2459.2194
3_MACS_peak_829_lociStitched	chr1	6210642	6234609	3	23886	37968.5214	2123.4762
13_MACS_peak_4905_lociStitched	chr10	126753602	126777481	13	20911	21584.2281	2445.2096
10_MACS_peak_281_lociStitched	chr1	2788851	2812727	10	22254	27438.2992	1492.25
10_MACS_peak_29374_lociStitched	chr9	138255731	138279595	10	21851	22246.020800000002	1660.9343999999999
5_MACS_peak_16445_lociStitched	chr19	42422363	42446143	5	22274	35567.746	2836.954
4_MACS_peak_27984_lociStitched	chr8	144466478	144490237	4	23156	35374.7751	2121.6787
11_MACS_peak_6573_lociStitched	chr11	70658052	70681808	11	17661	19924.1572	1765.0708000000002
11_MACS_peak_10259_lociStitched	chr16	85284953	85308649	11	20102	20229.2752	1071.0592
4_MACS_peak_15523_lociStitched	chr19	18145567	18169193	4	22257	26576.8874	2414.5772
11_MACS_peak_16495_lociStitched	chr19	43859790	43883406	11	20227	20439.648	2316.7296
9_MACS_peak_7545_lociStitched	chr12	52694512	52718062	9	21285	23373.375	2574.015
4_MACS_peak_10917_lociStitched	chr17	700224	723694	4	22715	30961.624	2302.407
8_MACS_peak_13177_lociStitched	chr17	76603430	76626893	8	21399	24959.939400000003	2564.5058999999997
4_MACS_peak_15571_lociStitched	chr19	18705823	18729262	4	22285	41067.4719	2238.4245
7_MACS_peak_29032_lociStitched	chr9	136563827	136587225	7	22570	30298.0702	1991.1698
6_MACS_peak_20464_lociStitched	chr21	47358538	47381785	6	21529	31157.954100000003	3124.3968
2_MACS_peak_29204_lociStitched	chr9	137656685	137679929	2	23199	32541.6	1845.5736
4_MACS_peak_24998_lociStitched	chr6	34041166	34064381	4	22851	27923.002	2298.2850000000003
2_MACS_peak_5562_lociStitched	chr11	2426069	2449274	2	22934	52162.5195	2257.8465
3_MACS_peak_29232_lociStitched	chr9	137819849	137843046	3	22030	23779.2447	1971.7450000000001
10_MACS_peak_21770_lociStitched	chr22	45059032	45082227	10	20275	22288.0755	1913.5875
4_MACS_peak_8759_lociStitched	chr15	42152282	42175417	4	22284	34519.7335	2246.4085
7_MACS_peak_23840_lociStitched	chr4	8689466	8712535	7	20571	23772.604499999998	1760.1647000000003
7_MACS_peak_13354_lociStitched	chr17	77870174	77893236	7	21304	25469.6728	2246.2388
3_MACS_peak_9394_lociStitched	chr16	1567659	1590656	3	22650	38262.408599999995	1968.5431999999998
7_MACS_peak_17078_lociStitched	chr19	49649284	49672280	7	21834	24033.119599999998	2722.7264
7_MACS_peak_23880_lociStitched	chr4	8849213	8872206	7	22001	24218.526899999997	1827.9435
11_MACS_peak_28942_lociStitched	chr9	136117069	136140049	11	19452	21725.292	2091.18
3_MACS_peak_2470_lociStitched	chr1	21881738	21904676	3	22403	29837.7504	2165.3472
6_MACS_peak_20427_lociStitched	chr21	46987788	47010649	6	21403	33308.477	3106.8098999999997
4_MACS_peak_9341_lociStitched	chr16	1020515	1043357	4	22107	32093.010000000002	1295.1414
8_MACS_peak_21784_lociStitched	chr22	45093480	45116282	8	21525	23130.3488	2015.6968000000002
6_MACS_peak_21977_lociStitched	chr22	45927227	45950006	6	21611	26482.865400000002	2266.5105000000003
2_MACS_peak_25379_lociStitched	chr7	1456038	1478801	2	22574	29805.872199999998	1900.7105000000001
9_MACS_peak_13270_lociStitched	chr17	77522838	77545559	9	20554	23693.4588	1599.5584000000001
14_MACS_peak_21908_lociStitched	chr22	45435765	45458465	14	19168	18348.41	2008.9499999999998
3_MACS_peak_5418_lociStitched	chr11	1702173	1724825	3	22177	34505.791600000004	2258.4044
5_MACS_peak_28822_lociStitched	chr9	135371735	135394386	5	22200	26673.8176	2545.9724
2_MACS_peak_13167_lociStitched	chr17	76551135	76573785	2	22228	28113.18	2192.52
9_MACS_peak_15854_lociStitched	chr19	35520471	35543110	9	19145	24391.258599999997	2087.3158000000003
7_MACS_peak_2789_lociStitched	chr1	29558939	29581549	7	20548	25816.097999999998	2342.3959999999997
9_MACS_peak_27204_lociStitched	chr8	7869772	7892357	9	20282	23517.760499999997	2640.1865000000003
12_MACS_peak_28810_lociStitched	chr9	135347663	135370230	12	20489	21607.9025	2188.9990000000003
5_MACS_peak_12265_lociStitched	chr17	46798938	46821458	5	20759	30847.895999999997	2799.236
4_MACS_peak_6352_lociStitched	chr11	69687820	69710332	4	21250	24004.5456	1647.8784
11_MACS_peak_15201_lociStitched	chr19	15294880	15317380	11	20299	21744.0	1696.4999999999998
5_MACS_peak_7713_lociStitched	chr12	54412974	54435434	5	21878	31466.46	1974.2340000000002
5_MACS_peak_13399_lociStitched	chr17	78078625	78101017	5	20745	27580.2264	2021.9976000000001
5_MACS_peak_17000_lociStitched	chr19	49089200	49111527	5	21162	29136.734999999997	2266.1905
5_MACS_peak_28982_lociStitched	chr9	136345077	136367276	5	21617	32443.8385	2164.4025
5_MACS_peak_9284_lociStitched	chr16	741049	763239	5	21186	35748.09	1910.559
6_MACS_peak_24967_lociStitched	chr6	33909800	33931973	6	21601	21487.8543	2110.8696
8_MACS_peak_24928_lociStitched	chr6	33780970	33803100	8	20829	23194.453	2053.6639999999998
4_MACS_peak_29599_lociStitched	chr9	140047858	140069981	4	20904	42619.959500000004	2161.4171
4_MACS_peak_11292_lociStitched	chr17	7181962	7204050	4	20310	30799.507200000004	2838.308
6_MACS_peak_20774_lociStitched	chr22	23859954	23882013	6	21378	26481.829499999996	2704.4334
1_MACS_peak_9103_lociStitched	chr15	78179934	78201982	1	22049	30360.096	2487.0144
6_MACS_peak_788_lociStitched	chr1	5799159	5821175	6	20210	24950.732799999998	1816.3200000000002
7_MACS_peak_13410_lociStitched	chr17	78147872	78169879	7	20737	25231.025500000003	2471.3860999999997
5_MACS_peak_16202_lociStitched	chr19	39986703	40008671	5	20961	24489.9264	2605.4048
11_MACS_peak_1329_lociStitched	chr1	9707909	9729850	11	19001	23009.5267	2071.2304
8_MACS_peak_29783_lociStitched	chrX	152740210	152762137	8	20243	20909.5872	1056.8814
15_MACS_peak_18997_lociStitched	chr20	48847487	48869410	15	15765	15885.4058	2431.2607
8_MACS_peak_27730_lociStitched	chr8	143199216	143221077	8	20455	21524.3406	1449.3843
8_MACS_peak_24168_lociStitched	chr5	1399524	1421359	8	19769	20110.035	1978.251
3_MACS_peak_5314_lociStitched	chr11	843040	864832	3	21193	35538.3936	1935.1296
9_MACS_peak_16819_lociStitched	chr19	47956543	47978210	9	21194	23296.358399999997	2162.3666
8_MACS_peak_19884_lociStitched	chr20	62383655	62405308	8	19752	23296.4627	1996.4066
11_MACS_peak_28797_lociStitched	chr9	135321143	135342737	11	18462	17774.0214	2159.4
4_MACS_peak_20324_lociStitched	chr21	46114416	46135888	4	21094	32285.2992	2233.0879999999997
