REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X15_0EX1_0229Kronos_MM1S.KB.3hr.1_H3K27Ac_hs.dm_i25.bam	X39_0EXR_0229Kronos_MM1S.KB.3hr.1_Input_hs_i82.bam	enhancerRank	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	TOP_GENE	TSS_SIGNAL	enhancerRank	isStretch
2_MACS_peak_20096_lociStitched	chr4	38664272	38673683	2	7775	20182.8306	1290.2481	623	KLF3,FLJ13197		FLJ13197	FLJ13197	0.24430000000000002	623	1
3_MACS_peak_1995_lociStitched	chr1	174932169	174941921	3	7769	12335.3048	2242.96	624		CACYBP	CACYBP	CACYBP	1.4464000000000001	624	1
3_MACS_peak_20526_lociStitched	chr4	100729575	100743869	3	7768	15012.9882	2274.1754	625	DAPP1		DAPP1	DAPP1	0.37389999999999995	625	1
5_MACS_peak_2261_lociStitched	chr1	203236308	203248099	5	7752	27813.7899	2984.3021	626		BTG2,CHIT1,LOC730227	LOC730227	LOC730227	4.5132	626	1
1_MACS_peak_2150_lociStitched	chr1	192543849	192551588	1	7740	26547.8656	2272.1704	627	RGS1		RGS1	RGS1	1.6713	627	1
1_MACS_peak_3139_lociStitched	chr10	30989135	30996872	1	7738	59180.313	1433.6661	628			LYZL2	LYZL2	NONE	628	1
3_MACS_peak_23639_lociStitched	chr6	86378834	86396210	3	7731	16236.1344	3085.9776	629	SNHG5,SNORD50B,SNORD50A	SYNCRIP	SNORD50B	SNORD50B	1.1040999999999999	629	1
2_MACS_peak_330_lociStitched	chr1	24710323	24720512	2	7711	17290.733	2112.1797	630	C1orf201	NIPAL3	C1orf201	C1orf201	0.2719	630	1
2_MACS_peak_21104_lociStitched	chr4	186225385	186233525	2	7705	20844.912	1615.79	631	SNX25		LRP2BP	LRP2BP	NONE	631	1
4_MACS_peak_9559_lociStitched	chr15	101790131	101806672	4	7695	13838.2006	2691.2207	632	CHSY1	SELS,SNRPA1	CHSY1	SNRPA1	0.493	632	1
5_MACS_peak_27099_lociStitched	chr8	145686975	145705054	5	7680	8354.3059	2324.9594	633	KIFC2,CYHR1,FOXH1	PPP1R16A,GPT,MFSD3,LRRC14,SLC39A4,VPS28,TONSL,RECQL4,LRRC24,MGC70857	KIFC2	RECQL4	1.495	633	1
3_MACS_peak_10251_lociStitched	chr16	57569216	57579279	3	7679	13751.0895	1821.403	634	GPR114,CCDC102A	DOK4	GPR114	GPR114	0.1302	634	1
3_MACS_peak_1344_lociStitched	chr1	115236719	115251317	3	7670	16289.9082	1068.5736	635	AMPD1,NRAS	DENND2C,CSDE1	AMPD1	AMPD1	0.3984	635	1
4_MACS_peak_14814_lociStitched	chr2	96899193	96912602	4	7666	13864.906	2063.6451	636	LOC285033	CIAO1,STARD7,TMEM127	LOC285033	LOC285033	0.9407	636	1
1_MACS_peak_11626_lociStitched	chr17	54984747	54992409	1	7663	14222.9706	1232.8158	637	TRIM25	MTVR2,COIL	TRIM25	TRIM25	0.36600000000000005	637	1
1_MACS_peak_11255_lociStitched	chr17	36856181	36863840	1	7660	69941.988	1495.8027	638	MLLT6	CISD3,PSMB3,C17orf96,PCGF2	MLLT6	MLLT6	2.0324	638	1
2_MACS_peak_993_lociStitched	chr1	67389676	67400523	2	7655	16527.5739	1859.1758	639	MIER1,WDR78		MIER1	MIER1	0.1728	639	1
2_MACS_peak_11375_lociStitched	chr17	40826849	40834784	2	7652	18417.9285	1433.061	640	CNTNAP1,PLEKHH3,CCR10	TUBG2	PLEKHH3	PLEKHH3	0.8838999999999999	640	1
3_MACS_peak_5997_lociStitched	chr12	32608309	32622475	3	7644	14819.0526	2377.0548	641		FGD4	FGD4	FGD4	0.1154	641	1
2_MACS_peak_21155_lociStitched	chr5	217174	224917	2	7640	17198.7516	1348.8306	642	SDHA,CCDC127	LRRC14B,PDCD6	SDHA	LRRC14B	1.0976	642	1
3_MACS_peak_26173_lociStitched	chr8	28195121	28207289	3	7633	24261.7752	2125.7496	643	PNOC,ZNF395		PNOC	PNOC	0.41969999999999996	643	1
2_MACS_peak_13339_lociStitched	chr19	35695531	35705979	2	7619	44046.6784	2083.3312	644		FXYD5,LSR,FAM187B	FAM187B	LSR	0.8559	644	1
3_MACS_peak_15002_lociStitched	chr2	112231669	112241843	3	7617	9484.2028	1361.2812	645	LOC541471		LOC541471	LOC541471	0.41370000000000007	645	1
1_MACS_peak_23786_lociStitched	chr6	106439224	106446838	1	7615	45435.7836	1436.7618	646			PRDM1	PRDM1	5.164000000000001	646	1
2_MACS_peak_13409_lociStitched	chr19	39338850	39349000	2	7612	31267.075	1824.97	647	HNRNPL	NFKBIB,LGALS4,ECH1,RINL,SIRT2	HNRNPL	HNRNPL	1.1269	647	1
4_MACS_peak_10836_lociStitched	chr17	8053826	8067240	4	7611	12272.4686	2142.2158	648	PER1,VAMP2	MIR3676,ALOXE3,HES7,TMEM107,C17orf59,AURKB	PER1	MIR3676	1.3277999999999999	648	1
1_MACS_peak_15680_lociStitched	chr2	198168873	198176479	1	7607	17524.9846	1474.8034	649	ANKRD44		ANKRD44	ANKRD44	0.2122	649	1
2_MACS_peak_2366_lociStitched	chr1	207995047	208006165	2	7604	24239.4636	3050.7792	650	LOC148696	MIR29C,MIR29B2	LOC148696	LOC148696	1.3515000000000001	650	1
3_MACS_peak_25376_lociStitched	chr7	104576462	104586683	3	7603	42191.2659	1764.1446	651		LOC723809	LOC723809	LOC723809	0.1764	651	1
3_MACS_peak_1769_lociStitched	chr1	157142479	157152931	3	7601	13024.2372	2655.8532	652		CYCSP52,ETV3	ETV3	ETV3	0.5083	652	1
2_MACS_peak_12789_lociStitched	chr19	2468864	2480296	2	7600	24542.2176	2545.9064	653	GADD45B	TIMM13,LMNB2	GADD45B	GADD45B	1.6081	653	1
1_MACS_peak_27293_lociStitched	chr9	22237561	22245158	1	7598	11948.5616	786.2895	654			DMRTA1	DMRTA1	NONE	654	1
3_MACS_peak_9446_lociStitched	chr15	90721456	90736303	3	7594	31928.4735	2452.7244	655	SEMA4B	SEMA4B,C15orf58,CIB1	SEMA4B	SEMA4B	0.594	655	1
4_MACS_peak_11513_lociStitched	chr17	46528353	46537510	4	7593	11498.4449	1785.615	656		SKAP1	SKAP1	NONE	NONE	656	1
3_MACS_peak_11957_lociStitched	chr17	74777115	74788843	3	7592	15418.8016	1673.5856	657		MFSD11,MIR636,SRSF2	MFSD11	MIR636	1.8112000000000001	657	1
2_MACS_peak_28140_lociStitched	chr9	131445363	131453384	2	7590	22719.4825	1461.4262	658	SET	PKN3,WDR34,ZDHHC12	SET	SET	0.9201999999999999	658	1
2_MACS_peak_10116_lociStitched	chr16	31879720	31890024	2	7588	21953.7024	1832.0512	659	ZNF267		ZNF267	ZNF267	0.3446	659	1
3_MACS_peak_16486_lociStitched	chr20	32250554	32263116	3	7587	15063.0942	1998.6142	660	C20orf144,C20orf134,NECAB3	E2F1,PXMP4	C20orf134	C20orf134	0.9117	660	1
1_MACS_peak_18079_lociStitched	chr3	14160947	14168531	1	7585	40390.8672	1629.8016	661	TMEM43,CHCHD4		CHCHD4	CHCHD4	1.6956	661	1
2_MACS_peak_26936_lociStitched	chr8	129278278	129287318	2	7585	16876.776	1700.424	662			MIR1208	MIR1208	NONE	662	1
3_MACS_peak_1832_lociStitched	chr1	161122721	161137525	3	7565	38610.3124	3881.6088	663	UFC1,USP21,PPOX	NIT1,NDUFS2,FCER1G,PFDN2,DEDD,B4GALT3,ADAMTS4	USP21	B4GALT3	1.653	663	1
2_MACS_peak_15207_lociStitched	chr2	135162779	135170595	2	7560	23100.188	1703.1064	664	MGAT5	LOC151162	LOC151162	NONE	NONE	664	1
3_MACS_peak_6224_lociStitched	chr12	53763933	53776428	3	7557	28256.193	2194.122	665	SP1	AMHR2,AAAS,SP7	SP1	AAAS	0.6913	665	1
3_MACS_peak_11742_lociStitched	chr17	62133094	62141462	3	7550	7498.5648	1452.6848	666	ERN1	ICAM2	ICAM2	NONE	NONE	666	1
3_MACS_peak_17991_lociStitched	chr3	5018477	5029562	3	7548	15363.81	1761.4065	667	BHLHE40		BHLHE40	BHLHE40	0.8539	667	1
2_MACS_peak_5217_lociStitched	chr11	102186187	102194085	2	7547	27004.0518	1623.8288	668	BIRC3	BIRC2	BIRC3	BIRC3	0.8278	668	1
1_MACS_peak_22600_lociStitched	chr5	176852161	176859702	1	7542	18669.2537	1797.0203	669	GRK6	SLC34A1,PRR7,PFN3,F12,DBN1	GRK6	GRK6	0.7095	669	1
4_MACS_peak_24070_lociStitched	chr6	135544300	135556271	4	7542	11698.0612	1868.6731	670		MYB	MYB	MYB	0.1713	670	1
1_MACS_peak_979_lociStitched	chr1	66795847	66803385	1	7539	30302.0062	1680.974	671	PDE4B		PDE4B	PDE4B	0.11950000000000001	671	1
1_MACS_peak_26285_lociStitched	chr8	38237448	38244969	1	7522	19177.0458	1450.8009	672	LETM2,WHSC1L1		WHSC1L1	WHSC1L1	0.1905	672	1
2_MACS_peak_236_lociStitched	chr1	17221309	17233318	2	7518	97373.7756	4147.9086	673		CROCC	CROCC	NONE	NONE	673	1
3_MACS_peak_19088_lociStitched	chr3	128994550	129002906	3	7516	14725.7788	1382.918	674	COPG,C3orf37	C3orf47,H1FX	C3orf37	H1FX	2.7706	674	1
2_MACS_peak_6288_lociStitched	chr12	56726515	56734364	2	7513	41855.5774	1392.4126	675	IL23A,PAN2	CS,CNPY2,STAT2,APOF	IL23A	IL23A	2.5949	675	1
1_MACS_peak_9123_lociStitched	chr15	70386818	70394328	1	7511	18385.982	1359.31	676	TLE3	MIR629	TLE3	TLE3	0.30410000000000004	676	1
3_MACS_peak_18071_lociStitched	chr3	13455210	13470517	3	7509	26970.934	2279.2123	677	NUP210		NUP210	NUP210	0.4266	677	1
3_MACS_peak_9591_lociStitched	chr16	685302	700485	3	7508	19973.2365	1913.058	678	FAM195A,WDR90,C16orf13	RAB40C,WFIKKN1,RHOT2,RHBDL1,STUB1,JMJD8,WDR24	FAM195A	FAM195A	0.8544	678	1
3_MACS_peak_2813_lociStitched	chr1	249112479	249121830	3	7498	22872.546	2346.1659	679	MIR3124,SH3BP5L	ZNF672,ZNF692	SH3BP5L	ZNF672	0.8592	679	1
1_MACS_peak_4984_lociStitched	chr11	72862377	72869871	1	7495	67738.266	1620.9522	680		FCHSD2	FCHSD2	FCHSD2	0.1078	680	1
3_MACS_peak_13354_lociStitched	chr19	36230676	36240323	3	7488	17639.5395	1762.5069	681	PSENEN,LIN37,TMEM149,U2AF1L4	ZBTB32,MLL4,C19orf55,ARHGAP33,HSPB6	U2AF1L4	U2AF1L4	1.2271999999999998	681	1
2_MACS_peak_23233_lociStitched	chr6	35264630	35272657	2	7486	21923.3424	1390.2764	682	DEF6	ZNF76,PPARD	DEF6	DEF6	0.6027	682	1
2_MACS_peak_1760_lociStitched	chr1	156627181	156635254	2	7484	28182.843	2244.294	683	BCAN	HAPLN2,BCAN,NES,CRABP2	NES	BCAN	0.8740000000000001	683	1
2_MACS_peak_23279_lociStitched	chr6	37136433	37144385	2	7474	21391.6752	1091.8096	684	PIM1		PIM1	PIM1	1.3123	684	1
2_MACS_peak_18863_lociStitched	chr3	111392576	111403165	2	7455	11830.0308	1868.9585	685	PLCXD2	PHLDB2	PLCXD2	PLCXD2	0.010099999999999998	685	1
2_MACS_peak_4725_lociStitched	chr11	62597877	62610625	2	7447	31389.4004	2339.258	686	STX5,WDR74	TMEM179B,SLC3A2,TMEM223,NXF1,SNORD22,SNORD31,SNORD30,SNORD29,SNORD28,SNORD27,SNORD26,SNORD25,SNHG1	WDR74	WDR74	1.6878000000000002	686	1
2_MACS_peak_11894_lociStitched	chr17	73284007	73295163	2	7437	21505.4212	1866.3988	687	SLC25A19	MRPS7,LOC100287042,GGA3,MIF4GD	SLC25A19	MIF4GD	1.4035	687	1
2_MACS_peak_22366_lociStitched	chr5	150630115	150637969	2	7434	8659.8204	1496.9724	688	GM2A	CCDC69,SLC36A3	GM2A	GM2A	0.2313	688	1
2_MACS_peak_8520_lociStitched	chr15	23660181	23669632	2	7432	35566.9483	1757.886	689			MKRN3	MKRN3	NONE	689	1
1_MACS_peak_26994_lociStitched	chr8	134508360	134515788	1	7429	26517.96	1678.728	690	ST3GAL1		ST3GAL1	ST3GAL1	0.48889999999999995	690	1
3_MACS_peak_26852_lociStitched	chr8	124046679	124055325	3	7403	12630.9414	1870.9944	691	DERL1	WDR67	DERL1	DERL1	0.25129999999999997	691	1
1_MACS_peak_15633_lociStitched	chr2	192539066	192546467	1	7402	34174.8576	1529.7867	692	OBFC2A		OBFC2A	OBFC2A	1.6078	692	1
3_MACS_peak_29265_lociStitched	chrX	153597138	153608918	3	7387	10245.066	828.134	693	EMD,FLNA	RPL10,SNORA70,TAZ,ATP6AP1,DNASE1L1	FLNA	SNORA70	1.0949	693	1
4_MACS_peak_4711_lociStitched	chr11	62431650	62449036	4	7386	16563.6422	2760.8968	694	METTL12,SNORA57,C11orf83,C11orf48,UBXN1	GNG3,TTC9C,B3GAT3,GANAB,INTS5,LRRN4CL,BSCL2,HNRNPUL2	C11orf48	GNG3	1.6478	694	1
1_MACS_peak_13627_lociStitched	chr19	47728639	47735999	1	7361	19983.136	1177.6	695	MIR3190,BBC3,MIR3191	CCDC9,PRR24	MIR3191	MIR3191	1.8266	695	1
2_MACS_peak_17094_lociStitched	chr21	34632654	34642628	2	7356	15694.089	2259.111	696	IFNAR2,IL10RB		IL10RB	IL10RB	0.39169999999999994	696	1
1_MACS_peak_14419_lociStitched	chr2	60776366	60783718	1	7353	10196.4888	1224.108	697	BCL11A		BCL11A	BCL11A	0.0783	697	1
2_MACS_peak_24752_lociStitched	chr7	37375273	37385772	2	7351	20543.3933	1971.7122	698	ELMO1		ELMO1	ELMO1	0.015100000000000002	698	1
1_MACS_peak_8149_lociStitched	chr14	73354459	73361805	1	7347	13429.9572	655.9978	699	DPF3	DCAF4	DPF3	DPF3	0.051699999999999996	699	1
2_MACS_peak_29268_lociStitched	chrX	153615975	153628769	2	7343	23978.5148	1141.2248	700	RPL10,SNORA70	EMD,TAZ,ATP6AP1,GDI1,FAM50A,FLNA,DNASE1L1	RPL10	DNASE1L1	0.9519	700	1
2_MACS_peak_5493_lociStitched	chr11	126056707	126069138	2	7337	65636.9231	2365.6193	701		FAM118B,RPUSD4	RPUSD4	RPUSD4	0.48500000000000004	701	1
2_MACS_peak_28110_lociStitched	chr9	130672381	130681079	2	7336	23115.8048	1423.8626	702	ST6GALNAC4	AK1,ST6GALNAC6,PIP5KL1,DPM2,FAM102A	ST6GALNAC4	ST6GALNAC4	1.1454	702	1
2_MACS_peak_17072_lociStitched	chr21	32924733	32932888	2	7335	15439.046	1918.8715	703	TIAM1		TIAM1	TIAM1	0.0013999999999999985	703	1
3_MACS_peak_4119_lociStitched	chr10	135201264	135215550	3	7334	31426.3428	2097.1848	704	PAOX,MTG1	PRAP1,C10orf125,MIR3944,ECHS1,SPRN	MTG1	MTG1	0.5564	704	1
2_MACS_peak_17497_lociStitched	chr22	27005149	27014999	2	7331	28528.555	1835.055	705	CRYBB1	CRYBA4,MIAT,TPST2	CRYBB1	CRYBB1	1.0823	705	1
1_MACS_peak_6301_lociStitched	chr12	57076477	57083804	1	7328	36760.2917	1518.8871	706	PTGES3	BAZ2A,SNORD59B,SNORD59A,ATP5B,NACA	PTGES3	ATP5B	1.0627	706	1
2_MACS_peak_10790_lociStitched	chr17	6914929	6926164	2	7324	59080.371	2022.3	707	RNASEK,C17orf49,MIR195,MIR497	ALOX12,BCL6B,SLC16A13,SLC16A11	MIR195	MIR195	4.6085	707	1
2_MACS_peak_8957_lociStitched	chr15	58583613	58591203	2	7299	35097.678	1487.64	708			LIPC	LIPC	NONE	708	1
2_MACS_peak_6702_lociStitched	chr12	102129309	102140088	2	7297	33770.607	1704.1599	709	SYCP3,GNPTAB	CHPT1	SYCP3	SYCP3	1.2036000000000002	709	1
1_MACS_peak_1471_lociStitched	chr1	145434129	145441420	1	7292	34271.3455	2144.2831	710	TXNIP	HFE2,ANKRD34A,LIX1L,POLR3GL	TXNIP	TXNIP	2.2652	710	1
3_MACS_peak_28407_lociStitched	chrX	11440432	11448428	3	7291	15644.174	725.2372	711	ARHGAP6		AMELX	AMELX	NONE	711	1
1_MACS_peak_25541_lociStitched	chr7	121944388	121951674	1	7287	32459.8586	1554.1038	712	LOC154860,FEZF1		FEZF1	FEZF1	1.0279999999999998	712	1
3_MACS_peak_19082_lociStitched	chr3	128900623	128915417	3	7287	20843.2666	2065.2424	713	CNBP	ISY1	CNBP	CNBP	0.6527	713	1
3_MACS_peak_19791_lociStitched	chr3	197450552	197465123	3	7284	25805.241	3208.5342	714	KIAA0226	FYTTD1,MIR922	KIAA0226	KIAA0226	0.39959999999999996	714	1
2_MACS_peak_18333_lociStitched	chr3	44036518	44046375	2	7273	8191.167	1825.5164	715			MIR138-1	MIR138-1	NONE	715	1
3_MACS_peak_16065_lociStitched	chr2	235390833	235405766	3	7261	8413.2522	1166.2673	716	ARL4C		ARL4C	ARL4C	0.30110000000000003	716	1
3_MACS_peak_12766_lociStitched	chr19	2049149	2062882	3	7254	25885.3317	2874.3169	717	MKNK2	IZUMO4,BTBD2,MOBKL2A	MKNK2	MOBKL2A	3.7702999999999998	717	1
5_MACS_peak_11517_lociStitched	chr17	46545095	46562104	5	7253	7181.1998	2338.7375	718		SKAP1,HOXB1	SKAP1	NONE	NONE	718	1
3_MACS_peak_14196_lociStitched	chr2	37615247	37625044	3	7245	27697.0987	2015.2429	719		QPCT	QPCT	QPCT	3.8457000000000003	719	1
2_MACS_peak_3909_lociStitched	chr10	111966891	111974690	2	7244	17008.8391	1500.5276	720	MXI1	MXI1	MXI1	MXI1	0.1522	720	1
2_MACS_peak_23382_lociStitched	chr6	44222964	44233798	2	7244	20353.8358	1885.116	721	SLC35B2,NFKBIE	SLC29A1,HSP90AB1,TMEM151B,TCTE1,AARS2	SLC35B2	HSP90AB1	0.8130000000000001	721	1
3_MACS_peak_19574_lociStitched	chr3	182099147	182112998	3	7243	12567.0123	2951.6481	722			ATP11B	ATP11B	NONE	722	1
2_MACS_peak_4244_lociStitched	chr11	8703120	8711618	2	7241	28414.7626	1777.7816	723	RPL27A,SNORA3,SNORA45	TRIM66	SNORA45	SNORA45	2.6308	723	1
1_MACS_peak_1426_lociStitched	chr1	143461453	143468692	1	7240	28222.6893	3363.9633	724			LOC100130000	LOC100130000	NONE	724	1
3_MACS_peak_4715_lociStitched	chr11	62472583	62482309	3	7237	21284.3784	1934.5014	725	GNG3,BSCL2,HNRNPUL2	METTL12,SNORA57,C11orf83,TTC9C,POLR2G,C11orf48,UBXN1,LRRN4CL,ZBTB3	BSCL2	TTC9C	1.0331	725	1
1_MACS_peak_13925_lociStitched	chr2	10259703	10266937	1	7235	32327.2992	1456.9276	726	RRM2	C2orf48,CYS1	RRM2	RRM2	1.7037	726	1
1_MACS_peak_16021_lociStitched	chr2	232570577	232577810	1	7234	27146.8956	660.3729	727	PTMA	MIR1244-1	PTMA	PTMA	1.7827	727	1
4_MACS_peak_9873_lociStitched	chr16	17555452	17571434	4	7234	9055.4012	2304.6044	728	XYLT1		XYLT1	XYLT1	0.0567	728	1
1_MACS_peak_21886_lociStitched	chr5	100234424	100241654	1	7231	33314.394	1683.144	729	ST8SIA4		ST8SIA4	ST8SIA4	0.4104	729	1
3_MACS_peak_27888_lociStitched	chr9	112668968	112683147	3	7229	49036.6536	2665.652	730	PALM2,PALM2-AKAP2		PALM2	PALM2	0.21719999999999998	730	1
3_MACS_peak_4635_lociStitched	chr11	58864773	58876953	3	7225	17647.602	2141.244	731	FAM111B	FAM111A,LOC283194	FAM111B	FAM111A	0.7725	731	1
2_MACS_peak_10654_lociStitched	chr17	977545	985355	2	7222	19755.395	1255.067	732	ABR		ABR	ABR	0.1723	732	1
2_MACS_peak_24408_lociStitched	chr7	2438706	2447651	2	7215	24021.7975	1299.7085	733	CHST12	EIF3B	CHST12	EIF3B	1.1316	733	1
2_MACS_peak_29247_lociStitched	chrX	153189262	153200781	2	7214	28400.0945	1048.229	734	ARHGAP4,NAA10,RENBP	AVPR2,TMEM187,MIR3202-1,L1CAM,HCFC1,MIR3202-2	ARHGAP4	TMEM187	1.817	734	1
2_MACS_peak_15966_lociStitched	chr2	227769680	227782355	2	7212	15751.2225	1761.825	735	RHBDD1		RHBDD1	RHBDD1	0.1448	735	1
3_MACS_peak_7778_lociStitched	chr14	24604382	24617676	3	7209	11995.1762	1079.4728	736	PSME1,RNF31,FAM158A,PSME2	PCK2,DCAF11,FITM1,IRF9,REC8,IPO4,TM9SF1	FAM158A	TM9SF1	0.7129	736	1
4_MACS_peak_8969_lociStitched	chr15	59266954	59281135	4	7204	15295.6266	2334.1926	737	RNF111	SLTM	RNF111	SLTM	0.1949	737	1
3_MACS_peak_25677_lociStitched	chr7	134670576	134682232	3	7199	18647.2688	2915.1656	738	AGBL3		AGBL3	AGBL3	0.03	738	1
1_MACS_peak_14313_lociStitched	chr2	47166620	47173817	1	7198	21405.3174	1301.9373	739	TTC7A,MCFD2	MCFD2	MCFD2	MCFD2	0.4195	739	1
3_MACS_peak_19258_lociStitched	chr3	148708156	148722585	3	7198	14958.5443	2116.7343	740	GYG1		GYG1	GYG1	0.26539999999999997	740	1
1_MACS_peak_24566_lociStitched	chr7	20254713	20261906	1	7194	43184.6141	1520.6002	741	MACC1		MACC1	MACC1	0.48829999999999996	741	1
3_MACS_peak_22214_lociStitched	chr5	139935377	139949963	3	7186	15662.4468	2446.0722	742	SLC35A4,SRA1,APBB3	EIF4EBP3	APBB3	APBB3	0.7607	742	1
3_MACS_peak_15912_lociStitched	chr2	220109393	220120411	3	7185	17148.4152	1831.1916	743	STK16,TUBA4B,GLB1L,TUBA4A	ZFAND2B,ANKZF1,DNAJB2,ABCB6,ATG9A,MIR153-1	TUBA4B	ABCB6	0.46380000000000005	743	1
1_MACS_peak_3631_lociStitched	chr10	89619908	89627091	1	7184	25855.9268	1445.2196	744	PTEN,KILLIN	CFLP1,ATAD1	PTEN	PTEN	0.17500000000000002	744	1
