REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	U266_jia.bam	enhancerRank	isStretch	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	TOP_GENE	TSS_SIGNAL	enhancerRank	isStretch
4_MACS_peak_22003_lociStitched	chr21	34631797	34642967	4	9148	14230.58	677	1	IFNAR2,IL10RB		IL10RB	IL10RB	0.4214	677	1
3_MACS_peak_7227_lociStitched	chr12	31901403	31913574	3	9124	16854.4008	678	1		AMN1,H3F3C	AMN1	AMN1	0.1837	678	1
3_MACS_peak_31256_lociStitched	chr7	50343095	50357876	3	9114	15515.6157	679	1	IKZF1		IKZF1	IKZF1	0.191	679	1
1_MACS_peak_24889_lociStitched	chr3	150314885	150323995	1	9111	21371.149	680	1	SELT		SELT	SELT	0.6398	680	1
3_MACS_peak_3804_lociStitched	chr10	12445712	12455662	3	9111	16184.67	681	1	CAMK1D		CAMK1D	CAMK1D	0.2473	681	1
6_MACS_peak_15356_lociStitched	chr17	79476733	79487276	6	9108	18160.3175	682	1	ACTG1	FSCN2,C17orf70	ACTG1	ACTG1	1.3249	682	1
3_MACS_peak_32632_lociStitched	chr8	11386735	11397469	3	9092	14553.1572	683	1	BLK		BLK	BLK	0.4561	683	1
4_MACS_peak_7372_lociStitched	chr12	49359385	49374144	4	9091	12244.0664	684	1	WNT1,WNT10B	FKBP11,ARF3,DDN,PRKAG1	WNT10B	WNT10B	0.6866	684	1
2_MACS_peak_32794_lociStitched	chr8	26428356	26437460	2	9090	14741.1968	685	1	DPYSL2		DPYSL2	DPYSL2	0.1489	685	1
4_MACS_peak_29190_lociStitched	chr6	33537923	33558839	4	9090	17780.6916	686	1	GGNBP1,BAK1,C6orf227	ITPR3	BAK1	BAK1	0.863	686	1
4_MACS_peak_25639_lociStitched	chr4	6987726	7001843	4	9086	13292.5672	687	1	TBC1D14	TADA2B,CCDC96,LOC100129931	TBC1D14	TBC1D14	0.442	687	1
4_MACS_peak_13132_lociStitched	chr16	74895819	74910077	4	9086	14404.8574	688	1	WDR59		FA2H	FA2H	NONE	688	1
3_MACS_peak_36376_lociStitched	chrX	129298771	129311265	3	9078	14952.8192	689	1	RAB33A,AIFM1	AIFM1	RAB33A	RAB33A	0.5702	689	1
3_MACS_peak_19895_lociStitched	chr2	137136104	137153058	3	9071	17815.2632	690	1			CXCR4	CXCR4	1.344	690	1
5_MACS_peak_17926_lociStitched	chr19	50393078	50407873	5	9069	16894.4105	691	1	IL4I1	PTOV1,TBC1D17,ATF5,PNKP,AKT1S1,NUP62	IL4I1	ATF5	1.6916	691	1
6_MACS_peak_15295_lociStitched	chr17	77769913	77787956	6	9051	17685.7486	692	1	CBX8	CBX2,CBX4	CBX8	CBX4	1.0362	692	1
4_MACS_peak_16567_lociStitched	chr19	10303347	10317784	4	9036	17106.4013	693	1	DNMT1	MIR4322,MRPL4,S1PR2	DNMT1	S1PR2	2.2556	693	1
3_MACS_peak_21514_lociStitched	chr20	43587589	43601873	3	9028	13369.824	694	1	STK4,TOMM34	PABPC1L	STK4	PABPC1L	0.2352	694	1
2_MACS_peak_3929_lociStitched	chr10	25006113	25017146	2	9021	18742.8604	695	1	ARHGAP21		ARHGAP21	ARHGAP21	0.2061	695	1
3_MACS_peak_31053_lociStitched	chr7	37240849	37253400	3	9016	15268.2915	696	1	ELMO1		ELMO1	ELMO1	0.1493	696	1
3_MACS_peak_23951_lociStitched	chr3	49054525	49067382	3	9007	23298.1697	697	1	NDUFAF3,DALRD3,MIR425,MIR191,IMPDH2,QRICH1	P4HTM,WDR6	NDUFAF3	NDUFAF3	1.6098	697	1
3_MACS_peak_662_lociStitched	chr1	27152483	27167513	3	8996	14155.254	698	1	ZDHHC18	PIGV,SFN,GPN2	ZDHHC18	SFN	0.9951	698	1
2_MACS_peak_30596_lociStitched	chr7	2728047	2739955	2	8984	15319.642	699	1	AMZ1		AMZ1	AMZ1	0.6328	699	1
4_MACS_peak_32243_lociStitched	chr7	142000618	142013867	4	8976	12337.4688	700	1		TRYX3,LOC730441	LOC730441	TRYX3	0.066	700	1
4_MACS_peak_16981_lociStitched	chr19	17957100	17972580	4	8969	18789.624	701	1	RPL18AP3,RPL18A,JAK3	SNORA68,SLC5A5,INSL3	RPL18AP3	SNORA68	0.5161	701	1
3_MACS_peak_12730_lociStitched	chr16	46916806	46926214	3	8967	15238.1376	702	1	GPT2		GPT2	GPT2	0.3664	702	1
3_MACS_peak_12533_lociStitched	chr16	29463491	29473826	3	8965	18446.9415	703	1	SLX1B,SLX1A-SULT1A3,SULT1A4,SULT1A3,BOLA2B	LOC606724,LOC388242	SULT1A4	LOC606724	2.7159	703	1
1_MACS_peak_11350_lociStitched	chr15	75334079	75343037	1	8959	43795.662	704	1	PPCDC	SCAMP5	PPCDC	PPCDC	1.4497	704	1
5_MACS_peak_24160_lociStitched	chr3	64199819	64212195	5	8954	8633.4976	705	1	PRICKLE2		PRICKLE2	PRICKLE2	0.153	705	1
4_MACS_peak_12592_lociStitched	chr16	30379020	30394439	4	8950	16391.9389	706	1	MYLPF,TBC1D10B,SEPT1	ZNF48,ZNF771,LOC595101,CD2BP2,DCTPP1	MYLPF	MYLPF	1.0961	706	1
2_MACS_peak_4477_lociStitched	chr10	81954303	81966127	2	8949	15411.4016	707	1	ANXA11		ANXA11	ANXA11	0.4423	707	1
5_MACS_peak_28879_lociStitched	chr6	26355473	26367166	5	8941	12893.8711	708	1	BTN3A2	BTN3A2,BTN2A2,BTN3A1	BTN3A2	BTN3A2	0.4899	708	1
4_MACS_peak_19007_lociStitched	chr2	64863224	64882175	4	8939	16436.2023	709	1	SERTAD2	LOC339807	SERTAD2	SERTAD2	0.5526	709	1
4_MACS_peak_2114_lociStitched	chr1	150945705	150956068	4	8930	22069.0448	710	1	ANXA9,LASS2	SETDB1,PRUNE,FAM63A	LASS2	LASS2	0.8457	710	1
3_MACS_peak_30851_lociStitched	chr7	23501370	23514824	3	8925	15648.3474	711	1	IGF2BP3	RPS2P32	IGF2BP3	IGF2BP3	0.2042	711	1
2_MACS_peak_14226_lociStitched	chr17	36852048	36863497	2	8908	31335.913	712	1	MLLT6	CISD3,PSMB3,C17orf96,PCGF2	MLLT6	MLLT6	1.0405	712	1
2_MACS_peak_31728_lociStitched	chr7	99962033	99971700	2	8906	14555.6019	713	1	PILRB,PILRA	PMS2P1	PILRA	PMS2P1	0.3804	713	1
5_MACS_peak_23624_lociStitched	chr3	20080317	20097415	5	8901	13615.1374	714	1	KAT2B	C3orf48	KAT2B	KAT2B	0.1651	714	1
4_MACS_peak_29174_lociStitched	chr6	33278782	33292190	4	8899	19527.4112	715	1	TAPBP,ZBTB22,DAXX	RPS18,B3GALT4,PFDN6,VPS52,WDR46,RGL2,LYPLA2P1	ZBTB22	ZBTB22	1.227	715	1
3_MACS_peak_24571_lociStitched	chr3	124858821	124875344	3	8889	15366.39	716	1	SLC12A8		SLC12A8	SLC12A8	0.2544	716	1
4_MACS_peak_9347_lociStitched	chr14	24604372	24617854	4	8884	19190.2788	717	1	PSME1,RNF31,FAM158A,PSME2	PCK2,DCAF11,FITM1,IRF9,REC8,IPO4,TM9SF1	FAM158A	FAM158A	1.1711	717	1
1_MACS_peak_11181_lociStitched	chr15	68515340	68524216	1	8877	25877.0904	718	1	CLN6	FEM1B,CALML4	CLN6	CLN6	1.6761	718	1
2_MACS_peak_14891_lociStitched	chr17	62131712	62141747	2	8876	9961.7445	719	1	ERN1	ICAM2	ICAM2	ICAM2	0.1323	719	1
4_MACS_peak_33904_lociStitched	chr8	145002006	145018364	4	8876	10433.1324	720	1	PLEC	GRINA,MIR661,PARP10	PLEC	GRINA	0.791	720	1
3_MACS_peak_5550_lociStitched	chr11	27375844	27385602	3	8873	8982.239	721	1	CCDC34		CCDC34	CCDC34	0.4118	721	1
4_MACS_peak_32578_lociStitched	chr8	8180281	8193447	4	8851	13214.7142	722	1	SGK223		SGK223	SGK223	0.3324	722	1
5_MACS_peak_29552_lociStitched	chr6	53100943	53117348	5	8847	8607.7035	723	1			GCM1	GCM1	NONE	723	1
2_MACS_peak_33708_lociStitched	chr8	129278208	129287528	2	8838	13724.632	724	1			MIR1208	MIR1208	NONE	724	1
3_MACS_peak_13585_lociStitched	chr17	6914858	6927046	3	8836	11878.4248	725	1	RNASEK,C17orf49,BCL6B,MIR195,MIR497	ALOX12,SLC16A13,SLC16A11	MIR195	MIR195	1.0021	725	1
2_MACS_peak_30190_lociStitched	chr6	138186968	138195890	2	8825	15096.024	726	1	TNFAIP3		TNFAIP3	TNFAIP3	0.7158	726	1
6_MACS_peak_7658_lociStitched	chr12	58224536	58241354	6	8822	16796.1366	727	1	CTDSP2	TSFM,AVIL,MIR26A2	CTDSP2	CTDSP2	0.5139	727	1
7_MACS_peak_587_lociStitched	chr1	25343813	25359758	7	8819	11440.5375	728	1			RUNX3	RUNX3	NONE	728	1
4_MACS_peak_36566_lociStitched	chrX	153595923	153609222	4	8807	19988.397	729	1	EMD,FLNA	RPL10,SNORA70,TAZ,ATP6AP1,DNASE1L1	FLNA	SNORA70	1.1158	729	1
2_MACS_peak_15200_lociStitched	chr17	75203118	75211932	2	8798	16243.3206	730	1	SEC14L1		SEC14L1	SEC14L1	0.7288	730	1
2_MACS_peak_22785_lociStitched	chr22	31884408	31893760	2	8793	19578.412	731	1	SFI1,EIF4ENIF1		SFI1	SFI1	0.1576	731	1
2_MACS_peak_605_lociStitched	chr1	25869562	25879165	2	8784	16659.2844	732	1	LDLRAP1		LDLRAP1	LDLRAP1	0.6763	732	1
4_MACS_peak_25010_lociStitched	chr3	164343267	164356735	4	8781	11653.8604	733	1			SI	SI	NONE	733	1
5_MACS_peak_11141_lociStitched	chr15	67366845	67385123	5	8779	11613.8412	734	1	SMAD3	SMAD3	SMAD3	SMAD3	0.4024	734	1
3_MACS_peak_13954_lociStitched	chr17	27045973	27056628	3	8776	19769.287	735	1	RPL23A,SNORD42B,SNORD4A,SNORD42A,SNORD4B,NEK8,TLCD1	TRAF4,PROCA1,RAB34	SNORD4B	SNORD4B	1.7719	735	1
7_MACS_peak_19548_lociStitched	chr2	107113203	107124919	7	8765	7227.6004	736	1		RGPD3	RGPD3	RGPD3	0.0717	736	1
4_MACS_peak_23332_lociStitched	chr22	50353022	50364819	4	8764	14977.4712	737	1	PIM3	CRELD2,ALG12	PIM3	PIM3	1.0088	737	1
1_MACS_peak_5776_lociStitched	chr11	58340370	58349120	1	8751	19954.375	738	1	ZFP91-CNTF,ZFP91,LPXN	CNTF	LPXN	LPXN	0.3964	738	1
5_MACS_peak_10286_lociStitched	chr14	102770885	102786976	5	8745	13107.7286	739	1	ZNF839,RAGE	TECPR2,CINP	ZNF839	ZNF839	0.3466	739	1
2_MACS_peak_36541_lociStitched	chrX	153230650	153239499	2	8740	23330.3885	740	1	TMEM187,HCFC1	MIR3202-1,ARHGAP4,NAA10,RENBP,MIR3202-2,IRAK1,MIR718	HCFC1	NAA10	1.7995	740	1
3_MACS_peak_33679_lociStitched	chr8	126648176	126661351	3	8732	12458.28	741	1			TRIB1	TRIB1	1.5616	741	1
2_MACS_peak_30644_lociStitched	chr7	5269473	5281156	2	8729	15767.3768	742	1	WIPI2	SLC29A4	WIPI2	WIPI2	0.3896	742	1
3_MACS_peak_11084_lociStitched	chr15	65127554	65140246	3	8728	19475.874	743	1	PLEKHO2	PIF1	PLEKHO2	PLEKHO2	0.8181	743	1
4_MACS_peak_30274_lociStitched	chr6	144662789	144676759	4	8724	10918.952	744	1	UTRN		UTRN	UTRN	0.092	744	1
5_MACS_peak_13888_lociStitched	chr17	20935783	20947973	5	8721	10986.847	745	1	USP22		USP22	USP22	0.253	745	1
2_MACS_peak_26561_lociStitched	chr4	153698751	153707580	2	8718	11545.6833	746	1	ARFIP1,TIGD4		ARFIP1	ARFIP1	0.2117	746	1
3_MACS_peak_23042_lociStitched	chr22	39485484	39496077	3	8715	15491.2032	747	1	APOBEC3H	APOBEC3F,APOBEC3G	APOBEC3H	APOBEC3G	0.713	747	1
3_MACS_peak_16193_lociStitched	chr19	2049014	2062837	3	8697	28397.9712	748	1	MKNK2	IZUMO4,BTBD2,MOBKL2A	MKNK2	MKNK2	1.1129	748	1
1_MACS_peak_30369_lociStitched	chr6	156711459	156720147	1	8689	19743.48	749	1			ARID1B	ARID1B	NONE	749	1
2_MACS_peak_7640_lociStitched	chr12	57909525	57918289	2	8687	21951.1908	750	1	MARS,MBD6,DDIT3	KIF5A,ARHGAP9,DCTN2	DDIT3	DDIT3	1.6521	750	1
5_MACS_peak_18903_lociStitched	chr2	54794969	54807890	5	8686	9247.5597	751	1	SPTBN1	RPL23AP32	SPTBN1	SPTBN1	0.3256	751	1
5_MACS_peak_36489_lociStitched	chrX	150039076	150050266	5	8681	8089.251	752	1	CD99L2		CD99L2	CD99L2	0.1415	752	1
3_MACS_peak_11707_lociStitched	chr15	91529299	91538975	3	8679	15693.5044	753	1	PRC1	RCCD1,VPS33B	PRC1	RCCD1	0.6583	753	1
3_MACS_peak_35551_lociStitched	chrX	12988714	12997520	3	8673	10919.44	754	1	TMSB4X,TMSL3	LOC349408	TMSB4X	TMSB4X	0.94	754	1
3_MACS_peak_34080_lociStitched	chr9	14314304	14323485	3	8670	15582.9113	755	1	NFIB	NFIB	NFIB	NFIB	0.1034	755	1
3_MACS_peak_16640_lociStitched	chr19	11196064	11207571	3	8667	15937.195	756	1	LDLR		LDLR	LDLR	0.4516	756	1
3_MACS_peak_19019_lociStitched	chr2	65140465	65151796	3	8663	14435.694	757	1	LOC400958		LOC400958	LOC400958	0.6445	757	1
3_MACS_peak_36634_lociStitched	chrY	1274981	1285150	3	8657	9683.9387	758	1	CRLF2		CRLF2	CRLF2	0.418	758	1
3_MACS_peak_33158_lociStitched	chr8	67417451	67427209	3	8651	16803.276	759	1	C8orf46		C8orf46	C8orf46	0.6856	759	1
2_MACS_peak_5681_lociStitched	chr11	46137311	46149351	2	8641	20128.472	760	1	PHF21A		PHF21A	PHF21A	0.1713	760	1
2_MACS_peak_34184_lociStitched	chr9	33288894	33299089	2	8638	15562.6675	761	1	NFX1	SPINK4,CHMP5,BAG1	NFX1	BAG1	0.3948	761	1
2_MACS_peak_24893_lociStitched	chr3	150473508	150485329	2	8628	26883.3182	762	1	SIAH2		SIAH2	SIAH2	0.9253	762	1
4_MACS_peak_16109_lociStitched	chr19	1017397	1029852	4	8624	19294.0405	763	1	CNN2,C19orf6	WDR18,GRIN3B,ABCA7,HMHA1	C19orf6	ABCA7	0.9257	763	1
4_MACS_peak_32628_lociStitched	chr8	11354648	11366922	4	8603	10016.8114	764	1	BLK	FAM167A	BLK	FAM167A	1.0874	764	1
6_MACS_peak_28621_lociStitched	chr6	4932408	4949071	6	8594	10001.1326	765	1	CDYL		CDYL	CDYL	0.2235	765	1
3_MACS_peak_18915_lociStitched	chr2	55192668	55205684	3	8589	9734.6664	766	1	EML6,RTN4		RTN4	RTN4	0.3163	766	1
1_MACS_peak_35388_lociStitched	chr9	139791225	139799811	1	8587	18725.2074	767	1	TRAF2	PHPT1,MAMDC4,C8G,LCN12,EDF1,FBXW5	TRAF2	PHPT1	0.9179	767	1
1_MACS_peak_29859_lociStitched	chr6	106610313	106618883	1	8571	12985.264	768	1			PRDM1	PRDM1	0.9675	768	1
2_MACS_peak_35158_lociStitched	chr9	131782079	131792061	2	8563	21049.0434	769	1	SH3GLB2	FAM73B	SH3GLB2	SH3GLB2	0.8593	769	1
4_MACS_peak_514_lociStitched	chr1	24054953	24071805	4	8550	12918.7432	770	1	TCEB3	RPL11,C1orf128,LYPLA2	TCEB3	LYPLA2	0.6286	770	1
3_MACS_peak_18699_lociStitched	chr2	37614634	37625368	3	8549	17729.3478	771	1		QPCT	QPCT	QPCT	3.1079	771	1
4_MACS_peak_35011_lociStitched	chr9	127527446	127539759	4	8539	15823.4363	772	1	OLFML2A,NR6A1		NR6A1	NR6A1	0.1804	772	1
2_MACS_peak_18319_lociStitched	chr2	8675723	8687550	2	8538	20193.4198	773	1			ID2	ID2	NONE	773	1
4_MACS_peak_497_lociStitched	chr1	23876839	23889117	4	8538	17755.2158	774	1	ID3	E2F2	ID3	ID3	1.4225	774	1
2_MACS_peak_395_lociStitched	chr1	17221418	17234144	2	8527	24671.8962	775	1		CROCC	CROCC	CROCC	0.1492	775	1
3_MACS_peak_11835_lociStitched	chr15	101790441	101807042	3	8514	23282.9025	776	1	CHSY1	SELS,SNRPA1	CHSY1	SNRPA1	0.6646	776	1
2_MACS_peak_11492_lociStitched	chr15	81584911	81595794	2	8513	13997.7146	777	1	IL16	STARD5	IL16	STARD5	0.3723	777	1
3_MACS_peak_28525_lociStitched	chr5	180609100	180619919	3	8506	15554.4763	778	1		OR2V2,TRIM41,TRIM7,SNORD96A	TRIM7	SNORD96A	1.549	778	1
2_MACS_peak_30125_lociStitched	chr6	134629055	134640377	2	8505	14311.008	779	1	SGK1		SGK1	SGK1	0.4378	779	1
4_MACS_peak_13993_lociStitched	chr17	27914967	27929097	4	8499	14956.605	780	1	ANKRD13B,GIT1	TP53I13,ABHD15,CORO6	ANKRD13B	TP53I13	0.8088	780	1
2_MACS_peak_7310_lociStitched	chr12	46118628	46127278	2	8493	19576.68	781	1	ARID2,LOC400027		ARID2	ARID2	0.1603	781	1
1_MACS_peak_9522_lociStitched	chr14	50546704	50555184	1	8481	21789.36	782	1	C14orf183	C14orf138	C14orf183	C14orf183	1.2232	782	1
1_MACS_peak_24260_lociStitched	chr3	71826540	71835016	1	8477	15111.8604	783	1	PROK2	GPR27,EIF4E3	PROK2	PROK2	0.7286	783	1
3_MACS_peak_15781_lociStitched	chr18	43538686	43548091	3	8472	12060.972	784	1	KIAA1632		KIAA1632	KIAA1632	0.2051	784	1
3_MACS_peak_27208_lociStitched	chr5	56468443	56477520	3	8471	12729.5848	785	1	GPBP1	GPBP1	GPBP1	GPBP1	0.213	785	1
5_MACS_peak_17906_lociStitched	chr19	50175003	50186385	5	8469	17076.4146	786	1	BCL2L12,PRMT1	SCAF1,C19orf76,CPT1C,RRAS,IRF3	PRMT1	PRMT1	0.8419	786	1
4_MACS_peak_3323_lociStitched	chr1	228268872	228279312	4	8463	13575.132	787	1	ARF1	MIR3620,GUK1,C1orf35,MRPL55	ARF1	MRPL55	0.8442	787	1
3_MACS_peak_5837_lociStitched	chr11	61594070	61604140	3	8454	12101.119	788	1	FADS2	FEN1,MIR611,C11orf10,MIR1908,FADS1	FADS2	MIR1908	0.9218	788	1
2_MACS_peak_19022_lociStitched	chr2	65158417	65167684	2	8446	17748.1584	789	1	LOC400958	SLC1A4	LOC400958	LOC400958	0.6445	789	1
2_MACS_peak_15935_lociStitched	chr18	56291664	56302114	2	8445	14541.175	790	1	ALPK2	MALT1	ALPK2	ALPK2	0.1888	790	1
1_MACS_peak_21977_lociStitched	chr21	32924479	32932921	1	8443	24737.5926	791	1	TIAM1		TIAM1	TIAM1	0.2409	791	1
2_MACS_peak_17848_lociStitched	chr19	49464982	49474493	2	8439	22934.8254	792	1	BAX,FTL,GYS1	DHDH,RUVBL2,LHB	FTL	FTL	2.0149	792	1
2_MACS_peak_14756_lociStitched	chr17	55553392	55565584	2	8433	17034.6624	793	1	MSI2		MSI2	MSI2	0.2892	793	1
2_MACS_peak_9510_lociStitched	chr14	50357823	50370716	2	8433	15126.0676	794	1	ARF6	SDCCAG1	ARF6	ARF6	0.9367	794	1
3_MACS_peak_16919_lociStitched	chr19	16693633	16706023	3	8431	19633.194	795	1	MED26	CHERP,SLC35E1	SLC35E1	CHERP	0.2587	795	1
1_MACS_peak_9521_lociStitched	chr14	50526251	50534677	1	8427	22634.7638	796	1		C14orf183,C14orf138	C14orf183	C14orf183	1.2232	796	1
5_MACS_peak_21190_lociStitched	chr20	30944856	30958337	5	8426	15819.9535	797	1	ASXL1		ASXL1	ASXL1	0.7194	797	1
4_MACS_peak_34457_lociStitched	chr9	82179739	82188994	4	8415	16737.6675	798	1	TLE4		TLE4	TLE4	0.1463	798	1
3_MACS_peak_29119_lociStitched	chr6	31864174	31877387	3	8410	12594.6316	799	1	C2,EHMT2,ZBTB12	C2,CFB,SKIV2L,NEU1,SLC44A4,MIR1236,RDBP	ZBTB12	ZBTB12	0.8245	799	1
4_MACS_peak_26816_lociStitched	chr5	544231	559294	4	8405	12062.4504	800	1		SLC9A3	SLC9A3	SLC9A3	0.176	800	1
4_MACS_peak_19454_lociStitched	chr2	97192468	97205821	4	8399	17872.9905	801	1	ARID5A	NEURL3	ARID5A	ARID5A	0.6671	801	1
2_MACS_peak_27777_lociStitched	chr5	130709493	130719246	2	8397	12435.075	802	1	CDC42SE2		CDC42SE2	CDC42SE2	0.2262	802	1
6_MACS_peak_32525_lociStitched	chr8	2786299	2798383	6	8395	6162.84	803	1	CSMD1		MYOM2	MYOM2	0.2571	803	1
4_MACS_peak_12380_lociStitched	chr16	21619302	21631848	4	8385	8345.5992	804	1	METTL9	IGSF6	METTL9	METTL9	0.3602	804	1
5_MACS_peak_2257_lociStitched	chr1	155049677	155067182	5	8370	14536.152	805	1	EFNA3	DCST1,ADAM15,EFNA4,EFNA1,SLC50A1,DCST2,DPM3	EFNA3	DPM3	1.4952	805	1
4_MACS_peak_7505_lociStitched	chr12	53854718	53869628	4	8367	8289.96	806	1	PCBP2	AMHR2,PRR13,TARBP2,MAP3K12,NPFF	PCBP2	TARBP2	0.7187	806	1
2_MACS_peak_14123_lociStitched	chr17	33860516	33868969	2	8366	12107.2319	807	1		SNORD7,AP2B1,SLFN12L,SLFN14,PEX12	SLFN14	PEX12	0.3607	807	1
2_MACS_peak_18666_lociStitched	chr2	33165773	33174224	2	8364	21730.0563	808	1	LOC100271832,LTBP1		LTBP1	LTBP1	0.1654	808	1
1_MACS_peak_2404_lociStitched	chr1	160173080	160181439	1	8360	21406.5631	809	1	PEA15	ATP1A4,CASQ1	PEA15	PEA15	1.1912	809	1
3_MACS_peak_26387_lociStitched	chr4	129730328	129741331	3	8359	17682.9213	810	1	PHF17		PHF17	PHF17	0.4328	810	1
7_MACS_peak_4422_lociStitched	chr10	80751143	80768587	7	8358	10032.0444	811	1	LOC283050		LOC283050	LOC283050	0.4498	811	1
2_MACS_peak_12143_lociStitched	chr16	10830321	10838925	2	8357	13200.2568	812	1	NUBP1	TEKT5	NUBP1	NUBP1	0.3118	812	1
4_MACS_peak_11878_lociStitched	chr16	685301	700314	4	8351	18505.0238	813	1	FAM195A,WDR90,C16orf13	RAB40C,WFIKKN1,RHOT2,RHBDL1,STUB1,JMJD8,WDR24	FAM195A	FAM195A	0.9274	813	1
2_MACS_peak_19288_lociStitched	chr2	86421102	86431505	2	8346	13351.2102	814	1	MRPL35,IMMT		MRPL35	MRPL35	0.6092	814	1
2_MACS_peak_18346_lociStitched	chr2	9687307	9697223	2	8345	17720.8836	815	1	ADAM17		ADAM17	ADAM17	0.327	815	1
3_MACS_peak_30119_lociStitched	chr6	134556739	134571899	3	8341	11097.12	816	1	SGK1		SGK1	SGK1	0.4378	816	1
2_MACS_peak_1507_lociStitched	chr1	87793147	87802706	2	8336	16211.1081	817	1	LMO4		LMO4	LMO4	0.5874	817	1
5_MACS_peak_29463_lociStitched	chr6	45382892	45394601	5	8332	13574.2437	818	1	RUNX2	SUPT3H	RUNX2	RUNX2	0.1947	818	1
2_MACS_peak_24771_lociStitched	chr3	136465373	136473710	2	8326	19553.5998	819	1	STAG1		STAG1	STAG1	0.1088	819	1
2_MACS_peak_29156_lociStitched	chr6	32934613	32943036	2	8322	28051.1169	820	1	BRD2	HLA-DMB,HLA-DMA,HLA-DOA	BRD2	BRD2	1.3127	820	1
5_MACS_peak_9241_lociStitched	chr14	21730071	21738873	5	8320	8874.1764	821	1	HNRNPC	RPGRIP1	HNRNPC	HNRNPC	0.2434	821	1
2_MACS_peak_4406_lociStitched	chr10	79587157	79598161	2	8312	12504.9456	822	1	DLG5		DLG5	DLG5	0.224	822	1
2_MACS_peak_33141_lociStitched	chr8	66857813	66866169	2	8311	13152.344	823	1			DNAJC5B	DNAJC5B	NONE	823	1
2_MACS_peak_1977_lociStitched	chr1	145449161	145457878	2	8304	13880.9508	824	1	POLR3GL	HFE2,TXNIP,ANKRD34A,LIX1L,RBM8A	TXNIP	RBM8A	0.8912	824	1
2_MACS_peak_2246_lociStitched	chr1	154941662	154950230	2	8301	23233.8456	825	1	CKS1B,MIR4258,SHC1	FLAD1,LENEP,ZBTB7B,PMVK,PBXIP1,PYGO2	SHC1	ZBTB7B	2.246	825	1
3_MACS_peak_15037_lociStitched	chr17	71809421	71821178	3	8299	12730.4796	826	1	C17orf54		C17orf54	C17orf54	0.2334	826	1
2_MACS_peak_7825_lociStitched	chr12	89738233	89748841	2	8296	19144.2576	827	1	DUSP6		DUSP6	DUSP6	1.3473	827	1
4_MACS_peak_20416_lociStitched	chr2	203124094	203136703	4	8294	10712.6064	828	1	NOP58	SNORD70,SNORD11B,SNORD11,SUMO1	NOP58	NOP58	0.2794	828	1
6_MACS_peak_6877_lociStitched	chr12	1098999	1109072	6	8293	9171.4665	829	1	ERC1	RAD52	ERC1	RAD52	0.1009	829	1
3_MACS_peak_21056_lociStitched	chr20	17945507	17954686	3	8290	14363.2992	830	1	C20orf72,SNX5	SNORD17	C20orf72	C20orf72	0.5175	830	1
2_MACS_peak_20769_lociStitched	chr2	238599775	238612336	2	8287	13452.831	831	1	LRRFIP1		LRRFIP1	LRRFIP1	0.1494	831	1
2_MACS_peak_31803_lociStitched	chr7	102147800	102158801	2	8286	30548.6769	832	1		LRWD1,SPDYE2,ALKBH4,POLR2J	POLR2J	ALKBH4	0.4499	832	1
3_MACS_peak_5013_lociStitched	chr10	123673424	123688912	3	8271	18943.3728	833	1	ATE1	NSMCE4A	ATE1	NSMCE4A	0.2411	833	1
2_MACS_peak_14625_lociStitched	chr17	47433418	47443828	2	8263	21111.48	834	1	ZNF652	PHB	ZNF652	ZNF652	0.4824	834	1
3_MACS_peak_11697_lociStitched	chr15	91393858	91403372	3	8255	10469.2056	835	1		FURIN,FES,MAN2A2	FURIN	MAN2A2	0.7936	835	1
4_MACS_peak_6124_lociStitched	chr11	66839729	66850024	4	8240	8978.2695	836	1		SYT12,RHOD,KDM2A	RHOD	RHOD	0.5025	836	1
1_MACS_peak_13313_lociStitched	chr16	87806837	87815071	1	8235	20715.0972	837	1		KLHDC4	KLHDC4	KLHDC4	0.1731	837	1
2_MACS_peak_21795_lociStitched	chr20	58675537	58685178	2	8232	13189.8521	838	1		C20orf197	C20orf197	C20orf197	0.2568	838	1
4_MACS_peak_13983_lociStitched	chr17	27498953	27512820	4	8231	20202.8323	839	1	MYO18A		MYO18A	MYO18A	0.3786	839	1
4_MACS_peak_3248_lociStitched	chr1	226035232	226045808	4	8222	11241.2304	840	1	TMEM63A	EPHX1,LEFTY1	EPHX1	LEFTY1	0.7384	840	1
2_MACS_peak_11736_lociStitched	chr15	93346145	93355993	2	8216	25893.3464	841	1		ASB9P1	ASB9P1	ASB9P1	0.1711	841	1
1_MACS_peak_10322_lociStitched	chr14	103780098	103788310	1	8213	27381.2716	842	1		EIF5,SNORA28	EIF5	SNORA28	1.8978	842	1
4_MACS_peak_1923_lociStitched	chr1	143911574	143919972	4	8212	16494.5118	843	1	SRGAP2P2,FAM72D		SRGAP2P2	SRGAP2P2	0.2982	843	1
3_MACS_peak_35476_lociStitched	chrX	1324936	1335128	3	8212	9545.8272	844	1	CRLF2		CRLF2	CRLF2	0.418	844	1
5_MACS_peak_8519_lociStitched	chr12	132331909	132348340	5	8208	10624.2846	845	1	MMP17	ULK1	MMP17	ULK1	0.3644	845	1
