REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	MM.1S.jin.bam	enhancerRank	isSuper	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	enhancerRank.1	isSuper.1
4_MACS_peak_28379_lociStitched	chr7	52774600	52781458	4	6309	7870.2408	825	1			POM121L12	825	1
2_MACS_peak_20043_lociStitched	chr22	27010083	27014923	2	4832	7866.452	826	1	CRYBB1	CRYBA4,MIAT,TPST2	CRYBB1	826	1
1_MACS_peak_2237_lociStitched	chr1	165796577	165798821	1	2245	7861.854	827	1	UCK2		UCK2	827	1
2_MACS_peak_6687_lociStitched	chr12	26274122	26279772	2	5264	7850.675	828	1	BHLHE41		BHLHE41	828	1
4_MACS_peak_12597_lociStitched	chr17	38019533	38024689	4	4839	7839.698	829	1	ZPBP2,IKZF3	GSDMB	IKZF3	829	1
4_MACS_peak_17131_lociStitched	chr2	114643705	114648600	4	4608	7834.4475	830	1	ACTR3		ACTR3	830	1
6_MACS_peak_29642_lociStitched	chr8	11386930	11392737	6	5449	7833.643	831	1	BLK		BLK	831	1
1_MACS_peak_27556_lociStitched	chr6	139694013	139697411	1	3399	7829.6716	832	1	CITED2		CITED2	832	1
2_MACS_peak_1671_lociStitched	chr1	143912189	143916313	2	3644	7828.1768	833	1	SRGAP2P2,FAM72D		FAM72D	833	1
2_MACS_peak_13225_lociStitched	chr17	66230581	66235819	2	4856	7826.6196	834	1		LOC440461,AMZ2,ARSG	AMZ2	834	1
3_MACS_peak_17867_lociStitched	chr2	204568883	204573018	3	3785	7825.901	835	1	CD28		CD28	835	1
2_MACS_peak_24508_lociStitched	chr5	55287285	55291661	2	4371	7823.4128	836	1	IL6ST		IL6ST	836	1
1_MACS_peak_20451_lociStitched	chr22	42228070	42230286	1	2217	7822.9232	837	1	SREBF2	CCDC134	SREBF2	837	1
1_MACS_peak_24838_lociStitched	chr5	87969664	87972278	1	2615	7820.0424	838	1	LOC645323	MIR9-2,LOC645323	LOC645323	838	1
2_MACS_peak_9414_lociStitched	chr15	31546550	31550274	2	3711	7820.0276	839	1			KLF13	839	1
5_MACS_peak_13974_lociStitched	chr18	42336245	42341694	5	4971	7813.3211	840	1	SETBP1		SETBP1	840	1
4_MACS_peak_6873_lociStitched	chr12	46122139	46125589	4	3318	7808.385	841	1	ARID2	LOC400027	ARID2	841	1
1_MACS_peak_8223_lociStitched	chr13	50697749	50700634	1	2886	7800.7515	842	1	DLEU2	DLEU1,ST13P4	DLEU2	842	1
2_MACS_peak_18532_lociStitched	chr20	10651354	10655682	2	4121	7798.1904	843	1	JAG1		JAG1	843	1
1_MACS_peak_29447_lociStitched	chr7	150129553	150133780	1	4228	7794.1653	844	1	LOC285972	LOC728743,GIMAP8	LOC285972	844	1
1_MACS_peak_31858_lociStitched	chr9	127047293	127049865	1	2573	7780.8144	845	1	NEK6	NEK6	NEK6	845	1
1_MACS_peak_21111_lociStitched	chr3	46390015	46394238	1	4224	7779.6106	846	1		CCR2,CCR5	CCR2	846	1
2_MACS_peak_32641_lociStitched	chrX	58148833	58154223	2	5319	7778.848	847	1			ZXDA	847	1
2_MACS_peak_7149_lociStitched	chr12	57913546	57917439	2	3660	7778.214	848	1	MBD6,DDIT3	MARS,KIF5A,ARHGAP9,DCTN2	MBD6	848	1
1_MACS_peak_18668_lociStitched	chr20	25037135	25039640	1	2506	7773.2655	849	1	ACSS1	VSX1	ACSS1	849	1
1_MACS_peak_24855_lociStitched	chr5	88565542	88569605	1	4064	7769.6749	850	1			MEF2C	850	1
1_MACS_peak_14645_lociStitched	chr19	10330611	10334458	1	3848	7769.4012	851	1	S1PR2	MIR4322,MRPL4,ICAM1,DNMT1	MIR4322	851	1
1_MACS_peak_22671_lociStitched	chr3	197281788	197283421	1	1634	7768.5076	852	1	BDH1		BDH1	852	1
2_MACS_peak_12038_lociStitched	chr17	7209968	7212496	2	2336	7768.0384	853	1	EIF5A	SLC2A4,ACAP1,KCTD11,TMEM95,CLDN7,YBX2,GPS2,NEURL4	EIF5A	853	1
1_MACS_peak_2968_lociStitched	chr1	225614372	225617059	1	2688	7764.0865	854	1	LBR		LBR	854	1
3_MACS_peak_25537_lociStitched	chr5	154133839	154137157	3	3154	7754.4978	855	1	LARP1		LARP1	855	1
1_MACS_peak_22479_lociStitched	chr3	184032307	184033980	1	1674	7742.644	856	1	EIF4G1	ECE2,PSMD2,EIF4G1,SNORD66,FAM131A,POLR2H,CLCN2	EIF4G1	856	1
1_MACS_peak_23375_lociStitched	chr4	83293334	83296565	1	3232	7741.7991	857	1	HNRNPD		HNRNPD	857	1
3_MACS_peak_2707_lociStitched	chr1	206097088	206102918	3	5523	7734.078	858	1		FAM72A	FAM72A	858	1
2_MACS_peak_1645_lociStitched	chr1	120835732	120839831	2	3620	7731.9437	859	1	FAM72B		FAM72B	859	1
2_MACS_peak_21907_lociStitched	chr3	129032043	129036860	2	4604	7731.285	860	1	C3orf47,H1FX	C3orf37	C3orf47	860	1
1_MACS_peak_22464_lociStitched	chr3	183352773	183355278	1	2506	7728.1755	861	1	KLHL24		KLHL24	861	1
1_MACS_peak_5681_lociStitched	chr11	72980389	72984612	1	4224	7727.2454	862	1	P2RY6	ARHGEF17	P2RY6	862	1
1_MACS_peak_29355_lociStitched	chr7	141255796	141259463	1	3668	7722.702	863	1	AGK		AGK	863	1
2_MACS_peak_17022_lociStitched	chr2	111806408	111810220	2	3720	7718.5376	864	1	ACOXL		BCL2L11	864	1
2_MACS_peak_19574_lociStitched	chr21	36236637	36240624	2	3956	7717.6359	865	1	RUNX1		RUNX1	865	1
3_MACS_peak_18600_lociStitched	chr20	19758540	19762367	3	3621	7717.5282	866	1			RIN2	866	1
3_MACS_peak_665_lociStitched	chr1	33282190	33285415	3	3147	7715.49	867	1	S100PBP,YARS		YARS	867	1
1_MACS_peak_17896_lociStitched	chr2	207138934	207142690	1	3757	7695.6684	868	1	ZDBF2		ZDBF2	868	1
3_MACS_peak_8516_lociStitched	chr13	115024122	115030226	3	5626	7694.7024	869	1	CDC16	UPF3A,ZNF828	UPF3A	869	1
1_MACS_peak_9424_lociStitched	chr15	31636190	31640469	1	4280	7683.3724	870	1	KLF13		KLF13	870	1
2_MACS_peak_31382_lociStitched	chr9	88965828	88970028	2	4201	7678.02	871	1	ZCCHC6		ZCCHC6	871	1
2_MACS_peak_1095_lociStitched	chr1	59248062	59251454	2	3328	7677.792	872	1	LOC100131060,JUN		JUN	872	1
2_MACS_peak_30879_lociStitched	chr9	624814	630256	2	4972	7673.22	873	1	KANK1		KANK1	873	1
1_MACS_peak_19735_lociStitched	chr21	45431339	45433998	1	2660	7671.7468	874	1	TRAPPC10		TRAPPC10	874	1
3_MACS_peak_31319_lociStitched	chr9	77700646	77704436	3	3625	7667.928	875	1	OSTF1,C9orf95		C9orf95	875	1
2_MACS_peak_33032_lociStitched	chrX	135111196	135115554	2	3985	7661.7998	876	1	SLC9A6		SLC9A6	876	1
2_MACS_peak_14443_lociStitched	chr19	2474617	2479709	2	4923	7657.3496	877	1	GADD45B	TIMM13,LMNB2	GADD45B	877	1
1_MACS_peak_31808_lociStitched	chr9	123653253	123657092	1	3840	7655.7338	878	1		LOC253039,PSMD5,PHF19,TRAF1	PHF19	878	1
2_MACS_peak_22718_lociStitched	chr4	1871284	1874276	2	2689	7649.6464	879	1	WHSC1	WHSC1,LETM1	WHSC1	879	1
1_MACS_peak_16425_lociStitched	chr2	65256886	65260462	1	3577	7646.5608	880	1		SLC1A4,CEP68	CEP68	880	1
4_MACS_peak_18967_lociStitched	chr20	42576123	42581108	4	4645	7645.993	881	1	TOX2		TOX2	881	1
3_MACS_peak_21602_lociStitched	chr3	101495547	101499489	3	3733	7641.9612	882	1	FAM55C	NFKBIZ	FAM55C	882	1
2_MACS_peak_27360_lociStitched	chr6	126067698	126071845	2	4118	7639.6034	883	1	HEY2	NCOA7	HEY2	883	1
3_MACS_peak_29495_lociStitched	chr7	155088399	155091744	3	3153	7629.945	884	1	INSIG1		INSIG1	884	1
3_MACS_peak_18105_lociStitched	chr2	230997261	231001784	3	4090	7628.4918	885	1			SLC16A14	885	1
1_MACS_peak_17904_lociStitched	chr2	208005883	208009922	1	4040	7628.0554	886	1	KLF7	MIR2355	KLF7	886	1
1_MACS_peak_13548_lociStitched	chr17	78873547	78876759	1	3213	7619.5064	887	1	RPTOR		CHMP6	887	1
4_MACS_peak_15257_lociStitched	chr19	42039390	42043734	4	4229	7594.1808	888	1		CEACAM21	CEACAM21	888	1
1_MACS_peak_31573_lociStitched	chr9	99179153	99181831	1	2679	7589.1842	889	1	ZNF367	HABP4,SLC35D2	ZNF367	889	1
2_MACS_peak_21641_lociStitched	chr3	108787704	108792618	2	4833	7586.2332	890	1	MORC1		MORC1	890	1
1_MACS_peak_22214_lociStitched	chr3	158902224	158905910	1	3687	7577.3102	891	1	IQCJ-SCHIP1,IQCJ		SCHIP1	891	1
1_MACS_peak_29179_lociStitched	chr7	128577459	128581938	1	4480	7572.6453	892	1	IRF5	KCP	IRF5	892	1
2_MACS_peak_25443_lociStitched	chr5	149155966	149161377	2	5397	7572.1534	893	1	PPARGC1B		PPARGC1B	893	1
3_MACS_peak_3421_lociStitched	chr10	14597380	14602398	3	4971	7571.6602	894	1	FAM107B		MIR1265	894	1
1_MACS_peak_25667_lociStitched	chr5	172197142	172199758	1	2617	7568.3496	895	1	DUSP1		DUSP1	895	1
4_MACS_peak_19291_lociStitched	chr20	57463868	57468152	4	4117	7566.8292	896	1	GNAS	GNAS-AS	GNAS	896	1
2_MACS_peak_23376_lociStitched	chr4	83349985	83352404	2	2411	7565.9063	897	1	ENOPH1,HNRPDL		HNRPDL	897	1
1_MACS_peak_29261_lociStitched	chr7	134853908	134856967	1	3060	7560.6244	898	1	C7orf49	TMEM140,WDR91	C7orf49	898	1
3_MACS_peak_4988_lociStitched	chr11	21432096	21437648	3	5186	7556.272	899	1	NELL1		NELL1	899	1
3_MACS_peak_23801_lociStitched	chr4	144338186	144343316	3	4710	7555.464	900	1	GAB1		GAB1	900	1
2_MACS_peak_2123_lociStitched	chr1	160708923	160714574	2	5616	7555.387	901	1	SLAMF7	CD48	SLAMF7	901	1
1_MACS_peak_19668_lociStitched	chr21	43345694	43349673	1	3980	7554.5294	902	1	C2CD2	PRDM15	C2CD2	902	1
3_MACS_peak_10296_lociStitched	chr15	86232143	86237573	3	5252	7540.641	903	1	AKAP13		AKAP13	903	1
1_MACS_peak_11942_lociStitched	chr17	4268596	4270713	1	2118	7532.286	904	1	UBE2G1		UBE2G1	904	1
2_MACS_peak_18578_lociStitched	chr20	17826454	17831233	2	4623	7519.7565	905	1			SNORD17	905	1
2_MACS_peak_6201_lociStitched	chr11	122931726	122935195	2	3123	7519.4044	906	1	HSPA8	LOC341056	HSPA8	906	1
3_MACS_peak_26315_lociStitched	chr6	27858737	27863466	3	4335	7516.7455	907	1	HIST1H2BO,HIST1H2AM	HIST1H2AL,HIST1H1B,HIST1H3I,HIST1H4L,HIST1H3J,OR2B2	HIST1H2BO	907	1
3_MACS_peak_6300_lociStitched	chr11	129285696	129290068	3	4341	7515.9052	908	1	BARX2		BARX2	908	1
1_MACS_peak_22429_lociStitched	chr3	182430548	182435073	1	4526	7514.6675	909	1			ATP11B	909	1
2_MACS_peak_12206_lociStitched	chr17	19207575	19211562	2	3943	7512.7041	910	1	EPN2	MIR1180	MIR1180	910	1
1_MACS_peak_22686_lociStitched	chr3	197806624	197808754	1	2131	7512.297	911	1	LOC348840		LOC348840	911	1
1_MACS_peak_5590_lociStitched	chr11	67775281	67778223	1	2943	7511.2202	912	1	ALDH3B1	NDUFS8,TCIRG1,UNC93B1	ALDH3B1	912	1
6_MACS_peak_30511_lociStitched	chr8	120934890	120941295	6	5646	7506.66	913	1	DEPDC6		DEPDC6	913	1
1_MACS_peak_17269_lociStitched	chr2	134876186	134879451	1	3266	7504.929	914	1		MIR3679	MIR3679	914	1
1_MACS_peak_23764_lociStitched	chr4	140476295	140478856	1	2562	7504.4983	915	1	SETD7		SETD7	915	1
1_MACS_peak_22521_lociStitched	chr3	185654317	185656460	1	2144	7502.4287	916	1	TRA2B	LOC344887	TRA2B	916	1
2_MACS_peak_9776_lociStitched	chr15	53020439	53024587	2	4061	7497.51	917	1		KIAA1370	KIAA1370	917	1
1_MACS_peak_3027_lociStitched	chr1	227069445	227074415	1	4971	7489.293	918	1	PSEN2		PSEN2	918	1
2_MACS_peak_23040_lociStitched	chr4	38310709	38316252	2	5199	7484.1586	919	1			PTTG2	919	1
3_MACS_peak_24030_lociStitched	chr4	185264313	185269709	3	4759	7483.1728	920	1			ENPP6	920	1
2_MACS_peak_31934_lociStitched	chr9	130731522	130736123	2	4214	7475.2447	921	1	FAM102A	PIP5KL1,DPM2,FAM102A	FAM102A	921	1
2_MACS_peak_10435_lociStitched	chr15	93424401	93427369	2	2779	7474.908	922	1	LOC100507217	CHD2,MIR3175	LOC100507217	922	1
5_MACS_peak_5570_lociStitched	chr11	67568968	67573981	5	4914	7470.8739	923	1	LOC645332		LOC645332	923	1
2_MACS_peak_12691_lociStitched	chr17	40729106	40732394	2	3161	7470.6648	924	1	PSMC3IP,FAM134C	NAGLU,HSD17B1,COASY,MLX,TUBG1	PSMC3IP	924	1
3_MACS_peak_29970_lociStitched	chr8	38238009	38240962	3	2729	7470.4994	925	1	WHSC1L1	LETM2	WHSC1L1	925	1
4_MACS_peak_12787_lociStitched	chr17	43388866	43395256	4	5278	7469.91	926	1	MAP3K14	LOC100133991,C17orf46	MAP3K14	926	1
2_MACS_peak_31898_lociStitched	chr9	129765985	129770902	2	4809	7459.089	927	1	RALGPS1		RALGPS1	927	1
3_MACS_peak_21704_lociStitched	chr3	113462968	113467261	3	3830	7455.6531	928	1	ATP6V1A,NAA50	KIAA2018	NAA50	928	1
3_MACS_peak_20679_lociStitched	chr3	8698019	8702817	3	4379	7451.294	929	1		C3orf32	C3orf32	929	1
2_MACS_peak_24458_lociStitched	chr5	49961759	49964661	2	2867	7443.9202	930	1	PARP8		PARP8	930	1
4_MACS_peak_6104_lociStitched	chr11	118562286	118568475	4	5453	7443.5103	931	1		TREH	TREH	931	1
1_MACS_peak_27035_lociStitched	chr6	91004568	91007182	1	2615	7442.5808	932	1	BACH2		BACH2	932	1
1_MACS_peak_3211_lociStitched	chr1	244012307	244014735	1	2429	7442.0628	933	1		AKT3	AKT3	933	1
3_MACS_peak_19363_lociStitched	chr20	62358047	62363060	3	4881	7433.7777	934	1	ZGPAT	TNFRSF6B,LIME1,SLC2A4RG,ARFRP1	LIME1	934	1
1_MACS_peak_13616_lociStitched	chr17	80307693	80310536	1	2844	7430.7491	935	1		TEX19,UTS2R,CD7,SECTM1	TEX19	935	1
1_MACS_peak_22181_lociStitched	chr3	156820679	156824517	1	3839	7430.368	936	1	LOC339894	LOC100498859	LOC100498859	936	1
2_MACS_peak_7502_lociStitched	chr12	96893406	96897538	2	4046	7421.8984	937	1			CDK17	937	1
1_MACS_peak_11515_lociStitched	chr16	68305260	68311003	1	5744	7418.8074	938	1	SLC7A6	PLA2G15,PRMT7,ESRP2,SLC7A6OS	SLC7A6	938	1
1_MACS_peak_396_lociStitched	chr1	23669769	23671663	1	1895	7413.6842	939	1	HNRNPR	C1orf213,ZNF436	HNRNPR	939	1
2_MACS_peak_14894_lociStitched	chr19	16738121	16741089	2	2886	7406.9408	940	1	MED26	TMEM38A,C19orf42	MED26	940	1
2_MACS_peak_15574_lociStitched	chr19	55580145	55583844	2	3658	7405.0281	941	1	RDH13	EPS8L1,GP6,RDH13,PPP1R12C	RDH13	941	1
4_MACS_peak_30501_lociStitched	chr8	120918922	120923639	4	4243	7404.7466	942	1	DEPDC6		DEPDC6	942	1
5_MACS_peak_27223_lociStitched	chr6	109214751	109222140	5	6409	7401.5613	943	1	ARMC2		ARMC2	943	1
1_MACS_peak_13443_lociStitched	chr17	75229504	75232905	1	3402	7400.576	944	1		SEC14L1,SEPT9	SEPT9	944	1
1_MACS_peak_10206_lociStitched	chr15	81292194	81294863	1	2670	7400.0694	945	1	MESDC1	MESDC2	MESDC1	945	1
3_MACS_peak_26237_lociStitched	chr6	26271040	26275056	3	3911	7391.8496	946	1	HIST1H2BI,HIST1H3G	HIST1H3E,HIST1H4F,HIST1H2BH,HIST1H1D,HIST1H4G,HIST1H3F,HIST1H4H	HIST1H2BI	946	1
1_MACS_peak_29525_lociStitched	chr7	157796051	157799307	1	3257	7391.12	947	1	PTPRN2		MIR153-2	947	1
1_MACS_peak_20029_lociStitched	chr22	26896881	26901050	1	4170	7386.2173	948	1	TFIP11	SRRD,HPS4	TFIP11	948	1
3_MACS_peak_10109_lociStitched	chr15	75299635	75304313	3	4177	7385.1586	949	1	SCAMP5	PPCDC,RPP25	PPCDC	949	1
4_MACS_peak_24259_lociStitched	chr5	7868666	7873508	4	4699	7384.5342	950	1	MTRR,FASTKD3	C5orf49	MTRR	950	1
3_MACS_peak_21468_lociStitched	chr3	71770917	71775030	3	3913	7383.2463	951	1	EIF4E3	GPR27	EIF4E3	951	1
3_MACS_peak_15102_lociStitched	chr19	35701791	35706062	3	4098	7381.1422	952	1		LSR,FAM187B	FAM187B	952	1
1_MACS_peak_27000_lociStitched	chr6	89855229	89857103	1	1875	7380.5616	953	1	PM20D2	SRSF12	PM20D2	953	1
3_MACS_peak_25018_lociStitched	chr5	112213002	112217296	3	4100	7379.6684	954	1	REEP5	SRP19	SRP19	954	1
2_MACS_peak_20166_lociStitched	chr22	33962654	33966679	2	4025	7377.02	955	1	LARGE		LARGE	955	1
2_MACS_peak_26171_lociStitched	chr6	24719419	24722320	2	2811	7372.6014	956	1		C6orf62	C6orf62	956	1
2_MACS_peak_5532_lociStitched	chr11	67043200	67046542	2	3327	7371.7836	957	1	ADRBK1	ANKRD13D,SSH3,LOC100130987	ADRBK1	957	1
1_MACS_peak_2776_lociStitched	chr1	207978060	207981522	1	3463	7367.136	958	1		LOC148696,MIR29C,MIR29B2	MIR29B2	958	1
4_MACS_peak_898_lociStitched	chr1	44297376	44302947	4	4994	7364.3049	959	1	ST3GAL3		ARTN	959	1
3_MACS_peak_13141_lociStitched	chr17	62176904	62182802	3	5453	7361.2938	960	1	ERN1	SNORD104,SNORA76	ERN1	960	1
2_MACS_peak_20066_lociStitched	chr22	29186270	29189848	2	3452	7358.5148	961	1		HSCB,CCDC117,CHEK2,XBP1	XBP1	961	1
1_MACS_peak_28298_lociStitched	chr7	45033057	45036678	1	3622	7356.7857	962	1		CCM2,MYO1G,SNORA9,C7orf40	CCM2	962	1
1_MACS_peak_2459_lociStitched	chr1	185285116	185287487	1	2372	7352.471	963	1	IVNS1ABP		IVNS1ABP	963	1
2_MACS_peak_21975_lociStitched	chr3	133290745	133294360	2	3318	7349.6565	964	1	CDV3		CDV3	964	1
1_MACS_peak_768_lociStitched	chr1	38939832	38942525	1	2694	7349.197	965	1			RRAGC	965	1
2_MACS_peak_30802_lociStitched	chr8	145009527	145014156	2	4602	7349.0004	966	1	PLEC	MIR661,PARP10	PLEC	966	1
2_MACS_peak_13394_lociStitched	chr17	74476344	74479526	2	3036	7347.238	967	1	RHBDF2	AANAT,PRCD,UBE2O	RHBDF2	967	1
2_MACS_peak_31759_lociStitched	chr9	117147123	117151465	2	4254	7346.664	968	1	AKNA		AKNA	968	1
1_MACS_peak_27007_lociStitched	chr6	90006149	90010001	1	3853	7346.5344	969	1	GABRR2		GABRR2	969	1
2_MACS_peak_534_lociStitched	chr1	27761617	27766543	2	4897	7345.1586	970	1	WASF2	GPR3	GPR3	970	1
4_MACS_peak_25474_lociStitched	chr5	150459899	150463917	4	3454	7344.1004	971	1	TNIP1		TNIP1	971	1
1_MACS_peak_11896_lociStitched	chr17	2302285	2305842	1	3558	7343.7822	972	1	MNT	LOC284009	MNT	972	1
2_MACS_peak_28147_lociStitched	chr7	32929461	32932673	2	3213	7339.0988	973	1	KBTBD2		KBTBD2	973	1
1_MACS_peak_7166_lociStitched	chr12	58238590	58240980	1	2391	7336.583	974	1	CTDSP2	AVIL,MIR26A2	CTDSP2	974	1
2_MACS_peak_20909_lociStitched	chr3	31572859	31575318	2	2398	7335.197	975	1	STT3B		STT3B	975	1
1_MACS_peak_5577_lociStitched	chr11	67650446	67654203	1	3758	7317.5089	976	1			LOC645332	976	1
1_MACS_peak_24862_lociStitched	chr5	88636788	88641324	1	4537	7311.1248	977	1			MEF2C	977	1
1_MACS_peak_3411_lociStitched	chr10	13388921	13391570	1	2650	7309.3857	978	1	SEPHS1	PHYH	SEPHS1	978	1
2_MACS_peak_27590_lociStitched	chr6	143264889	143269103	2	4166	7304.1262	979	1	HIVEP2		HIVEP2	979	1
3_MACS_peak_15764_lociStitched	chr2	10585775	10589345	3	3197	7296.723	980	1	ODC1,SNORA80B		SNORA80B	980	1
1_MACS_peak_6266_lociStitched	chr11	128275064	128278924	1	3861	7296.558	981	1			ETS1	981	1
2_MACS_peak_28227_lociStitched	chr7	39987948	39991563	2	3557	7293.9855	982	1	CDK13		CDK13	982	1
2_MACS_peak_29311_lociStitched	chr7	139475707	139478676	2	2899	7292.1609	983	1	TBXAS1,HIPK2		HIPK2	983	1
1_MACS_peak_9407_lociStitched	chr15	31372833	31376419	1	3587	7291.7724	984	1	TRPM1	MIR211	MIR211	984	1
2_MACS_peak_6092_lociStitched	chr11	117878134	117883122	2	4922	7280.9836	985	1		IL10RA	IL10RA	985	1
4_MACS_peak_27228_lociStitched	chr6	109222965	109228068	4	4830	7274.3265	986	1	ARMC2		ARMC2	986	1
3_MACS_peak_26359_lociStitched	chr6	30582307	30586622	3	4120	7273.364	987	1	MRPS18B,PPP1R10	ABCF1,MIR877,ATAT1,C6orf136	PPP1R10	987	1
2_MACS_peak_22705_lociStitched	chr4	1241175	1243796	2	2241	7268.8193	988	1	C4orf42,CTBP1	MAEA,LOC100130872-SPON2,SPON2	CTBP1	988	1
3_MACS_peak_28251_lociStitched	chr7	43686044	43690814	3	4394	7258.509	989	1	C7orf44		STK17A	989	1
2_MACS_peak_1809_lociStitched	chr1	150206585	150209575	2	2822	7257.328	990	1	ANP32E	CA14,C1orf54,C1orf51,APH1A	ANP32E	990	1
2_MACS_peak_28870_lociStitched	chr7	101929260	101933157	2	3840	7249.1994	991	1	SH2B2	MIR4285	SH2B2	991	1
5_MACS_peak_23521_lociStitched	chr4	103533469	103538897	5	4728	7245.2944	992	1	NFKB1		NFKB1	992	1
3_MACS_peak_2984_lociStitched	chr1	226083711	226087785	3	3919	7243.1646	993	1		TMEM63A,LEFTY1,PYCR2,LEFTY2	LEFTY1	993	1
2_MACS_peak_24129_lociStitched	chr4	187749450	187752919	2	3460	7242.9251	994	1			FAT1	994	1
1_MACS_peak_31560_lociStitched	chr9	98223721	98226675	1	2955	7241.731	995	1	PTCH1		PTCH1	995	1
1_MACS_peak_24211_lociStitched	chr5	1799196	1802254	1	3059	7234.9222	996	1	NDUFS6,MRPL36		MRPL36	996	1
3_MACS_peak_19526_lociStitched	chr21	34601244	34604913	3	3515	7233.8004	997	1	IFNAR2	IL10RB	IFNAR2	997	1
1_MACS_peak_21187_lociStitched	chr3	48955352	48957354	1	2003	7229.6224	998	1	ARIH2,C3orf71	SLC25A20	ARIH2	998	1
1_MACS_peak_2849_lociStitched	chr1	211750681	211753596	1	2916	7229.2	999	1	SLC30A1		SLC30A1	999	1
3_MACS_peak_22854_lociStitched	chr4	9495403	9499752	3	4139	7228.4729	1000	1		DEFB131	DEFB131	1000	1
3_MACS_peak_19540_lociStitched	chr21	34751727	34756749	3	4707	7221.636	1001	1		IFNGR2	IFNGR2	1001	1
1_MACS_peak_8501_lociStitched	chr13	114789735	114793983	1	4249	7214.8032	1002	1	RASA3		RASA3	1002	1
4_MACS_peak_14488_lociStitched	chr19	3984111	3988503	4	4077	7214.7384	1003	1	EEF2	PIAS4,MIR637,DAPK3,SNORD37	EEF2	1003	1
1_MACS_peak_26311_lociStitched	chr6	27804258	27807422	1	3165	7210.756	1004	1	HIST1H2BN,HIST1H2AK	HIST1H2AI,HIST1H3H,HIST1H2BM,HIST1H4J,HIST1H2AL,HIST1H2BL,HIST1H2AJ,HIST1H4K,HIST1H1B,HIST1H3I,HIST1H4L	HIST1H2AK	1004	1
2_MACS_peak_7413_lociStitched	chr12	92755553	92759991	2	4025	7208.6434	1005	1			CLLU1	1005	1
2_MACS_peak_7454_lociStitched	chr12	94541553	94545869	2	4087	7202.9724	1006	1	PLXNC1		PLXNC1	1006	1
1_MACS_peak_714_lociStitched	chr1	36620610	36623102	1	2493	7189.9184	1007	1	MAP7D1	TRAPPC3	MAP7D1	1007	1
1_MACS_peak_15405_lociStitched	chr19	47728698	47731608	1	2911	7178.097	1008	1	MIR3190,BBC3,MIR3191	CCDC9,PRR24	MIR3190	1008	1
3_MACS_peak_14070_lociStitched	chr18	47837433	47841997	3	4116	7176.4336	1009	1		CCDC11,MBD1,CXXC1	CXXC1	1009	1
2_MACS_peak_22173_lociStitched	chr3	156533735	156536600	2	2860	7172.241	1010	1		LEKR1,PA2G4P4	PA2G4P4	1010	1
2_MACS_peak_11428_lociStitched	chr16	66549336	66552490	2	3065	7170.9344	1011	1	TK2	CKLF,CMTM1	TK2	1011	1
2_MACS_peak_19979_lociStitched	chr22	24179639	24182380	2	2542	7169.9078	1012	1	DERL3	SLC2A11	DERL3	1012	1
1_MACS_peak_12939_lociStitched	chr17	48904727	48907817	1	3091	7167.873	1013	1		WFIKKN2,TOB1	WFIKKN2	1013	1
3_MACS_peak_3921_lociStitched	chr10	72334478	72339947	3	5104	7164.9369	1014	1		PRF1	PRF1	1014	1
3_MACS_peak_21842_lociStitched	chr3	125634014	125639193	3	4984	7158.9317	1015	1	LOC100125556	ROPN1B,ALG1L	LOC100125556	1015	1
1_MACS_peak_11914_lociStitched	chr17	3459770	3463112	1	3343	7153.8852	1016	1	TRPV3	TRPV1	TRPV3	1016	1
1_MACS_peak_10688_lociStitched	chr16	3672463	3676764	1	4302	7149.5523	1017	1		DNASE1,NLRC3,SLX4	SLX4	1017	1
2_MACS_peak_7529_lociStitched	chr12	102135115	102139044	2	3712	7148.4226	1018	1		CHPT1,SYCP3	SYCP3	1018	1
1_MACS_peak_18777_lociStitched	chr20	32413343	32418197	1	4855	7144.6026	1019	1	CHMP4B		CHMP4B	1019	1
1_MACS_peak_5672_lociStitched	chr11	72851724	72855434	1	3711	7132.475	1020	1	FCHSD2		FCHSD2	1020	1
4_MACS_peak_11510_lociStitched	chr16	68288741	68293752	4	4266	7129.6508	1021	1	PLA2G15	SLC7A6,ESRP2	SLC7A6	1021	1
1_MACS_peak_2379_lociStitched	chr1	179970776	179975011	1	4236	7129.6225	1022	1	CEP350		CEP350	1022	1
3_MACS_peak_22141_lociStitched	chr3	152877938	152881399	3	3294	7128.6217	1023	1	RAP2B		RAP2B	1023	1
1_MACS_peak_22646_lociStitched	chr3	196228932	196231358	1	2427	7126.6176	1024	1	RNF168	C3orf43	RNF168	1024	1
3_MACS_peak_17216_lociStitched	chr2	129127852	129131838	3	3548	7126.5694	1025	1			HS6ST1	1025	1
1_MACS_peak_2700_lociStitched	chr1	205718227	205720171	1	1945	7123.9824	1026	1	NUCKS1	RAB7L1	NUCKS1	1026	1
1_MACS_peak_15793_lociStitched	chr2	11892656	11895969	1	3314	7120.6309	1027	1	LPIN1		LPIN1	1027	1
1_MACS_peak_29532_lociStitched	chr7	158496346	158498179	1	1834	7120.2885	1028	1	NCAPG2		NCAPG2	1028	1
1_MACS_peak_16239_lociStitched	chr2	47526516	47530089	1	3574	7115.2722	1029	1			EPCAM	1029	1
3_MACS_peak_27929_lociStitched	chr7	8006873	8010605	3	3628	7113.5652	1030	1	GLCCI1		GLCCI1	1030	1
