#MM Enhancers
#Created from /data/projects/IRF4_mm_trn_data/myeloma_public_data/rose/MM.1S.H3K27ac_ROSE/MM_0KB_STITCHED_ENHANCER_REGION_MAP.txt
#Ranked by MM.1S.jin.bam
#Using cutoff of 6466.383 for Super-Enhancers
#Created on Jul 16 2024 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	MM.1S.jin.bam	enhancerRank	isStretch
3_MACS_peak_13733_lociStitched	chr18	9081339	9084903	3	3420	5308.578	1223	1
5_MACS_peak_13066_lociStitched	chr17	57904033	57908469	5	3420	3699.624	1224	1
2_MACS_peak_21836_lociStitched	chr3	125496947	125500364	2	3418	4412.7138	1225	1
2_MACS_peak_28786_lociStitched	chr7	99175064	99178558	2	3418	5772.4374	1226	1
4_MACS_peak_13492_lociStitched	chr17	76271557	76275249	4	3417	4935.0964	1227	1
1_MACS_peak_4429_lociStitched	chr10	112180850	112184264	1	3415	6014.1024	1228	1
2_MACS_peak_7631_lociStitched	chr12	109009741	109013176	2	3415	5588.058	1229	1
3_MACS_peak_26571_lociStitched	chr6	37283056	37286732	3	3415	5815.0644	1230	1
3_MACS_peak_12865_lociStitched	chr17	46533560	46537485	3	3414	4235.86	1231	1
2_MACS_peak_15239_lociStitched	chr19	41768318	41772131	2	3411	12245.0682	1232	1
1_MACS_peak_18713_lociStitched	chr20	30285861	30289270	1	3410	6657.0952	1233	1
1_MACS_peak_19901_lociStitched	chr22	22520183	22523591	1	3409	6586.9824	1234	1
1_MACS_peak_19295_lociStitched	chr20	57481109	57484516	1	3408	5297.885	1235	1
3_MACS_peak_12193_lociStitched	chr17	18964467	18968111	3	3408	5246.2668	1236	1
1_MACS_peak_27547_lociStitched	chr6	139611074	139614479	1	3406	5846.7255	1237	1
3_MACS_peak_24362_lociStitched	chr5	32539961	32543792	3	3406	4000.3302	1238	1
1_MACS_peak_19605_lociStitched	chr21	37906392	37909794	1	3403	8181.4698	1239	1
1_MACS_peak_13443_lociStitched	chr17	75229504	75232905	1	3402	7400.576	1240	1
1_MACS_peak_27556_lociStitched	chr6	139694013	139697411	1	3399	7829.6716	1241	1
1_MACS_peak_25848_lociStitched	chr6	291100	294496	1	3397	15552.6612	1242	1
2_MACS_peak_28078_lociStitched	chr7	26238920	26242484	2	3396	9895.8024	1243	1
2_MACS_peak_13517_lociStitched	chr17	76918626	76922091	2	3395	5848.92	1244	1
2_MACS_peak_16324_lociStitched	chr2	60776454	60780010	2	3394	4144.1624	1245	1
2_MACS_peak_27427_lociStitched	chr6	132587231	132590914	2	3391	5170.5637	1246	1
1_MACS_peak_7252_lociStitched	chr12	68757101	68760489	1	3389	4199.426	1247	1
1_MACS_peak_17956_lociStitched	chr2	216879672	216883058	1	3387	6453.3774	1248	1
2_MACS_peak_6758_lociStitched	chr12	31225921	31229354	2	3386	5814.4721	1249	1
1_MACS_peak_11782_lociStitched	chr16	89042626	89046010	1	3385	4928.4576	1250	1
3_MACS_peak_4551_lociStitched	chr10	125156287	125160039	3	3384	6191.9256	1251	1
1_MACS_peak_1931_lociStitched	chr1	154830839	154834219	1	3381	10077.132	1252	1
1_MACS_peak_68_lociStitched	chr1	2477756	2481135	1	3380	5763.5603	1253	1
5_MACS_peak_11650_lociStitched	chr16	79632521	79636855	5	3380	4362.171	1254	1
2_MACS_peak_7318_lociStitched	chr12	76352407	76355889	2	3378	4790.8838	1255	1
2_MACS_peak_25297_lociStitched	chr5	138954965	138958342	2	3376	6248.8008	1256	1
2_MACS_peak_797_lociStitched	chr1	40039145	40042533	2	3376	5051.1692	1257	1
1_MACS_peak_17264_lociStitched	chr2	134710285	134713658	1	3374	5482.8115	1258	1
3_MACS_peak_8366_lociStitched	chr13	97875787	97879657	3	3374	4547.637	1259	1
1_MACS_peak_32459_lociStitched	chrX	39963813	39967185	1	3373	5644.0536	1260	1
1_MACS_peak_7165_lociStitched	chr12	58229242	58232612	1	3371	3883.588	1261	1
3_MACS_peak_25162_lociStitched	chr5	130708217	130711926	3	3367	4162.9816	1262	1
3_MACS_peak_13905_lociStitched	chr18	24038567	24042331	3	3367	5790.1612	1263	1
1_MACS_peak_21452_lociStitched	chr3	71029479	71032844	1	3366	5465.0965	1264	1
1_MACS_peak_6251_lociStitched	chr11	126173462	126176826	1	3365	6223.4	1265	1
1_MACS_peak_28926_lociStitched	chr7	104595793	104599156	1	3364	6059.1171	1266	1
1_MACS_peak_10705_lociStitched	chr16	4563483	4566842	1	3360	6233.2963	1267	1
2_MACS_peak_25530_lociStitched	chr5	153655880	153659393	2	3358	3639.8193	1268	1
1_MACS_peak_26058_lociStitched	chr6	13354870	13358226	1	3357	6411.638	1269	1
3_MACS_peak_6142_lociStitched	chr11	119107332	119110977	3	3357	3693.843	1270	1
1_MACS_peak_14354_lociStitched	chr19	1066736	1070091	1	3356	9172.2345	1271	1
3_MACS_peak_14122_lociStitched	chr18	52987625	52991069	3	3355	4337.3736	1272	1
2_MACS_peak_15821_lociStitched	chr2	17554154	17557585	2	3354	5801.4779	1273	1
1_MACS_peak_30602_lociStitched	chr8	126648170	126651522	1	3353	5116.4928	1274	1
1_MACS_peak_25280_lociStitched	chr5	138055793	138059143	1	3351	4569.4	1275	1
2_MACS_peak_13150_lociStitched	chr17	62206124	62209579	2	3351	6355.127	1276	1
1_MACS_peak_10464_lociStitched	chr15	99393599	99396948	1	3350	7032.5651	1277	1
3_MACS_peak_24948_lociStitched	chr5	100235607	100238962	3	3350	4254.811	1278	1
3_MACS_peak_14680_lociStitched	chr19	11049223	11052657	3	3348	4684.3194	1279	1
1_MACS_peak_13025_lociStitched	chr17	56407712	56411058	1	3347	7073.7786	1280	1
2_MACS_peak_28402_lociStitched	chr7	55582378	55585750	2	3347	5396.2116	1281	1
2_MACS_peak_2695_lociStitched	chr1	205408302	205411760	2	3346	6574.3496	1282	1
2_MACS_peak_4111_lociStitched	chr10	88170560	88174184	2	3345	4891.3128	1283	1
1_MACS_peak_11914_lociStitched	chr17	3459770	3463112	1	3343	7153.8852	1284	1
2_MACS_peak_5482_lociStitched	chr11	65818711	65822150	2	3342	6162.3441	1285	1
2_MACS_peak_33121_lociStitched	chrX	153190327	153193822	2	3342	5542.7205	1286	1
3_MACS_peak_4379_lociStitched	chr10	105262418	105265932	3	3340	4149.3312	1287	1
2_MACS_peak_7490_lociStitched	chr12	96587463	96590864	2	3339	12028.3167	1288	1
2_MACS_peak_6108_lociStitched	chr11	118659788	118663124	2	3336	9098.2728	1289	1
3_MACS_peak_11683_lociStitched	chr16	81841746	81845199	3	3336	3896.3652	1290	1
1_MACS_peak_4815_lociStitched	chr11	7532435	7535768	1	3334	6146.7186	1291	1
3_MACS_peak_28106_lociStitched	chr7	29695013	29698419	3	3333	4571.1926	1292	1
2_MACS_peak_19755_lociStitched	chr21	46292719	46296061	2	3329	5174.4186	1293	1
2_MACS_peak_16994_lociStitched	chr2	110781643	110785213	2	3329	3938.424	1294	1
