GENE_ID	locusLine	bin_1_31_0EX7_0229Kronos_MM1S-No-Treatment-1_IRF4_hs_i45.bam
NM_012458	chr19(.):2420621-2432875	0.6056
NM_015675	chr19(.):2471122-2483257	1.578
NM_016263	chr19(.):3501294-3541755	0.3695
NM_001136198	chr19(.):3517953-3541755	0.2883
NM_031304	chr19(.):3485818-3505621	0.4261
NM_001145165	chr19(.):3485818-3505938	0.4534
NM_201636	chr19(.):3589503-3611831	0.3053
NM_001135580	chr19(.):3534154-3549028	0.3894
NM_174983	chr19(.):3539196-3562571	0.5813
NM_006339	chr19(.):3567942-3584081	0.4533
NM_021231	chr19(.):3605642-3631813	0.566
NM_001080543	chr19(.):3605626-3631813	0.5659
NM_133261	chr19(.):3580568-3598539	0.2669
NM_172251	chr19(.):3757664-3772563	0.5537
NM_004886	chr19(.):3745770-3766673	0.4443
NM_032753	chr19(.):3764088-3777219	0.2482
NM_014428	chr19(.):3723373-3755682	0.2789
NM_015897	chr19(.):4002748-4043067	0.3367
NM_170678	chr19(.):3928100-3947414	0.2454
NR_002602	chr19(.):3977504-3987570	1.0102
NM_001961	chr19(.):3971053-3990461	0.949
NM_001348	chr19(.):3953451-3974826	0.4038
NR_030367	chr19(.):3956411-3966510	0.2701
NM_001193285	chr19(.):4169105-4187596	0.6136
NM_032607	chr19(.):4148628-4178048	0.3202
NM_024333	chr19(.):4299590-4328843	0.2675
NM_005755	chr19(.):4224539-4242524	0.3843
NM_001169126	chr19(.):4287224-4307428	0.2421
NM_005483	chr19(.):4397659-4448394	0.3911
NM_032868	chr19(.):4338523-4365083	0.4743
NM_003025	chr19(.):4355366-4405471	0.4748
NR_029607	chr19(.):4765681-4775791	0.3503
NM_182919	chr19(.):4810937-4836737	0.4522
NM_018708	chr19(.):4786727-4800571	0.6755
NR_027148	chr19(.):4764116-4777568	0.3013
NM_015414	chr19(.):5685345-5696678	1.1558
NM_004793	chr19(.):5686844-5725176	0.7084
NM_033643	chr19(.):5685271-5696678	1.1516
NM_198708	chr19(.):5676074-5693533	0.9909
NM_198707	chr19(.):5676051-5693533	0.9898
NM_198704	chr19(.):5676034-5693533	0.989
NM_198533	chr19(.):5676046-5693533	0.9895
NM_205767	chr19(.):5673432-5685911	0.5308
NM_004240	chr19(.):6734706-6756529	0.6274
NM_020171	chr19(.):6724924-6742304	0.7657
NM_001080452	chr19(.):6724924-6742633	0.7565
NM_005490	chr19(.):6747172-6772523	0.5151
NM_020196	chr19(.):7679410-7699439	0.3921
NM_020902	chr19(.):7655787-7688196	0.2057
NM_006949	chr19(.):7696990-7717759	0.5302
NM_001171155	chr19(.):7689670-7701510	0.5083
NM_174895	chr19(.):7691506-7703570	0.6366
NM_020415	chr19(.):7728971-7740340	0.2281
NM_174918	chr19(.):7736942-7749719	0.4268
NM_174894	chr19(.):7740760-7752748	0.4105
NM_001042462	chr19(.):7740706-7752748	0.4099
NM_001042461	chr19(.):7740763-7752748	0.4105
NR_030717	chr19(.):7980866-7993136	0.8361
NM_145185	chr19(.):7963764-7984363	0.5746
NM_003083	chr19(.):7980193-7993136	0.8251
NM_001159944	chr19(.):7906385-7934862	0.4557
NM_145245	chr19(.):7890160-7934862	0.4234
NM_206833	chr19(.):7984380-7996051	0.6639
NM_001190467	chr19(.):7928604-7944326	0.6188
NR_033250	chr19(.):7938516-7950117	0.2065
NM_025061	chr19(.):7948389-7971908	0.4162
NM_001195259	chr19(.):7976031-7988980	0.7419
NM_006221	chr19(.):9940998-9965358	0.2124
NM_024292	chr19(.):9933567-9945797	0.494
NM_001077624	chr19(.):9863150-9884410	0.0914
NM_017703	chr19(.):9915942-9934731	0.4286
NM_031917	chr19(.):10198012-10218425	0.3686
NM_020230	chr19(.):10211898-10226975	0.4607
NR_003688	chr19(.):10215424-10225516	0.5932
NR_004381	chr19(.):10213326-10223411	0.4741
NM_018381	chr19(.):10191805-10208928	0.3789
NM_003755	chr19(.):10220689-10235599	0.4275
NM_012289	chr19(.):10591795-10618481	0.4561
NM_007065	chr19(.):10496808-10519271	0.3909
NM_001111307	chr19(.):10526332-10585307	0.3683
NM_001111309	chr19(.):10538110-10585307	0.2322
NM_001111308	chr19(.):10536520-10585307	0.2349
NR_031592	chr19(.):10509133-10519214	0.5572
NM_006202	chr19(.):10558632-10585307	0.2222
NM_203500	chr19(.):10591795-10619054	0.454
NM_023008	chr19(.):10658760-10681702	0.394
NM_001166215	chr19(.):10618417-10633668	0.2156
NM_030760	chr19(.):10618417-10633126	0.2209
NR_031603	chr19(.):10657797-10667880	0.2361
NM_032885	chr19(.):10649646-10669094	0.2929
NM_001800	chr19(.):10672137-10684631	0.5938
NM_079421	chr19(.):10672137-10684655	0.5932
NM_005498	chr19(.):10678346-10702991	0.3383
NM_001136482	chr19(.):10954105-10985360	0.3114
NM_006858	chr19(.):10938113-10951983	0.4182
NR_029586	chr19(.):10923101-10933172	0.1934
NM_024029	chr19(.):11028443-11044357	0.3633
NM_138358	chr19(.):11034423-11045916	0.4109
NM_001195800	chr19(.):11195037-11249505	0.4535
NM_001930	chr19(.):12781533-12797677	0.4481
NM_000528	chr19(.):12752321-12782591	0.2637
NM_153358	chr19(.):12716731-12745676	0.3777
NM_001136195	chr19(.):12805007-12839810	0.3373
NR_002751	chr19(.):12812262-12822332	0.2019
NM_016145	chr19(.):12773880-12785465	0.5085
NM_032301	chr19(.):12794729-12812455	0.2687
NM_013433	chr19(.):12805007-12838105	0.3397
NM_001136196	chr19(.):12805007-12838462	0.3378
NM_001099737	chr19(.):12772617-12791646	0.4531
NM_032332	chr19(.):12775516-12791646	0.5019
NM_001080997	chr19(.):12931296-12946207	0.2565
NM_013312	chr19(.):12868816-12891434	0.4381
NM_004317	chr19(.):12843305-12864137	0.3645
NM_181738	chr19(.):12906426-12917694	0.5873
NM_017682	chr19(.):12858406-12874271	0.2722
NM_002229	chr19(.):12897309-12909125	0.8467
NM_031429	chr19(.):12931295-12951230	0.2823
NM_006397	chr19(.):12912427-12929462	0.3888
NM_005809	chr19(.):12902633-12917694	0.7135
NM_052850	chr19(.):13059971-13073050	0.3938
NM_001105578	chr19(.):13004893-13035086	0.3827
NM_000159	chr19(.):12996973-13015783	0.4904
NM_004461	chr19(.):13028283-13049558	0.5025
NM_001375	chr19(.):12981024-12997335	0.5889
NM_005053	chr19(.):13051653-13069455	0.5418
NM_006563	chr19(.):12990236-13003017	0.9523
NM_152654	chr19(.):13075431-13090567	0.4458
NM_004343	chr19(.):13044413-13060304	0.7437
NM_017722	chr19(.):13210713-13232463	0.4973
NM_001136035	chr19(.):13210713-13232563	0.4956
NM_005583	chr19(.):13204843-13218974	0.5681
NM_003765	chr19(.):13250223-13265987	0.4692
NM_004907	chr19(.):13256281-13270718	0.5126
NM_023072	chr19(.):13901273-13948044	0.313
NR_029613	chr19(.):13980512-13990622	0.2567
NR_036515	chr19(.):13940329-13952103	0.7928
NM_001098622	chr19(.):13982949-13996571	0.5161
NR_030179	chr19(.):13980688-13990825	0.2681
NR_029497	chr19(.):13942100-13952173	0.8896
NR_029495	chr19(.):13942400-13952473	0.9307
NR_029501	chr19(.):13942253-13952331	0.91
NM_080864	chr19(.):14134016-14146783	0.3577
NM_207518	chr19(.):14197506-14229992	0.3274
NM_002730	chr19(.):14197506-14233559	0.3144
NM_001145028	chr19(.):14159178-14174971	0.2248
NM_138352	chr19(.):14194228-14206232	0.2795
NR_024282	chr19(.):14178820-14190874	0.5136
NM_005370	chr19(.):16217489-16249445	0.594
NM_001145160	chr19(.):16173316-16218813	0.4152
NR_024335	chr19(.):16139522-16157918	0.1947
NR_024336	chr19(.):16140288-16157918	0.198
NM_003290	chr19(.):16182134-16218813	0.4298
NM_032493	chr19(.):16303664-16351156	0.1933
NM_054113	chr19(.):16267178-16289286	0.3831
NM_014077	chr19(.):16291234-16307857	0.3049
NM_016270	chr19(.):16430650-16443339	1.0029
NM_024881	chr19(.):16655647-16688193	0.2375
NM_004831	chr19(.):16680717-16744015	0.4695
NM_031941	chr19(.):17355848-17380544	0.3175
NM_024527	chr19(.):17397939-17419282	0.4371
NM_152363	chr19(.):17387453-17403454	0.266
NM_014173	chr19(.):17373231-17395162	0.2924
NM_023937	chr19(.):17411476-17422652	0.7554
NM_001128855	chr19(.):17443325-17458539	0.7098
NM_020959	chr19(.):17429031-17450638	0.5316
NM_001195422	chr19(.):17440790-17458539	0.6442
NM_031310	chr19(.):17457263-17493137	0.2996
NM_153701	chr19(.):18176371-18202697	0.2132
NM_001098818	chr19(.):18313770-18342248	0.3188
NM_005027	chr19(.):18259015-18286343	0.3919
NM_001098819	chr19(.):18313770-18340303	0.3266
NM_001145305	chr19(.):18362905-18390319	0.3334
NR_036155	chr19(.):18387886-18397971	0.7365
NM_012321	chr19(.):18412716-18439001	0.4238
NM_005354	chr19(.):18385562-18397432	0.7364
NR_036575	chr19(.):18355759-18371229	0.2625
NM_001145724	chr19(.):19035009-19054858	0.3447
NM_001145722	chr19(.):19035009-19056113	0.3562
NM_001145721	chr19(.):19035009-19056161	0.3565
NR_027297	chr19(.):19035009-19055444	0.3536
NM_007263	chr19(.):19005322-19035199	0.3648
NM_004838	chr19(.):19035009-19057041	0.3605
NM_019070	chr19(.):19025483-19044442	0.4551
NM_015925	chr19(.):35734558-35763867	0.4779
NM_152481	chr19(.):35710703-35724628	0.1722
NM_001863	chr19(.):36134124-36154686	0.418
NM_007000	chr19(.):36152714-36174367	0.1856
NM_014209	chr19(.):36127646-36140773	0.6417
NM_015302	chr19(.):36098645-36121251	0.3092
NM_024321	chr19(.):36114979-36133587	0.2773
NM_144987	chr19(.):36228427-36241336	0.7797
NM_019104	chr19(.):36234511-36250420	0.5299
NM_144617	chr19(.):36240469-36252930	0.3183
NM_052948	chr19(.):36261416-36284724	0.2057
NM_024660	chr19(.):36225150-36238351	0.6674
NM_014727	chr19(.):36203920-36234779	0.4284
NM_014383	chr19(.):36198829-36212940	0.4103
NM_001039887	chr19(.):36244043-36265077	0.2482
NM_172341	chr19(.):36231493-36242903	0.794
NM_006149	chr19(.):39287310-39308740	0.1639
NM_012237	chr19(.):39364194-39395463	0.351
NM_001005335	chr19(.):39322027-39347979	0.4858
NM_001001716	chr19(.):39385614-39404534	0.3198
NM_001533	chr19(.):39322027-39345617	0.4903
NM_001193286	chr19(.):39364194-39395502	0.3507
NR_034146	chr19(.):39364194-39389795	0.284
NM_001195833	chr19(.):39353471-39373919	0.3168
NM_003407	chr19(.):39892486-39905045	1.6134
NM_003169	chr19(.):39931287-39972308	0.3287
NM_001130825	chr19(.):39931185-39972308	0.33
NM_019088	chr19(.):39871269-39886679	0.3525
NM_017592	chr19(.):39876962-39896203	0.9029
NM_001020	chr19(.):39918846-39931618	0.599
NM_022835	chr19(.):39898749-39924055	0.5764
NM_138392	chr19(.):41077756-41102305	0.2083
NM_001042544	chr19(.):41098140-41140725	0.4225
NM_001042545	chr19(.):41102276-41140725	0.4432
NM_003573	chr19(.):41094071-41140725	0.4016
NM_001098506	chr19(.):42077530-42098197	0.1845
NM_014297	chr19(.):44005870-44036396	0.2751
NM_198850	chr19(.):43974254-44013985	0.1835
NM_001193622	chr19(.):44079695-44091256	0.2646
NM_001193621	chr19(.):44075951-44091256	0.2727
NM_006297	chr19(.):44042463-44084730	0.182
NM_001039213	chr19(.):45197420-45218986	0.2338
NM_012116	chr19(.):45276125-45308903	0.235
NM_005178	chr19(.):45246977-45268301	0.4736
NM_000400	chr19(.):45849648-45878845	0.2319
NM_001114171	chr19(.):45966252-45983437	0.6117
NM_206901	chr19(.):45983549-46001474	0.3572
NM_012099	chr19(.):45904466-45919024	0.5222
NM_001983	chr19(.):45905590-45932177	0.6419
NM_005619	chr19(.):45983549-46005311	0.3447
NM_202001	chr19(.):45911691-45931820	0.5357
NM_206900	chr19(.):45983549-46005313	0.3446
NM_001080401	chr19(.):45996730-46010764	0.5122
NM_006663	chr19(.):45877891-45913312	0.3015
NM_001142502	chr19(.):45877891-45914607	0.2977
NM_003370	chr19(.):46005687-46035240	0.3822
NM_005282	chr19(.):46088022-46110466	0.2518
NM_004597	chr19(.):46185711-46200443	0.5164
NM_017659	chr19(.):46190740-46212248	0.5414
NM_000164	chr19(.):46166501-46190717	0.3636
NR_030372	chr19(.):46173185-46183282	0.3478
NR_029886	chr19(.):46137251-46147345	0.7151
NR_037512	chr19(.):46173189-46183266	0.3481
NM_004497	chr19(.):46362517-46382055	0.3238
NM_004819	chr19(.):46313699-46371548	0.2447
NM_015649	chr19(.):46381865-46394376	0.5616
NM_001029861	chr19(.):46411472-46423036	0.1346
NM_005628	chr19(.):47273139-47296842	0.5207
NM_001145144	chr19(.):47273139-47295545	0.542
NM_013403	chr19(.):47217767-47254720	0.4497
NM_001039885	chr19(.):47244302-47266832	0.3339
NM_001145145	chr19(.):47273139-47293134	0.58
NR_036157	chr19(.):47207549-47217602	0.3252
NR_024258	chr19(.):47328841-47338961	0.1494
NM_178511	chr19(.):47773141-47783980	0.5421
NM_001127240	chr19(.):47719080-47741023	0.6106
NM_014417	chr19(.):47719078-47739451	0.6376
NM_015603	chr19(.):47754730-47780210	0.6028
NR_036159	chr19(.):47725200-47735276	1.0461
NR_036158	chr19(.):47725198-47735278	1.0458
NR_024217	chr19(.):48427074-48437194	0.6211
NR_024224	chr19(.):48422035-48432156	0.6669
NR_024216	chr19(.):48443178-48453300	0.6203
NM_003167	chr19(.):48368722-48394654	0.1341
NR_024217	chr19(.):48453938-48464058	0.5564
NR_024219	chr19(.):48411307-48421427	0.676
NR_024218	chr19(.):48437797-48447917	0.5313
NR_024216	chr19(.):48405934-48416056	0.5896
NR_004436	chr19(.):48416685-48426807	0.4796
NR_004436	chr19(.):48432437-48442559	0.4622
NR_024221	chr19(.):48448552-48458671	0.7503
NM_001128326	chr19(.):48466302-48500427	0.079
NM_022142	chr19(.):48492907-48533410	0.0977
NM_144577	chr19(.):48794708-48828332	0.3418
NM_018273	chr19(.):48830615-48872186	0.426
NM_012451	chr19(.):48862650-48884634	0.5123
NM_001425	chr19(.):48823628-48838810	1.0096
NM_153608	chr19(.):48769653-48795863	0.1808
NM_031485	chr19(.):48944029-48962164	0.3634
NM_000836	chr19(.):48893131-48953188	0.3725
NM_017708	chr19(.):49098856-49121694	0.3016
NM_020126	chr19(.):49117547-49138662	0.4894
NM_001352	chr19(.):49128816-49145639	0.5109
NM_133498	chr19(.):49104999-49115971	0.3077
NM_000979	chr19(.):49113587-49127433	0.514
NM_001217	chr19(.):49136271-49154451	0.6587
NM_000511	chr19(.):49194227-49214191	0.1488
NM_145807	chr19(.):49159663-49181264	0.2152
NM_016246	chr19(.):49311273-49344934	0.3586
NM_014330	chr19(.):49370648-49384319	0.7872
NM_001161354	chr19(.):49335353-49376884	0.326
NM_003323	chr19(.):49379221-49406996	0.3858
NR_000021	chr19(.):49988222-49998304	0.5307
NM_001015	chr19(.):49994633-50007944	0.73
NR_000018	chr19(.):49989431-49999517	0.7713
NM_153329	chr19(.):49951472-49979305	0.4477
NM_001459	chr19(.):49972485-49994488	0.4179
NM_020650	chr19(.):50025874-50051890	0.2655
NM_001136019	chr19(.):50010535-50034685	0.2164
NR_001285	chr19(.):49995975-50006062	0.8676
NR_000020	chr19(.):49988873-49998956	0.619
NR_000019	chr19(.):49989163-49999229	0.708
NM_017916	chr19(.):49944549-49960115	0.5812
NR_026712	chr19(.):49985864-50000096	0.6512
NM_012423	chr19(.):49985864-50000564	0.6516
NM_004107	chr19(.):50011435-50034685	0.2189
NR_029703	chr19(.):49999041-50009125	0.6846
NM_001197122	chr19(.):50157825-50174132	0.4979
NM_001040668	chr19(.):50163398-50182173	0.69
NR_033397	chr19(.):50175495-50196704	0.5161
NM_001101340	chr19(.):50186941-50199247	0.2478
NM_021228	chr19(.):50140381-50166906	0.3791
NM_006270	chr19(.):50133551-50148400	0.484
NM_001171937	chr19(.):50305123-50321567	0.5299
NM_014203	chr19(.):50265179-50315369	0.2383
NM_021733	chr19(.):50238010-50271515	0.2109
NM_001098632	chr19(.):50367296-50385644	0.7602
NM_032375	chr19(.):50367296-50385578	0.7618
NM_001098633	chr19(.):50367296-50385612	0.7613
NM_017432	chr19(.):50349415-50368999	0.349
NM_001168222	chr19(.):50375681-50397007	0.4199
NM_007254	chr19(.):50359459-50375822	0.6155
NM_152899	chr19(.):50387913-50405147	0.3512
NM_012068	chr19(.):50426958-50442193	0.4485
NR_027257	chr19(.):50548936-50575052	0.1011
NR_024227	chr19(.):50590745-50600866	0.3309
NR_024227	chr19(.):50596082-50606203	0.5337
NR_024225	chr19(.):50626658-50636779	0.4199
NR_024225	chr19(.):50615976-50626097	0.4465
NR_024242	chr19(.):50621330-50631451	0.4368
NR_024228	chr19(.):50610624-50620745	0.4562
NR_024228	chr19(.):50605270-50615391	0.5066
NR_024228	chr19(.):50602211-50612332	0.5649
NR_024215	chr19(.):50599147-50609268	0.593
NR_024243	chr19(.):50638458-50648577	0.3822
NR_024230	chr19(.):50637374-50647494	0.4841
NM_152358	chr19(.):50650804-50671538	0.1027
NR_024231	chr19(.):50632001-50642121	0.5784
NM_001083899	chr19(.):55520074-55554632	0.1784
NM_133180	chr19(.):55582220-55604291	0.3463
NM_017729	chr19(.):55586759-55604291	0.2508
NM_017607	chr19(.):55597280-55633927	0.2232
NM_032430	chr19(.):55790533-55828903	0.3545
NM_173804	chr19(.):55733001-55745632	0.2267
NM_001130106	chr19(.):55768590-55796751	0.4882
NM_014931	chr19(.):55736146-55775038	0.4005
NM_152600	chr19(.):56083890-56097211	0.1824
NM_032836	chr19(.):56097736-56115893	0.3781
NM_007279	chr19(.):56160415-56191082	0.5072
NM_207115	chr19(.):56147391-56159836	0.5653
NM_153219	chr19(.):56106729-56119504	0.6263
NM_203374	chr19(.):56127106-56140941	0.2017
NM_016535	chr19(.):56149985-56161989	0.5895
NM_013301	chr19(.):56153953-56169526	0.5936
NM_001163423	chr19(.):56148462-56159836	0.6031
NM_016202	chr19(.):56148417-56159836	0.6008
NM_001130072	chr19(.):56181560-56212133	0.3871
NM_001130071	chr19(.):56182990-56212133	0.3904
NM_001195605	chr19(.):56119958-56134907	0.1714
NM_003818	chr20(.):5102481-5176989	0.1895
NM_001042472	chr20(.):25275849-25376477	0.3336
NM_015600	chr20(.):25270378-25376477	0.3504
NM_001191	chr20(.):30247260-30315656	0.5347
NM_015568	chr20(.):37429347-37556667	0.33
NM_032883	chr20(.):42539781-42703254	0.2608
NM_001098798	chr20(.):42569535-42703254	0.2626
NM_001098797	chr20(.):42538491-42703254	0.2611
NM_000022	chr20(.):43243162-43285376	0.4245
NM_001161841	chr20(.):46281149-46420360	0.2428
NM_018837	chr20(.):46281149-46419808	0.2435
NM_183425	chr20(.):55961462-55989386	0.7034
NM_080618	chr20(.):56067223-56105154	0.1769
NM_199170	chr20(.):56218451-56290625	0.2727
NM_020182	chr20(.):56218451-56290031	0.2739
NM_199171	chr20(.):56218451-56291541	0.2715
NM_002531	chr20(.):61335188-61399123	0.1716
NM_012469	chr20(.):62607430-62669453	0.209
NM_001009923	chr20(.):5075483-5098733	0.2476
NM_002592	chr20(.):5090598-5112268	0.4917
NM_182649	chr20(.):5090598-5105647	0.461
NR_028370	chr20(.):5095231-5105615	0.3303
NM_000214	chr20(.):10613331-10659694	0.2732
NM_013248	chr20(.):23326372-23340408	0.3972
NM_022482	chr20(.):23340020-23358683	0.291
NM_002862	chr20(.):25223705-25283648	0.4617
NM_012112	chr20(.):30321903-30394603	0.1308
NM_182584	chr20(.):31214426-31244783	0.1562
NM_031231	chr20(.):32239892-32267264	0.4242
NM_001024675	chr20(.):32249303-32261331	0.5983
NM_080825	chr20(.):32245119-32256720	0.5887
NM_007238	chr20(.):32285549-32313136	0.2196
NM_005225	chr20(.):32258291-32279210	0.3392
NR_024377	chr20(.):34141506-34200484	0.1908
NM_003116	chr20(.):34198808-34213965	0.6343
NM_152930	chr20(.):34208965-34257848	0.1794
NM_003915	chr20(.):34208952-34246831	0.1051
NR_037188	chr20(.):34208952-34257859	0.1794
NM_001198863	chr20(.):34208952-34257878	0.1793
NM_030919	chr20(.):37549954-37586703	0.203
NR_034104	chr20(.):43280091-43305380	0.263
NM_001015885	chr20(.):55921617-55958519	0.1835
NM_003610	chr20(.):55921144-55958519	0.1827
NM_001190472	chr20(.):55928495-55939878	0.0994
NM_001160419	chr20(.):56182946-56200632	0.5437
NM_001160418	chr20(.):56173901-56200632	0.4129
NR_024470	chr20(.):61289378-61302973	0.2679
NM_016354	chr20(.):61268796-61308647	0.4625
NM_001083113	chr20(.):62333793-62372494	0.505
NM_181485	chr20(.):62334379-62372494	0.5097
NM_017806	chr20(.):62362977-62375460	0.5496
NM_003224	chr20(.):62324994-62344355	0.3472
NM_032945	chr20(.):62321287-62335035	0.2464
NM_020062	chr20(.):62366210-62380403	0.4718
NM_003823	chr20(.):62323020-62335035	0.2552
NR_030638	chr20(.):62546212-62556301	0.1138
NR_027287	chr20(.):62579736-62593338	0.5495
NM_001193379	chr20(.):62566181-62587527	0.3208
NM_017859	chr20(.):62566181-62592800	0.399
NM_020713	chr20(.):62583054-62606218	0.433
NR_031735	chr20(.):62567817-62577897	0.2527
NR_030638	chr20(.):62546100-62556189	0.1147
NR_030638	chr20(.):62545849-62555938	0.1111
NR_030638	chr20(.):62545905-62555994	0.1112
NM_080621	chr20(.):62600465-62615995	0.478
NR_030377	chr20(.):62568983-62579079	0.2468
NR_030637	chr20(.):62545777-62555894	0.1114
NR_030639	chr20(.):62545833-62555947	0.1113
NR_030639	chr20(.):62545889-62556003	0.1112
NR_030639	chr20(.):62546084-62556201	0.1153
NM_003253	chr21(.):32485735-32936290	0.1618
NM_001754	chr21(.):36155097-36426595	0.2497
NM_001001890	chr21(.):36155097-36265987	0.3339
NM_016818	chr21(.):43634266-43722354	0.3732
NM_173568	chr21(.):43486425-43568105	0.3543
NM_207174	chr21(.):43635007-43722354	0.3743
NM_207629	chr21(.):43631186-43722354	0.3663
NM_207627	chr21(.):43614798-43722354	0.3379
NM_207628	chr21(.):43614921-43722354	0.3378
NM_001199527	chr21(.):43478067-43568105	0.4969
NM_003683	chr21(.):45204417-45228983	0.5
NM_001122607	chr21(.):36188573-36265987	0.4017
NR_027273	chr21(.):43437112-43450060	0.2572
NR_027243	chr21(.):43517243-43533644	0.4384
NM_000394	chr21(.):44584140-44597913	0.9145
NM_173354	chr21(.):44829397-44852002	0.8187
NR_026960	chr21(.):44864903-44878771	0.3371
NR_026863	chr21(.):44876973-44903103	0.2623
NM_003681	chr21(.):45133977-45187188	0.4361
NM_000100	chr21(.):45188830-45201259	0.6674
NR_026961	chr21(.):45220638-45237448	0.3752
NM_005049	chr21(.):45522207-45556063	0.4246
NM_198155	chr21(.):45548493-45570605	0.9004
NM_000383	chr21(.):45700762-45723102	0.5281
NM_175867	chr21(.):45661222-45687099	0.5754
NM_015259	chr21(.):45641721-45665834	0.6415
NM_000658	chr21(.):45705273-45723110	0.566
NM_002473	chr22(.):36672322-36789063	0.382
NM_004327	chr22(.):23517551-23665224	0.258
NM_014433	chr22(.):23396592-23489241	0.2574
NM_001887	chr22(.):26990361-27018991	0.4849
NM_007194	chr22(.):29078730-29142822	0.1478
NM_002133	chr22(.):35772059-35795207	0.4172
NM_001039141	chr22(.):38087994-38177563	0.2043
NM_001195071	chr22(.):38610297-38673670	0.3665
NM_001195072	chr22(.):38610297-38674040	0.3662
NM_001002880	chr22(.):39047657-39074855	0.2241
NM_000967	chr22(.):39703886-39720670	0.6352
NM_001003406	chr22(.):39961757-40090740	0.1743
NM_001002876	chr22(.):42329740-42348148	0.494
NM_138433	chr22(.):50981461-50994452	0.2617
NM_001178126	chr22(.):23224959-23243013	0.8529
NM_004914	chr22(.):23482512-23511531	0.4656
NM_001024938	chr22(.):24194058-24232725	0.1959
NM_002415	chr22(.):24231564-24242409	0.4829
NM_001024939	chr22(.):24195040-24232725	0.1964
NM_001007468	chr22(.):24124149-24181705	0.2757
NM_001002862	chr22(.):24171689-24186199	0.46
NM_000675	chr22(.):24818529-24843325	0.5855
NR_028484	chr22(.):24820177-24895783	0.2693
NM_001008566	chr22(.):26916713-26966370	0.2305
NM_003595	chr22(.):26916713-26991089	0.3174
NR_031615	chr22(.):26946177-26956289	0.3324
NR_003491	chr22(.):27048445-27077440	0.4031
NM_001886	chr22(.):27012927-27031636	0.2657
NM_172002	chr22(.):29133042-29158496	0.2756
NM_173510	chr22(.):29163661-29190283	0.335
NM_001079539	chr22(.):29185547-29201560	0.7212
NM_005488	chr22(.):35690796-35748987	0.4086
NM_001135729	chr22(.):35690267-35748987	0.4054
NR_037471	chr22(.):35726632-35736751	0.193
NM_006739	chr22(.):35791115-35825495	0.2728
NM_031910	chr22(.):37571205-37589330	0.1662
NM_001051	chr22(.):37597244-37613353	0.2834
NM_013385	chr22(.):37673494-37716389	0.2262
NM_002872	chr22(.):37616309-37645305	0.6746
NM_018957	chr22(.):38030683-38057050	0.3006
NM_024313	chr22(.):38077343-38094485	0.4106
NM_002305	chr22(.):38066612-38080809	0.565
NM_020315	chr22(.):38049736-38067939	0.2546
NM_152221	chr22(.):38681696-38718413	0.4844
NM_001894	chr22(.):38681696-38719089	0.4793
NM_001013647	chr22(.):38969124-39057634	0.1618
NM_004286	chr22(.):39096806-39134592	0.4125
NM_005740	chr22(.):39169512-39195161	0.202
NM_020243	chr22(.):39072953-39085766	0.3098
NM_014876	chr22(.):39076547-39101459	0.4304
NM_015374	chr22(.):39125734-39156947	0.5004
NM_014293	chr22(.):39209456-39245017	0.1656
NM_014292	chr22(.):39255247-39273258	0.6314
NM_001006666	chr22(.):39431672-39445428	0.4433
NM_004900	chr22(.):39373404-39393783	0.5526
NM_001193289	chr22(.):39348526-39393783	0.4379
NM_152426	chr22(.):39412117-39434256	0.4139
NM_014508	chr22(.):39405264-39419825	0.5818
NM_021822	chr22(.):39468009-39488748	0.4571
NM_175709	chr22(.):39521778-39553538	0.4421
NM_181773	chr22(.):39488228-39505072	0.251
NR_000028	chr22(.):39704823-39714916	0.5869
NR_000027	chr22(.):39706217-39716312	0.8486
NR_000026	chr22(.):39707846-39717901	0.8035
NR_002439	chr22(.):39710056-39720118	0.7209
NM_004711	chr22(.):39740953-39786593	0.2619
NM_006116	chr22(.):39790758-39832887	0.3001
NM_153497	chr22(.):39790758-39838132	0.3436
NM_145738	chr22(.):39755174-39779394	0.1846
NM_194326	chr22(.):39920097-39933860	0.7952
NM_019008	chr22(.):39893283-39919137	0.5369
NM_182810	chr22(.):39911568-39923691	0.8694
NM_001098270	chr22(.):39878228-39893199	0.3306
NM_016272	chr22(.):41824491-41848027	0.5155
NM_032758	chr22(.):41850720-41869708	0.2967
NM_001098	chr22(.):41860128-41929993	0.2172
NM_052945	chr22(.):42316035-42327821	0.2945
NM_001110215	chr22(.):42329740-42341223	0.4266
NR_029507	chr22(.):42291947-42302016	0.1908
NM_145733	chr22(.):42367930-42399225	0.2303
NR_024355	chr22(.):42343190-42359946	0.2594
NM_015703	chr22(.):42899340-42920829	0.3663
NR_027786	chr22(.):42891584-42913566	0.2575
NM_014509	chr22(.):42944924-42975388	0.3491
NR_002184	chr22(.):42964265-42983017	0.2537
NM_031454	chr22(.):50634407-50661045	0.282
NM_002751	chr22(.):50697141-50713779	0.3012
NM_002969	chr22(.):50686330-50705089	0.3967
NM_020461	chr22(.):50651117-50688400	0.3525
NM_032019	chr22(.):50678612-50694834	0.6828
NM_001169111	chr22(.):50956996-50969033	0.6814
NM_024866	chr22(.):50915011-50929866	0.2792
NM_002972	chr22(.):50878430-50918464	0.3027
NM_001185011	chr22(.):50941644-50968209	0.4542
NM_001113756	chr22(.):50959181-50973258	0.7674
NM_001113755	chr22(.):50959181-50973514	0.7583
