REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	22_0F28_0229Kronos_MM1S-No-Treatment-2_H3K27me3_hs-dm_i04.bam	36_0EXO_0229Kronos_MM1S-No-Treatment-2_Input_hs_i78.bam
14_MACS_peak_2168_lociStitched	chr1	17565050	17588871	14	19204	22479.8777	2086.7196
13_MACS_peak_30125_lociStitched	chr9	132527793	132551606	13	20451	24898.8728	2602.7608999999998
7_MACS_peak_27079_lociStitched	chr7	44257035	44280792	7	22296	33468.861600000004	2002.7151
15_MACS_peak_28542_lociStitched	chr8	1891114	1914753	15	19522	23225.3175	1763.4694
8_MACS_peak_29012_lociStitched	chr8	142333097	142356660	8	22635	28131.8657	2092.3944
11_MACS_peak_11248_lociStitched	chr17	700123	723649	11	18307	24459.982200000002	1955.0105999999998
6_MACS_peak_1067_lociStitched	chr1	6210891	6234387	6	22768	28820.1936	2171.0304
14_MACS_peak_31573_lociStitched	chr9	138934481	138957970	14	17377	22732.6542	1111.0297
10_MACS_peak_26393_lociStitched	chr6	34041419	34064897	10	21978	23276.0892	2028.4992000000002
4_MACS_peak_12244_lociStitched	chr17	36716212	36739684	4	23253	38160.7776	2441.0879999999997
6_MACS_peak_14822_lociStitched	chr19	3360447	3383824	6	22720	28676.565899999998	2531.7291
4_MACS_peak_11821_lociStitched	chr17	7958136	7981470	4	22513	31146.2232	3122.0892
9_MACS_peak_30464_lociStitched	chr9	135071789	135094991	9	21310	24826.140000000003	2030.175
15_MACS_peak_13992_lociStitched	chr17	77870469	77893669	15	19364	22810.239999999998	2243.44
11_MACS_peak_17532_lociStitched	chr19	45367847	45391014	11	20946	26899.203700000002	2379.2509
6_MACS_peak_9942_lociStitched	chr16	1567564	1590671	6	21623	30505.8614	1693.7431000000001
12_MACS_peak_2107_lociStitched	chr1	17441177	17464279	12	19464	22958.7676	2365.6448
7_MACS_peak_30253_lociStitched	chr9	133290324	133313359	7	20542	24179.839500000002	1847.407
9_MACS_peak_22584_lociStitched	chr22	42693603	42716454	9	20734	25837.6257	1940.0499
13_MACS_peak_13679_lociStitched	chr17	76604193	76627013	13	19668	23178.274	2046.954
2_MACS_peak_6233_lociStitched	chr11	2426304	2449031	2	21787	41138.142700000004	1995.4306000000001
10_MACS_peak_131_lociStitched	chr1	1512208	1534737	10	20936	24685.025299999998	2498.4661
12_MACS_peak_20747_lociStitched	chr20	61958287	61980782	12	19645	23581.5085	1986.3085
7_MACS_peak_13530_lociStitched	chr17	75848529	75871003	7	19826	23788.729	3036.2374
19_MACS_peak_3206_lociStitched	chr1	22939140	22961563	19	18145	20037.192799999997	2096.5505
5_MACS_peak_21246_lociStitched	chr21	44863914	44886296	5	21084	30978.9262	2752.986
13_MACS_peak_31173_lociStitched	chr9	137817750	137840130	13	19570	21522.846	1718.7839999999999
4_MACS_peak_14952_lociStitched	chr19	4218778	4241122	4	21521	31185.5208	3369.4752
8_MACS_peak_29881_lociStitched	chr9	127246321	127268622	8	19864	23828.6185	2020.4706
12_MACS_peak_2588_lociStitched	chr1	18954537	18976826	12	19955	22351.4092	1152.3413
19_MACS_peak_28712_lociStitched	chr8	7870196	7892484	19	18633	21124.5664	2284.52
8_MACS_peak_15156_lociStitched	chr19	5544019	5566296	8	20920	23974.507400000002	2477.2023999999997
10_MACS_peak_18711_lociStitched	chr19	56263482	56285745	10	19147	25760.5173	3245.9454
18_MACS_peak_12428_lociStitched	chr17	41723554	41745778	18	18342	19954.9296	2082.3888
7_MACS_peak_6021_lociStitched	chr11	1702251	1724240	7	20638	27299.343500000003	1770.1145000000001
11_MACS_peak_24534_lociStitched	chr4	3642104	3664069	11	19550	21308.246499999997	1621.017
6_MACS_peak_9559_lociStitched	chr15	78180245	78202170	6	20281	26474.4375	2319.665
8_MACS_peak_20887_lociStitched	chr20	62670458	62692381	8	18623	27758.9026	1913.8779
10_MACS_peak_21148_lociStitched	chr21	43830699	43852605	10	20193	25603.7328	3612.2994
10_MACS_peak_13308_lociStitched	chr17	72629565	72651411	10	17848	21612.247799999997	2960.1330000000003
12_MACS_peak_14050_lociStitched	chr17	78030755	78052519	12	18072	22229.749600000003	1936.9959999999999
5_MACS_peak_11391_lociStitched	chr17	1193344	1215044	5	20469	25200.21	3166.03
5_MACS_peak_21183_lociStitched	chr21	44033057	44054756	5	19646	27833.3073	3302.5878000000002
14_MACS_peak_14789_lociStitched	chr19	3288194	3309853	14	18059	20913.9304	2304.5175999999997
12_MACS_peak_17765_lociStitched	chr19	46980342	47001975	12	19137	25492.327199999996	1910.1939
7_MACS_peak_11438_lociStitched	chr17	1877997	1899626	7	19735	24479.7022	2147.7597
3_MACS_peak_24208_lociStitched	chr3	128195174	128216794	3	20804	34873.06	2058.224
5_MACS_peak_30764_lociStitched	chr9	136344705	136366307	5	20571	27976.7502	2047.8696
8_MACS_peak_640_lociStitched	chr1	3198773	3220374	8	20122	21737.0863	1341.4221
19_MACS_peak_16876_lociStitched	chr19	36282952	36304536	19	14960	18182.3616	2015.9456
12_MACS_peak_30671_lociStitched	chr9	136038618	136060148	12	17601	20776.45	1808.5200000000002
13_MACS_peak_15427_lociStitched	chr19	7767309	7788828	13	17559	20096.5941	2433.7989000000002
9_MACS_peak_773_lociStitched	chr1	3667169	3688673	9	19151	24794.112	1681.6128
15_MACS_peak_24566_lociStitched	chr4	3702327	3723800	15	16487	19083.0551	1646.9791
8_MACS_peak_9650_lociStitched	chr15	91192343	91213812	8	18357	28319.757899999997	3188.1465
5_MACS_peak_9195_lociStitched	chr15	42152675	42174125	5	19422	26488.605000000003	1866.1499999999999
13_MACS_peak_13205_lociStitched	chr17	72364749	72386130	13	17522	20339.745300000002	2024.7807
6_MACS_peak_21546_lociStitched	chr21	46986950	47008304	6	19219	25885.318799999997	2455.71
6_MACS_peak_9741_lociStitched	chr16	792438	813787	6	20534	27032.1038	2237.3752
15_MACS_peak_23797_lociStitched	chr3	13668794	13690089	15	18818	20849.9345	1724.895
10_MACS_peak_1594_lociStitched	chr1	10699850	10721105	10	19356	25610.149500000003	1696.149
9_MACS_peak_5992_lociStitched	chr11	1591617	1612867	9	19793	23787.25	1878.5000000000002
8_MACS_peak_14062_lociStitched	chr17	78053861	78075090	8	19580	25105.4154	2163.2351
6_MACS_peak_23368_lociStitched	chr22	46336016	46357230	6	20413	24107.589600000003	1584.6858
5_MACS_peak_31739_lociStitched	chr9	140049485	140070615	5	19618	31082.230000000003	1884.796
5_MACS_peak_64_lociStitched	chr1	1052569	1073654	5	20162	32449.815	2051.5705
10_MACS_peak_5736_lociStitched	chr10	135048571	135069621	10	19266	23834.915	1690.3149999999998
10_MACS_peak_12970_lociStitched	chr17	61552053	61573101	10	19406	24076.8072	1810.128
16_MACS_peak_2284_lociStitched	chr1	17884995	17905972	16	17369	19269.4722	2013.7920000000001
12_MACS_peak_23275_lociStitched	chr22	45906268	45927228	12	16579	18773.872	1555.232
13_MACS_peak_28644_lociStitched	chr8	7423488	7444406	13	17505	19426.546599999998	2376.2848000000004
6_MACS_peak_1081_lociStitched	chr1	6299087	6319952	6	19435	26982.618	1806.9089999999999
2_MACS_peak_16529_lociStitched	chr19	18708569	18729427	2	20355	33437.4598	1952.3088
9_MACS_peak_14085_lociStitched	chr17	78148778	78169631	9	18739	20827.9764	1937.2437
7_MACS_peak_9732_lociStitched	chr16	741201	762053	7	19466	28275.312	1647.308
7_MACS_peak_9394_lociStitched	chr15	74587958	74608800	7	19045	22284.266399999997	2175.9048000000003
5_MACS_peak_5854_lociStitched	chr11	843032	863852	5	19059	28046.622	1919.604
8_MACS_peak_14213_lociStitched	chr17	79452601	79473396	8	18986	24748.1295	2129.408
15_MACS_peak_26514_lociStitched	chr6	44236319	44257110	15	14323	17992.5314	2020.8852
7_MACS_peak_14304_lociStitched	chr17	81061695	81082484	7	18259	23144.3937	1916.7458000000001
11_MACS_peak_15756_lociStitched	chr19	11391299	11412082	11	18744	22372.8995	1991.0113999999999
6_MACS_peak_24372_lociStitched	chr3	195528317	195549058	6	19957	26432.3304	2536.6243
11_MACS_peak_6736_lociStitched	chr11	64399007	64419732	11	17934	20642.1	1811.365
16_MACS_peak_9406_lociStitched	chr15	74615779	74636479	16	14959	17514.27	1763.6399999999999
8_MACS_peak_11637_lociStitched	chr17	6994558	7015244	8	19193	22442.2414	2232.0194
17_MACS_peak_31414_lociStitched	chr9	138344487	138365165	17	16308	17781.0122	1544.6466
4_MACS_peak_46_lociStitched	chr1	955545	976219	4	20382	31296.3012	1589.8306
8_MACS_peak_23307_lociStitched	chr22	45969565	45990222	8	17859	22499.6044	1640.1658
5_MACS_peak_1872_lociStitched	chr1	11757316	11777940	5	19328	26631.7712	2037.6512
10_MACS_peak_31729_lociStitched	chr9	140022557	140043146	10	17036	21391.970999999998	1556.5284
5_MACS_peak_8439_lociStitched	chr12	54413484	54434070	5	19790	28344.863400000002	1828.0368
8_MACS_peak_19285_lociStitched	chr2	220298433	220318960	8	18430	25172.2601	1968.5393
7_MACS_peak_9987_lociStitched	chr16	2232473	2252989	7	18025	27241.144800000002	2014.6712
10_MACS_peak_15078_lociStitched	chr19	5319743	5340235	10	19358	22797.350000000002	2143.4632
7_MACS_peak_15459_lociStitched	chr19	7850239	7870713	7	19621	24761.2556	2962.5878
9_MACS_peak_21409_lociStitched	chr21	46114899	46135337	9	18973	24680.9288	1970.2232
12_MACS_peak_6120_lociStitched	chr11	2106029	2126454	12	17941	19916.4175	1582.9375
13_MACS_peak_14037_lociStitched	chr17	78008299	78028712	13	17474	20813.094800000003	1824.9222
12_MACS_peak_20697_lociStitched	chr20	61745393	61765806	12	16573	19478.084600000002	1633.04
13_MACS_peak_21968_lociStitched	chr22	23860461	23880860	13	16940	21045.6483	2035.8201999999999
14_MACS_peak_1563_lociStitched	chr1	9707570	9727963	14	17266	20017.7688	1598.8111999999999
15_MACS_peak_23601_lociStitched	chr22	50496845	50517204	15	14340	17478.2015	1486.2069999999999
14_MACS_peak_6479_lociStitched	chr11	61360579	61380925	14	15840	18610.4862	1611.4032000000002
6_MACS_peak_13695_lociStitched	chr17	77015563	77035807	6	19427	30029.9496	2062.8636
8_MACS_peak_13977_lociStitched	chr17	77828046	77848284	8	18288	22306.3236	1906.4196000000002
6_MACS_peak_22457_lociStitched	chr22	38844510	38864734	6	17999	21983.487999999998	2392.4992
4_MACS_peak_30473_lociStitched	chr9	135096382	135116596	4	19734	25330.1634	2110.3416
5_MACS_peak_20556_lociStitched	chr20	60783786	60803943	5	18056	25575.2016	1697.2194
11_MACS_peak_20664_lociStitched	chr20	61651369	61671442	11	18289	22646.358600000003	1507.4823
5_MACS_peak_27439_lociStitched	chr7	100805783	100825822	5	19041	28665.789500000003	2286.4499
15_MACS_peak_17750_lociStitched	chr19	46958773	46978781	15	16440	18957.58	1560.624
13_MACS_peak_17132_lociStitched	chr19	39986952	40006930	13	17822	22065.701	2165.6151999999997
14_MACS_peak_5944_lociStitched	chr11	1387060	1406989	14	17637	19649.994	1538.5188
10_MACS_peak_30442_lociStitched	chr9	134999316	135019176	10	17276	19881.846	1962.168
5_MACS_peak_28994_lociStitched	chr8	142061432	142081257	5	17971	23173.4425	2043.9575
9_MACS_peak_19250_lociStitched	chr2	219877968	219897791	9	17788	21174.9286	1962.477
11_MACS_peak_13840_lociStitched	chr17	77458859	77478618	11	15971	19510.0366	1841.5388
3_MACS_peak_20902_lociStitched	chr20	62729406	62749150	3	19432	28767.008	1820.3968
12_MACS_peak_9953_lociStitched	chr16	1955535	1975178	12	15709	22426.413099999998	1822.8703999999998
6_MACS_peak_5370_lociStitched	chr10	102974495	102994065	6	17596	23810.819	1896.333
6_MACS_peak_21434_lociStitched	chr21	46246686	46266248	6	17887	25272.147800000002	2320.0532
7_MACS_peak_12343_lociStitched	chr17	39766479	39786021	7	18025	22209.483	1649.3448
6_MACS_peak_22593_lociStitched	chr22	42719597	42739137	6	18852	22732.836	1811.3580000000002
11_MACS_peak_13545_lociStitched	chr17	75908568	75928103	11	16952	19531.093	2037.5005
8_MACS_peak_8655_lociStitched	chr13	113606407	113625916	8	17786	20578.0932	1660.2159
13_MACS_peak_30573_lociStitched	chr9	135591450	135610959	13	15142	17288.875799999998	1525.6038
4_MACS_peak_13599_lociStitched	chr17	76352970	76372462	4	18555	28746.801600000003	2146.0692
12_MACS_peak_8313_lociStitched	chr12	52698365	52717791	12	14890	17271.6566	1950.3704
5_MACS_peak_4871_lociStitched	chr10	11745047	11764426	5	17100	27595.696	2604.5375999999997
9_MACS_peak_6470_lociStitched	chr11	61340197	61359568	9	17194	21087.2706	1694.9624999999999
6_MACS_peak_11701_lociStitched	chr17	7184975	7204336	6	16903	27819.820900000002	2178.1125
7_MACS_peak_8230_lociStitched	chr12	52224533	52243886	7	17468	19782.6366	1840.4703000000002
6_MACS_peak_27473_lociStitched	chr7	100927639	100946986	6	18362	20788.3515	2166.864
10_MACS_peak_26795_lociStitched	chr7	1459427	1478772	10	17143	20012.4025	1644.325
16_MACS_peak_6611_lociStitched	chr11	64146186	64165517	16	14269	16367.5577	1527.1490000000001
5_MACS_peak_5905_lociStitched	chr11	1212736	1232058	5	18053	23632.7382	1744.7766000000001
18_MACS_peak_4941_lociStitched	chr10	71409135	71428450	18	13555	16500.8045	1448.625
8_MACS_peak_21085_lociStitched	chr21	43158064	43177342	8	18129	22323.924	2282.5152000000003
2_MACS_peak_10071_lociStitched	chr16	3033845	3053079	2	19208	31303.335	2033.0338000000002
9_MACS_peak_12799_lociStitched	chr17	47594247	47613440	9	16181	18907.0243	2274.3705
16_MACS_peak_20923_lociStitched	chr20	62790916	62810108	16	13517	15591.5808	1696.5728000000001
19_MACS_peak_24594_lociStitched	chr4	3744784	3763944	19	13904	16006.264000000001	1567.288
5_MACS_peak_6553_lociStitched	chr11	61515476	61534569	5	18872	24721.6164	2008.5836
9_MACS_peak_14247_lociStitched	chr17	79907578	79926638	9	15639	22284.952	1833.572
14_MACS_peak_9353_lociStitched	chr15	74508459	74527462	14	15339	16057.535	1809.0856
4_MACS_peak_21428_lociStitched	chr21	46164245	46183232	4	18220	25759.6629	2158.8219
11_MACS_peak_325_lociStitched	chr1	2417104	2436080	11	15631	19879.2576	1170.8192
7_MACS_peak_28794_lociStitched	chr8	22003123	22022033	7	18080	25290.233999999997	2049.844
5_MACS_peak_9994_lociStitched	chr16	2325034	2343867	5	18418	26953.7896	2064.0968000000003
8_MACS_peak_20713_lociStitched	chr20	61779793	61798544	8	16426	19671.6741	1258.1921000000002
10_MACS_peak_25270_lociStitched	chr4	8591757	8610506	10	16558	19138.979199999998	1297.4307999999999
11_MACS_peak_1994_lociStitched	chr1	16492835	16511581	11	16446	19122.7946	1767.7477999999999
8_MACS_peak_14867_lociStitched	chr19	3707768	3726514	8	17555	25089.6464	2811.9
9_MACS_peak_21734_lociStitched	chr22	19689874	19708604	9	16841	19310.629999999997	1436.5910000000001
5_MACS_peak_15454_lociStitched	chr19	7830207	7848932	5	17413	20569.412500000002	2758.1924999999997
13_MACS_peak_176_lociStitched	chr1	1914738	1933450	13	15276	17909.2552	1584.9063999999998
10_MACS_peak_23345_lociStitched	chr22	46289825	46308489	10	16507	19539.3416	1313.9456
9_MACS_peak_20869_lociStitched	chr20	62448084	62466744	9	16765	19818.786	1703.6580000000001
15_MACS_peak_13779_lociStitched	chr17	77308429	77327081	15	14343	16161.958	1604.072
13_MACS_peak_2074_lociStitched	chr1	17381594	17400244	13	15022	16818.57	1969.44
11_MACS_peak_17885_lociStitched	chr19	48211283	48229933	11	15424	18435.525	1743.775
12_MACS_peak_29642_lociStitched	chr8	145093680	145112327	12	17337	20543.399899999997	1514.1363999999999
9_MACS_peak_13877_lociStitched	chr17	77527839	77546461	9	15279	18258.871	1527.0040000000001
8_MACS_peak_14070_lociStitched	chr17	78080525	78099146	8	16204	20289.4416	1603.2681
9_MACS_peak_14102_lociStitched	chr17	78409352	78427959	9	17527	20361.6401	1730.451
3_MACS_peak_14875_lociStitched	chr19	3728203	3746764	3	18146	27342.2091	2435.2032000000004
7_MACS_peak_6092_lociStitched	chr11	1916985	1935531	7	16873	21531.906	1544.8817999999999
4_MACS_peak_30310_lociStitched	chr9	133526009	133544550	4	17643	24475.9741	1403.5537000000002
10_MACS_peak_29360_lociStitched	chr8	143655052	143673581	10	15113	17146.7366	1234.0314
3_MACS_peak_6076_lociStitched	chr11	1840244	1858758	3	18108	26293.582799999996	1582.9470000000001
5_MACS_peak_21293_lociStitched	chr21	45699018	45717514	5	18106	31986.9824	2095.5968
8_MACS_peak_27355_lociStitched	chr7	100414400	100432891	8	16340	20271.6833	1767.7396
4_MACS_peak_11778_lociStitched	chr17	7718095	7736541	4	17356	23396.9064	2326.0406
7_MACS_peak_13643_lociStitched	chr17	76517865	76536291	7	16453	19533.4026	1689.6642000000002
6_MACS_peak_20741_lociStitched	chr20	61938392	61956805	6	18042	21563.4643	948.2695
3_MACS_peak_20825_lociStitched	chr20	62170189	62188597	3	18152	28795.6344	1618.0632
8_MACS_peak_21599_lociStitched	chr21	47405073	47423434	8	16574	24633.117599999998	1608.4235999999999
8_MACS_peak_668_lociStitched	chr1	3267804	3286140	8	16597	18361.670400000003	867.2928
6_MACS_peak_15581_lociStitched	chr19	8391646	8409967	6	17186	23309.8083	2768.3031
14_MACS_peak_626_lociStitched	chr1	3179278	3197596	14	13781	15810.2658	1078.9302
7_MACS_peak_31142_lociStitched	chr9	137698979	137717289	7	16504	20186.775	1360.433
9_MACS_peak_5872_lociStitched	chr11	1071111	1089415	9	15902	20438.2464	1317.888
12_MACS_peak_30288_lociStitched	chr9	133401707	133419919	12	13439	16889.8088	1289.4096
10_MACS_peak_23325_lociStitched	chr22	46024324	46042504	10	13838	16320.186000000002	1458.0359999999998
8_MACS_peak_113_lociStitched	chr1	1356475	1374625	8	15682	20783.565	1381.215
10_MACS_peak_11381_lociStitched	chr17	1172716	1190854	10	15495	20225.6838	1973.4144
5_MACS_peak_26683_lociStitched	chr7	1217546	1235657	5	16381	18967.650299999998	1573.8459
8_MACS_peak_1555_lociStitched	chr1	9683941	9702040	8	17499	21519.711	2113.9632
9_MACS_peak_23667_lociStitched	chr22	51034132	51052210	9	16053	22908.441600000002	1628.8278
7_MACS_peak_6250_lociStitched	chr11	3208874	3226925	7	16367	22913.939400000003	1537.9451999999999
5_MACS_peak_30164_lociStitched	chr9	132965453	132983463	5	17331	20099.160000000003	1255.297
9_MACS_peak_13701_lociStitched	chr17	77036835	77054821	9	14400	19016.5978	2311.201
8_MACS_peak_26918_lociStitched	chr7	2714032	2732008	8	16220	19854.492000000002	1589.0784
9_MACS_peak_29738_lociStitched	chr9	34562500	34580469	9	15538	18423.615700000002	1827.4473
4_MACS_peak_31128_lociStitched	chr9	137661898	137679860	4	17428	20812.5694	1275.302
4_MACS_peak_9934_lociStitched	chr16	1475771	1493719	4	17155	26485.8636	1469.9412
7_MACS_peak_5054_lociStitched	chr10	73045083	73062965	7	16749	19627.283199999998	1886.551
12_MACS_peak_11136_lociStitched	chr17	3	17875	12	13456	15339.5376	1461.9296
8_MACS_peak_14856_lociStitched	chr19	3581445	3599266	8	16297	24856.7308	2240.0997
8_MACS_peak_4560_lociStitched	chr1	202154007	202171797	8	16818	26272.271999999997	2958.477
15_MACS_peak_30823_lociStitched	chr9	136495734	136513513	15	15180	17037.615700000002	1178.7477
5_MACS_peak_20688_lociStitched	chr20	61713729	61731408	5	16267	19420.3815	1145.5991999999999
8_MACS_peak_17558_lociStitched	chr19	45714484	45732156	8	15042	18408.9224	1632.8927999999999
15_MACS_peak_2339_lociStitched	chr1	17982342	17999998	15	13078	15034.084	1190.0144
4_MACS_peak_1110_lociStitched	chr1	6554551	6572202	4	16895	27855.043100000003	1609.7712000000001
3_MACS_peak_14595_lociStitched	chr19	2299195	2316840	3	17044	26608.66	2775.5585
4_MACS_peak_12704_lociStitched	chr17	46691045	46708677	4	15934	26097.123199999998	1932.4672
6_MACS_peak_11432_lociStitched	chr17	1859230	1876775	6	16557	21350.5105	1535.1875
5_MACS_peak_720_lociStitched	chr1	3369266	3386765	5	16774	21313.782	1167.1833
7_MACS_peak_21574_lociStitched	chr21	47357607	47375099	7	16609	22839.3044	1652.994
11_MACS_peak_13187_lociStitched	chr17	72334913	72352403	11	14820	17010.774	1367.718
8_MACS_peak_517_lociStitched	chr1	2986418	3003891	8	15335	16538.1945	758.3282
11_MACS_peak_31935_lociStitched	chrX	152798650	152816122	11	12391	14475.552	898.0608
7_MACS_peak_9875_lociStitched	chr16	1123402	1140824	7	14139	16449.8524	1191.6648
2_MACS_peak_2042_lociStitched	chr1	17011929	17029339	2	17253	51805.196	3602.129
7_MACS_peak_4425_lociStitched	chr1	158121635	158139001	7	16299	20582.1832	3111.9872
6_MACS_peak_23962_lociStitched	chr3	48615514	48632793	6	16579	22340.019099999998	1947.3433
12_MACS_peak_401_lociStitched	chr1	2716281	2733548	12	13228	15409.0708	963.4986
6_MACS_peak_31546_lociStitched	chr9	138864973	138882240	6	15754	19102.4821	1155.1623
7_MACS_peak_19775_lociStitched	chr20	43318430	43335689	7	15411	17588.6469	2153.9231999999997
13_MACS_peak_2923_lociStitched	chr1	20867053	20884300	13	13267	15327.4089	1543.6064999999999
7_MACS_peak_11762_lociStitched	chr17	7676004	7693240	7	15793	17959.912	1902.8544
