REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X22_0F28_0229Kronos_MM1S.No.Treatment.2_H3K27me3_hs.dm_i04.bam	X36_0EXO_0229Kronos_MM1S.No.Treatment.2_Input_hs_i78.bam	enhancerRank	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	TOP_GENE	TSS_SIGNAL	enhancerRank	isStretch
10_MACS_peak_12728_lociStitched	chr17	47035518	47051226	10	13633	16735.3032	1858.2564	586	GIP	UBE2Z,IGF2BP1,SNF8	GIP	GIP	0.8105	586	1
1_MACS_peak_14238_lociStitched	chr17	79759021	79772641	1	13621	28551.606	1254.402	587	GCGR	FAM195B,DYSFIP1,P4HB	GCGR	GCGR	1.4778	587	1
9_MACS_peak_6459_lociStitched	chr11	61312387	61329006	9	13586	16057.2778	1145.0491	588	SYT7	LRRC10B	SYT7	SYT7	0.9410000000000001	588	1
12_MACS_peak_24582_lociStitched	chr4	3726808	3743457	12	13560	14909.1795	1108.8234	589		ADRA2C,LOC100133461	ADRA2C	LOC100133461	0.7371000000000001	589	1
4_MACS_peak_12742_lociStitched	chr17	47071074	47085713	4	13555	17666.3452	1553.1979	590	IGF2BP1	SNF8,GIP	IGF2BP1	GIP	0.8105	590	1
18_MACS_peak_4941_lociStitched	chr10	71409135	71428450	18	13555	16500.8045	1448.625	591		C10orf35	C10orf35	C10orf35	0.08420000000000001	591	1
5_MACS_peak_26419_lociStitched	chr6	34101069	34114924	5	13536	15622.898	1364.7175	592	GRM4		GRM4	GRM4	0.8816999999999999	592	1
5_MACS_peak_7771_lociStitched	chr11	119210386	119224767	5	13536	19467.5597	1612.1101	593	C1QTNF5	RNF26,LOC100499227,MCAM,USP2	C1QTNF5	C1QTNF5	0.9510000000000001	593	1
7_MACS_peak_17625_lociStitched	chr19	46366532	46381366	7	13529	17008.6644	1459.6656	594	FOXA3,SYMPK	RSPH6A,IRF2BP1,MYPOP,NANOS2	FOXA3	FOXA3	0.8046	594	1
16_MACS_peak_20923_lociStitched	chr20	62790916	62810108	16	13517	15591.5808	1696.5728	595	MYT1		MYT1	MYT1	0.9695	595	1
1_MACS_peak_12227_lociStitched	chr17	36283804	36297317	1	13514	26266.5694	3991.7402	596	TBC1D3,TBC1D3F	LOC284100	TBC1D3	TBC1D3	1.1593	596	1
8_MACS_peak_24833_lociStitched	chr4	7146199	7161026	8	13513	14134.5791	1203.9524	597		SORCS2,FLJ36777	SORCS2	FLJ36777	0.6517	597	1
8_MACS_peak_5980_lociStitched	chr11	1463573	1478142	8	13460	16519.7891	958.6402	598	BRSK2	MOB2	MOB2	MOB2	0.7211	598	1
12_MACS_peak_11136_lociStitched	chr17	3	17875	12	13456	15339.5376	1461.9296	599	DOC2B		DOC2B	DOC2B	0.6846000000000001	599	1
4_MACS_peak_13538_lociStitched	chr17	75876068	75891093	4	13453	18581.4175	1962.265	600	FLJ45079		FLJ45079	FLJ45079	0.8101	600	1
6_MACS_peak_2036_lociStitched	chr1	16993351	17007850	6	13443	17856.9684	4254.0066	601	MIR3675	MST1P2,CROCCP2,ESPNP	MST1P2	ESPNP	2.4652	601	1
4_MACS_peak_11419_lociStitched	chr17	1811132	1825647	4	13443	15628.3005	1683.74	602			RPA1	RPA1	NONE	602	1
12_MACS_peak_30288_lociStitched	chr9	133401707	133419919	12	13439	16889.8088	1289.4096	603		FUBP3,LOC100272217	LOC100272217	LOC100272217	0.08850000000000001	603	1
6_MACS_peak_29659_lociStitched	chr8	145557511	145572254	6	13418	16675.8073	1244.3092	604	SCRT1	HSF1,GPR172A,ADCK5,BOP1,DGAT1,C8ORFK29,FBXL6,MIR939	SCRT1	SCRT1	0.8374	604	1
7_MACS_peak_25437_lociStitched	chr4	48037189	48053885	7	13384	17918.1472	2140.4272	605	NIPAL1	CNGA1	NIPAL1	NIPAL1	0.2039	605	1
5_MACS_peak_5354_lociStitched	chr10	102840635	102855167	5	13358	17592.4392	1572.3624	606	TLX1NB	SFXN3,KAZALD1,TLX1,PDZD7	KAZALD1	TLX1	0.9653999999999999	606	1
11_MACS_peak_13227_lociStitched	chr17	72416628	72433642	11	13345	15598.4352	1318.585	607	GPRC5C	CD300A	GPRC5C	GPRC5C	0.7154	607	1
4_MACS_peak_14161_lociStitched	chr17	79096710	79110614	4	13331	17925.0368	754.9872	608	MIR3065,AATK,MIR657,MIR338,MIR1250	LOC388428	MIR1250	MIR1250	1.2586	608	1
12_MACS_peak_26406_lociStitched	chr6	34080319	34097381	12	13329	16381.2262	1477.5692	609	GRM4		GRM4	GRM4	0.8816999999999999	609	1
7_MACS_peak_30740_lociStitched	chr9	136178349	136192617	7	13327	14934.3156	1306.9488	610		RPL7A,SNORD24,SNORD36B,SNORD36A,SNORD36C,SURF2,ABO,SURF6,MED22,SURF1	SURF6	ABO	0.6817000000000001	610	1
5_MACS_peak_6852_lociStitched	chr11	66167482	66182951	5	13309	16158.9174	1808.3261	611		NPAS4,SLC29A2,MRPL11	NPAS4	SLC29A2	0.8619	611	1
9_MACS_peak_3122_lociStitched	chr1	22639026	22655262	9	13298	14682.2148	1445.004	612			ZBTB40	ZBTB40	NONE	612	1
8_MACS_peak_30795_lociStitched	chr9	136436579	136451393	8	13270	16258.365	1139.1966	613	ADAMTSL2,FAM163B	TMEM8C	FAM163B	TMEM8C	1.1018999999999999	613	1
13_MACS_peak_2923_lociStitched	chr1	20867053	20884300	13	13267	15327.4089	1543.6065	614	FAM43B	CDA,MUL1	FAM43B	FAM43B	0.7949999999999999	614	1
6_MACS_peak_19701_lociStitched	chr20	34958080	34972390	6	13252	14812.281	1196.316	615		DLGAP4	DLGAP4	DLGAP4	0.1708	615	1
3_MACS_peak_12162_lociStitched	chr17	34490681	34504468	3	13250	20887.305	3807.9694	616	TBC1D3B	CCL4L1,CCL3L3,CCL3L1	TBC1D3B	TBC1D3B	0.9118999999999999	616	1
3_MACS_peak_20675_lociStitched	chr20	61672859	61686807	3	13240	17349.9172	1106.0764	617	LOC100144597,LOC63930	HAR1A,BHLHE23,NCRNA00029,HAR1B	LOC100144597	BHLHE23	1.0737999999999999	617	1
5_MACS_peak_15422_lociStitched	chr19	7751587	7765833	5	13238	15710.4888	1611.2226	618	FCER2	STXBP2,RETN,C19orf59,TRAPPC5,CLEC4G,CD209	FCER2	RETN	1.1497	618	1
7_MACS_peak_11771_lociStitched	chr17	7699480	7714038	7	13229	15839.104	1400.4796	619	DNAH2	RPL29P2,KDM6B,TMEM88,CYB5D1,LSMD1	KDM6B	RPL29P2	0.4586	619	1
12_MACS_peak_401_lociStitched	chr1	2716281	2733548	12	13228	15409.0708	963.4986	620			MMEL1	MMEL1	0.7135	620	1
9_MACS_peak_18624_lociStitched	chr19	55873100	55887889	9	13222	18319.1343	1504.0413	621	FAM71E2,IL11	SUV420H2,TMEM190,RPL28,TMEM150B,COX6B2,LOC388564,UBE2S	IL11	IL11	1.0468	621	1
15_MACS_peak_14652_lociStitched	chr19	2973033	2989839	15	13221	14269.9746	1640.2656	622	TLE6	ZNF77,TLE2	TLE6	TLE6	0.6929000000000001	622	1
7_MACS_peak_8210_lociStitched	chr12	50352510	50367209	7	13161	16243.8649	2088.7279	623	AQP2,AQP5,AQP6	LOC283332	AQP5	AQP5	0.912	623	1
6_MACS_peak_28779_lociStitched	chr8	21898228	21912348	6	13154	17006.128	1385.172	624	FGF17,EPB49	NPM2,EPB49,FAM160B2	FGF17	FGF17	0.9992	624	1
10_MACS_peak_21369_lociStitched	chr21	45987501	46003493	10	13130	14938.1272	1722.3384	625	KRTAP10-4,C21orf29,KRTAP10-5	KRTAP10-7,KRTAP10-8,KRTAP10-9,KRTAP10-1,KRTAP10-2,KRTAP10-3,KRTAP10-6	KRTAP10-4	KRTAP10-2	0.8651	625	1
10_MACS_peak_31762_lociStitched	chr9	140227296	140242327	10	13115	14785.9947	1384.3551	626	EXD3	NRARP	NRARP	NRARP	0.9561000000000001	626	1
11_MACS_peak_3295_lociStitched	chr1	23096092	23111897	11	13090	13533.8215	1533.085	627	EPHB2		EPHB2	EPHB2	0.7475999999999999	627	1
15_MACS_peak_2339_lociStitched	chr1	17982342	17999998	15	13078	15034.084	1190.0144	628	ARHGEF10L		ARHGEF10L	ARHGEF10L	0.7215	628	1
12_MACS_peak_26288_lociStitched	chr6	33788188	33802974	12	13041	14661.7976	1267.1602	629		LEMD2,MLN	MLN	MLN	0.754	629	1
10_MACS_peak_31504_lociStitched	chr9	138607209	138623574	10	13006	15620.3925	906.621	630	KCNT1	SOHLH1	KCNT1	SOHLH1	0.9416	630	1
8_MACS_peak_9713_lociStitched	chr16	319187	333850	8	13004	16838.9892	1148.1129	631	ARHGDIG,PDIA2,RGS11	ITFG3,LUC7L	RGS11	RGS11	0.7472	631	1
7_MACS_peak_21106_lociStitched	chr21	43566146	43580616	7	12983	18038.302	2184.97	632		ABCG1,C21orf128	C21orf128	ABCG1	0.29090000000000005	632	1
2_MACS_peak_11746_lociStitched	chr17	7614782	7628055	2	12962	18560.9632	1433.484	633	DNAH2	WRAP53,EFNB3,RPL29P2,TP53	DNAH2	EFNB3	0.9080999999999999	633	1
9_MACS_peak_14479_lociStitched	chr19	544750	558273	9	12926	16737.4171	1672.7951	634	GZMM	MADCAM1,C19orf20,CDC34,BSG,HCN2	GZMM	HCN2	0.8089	634	1
9_MACS_peak_21012_lociStitched	chr21	38066517	38082442	9	12909	16625.7	1527.2075	635	SIM2		SIM2	SIM2	0.3393	635	1
6_MACS_peak_8177_lociStitched	chr12	49370544	49384835	6	12894	21863.8009	2119.3553	636	WNT1	ARF3,WNT10B,DDN,PRKAG1	WNT1	WNT1	1.4115	636	1
13_MACS_peak_5306_lociStitched	chr10	102561716	102576927	13	12884	14054.964	1437.4395	637	PAX2		PAX2	PAX2	0.7066	637	1
2_MACS_peak_14838_lociStitched	chr19	3437936	3450917	2	12881	20403.5358	1584.9801	638	NFIC	C19orf77,DOHH	C19orf77	C19orf77	0.9604999999999999	638	1
6_MACS_peak_21259_lociStitched	chr21	45243540	45257718	6	12879	14932.2696	2132.3712	639		RRP1,AGPAT3,CSTB,LOC284837	LOC284837	LOC284837	0.07189999999999999	639	1
5_MACS_peak_15820_lociStitched	chr19	12943787	12957442	5	12871	18401.478	2011.3815	640	MAST1,RTBDN	JUNB,RNASEH2A,GCDH,PRDX2,RTBDN,DNASE2,KLF1	MAST1	RTBDN	0.9736	640	1
12_MACS_peak_11465_lociStitched	chr17	2645278	2661298	12	12867	13613.796	1390.536	641	MIR1253	RAP1GAP2,KIAA0664	MIR1253	MIR1253	0.7719	641	1
6_MACS_peak_16556_lociStitched	chr19	18994066	19008468	6	12842	15653.5338	1561.1768	642	GDF1,LASS1	DDX49,COPE,HOMER3	GDF1	GDF1	0.4222	642	1
5_MACS_peak_2064_lociStitched	chr1	17192339	17206058	5	12815	23958.8616	3130.6758	643		CROCC	CROCC	NONE	NONE	643	1
10_MACS_peak_11811_lociStitched	chr17	7938064	7953661	10	12815	16412.7231	1628.3268	644	ALOX15B	GUCY2D,MIR4314,ALOX12B	ALOX15B	MIR4314	1.4195	644	1
4_MACS_peak_18902_lociStitched	chr2	26829547	26843527	4	12806	14712.552	1374.234	645	CIB4	C2orf70,OTOF	CIB4	C2orf70	1.2258	645	1
9_MACS_peak_24082_lociStitched	chr3	50498673	50515478	9	12767	14548.0885	1599.836	646	CACNA2D2		CACNA2D2	CACNA2D2	0.7307	646	1
7_MACS_peak_13371_lociStitched	chr17	73579558	73594150	7	12759	17078.4768	1778.7648	647	MYO15B	LOC643008,LOC100130933	MYO15B	MYO15B	0.91	647	1
10_MACS_peak_19072_lociStitched	chr2	113384100	113399455	10	12739	16402.211	2006.8985	648	FLJ42351	CHCHD5,SLC20A1	FLJ42351	FLJ42351	0.41489999999999994	648	1
16_MACS_peak_6711_lociStitched	chr11	64364588	64380877	16	12704	15601.6042	1092.9919	649	SLC22A12,NRXN2	SLC22A11	SLC22A12	SLC22A11	0.8425	649	1
6_MACS_peak_21663_lociStitched	chr22	18761042	18773971	6	12692	13073.8048	1838.5038	650	GGT3P		GGT3P	GGT3P	0.549	650	1
7_MACS_peak_21892_lociStitched	chr22	21562196	21576351	7	12690	13668.068	1893.939	651			POM121L8P	POM121L8P	NONE	651	1
8_MACS_peak_29928_lociStitched	chr9	129427328	129440388	8	12674	15171.802	1242.006	652	LMX1B		LMX1B	LMX1B	1.187	652	1
1_MACS_peak_6552_lociStitched	chr11	61501617	61514277	1	12661	18460.812	1120.41	653	DAGLA	C11orf9,FEN1,DKFZP434K028,MIR611,C11orf10	C11orf9	DKFZP434K028	1.1539000000000001	653	1
5_MACS_peak_8602_lociStitched	chr13	100068225	100083540	5	12660	16526.4165	2320.2225	654			MIR623	MIR623	NONE	654	1
6_MACS_peak_21490_lociStitched	chr21	46664523	46679438	6	12626	17435.635	2144.777	655		LOC642852,POFUT2	POFUT2	LOC642852	1.0610000000000002	655	1
9_MACS_peak_9103_lociStitched	chr14	106085629	106101390	9	12624	14478.0546	1368.0548	656			TMEM121	TMEM121	NONE	656	1
9_MACS_peak_18217_lociStitched	chr19	49853980	49869376	9	12607	15260.5152	1599.6444	657	DKKL1,TEAD2	CD37,CCDC155,MIR4324,SLC6A16	TEAD2	CCDC155	0.6512	657	1
4_MACS_peak_21941_lociStitched	chr22	23724345	23737532	4	12580	14181.2998	1141.9942	658	ZDHHC8P1		ZDHHC8P1	ZDHHC8P1	0.5551999999999999	658	1
6_MACS_peak_20895_lociStitched	chr20	62710685	62724625	6	12580	16868.794	1476.246	659	OPRL1,RGS19,C20orf201	NCRNA00176,TCEA2,SOX18,NPBWR2	C20orf201	NPBWR2	1.3565	659	1
7_MACS_peak_11306_lociStitched	chr17	827984	842949	7	12565	15749.166	1122.375	660	NXN		NXN	NXN	0.8470000000000001	660	1
5_MACS_peak_30413_lociStitched	chr9	134681049	134694302	5	12551	16197.8166	1277.5892	661			RAPGEF1	NONE	NONE	661	1
7_MACS_peak_10460_lociStitched	chr16	31008628	31024162	7	12549	15908.3694	1339.0308	662	STX1B	ORAI3,SETD1A,HSD3B7,STX4	STX1B	STX1B	0.5697	662	1
4_MACS_peak_4569_lociStitched	chr1	202176807	202190334	4	12548	16730.1936	1927.5975	663	LGR6	PTPRVP,PTPN7	LGR6	PTPRVP	0.6097	663	1
7_MACS_peak_24268_lociStitched	chr3	184093453	184107807	7	12530	17701.3528	2318.171	664	CHRD,THPO	SNORD66,FAM131A,POLR2H,CLCN2	CHRD	CHRD	0.8554999999999999	664	1
3_MACS_peak_4393_lociStitched	chr1	156887835	156901093	3	12529	24716.8894	2247.231	665	C1orf92	PEAR1,MIR765	C1orf92	PEAR1	1.3749	665	1
5_MACS_peak_27345_lociStitched	chr7	100385190	100398655	5	12517	14531.428	1470.378	666	ZAN	EPHB4	EPHB4	EPHB4	0.9041	666	1
6_MACS_peak_30866_lociStitched	chr9	136573031	136587266	6	12455	15039.2775	986.4855	667	SARDH		SARDH	SARDH	0.9122	667	1
7_MACS_peak_30690_lociStitched	chr9	136074124	136087857	7	12436	14102.4177	741.582	668	OBP2B	RALGDS,GBGT1	OBP2B	OBP2B	0.9406	668	1
10_MACS_peak_22418_lociStitched	chr22	37970640	37987322	10	12432	14875.3394	1676.541	669	LGALS2	CDC42EP1,GGA1,SH3BP1	LGALS2	CDC42EP1	0.7401	669	1
5_MACS_peak_21069_lociStitched	chr21	43100473	43114019	5	12428	15373.3554	2000.7442	670	NCRNA00111	NCRNA00112,C21orf129	NCRNA00111	NCRNA00112	1.0916	670	1
4_MACS_peak_11825_lociStitched	chr17	7982476	7996747	4	12418	18572.2794	1728.2181	671	MIR4314,ALOX12B	ALOX15B,ALOXE3,HES7	ALOX12B	ALOX12B	1.2044	671	1
4_MACS_peak_5393_lociStitched	chr10	104165853	104178540	4	12393	21265.9494	1674.684	672	PSD	NFKB2,FBXL15,MIR146B,TMEM180,CUEDC2,C10orf95	PSD	PSD	0.7611	672	1
11_MACS_peak_31935_lociStitched	chrX	152798650	152816122	11	12391	14475.552	898.0608	673	ATP2B3	BGN,FAM58A	ATP2B3	BGN	0.6115	673	1
5_MACS_peak_14613_lociStitched	chr19	2715375	2728867	5	12388	16970.2376	1444.9932	674	DIRAS1	GNG7,SLC39A3	DIRAS1	DIRAS1	0.8557	674	1
1_MACS_peak_12864_lociStitched	chr17	48262894	48275255	1	12362	17168.1929	1304.0855	675	COL1A1	SGCA,PPP1R9B,HILS1	COL1A1	COL1A1	0.9322	675	1
6_MACS_peak_20498_lociStitched	chr20	60472560	60487301	6	12313	14670.2432	856.4521	676	CDH4	MIR1257	MIR1257	MIR1257	0.4253	676	1
8_MACS_peak_24739_lociStitched	chr4	6365367	6379315	8	12302	13048.354	899.646	677	PPP2R2C		PPP2R2C	PPP2R2C	0.5799	677	1
15_MACS_peak_22934_lociStitched	chr22	44775955	44792176	15	12282	13357.9935	1047.8766	678			KIAA1644	KIAA1644	0.6472	678	1
5_MACS_peak_21762_lociStitched	chr22	19975691	19989967	5	12276	14557.2372	1286.2676	679	ARVCF	COMT,C22orf25,MIR185,TXNRD2	ARVCF	ARVCF	0.5562	679	1
12_MACS_peak_20721_lociStitched	chr20	61799623	61815824	12	12262	13955.5414	983.4007	680	MIR124-3	YTHDF1	MIR124-3	MIR124-3	0.8689	680	1
1_MACS_peak_14491_lociStitched	chr19	591109	603344	1	12236	20409.2035	1369.0965	681	HCN2	GZMM,BSG,FGF22,POLRMT	HCN2	HCN2	0.8089	681	1
4_MACS_peak_24123_lociStitched	chr3	50564931	50578791	4	12220	16404.696	1424.808	682		HEMK1,CACNA2D2,C3orf18	CACNA2D2	CACNA2D2	0.7307	682	1
8_MACS_peak_30403_lociStitched	chr9	134659678	134673758	8	12219	13395.712	1113.728	683		RAPGEF1	RAPGEF1	NONE	NONE	683	1
3_MACS_peak_11341_lociStitched	chr17	1026823	1039227	3	12218	20419.4648	1142.4084	684	ABR	ABR	ABR	ABR	0.4395	684	1
11_MACS_peak_3133_lociStitched	chr1	22664748	22679304	11	12217	14109.1308	1240.1712	685			ZBTB40	ZBTB40	NONE	685	1
6_MACS_peak_31778_lociStitched	chr9	140259474	140273894	6	12203	14917.49	1114.666	686	EXD3	NOXA1	EXD3	NOXA1	1.1612	686	1
12_MACS_peak_2644_lociStitched	chr1	19048515	19064274	12	12196	13607.8965	1101.5541	687	PAX7		PAX7	PAX7	0.7666999999999999	687	1
11_MACS_peak_13254_lociStitched	chr17	72516903	72530576	11	12193	13539.0046	1419.2574	688	CD300LB	CD300C	CD300LB	CD300C	0.782	688	1
9_MACS_peak_17573_lociStitched	chr19	45814800	45828137	9	12168	13755.7818	1292.3553	689	CKM	KLC3,ERCC2	CKM	CKM	0.6002	689	1
6_MACS_peak_12218_lociStitched	chr17	35286424	35299597	6	12161	17448.9558	1152.6375	690	LHX1	AATF	LHX1	LHX1	1.0563	690	1
12_MACS_peak_18180_lociStitched	chr19	49656685	49672376	12	12151	13638.6172	1413.7591	691	TRPM4,HRC	LIN7B,PPFIA3,C19orf73	TRPM4	C19orf73	0.508	691	1
8_MACS_peak_1966_lociStitched	chr1	16410337	16423723	8	12108	13580.097	1232.8506	692		CLCNKB,FAM131C	FAM131C	CLCNKB	1.4033	692	1
4_MACS_peak_13967_lociStitched	chr17	77784615	77797514	4	12105	17387.852	951.9462	693		CBX2,CBX8,CBX4	CBX8	CBX2	1.4022	693	1
3_MACS_peak_19535_lociStitched	chr20	3651332	3663578	3	12092	15292.8048	1146.2256	694	ADAM33	HSPA12B,GFRA4,SIGLEC1	ADAM33	ADAM33	0.7327	694	1
7_MACS_peak_28240_lociStitched	chr7	157634800	157648998	7	12087	15339.5192	1517.7662	695	PTPRN2		MIR153-2	MIR153-2	NONE	695	1
4_MACS_peak_13612_lociStitched	chr17	76445353	76458173	4	12083	14512.24	965.346	696	DNAH17		PGS1	PGS1	0.03359999999999999	696	1
9_MACS_peak_14776_lociStitched	chr19	3256566	3271636	9	12080	12933.074	1617.011	697	CELF5		CELF5	CELF5	0.7493	697	1
11_MACS_peak_1579_lociStitched	chr1	9736226	9752499	11	12079	15675.7809	1835.5944	698	PIK3CD	C1orf200	C1orf200	C1orf200	0.934	698	1
9_MACS_peak_23484_lociStitched	chr22	49291159	49304767	9	12061	12693.5424	1012.4352	699			FAM19A5	FAM19A5	NONE	699	1
11_MACS_peak_20444_lociStitched	chr20	60373399	60387643	11	12059	12244.1424	816.1812	700	CDH4		MIR1257	MIR1257	0.4253	700	1
6_MACS_peak_6163_lociStitched	chr11	2227637	2240125	6	12025	14827.0024	977.8104	701		INS,TH	TH	INS	0.9967999999999999	701	1
3_MACS_peak_27275_lociStitched	chr7	100195225	100208484	3	12014	16247.5786	1451.8605	702	FBXO24,PCOLCE	MOSPD3,SAP25,LRCH4,TFR2,ACTL6B	PCOLCE	TFR2	1.021	702	1
4_MACS_peak_124_lociStitched	chr1	1383511	1395701	4	12005	15191.178	1298.235	703	ATAD3C	LOC148413,TMEM88B,VWA1,ATAD3B,CCNL2,MRPL20,LOC441869	ATAD3C	TMEM88B	0.9560000000000001	703	1
4_MACS_peak_13973_lociStitched	chr17	77813636	77826265	4	11997	19883.0976	1199.755	704		CBX8,CBX4	CBX4	CBX8	1.2941	704	1
10_MACS_peak_18675_lociStitched	chr19	56054918	56069941	10	11986	13415.539	1305.4987	705		ZNF524,SBK2,ZNF579,FIZ1	SBK2	SBK2	0.5639	705	1
9_MACS_peak_27448_lociStitched	chr7	100833527	100847161	9	11959	14033.4762	1325.2248	706	MOGAT3	AP1S1,ZNHIT1,VGF,C7orf52,PLOD3,CLDN15,FIS1	MOGAT3	C7orf52	1.238	706	1
6_MACS_peak_26907_lociStitched	chr7	2691398	2704095	6	11954	13881.6301	637.3894	707	TTYH3	AMZ1	AMZ1	AMZ1	0.5476	707	1
8_MACS_peak_1376_lociStitched	chr1	7690946	7704627	8	11949	13499.0427	889.265	708	CAMTA1		VAMP3	VAMP3	NONE	708	1
9_MACS_peak_29299_lociStitched	chr8	143535259	143549887	9	11942	14032.6404	811.854	709	BAI1		BAI1	BAI1	0.6472	709	1
11_MACS_peak_23572_lociStitched	chr22	50443555	50458171	11	11901	16102.4472	1046.5056	710	IL17REL,TTLL8		IL17REL	IL17REL	0.7925	710	1
15_MACS_peak_564_lociStitched	chr1	3066859	3083604	15	11901	13245.295	885.8105	711	PRDM16	MIR4251	MIR4251	MIR4251	0.9072	711	1
1_MACS_peak_13966_lociStitched	chr17	77771597	77783489	1	11893	24797.1984	996.5496	712		CBX2,CBX8,CBX4	CBX8	CBX2	1.4022	712	1
9_MACS_peak_9570_lociStitched	chr15	78267460	78280913	9	11882	13544.4804	1257.8555	713		LOC645752,LOC91450	LOC91450	LOC645752	0.2914	713	1
12_MACS_peak_525_lociStitched	chr1	3005550	3019877	12	11881	13463.0819	826.6679	714	PRDM16	MIR4251,FLJ42875	PRDM16	MIR4251	0.9072	714	1
10_MACS_peak_7064_lociStitched	chr11	69240888	69255796	10	11879	13625.912	969.02	715			MYEOV	MYEOV	NONE	715	1
10_MACS_peak_5418_lociStitched	chr10	114742004	114756251	10	11835	12681.2547	1389.0825	716	TCF7L2		TCF7L2	TCF7L2	0.19499999999999998	716	1
8_MACS_peak_22405_lociStitched	chr22	37945595	37958605	8	11820	14182.201	1329.622	717	CDC42EP1	GGA1,CARD10,LGALS2	CDC42EP1	CARD10	0.9354000000000001	717	1
7_MACS_peak_27126_lociStitched	chr7	73007551	73021498	7	11816	14249.6499	1189.6791	718	MLXIPL	BCL7B,TBL2	TBL2	NONE	NONE	718	1
5_MACS_peak_17601_lociStitched	chr19	46092690	46105950	5	11809	15939.846	1505.01	719	GPR4	OPA3,MIR330,EML2	GPR4	GPR4	0.7435	719	1
4_MACS_peak_8417_lociStitched	chr12	54137388	54149485	4	11805	13538.9624	1844.7925	720		CALCOCO1	CALCOCO1	NONE	NONE	720	1
8_MACS_peak_30547_lociStitched	chr9	135413737	135427289	8	11796	12890.6624	1271.1776	721	C9orf171	BARHL1	BARHL1	BARHL1	0.5359	721	1
5_MACS_peak_27350_lociStitched	chr7	100399798	100412610	5	11794	13252.7328	1415.726	722	EPHB4	SLC12A9	EPHB4	EPHB4	0.9041	722	1
6_MACS_peak_7116_lociStitched	chr11	69508642	69521680	6	11790	12459.1128	1095.192	723	FGF19	ORAOV1	FGF19	FGF19	0.794	723	1
10_MACS_peak_7093_lociStitched	chr11	69297281	69311714	10	11786	13704.1335	1270.104	724			CCND1	CCND1	NONE	724	1
11_MACS_peak_23288_lociStitched	chr22	45931141	45944683	11	11764	12774.1686	1111.7982	725	FBLN1		FBLN1	FBLN1	0.7396999999999999	725	1
5_MACS_peak_28789_lociStitched	chr8	21978589	21992343	5	11753	19248.723	1240.6108	726	HR	FAM160B2,SFTPC,BMP1,NUDT18,REEP4,LGI3	HR	LGI3	1.0396	726	1
8_MACS_peak_25390_lociStitched	chr4	8905741	8919270	8	11725	13511.4123	1011.9692	727		LOC650293,HMX1	HMX1	HMX1	0.5445	727	1
3_MACS_peak_5988_lociStitched	chr11	1558962	1570919	3	11712	18791.6212	1180.1559	728	MOB2	LOC338651,DUSP8,KRTAP5-1,KRTAP5-2	DUSP8	KRTAP5-1	0.9892000000000001	728	1
4_MACS_peak_2735_lociStitched	chr1	19354416	19367214	4	11712	13665.7044	1023.84	729			IFFO2	IFFO2	NONE	729	1
4_MACS_peak_4807_lociStitched	chr1	237665469	237678507	4	11694	15580.41	2369.0046	730	RYR2		LOC100130331	LOC100130331	NONE	730	1
7_MACS_peak_31552_lociStitched	chr9	138884215	138897731	7	11649	14632.4216	873.1336	731		UBAC1	UBAC1	UBAC1	0.08310000000000001	731	1
5_MACS_peak_9428_lociStitched	chr15	75515270	75527921	5	11642	14266.5327	1666.1367	732		C15orf39,GOLGA6C,GOLGA6D	C15orf39	GOLGA6C	0.44630000000000003	732	1
3_MACS_peak_336_lociStitched	chr1	2458335	2470160	3	11633	17569.585	999.2125	733	HES5	TNFRSF14,C1orf93,PANK4,LOC115110	HES5	HES5	1.1513	733	1
6_MACS_peak_21635_lociStitched	chr21	47528499	47542779	6	11631	15696.576	1460.844	734	COL6A2	FTCD	COL6A2	FTCD	0.9071999999999999	734	1
6_MACS_peak_3381_lociStitched	chr1	23231642	23244661	6	11614	12857.5644	921.7452	735	EPHB2	MIR4253	MIR4253	MIR4253	0.7462000000000001	735	1
3_MACS_peak_19228_lociStitched	chr2	219717620	219729326	3	11613	15579.5154	1156.5528	736	WNT6	WNT10A,PRKAG3	WNT6	WNT6	0.6051	736	1
7_MACS_peak_30840_lociStitched	chr9	136518281	136530690	7	11612	13333.4705	723.4447	737	DBH,SARDH		DBH	DBH	0.8973	737	1
6_MACS_peak_20878_lociStitched	chr20	62467859	62480103	6	11589	14582.604	937.8904	738		C20orf135,TPD52L2,DNAJC5,ZBTB46	C20orf135	ZBTB46	0.7124999999999999	738	1
4_MACS_peak_11729_lociStitched	chr17	7341330	7353178	4	11587	14460.484	1171.7672	739	FGF11,CHRNB1	NLGN2,SPEM1,C17orf74,TMEM102,AMAC1L3,POLR2A,PLSCR3,C17orf61,ZBTB4	CHRNB1	SPEM1	1.2526	739	1
6_MACS_peak_8707_lociStitched	chr13	113740759	113753673	6	11583	13900.6296	758.0518	740	MCF2L	F7,F10	F7	F7	0.5353000000000001	740	1
8_MACS_peak_26088_lociStitched	chr6	2632637	2645446	8	11573	13722.2817	1934.159	741	C6orf195		C6orf195	C6orf195	0.48340000000000005	741	1
7_MACS_peak_23993_lociStitched	chr3	50169110	50182509	7	11559	12489.2079	1445.7521	742		RBM5,SEMA3F,GNAT1	SEMA3F	GNAT1	1.1286	742	1
