REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X22_0F28_0229Kronos_MM1S.No.Treatment.2_H3K27me3_hs.dm_i04.bam	X36_0EXO_0229Kronos_MM1S.No.Treatment.2_Input_hs_i78.bam	enhancerRank	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	enhancerRank	isSuperStretch
5_MACS_peak_17601_lociStitched	chr19	46092690	46105950	5	11809	15939.846	1505.01	698	GPR4	OPA3,MIR330,EML2	GPR4	698	1
5_MACS_peak_21762_lociStitched	chr22	19975691	19989967	5	12276	14557.2372	1286.2676	699	ARVCF	COMT,C22orf25,MIR185,TXNRD2	ARVCF	699	1
6_MACS_peak_6163_lociStitched	chr11	2227637	2240125	6	12025	14827.0024	977.8104	700		INS,TH	TH	700	1
4_MACS_peak_124_lociStitched	chr1	1383511	1395701	4	12005	15191.178	1298.235	701	ATAD3C	LOC148413,TMEM88B,VWA1,ATAD3B,CCNL2,MRPL20,LOC441869	ATAD3C	701	1
4_MACS_peak_13612_lociStitched	chr17	76445353	76458173	4	12083	14512.24	965.346	703	DNAH17		PGS1	703	1
6_MACS_peak_94_lociStitched	chr1	1172289	1185012	6	11278	16249.8156	997.4832	704	FAM132A	B3GALT6,SCNN1D,TNFRSF18,TNFRSF4,SDF4,UBE2J2	FAM132A	704	1
6_MACS_peak_29772_lociStitched	chr9	37024431	37036922	6	11304	16664.2431	1465.1943	705	PAX5	LOC100506710	PAX5	705	1
3_MACS_peak_19228_lociStitched	chr2	219717620	219729326	3	11613	15579.5154	1156.5528	707	WNT6	WNT10A,PRKAG3	WNT6	707	1
6_MACS_peak_21635_lociStitched	chr21	47528499	47542779	6	11631	15696.576	1460.844	709	COL6A2	FTCD	COL6A2	709	1
6_MACS_peak_26907_lociStitched	chr7	2691398	2704095	6	11954	13881.6301	637.3894	712	TTYH3	AMZ1	AMZ1	712	1
4_MACS_peak_20832_lociStitched	chr20	62274700	62287640	4	11492	15388.248	1266.826	717	STMN3	RTEL1,TNFRSF6B,GMEB2	STMN3	717	1
7_MACS_peak_31552_lociStitched	chr9	138884215	138897731	7	11649	14632.4216	873.1336	718		UBAC1	UBAC1	718	1
6_MACS_peak_20878_lociStitched	chr20	62467859	62480103	6	11589	14582.604	937.8904	723		C20orf135,TPD52L2,DNAJC5,ZBTB46	C20orf135	723	1
3_MACS_peak_7738_lociStitched	chr11	118019653	118031362	3	11422	15293.1249	1369.953	729	SCN4B	SCN4B,SCN2B	SCN4B	729	1
4_MACS_peak_11729_lociStitched	chr17	7341330	7353178	4	11587	14460.484	1171.7672	737	FGF11,CHRNB1	NLGN2,SPEM1,C17orf74,TMEM102,AMAC1L3,POLR2A,PLSCR3,C17orf61,ZBTB4	CHRNB1	737	1
5_MACS_peak_24454_lociStitched	chr4	1795722	1807916	5	10969	15227.8672	913.3306	743	FGFR3		FGFR3	743	1
4_MACS_peak_27641_lociStitched	chr7	128468568	128481326	4	11022	16104.4234	1908.5968	744	FLNC	CCDC136,ATP6V1F,LOC100130705	FLNC	744	1
3_MACS_peak_12107_lociStitched	chr17	26831568	26842791	3	11129	15234.1002	1295.1342	746		SLC13A2,FOXN1,UNC119	FOXN1	746	1
2_MACS_peak_4285_lociStitched	chr1	151680458	151692552	2	11114	16141.8618	2282.1378	751	CELF3	C1orf230,OAZ3,MRPL9	CELF3	751	1
6_MACS_peak_5812_lociStitched	chr11	377517	389063	6	10964	14300.8756	849.7856	767	B4GALNT4	PKP3,SIGIRR	PKP3	767	1
