REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X22_0F28_0229Kronos_MM1S.No.Treatment.2_H3K27me3_hs.dm_i04.bam	X36_0EXO_0229Kronos_MM1S.No.Treatment.2_Input_hs_i78.bam	enhancerRank	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	TOP_GENE	TSS_SIGNAL	enhancerRank	isSuper
5_MACS_peak_5354_lociStitched	chr10	102840635	102855167	5	13358	17592.4392	1572.3624	582	TLX1NB	SFXN3,KAZALD1,TLX1,PDZD7	KAZALD1	TLX1	0.9653999999999999	582	1
15_MACS_peak_23601_lociStitched	chr22	50496845	50517204	15	14340	17478.2015	1486.207	583	MLC1	MOV10L1,IL17REL,TTLL8	TTLL8	TTLL8	0.8458	583	1
8_MACS_peak_14760_lociStitched	chr19	3214748	3231315	8	14412	17827.7487	1840.5937	584	CELF5	S1PR4,NCLN	CELF5	CELF5	0.7493	584	1
15_MACS_peak_26514_lociStitched	chr6	44236319	44257110	15	14323	17992.5314	2020.8852	585	TMEM151B,TCTE1	SLC29A1,HSP90AB1,SLC35B2,NFKBIE,AARS2	TMEM151B	TMEM151B	0.6801999999999999	585	1
3_MACS_peak_13542_lociStitched	chr17	75892741	75907072	3	14090	17301.8163	1354.2795	586		FLJ45079	FLJ45079	FLJ45079	0.8101	586	1
10_MACS_peak_29360_lociStitched	chr8	143655052	143673581	10	15113	17146.7366	1234.0314	587		ARC	ARC	ARC	0.734	587	1
1_MACS_peak_12864_lociStitched	chr17	48262894	48275255	1	12362	17168.1929	1304.0855	588	COL1A1	SGCA,PPP1R9B,HILS1	COL1A1	COL1A1	0.9322	588	1
15_MACS_peak_30823_lociStitched	chr9	136495734	136513513	15	15180	17037.6157	1178.7477	589	DBH		DBH	DBH	0.8973	589	1
7_MACS_peak_21106_lociStitched	chr21	43566146	43580616	7	12983	18038.302	2184.97	590		ABCG1,C21orf128	C21orf128	ABCG1	0.29090000000000005	590	1
7_MACS_peak_9590_lociStitched	chr15	79056186	79071805	7	14940	17087.186	1237.0248	591	ADAMTS7	LOC646938	LOC646938	LOC646938	0.11199999999999999	591	1
10_MACS_peak_31514_lociStitched	chr9	138626482	138643558	10	13886	16471.5096	676.2096	592	KCNT1	SOHLH1	KCNT1	SOHLH1	0.9416	592	1
10_MACS_peak_14995_lociStitched	chr19	4772469	4789582	10	15406	18042.2359	2253.7821	593	C19orf30	MIR7-3,FEM1A,DPP9,TICAM1	MIR7-3	MIR7-3	0.5646	593	1
7_MACS_peak_16402_lociStitched	chr19	17977405	17994049	7	14493	17314.7532	1529.5836	594	SLC5A5	RPL18AP3,RPL18A,SNORA68,CCDC124,INSL3,JAK3	SLC5A5	SLC5A5	0.7735000000000001	594	1
8_MACS_peak_517_lociStitched	chr1	2986418	3003891	8	15335	16538.1945	758.3282	595	PRDM16	ACTRT2,MIR4251,FLJ42875	PRDM16	MIR4251	0.9072	595	1
7_MACS_peak_25437_lociStitched	chr4	48037189	48053885	7	13384	17918.1472	2140.4272	596	NIPAL1	CNGA1	NIPAL1	NIPAL1	0.2039	596	1
13_MACS_peak_30573_lociStitched	chr9	135591450	135610959	13	15142	17288.8758	1525.6038	597	C9orf98	GTF3C4,DDX31	DDX31	NONE	NONE	597	1
16_MACS_peak_9406_lociStitched	chr15	74615779	74636479	16	14959	17514.27	1763.64	598	CCDC33,CYP11A1		CCDC33	CCDC33	0.7268	598	1
7_MACS_peak_4966_lociStitched	chr10	71487951	71504509	7	15402	17399.1464	1665.7348	599			COL13A1	COL13A1	NONE	599	1
10_MACS_peak_13762_lociStitched	chr17	77272737	77288878	10	15498	16936.7513	1233.1724	600	RBFOX3		RBFOX3	RBFOX3	1.0189000000000001	600	1
8_MACS_peak_9713_lociStitched	chr16	319187	333850	8	13004	16838.9892	1148.1129	601	ARHGDIG,PDIA2,RGS11	ITFG3,LUC7L	RGS11	RGS11	0.7472	601	1
5_MACS_peak_21591_lociStitched	chr21	47388762	47400660	5	10157	17026.038	1353.9924	602		COL6A1	COL6A1	COL6A1	0.9784999999999999	602	1
11_MACS_peak_13187_lociStitched	chr17	72334913	72352403	11	14820	17010.774	1367.718	603	KIF19	GPR142,BTBD17	BTBD17	BTBD17	0.853	603	1
6_MACS_peak_28779_lociStitched	chr8	21898228	21912348	6	13154	17006.128	1385.172	604	FGF17,EPB49	NPM2,EPB49,FAM160B2	FGF17	FGF17	0.9992	604	1
6_MACS_peak_19314_lociStitched	chr2	220490915	220506788	6	14748	16982.5227	1376.1891	605	SLC4A3	STK11IP	SLC4A3	SLC4A3	0.7101999999999999	605	1
12_MACS_peak_30288_lociStitched	chr9	133401707	133419919	12	13439	16889.8088	1289.4096	606		FUBP3,LOC100272217	LOC100272217	LOC100272217	0.08850000000000001	606	1
8_MACS_peak_5980_lociStitched	chr11	1463573	1478142	8	13460	16519.7891	958.6402	607	BRSK2	MOB2	MOB2	MOB2	0.7211	607	1
2_MACS_peak_29555_lociStitched	chr8	144501021	144511676	2	10493	16316.0015	763.9635	608	MAFA	RHPN1	MAFA	MAFA	1.1353	608	1
7_MACS_peak_17625_lociStitched	chr19	46366532	46381366	7	13529	17008.6644	1459.6656	609	FOXA3,SYMPK	RSPH6A,IRF2BP1,MYPOP,NANOS2	FOXA3	FOXA3	0.8046	609	1
4_MACS_peak_6693_lociStitched	chr11	64321611	64336605	4	13926	16937.2224	1397.4408	610	SLC22A11	SLC22A12	SLC22A11	SLC22A11	0.8425	610	1
5_MACS_peak_3004_lociStitched	chr1	21889195	21904450	5	14007	17006.274	1475.1585	611	ALPL		ALPL	ALPL	0.7424	611	1
5_MACS_peak_14613_lociStitched	chr19	2715375	2728867	5	12388	16970.2376	1444.9932	612	DIRAS1	GNG7,SLC39A3	DIRAS1	DIRAS1	0.8557	612	1
7_MACS_peak_27015_lociStitched	chr7	5629146	5643071	7	11359	16970.3975	1459.34	613	FSCN1		FSCN1	FSCN1	0.8039000000000001	613	1
8_MACS_peak_22080_lociStitched	chr22	30105537	30122698	8	14541	16920.746	1484.4265	614	CABP7	UQCR10,ZMAT5	CABP7	CABP7	0.5435	614	1
7_MACS_peak_19775_lociStitched	chr20	43318430	43335689	7	15411	17588.6469	2153.9232	615		WISP2,KCNK15,ADA,LOC79015	WISP2	KCNK15	0.561	615	1
6_MACS_peak_29659_lociStitched	chr8	145557511	145572254	6	13418	16675.8073	1244.3092	616	SCRT1	HSF1,GPR172A,ADCK5,BOP1,DGAT1,C8ORFK29,FBXL6,MIR939	SCRT1	SCRT1	0.8374	616	1
5_MACS_peak_30423_lociStitched	chr9	134706539	134722364	5	14805	16923.255	1520.7825	617			RAPGEF1	RAPGEF1	NONE	617	1
6_MACS_peak_20895_lociStitched	chr20	62710685	62724625	6	12580	16868.794	1476.246	618	OPRL1,RGS19,C20orf201	NCRNA00176,TCEA2,SOX18,NPBWR2	C20orf201	NPBWR2	1.3565	618	1
7_MACS_peak_24268_lociStitched	chr3	184093453	184107807	7	12530	17701.3528	2318.171	619	CHRD,THPO	SNORD66,FAM131A,POLR2H,CLCN2	CHRD	CHRD	0.8554999999999999	619	1
9_MACS_peak_31026_lociStitched	chr9	137435125	137451993	9	15215	16454.734	1098.1068	620			COL5A1	COL5A1	0.6732	620	1
12_MACS_peak_8313_lociStitched	chr12	52698365	52717791	12	14890	17271.6566	1950.3704	621	KRT86,KRT83	KRT81,KRT85	KRT83	KRT83	0.7067	621	1
7_MACS_peak_13371_lociStitched	chr17	73579558	73594150	7	12759	17078.4768	1778.7648	622	MYO15B	LOC643008,LOC100130933	MYO15B	MYO15B	0.91	622	1
6_MACS_peak_21490_lociStitched	chr21	46664523	46679438	6	12626	17435.635	2144.777	623		LOC642852,POFUT2	POFUT2	LOC642852	1.0610000000000002	623	1
1_MACS_peak_27602_lociStitched	chr7	102158329	102167442	1	9114	18261.5407	2992.7092	624		SPDYE2,POLR2J,POLR2J3	SPDYE2	NONE	NONE	624	1
7_MACS_peak_9875_lociStitched	chr16	1123402	1140824	7	14139	16449.8524	1191.6648	625	SSTR5,LOC146336,C1QTNF8		SSTR5	SSTR5	0.8305	625	1
6_MACS_peak_94_lociStitched	chr1	1172289	1185012	6	11278	16249.8156	997.4832	626	FAM132A	B3GALT6,SCNN1D,TNFRSF18,TNFRSF4,SDF4,UBE2J2	FAM132A	TNFRSF18	1.3287	626	1
10_MACS_peak_15978_lociStitched	chr19	14290110	14306170	10	14055	16556.254	1355.464	627	LPHN1	ASF1B	LPHN1	LPHN1	0.6597000000000001	627	1
6_MACS_peak_29772_lociStitched	chr9	37024431	37036922	6	11304	16664.2431	1465.1943	628	PAX5	LOC100506710	PAX5	PAX5	0.16810000000000003	628	1
8_MACS_peak_30795_lociStitched	chr9	136436579	136451393	8	13270	16258.365	1139.1966	629	ADAMTSL2,FAM163B	TMEM8C	FAM163B	TMEM8C	1.1018999999999999	629	1
9_MACS_peak_21012_lociStitched	chr21	38066517	38082442	9	12909	16625.7	1527.2075	630	SIM2		SIM2	SIM2	0.3393	630	1
9_MACS_peak_14479_lociStitched	chr19	544750	558273	9	12926	16737.4171	1672.7951	631	GZMM	MADCAM1,C19orf20,CDC34,BSG,HCN2	GZMM	HCN2	0.8089	631	1
11_MACS_peak_23572_lociStitched	chr22	50443555	50458171	11	11901	16102.4472	1046.5056	632	IL17REL,TTLL8		IL17REL	IL17REL	0.7925	632	1
18_MACS_peak_4941_lociStitched	chr10	71409135	71428450	18	13555	16500.8045	1448.625	633		C10orf35	C10orf35	C10orf35	0.08420000000000001	633	1
4_MACS_peak_24123_lociStitched	chr3	50564931	50578791	4	12220	16404.696	1424.808	634		HEMK1,CACNA2D2,C3orf18	CACNA2D2	CACNA2D2	0.7307	634	1
7_MACS_peak_8030_lociStitched	chr12	3235727	3252101	7	14566	16365.813	1435.9998	635	TSPAN9		TSPAN9	TSPAN9	0.6127999999999999	635	1
5_MACS_peak_30413_lociStitched	chr9	134681049	134694302	5	12551	16197.8166	1277.5892	636			RAPGEF1	RAPGEF1	NONE	636	1
9_MACS_peak_6459_lociStitched	chr11	61312387	61329006	9	13586	16057.2778	1145.0491	637	SYT7	LRRC10B	SYT7	SYT7	0.9410000000000001	637	1
12_MACS_peak_26406_lociStitched	chr6	34080319	34097381	12	13329	16381.2262	1477.5692	638	GRM4		GRM4	GRM4	0.8816999999999999	638	1
10_MACS_peak_12728_lociStitched	chr17	47035518	47051226	10	13633	16735.3032	1858.2564	639	GIP	UBE2Z,IGF2BP1,SNF8	GIP	GIP	0.8105	639	1
10_MACS_peak_23325_lociStitched	chr22	46024324	46042504	10	13838	16320.186	1458.036	640		ATXN10	ATXN10	NONE	NONE	640	1
13_MACS_peak_2074_lociStitched	chr1	17381594	17400244	13	15022	16818.57	1969.44	641	PADI2	ATP13A2,SDHB	SDHB	ATP13A2	0.0508	641	1
16_MACS_peak_6611_lociStitched	chr11	64146186	64165517	16	14269	16367.5577	1527.149	642		CCDC88B,RPS6KA4,MIR1237	MIR1237	RPS6KA4	0.037599999999999995	642	1
4_MACS_peak_4569_lociStitched	chr1	202176807	202190334	4	12548	16730.1936	1927.5975	643	LGR6	PTPRVP,PTPN7	LGR6	PTPRVP	0.6097	643	1
3_MACS_peak_27275_lociStitched	chr7	100195225	100208484	3	12014	16247.5786	1451.8605	644	FBXO24,PCOLCE	MOSPD3,SAP25,LRCH4,TFR2,ACTL6B	PCOLCE	TFR2	1.021	644	1
10_MACS_peak_11811_lociStitched	chr17	7938064	7953661	10	12815	16412.7231	1628.3268	645	ALOX15B	GUCY2D,MIR4314,ALOX12B	ALOX15B	MIR4314	1.4195	645	1
14_MACS_peak_626_lociStitched	chr1	3179278	3197596	14	13781	15810.2658	1078.9302	646	PRDM16		MIR4251	MIR4251	0.9072	646	1
10_MACS_peak_31504_lociStitched	chr9	138607209	138623574	10	13006	15620.3925	906.621	647	KCNT1	SOHLH1	KCNT1	SOHLH1	0.9416	647	1
2_MACS_peak_2952_lociStitched	chr1	21005745	21016834	2	10662	15881.6658	1254.1659	648	KIF17	PINK1,DDOST,SH2D5	DDOST	SH2D5	1.0475999999999999	648	1
7_MACS_peak_11306_lociStitched	chr17	827984	842949	7	12565	15749.166	1122.375	649	NXN		NXN	NXN	0.8470000000000001	649	1
7_MACS_peak_10460_lociStitched	chr16	31008628	31024162	7	12549	15908.3694	1339.0308	650	STX1B	ORAI3,SETD1A,HSD3B7,STX4	STX1B	STX1B	0.5697	650	1
7_MACS_peak_17566_lociStitched	chr19	45733596	45749676	7	14477	15994.776	1435.944	651	EXOC3L2	MARK4	EXOC3L2	EXOC3L2	0.7990999999999999	651	1
15_MACS_peak_13779_lociStitched	chr17	77308429	77327081	15	14343	16161.958	1604.072	652	RBFOX3		RBFOX3	RBFOX3	1.0189000000000001	652	1
10_MACS_peak_31149_lociStitched	chr9	137769645	137786263	10	14165	15679.083	1133.3476	653	FCN2	MIR3689B,MIR3689A,FCN1	FCN2	FCN2	0.8345	653	1
16_MACS_peak_6711_lociStitched	chr11	64364588	64380877	16	12704	15601.6042	1092.9919	654	SLC22A12,NRXN2	SLC22A11	SLC22A12	SLC22A11	0.8425	654	1
12_MACS_peak_401_lociStitched	chr1	2716281	2733548	12	13228	15409.0708	963.4986	655			MMEL1	MMEL1	0.7135	655	1
19_MACS_peak_24594_lociStitched	chr4	3744784	3763944	19	13904	16006.264	1567.288	656		ADRA2C	ADRA2C	ADRA2C	0.5184	656	1
7_MACS_peak_11771_lociStitched	chr17	7699480	7714038	7	13229	15839.104	1400.4796	657	DNAH2	RPL29P2,KDM6B,TMEM88,CYB5D1,LSMD1	KDM6B	RPL29P2	0.4586	657	1
5_MACS_peak_17601_lociStitched	chr19	46092690	46105950	5	11809	15939.846	1505.01	658	GPR4	OPA3,MIR330,EML2	GPR4	GPR4	0.7435	658	1
3_MACS_peak_19228_lociStitched	chr2	219717620	219729326	3	11613	15579.5154	1156.5528	659	WNT6	WNT10A,PRKAG3	WNT6	WNT6	0.6051	659	1
10_MACS_peak_19072_lociStitched	chr2	113384100	113399455	10	12739	16402.211	2006.8985	660	FLJ42351	CHCHD5,SLC20A1	FLJ42351	FLJ42351	0.41489999999999994	660	1
5_MACS_peak_6852_lociStitched	chr11	66167482	66182951	5	13309	16158.9174	1808.3261	661		NPAS4,SLC29A2,MRPL11	NPAS4	SLC29A2	0.8619	661	1
5_MACS_peak_24454_lociStitched	chr4	1795722	1807916	5	10969	15227.8672	913.3306	662	FGFR3		FGFR3	FGFR3	0.8261	662	1
7_MACS_peak_24039_lociStitched	chr3	50416679	50432568	7	13677	15752.3546	1464.9658	663	CACNA2D2	CYB561D2,RASSF1,ZMYND10,NPRL2,TMEM115	TMEM115	ZMYND10	0.11600000000000002	663	1
11_MACS_peak_13227_lociStitched	chr17	72416628	72433642	11	13345	15598.4352	1318.585	664	GPRC5C	CD300A	GPRC5C	GPRC5C	0.7154	664	1
5_MACS_peak_26419_lociStitched	chr6	34101069	34114924	5	13536	15622.898	1364.7175	665	GRM4		GRM4	GRM4	0.8816999999999999	665	1
14_MACS_peak_9353_lociStitched	chr15	74508459	74527462	14	15339	16057.535	1809.0856	666		ISLR,CCDC33,STRA6	CCDC33	STRA6	0.7677999999999999	666	1
6_MACS_peak_21635_lociStitched	chr21	47528499	47542779	6	11631	15696.576	1460.844	667	COL6A2	FTCD	COL6A2	FTCD	0.9071999999999999	667	1
5_MACS_peak_8602_lociStitched	chr13	100068225	100083540	5	12660	16526.4165	2320.2225	668			MIR623	MIR623	NONE	668	1
4_MACS_peak_27641_lociStitched	chr7	128468568	128481326	4	11022	16104.4234	1908.5968	669	FLNC	CCDC136,ATP6V1F,LOC100130705	FLNC	FLNC	0.9650000000000001	669	1
7_MACS_peak_8210_lociStitched	chr12	50352510	50367209	7	13161	16243.8649	2088.7279	670	AQP2,AQP5,AQP6	LOC283332	AQP5	AQP5	0.912	670	1
3_MACS_peak_19535_lociStitched	chr20	3651332	3663578	3	12092	15292.8048	1146.2256	671	ADAM33	HSPA12B,GFRA4,SIGLEC1	ADAM33	ADAM33	0.7327	671	1
3_MACS_peak_12117_lociStitched	chr17	26856779	26867368	3	10475	15582.7724	1436.9273	672	FOXN1	UNC119,PIGS,ALDOC	FOXN1	FOXN1	0.968	672	1
9_MACS_peak_6753_lociStitched	chr11	64432702	64447662	9	13722	15452.184	1320.968	673	NRXN2	NRXN2	NRXN2	NRXN2	0.8759	673	1
4_MACS_peak_20832_lociStitched	chr20	62274700	62287640	4	11492	15388.248	1266.826	674	STMN3	RTEL1,TNFRSF6B,GMEB2	STMN3	STMN3	0.6993	674	1
5_MACS_peak_17526_lociStitched	chr19	45349469	45360982	5	10551	15192.5548	1085.6759	675	PVRL2	BCAM,TOMM40,APOE	PVRL2	PVRL2	0.8356	675	1
5_MACS_peak_15422_lociStitched	chr19	7751587	7765833	5	13238	15710.4888	1611.2226	676	FCER2	STXBP2,RETN,C19orf59,TRAPPC5,CLEC4G,CD209	FCER2	RETN	1.1497	676	1
11_MACS_peak_13932_lociStitched	chr17	77685525	77702181	11	14217	15585.0192	1489.0464	677		ENPP7,CBX2	ENPP7	CBX2	1.4022	677	1
6_MACS_peak_16556_lociStitched	chr19	18994066	19008468	6	12842	15653.5338	1561.1768	678	GDF1,LASS1	DDX49,COPE,HOMER3	GDF1	GDF1	0.4222	678	1
6_MACS_peak_30866_lociStitched	chr9	136573031	136587266	6	12455	15039.2775	986.4855	679	SARDH		SARDH	SARDH	0.9122	679	1
4_MACS_peak_11419_lociStitched	chr17	1811132	1825647	4	13443	15628.3005	1683.74	680			RPA1	RPA1	NONE	680	1
3_MACS_peak_12107_lociStitched	chr17	26831568	26842791	3	11129	15234.1002	1295.1342	681		SLC13A2,FOXN1,UNC119	FOXN1	FOXN1	0.968	681	1
8_MACS_peak_29928_lociStitched	chr9	129427328	129440388	8	12674	15171.802	1242.006	682	LMX1B		LMX1B	LMX1B	1.187	682	1
3_MACS_peak_7738_lociStitched	chr11	118019653	118031362	3	11422	15293.1249	1369.953	683	SCN4B	SCN4B,SCN2B	SCN4B	SCN2B	0.7223999999999999	683	1
16_MACS_peak_20923_lociStitched	chr20	62790916	62810108	16	13517	15591.5808	1696.5728	684	MYT1		MYT1	MYT1	0.9695	684	1
4_MACS_peak_124_lociStitched	chr1	1383511	1395701	4	12005	15191.178	1298.235	685	ATAD3C	LOC148413,TMEM88B,VWA1,ATAD3B,CCNL2,MRPL20,LOC441869	ATAD3C	TMEM88B	0.9560000000000001	685	1
12_MACS_peak_11136_lociStitched	chr17	3	17875	12	13456	15339.5376	1461.9296	686	DOC2B		DOC2B	DOC2B	0.6846000000000001	686	1
2_MACS_peak_4285_lociStitched	chr1	151680458	151692552	2	11114	16141.8618	2282.1378	687	CELF3	C1orf230,OAZ3,MRPL9	CELF3	CELF3	0.5548	687	1
10_MACS_peak_2315_lociStitched	chr1	17938528	17954190	10	14251	14918.055	1066.5822	688	ARHGEF10L		ARHGEF10L	ARHGEF10L	0.7215	688	1
6_MACS_peak_6163_lociStitched	chr11	2227637	2240125	6	12025	14827.0024	977.8104	689		INS,TH	TH	INS	0.9967999999999999	689	1
15_MACS_peak_2339_lociStitched	chr1	17982342	17999998	15	13078	15034.084	1190.0144	690	ARHGEF10L		ARHGEF10L	ARHGEF10L	0.7215	690	1
11_MACS_peak_1579_lociStitched	chr1	9736226	9752499	11	12079	15675.7809	1835.5944	691	PIK3CD	C1orf200	C1orf200	C1orf200	0.934	691	1
3_MACS_peak_14171_lociStitched	chr17	79149012	79160361	3	10371	14746.8906	920.4039	692	LOC388428	MIR3065,MIR657,MIR338,MIR1250,AATK,AZI1	AATK	MIR1250	1.2586	692	1
7_MACS_peak_28240_lociStitched	chr7	157634800	157648998	7	12087	15339.5192	1517.7662	693	PTPRN2		MIR153-2	MIR153-2	NONE	693	1
6_MACS_peak_20498_lociStitched	chr20	60472560	60487301	6	12313	14670.2432	856.4521	694	CDH4	MIR1257	MIR1257	MIR1257	0.4253	694	1
6_MACS_peak_31778_lociStitched	chr9	140259474	140273894	6	12203	14917.49	1114.666	695	EXD3	NOXA1	EXD3	NOXA1	1.1612	695	1
12_MACS_peak_24582_lociStitched	chr4	3726808	3743457	12	13560	14909.1795	1108.8234	696		ADRA2C,LOC100133461	ADRA2C	LOC100133461	0.7371000000000001	696	1
4_MACS_peak_6835_lociStitched	chr11	66129503	66141569	4	10587	15180.2346	1390.0032	697	SLC29A2	NPAS4,CD248,RIN1,BRMS1,B3GNT1	SLC29A2	SLC29A2	0.8619	697	1
13_MACS_peak_2923_lociStitched	chr1	20867053	20884300	13	13267	15327.4089	1543.6065	698	FAM43B	CDA,MUL1	FAM43B	FAM43B	0.7949999999999999	698	1
3_MACS_peak_26679_lociStitched	chr7	1016857	1027984	3	10618	14587.497	812.271	699	CYP2W1	ADAP1,COX19,MIR339	CYP2W1	CYP2W1	0.8988	699	1
7_MACS_peak_31552_lociStitched	chr9	138884215	138897731	7	11649	14632.4216	873.1336	700		UBAC1	UBAC1	UBAC1	0.08310000000000001	700	1
4_MACS_peak_28818_lociStitched	chr8	22546079	22556619	4	9848	14865.616	1153.076	701	EGR3	FLJ14107,BIN3	EGR3	EGR3	0.9501000000000001	701	1
6_MACS_peak_7940_lociStitched	chr12	154251	169951	6	13838	17927.83	4229.58	702		IQSEC3,FAM138D	FAM138D	FAM138D	0.6929	702	1
9_MACS_peak_18217_lociStitched	chr19	49853980	49869376	9	12607	15260.5152	1599.6444	703	DKKL1,TEAD2	CD37,CCDC155,MIR4324,SLC6A16	TEAD2	CCDC155	0.6512	703	1
6_MACS_peak_20878_lociStitched	chr20	62467859	62480103	6	11589	14582.604	937.8904	704		C20orf135,TPD52L2,DNAJC5,ZBTB46	C20orf135	ZBTB46	0.7124999999999999	704	1
7_MACS_peak_30740_lociStitched	chr9	136178349	136192617	7	13327	14934.3156	1306.9488	705		RPL7A,SNORD24,SNORD36B,SNORD36A,SNORD36C,SURF2,ABO,SURF6,MED22,SURF1	SURF6	ABO	0.6817000000000001	705	1
6_MACS_peak_19701_lociStitched	chr20	34958080	34972390	6	13252	14812.281	1196.316	706		DLGAP4	DLGAP4	DLGAP4	0.1708	706	1
6_MACS_peak_2036_lociStitched	chr1	16993351	17007850	6	13443	17856.9684	4254.0066	707	MIR3675	MST1P2,CROCCP2,ESPNP	MST1P2	ESPNP	2.4652	707	1
11_MACS_peak_31935_lociStitched	chrX	152798650	152816122	11	12391	14475.552	898.0608	708	ATP2B3	BGN,FAM58A	ATP2B3	BGN	0.6115	708	1
4_MACS_peak_13612_lociStitched	chr17	76445353	76458173	4	12083	14512.24	965.346	709	DNAH17		PGS1	PGS1	0.03359999999999999	709	1
2_MACS_peak_5824_lociStitched	chr11	408570	419643	2	10404	14454.6942	926.8101	710	SIGIRR,ANO9	B4GALNT4,PKP3,PTDSS2	SIGIRR	B4GALNT4	0.968	710	1
5_MACS_peak_6387_lociStitched	chr11	46402347	46413792	5	10704	14578.641	1075.83	711	MDK,CHRM4	DGKZ	CHRM4	CHRM4	1.1511	711	1
3_MACS_peak_4375_lociStitched	chr1	156807092	156819058	3	10911	15519.902	2056.9554	712	NTRK1,INSRR	NTRK1,PEAR1,SH2D2A	INSRR	PEAR1	1.3749	712	1
6_MACS_peak_5812_lociStitched	chr11	377517	389063	6	10964	14300.8756	849.7856	713	B4GALNT4	PKP3,SIGIRR	PKP3	SIGIRR	0.8008	713	1
1_MACS_peak_16521_lociStitched	chr19	18521575	18530130	1	8556	14581.9975	1132.682	714		GDF15,MIR3189,SSBP4,LRRC25,ISYNA1	SSBP4	MIR3189	0.9471999999999999	714	1
10_MACS_peak_31762_lociStitched	chr9	140227296	140242327	10	13115	14785.9947	1384.3551	715	EXD3	NRARP	NRARP	NRARP	0.9561000000000001	715	1
12_MACS_peak_26288_lociStitched	chr6	33788188	33802974	12	13041	14661.7976	1267.1602	716		LEMD2,MLN	MLN	MLN	0.754	716	1
5_MACS_peak_21069_lociStitched	chr21	43100473	43114019	5	12428	15373.3554	2000.7442	717	NCRNA00111	NCRNA00112,C21orf129	NCRNA00111	NCRNA00112	1.0916	717	1
1_MACS_peak_27050_lociStitched	chr7	27190627	27200352	1	9726	14446.4875	1076.5575	718	HOXA7	HOXA11-AS1,HOXA2,HOXA3,HOXA4,HOXA5,HOXA6,HOXA9,MIR196B,HOXA10,HOXA11,HOXA13	HOXA7	HOXA7	1.1288	718	1
7_MACS_peak_30690_lociStitched	chr9	136074124	136087857	7	12436	14102.4177	741.582	719	OBP2B	RALGDS,GBGT1	OBP2B	OBP2B	0.9406	719	1
4_MACS_peak_18902_lociStitched	chr2	26829547	26843527	4	12806	14712.552	1374.234	720	CIB4	C2orf70,OTOF	CIB4	C2orf70	1.2258	720	1
4_MACS_peak_11729_lociStitched	chr17	7341330	7353178	4	11587	14460.484	1171.7672	721	FGF11,CHRNB1	NLGN2,SPEM1,C17orf74,TMEM102,AMAC1L3,POLR2A,PLSCR3,C17orf61,ZBTB4	CHRNB1	SPEM1	1.2526	721	1
5_MACS_peak_21762_lociStitched	chr22	19975691	19989967	5	12276	14557.2372	1286.2676	722	ARVCF	COMT,C22orf25,MIR185,TXNRD2	ARVCF	ARVCF	0.5562	722	1
6_MACS_peak_26907_lociStitched	chr7	2691398	2704095	6	11954	13881.6301	637.3894	723	TTYH3	AMZ1	AMZ1	AMZ1	0.5476	723	1
