REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X05_0EWR_0229Kronos_MM1S.KB.3hr.1_H3K18Ac_hs.dm_i07.bam	X39_0EXR_0229Kronos_MM1S.KB.3hr.1_Input_hs_i82.bam	enhancerRank	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	TOP_GENE	TSS_SIGNAL	enhancerRank	isSuper
2_MACS_peak_11035_lociStitched	chr17	5835650	5848885	2	6850	19039.871	1986.5735	646			WSCD1	WSCD1	NONE	646	1
3_MACS_peak_28738_lociStitched	chr9	123653143	123667637	3	8307	19259.6272	2208.8856	647	TRAF1	LOC253039,PSMD5,PHF19	TRAF1	PHF19	0.6006	647	1
1_MACS_peak_23236_lociStitched	chr5	180256642	180259941	1	3300	17769.7336	728.0893	648	LOC729678	MGAT1,ZFP62	LOC729678	LOC729678	1.0565	648	1
5_MACS_peak_19782_lociStitched	chr3	151985405	152001812	5	12200	19726.1361	2703.8736	649	MBNL1,LOC401093	MBNL1	LOC401093	LOC401093	0.7582	649	1
1_MACS_peak_18533_lociStitched	chr3	13372071	13376941	1	4871	18043.35	1033.901	650	NUP210		NUP210	NUP210	0.2903	650	1
2_MACS_peak_17682_lociStitched	chr21	44771928	44783182	2	4865	19195.9478	2186.6522	651			SIK1	SIK1	NONE	651	1
3_MACS_peak_5632_lociStitched	chr11	118964300	118979482	3	8581	19533.1612	2526.2848	652	C2CD2L,H2AFX,DPAGT1	VPS11,HMBS,HINFP,ABCG4,HYOU1	DPAGT1	DPAGT1	0.9727	652	1
2_MACS_peak_23651_lociStitched	chr6	27857678	27871329	2	7792	19369.4039	2376.6391	653	HIST1H2BO,HIST1H3J,HIST1H2AM	HIST1H2AL,HIST1H1B,HIST1H3I,HIST1H4L,OR2B2	HIST1H2BO	HIST1H2BO	1.5827	653	1
1_MACS_peak_6897_lociStitched	chr12	94563368	94569340	1	5973	18307.166	1315.6316	654	PLXNC1		PLXNC1	PLXNC1	0.4694	654	1
2_MACS_peak_18265_lociStitched	chr22	42141685	42150934	2	7986	18747.723	1765.6341	655	MEI1	CCDC134	CCDC134	CCDC134	0.12560000000000002	655	1
1_MACS_peak_22127_lociStitched	chr5	61984804	61991068	1	6265	18316.5624	1344.2544	656			LRRC70	LRRC70	NONE	656	1
1_MACS_peak_23227_lociStitched	chr5	179245015	179249253	1	4239	17677.5456	710.7126	657	SQSTM1	LTC4S,MIR1229,MGAT4B,C5orf45	SQSTM1	MGAT4B	0.5409999999999999	657	1
1_MACS_peak_1627_lociStitched	chr1	150335377	150339048	1	3672	18054.7122	1094.3251	658	RPRD2	PRPF3	RPRD2	RPRD2	0.07979999999999998	658	1
1_MACS_peak_26910_lociStitched	chr8	29385520	29390055	1	4536	17858.3765	965.955	659			DUSP4	DUSP4	0.757	659	1
3_MACS_peak_5751_lociStitched	chr11	128274303	128286644	3	8075	18657.1238	1785.7427	660			ETS1	ETS1	NONE	660	1
2_MACS_peak_25273_lociStitched	chr7	25979918	25992244	2	7222	18783.5914	1914.2278	661	MIR148A		MIR148A	MIR148A	1.5735000000000001	661	1
2_MACS_peak_10325_lociStitched	chr16	30537174	30547189	2	5050	18406.5685	1548.319	662	ZNF768,ZNF747	ZNF764,ZNF688,ZNF785	ZNF747	ZNF747	1.2004	662	1
1_MACS_peak_20643_lociStitched	chr4	38089420	38095133	1	5714	18044.5105	1212.2986	663	TBC1D1		PTTG2	PTTG2	NONE	663	1
3_MACS_peak_3011_lociStitched	chr10	3798582	3808562	3	7691	18139.648	1327.34	664		KLF6	KLF6	KLF6	1.3101	664	1
3_MACS_peak_19287_lociStitched	chr3	101495712	101513326	3	9835	19789.329	2980.2888	665	FAM55C	NFKBIZ	FAM55C	FAM55C	0.3636999999999999	665	1
4_MACS_peak_6066_lociStitched	chr12	13242216	13256009	4	10501	19030.2021	2230.3281	666	GSG1	KIAA1467	GSG1	GSG1	0.4562	666	1
2_MACS_peak_11755_lociStitched	chr17	46124117	46134591	2	5757	18525.3638	1759.632	667	NFE2L1	MIR152,COPZ2,CBX1	NFE2L1	NFE2L1	0.7077	667	1
2_MACS_peak_26219_lociStitched	chr7	122822979	122833586	2	7575	18978.0444	2223.2272	668	SLC13A1		SLC13A1	SLC13A1	0.14859999999999998	668	1
2_MACS_peak_13738_lociStitched	chr19	39338899	39349174	2	7472	18578.2275	1827.9225	669	HNRNPL	NFKBIB,LGALS4,ECH1,RINL,SIRT2	HNRNPL	HNRNPL	0.6346	669	1
3_MACS_peak_24810_lociStitched	chr6	143162951	143179997	3	10415	18298.881	1566.5274	670	HIVEP2		HIVEP2	HIVEP2	0.13929999999999998	670	1
3_MACS_peak_6334_lociStitched	chr12	46776155	46785553	3	8283	18689.8026	1971.7004	671		SLC38A2	SLC38A2	SLC38A2	0.36229999999999996	671	1
4_MACS_peak_17244_lociStitched	chr20	52545705	52566990	4	13218	20103.6825	3390.7005	672	BCAS1		SUMO1P1	SUMO1P1	NONE	672	1
4_MACS_peak_23359_lociStitched	chr6	7135100	7147982	4	10288	19200.621	2510.7018	673	RREB1		RREB1	RREB1	0.1729	673	1
3_MACS_peak_5905_lociStitched	chr12	6468453	6477653	3	6583	18364.12	1689.12	674	SCNN1A	PLEKHG6,LTBR,TNFRSF1A	SCNN1A	TNFRSF1A	0.582	674	1
1_MACS_peak_12592_lociStitched	chr18	22929059	22941551	1	12493	18092.1636	1427.8356	675	ZNF521		ZNF521	ZNF521	0.015299999999999994	675	1
2_MACS_peak_2722_lociStitched	chr1	226062472	226071668	2	8057	19070.6648	2407.5128	676	TMEM63A	EPHX1,LEFTY1,PYCR2	TMEM63A	LEFTY1	0.8382	676	1
1_MACS_peak_4910_lociStitched	chr11	61559092	61561621	1	2530	17383.0815	743.7789	677	FEN1,C11orf10,MIR611	C11orf9,FADS2,DKFZP434K028,MIR1908,FADS1	FEN1	FEN1	1.0972	677	1
2_MACS_peak_26905_lociStitched	chr8	29203339	29210257	2	6894	17550.2742	924.2448	678	DUSP4		DUSP4	DUSP4	0.757	678	1
3_MACS_peak_4093_lociStitched	chr10	112146900	112158418	3	9426	18451.836	1833.6656	679			SMNDC1	SMNDC1	0.12680000000000002	679	1
1_MACS_peak_12820_lociStitched	chr18	52930617	52937835	1	7219	17871.0462	1253.0448	680	TCF4		CCDC68	CCDC68	NONE	680	1
2_MACS_peak_16734_lociStitched	chr20	17826761	17839347	2	9586	18753.14	2137.1028	681			SNORD17	SNORD17	0.21960000000000002	681	1
2_MACS_peak_13126_lociStitched	chr19	3499715	3507430	2	4119	18311.5525	1737.418	682	FZR1,DOHH	FZR1,C19orf71,C19orf77	DOHH	DOHH	0.5239	682	1
1_MACS_peak_9465_lociStitched	chr15	75491030	75497576	1	6547	17833.2678	1259.4504	683	C15orf39		C15orf39	C15orf39	0.8325	683	1
1_MACS_peak_14884_lociStitched	chr2	66659703	66668578	1	8876	17832.5375	1272.675	684	MEIS1		MEIS1	MEIS1	0.0857	684	1
3_MACS_peak_2688_lociStitched	chr1	223899531	223915785	3	9952	20141.9568	3597.0102	685	CAPN2	CAPN8	CAPN2	CAPN2	0.17650000000000002	685	1
2_MACS_peak_13008_lociStitched	chr19	506017	512466	2	4681	18079.7715	1573.556	686	C19orf20	MADCAM1,CDC34,GZMM,SHC2,ODF3L2	C19orf20	C19orf20	0.7136	686	1
3_MACS_peak_23576_lociStitched	chr6	26020298	26034915	3	9569	19390.9122	2897.0894	687	HIST1H3A,HIST1H4A,HIST1H4B,HIST1H3B,HIST1H2AB	HIST1H3C,HIST1H1A,HIST1H2BB,HIST1H1C	HIST1H4B	HIST1H1C	1.0145	687	1
2_MACS_peak_29945_lociStitched	chrX	153189368	153200547	2	6423	17504.0782	1038.5291	688	ARHGAP4,NAA10	AVPR2,TMEM187,MIR3202-1,L1CAM,RENBP,HCFC1,MIR3202-2	ARHGAP4	TMEM187	1.0131000000000001	688	1
3_MACS_peak_6486_lociStitched	chr12	53763915	53776128	3	7177	18561.3174	2104.2999	689	SP1	AMHR2,AAAS,SP7	SP1	AAAS	0.39349999999999996	689	1
1_MACS_peak_1753_lociStitched	chr1	154971143	154977644	1	6502	17910.9051	1463.3751	690	ZBTB7B	CKS1B,MIR4258,FLAD1,LENEP,DCST1,ADAM15,PBXIP1,PYGO2,SHC1,DCST2	ZBTB7B	PBXIP1	2.3592	690	1
1_MACS_peak_1536_lociStitched	chr1	145967756	145970643	1	2888	17380.6061	945.2038	691		PDZK1P1	PDZK1P1	NONE	NONE	691	1
3_MACS_peak_594_lociStitched	chr1	36614205	36627343	3	8398	18435.2416	2007.4864	692	MAP7D1,TRAPPC3	COL8A2	MAP7D1	MAP7D1	0.2972	692	1
1_MACS_peak_18372_lociStitched	chr22	48491940	48496955	1	5016	17344.879	922.2585	693			MIR3201	MIR3201	NONE	693	1
1_MACS_peak_17330_lociStitched	chr20	60911261	60916869	1	5609	17556.4048	1134.4984	694	LAMA5	ADRM1,RPS21	LAMA5	ADRM1	0.33909999999999996	694	1
1_MACS_peak_22302_lociStitched	chr5	81145840	81152224	1	6385	17599.4112	1184.232	695			SSBP2	SSBP2	NONE	695	1
1_MACS_peak_6572_lociStitched	chr12	57076637	57083706	1	7070	17907.1908	1504.9901	696	PTGES3	BAZ2A,SNORD59B,SNORD59A,ATP5B,NACA	PTGES3	ATP5B	0.49049999999999994	696	1
1_MACS_peak_1555_lociStitched	chr1	147509547	147512352	1	2806	17139.672	817.0965	697			GPR89C	GPR89C	NONE	697	1
1_MACS_peak_4270_lociStitched	chr10	130854024	130858498	1	4475	17109.9182	792.3454	698			MGMT	MGMT	NONE	698	1
1_MACS_peak_27643_lociStitched	chr8	130763356	130767463	1	4108	17173.4205	860.4165	699	GSDMC		GSDMC	GSDMC	0.33140000000000003	699	1
3_MACS_peak_1509_lociStitched	chr1	145126649	145145978	3	10741	22808.22	6498.4098	700		SEC22B	SEC22B	NONE	NONE	700	1
4_MACS_peak_17284_lociStitched	chr20	55957943	55975398	4	11352	19043.405	2735.1985	701	RBM38	RAE1,MTRNR2L3	RBM38	RBM38	0.5345	701	1
2_MACS_peak_5447_lociStitched	chr11	102185953	102193667	2	7703	17894.1658	1614.5402	702	BIRC3	BIRC2	BIRC3	BIRC3	0.5447	702	1
3_MACS_peak_18177_lociStitched	chr22	39409229	39422073	3	7845	18594.2588	2332.4704	703	APOBEC3C,APOBEC3D	APOBEC3B,APOBEC3F	APOBEC3D	APOBEC3B	0.9348	703	1
1_MACS_peak_15122_lociStitched	chr2	87753988	87757671	1	3684	16960.9516	723.3412	704	NCRNA00152		NCRNA00152	NCRNA00152	0.4653	704	1
4_MACS_peak_5938_lociStitched	chr12	7022765	7038376	4	11256	18647.3395	2415.0217	705	LRRC23,ENO2,ATN1	TPI1,RPL13P5,DSTNP2,C12orf57,PTPN6,MIR200C,MIR141,EMG1,SPSB2,SCARNA12,PHB2	ATN1	PTPN6	1.3846	705	1
1_MACS_peak_16685_lociStitched	chr20	9489968	9498492	1	8525	17684.7428	1491.7	706	C20orf103		C20orf103	C20orf103	0.6388	706	1
1_MACS_peak_19848_lociStitched	chr3	156876238	156879546	1	3309	17112.9456	934.1792	707	CCNL1	LOC339894	CCNL1	LOC339894	0.7078	707	1
2_MACS_peak_12236_lociStitched	chr17	75361575	75369887	2	6509	17631.4144	1456.2624	708	SEPT9	SEPT9,MIR4316	SEPT9	SEPT9	0.2239	708	1
1_MACS_peak_15069_lociStitched	chr2	85764526	85767895	1	3370	16872.6258	707.49	709	MAT2A	VAMP8,VAMP5,GGCX	MAT2A	MAT2A	0.9915999999999999	709	1
1_MACS_peak_22441_lociStitched	chr5	100234953	100241719	1	6767	17756.6904	1594.7462	710	ST8SIA4		ST8SIA4	ST8SIA4	0.23080000000000003	710	1
2_MACS_peak_14544_lociStitched	chr2	37614960	37622829	2	7417	17993.2554	1835.8377	711		QPCT	QPCT	QPCT	2.2909	711	1
2_MACS_peak_27690_lociStitched	chr8	134221444	134232134	2	6365	17557.256	1404.666	712	WISP1		WISP1	WISP1	0.3888	712	1
1_MACS_peak_419_lociStitched	chr1	27112819	27116143	1	3325	16916.8332	769.1736	713	PIGV	ZDHHC18	PIGV	PIGV	0.8171	713	1
3_MACS_peak_23744_lociStitched	chr6	31619103	31634514	3	7009	19011.0096	2866.446	714	APOM,CSNK2B,BAT3,C6orf47,GPANK1	AIF1,BAT2,SNORA38,LY6G5B,LY6G6F,LY6G6D,LY6G5C,BAT5,LY6G6E	C6orf47	AIF1	0.6067	714	1
2_MACS_peak_12209_lociStitched	chr17	74721459	74734922	2	7058	18346.0301	2202.5468	715	C17orf95,MFSD11,JMJD6,SRSF2,MIR636	MXRA7	MIR636	MIR636	1.0547	715	1
2_MACS_peak_64_lociStitched	chr1	2476819	2489248	2	6909	17646.6942	1508.8806	716	TNFRSF14,LOC115110	C1orf93,PANK4,HES5	LOC115110	LOC115110	1.2507	716	1
2_MACS_peak_26618_lociStitched	chr8	1991045	2000098	2	6364	17395.3395	1261.0829	717	MYOM2		MYOM2	MYOM2	0.7464999999999999	717	1
1_MACS_peak_22764_lociStitched	chr5	139047022	139052203	1	5182	17334.0717	1207.6911	718	CXXC5		CXXC5	CXXC5	0.42079999999999995	718	1
2_MACS_peak_27928_lociStitched	chr9	9605472	9615865	2	9066	17595.349	1488.2776	719	PTPRD		PTPRD	NONE	NONE	719	1
5_MACS_peak_26879_lociStitched	chr8	27934062	27951570	5	12413	19372.602	3284.5008	720	ELP3,C8orf80		C8orf80	C8orf80	0.2546	720	1
3_MACS_peak_19591_lociStitched	chr3	129890695	129900386	3	7797	18036.8892	1954.6747	721		COL6A4P2	COL6A4P2	NONE	NONE	721	1
2_MACS_peak_12001_lociStitched	chr17	62197184	62210368	2	12146	18800.384	2723.8144	722	ERN1	SNORD104,SNORA76	ERN1	ERN1	0.6543	722	1
3_MACS_peak_2194_lociStitched	chr1	184711177	184725861	3	9292	19522.378	3453.6768	723	EDEM3		EDEM3	EDEM3	0.19810000000000003	723	1
4_MACS_peak_2415_lociStitched	chr1	205196279	205217908	4	11352	21062.3202	4994.1361	724	TMCC2	DSTYK	TMCC2	TMCC2	0.3456	724	1
2_MACS_peak_10557_lociStitched	chr16	66582849	66587958	2	4916	16963.4127	902.2494	725	CKLF,TK2	CMTM1,CMTM2,CMTM3	CKLF	CKLF	0.6754	725	1
2_MACS_peak_4030_lociStitched	chr10	105229143	105237074	2	5280	17371.2693	1317.3391	726	CALHM3	NEURL,CALHM2,CALHM1	CALHM3	CALHM3	1.0026	726	1
1_MACS_peak_16199_lociStitched	chr2	208028310	208032522	1	4213	16820.622	788.0652	727	KLF7		KLF7	KLF7	0.3483	727	1
3_MACS_peak_2041_lociStitched	chr1	171219574	171228889	3	8164	18135.3735	2135.9295	728	FMO1		FMO1	FMO1	0.3259000000000001	728	1
1_MACS_peak_2715_lociStitched	chr1	225653925	225656717	1	2793	16769.5896	770.3128	729		LBR	LBR	LBR	0.3545	729	1
3_MACS_peak_2564_lociStitched	chr1	211688144	211703001	3	8689	19006.5601	3038.2565	730		RD3,SLC30A1	RD3	SLC30A1	0.9048	730	1
2_MACS_peak_3897_lociStitched	chr10	97049439	97057782	2	8035	17280.8559	1340.7201	731	PDLIM1		PDLIM1	PDLIM1	0.3166	731	1
2_MACS_peak_21977_lociStitched	chr5	43007041	43021162	2	8298	18204.7932	2300.3109	732	LOC648987	LOC153684,C5orf39,LOC100132356	LOC648987	C5orf39	1.1891	732	1
2_MACS_peak_15955_lociStitched	chr2	187810724	187820989	2	7560	17216.458	1350.874	733			ZSWIM2	ZSWIM2	NONE	733	1
4_MACS_peak_11086_lociStitched	chr17	7736841	7762210	4	12512	19214.4806	3358.8556	734	DNAH2,KDM6B,TMEM88,CYB5D1,LSMD1	CHD3,SCARNA21	KDM6B	KDM6B	0.6004	734	1
2_MACS_peak_2591_lociStitched	chr1	212779505	212788843	2	5913	18099.8454	2263.5312	735	ATF3	FAM71A	ATF3	ATF3	0.3638	735	1
1_MACS_peak_19800_lociStitched	chr3	152877330	152882051	1	4722	16789.2923	955.0583	736	RAP2B		RAP2B	RAP2B	0.9738	736	1
4_MACS_peak_6865_lociStitched	chr12	92931027	92950998	4	12584	18860.6124	3027.6036	737			CLLU1OS	CLLU1OS	NONE	737	1
5_MACS_peak_8732_lociStitched	chr15	20969632	20996151	5	10151	19419.8637	3598.6283	738		BCL8	BCL8	NONE	NONE	738	1
2_MACS_peak_20418_lociStitched	chr4	5705352	5715526	2	7916	17606.107	1785.537	739	EVC,EVC2		EVC2	EVC2	0.06069999999999999	739	1
3_MACS_peak_23798_lociStitched	chr6	33279513	33292765	3	8190	18041.2728	2226.336	740	TAPBP,ZBTB22,DAXX	RPS18,B3GALT4,PFDN6,VPS52,WDR46,RGL2,LYPLA2P1	ZBTB22	ZBTB22	0.7351	740	1
2_MACS_peak_21731_lociStitched	chr5	1335508	1346203	2	8130	17803.9665	1990.3395	741	CLPTM1L	TERT	CLPTM1L	CLPTM1L	2.0195	741	1
1_MACS_peak_17112_lociStitched	chr20	44599143	44601896	1	2754	16419.9932	639.2466	742	ZNF335	PCIF1,MMP9,SLC12A5	ZNF335	ZNF335	0.4445	742	1
3_MACS_peak_18607_lociStitched	chr3	20080448	20098222	3	11443	18474.2956	2696.3158	743	KAT2B	C3orf48	KAT2B	KAT2B	0.1105	743	1
3_MACS_peak_1786_lociStitched	chr1	155903051	155917849	3	9725	19090.8998	3313.2722	744	RXFP4,KIAA0907,ARHGEF2	RIT1,SNORA42,SCARNA4	RXFP4	RXFP4	0.8256999999999999	744	1
3_MACS_peak_1526_lociStitched	chr1	145501306	145517405	3	7374	19650.4394	3875.0293	745	RBM8A,PEX11B,GNRHR2	ANKRD34A,LIX1L,ITGA10,ANKRD35,POLR3GL	RBM8A	POLR3GL	1.0688	745	1
2_MACS_peak_6895_lociStitched	chr12	94540979	94552956	2	8563	17725.96	1953.4487	746	PLXNC1		PLXNC1	PLXNC1	0.4694	746	1
1_MACS_peak_20675_lociStitched	chr4	40055745	40060337	1	4593	16720.8496	962.9424	747	N4BP2,LOC344967		N4BP2	N4BP2	0.10779999999999999	747	1
1_MACS_peak_25283_lociStitched	chr7	26238743	26242799	1	4057	16554.1584	805.5216	748	CBX3,HNRNPA2B1	NFE2L3	CBX3	CBX3	0.7247000000000001	748	1
1_MACS_peak_26891_lociStitched	chr8	28346939	28353175	1	6237	17030.516	1296.4644	749	FZD3,FBXO16	MIR4288	FZD3	FZD3	0.1666	749	1
2_MACS_peak_20727_lociStitched	chr4	48194675	48205927	2	8350	17743.2788	2021.9844	750	TEC		TXK	TXK	NONE	750	1
3_MACS_peak_615_lociStitched	chr1	37930768	37946363	3	11391	18243.031	2541.985	751	ZC3H12A	MEAF6	ZC3H12A	ZC3H12A	0.7006	751	1
4_MACS_peak_4331_lociStitched	chr11	788901	811052	4	9879	18427.4169	2733.4334	752	RPLP2,CEND1,SLC25A22,LRDD	TALDO1,SNORA52,PNPLA2,EFCAB4A,CD151,TSPAN4,PDDC1,POLR2L	SLC25A22	SNORA52	0.5922000000000001	752	1
2_MACS_peak_6933_lociStitched	chr12	96586903	96593709	2	6628	16679.4642	1001.1626	753	ELK3		ELK3	ELK3	0.1734	753	1
1_MACS_peak_25843_lociStitched	chr7	90558710	90564175	1	5466	16710.877	1047.6405	754	CDK14		CDK14	CDK14	0.0767	754	1
2_MACS_peak_2901_lociStitched	chr1	240074725	240082585	2	6472	17499.504	1844.742	755			RPS7P5	RPS7P5	NONE	755	1
3_MACS_peak_14595_lociStitched	chr2	42344321	42361109	3	11700	18485.2668	2838.8508	756		EML4	EML4	NONE	NONE	756	1
3_MACS_peak_18739_lociStitched	chr3	39248007	39263830	3	8440	18090.4359	2450.9827	757		XIRP1	XIRP1	XIRP1	0.0862	757	1
1_MACS_peak_26385_lociStitched	chr7	139042758	139046317	1	3560	16769.6521	1132.1179	758	LUC7L2	C7orf55	LUC7L2	C7orf55	0.9663999999999999	758	1
4_MACS_peak_24694_lociStitched	chr6	135323017	135344031	4	11045	18645.7222	3017.6104	759	HBS1L	MIR3662,HBS1L	MIR3662	HBS1L	0.16870000000000002	759	1
1_MACS_peak_205_lociStitched	chr1	15160772	15164649	1	3878	16201.5953	605.9751	760	KAZ		KAZ	KAZ	0.018299999999999997	760	1
2_MACS_peak_28846_lociStitched	chr9	130672558	130681239	2	6696	17014.76	1428.0245	761	ST6GALNAC4	AK1,ST6GALNAC6,PIP5KL1,DPM2,FAM102A	ST6GALNAC4	ST6GALNAC4	0.8184	761	1
2_MACS_peak_20662_lociStitched	chr4	38986031	38999694	2	7409	17588.3799	2005.7284	762	TMEM156	KLHL5	TMEM156	TMEM156	0.2084	762	1
1_MACS_peak_1217_lociStitched	chr1	92947728	92953308	1	5581	16525.17	950.832	763	GFI1		GFI1	GFI1	0.7952	763	1
2_MACS_peak_28689_lociStitched	chr9	117127809	117136608	2	6779	17270.6772	1706.1261	764	AKNA	ORM1,ORM2	AKNA	AKNA	0.4688	764	1
1_MACS_peak_9810_lociStitched	chr15	101738273	101743735	1	5463	16577.7162	1052.5274	765	CHSY1		CHSY1	CHSY1	0.22110000000000002	765	1
1_MACS_peak_18620_lociStitched	chr3	23846803	23854704	1	7902	16981.6193	1464.0553	766	UBE2E1		UBE2E1	UBE2E1	0.1471	766	1
4_MACS_peak_10786_lociStitched	chr16	81841547	81857696	4	10027	16970.9841	1479.2484	767	PLCG2		PLCG2	PLCG2	0.1033	767	1
2_MACS_peak_17386_lociStitched	chr21	9962982	9969558	2	6140	18639.672	3149.2464	768	LOC100132288		LOC100132288	LOC100132288	0.1679	768	1
3_MACS_peak_20262_lociStitched	chr3	193847774	193860489	3	10204	18408.777	2938.4365	769	HES1		HES1	HES1	1.1222	769	1
2_MACS_peak_5802_lociStitched	chr11	130696938	130705902	2	8365	17105.1048	1638.6192	770			SNX19	SNX19	NONE	770	1
1_MACS_peak_28873_lociStitched	chr9	131417755	131420028	1	2274	15881.451	421.8688	771	WDR34	SET,PKN3	WDR34	SET	0.463	771	1
2_MACS_peak_9170_lociStitched	chr15	52968393	52977069	2	8636	17089.1172	1654.5132	772	KIAA1370		KIAA1370	KIAA1370	0.1126	772	1
1_MACS_peak_27870_lociStitched	chr9	3524393	3528060	1	3668	16141.4006	708.4644	773	RFX3		RFX3	RFX3	0.0267	773	1
1_MACS_peak_4174_lociStitched	chr10	121064076	121067648	1	3573	16318.3248	891.214	774	GRK5		GRK5	GRK5	0.05600000000000001	774	1
1_MACS_peak_2761_lociStitched	chr1	227125859	227129077	1	3219	16389.9176	980.2028	775	ADCK3		ADCK3	ADCK3	0.22039999999999998	775	1
2_MACS_peak_27738_lociStitched	chr8	142126464	142140617	2	8003	17310.5343	1913.4856	776	DENND3		DENND3	DENND3	0.08539999999999999	776	1
2_MACS_peak_25556_lociStitched	chr7	52774335	52788431	2	8456	17037.8352	1666.1472	777			POM121L12	POM121L12	NONE	777	1
2_MACS_peak_23263_lociStitched	chr6	381438	400757	2	12884	18412.9389	3046.6063	778	IRF4		IRF4	IRF4	0.48039999999999994	778	1
2_MACS_peak_26510_lociStitched	chr7	150009546	150021515	2	5706	17936.7434	2579.3195	779	LRRC61,ACTR3C	C7orf29,REPIN1,ACTR3C,RARRES2	LRRC61	REPIN1	3.5581	779	1
1_MACS_peak_14787_lociStitched	chr2	61762973	61766848	1	3876	16142.8625	795.5375	780	XPO1		XPO1	XPO1	0.1804	780	1
1_MACS_peak_20648_lociStitched	chr4	38177108	38183166	1	6059	16552.8792	1227.3508	781			PTTG2	PTTG2	NONE	781	1
3_MACS_peak_5735_lociStitched	chr11	126173021	126189804	3	9677	18328.7143	3044.4362	782	DCPS	FOXRED1,TIRAP,ST3GAL4,SRPR,FLJ39051	DCPS	TIRAP	0.2736	782	1
2_MACS_peak_9368_lociStitched	chr15	70387100	70396564	2	8562	16915.9536	1640.1112	783	TLE3	MIR629	TLE3	TLE3	0.23690000000000003	783	1
2_MACS_peak_3838_lociStitched	chr10	91805534	91813167	2	7435	16490.3332	1225.8598	784			KIF20B	KIF20B	NONE	784	1
1_MACS_peak_19329_lociStitched	chr3	108787448	108792966	1	5519	16361.4218	1103.0482	785	MORC1		MORC1	MORC1	0.0776	785	1
3_MACS_peak_19836_lociStitched	chr3	156533869	156544879	3	6530	17433.234	2182.182	786	LEKR1	PA2G4P4	LEKR1	PA2G4P4	0.1766	786	1
2_MACS_peak_11803_lociStitched	chr17	47816199	47827367	2	8728	17200.9536	1983.4368	787	FAM117A	MYST2,SLC35B1	FAM117A	SLC35B1	0.38639999999999997	787	1
1_MACS_peak_15880_lociStitched	chr2	178127638	178130900	1	3263	15817.438	609.994	788	NFE2L2	MIR3128	NFE2L2	NFE2L2	0.319	788	1
2_MACS_peak_23294_lociStitched	chr6	3023144	3032772	2	6919	16710.3568	1525.0752	789	LOC401233	DKFZP686I15217,NQO2,FAM136B,RIPK1	LOC401233	LOC401233	0.9550999999999998	789	1
1_MACS_peak_5804_lociStitched	chr11	130715325	130719839	1	4515	16158.7658	997.1426	790			SNX19	SNX19	NONE	790	1
1_MACS_peak_20774_lociStitched	chr4	56811498	56817023	1	5526	16340.1875	1188.98	791	CEP135		CEP135	CEP135	0.1247	791	1
2_MACS_peak_14181_lociStitched	chr19	59065571	59071869	2	4762	16238.1334	1088.9242	792	LOC100131691,CHMP2A,UBE2M	TRIM28,MGC2752,SLC27A5,ZBTB45,MZF1	UBE2M	UBE2M	1.1192	792	1
5_MACS_peak_689_lociStitched	chr1	40839056	40858461	5	12096	18533.7155	3386.1725	793	SMAP2	SMAP2	SMAP2	SMAP2	0.2328	793	1
3_MACS_peak_4303_lociStitched	chr10	135201406	135215537	3	6636	17210.1449	2078.6701	794	PAOX,MTG1	PRAP1,C10orf125,MIR3944,ECHS1,SPRN	MTG1	MTG1	0.2834	794	1
1_MACS_peak_5615_lociStitched	chr11	118689358	118693215	1	3858	15906.268	776.4141	795		DDX6	DDX6	DDX6	0.30310000000000004	795	1
1_MACS_peak_19432_lociStitched	chr3	119811797	119815621	1	3825	15942.6384	830.9552	796	GSK3B		GSK3B	GSK3B	0.013899999999999996	796	1
2_MACS_peak_10370_lociStitched	chr16	31879777	31890414	2	8203	16985.1616	1881.6853	797	ZNF267		ZNF267	ZNF267	0.25460000000000005	797	1
