REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X05_0EWR_0229Kronos_MM1S.KB.3hr.1_H3K18Ac_hs.dm_i07.bam	X39_0EXR_0229Kronos_MM1S.KB.3hr.1_Input_hs_i82.bam	enhancerRank	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	enhancerRank.1	isSuper
3_MACS_peak_615_lociStitched	chr1	37930768	37946363	3	11391	18243.031	2541.985	751	ZC3H12A	MEAF6	ZC3H12A	751	1
4_MACS_peak_4331_lociStitched	chr11	788901	811052	4	9879	18427.4169	2733.4334	752	RPLP2,CEND1,SLC25A22,LRDD	TALDO1,SNORA52,PNPLA2,EFCAB4A,CD151,TSPAN4,PDDC1,POLR2L	SLC25A22	752	1
2_MACS_peak_6933_lociStitched	chr12	96586903	96593709	2	6628	16679.4642	1001.1626	753	ELK3		ELK3	753	1
1_MACS_peak_25843_lociStitched	chr7	90558710	90564175	1	5466	16710.877	1047.6405	754	CDK14		CDK14	754	1
2_MACS_peak_2901_lociStitched	chr1	240074725	240082585	2	6472	17499.504	1844.742	755			RPS7P5	755	1
3_MACS_peak_14595_lociStitched	chr2	42344321	42361109	3	11700	18485.2668	2838.8508	756		EML4	EML4	756	1
3_MACS_peak_18739_lociStitched	chr3	39248007	39263830	3	8440	18090.4359	2450.9827	757		XIRP1	XIRP1	757	1
1_MACS_peak_26385_lociStitched	chr7	139042758	139046317	1	3560	16769.6521	1132.1179	758	LUC7L2	C7orf55	LUC7L2	758	1
4_MACS_peak_24694_lociStitched	chr6	135323017	135344031	4	11045	18645.7222	3017.6104	759	HBS1L	MIR3662,HBS1L	MIR3662	759	1
1_MACS_peak_205_lociStitched	chr1	15160772	15164649	1	3878	16201.5953	605.9751	760	KAZ		KAZ	760	1
2_MACS_peak_28846_lociStitched	chr9	130672558	130681239	2	6696	17014.76	1428.0245	761	ST6GALNAC4	AK1,ST6GALNAC6,PIP5KL1,DPM2,FAM102A	ST6GALNAC4	761	1
2_MACS_peak_20662_lociStitched	chr4	38986031	38999694	2	7409	17588.3799	2005.7284	762	TMEM156	KLHL5	TMEM156	762	1
1_MACS_peak_1217_lociStitched	chr1	92947728	92953308	1	5581	16525.17	950.832	763	GFI1		GFI1	763	1
2_MACS_peak_28689_lociStitched	chr9	117127809	117136608	2	6779	17270.6772	1706.1261	764	AKNA	ORM1,ORM2	AKNA	764	1
1_MACS_peak_9810_lociStitched	chr15	101738273	101743735	1	5463	16577.7162	1052.5274	765	CHSY1		CHSY1	765	1
1_MACS_peak_18620_lociStitched	chr3	23846803	23854704	1	7902	16981.6193	1464.0553	766	UBE2E1		UBE2E1	766	1
4_MACS_peak_10786_lociStitched	chr16	81841547	81857696	4	10027	16970.9841	1479.2484	767	PLCG2		PLCG2	767	1
2_MACS_peak_17386_lociStitched	chr21	9962982	9969558	2	6140	18639.672	3149.2464	768	LOC100132288		LOC100132288	768	1
3_MACS_peak_20262_lociStitched	chr3	193847774	193860489	3	10204	18408.777	2938.4365	769	HES1		HES1	769	1
2_MACS_peak_5802_lociStitched	chr11	130696938	130705902	2	8365	17105.1048	1638.6192	770			SNX19	770	1
1_MACS_peak_28873_lociStitched	chr9	131417755	131420028	1	2274	15881.451	421.8688	771	WDR34	SET,PKN3	WDR34	771	1
2_MACS_peak_9170_lociStitched	chr15	52968393	52977069	2	8636	17089.1172	1654.5132	772	KIAA1370		KIAA1370	772	1
1_MACS_peak_27870_lociStitched	chr9	3524393	3528060	1	3668	16141.4006	708.4644	773	RFX3		RFX3	773	1
1_MACS_peak_4174_lociStitched	chr10	121064076	121067648	1	3573	16318.3248	891.214	774	GRK5		GRK5	774	1
1_MACS_peak_2761_lociStitched	chr1	227125859	227129077	1	3219	16389.9176	980.2028	775	ADCK3		ADCK3	775	1
2_MACS_peak_27738_lociStitched	chr8	142126464	142140617	2	8003	17310.5343	1913.4856	776	DENND3		DENND3	776	1
2_MACS_peak_25556_lociStitched	chr7	52774335	52788431	2	8456	17037.8352	1666.1472	777			POM121L12	777	1
2_MACS_peak_23263_lociStitched	chr6	381438	400757	2	12884	18412.9389	3046.6063	778	IRF4		IRF4	778	1
2_MACS_peak_26510_lociStitched	chr7	150009546	150021515	2	5706	17936.7434	2579.3195	779	LRRC61,ACTR3C	C7orf29,REPIN1,ACTR3C,RARRES2	LRRC61	779	1
1_MACS_peak_14787_lociStitched	chr2	61762973	61766848	1	3876	16142.8625	795.5375	780	XPO1		XPO1	780	1
1_MACS_peak_20648_lociStitched	chr4	38177108	38183166	1	6059	16552.8792	1227.3508	781			PTTG2	781	1
3_MACS_peak_5735_lociStitched	chr11	126173021	126189804	3	9677	18328.7143	3044.4362	782	DCPS	FOXRED1,TIRAP,ST3GAL4,SRPR,FLJ39051	DCPS	782	1
2_MACS_peak_9368_lociStitched	chr15	70387100	70396564	2	8562	16915.9536	1640.1112	783	TLE3	MIR629	TLE3	783	1
2_MACS_peak_3838_lociStitched	chr10	91805534	91813167	2	7435	16490.3332	1225.8598	784			KIF20B	784	1
1_MACS_peak_19329_lociStitched	chr3	108787448	108792966	1	5519	16361.4218	1103.0482	785	MORC1		MORC1	785	1
3_MACS_peak_19836_lociStitched	chr3	156533869	156544879	3	6530	17433.234	2182.182	786	LEKR1	PA2G4P4	LEKR1	786	1
2_MACS_peak_11803_lociStitched	chr17	47816199	47827367	2	8728	17200.9536	1983.4368	787	FAM117A	MYST2,SLC35B1	FAM117A	787	1
1_MACS_peak_15880_lociStitched	chr2	178127638	178130900	1	3263	15817.438	609.994	788	NFE2L2	MIR3128	NFE2L2	788	1
2_MACS_peak_23294_lociStitched	chr6	3023144	3032772	2	6919	16710.3568	1525.0752	789	LOC401233	DKFZP686I15217,NQO2,FAM136B,RIPK1	LOC401233	789	1
1_MACS_peak_5804_lociStitched	chr11	130715325	130719839	1	4515	16158.7658	997.1426	790			SNX19	790	1
1_MACS_peak_20774_lociStitched	chr4	56811498	56817023	1	5526	16340.1875	1188.98	791	CEP135		CEP135	791	1
2_MACS_peak_14181_lociStitched	chr19	59065571	59071869	2	4762	16238.1334	1088.9242	792	LOC100131691,CHMP2A,UBE2M	TRIM28,MGC2752,SLC27A5,ZBTB45,MZF1	UBE2M	792	1
5_MACS_peak_689_lociStitched	chr1	40839056	40858461	5	12096	18533.7155	3386.1725	793	SMAP2	SMAP2	SMAP2	793	1
3_MACS_peak_4303_lociStitched	chr10	135201406	135215537	3	6636	17210.1449	2078.6701	794	PAOX,MTG1	PRAP1,C10orf125,MIR3944,ECHS1,SPRN	MTG1	794	1
1_MACS_peak_5615_lociStitched	chr11	118689358	118693215	1	3858	15906.268	776.4141	795		DDX6	DDX6	795	1
1_MACS_peak_19432_lociStitched	chr3	119811797	119815621	1	3825	15942.6384	830.9552	796	GSK3B		GSK3B	796	1
2_MACS_peak_10370_lociStitched	chr16	31879777	31890414	2	8203	16985.1616	1881.6853	797	ZNF267		ZNF267	797	1
4_MACS_peak_8707_lociStitched	chr14	106143826	106173455	4	27614	106990.319	3522.8881	13		MYC	MYC	13	1
1_MACS_peak_8714_lociStitched	chr14	106323793	106329585	1	5793	33285.4656	503.904	201		MYC	MYC	201	1
1_MACS_peak_8711_lociStitched	chr14	106207073	106212055	1	4983	20266.2778	352.7256	482		MYC	MYC	482	1
