REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X33_0EX9_0229Kronos_MM1S.No.Treatment.1_p300_hs_i49.bam	X35_0EXN_0229Kronos_MM1S.No.Treatment.1_Input_hs_i77.bam	enhancerRank	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	TOP_GENE	TSS_SIGNAL	enhancerRank	isSuper
2_MACS_peak_11294_lociStitched	chr9	112904996	112911353	2	2934	3743.0016	1305.7278	692	PALM2-AKAP2,AKAP2		AKAP2	AKAP2	0.0479	692	1
1_MACS_peak_1528_lociStitched	chr10	90030394	90032426	1	2033	3069.7424	633.1712	693			RNLS	RNLS	0.026999999999999996	693	1
2_MACS_peak_10523_lociStitched	chr8	24224375	24229424	2	1824	3406.0554	969.9129	694		ADAMDEC1	ADAMDEC1	ADAMDEC1	0.0528	694	1
2_MACS_peak_6471_lociStitched	chr20	56253294	56257225	2	3743	3465.5696	1031.1013	695	PMEPA1		PMEPA1	PMEPA1	0.03799999999999999	695	1
1_MACS_peak_3581_lociStitched	chr15	70327820	70329819	1	2000	2982.508	551.3242	696		MIR629	MIR629	NONE	NONE	696	1
2_MACS_peak_7594_lociStitched	chr3	173449866	173455777	2	2047	3628.7629	1202.2974	697	NLGN1		NLGN1	NLGN1	0.007500000000000007	697	1
2_MACS_peak_8666_lociStitched	chr5	86412569	86418562	2	3189	3665.9181	1242.3489	698		MIR4280	MIR4280	MIR4280	0.11829999999999999	698	1
1_MACS_peak_4604_lociStitched	chr18	3585539	3587743	1	2205	3096.3996	673.1016	699	DLGAP1	FLJ35776	FLJ35776	FLJ35776	0.00849999999999998	699	1
1_MACS_peak_5493_lociStitched	chr2	65257987	65259801	1	1815	3017.2262	594.085	700		SLC1A4,CEP68	CEP68	SLC1A4	0.027999999999999997	700	1
2_MACS_peak_10834_lociStitched	chr8	124553311	124559859	2	2192	3463.2372	1044.406	701	FBXO32	FBXO32	FBXO32	FBXO32	0.04970000000000001	701	1
1_MACS_peak_3931_lociStitched	chr16	32333147	32335734	1	2588	3415.8748	997.5472	702		LOC390705	LOC390705	LOC390705	0.00010000000000001674	702	1
2_MACS_peak_3417_lociStitched	chr15	40225670	40232682	2	2537	3565.602	1148.5656	703	EIF2AK4	GPR176	EIF2AK4	EIF2AK4	0.027899999999999994	703	1
