REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X20_0EX6_0229Kronos_MM1S.KB.24hr.2_H3K27Ac_hs.dm_i43.bam	X44_0EXW_0229Kronos_MM1S.KB.24hr.2_Input_hs_i90.bam	enhancerRank	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	TOP_GENE	TSS_SIGNAL	enhancerRank	isStretch
3_MACS_peak_16196_lociStitched	chr3	39247927	39263943	3	8958	42745.1024	2926.1232	634		XIRP1	XIRP1	XIRP1	0.031299999999999994	634	1
4_MACS_peak_6442_lociStitched	chr13	42061828	42078047	4	8954	19624.99	1638.119	635		C13orf15	C13orf15	NONE	NONE	635	1
1_MACS_peak_16983_lociStitched	chr3	133289648	133298583	1	8936	34422.0875	2253.407	636	CDV3		CDV3	CDV3	1.2086999999999999	636	1
2_MACS_peak_9787_lociStitched	chr17	27219419	27231024	2	8935	22669.207	2098.184	637	FLOT2,DHRS13	ERAL1,C17orf63,MIR451,MIR144,PHF12	FLOT2	FLOT2	0.6708	637	1
3_MACS_peak_16269_lociStitched	chr3	45604592	45617902	3	8932	15680.511	2465.012	638		LIMD1	LIMD1	LIMD1	0.45619999999999994	638	1
2_MACS_peak_18743_lociStitched	chr4	185263534	185277445	2	8921	62376.924	3031.2069	639			IRF2	IRF2	3.2809999999999997	639	1
2_MACS_peak_21295_lociStitched	chr6	113946307	113957110	2	8920	65654.1522	2770.9695	640			MARCKS	MARCKS	NONE	640	1
2_MACS_peak_11965_lociStitched	chr19	44257134	44271636	2	8906	35206.5054	2565.4038	641	C19orf61,KCNN4	IRGC,LYPD5	C19orf61	C19orf61	0.39130000000000004	641	1
2_MACS_peak_24999_lociStitched	chr9	123631288	123641794	2	8899	42684.8274	2188.3998	642	PHF19	LOC253039,PSMD5,TRAF1	PHF19	PHF19	1.2933000000000001	642	1
4_MACS_peak_10134_lociStitched	chr17	45265225	45284481	4	8893	35771.8712	3373.6512	643	CDC27	MYL4,ITGB3	CDC27	MYL4	0.8425	643	1
2_MACS_peak_23384_lociStitched	chr8	29197494	29210305	2	8891	23763.1239	2396.9381	644	DUSP4		DUSP4	DUSP4	0.9287000000000001	644	1
3_MACS_peak_4459_lociStitched	chr11	78163173	78178682	3	8877	57251.4735	2515.5598	645	NARS2	GAB2	GAB2	NONE	NONE	645	1
1_MACS_peak_19821_lociStitched	chr5	140886166	140895027	1	8862	16767.6703	1416.8739	646	PCDHGB3,PCDHGB1,PCDHGA2,PCDHGA3,PCDHGA1,PCDHGB4,PCDHGB2,PCDHGA7,PCDHGA5,PCDHGA4,PCDHGA6,PCDHGA8,PCDHGB5,PCDHGA11,PCDHGA12,PCDHGA9,PCDHGC5,PCDHGA10,PCDHGC3,PCDHGB6,PCDHGC4,PCDHGB7,DIAPH1	PCDHGC4,PCDHGC5	PCDHGC5	PCDHGC5	0.44040000000000007	646	1
2_MACS_peak_15038_lociStitched	chr21	16046985	16061134	2	8861	53801.5725	2616.1501	647			SAMSN1	SAMSN1	NONE	647	1
3_MACS_peak_4832_lociStitched	chr11	126172857	126189853	3	8860	17439.5956	3152.758	648	DCPS	FOXRED1,TIRAP,ST3GAL4,SRPR,FLJ39051	DCPS	DCPS	0.24910000000000002	648	1
2_MACS_peak_7012_lociStitched	chr14	50465298	50476962	2	8851	68289.2208	1417.176	649	C14orf182		C14orf182	C14orf182	1.8579	649	1
3_MACS_peak_10675_lociStitched	chr17	80405726	80423813	3	8846	39740.7564	2973.5028	650	NARF,C17orf62	HEXDC,C17orf101	NARF	NARF	0.3326	650	1
3_MACS_peak_18231_lociStitched	chr4	100765877	100783676	3	8840	20778.5526	3157.5426	651	DAPP1	MAPKSP1	DAPP1	DAPP1	0.49570000000000003	651	1
1_MACS_peak_5932_lociStitched	chr12	102870673	102879510	1	8838	87237.9803	2122.6474	652	IGF1		IGF1	IGF1	0.8681000000000001	652	1
2_MACS_peak_21886_lociStitched	chr7	7999129	8013446	2	8834	31186.7211	3050.9527	653	GLCCI1		GLCCI1	GLCCI1	0.16690000000000002	653	1
1_MACS_peak_1923_lociStitched	chr1	197740039	197748869	1	8831	61181.304	3044.584	654	DENND1B		DENND1B	DENND1B	0.1882	654	1
2_MACS_peak_4827_lociStitched	chr11	126056513	126069279	2	8829	56765.2956	2290.2204	655		FAM118B,RPUSD4	RPUSD4	RPUSD4	0.4727	655	1
2_MACS_peak_5036_lociStitched	chr12	9587629	9602037	2	8825	21349.7744	2331.2144	656	DDX12		DDX12	DDX12	0.8403999999999999	656	1
3_MACS_peak_9979_lociStitched	chr17	38251389	38261247	3	8824	17309.6622	2272.269	657	NR1D1	THRA,MSL1,CASC3,MED24	NR1D1	NR1D1	0.8232	657	1
3_MACS_peak_7169_lociStitched	chr14	65813170	65825741	3	8802	12840.0194	1073.5634	658			FUT8	FUT8	NONE	658	1
2_MACS_peak_20554_lociStitched	chr6	27857262	27871651	2	8798	30182.3664	2849.022	659	HIST1H2BO,HIST1H3J,HIST1H2AM	HIST1H2AL,HIST1H1B,HIST1H3I,HIST1H4L,OR2B2	HIST1H2BO	HIST1H2BO	2.4677000000000002	659	1
1_MACS_peak_2958_lociStitched	chr10	63656467	63665241	1	8775	34377.4094	2034.6906	660	ARID5B		ARID5B	ARID5B	0.4264	660	1
2_MACS_peak_19945_lociStitched	chr5	151127792	151139155	2	8774	25833.7805	2174.8782	661	ATOX1	G3BP1	ATOX1	ATOX1	0.9349999999999999	661	1
3_MACS_peak_24405_lociStitched	chr9	33152438	33168476	3	8773	17492.6466	2349.567	662	B4GALT1		B4GALT1	B4GALT1	0.20280000000000004	662	1
1_MACS_peak_4062_lociStitched	chr11	58339867	58348632	1	8766	72193.799	2244.7165	663	ZFP91-CNTF,ZFP91,LPXN	CNTF	LPXN	LPXN	1.2149999999999999	663	1
2_MACS_peak_5721_lociStitched	chr12	77452967	77464660	2	8756	40446.087	2344.4465	664	E2F7		E2F7	E2F7	0.7090000000000001	664	1
1_MACS_peak_11057_lociStitched	chr18	52982881	52991633	1	8753	26663.8432	1886.9312	665	TCF4		TCF4	TCF4	0.1738	665	1
1_MACS_peak_11484_lociStitched	chr19	11199337	11208080	1	8744	31850.749	2071.2167	666	LDLR		LDLR	LDLR	0.5745	666	1
2_MACS_peak_10628_lociStitched	chr17	78873396	78887164	2	8744	76057.1856	2207.0104	667	RPTOR		CHMP6	CHMP6	NONE	667	1
2_MACS_peak_21502_lociStitched	chr6	137973835	137983774	2	8741	24097.1055	1839.7089	668			OLIG3	OLIG3	NONE	668	1
3_MACS_peak_10147_lociStitched	chr17	45725717	45742164	3	8740	13818.7694	2782.8324	669	KPNB1	TBKBP1	KPNB1	KPNB1	0.24750000000000003	669	1
3_MACS_peak_19383_lociStitched	chr5	86365208	86378802	3	8736	30227.6184	2747.3474	670		MIR4280	MIR4280	MIR4280	0.8355	670	1
1_MACS_peak_9972_lociStitched	chr17	38016288	38025020	1	8733	48325.5076	2162.9164	671	ZPBP2,IKZF3	GSDMB	IKZF3	IKZF3	1.3962	671	1
1_MACS_peak_1136_lociStitched	chr1	111172789	111181521	1	8733	75562.362	1405.852	672		KCNA2,KCNA3	KCNA2	KCNA3	0.9929	672	1
1_MACS_peak_8383_lociStitched	chr15	90637858	90646582	1	8725	46654.2072	2203.6824	673	IDH2		IDH2	IDH2	1.5842	673	1
3_MACS_peak_4762_lociStitched	chr11	119553799	119567802	3	8720	17841.2223	1755.9762	674	PVRL1		PVRL1	PVRL1	0.45920000000000005	674	1
1_MACS_peak_239_lociStitched	chr1	23850138	23858856	1	8719	50391.7836	2157.705	675	E2F2	ASAP3,ID3	E2F2	E2F2	1.4021	675	1
2_MACS_peak_7227_lociStitched	chr14	72980342	72989940	2	8712	36167.1836	1316.8456	676	RGS6		DPF3	DPF3	NONE	676	1
2_MACS_peak_8614_lociStitched	chr16	4554317	4568800	2	8702	34311.6753	2880.6687	677	HMOX2,C16orf5	LOC342346,NMRAL1	HMOX2	HMOX2	0.7592000000000001	677	1
2_MACS_peak_10084_lociStitched	chr17	42287123	42299841	2	8680	18540.3004	1853.0126	678	UBTF	ASB16,TMUB2,C17orf65,ATXN7L3,SLC4A1	UBTF	ATXN7L3	1.0943999999999998	678	1
4_MACS_peak_20324_lociStitched	chr6	10403474	10427771	4	8680	17348.058	3073.5705	679	LOC100130275,TFAP2A	C6orf218	TFAP2A	TFAP2A	0.42199999999999993	679	1
3_MACS_peak_18085_lociStitched	chr4	78063154	78080121	3	8667	16335.8276	2918.324	680	CCNG2		CCNG2	CCNG2	0.516	680	1
3_MACS_peak_12103_lociStitched	chr19	49989899	50005071	3	8662	19269.9572	2982.8152	681	RPL13AP5,RPL13A,SNORD32A,SNORD33,SNORD35A,SNORD34,RPS11,SNORD35B,MIR150	ALDH16A1,FLT3LG,FCGRT,RCN3,SLC17A7,PIH1D1	RPS11	RPS11	0.8996000000000001	681	1
1_MACS_peak_24374_lociStitched	chr9	22236982	22245641	1	8660	41616.8858	1291.0569	682			DMRTA1	DMRTA1	NONE	682	1
2_MACS_peak_24306_lociStitched	chr9	9605295	9615333	2	8657	50560.4022	1812.8628	683	PTPRD		PTPRD	NONE	NONE	683	1
1_MACS_peak_20669_lociStitched	chr6	32934504	32943154	1	8651	86453.29	2813.845	684	BRD2	HLA-DMB,HLA-DMA,HLA-DOA	BRD2	BRD2	3.6737	684	1
4_MACS_peak_25801_lociStitched	chrX	75362557	75372296	4	8651	29814.0007	1310.8694	685		CXorf26	CXorf26	CXorf26	0.21120000000000003	685	1
3_MACS_peak_21261_lociStitched	chr6	109403992	109417876	3	8643	19784.7	2560.2096	686	CEP57L1,SESN1	CEP57L1	SESN1	SESN1	0.2037	686	1
3_MACS_peak_15675_lociStitched	chr22	38067715	38083509	3	8642	19955.719	3008.757	687	LGALS1,NOL12	SH3BP1,PDXP,TRIOBP	LGALS1	LGALS1	0.8477999999999999	687	1
2_MACS_peak_15492_lociStitched	chr22	24822484	24832018	2	8638	38922.555	1751.3958	688	ADORA2A,C22orf45		ADORA2A	ADORA2A	1.5014	688	1
4_MACS_peak_24199_lociStitched	chr8	146010498	146030784	4	8634	11597.5062	3501.3636	689	ZNF517,ZNF34,RPL8	ZNF7,ZNF251,COMMD5	RPL8	RPL8	0.5569000000000001	689	1
2_MACS_peak_22950_lociStitched	chr7	137699283	137714357	2	8632	22532.6152	3408.2314	690		AKR1D1,CREB3L2	CREB3L2	CREB3L2	0.11830000000000002	690	1
2_MACS_peak_20657_lociStitched	chr6	32156377	32165815	2	8618	22997.5746	1503.4734	691	PBX2,GPSM3,NOTCH4	PPT2,EGFL8,RNF5,RNF5P1,PRRT1,LOC100507547,AGPAT1,AGER	GPSM3	GPSM3	1.4519	691	1
2_MACS_peak_9078_lociStitched	chr16	56943379	56952879	2	8614	76246.05	2383.55	692	SLC12A3	HERPUD1,CETP	HERPUD1	HERPUD1	3.3837	692	1
3_MACS_peak_14517_lociStitched	chr20	23329698	23344424	3	8613	24322.9342	2918.6932	693	NXT1	GZF1	NXT1	NXT1	0.9907	693	1
2_MACS_peak_24054_lociStitched	chr8	129278022	129287504	2	8610	30264.6476	2142.932	694			MIR1208	MIR1208	NONE	694	1
4_MACS_peak_288_lociStitched	chr1	25558067	25575082	4	8606	24761.9295	3004.849	695	SYF2,C1orf63	RHD	C1orf63	C1orf63	1.1322999999999999	695	1
2_MACS_peak_21963_lociStitched	chr7	20476502	20489811	2	8588	21874.6724	2265.1918	696			ITGB8	ITGB8	NONE	696	1
3_MACS_peak_20663_lociStitched	chr6	32805274	32823468	3	8570	32707.3538	3442.3048	697	LOC100507463,PSMB9,TAP2,PSMB8,TAP1	PPP1R2P1,LOC100294145,HLA-DOB	PSMB8	PSMB8	0.7428999999999999	697	1
1_MACS_peak_3246_lociStitched	chr10	91804817	91813376	1	8560	80891.109	1930.0545	698			KIF20B	KIF20B	NONE	698	1
1_MACS_peak_2269_lociStitched	chr1	226308556	226317104	1	8549	50852.052	2782.374	699			ACBD3	ACBD3	NONE	699	1
3_MACS_peak_6486_lociStitched	chr13	46750398	46759165	3	8545	17097.4034	1128.3129	700	LCP1		LCP1	LCP1	0.2569	700	1
3_MACS_peak_12480_lociStitched	chr2	31430259	31443411	3	8519	9850.848	2081.9616	701	CAPN14	EHD3	CAPN14	CAPN14	0.1096	701	1
1_MACS_peak_12177_lociStitched	chr19	55764093	55772606	1	8514	35752.8974	1802.2021	702	PPP6R1	BRSK1,PTPRH,TMEM86B,HSPBP1	PPP6R1	PPP6R1	0.8672	702	1
3_MACS_peak_17363_lociStitched	chr3	182098990	182113340	3	8514	26424.09	3171.35	703			ATP11B	ATP11B	NONE	703	1
3_MACS_peak_15717_lociStitched	chr22	39409015	39422152	3	8502	38628.0348	2396.1888	704	APOBEC3C,APOBEC3D	APOBEC3B,APOBEC3F	APOBEC3D	APOBEC3F	1.0753	704	1
3_MACS_peak_13530_lociStitched	chr2	157188300	157207958	3	8502	23550.284	3170.8354	705	NR4A2		NR4A2	NR4A2	0.28979999999999995	705	1
2_MACS_peak_14266_lociStitched	chr2	239167308	239176463	2	8493	10560.2925	1060.149	706	PER2	LOC643387,LOC151174,HES6	HES6	HES6	0.02319999999999999	706	1
4_MACS_peak_14378_lociStitched	chr20	5092599	5109118	4	8490	19948.3444	3128.6986	707	PCNA-AS1,CDS2,C20orf30,PCNA		PCNA	PCNA	0.7705	707	1
2_MACS_peak_2865_lociStitched	chr10	45949725	45961002	2	8487	49195.9125	2024.2215	708	MARCH8		MARCH8	MARCH8	0.3323	708	1
3_MACS_peak_20633_lociStitched	chr6	31618947	31634875	3	8487	27494.9136	3069.3256	709	APOM,CSNK2B,BAT3,C6orf47,GPANK1	AIF1,BAT2,SNORA38,LY6G5B,LY6G6F,LY6G6D,LY6G5C,BAT5,LY6G6E	C6orf47	SNORA38	0.9586	709	1
2_MACS_peak_14048_lociStitched	chr2	217079897	217088791	2	8486	16884.3696	1952.233	710			XRCC5	XRCC5	NONE	710	1
2_MACS_peak_19067_lociStitched	chr5	43007061	43021285	2	8486	39969.44	3186.176	711	LOC648987	LOC153684,C5orf39,LOC100132356	LOC648987	C5orf39	2.8061	711	1
2_MACS_peak_25046_lociStitched	chr9	127622722	127635917	2	8484	20718.789	2255.0255	712	ARPC5L,RPL35	WDR38	ARPC5L	ARPC5L	0.707	712	1
4_MACS_peak_11624_lociStitched	chr19	16545304	16561259	4	8483	21826.44	2640.5525	713	EPS15L1	C19orf44,CALR3	EPS15L1	EPS15L1	0.2666	713	1
3_MACS_peak_25769_lociStitched	chrX	70837317	70850401	3	8482	17485.4576	1291.3908	714	BCYRN1,CXCR3	ACRC	CXCR3	CXCR3	0.8148000000000001	714	1
3_MACS_peak_15112_lociStitched	chr21	30436070	30452456	3	8477	21842.538	3144.4734	715	CCT8	USP16,C21orf7,RWDD2B	CCT8	CCT8	0.6232	715	1
4_MACS_peak_14204_lociStitched	chr2	233939860	233952605	4	8469	13728.914	1115.1875	716	INPP5D	NEU2	INPP5D	INPP5D	0.10699999999999998	716	1
3_MACS_peak_3647_lociStitched	chr11	795460	811132	3	8467	17137.332	2418.1896	717	RPLP2,SLC25A22,LRDD	TALDO1,SNORA52,PNPLA2,EFCAB4A,CD151,TSPAN4,PDDC1,CEND1,POLR2L	LRDD	LRDD	0.8806	717	1
2_MACS_peak_18741_lociStitched	chr4	185239620	185254120	2	8466	32246.55	2380.9	718			ENPP6	ENPP6	NONE	718	1
2_MACS_peak_3465_lociStitched	chr10	112112511	112122554	2	8461	147801.8267	2817.0615	719		SMNDC1	SMNDC1	SMNDC1	0.20239999999999997	719	1
2_MACS_peak_13782_lociStitched	chr2	187810419	187821123	2	8461	65101.728	2220.0096	720			ZSWIM2	ZSWIM2	NONE	720	1
2_MACS_peak_24058_lociStitched	chr8	129664751	129673545	2	8460	57066.9042	1982.1676	721			MIR1208	MIR1208	NONE	721	1
2_MACS_peak_4765_lociStitched	chr11	119591716	119600807	2	8458	11822.8455	1714.5626	722	PVRL1		PVRL1	PVRL1	0.45920000000000005	722	1
3_MACS_peak_1451_lociStitched	chr1	153929344	153941652	3	8435	29269.6548	3457.3172	723	CREB3L4,CRTC2,SLC39A1	RPS27,GATAD2B,DENND4B,JTB,RAB13	CRTC2	CRTC2	1.133	723	1
3_MACS_peak_6797_lociStitched	chr13	114581751	114594799	3	8431	22180.2952	1914.1416	724	FLJ44054	GAS6	FLJ44054	GAS6	2.2004	724	1
1_MACS_peak_13452_lociStitched	chr2	135162275	135170700	1	8426	43753.5525	1901.5225	725	MGAT5	LOC151162	LOC151162	NONE	NONE	725	1
