GENE_ID	locusLine	bin_1_26_0F2C_0229Kronos_MM1S-KB-3hr-2_H3K27me3_hs-dm_i13.bam
3_MACS_peak_1388_lociStitched	chr1(.):7560537-7562444	0.9234
1_MACS_peak_1391_lociStitched	chr1(.):7563548-7564626	1.0839
6_MACS_peak_1392_lociStitched	chr1(.):7565994-7576605	1.0795
1_MACS_peak_1398_lociStitched	chr1(.):7578704-7579310	0.7652
11_MACS_peak_1399_lociStitched	chr1(.):7581421-7599453	1.1047
1_MACS_peak_1410_lociStitched	chr1(.):7600890-7601217	0.7819
1_MACS_peak_1411_lociStitched	chr1(.):7602453-7603087	0.8423
1_MACS_peak_1412_lociStitched	chr1(.):7604404-7604818	0.6055
2_MACS_peak_1413_lociStitched	chr1(.):7612707-7613766	0.7036
4_MACS_peak_1415_lociStitched	chr1(.):7615695-7627603	1.3857
1_MACS_peak_1419_lociStitched	chr1(.):7630825-7631314	1.1184
14_MACS_peak_1420_lociStitched	chr1(.):7632909-7657582	1.0096
1_MACS_peak_1434_lociStitched	chr1(.):7661549-7661987	0.8436
1_MACS_peak_1435_lociStitched	chr1(.):7664621-7664992	0.7608
1_MACS_peak_1436_lociStitched	chr1(.):7672371-7673270	0.8866
1_MACS_peak_1437_lociStitched	chr1(.):7674858-7675258	0.693
1_MACS_peak_1438_lociStitched	chr1(.):7678148-7678476	0.6589
10_MACS_peak_1439_lociStitched	chr1(.):7681832-7705264	1.3149
5_MACS_peak_1449_lociStitched	chr1(.):7707464-7714154	1.2808
9_MACS_peak_1454_lociStitched	chr1(.):7715916-7750964	1.3643
2_MACS_peak_1463_lociStitched	chr1(.):7757162-7759042	0.7522
1_MACS_peak_1465_lociStitched	chr1(.):7760534-7760850	0.6639
1_MACS_peak_1466_lociStitched	chr1(.):7762412-7762706	0.5622
1_MACS_peak_1467_lociStitched	chr1(.):7775289-7775622	0.5944
3_MACS_peak_1468_lociStitched	chr1(.):7777582-7781224	0.9224
14_MACS_peak_1471_lociStitched	chr1(.):7783731-7801303	0.956
1_MACS_peak_1485_lociStitched	chr1(.):7803470-7803779	0.7461
1_MACS_peak_1486_lociStitched	chr1(.):7804941-7805907	0.8012
1_MACS_peak_1487_lociStitched	chr1(.):7811305-7811616	0.8854
1_MACS_peak_1488_lociStitched	chr1(.):7816100-7816394	0.6795
2_MACS_peak_1489_lociStitched	chr1(.):7923590-7926612	1.105
1_MACS_peak_1491_lociStitched	chr1(.):7948530-7948942	0.942
2_MACS_peak_1492_lociStitched	chr1(.):7994420-7995489	0.7967
1_MACS_peak_1494_lociStitched	chr1(.):8002204-8003029	1.056
1_MACS_peak_1495_lociStitched	chr1(.):8126460-8126777	0.8342
1_MACS_peak_1496_lociStitched	chr1(.):8139946-8140563	0.8601
1_MACS_peak_1497_lociStitched	chr1(.):8169293-8170290	0.7506
1_MACS_peak_1498_lociStitched	chr1(.):8176935-8177197	0.5405
4_MACS_peak_1499_lociStitched	chr1(.):8178700-8184002	0.7641
6_MACS_peak_1503_lociStitched	chr1(.):8194156-8199229	0.8757
2_MACS_peak_1509_lociStitched	chr1(.):8204342-8206044	0.8715
2_MACS_peak_1511_lociStitched	chr1(.):8207173-8208131	0.7869
2_MACS_peak_1513_lociStitched	chr1(.):8211391-8212746	0.8678
1_MACS_peak_1515_lociStitched	chr1(.):8221649-8222179	0.9205
1_MACS_peak_1516_lociStitched	chr1(.):8230601-8230946	0.8038
1_MACS_peak_1517_lociStitched	chr1(.):8254707-8255015	0.7152
13_MACS_peak_1518_lociStitched	chr1(.):8257740-8278914	1.0611
2_MACS_peak_1531_lociStitched	chr1(.):8280372-8282099	0.6867
2_MACS_peak_1533_lociStitched	chr1(.):8286809-8288129	0.8498
3_MACS_peak_1535_lociStitched	chr1(.):8290100-8292838	0.8635
1_MACS_peak_1538_lociStitched	chr1(.):8295887-8296236	0.6013
5_MACS_peak_1539_lociStitched	chr1(.):8299683-8302352	0.7873
4_MACS_peak_1544_lociStitched	chr1(.):8305066-8309085	0.8682
1_MACS_peak_1548_lociStitched	chr1(.):8310201-8311222	0.8995
2_MACS_peak_1549_lociStitched	chr1(.):8313365-8314616	0.7886
3_MACS_peak_1551_lociStitched	chr1(.):8317420-8319879	0.7744
1_MACS_peak_1554_lociStitched	chr1(.):8322513-8322865	0.6795
1_MACS_peak_1555_lociStitched	chr1(.):8327297-8327814	0.7933
1_MACS_peak_1556_lociStitched	chr1(.):8331096-8331915	0.8966
1_MACS_peak_1557_lociStitched	chr1(.):8342679-8342955	0.662
3_MACS_peak_1558_lociStitched	chr1(.):8353550-8355717	0.739
1_MACS_peak_1561_lociStitched	chr1(.):8356741-8357040	0.7224
3_MACS_peak_1562_lociStitched	chr1(.):8374459-8379476	0.9957
6_MACS_peak_1565_lociStitched	chr1(.):8382749-8391110	1.0797
8_MACS_peak_1571_lociStitched	chr1(.):8392942-8404237	1.0303
3_MACS_peak_1579_lociStitched	chr1(.):8405362-8409163	1.2463
1_MACS_peak_1582_lociStitched	chr1(.):8974452-8974749	0.7611
1_MACS_peak_1583_lociStitched	chr1(.):8977366-8977632	0.5562
1_MACS_peak_1584_lociStitched	chr1(.):8981398-8981804	0.854
3_MACS_peak_1585_lociStitched	chr1(.):8983893-8985591	0.8293
1_MACS_peak_1588_lociStitched	chr1(.):9004723-9005056	0.7019
3_MACS_peak_1589_lociStitched	chr1(.):9009033-9011959	0.7459
2_MACS_peak_1592_lociStitched	chr1(.):9034766-9036141	0.7939
2_MACS_peak_1594_lociStitched	chr1(.):9040915-9042060	0.79
3_MACS_peak_1596_lociStitched	chr1(.):9044979-9047416	0.7988
2_MACS_peak_1599_lociStitched	chr1(.):9055854-9056799	0.5805
4_MACS_peak_1601_lociStitched	chr1(.):9061417-9064880	0.9714
4_MACS_peak_1605_lociStitched	chr1(.):9065964-9071696	0.986
8_MACS_peak_1609_lociStitched	chr1(.):9073555-9079516	0.9257
1_MACS_peak_1617_lociStitched	chr1(.):9080582-9081212	0.8629
2_MACS_peak_1618_lociStitched	chr1(.):9132338-9134591	0.8974
1_MACS_peak_1620_lociStitched	chr1(.):9138520-9139423	0.855
1_MACS_peak_1621_lociStitched	chr1(.):9142832-9143279	0.7097
5_MACS_peak_1622_lociStitched	chr1(.):9144623-9151612	0.9135
2_MACS_peak_1627_lociStitched	chr1(.):9152778-9155955	0.9274
1_MACS_peak_1629_lociStitched	chr1(.):9158508-9159323	0.8136
1_MACS_peak_1630_lociStitched	chr1(.):9160463-9160826	0.7628
3_MACS_peak_1631_lociStitched	chr1(.):9162283-9169190	1.3393
4_MACS_peak_1634_lociStitched	chr1(.):9177840-9182289	0.7063
1_MACS_peak_1638_lociStitched	chr1(.):9185074-9185406	0.6854
1_MACS_peak_1639_lociStitched	chr1(.):9187344-9188930	0.9885
1_MACS_peak_1640_lociStitched	chr1(.):9194121-9194607	0.9363
1_MACS_peak_1641_lociStitched	chr1(.):9197246-9198124	0.8899
1_MACS_peak_1642_lociStitched	chr1(.):9250283-9250617	0.7125
6_MACS_peak_1643_lociStitched	chr1(.):9256665-9270353	1.3756
1_MACS_peak_1649_lociStitched	chr1(.):9271740-9272088	0.7504
1_MACS_peak_1650_lociStitched	chr1(.):9274101-9274812	0.858
1_MACS_peak_1651_lociStitched	chr1(.):9276098-9276400	0.6986
1_MACS_peak_1652_lociStitched	chr1(.):9284708-9285899	1.032
1_MACS_peak_1653_lociStitched	chr1(.):9326212-9326563	0.655
1_MACS_peak_1654_lociStitched	chr1(.):9329277-9329583	0.7026
1_MACS_peak_1655_lociStitched	chr1(.):9332945-9333259	0.8358
2_MACS_peak_1656_lociStitched	chr1(.):9352011-9353982	0.7871
1_MACS_peak_1658_lociStitched	chr1(.):9363496-9363865	0.6811
1_MACS_peak_1659_lociStitched	chr1(.):9366591-9366881	0.7068
2_MACS_peak_1660_lociStitched	chr1(.):9369363-9370753	0.9659
3_MACS_peak_1662_lociStitched	chr1(.):9380254-9382613	0.7568
2_MACS_peak_1665_lociStitched	chr1(.):9384281-9386561	0.8952
2_MACS_peak_1667_lociStitched	chr1(.):9387739-9388894	0.7108
1_MACS_peak_1669_lociStitched	chr1(.):9390072-9390382	0.7463
1_MACS_peak_1670_lociStitched	chr1(.):9396891-9397151	0.416
2_MACS_peak_1671_lociStitched	chr1(.):9405182-9406412	0.8373
1_MACS_peak_1673_lociStitched	chr1(.):9410267-9410587	0.7608
2_MACS_peak_1674_lociStitched	chr1(.):9412255-9414155	0.6003
2_MACS_peak_1676_lociStitched	chr1(.):9421313-9424721	0.9719
1_MACS_peak_1678_lociStitched	chr1(.):9429448-9430021	1.1214
1_MACS_peak_1679_lociStitched	chr1(.):9432231-9433190	1.0317
2_MACS_peak_1680_lociStitched	chr1(.):9436097-9437535	0.6227
2_MACS_peak_1682_lociStitched	chr1(.):9440630-9441596	0.8383
1_MACS_peak_1684_lociStitched	chr1(.):9443893-9444632	0.9007
2_MACS_peak_1685_lociStitched	chr1(.):9446226-9447596	0.7764
2_MACS_peak_1687_lociStitched	chr1(.):9451909-9453004	0.7221
1_MACS_peak_1689_lociStitched	chr1(.):9454749-9455080	0.8371
1_MACS_peak_1690_lociStitched	chr1(.):9460264-9460641	0.7864
2_MACS_peak_1691_lociStitched	chr1(.):9462857-9464097	0.6498
1_MACS_peak_1693_lociStitched	chr1(.):9482990-9483272	0.6737
2_MACS_peak_1694_lociStitched	chr1(.):9509874-9510941	0.8037
1_MACS_peak_1696_lociStitched	chr1(.):9513742-9514082	0.6252
1_MACS_peak_1697_lociStitched	chr1(.):9515681-9516543	0.8596
1_MACS_peak_1698_lociStitched	chr1(.):9520069-9520364	0.8359
1_MACS_peak_1699_lociStitched	chr1(.):9528264-9528869	0.8855
1_MACS_peak_1700_lociStitched	chr1(.):9530368-9530807	0.6795
3_MACS_peak_1701_lociStitched	chr1(.):9532113-9533927	0.8889
1_MACS_peak_1704_lociStitched	chr1(.):9543054-9543747	0.7163
2_MACS_peak_1705_lociStitched	chr1(.):9545573-9547851	1.0035
1_MACS_peak_1707_lociStitched	chr1(.):9554064-9554454	0.6831
1_MACS_peak_1708_lociStitched	chr1(.):9579706-9580046	0.6562
3_MACS_peak_1709_lociStitched	chr1(.):9677825-9681297	1.0441
9_MACS_peak_1712_lociStitched	chr1(.):9683624-9705240	1.3993
15_MACS_peak_1721_lociStitched	chr1(.):9708058-9730530	1.1525
1_MACS_peak_1736_lociStitched	chr1(.):9731638-9732048	0.643
10_MACS_peak_1737_lociStitched	chr1(.):9733314-9752543	1.0836
1_MACS_peak_1747_lociStitched	chr1(.):9754080-9754575	0.8299
3_MACS_peak_1748_lociStitched	chr1(.):10696084-10698755	0.8345
5_MACS_peak_1751_lociStitched	chr1(.):10699809-10753554	2.0406
11_MACS_peak_1756_lociStitched	chr1(.):10755015-10852144	1.8392
12_MACS_peak_1767_lociStitched	chr1(.):10853778-10905284	1.5359
24_MACS_peak_1779_lociStitched	chr1(.):10907197-10980570	1.3987
1_MACS_peak_1803_lociStitched	chr1(.):10986704-10987033	1.0202
2_MACS_peak_1804_lociStitched	chr1(.):10988569-10991689	0.9431
1_MACS_peak_1806_lociStitched	chr1(.):10995366-10995676	0.607
1_MACS_peak_1807_lociStitched	chr1(.):10997264-10997660	0.7373
1_MACS_peak_1808_lociStitched	chr1(.):10998770-10999553	0.7049
3_MACS_peak_1809_lociStitched	chr1(.):11002060-11011490	1.2386
7_MACS_peak_1812_lociStitched	chr1(.):11012620-11020102	0.9496
3_MACS_peak_1819_lociStitched	chr1(.):11022147-11024664	0.9922
1_MACS_peak_1822_lociStitched	chr1(.):11026125-11026495	0.9357
1_MACS_peak_1823_lociStitched	chr1(.):11031966-11032312	0.7951
11_MACS_peak_1824_lociStitched	chr1(.):11033586-11042026	0.8749
1_MACS_peak_1835_lociStitched	chr1(.):11044996-11045340	0.7038
2_MACS_peak_1836_lociStitched	chr1(.):11047038-11048241	0.5714
5_MACS_peak_1838_lociStitched	chr1(.):11102918-11107853	1.0173
15_MACS_peak_1843_lociStitched	chr1(.):11366187-11396182	1.1773
3_MACS_peak_1858_lociStitched	chr1(.):11398485-11409031	1.2146
2_MACS_peak_1861_lociStitched	chr1(.):11410044-11411535	1.0782
1_MACS_peak_1863_lociStitched	chr1(.):11412668-11413602	0.8784
5_MACS_peak_1864_lociStitched	chr1(.):11415692-11426372	1.044
2_MACS_peak_1869_lociStitched	chr1(.):11429276-11431728	1.0037
1_MACS_peak_1871_lociStitched	chr1(.):11433046-11433565	0.8035
6_MACS_peak_1872_lociStitched	chr1(.):11434649-11449884	1.1142
4_MACS_peak_1878_lociStitched	chr1(.):11451124-11460803	1.3713
2_MACS_peak_1882_lociStitched	chr1(.):11464210-11465104	0.7198
14_MACS_peak_1884_lociStitched	chr1(.):11466783-11482360	0.9308
14_MACS_peak_1898_lociStitched	chr1(.):11483557-11526911	1.3441
2_MACS_peak_1912_lociStitched	chr1(.):11528113-11529902	0.9185
1_MACS_peak_1914_lociStitched	chr1(.):11531557-11532188	0.7465
5_MACS_peak_1915_lociStitched	chr1(.):11534972-11538656	0.9255
6_MACS_peak_1920_lociStitched	chr1(.):11541599-11546073	0.8045
4_MACS_peak_1926_lociStitched	chr1(.):11547147-11550015	0.9224
1_MACS_peak_1930_lociStitched	chr1(.):11552357-11552964	0.8659
1_MACS_peak_1931_lociStitched	chr1(.):11554540-11554910	0.7719
3_MACS_peak_1932_lociStitched	chr1(.):11558541-11561221	0.8683
2_MACS_peak_1935_lociStitched	chr1(.):11579357-11580873	0.7658
2_MACS_peak_1937_lociStitched	chr1(.):11582110-11584291	0.8748
13_MACS_peak_1939_lociStitched	chr1(.):11586126-11607667	1.1107
2_MACS_peak_1952_lociStitched	chr1(.):11614575-11616451	0.844
1_MACS_peak_1954_lociStitched	chr1(.):11618857-11619200	0.4783
1_MACS_peak_1955_lociStitched	chr1(.):11641989-11642364	0.5504
3_MACS_peak_1956_lociStitched	chr1(.):11645511-11648345	0.9414
4_MACS_peak_1959_lociStitched	chr1(.):11651970-11655934	0.945
1_MACS_peak_1963_lociStitched	chr1(.):11661554-11662695	1.1093
1_MACS_peak_1964_lociStitched	chr1(.):11664720-11665446	0.8122
5_MACS_peak_1965_lociStitched	chr1(.):11666799-11673302	0.9862
12_MACS_peak_1970_lociStitched	chr1(.):11674724-11702099	1.1423
1_MACS_peak_1982_lociStitched	chr1(.):11703772-11704214	0.7858
2_MACS_peak_1983_lociStitched	chr1(.):11707039-11709192	0.8066
7_MACS_peak_1985_lociStitched	chr1(.):11747186-11777302	1.6568
1_MACS_peak_1992_lociStitched	chr1(.):11778931-11779592	0.926
2_MACS_peak_1993_lociStitched	chr1(.):11781380-11782352	0.9673
4_MACS_peak_1995_lociStitched	chr1(.):11821901-11829522	1.1989
1_MACS_peak_1999_lociStitched	chr1(.):11837509-11837848	0.6572
17_MACS_peak_2000_lociStitched	chr1(.):11911634-11953816	1.314
5_MACS_peak_2017_lociStitched	chr1(.):11955789-11961634	1.1701
2_MACS_peak_2022_lociStitched	chr1(.):12121454-12125215	1.2385
1_MACS_peak_2024_lociStitched	chr1(.):12185619-12186216	0.8683
1_MACS_peak_2025_lociStitched	chr1(.):12199295-12199896	0.6924
1_MACS_peak_2026_lociStitched	chr1(.):12202895-12203700	0.8331
1_MACS_peak_2027_lociStitched	chr1(.):12204730-12205448	0.983
1_MACS_peak_2028_lociStitched	chr1(.):12234027-12234344	0.484
2_MACS_peak_2029_lociStitched	chr1(.):12274883-12275859	0.7001
2_MACS_peak_2031_lociStitched	chr1(.):12606763-12608349	0.8685
2_MACS_peak_2033_lociStitched	chr1(.):12614116-12615306	0.7039
1_MACS_peak_2035_lociStitched	chr1(.):12654814-12655411	1.1192
1_MACS_peak_2036_lociStitched	chr1(.):12675824-12677481	0.9421
1_MACS_peak_2037_lociStitched	chr1(.):12696388-12696748	0.7247
1_MACS_peak_2038_lociStitched	chr1(.):12710977-12711267	0.626
1_MACS_peak_2039_lociStitched	chr1(.):12806615-12807066	0.8345
1_MACS_peak_2040_lociStitched	chr1(.):12819074-12819713	0.7074
1_MACS_peak_2041_lociStitched	chr1(.):12821878-12822233	0.7304
1_MACS_peak_2042_lociStitched	chr1(.):13023358-13023786	0.7482
1_MACS_peak_2043_lociStitched	chr1(.):13841599-13841925	0.7611
2_MACS_peak_2044_lociStitched	chr1(.):13910426-13912346	0.8238
1_MACS_peak_2046_lociStitched	chr1(.):13924256-13924624	0.8815
1_MACS_peak_2047_lociStitched	chr1(.):15424537-15424860	0.592
2_MACS_peak_2048_lociStitched	chr1(.):15427074-15428153	0.9789
3_MACS_peak_2050_lociStitched	chr1(.):15442021-15444320	0.9068
2_MACS_peak_2053_lociStitched	chr1(.):15478629-15480143	1.0042
1_MACS_peak_2055_lociStitched	chr1(.):15571356-15571679	0.601
1_MACS_peak_2056_lociStitched	chr1(.):15733224-15733663	0.7495
1_MACS_peak_2057_lociStitched	chr1(.):15735653-15735958	0.7127
2_MACS_peak_2058_lociStitched	chr1(.):15773022-15774270	0.8461
4_MACS_peak_2060_lociStitched	chr1(.):16075988-16078266	0.8482
8_MACS_peak_2064_lociStitched	chr1(.):16079772-16091335	1.0774
1_MACS_peak_2072_lociStitched	chr1(.):16110228-16110520	0.6343
15_MACS_peak_2073_lociStitched	chr1(.):16313860-16328981	1.0051
3_MACS_peak_2088_lociStitched	chr1(.):16330114-16333175	0.8444
4_MACS_peak_2091_lociStitched	chr1(.):16339293-16380607	1.913
5_MACS_peak_2095_lociStitched	chr1(.):16383303-16399679	1.6796
1_MACS_peak_2100_lociStitched	chr1(.):16402410-16404367	0.9548
23_MACS_peak_2101_lociStitched	chr1(.):16410007-16483445	1.406
4_MACS_peak_2124_lociStitched	chr1(.):16484740-16489220	0.9264
8_MACS_peak_2128_lociStitched	chr1(.):16493541-16511854	1.2138
4_MACS_peak_2136_lociStitched	chr1(.):16513526-16518979	0.9308
2_MACS_peak_2140_lociStitched	chr1(.):16538636-16539660	0.7385
3_MACS_peak_2142_lociStitched	chr1(.):16734393-16738684	0.9128
3_MACS_peak_2145_lociStitched	chr1(.):16742723-16749715	1.2251
1_MACS_peak_2148_lociStitched	chr1(.):16756953-16757276	0.7509
2_MACS_peak_2149_lociStitched	chr1(.):16826791-16828442	1.0895
2_MACS_peak_2151_lociStitched	chr1(.):16833030-16835151	0.8714
2_MACS_peak_2154_lociStitched	chr1(.):16845439-16848447	1.0223
2_MACS_peak_2156_lociStitched	chr1(.):16854658-16865873	2.3551
1_MACS_peak_2158_lociStitched	chr1(.):16867285-16867692	0.5542
5_MACS_peak_2159_lociStitched	chr1(.):16869942-16875521	1.1005
1_MACS_peak_2164_lociStitched	chr1(.):16891846-16894320	1.8321
1_MACS_peak_2165_lociStitched	chr1(.):16906784-16907505	0.925
1_MACS_peak_2166_lociStitched	chr1(.):16912816-16913450	0.8858
1_MACS_peak_2167_lociStitched	chr1(.):16937896-16942568	1.8176
2_MACS_peak_2168_lociStitched	chr1(.):16973120-16976924	1.4073
1_MACS_peak_2170_lociStitched	chr1(.):16979420-16980595	0.6871
3_MACS_peak_2171_lociStitched	chr1(.):16984452-16987006	0.9841
7_MACS_peak_2174_lociStitched	chr1(.):16994095-17009235	1.4377
5_MACS_peak_2181_lociStitched	chr1(.):17011875-17066329	3.0938
3_MACS_peak_2186_lociStitched	chr1(.):17072312-17077665	0.9315
4_MACS_peak_2189_lociStitched	chr1(.):17083796-17109536	1.7025
2_MACS_peak_2193_lociStitched	chr1(.):17112423-17115165	0.9882
2_MACS_peak_2195_lociStitched	chr1(.):17116227-17118488	0.6589
5_MACS_peak_2197_lociStitched	chr1(.):17119856-17125667	1.0443
6_MACS_peak_2202_lociStitched	chr1(.):17185015-17191139	1.0604
3_MACS_peak_2208_lociStitched	chr1(.):17192381-17206135	2.1208
4_MACS_peak_2211_lociStitched	chr1(.):17212639-17218603	1.0774
2_MACS_peak_2215_lociStitched	chr1(.):17304293-17308267	1.2761
15_MACS_peak_2217_lociStitched	chr1(.):17381195-17406239	1.0527
33_MACS_peak_2232_lociStitched	chr1(.):17407880-17478559	1.2682
2_MACS_peak_2265_lociStitched	chr1(.):17480279-17481484	0.7956
2_MACS_peak_2267_lociStitched	chr1(.):17488326-17490983	1.2819
2_MACS_peak_2269_lociStitched	chr1(.):17493846-17496290	1.031
3_MACS_peak_2271_lociStitched	chr1(.):17497398-17500623	0.8489
1_MACS_peak_2274_lociStitched	chr1(.):17505175-17505518	0.609
1_MACS_peak_2275_lociStitched	chr1(.):17507124-17507512	0.7018
6_MACS_peak_2276_lociStitched	chr1(.):17509454-17513353	0.9342
7_MACS_peak_2282_lociStitched	chr1(.):17515362-17526848	1.0786
4_MACS_peak_2289_lociStitched	chr1(.):17527930-17533192	0.8856
17_MACS_peak_2293_lociStitched	chr1(.):17534360-17589864	1.3601
12_MACS_peak_2310_lociStitched	chr1(.):17591750-17617568	1.1501
17_MACS_peak_2322_lociStitched	chr1(.):17620269-17649005	1.0812
17_MACS_peak_2339_lociStitched	chr1(.):17656121-17690579	1.1514
6_MACS_peak_2356_lociStitched	chr1(.):17692140-17719328	1.2784
3_MACS_peak_2362_lociStitched	chr1(.):17821491-17825165	1.2255
18_MACS_peak_2365_lociStitched	chr1(.):17829105-17860712	1.1144
7_MACS_peak_2383_lociStitched	chr1(.):17862387-17870818	1.0166
3_MACS_peak_2390_lociStitched	chr1(.):17871976-17874056	0.9144
15_MACS_peak_2393_lociStitched	chr1(.):17875549-17914548	1.2184
29_MACS_peak_2408_lociStitched	chr1(.):17916042-18015979	1.3036
3_MACS_peak_2437_lociStitched	chr1(.):18018516-18034978	1.3946
11_MACS_peak_2440_lociStitched	chr1(.):18037345-18053897	1.0273
4_MACS_peak_2451_lociStitched	chr1(.):18055652-18065171	1.2307
3_MACS_peak_2455_lociStitched	chr1(.):18067205-18072333	0.912
1_MACS_peak_2458_lociStitched	chr1(.):18073366-18073845	0.935
1_MACS_peak_2459_lociStitched	chr1(.):18075290-18075591	0.7574
17_MACS_peak_2460_lociStitched	chr1(.):18087247-18109863	0.9711
2_MACS_peak_2477_lociStitched	chr1(.):18118904-18120105	0.5406
3_MACS_peak_2479_lociStitched	chr1(.):18121359-18125455	1.1285
1_MACS_peak_2482_lociStitched	chr1(.):18128942-18129333	0.8419
1_MACS_peak_2483_lociStitched	chr1(.):18131093-18131508	0.7417
2_MACS_peak_2484_lociStitched	chr1(.):18132546-18133734	0.6472
6_MACS_peak_2486_lociStitched	chr1(.):18144518-18152888	1.0203
2_MACS_peak_2492_lociStitched	chr1(.):18159951-18161120	0.8692
2_MACS_peak_2494_lociStitched	chr1(.):18164325-18165730	0.9112
2_MACS_peak_2496_lociStitched	chr1(.):18169467-18170620	0.8114
4_MACS_peak_2498_lociStitched	chr1(.):18171882-18174389	0.8699
1_MACS_peak_2502_lociStitched	chr1(.):18178026-18178411	0.8363
2_MACS_peak_2503_lociStitched	chr1(.):18179765-18183269	1.0498
1_MACS_peak_2505_lociStitched	chr1(.):18189488-18190044	0.7684
2_MACS_peak_2506_lociStitched	chr1(.):18192109-18193453	0.9477
1_MACS_peak_2508_lociStitched	chr1(.):18202722-18203082	0.6152
10_MACS_peak_2509_lociStitched	chr1(.):18205027-18219282	0.95
3_MACS_peak_2519_lociStitched	chr1(.):18220459-18222914	0.8752
5_MACS_peak_2522_lociStitched	chr1(.):18234492-18238262	0.8444
2_MACS_peak_2527_lociStitched	chr1(.):18241187-18241828	0.8006
4_MACS_peak_2529_lociStitched	chr1(.):18254408-18257103	0.8986
4_MACS_peak_2533_lociStitched	chr1(.):18259320-18262270	0.8415
7_MACS_peak_2537_lociStitched	chr1(.):18272257-18280339	0.964
2_MACS_peak_2544_lociStitched	chr1(.):18281452-18283025	0.9126
2_MACS_peak_2546_lociStitched	chr1(.):18284534-18285276	0.7551
2_MACS_peak_2548_lociStitched	chr1(.):18287863-18289248	0.8645
1_MACS_peak_2550_lociStitched	chr1(.):18293361-18293718	0.7589
1_MACS_peak_2551_lociStitched	chr1(.):18295743-18296109	0.6026
3_MACS_peak_2552_lociStitched	chr1(.):18298754-18301311	0.8016
2_MACS_peak_2555_lociStitched	chr1(.):18302859-18303779	0.784
2_MACS_peak_2557_lociStitched	chr1(.):18312802-18314672	0.7457
1_MACS_peak_2559_lociStitched	chr1(.):18323008-18323317	0.4438
2_MACS_peak_2560_lociStitched	chr1(.):18327766-18329712	0.7586
1_MACS_peak_2562_lociStitched	chr1(.):18333998-18334408	0.5994
9_MACS_peak_2563_lociStitched	chr1(.):18341438-18350925	0.8499
6_MACS_peak_2572_lociStitched	chr1(.):18353756-18360102	0.8975
1_MACS_peak_2578_lociStitched	chr1(.):18369948-18370268	0.7396
1_MACS_peak_2579_lociStitched	chr1(.):18372040-18372375	0.6779
3_MACS_peak_2580_lociStitched	chr1(.):18382877-18385451	0.821
1_MACS_peak_2583_lociStitched	chr1(.):18390437-18390873	0.7637
2_MACS_peak_2584_lociStitched	chr1(.):18392334-18393368	0.8535
7_MACS_peak_2586_lociStitched	chr1(.):18396789-18407228	0.9435
1_MACS_peak_2593_lociStitched	chr1(.):18410494-18410851	0.6683
2_MACS_peak_2594_lociStitched	chr1(.):18415781-18417473	0.5787
1_MACS_peak_2596_lociStitched	chr1(.):18422248-18422563	0.6071
1_MACS_peak_2597_lociStitched	chr1(.):18425276-18425760	0.8809
1_MACS_peak_2598_lociStitched	chr1(.):18427894-18428323	0.8514
3_MACS_peak_2599_lociStitched	chr1(.):18431916-18439293	1.0959
1_MACS_peak_2602_lociStitched	chr1(.):18440369-18440723	0.7668
1_MACS_peak_2603_lociStitched	chr1(.):18442668-18442954	0.7464
1_MACS_peak_2604_lociStitched	chr1(.):18443966-18444527	0.7905
4_MACS_peak_2605_lociStitched	chr1(.):18445835-18449148	0.7798
1_MACS_peak_2609_lociStitched	chr1(.):18450189-18450689	0.7551
