GENE_ID	locusLine	H3k18ac_5_DMSO_compare_signal
MACS_peak_305	chr1(.):22744623-22747382	0.3094
MACS_peak_306_1	chr1(.):22777507-22779342	1.4945
MACS_peak_306_2	chr1(.):22779343-22779725	0.173
MACS_peak_307	chr1(.):22820216-22824002	1.1103
MACS_peak_308	chr1(.):22833765-22836358	0.6206
MACS_peak_309_1	chr1(.):23345507-23346939	0.9327
MACS_peak_309_2	chr1(.):23346940-23347010	0.0796
MACS_peak_310_1	chr1(.):23494643-23495670	0.5055
MACS_peak_311_1	chr1(.):23669380-23669852	0.433
MACS_peak_311_2	chr1(.):23669853-23671852	3.7196
MACS_peak_311_3	chr1(.):23671853-23672100	0.1199
MACS_peak_312_1	chr1(.):23694073-23694462	0.2873
MACS_peak_312_2	chr1(.):23694463-23694709	1.6937
MACS_peak_312_3	chr1(.):23694710-23695356	2.8706
MACS_peak_312_4	chr1(.):23695357-23695878	1.7156
MACS_peak_312_5	chr1(.):23695879-23696462	0.9927
MACS_peak_312_6	chr1(.):23696463-23696540	0.1042
MACS_peak_313_1	chr1(.):23850284-23856712	4.856
MACS_peak_313_2	chr1(.):23856713-23858712	5.4257
MACS_peak_313_3	chr1(.):23858713-23859183	0.1253
MACS_peak_314	chr1(.):23865651-23867233	0.5307
MACS_peak_315	chr1(.):23880271-23882272	1.3865
MACS_peak_316_1	chr1(.):23884294-23885321	0.7669
MACS_peak_316_2	chr1(.):23885322-23886914	1.0583
MACS_peak_317	chr1(.):23918135-23921434	0.7525
MACS_peak_318	chr1(.):23927802-23929798	0.3196
MACS_peak_319	chr1(.):23933580-23934679	0.3018
MACS_peak_320	chr1(.):23936562-23942860	0.8867
MACS_peak_321	chr1(.):23944923-23948147	1.313
MACS_peak_322_1	chr1(.):23952769-23952822	0.1383
MACS_peak_322_2	chr1(.):23952823-23954822	1.1562
MACS_peak_324_1	chr1(.):24017865-24019292	2.2411
MACS_peak_324_2	chr1(.):24019293-24019688	0.2049
MACS_peak_325_1	chr1(.):24069066-24070854	1.7938
MACS_peak_325_2	chr1(.):24070855-24071951	0.59
MACS_peak_326_1	chr1(.):24103895-24105630	1.1406
MACS_peak_327_1	chr1(.):24116670-24118644	0.8416
MACS_peak_328_1	chr1(.):24125857-24126033	0.3961
MACS_peak_328_2	chr1(.):24126034-24126293	0.4693
MACS_peak_328_3	chr1(.):24126294-24127059	1.2925
MACS_peak_328_4	chr1(.):24127060-24128033	1.5149
MACS_peak_328_5	chr1(.):24128034-24128105	0.0546
MACS_peak_329	chr1(.):24135998-24137268	0.2923
MACS_peak_330_1	chr1(.):24150974-24152948	1.4415
MACS_peak_330_2	chr1(.):24152949-24153133	0.2589
MACS_peak_331	chr1(.):24180863-24183005	0.5659
MACS_peak_332	chr1(.):24191101-24193207	0.3534
MACS_peak_333_1	chr1(.):24193292-24193858	0.3147
MACS_peak_333_2	chr1(.):24193859-24195196	0.749
MACS_peak_334	chr1(.):24236814-24238292	0.4416
MACS_peak_335	chr1(.):24246050-24247651	0.7318
MACS_peak_336	chr1(.):24281117-24282507	0.6645
MACS_peak_337_1	chr1(.):24284523-24285299	0.4278
MACS_peak_337_2	chr1(.):24285300-24287299	5.396
MACS_peak_337_3	chr1(.):24287300-24287706	0.4438
MACS_peak_338	chr1(.):24290977-24292178	0.2246
MACS_peak_339_1	chr1(.):24304903-24305952	0.3586
MACS_peak_339_2	chr1(.):24305953-24307944	4.5579
MACS_peak_340_1	chr1(.):24468770-24470043	1.4065
MACS_peak_341	chr1(.):24476479-24478870	1.2454
MACS_peak_342_1	chr1(.):24511782-24512750	0.4981
MACS_peak_342_2	chr1(.):24512751-24514750	5.1019
MACS_peak_342_3	chr1(.):24514751-24519645	6.7894
MACS_peak_343_1	chr1(.):24524708-24525728	0.9302
MACS_peak_343_2	chr1(.):24525729-24526549	0.7377
MACS_peak_344_1	chr1(.):24526710-24527728	0.2116
MACS_peak_344_2	chr1(.):24527729-24533970	1.4027
MACS_peak_345_1	chr1(.):24644589-24644810	0.1855
MACS_peak_345_2	chr1(.):24644811-24645054	0.1119
MACS_peak_345_3	chr1(.):24645055-24646810	1.7793
MACS_peak_345_4	chr1(.):24646811-24647054	0.8283
MACS_peak_345_5	chr1(.):24647055-24648528	1.7371
MACS_peak_345_6	chr1(.):24648529-24650490	2.7628
MACS_peak_346	chr1(.):24676847-24678729	0.4528
MACS_peak_347	chr1(.):24709966-24720372	1.1397
MACS_peak_347	chr1(.):24709966-24720372	1.1397
MACS_peak_348_1	chr1(.):24739330-24740586	1.2199
MACS_peak_348_2	chr1(.):24740587-24740694	0.1098
MACS_peak_349_1	chr1(.):24742203-24742586	1.1622
MACS_peak_349_2	chr1(.):24742587-24743243	1.3118
MACS_peak_349_3	chr1(.):24743244-24743982	0.45
MACS_peak_350	chr1(.):24807214-24809069	0.4765
MACS_peak_351_1	chr1(.):24827024-24828385	0.8266
MACS_peak_351_2	chr1(.):24828386-24830385	1.6833
MACS_peak_351_3	chr1(.):24830386-24830470	0.0169
MACS_peak_352	chr1(.):24861127-24862393	0.9408
MACS_peak_353_1	chr1(.):24881896-24883565	0.424
MACS_peak_353_2	chr1(.):24883566-24886531	0.4552
MACS_peak_354	chr1(.):24910013-24911279	0.3342
MACS_peak_355_1	chr1(.):24967681-24968592	0.5676
MACS_peak_355_2	chr1(.):24968593-24970592	3.9118
MACS_peak_355_3	chr1(.):24970593-24971375	0.6267
MACS_peak_356	chr1(.):25019958-25021694	0.55
MACS_peak_357	chr1(.):25048413-25049969	0.3592
MACS_peak_358	chr1(.):25052739-25055045	0.692
MACS_peak_359_1	chr1(.):25069229-25070758	0.883
MACS_peak_359_2	chr1(.):25070759-25072758	1.522
MACS_peak_359_3	chr1(.):25072759-25076925	1.585
MACS_peak_361_1	chr1(.):25254414-25255769	1.9258
MACS_peak_361_2	chr1(.):25255770-25257720	2.1482
MACS_peak_362_1	chr1(.):25289691-25290500	0.1795
MACS_peak_362_2	chr1(.):25290501-25292500	1.7402
MACS_peak_362_3	chr1(.):25292501-25293359	0.3825
MACS_peak_363	chr1(.):25346587-25352608	2.7452
MACS_peak_364	chr1(.):25352611-25353878	0.235
MACS_peak_365	chr1(.):25356632-25359700	0.6519
MACS_peak_366	chr1(.):25363145-25364655	0.6458
MACS_peak_367_1	chr1(.):25558013-25560012	1.4085
MACS_peak_367_2	chr1(.):25560013-25560223	0.2082
MACS_peak_368	chr1(.):25562997-25564533	0.4758
MACS_peak_369	chr1(.):25565520-25567749	1.3993
MACS_peak_370_1	chr1(.):25572645-25572984	0.3305
MACS_peak_370_2	chr1(.):25572985-25574984	2.2547
MACS_peak_371	chr1(.):25592569-25595236	1.9827
MACS_peak_372_1	chr1(.):25663169-25663809	0.5109
MACS_peak_372_2	chr1(.):25663810-25665809	3.0518
MACS_peak_373_1	chr1(.):25756135-25756386	0.2376
MACS_peak_373_2	chr1(.):25756387-25758386	1.4466
MACS_peak_373_3	chr1(.):25758387-25758731	0.2798
MACS_peak_375_1	chr1(.):25869669-25871074	2.1939
MACS_peak_375_2	chr1(.):25871075-25873077	0.5238
MACS_peak_376	chr1(.):25873886-25879206	2.2941
MACS_peak_377	chr1(.):25886881-25890750	1.1136
MACS_peak_378_1	chr1(.):25941790-25942957	1.0703
MACS_peak_378_2	chr1(.):25942958-25944957	1.1221
MACS_peak_378_3	chr1(.):25944958-25951491	0.851
MACS_peak_378_1	chr1(.):25941790-25942957	1.0703
MACS_peak_378_2	chr1(.):25942958-25944957	1.1221
MACS_peak_378_3	chr1(.):25944958-25951491	0.851
MACS_peak_380	chr1(.):25957819-25960089	0.4043
MACS_peak_381	chr1(.):25967155-25972068	1.7776
MACS_peak_382	chr1(.):26000975-26004266	0.8516
MACS_peak_383_1	chr1(.):26145568-26145682	0.1798
MACS_peak_383_2	chr1(.):26145683-26146317	1.3028
MACS_peak_383_3	chr1(.):26146318-26147395	2.3907
MACS_peak_383_4	chr1(.):26147396-26147682	1.1338
MACS_peak_383_5	chr1(.):26147683-26148317	0.3268
MACS_peak_383_6	chr1(.):26148318-26148395	0.0582
MACS_peak_385_1	chr1(.):26231238-26231643	0.6003
MACS_peak_385_2	chr1(.):26231644-26231944	1.8004
MACS_peak_385_3	chr1(.):26231993-26232367	1.6419
MACS_peak_385_4	chr1(.):26232368-26233425	1.8975
MACS_peak_386_1	chr1(.):26323042-26323647	0.5488
MACS_peak_386_2	chr1(.):26323648-26325647	1.4002
MACS_peak_387_1	chr1(.):26436779-26437266	0.5411
MACS_peak_387_2	chr1(.):26437267-26438654	3.6052
MACS_peak_387_3	chr1(.):26438655-26439266	1.9296
MACS_peak_387_4	chr1(.):26439267-26440839	0.3562
MACS_peak_388	chr1(.):26445598-26447490	0.4225
MACS_peak_389	chr1(.):26452021-26454019	1.057
MACS_peak_390_1	chr1(.):26495945-26497359	1.0443
MACS_peak_392_1	chr1(.):26559597-26559691	0.0
MACS_peak_392_2	chr1(.):26559692-26561691	1.5437
MACS_peak_392_3	chr1(.):26561692-26562192	0.3068
MACS_peak_393	chr1(.):26578302-26580291	0.6006
MACS_peak_394_1	chr1(.):26605253-26607211	1.7925
MACS_peak_394_2	chr1(.):26607212-26607475	0.2311
MACS_peak_395	chr1(.):26613014-26615613	0.6431
MACS_peak_396	chr1(.):26615643-26617137	0.1551
MACS_peak_397_1	chr1(.):26632010-26632194	0.1415
MACS_peak_397_2	chr1(.):26632195-26634194	2.2571
MACS_peak_397_3	chr1(.):26634195-26635010	0.9977
MACS_peak_398	chr1(.):26641379-26642863	0.4402
MACS_peak_399	chr1(.):26662531-26664225	0.6059
MACS_peak_400_1	chr1(.):26758099-26759801	0.8439
MACS_peak_401	chr1(.):26773873-26774837	0.211
MACS_peak_402_1	chr1(.):26797770-26797900	0.1773
MACS_peak_402_2	chr1(.):26797901-26799900	4.5618
MACS_peak_402_3	chr1(.):26799901-26800548	0.5755
MACS_peak_403	chr1(.):26826185-26828662	4.0141
MACS_peak_404_1	chr1(.):26855511-26857247	0.7638
MACS_peak_405	chr1(.):26864322-26870494	0.8702
MACS_peak_406_1	chr1(.):26871577-26873341	1.0743
MACS_peak_407	chr1(.):26946049-26948466	6.0203
MACS_peak_408_1	chr1(.):27018327-27021520	1.9774
MACS_peak_408_2	chr1(.):27021521-27023520	5.5323
MACS_peak_408_3	chr1(.):27023521-27031518	1.8286
MACS_peak_409	chr1(.):27059595-27060936	0.4162
MACS_peak_410	chr1(.):27061416-27062652	0.645
MACS_peak_411	chr1(.):27065000-27067549	0.6331
MACS_peak_412	chr1(.):27069072-27072760	1.9102
MACS_peak_413_1	chr1(.):27112637-27113484	0.7191
MACS_peak_413_2	chr1(.):27113485-27115484	7.7245
MACS_peak_413_3	chr1(.):27115485-27116172	1.0344
MACS_peak_414	chr1(.):27126489-27127324	0.9467
MACS_peak_415_1	chr1(.):27152216-27154199	1.0935
MACS_peak_415_2	chr1(.):27154200-27154656	0.3234
MACS_peak_417	chr1(.):27159084-27161493	1.4744
MACS_peak_418	chr1(.):27163947-27167316	1.4558
MACS_peak_420_1	chr1(.):27190431-27190631	0.3763
MACS_peak_420_2	chr1(.):27190632-27193206	4.9988
MACS_peak_421_1	chr1(.):27215711-27215868	0.2097
MACS_peak_421_2	chr1(.):27215869-27217451	1.5066
MACS_peak_422_1	chr1(.):27225902-27225961	0.0
MACS_peak_422_2	chr1(.):27225962-27227792	1.4803
MACS_peak_423_1	chr1(.):27247223-27249222	0.9268
MACS_peak_423_2	chr1(.):27249223-27249523	0.092
MACS_peak_424_1	chr1(.):27285960-27287612	1.0623
MACS_peak_425	chr1(.):27396212-27398260	0.5247
MACS_peak_426	chr1(.):27462927-27464703	0.5462
MACS_peak_427_1	chr1(.):27480761-27482450	1.2117
MACS_peak_427_2	chr1(.):27482451-27482888	0.1221
MACS_peak_428_1	chr1(.):27560023-27562005	0.6912
MACS_peak_428_2	chr1(.):27562006-27562470	0.8607
MACS_peak_429_1	chr1(.):27648310-27649363	1.8486
MACS_peak_429_2	chr1(.):27649364-27649634	0.3506
MACS_peak_429_3	chr1(.):27649635-27649908	0.2273
MACS_peak_430_1	chr1(.):27667384-27667481	0.0125
MACS_peak_430_2	chr1(.):27667482-27669385	0.5945
MACS_peak_431	chr1(.):27675221-27676841	0.9225
MACS_peak_432_1	chr1(.):27692084-27692336	0.2379
MACS_peak_432_2	chr1(.):27692337-27693898	0.7913
MACS_peak_433_1	chr1(.):27717830-27718150	0.2908
MACS_peak_433_2	chr1(.):27718151-27720005	0.8239
MACS_peak_434	chr1(.):27743816-27745814	0.7286
MACS_peak_435	chr1(.):27760990-27766812	0.6217
MACS_peak_436_1	chr1(.):27815348-27815668	0.5237
MACS_peak_436_2	chr1(.):27815669-27817668	3.6741
MACS_peak_436_3	chr1(.):27817669-27817905	0.1232
MACS_peak_437	chr1(.):27817971-27819677	0.4044
MACS_peak_438	chr1(.):27826068-27827604	0.3554
MACS_peak_439	chr1(.):27882809-27885185	0.3828
MACS_peak_440	chr1(.):27985129-27987691	0.9547
MACS_peak_442_1	chr1(.):27998079-27999713	0.5026
MACS_peak_443_1	chr1(.):28051241-28051488	0.0452
MACS_peak_443_2	chr1(.):28051489-28053488	0.9147
MACS_peak_443_3	chr1(.):28053489-28053625	0.1098
MACS_peak_445_1	chr1(.):28098764-28100692	0.7916
MACS_peak_445_2	chr1(.):28100693-28100833	0.2232
MACS_peak_446_1	chr1(.):28156304-28158291	1.6816
MACS_peak_446_2	chr1(.):28158292-28158370	0.0606
MACS_peak_447	chr1(.):28195319-28196580	0.4601
MACS_peak_448_1	chr1(.):28240109-28240235	0.1324
MACS_peak_448_2	chr1(.):28240236-28242056	2.2017
MACS_peak_449_1	chr1(.):28285507-28287161	1.2064
MACS_peak_450	chr1(.):28352251-28358188	0.6181
MACS_peak_451	chr1(.):28361340-28363459	0.5237
MACS_peak_452	chr1(.):28390642-28392023	0.2946
MACS_peak_453	chr1(.):28395722-28397547	0.3848
MACS_peak_454_1	chr1(.):28413827-28414130	0.1975
MACS_peak_454_2	chr1(.):28414131-28416130	1.1477
MACS_peak_454_3	chr1(.):28416131-28416187	0.027
MACS_peak_455	chr1(.):28473452-28475825	0.466
MACS_peak_456	chr1(.):28495008-28496962	0.4315
MACS_peak_457	chr1(.):28497952-28500181	0.5095
MACS_peak_458_1	chr1(.):28558374-28558541	0.0919
MACS_peak_458_2	chr1(.):28558542-28559989	1.316
MACS_peak_459_1	chr1(.):28561610-28563609	1.8024
MACS_peak_459_2	chr1(.):28563610-28564050	0.127
MACS_peak_460	chr1(.):28570205-28577530	1.4577
MACS_peak_461_1	chr1(.):28584265-28585004	0.0832
MACS_peak_461_2	chr1(.):28585005-28587004	0.9986
MACS_peak_461_3	chr1(.):28587005-28587500	0.1174
MACS_peak_462_1	chr1(.):28654578-28656511	2.5013
MACS_peak_462_2	chr1(.):28656512-28656678	0.1656
MACS_peak_463_1	chr1(.):28695342-28697091	2.8129
MACS_peak_463_2	chr1(.):28697092-28697332	0.0789
MACS_peak_464	chr1(.):28743200-28745105	0.237
MACS_peak_466_1	chr1(.):28831383-28831453	0.0567
MACS_peak_466_2	chr1(.):28831454-28833453	4.11
MACS_peak_466_3	chr1(.):28833454-28837660	1.4493
MACS_peak_467_1	chr1(.):28842895-28843743	0.3286
MACS_peak_467_2	chr1(.):28843744-28845743	2.2052
MACS_peak_467_3	chr1(.):28845744-28846471	0.3582
MACS_peak_468_1	chr1(.):28878318-28878527	0.1894
MACS_peak_468_2	chr1(.):28878528-28880527	2.7711
MACS_peak_468_3	chr1(.):28880528-28880880	0.4747
MACS_peak_469_1	chr1(.):28905150-28905404	0.2278
MACS_peak_469_2	chr1(.):28905405-28906023	0.2708
MACS_peak_469_3	chr1(.):28906024-28906333	0.2462
MACS_peak_469_4	chr1(.):28906334-28906564	0.2291
MACS_peak_469_5	chr1(.):28906565-28907365	0.8686
MACS_peak_469_6	chr1(.):28907405-28908023	2.3858
MACS_peak_469_7	chr1(.):28908024-28908564	4.232
MACS_peak_469_8	chr1(.):28908565-28909365	1.9586
MACS_peak_469_9	chr1(.):28909366-28910284	0.7113
MACS_peak_470	chr1(.):28912037-28914607	0.7191
MACS_peak_471	chr1(.):28923479-28929815	1.0603
MACS_peak_472_1	chr1(.):28968312-28968603	0.1558
MACS_peak_472_2	chr1(.):28968604-28970603	2.1079
MACS_peak_472_3	chr1(.):28970604-28971529	0.4506
MACS_peak_473_1	chr1(.):28973731-28974110	0.0323
MACS_peak_473_2	chr1(.):28974111-28976110	3.0923
MACS_peak_473_3	chr1(.):28976111-28976228	0.0919
MACS_peak_474_1	chr1(.):28994347-28995387	1.5374
MACS_peak_475_1	chr1(.):28995483-28996242	5.678
MACS_peak_475_2	chr1(.):28996243-28996963	1.1197
MACS_peak_476_1	chr1(.):29062144-29062450	0.2175
MACS_peak_476_2	chr1(.):29062451-29064131	2.9687
MACS_peak_476_3	chr1(.):29064135-29064450	0.6211
MACS_peak_476_4	chr1(.):29064451-29064698	0.5683
MACS_peak_477_1	chr1(.):29210577-29212601	1.2598
MACS_peak_477_2	chr1(.):29212602-29214601	1.8768
MACS_peak_477_3	chr1(.):29214602-29214893	0.5058
MACS_peak_478_1	chr1(.):29239951-29240086	0.1252
MACS_peak_478_2	chr1(.):29240087-29242086	0.9551
MACS_peak_478_3	chr1(.):29242087-29242499	0.5201
MACS_peak_479	chr1(.):29252428-29255555	0.8431
MACS_peak_480_1	chr1(.):29506639-29507636	0.8986
MACS_peak_480_2	chr1(.):29507637-29509636	5.1046
MACS_peak_480_3	chr1(.):29509637-29509794	0.0785
MACS_peak_481_1	chr1(.):29556454-29558078	0.7314
MACS_peak_483	chr1(.):30901404-30903345	0.2711
MACS_peak_484	chr1(.):30995498-30998151	0.4635
MACS_peak_485	chr1(.):31072976-31074142	0.4268
MACS_peak_487_1	chr1(.):31190329-31190617	0.1618
MACS_peak_487_2	chr1(.):31190618-31191454	0.4471
MACS_peak_488_1	chr1(.):31191492-31192617	1.5639
MACS_peak_488_2	chr1(.):31192618-31193002	0.3052
MACS_peak_489_1	chr1(.):31213894-31229682	3.2276
MACS_peak_489_2	chr1(.):31229683-31231682	4.073
MACS_peak_489_3	chr1(.):31231683-31234228	0.6746
MACS_peak_490	chr1(.):31234378-31236696	0.3306
MACS_peak_491	chr1(.):31254956-31256302	1.3431
MACS_peak_492	chr1(.):31359866-31361804	0.2813
MACS_peak_493_1	chr1(.):31536412-31537563	0.4705
MACS_peak_493_2	chr1(.):31537564-31539370	2.2582
MACS_peak_494	chr1(.):31628008-31628785	0.8218
MACS_peak_495	chr1(.):31634963-31636060	0.4038
MACS_peak_496_1	chr1(.):31768532-31768643	0.0
MACS_peak_496_2	chr1(.):31768644-31768840	0.1513
MACS_peak_496_3	chr1(.):31768841-31770637	1.8914
MACS_peak_498	chr1(.):31894947-31897394	0.5311
MACS_peak_499	chr1(.):31913497-31916292	0.7812
MACS_peak_500	chr1(.):31932792-31934517	0.5883
MACS_peak_501	chr1(.):31943460-31946317	1.8523
MACS_peak_502	chr1(.):31948576-31951358	1.9572
MACS_peak_503	chr1(.):31959449-31961204	0.4945
MACS_peak_504_1	chr1(.):31971067-31972837	0.947
MACS_peak_504_2	chr1(.):31972838-31975759	0.374
MACS_peak_504_1	chr1(.):31971067-31972837	0.947
MACS_peak_504_2	chr1(.):31972838-31975759	0.374
MACS_peak_505	chr1(.):32070239-32072677	0.799
MACS_peak_506_1	chr1(.):32109053-32109217	0.0
MACS_peak_506_2	chr1(.):32109218-32109837	0.2009
MACS_peak_506_3	chr1(.):32109838-32111217	2.7944
MACS_peak_506_4	chr1(.):32111218-32111680	0.0874
MACS_peak_507	chr1(.):32134582-32136679	0.3602
MACS_peak_508	chr1(.):32209108-32212293	0.9356
MACS_peak_509	chr1(.):32252908-32255312	1.2975
MACS_peak_510	chr1(.):32292152-32294285	0.3305
MACS_peak_512_1	chr1(.):32402198-32402987	0.5325
MACS_peak_512_2	chr1(.):32402988-32404936	0.9947
MACS_peak_513	chr1(.):32419808-32422908	0.6878
MACS_peak_514	chr1(.):32445648-32448955	0.6559
MACS_peak_515	chr1(.):32449490-32453050	1.3872
MACS_peak_516	chr1(.):32470620-32474380	0.3978
MACS_peak_517_1	chr1(.):32478317-32478489	0.1079
MACS_peak_517_2	chr1(.):32478490-32480489	2.5622
MACS_peak_517_3	chr1(.):32480490-32481079	0.3963
MACS_peak_518_1	chr1(.):32537378-32537501	0.098
MACS_peak_518_2	chr1(.):32537502-32539501	1.4251
MACS_peak_518_3	chr1(.):32539502-32539628	0.0538
MACS_peak_519_1	chr1(.):32572662-32574642	1.352
MACS_peak_519_2	chr1(.):32574643-32575419	0.3948
MACS_peak_520_1	chr1(.):32644415-32646343	1.6965
MACS_peak_520_2	chr1(.):32646344-32646600	0.1696
MACS_peak_521_1	chr1(.):32670495-32672234	1.0664
MACS_peak_521_2	chr1(.):32672235-32672336	0.063
MACS_peak_522_1	chr1(.):32686985-32688925	1.1147
MACS_peak_522_2	chr1(.):32688970-32689196	0.1189
MACS_peak_523_1	chr1(.):32712843-32713816	0.3537
MACS_peak_523_2	chr1(.):32713817-32715838	1.8025
MACS_peak_523_3	chr1(.):32715839-32717838	1.1922
MACS_peak_523_4	chr1(.):32717839-32718682	0.1665
MACS_peak_524_1	chr1(.):32756625-32756706	0.1312
MACS_peak_524_2	chr1(.):32756707-32758706	1.2841
MACS_peak_524_3	chr1(.):32758707-32758961	0.074
MACS_peak_525_1	chr1(.):32800344-32800833	0.1753
MACS_peak_525_2	chr1(.):32800834-32802833	0.5908
MACS_peak_525_3	chr1(.):32802834-32804626	0.6714
MACS_peak_526	chr1(.):32815853-32818407	1.0619
MACS_peak_527_1	chr1(.):32859118-32861061	1.3213
MACS_peak_527_2	chr1(.):32861062-32861183	0.1036
MACS_peak_528	chr1(.):32878673-32880166	0.6472
MACS_peak_529	chr1(.):32965681-32966858	1.8973
MACS_peak_530	chr1(.):32985862-32987222	0.5896
MACS_peak_531_1	chr1(.):33004583-33005770	0.9164
MACS_peak_531_2	chr1(.):33005771-33006130	0.3877
MACS_peak_531_1	chr1(.):33004583-33005770	0.9164
MACS_peak_531_2	chr1(.):33005771-33006130	0.3877
MACS_peak_532	chr1(.):33087628-33090422	0.4347
MACS_peak_533	chr1(.):33091482-33095310	1.6662
MACS_peak_534_1	chr1(.):33114621-33115184	0.2166
MACS_peak_534_2	chr1(.):33115185-33115747	1.2183
MACS_peak_534_3	chr1(.):33115748-33115957	1.8593
MACS_peak_534_4	chr1(.):33115958-33117184	6.7413
MACS_peak_534_5	chr1(.):33117185-33117747	2.7793
MACS_peak_534_6	chr1(.):33117748-33117957	0.1943
MACS_peak_534_7	chr1(.):33117958-33118050	0.1567
MACS_peak_535	chr1(.):33181508-33183351	0.9382
MACS_peak_537_1	chr1(.):33206656-33208510	1.214
MACS_peak_537_2	chr1(.):33208511-33208946	0.2333
MACS_peak_538_1	chr1(.):33281537-33282174	0.398
MACS_peak_538_2	chr1(.):33282175-33282632	1.5284
MACS_peak_538_3	chr1(.):33282633-33284174	4.9652
MACS_peak_538_4	chr1(.):33284175-33284632	2.8532
MACS_peak_538_5	chr1(.):33284633-33285511	0.7893
MACS_peak_540_1	chr1(.):33429290-33431285	1.3315
MACS_peak_540_2	chr1(.):33431286-33431379	0.0671
MACS_peak_540_1	chr1(.):33429290-33431285	1.3315
MACS_peak_540_2	chr1(.):33431286-33431379	0.0671
MACS_peak_541	chr1(.):33445087-33451834	1.228
MACS_peak_542	chr1(.):33456968-33460009	1.0544
MACS_peak_543_1	chr1(.):33501306-33501511	0.0542
MACS_peak_543_2	chr1(.):33501512-33502933	0.8982
MACS_peak_544_1	chr1(.):33545941-33547535	0.8102
MACS_peak_545	chr1(.):33561179-33567152	0.6511
MACS_peak_546	chr1(.):33591832-33594870	1.3991
MACS_peak_547_1	chr1(.):33646220-33646670	0.1042
MACS_peak_547_2	chr1(.):33646671-33648044	0.4909
MACS_peak_548_1	chr1(.):33720475-33721172	0.4797
MACS_peak_548_2	chr1(.):33721173-33721834	1.3927
MACS_peak_549_1	chr1(.):33722099-33723172	1.2804
MACS_peak_549_2	chr1(.):33723173-33723681	0.2938
MACS_peak_550_1	chr1(.):33814302-33814498	0.2906
MACS_peak_550_2	chr1(.):33814499-33815503	0.8162
MACS_peak_551_1	chr1(.):33815554-33816498	1.7021
MACS_peak_551_2	chr1(.):33816499-33816650	0.0979
MACS_peak_552	chr1(.):33895774-33896630	0.7025
MACS_peak_553	chr1(.):33924901-33928858	1.0317
MACS_peak_554	chr1(.):34431293-34432593	0.5008
MACS_peak_555	chr1(.):34513346-34518128	0.5628
MACS_peak_556	chr1(.):34522562-34524120	0.2578
MACS_peak_557	chr1(.):34825467-34828425	0.8543
MACS_peak_558_1	chr1(.):35324053-35324337	0.0016
MACS_peak_558_2	chr1(.):35324338-35324416	0.0909
MACS_peak_558_3	chr1(.):35324417-35325645	1.504
MACS_peak_558_4	chr1(.):35325646-35326319	0.3666
MACS_peak_559	chr1(.):35330827-35333171	2.2759
MACS_peak_560_1	chr1(.):35449978-35451464	1.7539
MACS_peak_561_1	chr1(.):35496076-35496568	0.4451
MACS_peak_561_2	chr1(.):35496569-35498132	2.9986
MACS_peak_562_1	chr1(.):35544166-35545970	2.4335
MACS_peak_562_2	chr1(.):35545971-35546140	0.0797
MACS_peak_563_1	chr1(.):35657132-35657742	0.6861
MACS_peak_563_2	chr1(.):35657743-35659706	2.413
MACS_peak_564	chr1(.):35728950-35731159	0.5403
MACS_peak_565_1	chr1(.):35733444-35733566	0.0181
MACS_peak_565_2	chr1(.):35733567-35735336	2.3352
MACS_peak_566	chr1(.):35971154-35973548	0.5052
MACS_peak_567	chr1(.):36003443-36005895	0.4711
MACS_peak_568_1	chr1(.):36022037-36022391	0.2104
MACS_peak_568_2	chr1(.):36022392-36024036	2.9132
MACS_peak_568_3	chr1(.):36024037-36024391	0.1615
MACS_peak_569	chr1(.):36042583-36043810	0.9461
MACS_peak_571_1	chr1(.):36105968-36106142	0.2539
MACS_peak_571_2	chr1(.):36106143-36108142	1.702
MACS_peak_571_3	chr1(.):36108143-36108640	0.3373
MACS_peak_572_1	chr1(.):36183532-36183789	0.2469
MACS_peak_572_2	chr1(.):36183790-36185348	1.981
MACS_peak_573_1	chr1(.):36233787-36234550	0.3201
MACS_peak_573_2	chr1(.):36234551-36236106	3.6323
MACS_peak_574	chr1(.):36244528-36246364	0.709
MACS_peak_575_1	chr1(.):36272935-36274826	1.4201
MACS_peak_575_2	chr1(.):36274827-36275046	0.1463
MACS_peak_577_1	chr1(.):36395566-36395770	0.2023
MACS_peak_577_2	chr1(.):36395771-36397677	1.9076
MACS_peak_578_1	chr1(.):36553524-36555451	1.7694
MACS_peak_578_2	chr1(.):36555452-36555787	0.2054
MACS_peak_579_1	chr1(.):36613986-36614066	0.0666
MACS_peak_579_2	chr1(.):36614067-36616066	1.8443
MACS_peak_579_3	chr1(.):36616067-36618184	1.923
MACS_peak_580_1	chr1(.):36619614-36620801	0.1793
MACS_peak_580_2	chr1(.):36620802-36622801	3.6677
MACS_peak_580_3	chr1(.):36622802-36623481	0.5465
MACS_peak_581	chr1(.):36625291-36627761	0.7327
MACS_peak_582	chr1(.):36639987-36642110	0.4501
MACS_peak_583	chr1(.):36652903-36654368	0.5139
