GENE_ID	locusLine	bin_1_24_0F2A_0229Kronos_MM1S-KB-1hr-2_H3K27me3_hs-dm_i06.bam
1_MACS_peak_936_lociStitched	chr1(.):5447882-5448191	0.7279
2_MACS_peak_937_lociStitched	chr1(.):5449752-5451217	0.8307
1_MACS_peak_939_lociStitched	chr1(.):5460898-5461277	0.8376
1_MACS_peak_940_lociStitched	chr1(.):5473221-5473753	1.0098
1_MACS_peak_941_lociStitched	chr1(.):5475477-5475881	0.8002
4_MACS_peak_942_lociStitched	chr1(.):5482767-5485569	0.9628
2_MACS_peak_946_lociStitched	chr1(.):5486455-5487659	0.947
1_MACS_peak_948_lociStitched	chr1(.):5490490-5491229	0.8744
1_MACS_peak_949_lociStitched	chr1(.):5492020-5492678	0.8591
1_MACS_peak_950_lociStitched	chr1(.):5495796-5496157	0.7933
1_MACS_peak_951_lociStitched	chr1(.):5503234-5503582	0.8045
1_MACS_peak_952_lociStitched	chr1(.):5507306-5507932	0.8461
2_MACS_peak_953_lociStitched	chr1(.):5510799-5512245	1.0355
2_MACS_peak_955_lociStitched	chr1(.):5513878-5514666	0.8633
1_MACS_peak_957_lociStitched	chr1(.):5516101-5516376	0.6245
1_MACS_peak_958_lociStitched	chr1(.):5519145-5519627	1.2122
1_MACS_peak_959_lociStitched	chr1(.):5520316-5520611	0.8068
1_MACS_peak_960_lociStitched	chr1(.):5521265-5521535	0.7423
1_MACS_peak_961_lociStitched	chr1(.):5524086-5524572	0.8085
1_MACS_peak_962_lociStitched	chr1(.):5530112-5530535	1.0317
1_MACS_peak_963_lociStitched	chr1(.):5532806-5534247	1.0668
1_MACS_peak_964_lociStitched	chr1(.):5535011-5535772	1.1847
3_MACS_peak_965_lociStitched	chr1(.):5537425-5541933	1.2294
4_MACS_peak_968_lociStitched	chr1(.):5542495-5545768	0.9626
1_MACS_peak_972_lociStitched	chr1(.):5547094-5547569	1.048
2_MACS_peak_973_lociStitched	chr1(.):5550687-5551873	1.1408
2_MACS_peak_975_lociStitched	chr1(.):5552710-5554688	1.0758
4_MACS_peak_977_lociStitched	chr1(.):5555299-5557758	0.9343
1_MACS_peak_981_lociStitched	chr1(.):5560141-5560460	0.7221
1_MACS_peak_982_lociStitched	chr1(.):5561241-5562827	1.1545
7_MACS_peak_983_lociStitched	chr1(.):5563633-5572053	1.1596
2_MACS_peak_990_lociStitched	chr1(.):5573004-5574043	1.027
1_MACS_peak_992_lociStitched	chr1(.):5575644-5575992	0.7788
1_MACS_peak_993_lociStitched	chr1(.):5576720-5576994	0.6763
6_MACS_peak_994_lociStitched	chr1(.):5584250-5588862	1.0215
1_MACS_peak_1000_lociStitched	chr1(.):5614895-5615165	0.6459
1_MACS_peak_1001_lociStitched	chr1(.):5624570-5624990	0.9501
1_MACS_peak_1002_lociStitched	chr1(.):5625708-5626199	0.8354
2_MACS_peak_1003_lociStitched	chr1(.):5631768-5633046	1.0652
3_MACS_peak_1005_lociStitched	chr1(.):5642760-5644851	0.8439
1_MACS_peak_1008_lociStitched	chr1(.):5646625-5646904	0.7676
2_MACS_peak_1009_lociStitched	chr1(.):5654001-5654990	0.945
4_MACS_peak_1011_lociStitched	chr1(.):5656037-5659133	0.8153
1_MACS_peak_1015_lociStitched	chr1(.):5661653-5662162	1.0202
2_MACS_peak_1016_lociStitched	chr1(.):5674827-5676058	0.9326
2_MACS_peak_1018_lociStitched	chr1(.):5677264-5678337	1.0409
1_MACS_peak_1020_lociStitched	chr1(.):5681389-5681864	0.9608
1_MACS_peak_1021_lociStitched	chr1(.):5692108-5692626	0.7148
1_MACS_peak_1022_lociStitched	chr1(.):5699219-5699886	1.0928
1_MACS_peak_1023_lociStitched	chr1(.):5701017-5701503	0.9082
3_MACS_peak_1024_lociStitched	chr1(.):5703784-5705588	1.0023
1_MACS_peak_1027_lociStitched	chr1(.):5706218-5706873	0.9492
3_MACS_peak_1028_lociStitched	chr1(.):5708446-5712822	1.1844
2_MACS_peak_1031_lociStitched	chr1(.):5719938-5722391	1.0009
1_MACS_peak_1034_lociStitched	chr1(.):5742871-5743189	0.8786
1_MACS_peak_1035_lociStitched	chr1(.):5747511-5747812	0.8175
4_MACS_peak_1036_lociStitched	chr1(.):5750464-5753251	0.9261
1_MACS_peak_1040_lociStitched	chr1(.):5754660-5755048	0.7814
2_MACS_peak_1041_lociStitched	chr1(.):5757456-5758618	0.768
1_MACS_peak_1043_lociStitched	chr1(.):5759460-5759978	0.6738
4_MACS_peak_1044_lociStitched	chr1(.):5763178-5766665	0.9358
3_MACS_peak_1048_lociStitched	chr1(.):5767441-5770476	1.001
4_MACS_peak_1051_lociStitched	chr1(.):5771260-5773788	0.8445
1_MACS_peak_1055_lociStitched	chr1(.):5776799-5781089	1.3297
4_MACS_peak_1056_lociStitched	chr1(.):5784737-5786793	0.9016
1_MACS_peak_1060_lociStitched	chr1(.):5787937-5788732	1.3375
2_MACS_peak_1061_lociStitched	chr1(.):5789801-5791111	0.9401
1_MACS_peak_1063_lociStitched	chr1(.):5794382-5794728	0.8596
1_MACS_peak_1064_lociStitched	chr1(.):5800870-5801147	0.685
8_MACS_peak_1065_lociStitched	chr1(.):5801700-5819731	1.3013
2_MACS_peak_1073_lociStitched	chr1(.):5826078-5831436	1.3556
3_MACS_peak_1075_lociStitched	chr1(.):5833438-5837159	1.1784
1_MACS_peak_1078_lociStitched	chr1(.):5837720-5837996	0.6072
1_MACS_peak_1079_lociStitched	chr1(.):5842756-5843286	0.9047
1_MACS_peak_1080_lociStitched	chr1(.):5847138-5847667	1.033
1_MACS_peak_1081_lociStitched	chr1(.):5848336-5848682	0.6493
1_MACS_peak_1082_lociStitched	chr1(.):5850637-5850901	0.6743
4_MACS_peak_1083_lociStitched	chr1(.):5856580-5860356	1.0085
1_MACS_peak_1087_lociStitched	chr1(.):5861591-5861924	0.7768
1_MACS_peak_1088_lociStitched	chr1(.):5870579-5871098	1.0135
4_MACS_peak_1089_lociStitched	chr1(.):5872389-5875701	1.0201
1_MACS_peak_1093_lociStitched	chr1(.):5878407-5878671	0.8195
6_MACS_peak_1094_lociStitched	chr1(.):5879519-5884051	0.9884
2_MACS_peak_1100_lociStitched	chr1(.):5886405-5888964	1.1949
6_MACS_peak_1102_lociStitched	chr1(.):5892626-5907786	1.2755
3_MACS_peak_1108_lociStitched	chr1(.):5908302-5910833	0.8914
2_MACS_peak_1111_lociStitched	chr1(.):5911334-5912817	0.8483
1_MACS_peak_1113_lociStitched	chr1(.):5913348-5913720	0.696
1_MACS_peak_1114_lociStitched	chr1(.):6160128-6160377	0.7416
1_MACS_peak_1115_lociStitched	chr1(.):6160890-6161477	0.7657
1_MACS_peak_1116_lociStitched	chr1(.):6162009-6166600	1.4934
1_MACS_peak_1117_lociStitched	chr1(.):6168944-6174445	1.5633
1_MACS_peak_1118_lociStitched	chr1(.):6175033-6175578	0.8687
3_MACS_peak_1119_lociStitched	chr1(.):6180717-6201063	1.9252
2_MACS_peak_1122_lociStitched	chr1(.):6201741-6209639	1.9776
5_MACS_peak_1124_lociStitched	chr1(.):6210546-6234439	1.8809
2_MACS_peak_1129_lociStitched	chr1(.):6236210-6239542	1.5593
1_MACS_peak_1131_lociStitched	chr1(.):6240438-6241710	1.4227
7_MACS_peak_1132_lociStitched	chr1(.):6265194-6274148	1.0123
5_MACS_peak_1139_lociStitched	chr1(.):6298775-6322514	1.8091
2_MACS_peak_1144_lociStitched	chr1(.):6460848-6462015	0.9325
1_MACS_peak_1146_lociStitched	chr1(.):6465081-6466210	0.966
1_MACS_peak_1147_lociStitched	chr1(.):6467108-6468014	0.9899
2_MACS_peak_1148_lociStitched	chr1(.):6470591-6471964	0.8233
2_MACS_peak_1150_lociStitched	chr1(.):6472707-6473911	0.9621
2_MACS_peak_1152_lociStitched	chr1(.):6475334-6500586	2.2222
2_MACS_peak_1154_lociStitched	chr1(.):6501292-6529921	2.4162
1_MACS_peak_1156_lociStitched	chr1(.):6530600-6531045	0.8015
9_MACS_peak_1157_lociStitched	chr1(.):6532800-6548148	1.3846
1_MACS_peak_1166_lociStitched	chr1(.):6552801-6553148	0.8605
4_MACS_peak_1167_lociStitched	chr1(.):6555045-6572538	2.4146
1_MACS_peak_1171_lociStitched	chr1(.):6620054-6620331	0.7237
6_MACS_peak_1172_lociStitched	chr1(.):6621430-6627845	1.031
2_MACS_peak_1178_lociStitched	chr1(.):6628672-6630344	1.0289
1_MACS_peak_1180_lociStitched	chr1(.):6630964-6631823	1.138
1_MACS_peak_1181_lociStitched	chr1(.):6633038-6633426	0.8069
1_MACS_peak_1182_lociStitched	chr1(.):6767176-6768236	1.0092
1_MACS_peak_1183_lociStitched	chr1(.):6769813-6770468	1.0323
7_MACS_peak_1184_lociStitched	chr1(.):6771381-6779691	1.0975
2_MACS_peak_1191_lociStitched	chr1(.):6784083-6786863	1.1224
1_MACS_peak_1193_lociStitched	chr1(.):6789342-6789712	1.0983
2_MACS_peak_1194_lociStitched	chr1(.):6790697-6791920	0.88
2_MACS_peak_1196_lociStitched	chr1(.):6792693-6794170	1.1178
1_MACS_peak_1198_lociStitched	chr1(.):6795105-6795680	0.8233
2_MACS_peak_1199_lociStitched	chr1(.):6797304-6798341	0.8002
1_MACS_peak_1201_lociStitched	chr1(.):6807161-6807697	1.0375
1_MACS_peak_1202_lociStitched	chr1(.):6817845-6818315	0.8381
4_MACS_peak_1203_lociStitched	chr1(.):6819972-6822112	0.8119
1_MACS_peak_1207_lociStitched	chr1(.):6823577-6823924	0.8372
1_MACS_peak_1208_lociStitched	chr1(.):7015177-7015571	0.7874
1_MACS_peak_1209_lociStitched	chr1(.):7016306-7016562	0.5257
2_MACS_peak_1210_lociStitched	chr1(.):7021025-7021721	0.7253
4_MACS_peak_1212_lociStitched	chr1(.):7023428-7026241	0.9172
1_MACS_peak_1216_lociStitched	chr1(.):7027281-7028003	0.8511
3_MACS_peak_1217_lociStitched	chr1(.):7034764-7037214	0.8907
1_MACS_peak_1220_lociStitched	chr1(.):7039015-7039416	1.0596
1_MACS_peak_1221_lociStitched	chr1(.):7044795-7045142	0.8428
2_MACS_peak_1222_lociStitched	chr1(.):7047177-7048067	0.8312
1_MACS_peak_1224_lociStitched	chr1(.):7059848-7060349	0.9161
1_MACS_peak_1225_lociStitched	chr1(.):7063087-7063409	0.7896
4_MACS_peak_1226_lociStitched	chr1(.):7066467-7072590	1.0945
1_MACS_peak_1230_lociStitched	chr1(.):7079221-7079730	0.8817
1_MACS_peak_1231_lociStitched	chr1(.):7080327-7080927	0.9596
1_MACS_peak_1232_lociStitched	chr1(.):7101871-7105061	1.3061
1_MACS_peak_1233_lociStitched	chr1(.):7105684-7106071	0.8063
6_MACS_peak_1234_lociStitched	chr1(.):7107873-7115496	1.3192
1_MACS_peak_1240_lociStitched	chr1(.):7116928-7118457	1.1854
3_MACS_peak_1241_lociStitched	chr1(.):7119084-7121444	0.9602
1_MACS_peak_1244_lociStitched	chr1(.):7122140-7123819	1.2616
3_MACS_peak_1245_lociStitched	chr1(.):7124773-7126209	0.8426
3_MACS_peak_1248_lociStitched	chr1(.):7127297-7129952	0.8716
1_MACS_peak_1251_lociStitched	chr1(.):7130877-7131415	0.7792
2_MACS_peak_1252_lociStitched	chr1(.):7141988-7142830	1.0743
4_MACS_peak_1254_lociStitched	chr1(.):7143891-7146872	0.8813
2_MACS_peak_1258_lociStitched	chr1(.):7147732-7149105	0.9417
1_MACS_peak_1260_lociStitched	chr1(.):7149775-7150104	0.7143
1_MACS_peak_1261_lociStitched	chr1(.):7151419-7151791	0.7902
5_MACS_peak_1262_lociStitched	chr1(.):7152834-7159293	1.1012
2_MACS_peak_1267_lociStitched	chr1(.):7160003-7160829	0.8989
1_MACS_peak_1269_lociStitched	chr1(.):7162591-7162909	0.7291
1_MACS_peak_1270_lociStitched	chr1(.):7169464-7169992	1.0201
1_MACS_peak_1271_lociStitched	chr1(.):7170651-7171523	0.9338
2_MACS_peak_1272_lociStitched	chr1(.):7172430-7173687	1.0499
1_MACS_peak_1274_lociStitched	chr1(.):7174801-7175152	0.4767
2_MACS_peak_1275_lociStitched	chr1(.):7176987-7178001	0.8609
2_MACS_peak_1277_lociStitched	chr1(.):7178892-7180631	0.9116
1_MACS_peak_1279_lociStitched	chr1(.):7181241-7183046	1.053
1_MACS_peak_1280_lociStitched	chr1(.):7183864-7185580	1.0717
1_MACS_peak_1281_lociStitched	chr1(.):7187045-7187401	0.8162
1_MACS_peak_1282_lociStitched	chr1(.):7188125-7188595	1.065
1_MACS_peak_1283_lociStitched	chr1(.):7199590-7199849	0.601
1_MACS_peak_1284_lociStitched	chr1(.):7205496-7205822	0.5811
5_MACS_peak_1285_lociStitched	chr1(.):7208912-7214193	1.0099
2_MACS_peak_1290_lociStitched	chr1(.):7214732-7215887	0.8439
1_MACS_peak_1292_lociStitched	chr1(.):7224152-7224433	0.7047
2_MACS_peak_1293_lociStitched	chr1(.):7231708-7233242	0.822
2_MACS_peak_1295_lociStitched	chr1(.):7233779-7234984	1.005
1_MACS_peak_1297_lociStitched	chr1(.):7235665-7236551	1.0235
1_MACS_peak_1298_lociStitched	chr1(.):7251349-7251679	0.8351
1_MACS_peak_1299_lociStitched	chr1(.):7253378-7253659	0.6031
1_MACS_peak_1300_lociStitched	chr1(.):7255888-7256547	0.9357
1_MACS_peak_1301_lociStitched	chr1(.):7257712-7259360	1.3987
1_MACS_peak_1302_lociStitched	chr1(.):7275501-7275801	0.7955
3_MACS_peak_1303_lociStitched	chr1(.):7278997-7283031	1.1017
5_MACS_peak_1306_lociStitched	chr1(.):7283988-7298907	1.2861
11_MACS_peak_1311_lociStitched	chr1(.):7305561-7314349	0.9936
1_MACS_peak_1322_lociStitched	chr1(.):7317144-7317423	0.653
2_MACS_peak_1323_lociStitched	chr1(.):7318463-7319413	1.039
1_MACS_peak_1325_lociStitched	chr1(.):7321293-7323119	1.1672
1_MACS_peak_1326_lociStitched	chr1(.):7324045-7324355	0.7771
1_MACS_peak_1327_lociStitched	chr1(.):7325181-7325483	0.5164
2_MACS_peak_1328_lociStitched	chr1(.):7339381-7340482	0.8863
1_MACS_peak_1330_lociStitched	chr1(.):7348440-7348868	0.7381
1_MACS_peak_1331_lociStitched	chr1(.):7350927-7351901	0.9714
2_MACS_peak_1332_lociStitched	chr1(.):7353056-7354948	1.1161
1_MACS_peak_1334_lociStitched	chr1(.):7358173-7358541	0.8226
1_MACS_peak_1335_lociStitched	chr1(.):7360214-7360744	0.9162
2_MACS_peak_1336_lociStitched	chr1(.):7361496-7362993	0.7575
1_MACS_peak_1338_lociStitched	chr1(.):7364076-7364328	0.7071
1_MACS_peak_1339_lociStitched	chr1(.):7388051-7388473	0.9266
1_MACS_peak_1340_lociStitched	chr1(.):7393131-7393837	0.9723
1_MACS_peak_1341_lociStitched	chr1(.):7395272-7395596	0.8559
1_MACS_peak_1342_lociStitched	chr1(.):7396643-7396921	0.7725
1_MACS_peak_1343_lociStitched	chr1(.):7402729-7403008	0.4107
1_MACS_peak_1344_lociStitched	chr1(.):7404140-7404955	0.7886
5_MACS_peak_1345_lociStitched	chr1(.):7406782-7415096	1.1696
1_MACS_peak_1350_lociStitched	chr1(.):7420535-7420848	0.5925
1_MACS_peak_1351_lociStitched	chr1(.):7423733-7424189	0.9509
4_MACS_peak_1352_lociStitched	chr1(.):7430924-7435336	1.0764
1_MACS_peak_1356_lociStitched	chr1(.):7436194-7436639	0.9177
3_MACS_peak_1357_lociStitched	chr1(.):7438851-7440428	0.9344
1_MACS_peak_1360_lociStitched	chr1(.):7443681-7443996	0.9997
1_MACS_peak_1361_lociStitched	chr1(.):7445466-7447143	1.2849
2_MACS_peak_1362_lociStitched	chr1(.):7448487-7451040	1.0013
1_MACS_peak_1364_lociStitched	chr1(.):7465567-7465846	0.4424
1_MACS_peak_1365_lociStitched	chr1(.):7468650-7468975	0.8945
2_MACS_peak_1366_lociStitched	chr1(.):7477647-7479001	0.8389
1_MACS_peak_1368_lociStitched	chr1(.):7479669-7480005	0.8928
1_MACS_peak_1369_lociStitched	chr1(.):7482713-7482939	1.1112
5_MACS_peak_1370_lociStitched	chr1(.):7483858-7488583	0.9038
2_MACS_peak_1375_lociStitched	chr1(.):7492109-7493990	0.9604
2_MACS_peak_1377_lociStitched	chr1(.):7495672-7502146	1.4553
1_MACS_peak_1379_lociStitched	chr1(.):7502747-7503192	0.8366
5_MACS_peak_1380_lociStitched	chr1(.):7504455-7507408	0.9209
2_MACS_peak_1385_lociStitched	chr1(.):7509095-7510289	0.953
2_MACS_peak_1387_lociStitched	chr1(.):7511056-7512420	1.0606
9_MACS_peak_1389_lociStitched	chr1(.):7513436-7525882	1.1778
9_MACS_peak_1398_lociStitched	chr1(.):7526564-7541185	1.2405
4_MACS_peak_1407_lociStitched	chr1(.):7541837-7545235	0.9883
1_MACS_peak_1411_lociStitched	chr1(.):7547524-7548143	0.9807
2_MACS_peak_1412_lociStitched	chr1(.):7549147-7551050	1.0971
1_MACS_peak_1414_lociStitched	chr1(.):7551754-7552319	0.7291
4_MACS_peak_1415_lociStitched	chr1(.):7554212-7556723	0.9113
1_MACS_peak_1419_lociStitched	chr1(.):7560967-7561260	0.7023
2_MACS_peak_1420_lociStitched	chr1(.):7561980-7564102	0.9226
1_MACS_peak_1422_lociStitched	chr1(.):7564944-7565365	0.8029
2_MACS_peak_1423_lociStitched	chr1(.):7568123-7569559	0.887
1_MACS_peak_1425_lociStitched	chr1(.):7570254-7570746	1.1593
1_MACS_peak_1426_lociStitched	chr1(.):7571594-7572189	1.0029
2_MACS_peak_1427_lociStitched	chr1(.):7572794-7575958	1.0736
2_MACS_peak_1429_lociStitched	chr1(.):7578430-7579870	0.7704
5_MACS_peak_1431_lociStitched	chr1(.):7584394-7588146	0.9205
6_MACS_peak_1436_lociStitched	chr1(.):7589512-7598336	1.2835
1_MACS_peak_1442_lociStitched	chr1(.):7598929-7599292	0.5135
1_MACS_peak_1443_lociStitched	chr1(.):7602326-7602903	0.6509
1_MACS_peak_1444_lociStitched	chr1(.):7604689-7604971	0.7362
1_MACS_peak_1445_lociStitched	chr1(.):7608150-7608530	0.8191
1_MACS_peak_1446_lociStitched	chr1(.):7613840-7614271	0.6891
6_MACS_peak_1447_lociStitched	chr1(.):7615164-7625517	1.3535
1_MACS_peak_1453_lociStitched	chr1(.):7633441-7633842	0.7462
1_MACS_peak_1454_lociStitched	chr1(.):7636556-7637229	0.9385
2_MACS_peak_1455_lociStitched	chr1(.):7638279-7639501	1.0438
3_MACS_peak_1457_lociStitched	chr1(.):7641324-7643616	0.8786
6_MACS_peak_1460_lociStitched	chr1(.):7644343-7653101	1.2141
2_MACS_peak_1466_lociStitched	chr1(.):7654775-7655914	1.0539
1_MACS_peak_1468_lociStitched	chr1(.):7661534-7661859	0.7312
1_MACS_peak_1469_lociStitched	chr1(.):7670139-7670402	0.4638
1_MACS_peak_1470_lociStitched	chr1(.):7672256-7672751	0.8664
1_MACS_peak_1471_lociStitched	chr1(.):7674163-7674396	0.6043
2_MACS_peak_1472_lociStitched	chr1(.):7681667-7682686	0.958
1_MACS_peak_1474_lociStitched	chr1(.):7683530-7683803	0.8419
1_MACS_peak_1475_lociStitched	chr1(.):7684414-7685813	1.0589
1_MACS_peak_1476_lociStitched	chr1(.):7687999-7688490	0.7797
5_MACS_peak_1477_lociStitched	chr1(.):7689094-7704242	1.4504
1_MACS_peak_1482_lociStitched	chr1(.):7704900-7705656	1.0325
2_MACS_peak_1483_lociStitched	chr1(.):7708060-7712690	1.2785
1_MACS_peak_1485_lociStitched	chr1(.):7713615-7714084	0.9717
1_MACS_peak_1486_lociStitched	chr1(.):7715971-7727034	1.5303
2_MACS_peak_1487_lociStitched	chr1(.):7728860-7734161	1.4207
6_MACS_peak_1489_lociStitched	chr1(.):7735164-7748158	1.3272
3_MACS_peak_1495_lociStitched	chr1(.):7748973-7750740	0.9864
1_MACS_peak_1498_lociStitched	chr1(.):7754162-7754445	0.5942
5_MACS_peak_1499_lociStitched	chr1(.):7755646-7758125	0.8614
2_MACS_peak_1504_lociStitched	chr1(.):7762286-7763423	0.8415
1_MACS_peak_1506_lociStitched	chr1(.):7775684-7775950	0.8843
4_MACS_peak_1507_lociStitched	chr1(.):7778054-7780069	0.9339
1_MACS_peak_1511_lociStitched	chr1(.):7783922-7784178	0.7799
2_MACS_peak_1512_lociStitched	chr1(.):7787365-7789166	1.1115
1_MACS_peak_1514_lociStitched	chr1(.):7791275-7791691	1.1613
1_MACS_peak_1515_lociStitched	chr1(.):7792445-7792875	0.9615
1_MACS_peak_1516_lociStitched	chr1(.):7793685-7794169	0.7218
2_MACS_peak_1517_lociStitched	chr1(.):7795370-7799780	1.18
1_MACS_peak_1519_lociStitched	chr1(.):7804406-7804690	0.5809
3_MACS_peak_1520_lociStitched	chr1(.):7923353-7925668	1.082
1_MACS_peak_1523_lociStitched	chr1(.):7949615-7949978	0.9056
1_MACS_peak_1524_lociStitched	chr1(.):7994285-7994782	0.8083
3_MACS_peak_1525_lociStitched	chr1(.):8000928-8002846	1.083
2_MACS_peak_1528_lociStitched	chr1(.):8139237-8140267	0.6565
1_MACS_peak_1530_lociStitched	chr1(.):8169667-8170060	1.1709
1_MACS_peak_1531_lociStitched	chr1(.):8174438-8174717	0.8303
1_MACS_peak_1532_lociStitched	chr1(.):8178156-8178677	0.8707
3_MACS_peak_1533_lociStitched	chr1(.):8180827-8182420	0.8875
1_MACS_peak_1536_lociStitched	chr1(.):8183477-8183970	0.8983
1_MACS_peak_1537_lociStitched	chr1(.):8195348-8196335	1.0322
1_MACS_peak_1538_lociStitched	chr1(.):8197625-8198063	0.9727
1_MACS_peak_1539_lociStitched	chr1(.):8205984-8206592	1.1194
1_MACS_peak_1540_lociStitched	chr1(.):8235258-8235601	0.7617
1_MACS_peak_1541_lociStitched	chr1(.):8256838-8257121	0.6093
1_MACS_peak_1542_lociStitched	chr1(.):8258156-8258633	1.0379
5_MACS_peak_1543_lociStitched	chr1(.):8259238-8264289	1.0196
1_MACS_peak_1548_lociStitched	chr1(.):8266039-8266312	0.6474
6_MACS_peak_1549_lociStitched	chr1(.):8267733-8274216	1.1356
1_MACS_peak_1555_lociStitched	chr1(.):8274821-8275125	0.4848
1_MACS_peak_1556_lociStitched	chr1(.):8275950-8276301	0.9222
2_MACS_peak_1557_lociStitched	chr1(.):8277045-8279077	1.0975
1_MACS_peak_1559_lociStitched	chr1(.):8283500-8283792	0.9149
1_MACS_peak_1560_lociStitched	chr1(.):8287022-8287491	1.2009
2_MACS_peak_1561_lociStitched	chr1(.):8290664-8291336	0.8073
1_MACS_peak_1563_lociStitched	chr1(.):8292119-8292747	0.9992
1_MACS_peak_1564_lociStitched	chr1(.):8295244-8295530	0.5271
2_MACS_peak_1565_lociStitched	chr1(.):8297867-8298731	0.9945
1_MACS_peak_1567_lociStitched	chr1(.):8301264-8302285	0.8669
1_MACS_peak_1568_lociStitched	chr1(.):8306007-8306347	1.0691
1_MACS_peak_1569_lociStitched	chr1(.):8307303-8307590	0.5006
1_MACS_peak_1570_lociStitched	chr1(.):8309794-8310102	0.7431
1_MACS_peak_1571_lociStitched	chr1(.):8311622-8311886	0.6512
1_MACS_peak_1572_lociStitched	chr1(.):8317599-8318144	0.898
1_MACS_peak_1573_lociStitched	chr1(.):8328372-8328680	0.6081
2_MACS_peak_1574_lociStitched	chr1(.):8330601-8332054	0.9217
1_MACS_peak_1576_lociStitched	chr1(.):8343581-8343850	0.7468
1_MACS_peak_1577_lociStitched	chr1(.):8352518-8352840	0.6385
1_MACS_peak_1578_lociStitched	chr1(.):8353673-8353945	0.8353
1_MACS_peak_1579_lociStitched	chr1(.):8361921-8362215	0.7675
1_MACS_peak_1580_lociStitched	chr1(.):8374339-8375702	1.0935
3_MACS_peak_1581_lociStitched	chr1(.):8376306-8379441	1.0952
4_MACS_peak_1584_lociStitched	chr1(.):8382992-8386961	0.9569
1_MACS_peak_1588_lociStitched	chr1(.):8388311-8391253	1.4021
4_MACS_peak_1589_lociStitched	chr1(.):8392757-8395467	0.8514
1_MACS_peak_1593_lociStitched	chr1(.):8396349-8396600	0.5139
3_MACS_peak_1594_lociStitched	chr1(.):8397267-8400701	1.2218
2_MACS_peak_1597_lociStitched	chr1(.):8403019-8404406	1.1045
2_MACS_peak_1599_lociStitched	chr1(.):8405544-8407027	1.1508
1_MACS_peak_1601_lociStitched	chr1(.):8408518-8409164	0.9528
1_MACS_peak_1602_lociStitched	chr1(.):8985378-8985799	0.9813
1_MACS_peak_1603_lociStitched	chr1(.):8986692-8987009	0.4969
1_MACS_peak_1604_lociStitched	chr1(.):8993923-8994176	0.602
1_MACS_peak_1605_lociStitched	chr1(.):9009192-9009836	1.0375
1_MACS_peak_1606_lociStitched	chr1(.):9017817-9018087	0.5489
1_MACS_peak_1607_lociStitched	chr1(.):9045304-9045594	0.6183
2_MACS_peak_1608_lociStitched	chr1(.):9046577-9047511	0.8531
1_MACS_peak_1610_lociStitched	chr1(.):9061438-9061811	0.699
2_MACS_peak_1611_lociStitched	chr1(.):9062392-9065403	1.069
1_MACS_peak_1613_lociStitched	chr1(.):9067656-9069421	1.1644
1_MACS_peak_1614_lociStitched	chr1(.):9071575-9072129	0.7907
2_MACS_peak_1615_lociStitched	chr1(.):9074009-9075504	1.0415
1_MACS_peak_1617_lociStitched	chr1(.):9076684-9077059	0.8877
2_MACS_peak_1618_lociStitched	chr1(.):9077751-9079242	0.9667
1_MACS_peak_1620_lociStitched	chr1(.):9079773-9080435	1.0307
1_MACS_peak_1621_lociStitched	chr1(.):9134954-9135396	0.9836
1_MACS_peak_1622_lociStitched	chr1(.):9138750-9139372	1.1274
1_MACS_peak_1623_lociStitched	chr1(.):9144188-9144592	0.7532
1_MACS_peak_1624_lociStitched	chr1(.):9145711-9146252	0.9638
2_MACS_peak_1625_lociStitched	chr1(.):9148596-9149409	1.0428
1_MACS_peak_1627_lociStitched	chr1(.):9151472-9152142	0.9602
1_MACS_peak_1628_lociStitched	chr1(.):9152988-9153381	0.7783
1_MACS_peak_1629_lociStitched	chr1(.):9158729-9159150	0.9304
1_MACS_peak_1630_lociStitched	chr1(.):9159727-9160049	0.7441
5_MACS_peak_1631_lociStitched	chr1(.):9161744-9169763	1.2215
1_MACS_peak_1636_lociStitched	chr1(.):9179607-9180110	0.7903
