REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X07_0EWT_0229Kronos_MM1S.KB.6hr.1_H3K18Ac_hs.dm_i14.bam	X41_0EXT_0229Kronos_MM1S.KB.6hr.1_Input_hs_i85.bam	enhancerRank	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	TOP_GENE	TSS_SIGNAL	enhancerRank	isSuperStretch
2_MACS_peak_31921_lociStitched	chrX	42792296	42805630	2	8008	22814.474	1150.7242	813			PPP1R2P9	PPP1R2P9	NONE	813	1
1_MACS_peak_15484_lociStitched	chr2	33717219	33724604	1	7386	27254.3425	1289.421	815	RASGRP3	RASGRP3	RASGRP3	RASGRP3	0.4927	815	1
2_MACS_peak_3088_lociStitched	chr1	240074148	240082752	2	7718	25950.5244	2158.7436	816			RPS7P5	RPS7P5	NONE	816	1
3_MACS_peak_27430_lociStitched	chr7	25979787	25994381	3	8565	18245.4188	2003.7562	820	MIR148A		MIR148A	MIR148A	1.4823	820	1
2_MACS_peak_6120_lociStitched	chr11	122930713	122941926	2	7671	26137.503	2197.748	825	HSPA8	LOC341056	HSPA8	HSPA8	1.4664	825	1
1_MACS_peak_18375_lociStitched	chr20	46039161	46047230	1	8070	22271.2469	1494.3788	827			ZMYND8	ZMYND8	0.2364	827	1
1_MACS_peak_30012_lociStitched	chr8	126440997	126449532	1	8536	18016.5315	1741.14	828	TRIB1		TRIB1	TRIB1	0.8843	828	1
2_MACS_peak_28471_lociStitched	chr7	122822623	122833054	2	7888	24614.0307	2510.7417	832	SLC13A1		SLC13A1	SLC13A1	0.19519999999999998	832	1
3_MACS_peak_14001_lociStitched	chr19	2049182	2062770	3	8049	23365.9248	2790.9752	835	MKNK2	IZUMO4,BTBD2,MOBKL2A	MKNK2	MOBKL2A	2.6748	835	1
3_MACS_peak_25736_lociStitched	chr6	32805126	32823344	3	8291	21335.0998	2945.8506	836	LOC100507463,PSMB9,TAP2,PSMB8,TAP1	PPP1R2P1,LOC100294145,HLA-DOB	PSMB8	PSMB8	0.6124	836	1
1_MACS_peak_19965_lociStitched	chr3	23846649	23854847	1	8199	20521.2336	1296.9236	837	UBE2E1		UBE2E1	UBE2E1	0.1992	837	1
2_MACS_peak_20472_lociStitched	chr3	61614841	61625175	2	8259	20464.4202	1937.625	839	PTPRG		PTPRG	PTPRG	0.021099999999999994	839	1
2_MACS_peak_4126_lociStitched	chr10	90143741	90152589	2	7725	24371.816	1591.7552	840	RNLS		RNLS	RNLS	0.10259999999999998	840	1
2_MACS_peak_31149_lociStitched	chr9	112729408	112738346	2	8458	17926.0528	1739.3348	843	PALM2-AKAP2		AKAP2	AKAP2	0.5329	843	1
2_MACS_peak_18894_lociStitched	chr21	37905259	37916064	2	7320	27618.6605	2339.2825	847	CLDN14		CLDN14	CLDN14	0.2943	847	1
2_MACS_peak_23489_lociStitched	chr5	1335324	1346197	2	8268	19377.8606	1604.8548	851	CLPTM1L	TERT	CLPTM1L	CLPTM1L	2.4356	851	1
2_MACS_peak_11173_lociStitched	chr16	31879685	31890293	2	8245	19860.2976	1896.7104	853	ZNF267		ZNF267	ZNF267	0.30779999999999996	853	1
1_MACS_peak_16667_lociStitched	chr2	135162697	135170545	1	7849	22710.5424	1430.6904	857	MGAT5	LOC151162	LOC151162	NONE	NONE	857	1
3_MACS_peak_29603_lociStitched	chr8	72164882	72177209	3	8414	17870.4519	1883.5656	858	EYA1		EYA1	EYA1	0.09680000000000001	858	1
1_MACS_peak_2892_lociStitched	chr1	226127422	226133898	1	6477	31079.6192	1639.7232	861	LEFTY2	PYCR2	LEFTY2	LEFTY2	2.0053	861	1
1_MACS_peak_23933_lociStitched	chr5	61984559	61991422	1	6864	28717.5372	1233.9674	862			LRRC70	LRRC70	NONE	862	1
3_MACS_peak_26871_lociStitched	chr6	139683846	139698089	3	8388	18332.1653	2358.6408	863	CITED2		CITED2	CITED2	1.2915	863	1
1_MACS_peak_27440_lociStitched	chr7	26190823	26198655	1	7833	22069.0096	1427.7736	869	NFE2L3	CBX3,HNRNPA2B1	NFE2L3	HNRNPA2B1	0.7478	869	1
3_MACS_peak_7596_lociStitched	chr12	104849720	104862034	3	8327	17591.7804	1858.1826	871	CHST11		CHST11	CHST11	0.07330000000000002	871	1
2_MACS_peak_29210_lociStitched	chr8	29197827	29210367	2	7933	21455.94	1875.984	873	DUSP4		DUSP4	DUSP4	0.8609	873	1
2_MACS_peak_14387_lociStitched	chr19	16475622	16484510	2	7934	20866.3576	1337.644	874	EPS15L1	KLF2	KLF2	KLF2	0.4821	874	1
2_MACS_peak_21057_lociStitched	chr3	129892838	129900719	2	7760	22498.6788	1555.7094	875		COL6A4P2	COL6A4P2	NONE	NONE	875	1
1_MACS_peak_17130_lociStitched	chr2	187810631	187817613	1	6983	27277.2776	1120.611	876			ZSWIM2	ZSWIM2	NONE	876	1
4_MACS_peak_32200_lociStitched	chrX	75362549	75372276	4	8300	16821.8738	1190.5848	879		CXorf26	CXorf26	CXorf26	0.0917	879	1
2_MACS_peak_13753_lociStitched	chr18	56315134	56327621	2	8018	20703.446	2305.1002	881		MALT1,ALPK2	MALT1	ALPK2	0.0887	881	1
1_MACS_peak_30107_lociStitched	chr8	134508204	134515476	1	7273	25834.5072	1711.8288	884	ST3GAL1		ST3GAL1	ST3GAL1	0.42980000000000007	884	1
3_MACS_peak_10867_lociStitched	chr16	14486608	14502649	3	7803	22393.236	2252.1564	885			MIR365-1	MIR365-1	NONE	885	1
3_MACS_peak_18377_lociStitched	chr20	46095817	46103991	3	7914	19862.82	1256.3438	899		NCOA3	NCOA3	NCOA3	0.004599999999999993	899	1
1_MACS_peak_6019_lociStitched	chr11	116794737	116802835	1	8099	18397.8462	1594.4962	900	SIK3		APOA1	APOA1	NONE	900	1
3_MACS_peak_6357_lociStitched	chr12	6551935	6563112	3	7318	24981.7127	1841.9696	903	CD27,TAPBPL,LOC678655	NCAPD2,VAMP1,MRPL51	LOC678655	LOC678655	1.0159	903	1
2_MACS_peak_21309_lociStitched	chr3	156199173	156209166	2	7856	21570.8898	2593.1835	904	KCNAB1		SSR3	SSR3	NONE	904	1
2_MACS_peak_22819_lociStitched	chr4	108950614	108958983	2	8056	18384.1823	1334.0186	905	HADH		HADH	HADH	0.40169999999999995	905	1
2_MACS_peak_27705_lociStitched	chr7	47700416	47712664	2	6611	29069.4032	1860.4712	907	C7orf65		C7orf65	C7orf65	0.044600000000000015	907	1
1_MACS_peak_22100_lociStitched	chr4	18245254	18253434	1	8181	16918.694	1363.606	908			LCORL	LCORL	NONE	908	1
3_MACS_peak_19491_lociStitched	chr22	39409144	39422025	3	7690	22269.9609	2055.8076	909	APOBEC3C,APOBEC3D	APOBEC3B,APOBEC3F	APOBEC3D	APOBEC3B	1.1951999999999998	909	1
1_MACS_peak_7309_lociStitched	chr12	77452936	77460853	1	7918	19916.7969	1720.3641	910	E2F7		E2F7	E2F7	0.31079999999999997	910	1
3_MACS_peak_19858_lociStitched	chr3	13455202	13470799	3	7990	19563.3171	2061.9234	911	NUP210		NUP210	NUP210	0.3728	911	1
2_MACS_peak_30752_lociStitched	chr9	73026740	73036857	2	7219	25091.1717	1599.4977	918	KLF9		KLF9	KLF9	0.25060000000000004	918	1
3_MACS_peak_5487_lociStitched	chr11	67029724	67046617	3	8091	18567.0963	2386.9809	920	ADRBK1	ANKRD13D,SSH3,LOC100130987	ADRBK1	ADRBK1	0.8935000000000001	920	1
2_MACS_peak_16345_lociStitched	chr2	106405718	106416663	2	7825	20634.6085	1961.344	924	NCK2		NCK2	NCK2	0.14140000000000003	924	1
1_MACS_peak_15894_lociStitched	chr2	65254813	65261310	1	6498	28561.4617	1279.909	927		SLC1A4,CEP68	CEP68	SLC1A4	0.3468	927	1
2_MACS_peak_13044_lociStitched	chr17	74257369	74268679	2	7497	22460.529	1587.924	929	FAM100B	RNF157,QRICH2	FAM100B	FAM100B	1.3047	929	1
2_MACS_peak_30659_lociStitched	chr9	66698426	66709932	2	7908	18912.4122	1737.406	932			LOC442421	LOC442421	NONE	932	1
3_MACS_peak_1806_lociStitched	chr1	153929389	153941574	3	7981	19583.732	3210.7475	933	CREB3L4,CRTC2,SLC39A1	RPS27,GATAD2B,DENND4B,JTB,RAB13	CRTC2	CRTC2	0.6762	933	1
3_MACS_peak_14137_lociStitched	chr19	7399974	7411122	3	7949	18978.3552	2356.6872	935		ARHGEF18	ARHGEF18	NONE	NONE	935	1
2_MACS_peak_20889_lociStitched	chr3	119354614	119362974	2	7546	21937.476	1851.74	942	POPDC2	PLA1A,COX17	POPDC2	POPDC2	0.6621999999999999	942	1
3_MACS_peak_23809_lociStitched	chr5	54031514	54050243	3	7998	18318.8349	2447.8803	943			SNX18	SNX18	NONE	943	1
2_MACS_peak_3214_lociStitched	chr10	3845996	3854675	2	7609	20985.822	1478.0337	945		KLF6	KLF6	KLF6	1.4777999999999998	945	1
1_MACS_peak_20680_lociStitched	chr3	98448101	98455533	1	7433	22098.3088	1257.4944	947	ST3GAL6		ST3GAL6	ST3GAL6	0.9772000000000001	947	1
2_MACS_peak_7071_lociStitched	chr12	56726411	56734296	2	7373	22614.18	1403.53	949	IL23A,PAN2	CS,CNPY2,STAT2,APOF	IL23A	IL23A	1.3385	949	1
2_MACS_peak_25220_lociStitched	chr6	3022990	3033134	2	7791	19170.1312	1525.6576	953	LOC401233	DKFZP686I15217,NQO2,FAM136B,RIPK1	LOC401233	LOC401233	1.109	953	1
1_MACS_peak_1041_lociStitched	chr1	66795616	66803380	1	7765	19417.764	1697.2104	957	PDE4B		PDE4B	PDE4B	0.0858	957	1
3_MACS_peak_2159_lociStitched	chr1	171219551	171228169	3	7872	18470.0976	1805.471	958	FMO1		FMO1	FMO1	0.33089999999999997	958	1
1_MACS_peak_7469_lociStitched	chr12	94563552	94570529	1	6978	25311.8583	1671.6892	959	PLXNC1		PLXNC1	PLXNC1	0.6634	959	1
3_MACS_peak_18458_lociStitched	chr20	50784504	50797876	3	7622	20312.068	1727.6624	963	ZFP64		ZFP64	ZFP64	0.23729999999999998	963	1
3_MACS_peak_14968_lociStitched	chr19	50369592	50382146	3	7524	21456.0414	2245.9106	966	TBC1D17,PNKP,AKT1S1	MED25,PTOV1,ATF5,IL4I1	AKT1S1	AKT1S1	1.0350000000000001	966	1
1_MACS_peak_26701_lociStitched	chr6	130003332	130010767	1	7436	21070.79	1249.8235	969	ARHGAP18		ARHGAP18	ARHGAP18	0.2324	969	1
1_MACS_peak_291_lociStitched	chr1	21615301	21622888	1	7588	19891.5966	1411.9407	970	ECE1	ECE1	ECE1	ECE1	0.1415	970	1
2_MACS_peak_7555_lociStitched	chr12	102129412	102140237	2	7728	18980.555	1790.455	971	SYCP3,GNPTAB	CHPT1	SYCP3	SYCP3	0.6457	971	1
2_MACS_peak_14664_lociStitched	chr19	39338812	39349127	2	7843	17462.2635	1501.864	973	HNRNPL	NFKBIB,LGALS4,ECH1,RINL,SIRT2	HNRNPL	HNRNPL	0.6194999999999999	973	1
2_MACS_peak_2688_lociStitched	chr1	209938943	209949203	2	7072	24475.23	2382.372	979	TRAF3IP3	C1orf74,IRF6	C1orf74	C1orf74	0.21800000000000003	979	1
2_MACS_peak_28905_lociStitched	chr8	1990996	2000545	2	7235	22436.3304	1514.4714	981	MYOM2		MYOM2	MYOM2	0.9188	981	1
1_MACS_peak_10112_lociStitched	chr15	68478595	68485491	1	6897	24289.7808	1079.9136	983	PIAS1,CALML4	CLN6	CALML4	CALML4	1.1862	983	1
2_MACS_peak_13083_lociStitched	chr17	75361420	75369818	2	6894	24567.5092	1397.4272	985	SEPT9	SEPT9,MIR4316	SEPT9	SEPT9	0.2896	985	1
1_MACS_peak_9920_lociStitched	chr15	53019496	53026552	1	7057	23257.2816	1257.3792	987		KIAA1370	KIAA1370	KIAA1370	0.14360000000000003	987	1
2_MACS_peak_28483_lociStitched	chr7	123606774	123617312	2	7564	20448.989	2493.2908	991	SPAM1	SPAM1	SPAM1	SPAM1	0.266	991	1
1_MACS_peak_18984_lociStitched	chr21	44580712	44587352	1	6641	26037.432	1495.992	992		CRYAA	CRYAA	CRYAA	1.7828	992	1
3_MACS_peak_6995_lociStitched	chr12	53763978	53776279	3	7725	18543.7575	2227.7111	993	SP1	AMHR2,AAAS,SP7	SP1	AAAS	0.368	993	1
3_MACS_peak_10526_lociStitched	chr15	93373599	93389520	3	7631	19515.9618	2335.6107	995		ASB9P1,LOC100507217	ASB9P1	LOC100507217	0.5057	995	1
1_MACS_peak_21768_lociStitched	chr3	191755286	191763061	1	7776	17552.84	1877.6625	998			FGF12	FGF12	NONE	998	1
2_MACS_peak_55_lociStitched	chr1	2476829	2489274	2	7408	20752.0375	1688.7865	1000	TNFRSF14,LOC115110	C1orf93,PANK4,HES5	LOC115110	LOC115110	1.4743	1000	1
1_MACS_peak_31083_lociStitched	chr9	104187014	104193933	1	6920	23758.4622	1357.5078	1007	ALDOB	ZNF189,BAAT,MRPL50	ALDOB	ALDOB	0.8956999999999999	1007	1
2_MACS_peak_2295_lociStitched	chr1	183557433	183568571	2	7715	18554.7942	2670.8924	1008	NCF2	RGL1,ARPC5	NCF2	RGL1	0.4186	1008	1
2_MACS_peak_30699_lociStitched	chr9	69881345	69892324	2	7592	18743.3488	1661.1227	1011			FOXD4L5	FOXD4L5	NONE	1011	1
1_MACS_peak_6642_lociStitched	chr12	26305483	26312565	1	7083	22614.9506	1574.3286	1019		SSPN,BHLHE41	BHLHE41	BHLHE41	1.6983	1019	1
2_MACS_peak_374_lociStitched	chr1	25869402	25878689	2	7570	18670.5848	1678.1609	1023	LDLRAP1		LDLRAP1	LDLRAP1	0.6455	1023	1
2_MACS_peak_19522_lociStitched	chr22	39861905	39870316	2	7554	18521.022	1594.7256	1027	MGAT3	MGAT3,SMCR7L,ATF4	MGAT3	ATF4	0.8697999999999999	1027	1
2_MACS_peak_1366_lociStitched	chr1	107992470	108004070	2	7485	18253.76	835.2	1030	NTNG1		VAV3	VAV3	NONE	1030	1
2_MACS_peak_4715_lociStitched	chr11	3528187	3536661	2	7628	17486.099	1543.9628	1032			TRPC2	TRPC2	NONE	1032	1
1_MACS_peak_27303_lociStitched	chr7	14724895	14731703	1	6809	23369.8216	887.7632	1034	DGKB		DGKB	DGKB	0.017199999999999993	1034	1
2_MACS_peak_13978_lociStitched	chr19	1647292	1654186	2	6817	23516.1234	1134.063	1036	TCF3	UQCR11	TCF3	TCF3	0.4842000000000001	1036	1
1_MACS_peak_23381_lociStitched	chr4	185454444	185461154	1	6711	24361.326	1364.143	1038			IRF2	IRF2	1.7958	1038	1
2_MACS_peak_11135_lociStitched	chr16	30661057	30673102	2	7535	18586.6395	1992.243	1041	PRR14	FBRS,SRCAP,SNORA30,ZNF689	PRR14	PRR14	1.0568	1041	1
1_MACS_peak_7084_lociStitched	chr12	57076512	57083913	1	7402	18961.362	1321.0785	1047	PTGES3	BAZ2A,SNORD59B,SNORD59A,ATP5B,NACA	PTGES3	ATP5B	0.5463	1047	1
2_MACS_peak_16420_lociStitched	chr2	111501864	111513359	2	7435	19198.949	1992.0835	1052	ACOXL		ACOXL	ACOXL	0.13649999999999998	1052	1
3_MACS_peak_2685_lociStitched	chr1	209920426	209931614	3	7603	18453.4872	2925.662	1053	TRAF3IP3	HSD11B1,C1orf74,IRF6	TRAF3IP3	TRAF3IP3	1.073	1053	1
2_MACS_peak_21797_lociStitched	chr3	194022286	194034236	2	6724	25061.54	2560.885	1054	LOC100131551	CPN2	LOC100131551	LOC100131551	1.0318	1054	1
1_MACS_peak_21622_lociStitched	chr3	182429330	182436360	1	7031	22162.075	1945.201	1061			ATP11B	ATP11B	NONE	1061	1
3_MACS_peak_667_lociStitched	chr1	40054314	40072747	3	7557	18208.1174	2608.2695	1062		PPIEL,SNORA55,PABPC4,HEYL	PABPC4	SNORA55	0.6666000000000001	1062	1
1_MACS_peak_24294_lociStitched	chr5	100235161	100241782	1	6622	24040.851	1420.2045	1071	ST8SIA4		ST8SIA4	ST8SIA4	0.35329999999999995	1071	1
1_MACS_peak_4947_lociStitched	chr11	21431786	21438453	1	6668	23232.4949	1184.7259	1078	NELL1		NELL1	NONE	NONE	1078	1
2_MACS_peak_25960_lociStitched	chr6	44223482	44234081	2	7333	18239.8191	1685.241	1086	SLC35B2,NFKBIE	SLC29A1,HSP90AB1,TMEM151B,TCTE1,AARS2	SLC35B2	HSP90AB1	0.7176	1086	1
1_MACS_peak_13420_lociStitched	chr18	20803529	20810498	1	6970	20831.0379	1353.3798	1096	CABLES1		CABLES1	CABLES1	0.3992	1096	1
1_MACS_peak_26761_lociStitched	chr6	134565586	134572548	1	6963	20258.0276	1221.831	1108	SGK1		SGK1	SGK1	0.2731	1108	1
1_MACS_peak_195_lociStitched	chr1	14361175	14368050	1	6876	20805.125	1273.25	1117			PRDM2	PRDM2	NONE	1117	1
3_MACS_peak_19155_lociStitched	chr22	22510892	22524109	3	7171	18954.4997	1970.6547	1120			VPREB1	VPREB1	0.0703	1120	1
2_MACS_peak_31891_lociStitched	chrX	40028156	40037143	2	6666	21711.6933	798.0456	1121	BCOR		BCOR	BCOR	0.3127	1121	1
1_MACS_peak_24220_lociStitched	chr5	90674543	90681132	1	6590	22940.2624	1601.127	1124	LOC100129716,ARRDC3		ARRDC3	ARRDC3	0.8409	1124	1
2_MACS_peak_12225_lociStitched	chr17	31154245	31164429	2	7265	17722.1968	1766.924	1125	MYO1D		MYO1D	MYO1D	0.0291	1125	1
3_MACS_peak_28532_lociStitched	chr7	128162554	128173857	3	7145	19008.2551	1989.328	1128		METTL2B	METTL2B	METTL2B	0.36289999999999994	1128	1
1_MACS_peak_28465_lociStitched	chr7	121944618	121951785	1	7168	18232.1313	1535.8881	1131	LOC154860	FEZF1	FEZF1	FEZF1	0.4396	1131	1
2_MACS_peak_13227_lociStitched	chr17	80405803	80417659	2	7005	20122.0032	2097.3264	1134	NARF,C17orf62	HEXDC,C17orf101	C17orf62	C17orf62	0.5982	1134	1
2_MACS_peak_25670_lociStitched	chr6	30683829	30690837	2	6827	20080.7232	1534.0512	1161	TUBB,MDC1	DHX16,KIAA1949,NRM,FLOT1,IER3	TUBB	TUBB	1.2412	1161	1
2_MACS_peak_12136_lociStitched	chr17	27046078	27056705	2	7128	17803.4131	2073.3277	1166	RPL23A,SNORD42B,SNORD4A,SNORD42A,SNORD4B,NEK8,TLCD1	TRAF4,PROCA1,RAB34	SNORD4B	SNORD4B	1.2466	1166	1
3_MACS_peak_2013_lociStitched	chr1	161122765	161137546	3	6934	20807.2137	3670.1223	1180	UFC1,USP21,PPOX	NIT1,NDUFS2,FCER1G,PFDN2,DEDD,B4GALT3,ADAMTS4	USP21	B4GALT3	1.6206	1180	1
3_MACS_peak_6352_lociStitched	chr12	6468227	6477537	3	6905	18883.473	1546.391	1183	SCNN1A	PLEKHG6,LTBR,TNFRSF1A	SCNN1A	TNFRSF1A	0.6263000000000001	1183	1
1_MACS_peak_5548_lociStitched	chr11	69060648	69067270	1	6623	20737.4552	1252.2202	1186	MYEOV		MYEOV	MYEOV	1.4828	1186	1
1_MACS_peak_24963_lociStitched	chr5	159892654	159899279	1	6626	20320.2	1297.8375	1195		PTTG1,MIR3142,MIR146A,SLU7	MIR3142	MIR3142	0.3657	1195	1
1_MACS_peak_8368_lociStitched	chr13	77898917	77905598	1	6682	19749.036	1437.7512	1204	MYCBP2		MYCBP2	MYCBP2	0.019599999999999992	1204	1
2_MACS_peak_11810_lociStitched	chr17	3813459	3821074	2	6966	17110.905	1368.4155	1207	P2RX1	CAMKK1,ATP2A3	P2RX1	P2RX1	0.5814	1207	1
1_MACS_peak_17962_lociStitched	chr20	17945499	17952330	1	6832	18318.0096	1426.9959	1209	C20orf72,SNX5	SNORD17	SNX5	SNX5	0.45790000000000003	1209	1
2_MACS_peak_32622_lociStitched	chrX	153189294	153200588	2	6580	19659.4658	974.6722	1218	ARHGAP4,NAA10	AVPR2,TMEM187,MIR3202-1,L1CAM,RENBP,HCFC1,MIR3202-2	ARHGAP4	TMEM187	1.0147	1218	1
2_MACS_peak_22930_lociStitched	chr4	121684085	121695822	2	6818	18322.6307	1590.3635	1222	PRDM5		PRDM5	PRDM5	0.2617	1222	1
3_MACS_peak_6507_lociStitched	chr12	12845282	12858525	3	6925	17809.1864	2125.5015	1225	GPR19	CDKN1B,APOLD1	GPR19	CDKN1B	6.4267	1225	1
2_MACS_peak_6775_lociStitched	chr12	40010909	40023690	2	6877	18090.2274	1996.3922	1226	C12orf40,ABCD2		C12orf40	C12orf40	0.009000000000000008	1226	1
1_MACS_peak_6283_lociStitched	chr12	1638522	1645102	1	6581	19518.254	982.394	1228		LOC100292680	LOC100292680	NONE	NONE	1228	1
2_MACS_peak_7417_lociStitched	chr12	92577778	92586254	2	6659	18796.3776	1424.8156	1243		BTG1	BTG1	BTG1	0.8174999999999999	1243	1
1_MACS_peak_1638_lociStitched	chr1	146513789	146520532	1	6744	18007.8558	1542.7984	1255	LOC728989		LOC728989	LOC728989	0.44430000000000003	1255	1
2_MACS_peak_29335_lociStitched	chr8	38792897	38802459	2	6636	18520.6378	1483.0662	1265	PLEKHA2	HTRA4	HTRA4	NONE	NONE	1265	1
2_MACS_peak_13179_lociStitched	chr17	79478332	79487630	2	6705	16807.9946	1221.7572	1290	ACTG1	FSCN2,C17orf70	ACTG1	ACTG1	1.0042	1290	1
1_MACS_peak_10230_lociStitched	chr15	75490895	75497557	1	6663	17255.9124	1315.745	1291	C15orf39		C15orf39	C15orf39	0.7951	1291	1
2_MACS_peak_25500_lociStitched	chr6	25136105	25148638	2	6674	17605.1051	1851.1241	1294	CMAH		CMAH	CMAH	0.18109999999999998	1294	1
1_MACS_peak_1844_lociStitched	chr1	154971045	154977709	1	6665	17045.8456	1523.3904	1305	ZBTB7B	CKS1B,MIR4258,FLAD1,LENEP,DCST1,ADAM15,PBXIP1,PYGO2,SHC1,DCST2	ZBTB7B	PBXIP1	2.206	1305	1
2_MACS_peak_21890_lociStitched	chr4	1712676	1724645	2	6566	17486.709	1694.8104	1332	TACC3,SLBP,TMEM129	FAM53A	TMEM129	TMEM129	1.0291	1332	1
2_MACS_peak_17345_lociStitched	chr2	204661902	204669573	2	6554	17189.1768	1312.5081	1333			CTLA4	CTLA4	NONE	1333	1
1_MACS_peak_18914_lociStitched	chr21	39638661	39645153	1	6493	17373.2412	1306.8396	1349	KCNJ15		KCNJ15	KCNJ15	0.2612	1349	1
