GENE_ID	locusLine	bin_1_39_0EXR_0229Kronos_MM1S-KB-3hr-1_Input_hs_i82.bam
1_MACS_peak_487_lociStitched	chr1(.):31886058-31887049	0.1075
1_MACS_peak_488_lociStitched	chr1(.):31914013-31915687	0.1886
1_MACS_peak_489_lociStitched	chr1(.):31933402-31934274	0.1215
2_MACS_peak_490_lociStitched	chr1(.):31943862-31951319	0.1442
1_MACS_peak_492_lociStitched	chr1(.):31959582-31960891	0.1112
1_MACS_peak_493_lociStitched	chr1(.):32070832-32072300	0.2272
1_MACS_peak_494_lociStitched	chr1(.):32109437-32111457	0.3119
1_MACS_peak_495_lociStitched	chr1(.):32209500-32211800	0.2195
1_MACS_peak_496_lociStitched	chr1(.):32228359-32229528	0.1147
1_MACS_peak_497_lociStitched	chr1(.):32253088-32255122	0.2456
1_MACS_peak_498_lociStitched	chr1(.):32401944-32404807	0.1696
1_MACS_peak_499_lociStitched	chr1(.):32421064-32422576	0.1747
2_MACS_peak_500_lociStitched	chr1(.):32446013-32451994	0.1578
2_MACS_peak_502_lociStitched	chr1(.):32471651-32481254	0.1532
2_MACS_peak_504_lociStitched	chr1(.):32531695-32539588	0.1308
1_MACS_peak_506_lociStitched	chr1(.):32572673-32575379	0.1621
1_MACS_peak_507_lociStitched	chr1(.):32644498-32646774	0.1432
1_MACS_peak_508_lociStitched	chr1(.):32670829-32672251	0.1994
1_MACS_peak_509_lociStitched	chr1(.):32686999-32689115	0.237
1_MACS_peak_510_lociStitched	chr1(.):32705799-32706710	0.1184
1_MACS_peak_511_lociStitched	chr1(.):32713392-32716798	0.218
1_MACS_peak_512_lociStitched	chr1(.):32756623-32758901	0.163
3_MACS_peak_513_lociStitched	chr1(.):32798535-32803999	0.1547
1_MACS_peak_516_lociStitched	chr1(.):32816514-32818241	0.0835
1_MACS_peak_517_lociStitched	chr1(.):32859021-32861281	0.2092
1_MACS_peak_518_lociStitched	chr1(.):32879143-32880080	0.1602
1_MACS_peak_519_lociStitched	chr1(.):32965588-32967003	0.1591
1_MACS_peak_520_lociStitched	chr1(.):32985986-32987040	0.1825
2_MACS_peak_521_lociStitched	chr1(.):33004608-33006150	0.0821
2_MACS_peak_523_lociStitched	chr1(.):33088130-33095363	0.1764
1_MACS_peak_525_lociStitched	chr1(.):33114702-33118358	0.1983
2_MACS_peak_526_lociStitched	chr1(.):33177535-33183238	0.1489
1_MACS_peak_528_lociStitched	chr1(.):33206752-33208662	0.0682
1_MACS_peak_529_lociStitched	chr1(.):33238720-33239597	0.1444
1_MACS_peak_530_lociStitched	chr1(.):33281649-33285705	0.1669
1_MACS_peak_531_lociStitched	chr1(.):33429077-33431215	0.2004
1_MACS_peak_532_lociStitched	chr1(.):33445724-33448620	0.2213
1_MACS_peak_533_lociStitched	chr1(.):33457042-33459326	0.2095
1_MACS_peak_534_lociStitched	chr1(.):33501534-33502937	0.2059
1_MACS_peak_535_lociStitched	chr1(.):33545966-33547522	0.1542
1_MACS_peak_536_lociStitched	chr1(.):33564114-33566283	0.2681
1_MACS_peak_537_lociStitched	chr1(.):33591930-33594482	0.2506
1_MACS_peak_538_lociStitched	chr1(.):33646600-33647785	0.1573
2_MACS_peak_539_lociStitched	chr1(.):33720645-33723480	0.1091
2_MACS_peak_541_lociStitched	chr1(.):33814162-33816442	0.1527
1_MACS_peak_543_lociStitched	chr1(.):33895708-33896761	0.1027
1_MACS_peak_544_lociStitched	chr1(.):33925280-33927657	0.1949
1_MACS_peak_545_lociStitched	chr1(.):33937321-33939023	0.2306
2_MACS_peak_546_lociStitched	chr1(.):34514452-34517116	0.1556
1_MACS_peak_548_lociStitched	chr1(.):34826437-34828285	0.1635
2_MACS_peak_549_lociStitched	chr1(.):35324146-35332900	0.1324
1_MACS_peak_551_lociStitched	chr1(.):35449749-35451602	0.1384
1_MACS_peak_552_lociStitched	chr1(.):35495911-35498016	0.2019
1_MACS_peak_553_lociStitched	chr1(.):35544200-35546302	0.2112
1_MACS_peak_554_lociStitched	chr1(.):35586100-35587035	0.1267
1_MACS_peak_555_lociStitched	chr1(.):35656833-35659746	0.1439
2_MACS_peak_556_lociStitched	chr1(.):35729134-35735468	0.1536
1_MACS_peak_558_lociStitched	chr1(.):35971453-35973561	0.1727
1_MACS_peak_559_lociStitched	chr1(.):36003747-36006138	0.1718
1_MACS_peak_560_lociStitched	chr1(.):36022061-36024385	0.212
1_MACS_peak_561_lociStitched	chr1(.):36042756-36043919	0.1563
1_MACS_peak_562_lociStitched	chr1(.):36088327-36090080	0.1411
2_MACS_peak_563_lociStitched	chr1(.):36102732-36108604	0.1743
1_MACS_peak_565_lociStitched	chr1(.):36183477-36185266	0.1739
1_MACS_peak_566_lociStitched	chr1(.):36200884-36202145	0.1864
1_MACS_peak_567_lociStitched	chr1(.):36233760-36236328	0.1636
1_MACS_peak_568_lociStitched	chr1(.):36244778-36246030	0.1637
1_MACS_peak_569_lociStitched	chr1(.):36272993-36274976	0.1276
1_MACS_peak_570_lociStitched	chr1(.):36348380-36349738	0.1425
1_MACS_peak_571_lociStitched	chr1(.):36395328-36397932	0.1851
1_MACS_peak_572_lociStitched	chr1(.):36488533-36490043	0.2241
1_MACS_peak_573_lociStitched	chr1(.):36553687-36556022	0.1837
3_MACS_peak_574_lociStitched	chr1(.):36614104-36627436	0.1551
1_MACS_peak_577_lociStitched	chr1(.):36640024-36641891	0.1708
1_MACS_peak_578_lociStitched	chr1(.):36653173-36654150	0.1805
1_MACS_peak_579_lociStitched	chr1(.):36688143-36691427	0.1716
1_MACS_peak_580_lociStitched	chr1(.):36771657-36773299	0.2291
2_MACS_peak_581_lociStitched	chr1(.):36788688-36790157	0.1062
1_MACS_peak_583_lociStitched	chr1(.):36838527-36841219	0.1853
1_MACS_peak_584_lociStitched	chr1(.):36849903-36854092	0.2471
2_MACS_peak_585_lociStitched	chr1(.):36862431-36867621	0.1817
1_MACS_peak_587_lociStitched	chr1(.):36902062-36902929	0.2169
1_MACS_peak_588_lociStitched	chr1(.):36915341-36916987	0.1441
1_MACS_peak_589_lociStitched	chr1(.):36928693-36930888	0.2278
1_MACS_peak_590_lociStitched	chr1(.):36939333-36940927	0.1656
1_MACS_peak_591_lociStitched	chr1(.):37108564-37110333	0.1716
1_MACS_peak_592_lociStitched	chr1(.):37129193-37131264	0.1437
1_MACS_peak_593_lociStitched	chr1(.):37349541-37350717	0.1291
1_MACS_peak_594_lociStitched	chr1(.):37753972-37755677	0.2544
1_MACS_peak_595_lociStitched	chr1(.):37888873-37890480	0.1903
3_MACS_peak_596_lociStitched	chr1(.):37930704-37946345	0.1635
1_MACS_peak_599_lociStitched	chr1(.):37979167-37981263	0.2301
1_MACS_peak_600_lociStitched	chr1(.):38018964-38020438	0.1829
1_MACS_peak_601_lociStitched	chr1(.):38035859-38037649	0.1714
1_MACS_peak_602_lociStitched	chr1(.):38060508-38062046	0.18
4_MACS_peak_603_lociStitched	chr1(.):38140852-38159085	0.1657
1_MACS_peak_607_lociStitched	chr1(.):38204209-38205806	0.186
1_MACS_peak_608_lociStitched	chr1(.):38218453-38219105	0.0291
2_MACS_peak_609_lociStitched	chr1(.):38258826-38263214	0.1389
1_MACS_peak_611_lociStitched	chr1(.):38272460-38275266	0.1726
1_MACS_peak_612_lociStitched	chr1(.):38304801-38306338	0.2121
1_MACS_peak_613_lociStitched	chr1(.):38324247-38326489	0.219
1_MACS_peak_614_lociStitched	chr1(.):38396626-38398181	0.1807
1_MACS_peak_615_lociStitched	chr1(.):38411728-38413904	0.2539
2_MACS_peak_616_lociStitched	chr1(.):38454420-38462000	0.1144
1_MACS_peak_618_lociStitched	chr1(.):38477612-38479435	0.2426
1_MACS_peak_619_lociStitched	chr1(.):38492835-38497020	0.1584
1_MACS_peak_620_lociStitched	chr1(.):38939479-38942403	0.1648
1_MACS_peak_621_lociStitched	chr1(.):38992511-38993845	0.2869
1_MACS_peak_622_lociStitched	chr1(.):39323975-39326409	0.1609
1_MACS_peak_623_lociStitched	chr1(.):39337914-39340100	0.1711
1_MACS_peak_624_lociStitched	chr1(.):39456014-39458471	0.1483
1_MACS_peak_625_lociStitched	chr1(.):39491110-39493247	0.2361
1_MACS_peak_626_lociStitched	chr1(.):39570538-39572697	0.1355
1_MACS_peak_627_lociStitched	chr1(.):39648981-39650450	0.2857
1_MACS_peak_628_lociStitched	chr1(.):39661922-39663858	0.1329
1_MACS_peak_629_lociStitched	chr1(.):39669554-39672318	0.2324
1_MACS_peak_630_lociStitched	chr1(.):39680015-39682964	0.2249
2_MACS_peak_631_lociStitched	chr1(.):39733119-39738988	0.2481
2_MACS_peak_633_lociStitched	chr1(.):39859438-39865180	0.1474
1_MACS_peak_635_lociStitched	chr1(.):39872397-39875650	0.1851
1_MACS_peak_636_lociStitched	chr1(.):39955889-39958438	0.1286
1_MACS_peak_637_lociStitched	chr1(.):39972924-39977050	0.2044
1_MACS_peak_638_lociStitched	chr1(.):39990191-39993453	0.1578
1_MACS_peak_639_lociStitched	chr1(.):40029971-40042891	0.1938
1_MACS_peak_640_lociStitched	chr1(.):40054984-40055819	0.1278
1_MACS_peak_641_lociStitched	chr1(.):40062596-40065570	0.1966
1_MACS_peak_642_lociStitched	chr1(.):40071248-40072541	0.1268
1_MACS_peak_643_lociStitched	chr1(.):40104779-40106076	0.1147
1_MACS_peak_644_lociStitched	chr1(.):40146291-40147646	0.2087
1_MACS_peak_645_lociStitched	chr1(.):40192740-40193668	0.1194
1_MACS_peak_646_lociStitched	chr1(.):40203839-40205467	0.1532
1_MACS_peak_647_lociStitched	chr1(.):40240838-40243559	0.1821
1_MACS_peak_648_lociStitched	chr1(.):40253980-40255911	0.1808
1_MACS_peak_649_lociStitched	chr1(.):40264182-40265934	0.2745
1_MACS_peak_650_lociStitched	chr1(.):40282235-40284008	0.2773
1_MACS_peak_651_lociStitched	chr1(.):40290295-40292197	0.2018
1_MACS_peak_652_lociStitched	chr1(.):40310002-40313730	0.216
1_MACS_peak_653_lociStitched	chr1(.):40348294-40349741	0.1396
1_MACS_peak_654_lociStitched	chr1(.):40366433-40368694	0.1173
2_MACS_peak_655_lociStitched	chr1(.):40420139-40426960	0.1427
1_MACS_peak_657_lociStitched	chr1(.):40468681-40470388	0.2256
1_MACS_peak_658_lociStitched	chr1(.):40504080-40507493	0.2337
2_MACS_peak_659_lociStitched	chr1(.):40523205-40531605	0.1673
1_MACS_peak_661_lociStitched	chr1(.):40562177-40563325	0.1769
1_MACS_peak_662_lociStitched	chr1(.):40626264-40628667	0.1972
1_MACS_peak_663_lociStitched	chr1(.):40697618-40699094	0.1505
1_MACS_peak_664_lociStitched	chr1(.):40722236-40724769	0.196
1_MACS_peak_665_lociStitched	chr1(.):40777684-40778663	0.1871
4_MACS_peak_666_lociStitched	chr1(.):40838968-40858305	0.1751
1_MACS_peak_670_lociStitched	chr1(.):40915245-40916440	0.1329
1_MACS_peak_671_lociStitched	chr1(.):40942339-40943761	0.1575
1_MACS_peak_672_lociStitched	chr1(.):40973816-40974762	0.129
1_MACS_peak_673_lociStitched	chr1(.):40996565-40998130	0.2564
2_MACS_peak_674_lociStitched	chr1(.):41130767-41134870	0.1379
1_MACS_peak_676_lociStitched	chr1(.):41156692-41158997	0.1727
2_MACS_peak_677_lociStitched	chr1(.):41173998-41178002	0.1892
1_MACS_peak_679_lociStitched	chr1(.):41444544-41447095	0.1789
1_MACS_peak_680_lociStitched	chr1(.):41706374-41708993	0.1446
1_MACS_peak_681_lociStitched	chr1(.):41961385-41962677	0.1829
1_MACS_peak_682_lociStitched	chr1(.):41969077-41970616	0.1669
1_MACS_peak_683_lociStitched	chr1(.):41981546-41983283	0.1535
2_MACS_peak_684_lociStitched	chr1(.):42085245-42089904	0.1939
3_MACS_peak_686_lociStitched	chr1(.):42127018-42140111	0.145
2_MACS_peak_689_lociStitched	chr1(.):42163757-42167305	0.1972
2_MACS_peak_691_lociStitched	chr1(.):42186120-42195253	0.182
1_MACS_peak_693_lociStitched	chr1(.):42216281-42218263	0.2122
2_MACS_peak_694_lociStitched	chr1(.):42265423-42270352	0.183
4_MACS_peak_696_lociStitched	chr1(.):42333744-42348667	0.1442
2_MACS_peak_700_lociStitched	chr1(.):42356058-42364558	0.1517
1_MACS_peak_702_lociStitched	chr1(.):42383240-42386571	0.1432
1_MACS_peak_703_lociStitched	chr1(.):42415996-42417475	0.1465
1_MACS_peak_704_lociStitched	chr1(.):42500427-42502349	0.1238
1_MACS_peak_705_lociStitched	chr1(.):42799438-42802116	0.1627
2_MACS_peak_706_lociStitched	chr1(.):42920979-42929583	0.1683
2_MACS_peak_708_lociStitched	chr1(.):43123174-43127809	0.154
1_MACS_peak_710_lociStitched	chr1(.):43146495-43149686	0.1487
1_MACS_peak_711_lociStitched	chr1(.):43231508-43234028	0.2194
1_MACS_peak_712_lociStitched	chr1(.):43281773-43283455	0.1549
1_MACS_peak_713_lociStitched	chr1(.):43311807-43313054	0.2839
3_MACS_peak_714_lociStitched	chr1(.):43389287-43402760	0.1453
1_MACS_peak_717_lociStitched	chr1(.):43422419-43425431	0.1852
1_MACS_peak_718_lociStitched	chr1(.):43432271-43433707	0.2005
1_MACS_peak_719_lociStitched	chr1(.):43637225-43638303	0.228
1_MACS_peak_720_lociStitched	chr1(.):43686474-43688083	0.1862
1_MACS_peak_721_lociStitched	chr1(.):43704819-43705915	0.2653
1_MACS_peak_722_lociStitched	chr1(.):43813974-43816072	0.2339
1_MACS_peak_723_lociStitched	chr1(.):43823345-43826119	0.2035
1_MACS_peak_724_lociStitched	chr1(.):43832204-43834894	0.2007
1_MACS_peak_725_lociStitched	chr1(.):43854418-43856670	0.26
1_MACS_peak_726_lociStitched	chr1(.):43918336-43921270	0.2222
1_MACS_peak_727_lociStitched	chr1(.):43974830-43976362	0.153
1_MACS_peak_728_lociStitched	chr1(.):44114641-44117705	0.2039
1_MACS_peak_729_lociStitched	chr1(.):44153683-44155012	0.1726
2_MACS_peak_730_lociStitched	chr1(.):44171909-44178400	0.1789
1_MACS_peak_732_lociStitched	chr1(.):44248781-44249977	0.273
4_MACS_peak_733_lociStitched	chr1(.):44289750-44305762	0.1509
1_MACS_peak_737_lociStitched	chr1(.):44330548-44332525	0.2091
1_MACS_peak_738_lociStitched	chr1(.):44411236-44413840	0.1922
4_MACS_peak_739_lociStitched	chr1(.):44435289-44446204	0.1521
1_MACS_peak_743_lociStitched	chr1(.):44456471-44458812	0.1912
1_MACS_peak_744_lociStitched	chr1(.):44494938-44497492	0.1585
1_MACS_peak_745_lociStitched	chr1(.):44678403-44680138	0.2289
1_MACS_peak_746_lociStitched	chr1(.):44770980-44772786	0.2003
1_MACS_peak_747_lociStitched	chr1(.):44820087-44821639	0.1884
1_MACS_peak_748_lociStitched	chr1(.):45096600-45098975	0.158
3_MACS_peak_749_lociStitched	chr1(.):45137351-45143298	0.2315
1_MACS_peak_752_lociStitched	chr1(.):45178209-45179805	0.2375
1_MACS_peak_753_lociStitched	chr1(.):45186414-45188401	0.1977
1_MACS_peak_754_lociStitched	chr1(.):45195292-45197971	0.164
1_MACS_peak_755_lociStitched	chr1(.):45204688-45206750	0.2089
1_MACS_peak_756_lociStitched	chr1(.):45240224-45242708	0.1965
1_MACS_peak_757_lociStitched	chr1(.):45264913-45266922	0.1754
2_MACS_peak_758_lociStitched	chr1(.):45279076-45286418	0.1304
1_MACS_peak_760_lociStitched	chr1(.):45451183-45452712	0.2701
1_MACS_peak_761_lociStitched	chr1(.):45475887-45479235	0.2026
1_MACS_peak_762_lociStitched	chr1(.):45518263-45519459	0.101
1_MACS_peak_763_lociStitched	chr1(.):45544173-45545295	0.0962
1_MACS_peak_764_lociStitched	chr1(.):45671420-45673067	0.0918
1_MACS_peak_765_lociStitched	chr1(.):45768625-45770720	0.2135
2_MACS_peak_766_lociStitched	chr1(.):45786478-45793318	0.1095
1_MACS_peak_768_lociStitched	chr1(.):45804478-45807415	0.1867
1_MACS_peak_769_lociStitched	chr1(.):45813677-45815909	0.2359
1_MACS_peak_770_lociStitched	chr1(.):45826373-45827255	0.1969
1_MACS_peak_771_lociStitched	chr1(.):45836013-45837037	0.1344
1_MACS_peak_772_lociStitched	chr1(.):45955046-45957806	0.1778
1_MACS_peak_773_lociStitched	chr1(.):45964658-45966873	0.2585
1_MACS_peak_774_lociStitched	chr1(.):45983942-45988443	0.1692
3_MACS_peak_775_lociStitched	chr1(.):46008778-46018376	0.1769
2_MACS_peak_778_lociStitched	chr1(.):46048793-46053012	0.2386
1_MACS_peak_780_lociStitched	chr1(.):46122195-46123143	0.1695
1_MACS_peak_781_lociStitched	chr1(.):46150779-46154983	0.2606
1_MACS_peak_782_lociStitched	chr1(.):46215146-46217354	0.1995
1_MACS_peak_783_lociStitched	chr1(.):46251086-46252304	0.1241
1_MACS_peak_784_lociStitched	chr1(.):46268034-46270422	0.1607
1_MACS_peak_785_lociStitched	chr1(.):46336531-46338099	0.146
1_MACS_peak_786_lociStitched	chr1(.):46391003-46392591	0.2146
1_MACS_peak_787_lociStitched	chr1(.):46455843-46456939	0.1809
1_MACS_peak_788_lociStitched	chr1(.):46506121-46510494	0.1986
2_MACS_peak_789_lociStitched	chr1(.):46527591-46531841	0.1905
1_MACS_peak_791_lociStitched	chr1(.):46580409-46581407	0.1847
2_MACS_peak_792_lociStitched	chr1(.):46596038-46601325	0.1927
1_MACS_peak_794_lociStitched	chr1(.):46624538-46626823	0.1802
1_MACS_peak_795_lociStitched	chr1(.):46663162-46665035	0.2111
1_MACS_peak_796_lociStitched	chr1(.):46712260-46714943	0.2286
1_MACS_peak_797_lociStitched	chr1(.):46766915-46771392	0.1628
2_MACS_peak_798_lociStitched	chr1(.):46790194-46799429	0.1649
1_MACS_peak_800_lociStitched	chr1(.):46805171-46807245	0.1866
2_MACS_peak_801_lociStitched	chr1(.):46859489-46866489	0.143
1_MACS_peak_803_lociStitched	chr1(.):46907931-46908898	0.2261
1_MACS_peak_804_lociStitched	chr1(.):47069036-47070710	0.1786
1_MACS_peak_805_lociStitched	chr1(.):47081240-47083240	0.1736
1_MACS_peak_806_lociStitched	chr1(.):47125396-47126320	0.183
1_MACS_peak_807_lociStitched	chr1(.):47132927-47134558	0.1465
1_MACS_peak_808_lociStitched	chr1(.):47140871-47142092	0.1984
1_MACS_peak_809_lociStitched	chr1(.):47154602-47156310	0.1729
1_MACS_peak_810_lociStitched	chr1(.):47183743-47185749	0.1616
1_MACS_peak_811_lociStitched	chr1(.):47644673-47645628	0.1812
1_MACS_peak_812_lociStitched	chr1(.):47778401-47780883	0.168
1_MACS_peak_813_lociStitched	chr1(.):47798274-47801166	0.1871
1_MACS_peak_814_lociStitched	chr1(.):47901971-47904373	0.1269
1_MACS_peak_815_lociStitched	chr1(.):48449710-48450785	0.1379
1_MACS_peak_816_lociStitched	chr1(.):48491515-48493106	0.1247
1_MACS_peak_817_lociStitched	chr1(.):48559526-48560224	0.1753
1_MACS_peak_818_lociStitched	chr1(.):48937083-48938633	0.1788
1_MACS_peak_819_lociStitched	chr1(.):49255284-49256511	0.1408
1_MACS_peak_820_lociStitched	chr1(.):49412973-49414882	0.1941
2_MACS_peak_821_lociStitched	chr1(.):49442446-49446542	0.1448
1_MACS_peak_823_lociStitched	chr1(.):49862340-49863280	0.1276
1_MACS_peak_824_lociStitched	chr1(.):50465713-50466390	0.0949
1_MACS_peak_825_lociStitched	chr1(.):50798495-50799798	0.1485
1_MACS_peak_826_lociStitched	chr1(.):51338886-51339795	0.0517
1_MACS_peak_827_lociStitched	chr1(.):51442319-51445092	0.0723
1_MACS_peak_828_lociStitched	chr1(.):51565619-51566927	0.1472
1_MACS_peak_829_lociStitched	chr1(.):51668713-51670266	0.1489
1_MACS_peak_830_lociStitched	chr1(.):51680090-51681335	0.1609
1_MACS_peak_831_lociStitched	chr1(.):51699175-51703165	0.1999
1_MACS_peak_832_lociStitched	chr1(.):51762215-51763303	0.2305
1_MACS_peak_833_lociStitched	chr1(.):51966385-51968031	0.1575
2_MACS_peak_834_lociStitched	chr1(.):51980001-51985258	0.1449
1_MACS_peak_836_lociStitched	chr1(.):52014425-52015203	0.125
1_MACS_peak_837_lociStitched	chr1(.):52033994-52037003	0.2588
1_MACS_peak_838_lociStitched	chr1(.):52043912-52045136	0.1414
1_MACS_peak_839_lociStitched	chr1(.):52082448-52083625	0.2459
2_MACS_peak_840_lociStitched	chr1(.):52191515-52197846	0.1326
1_MACS_peak_842_lociStitched	chr1(.):52241473-52243345	0.1911
1_MACS_peak_843_lociStitched	chr1(.):52257763-52259707	0.1724
1_MACS_peak_844_lociStitched	chr1(.):52328506-52330139	0.2117
2_MACS_peak_845_lociStitched	chr1(.):52336357-52345829	0.154
1_MACS_peak_847_lociStitched	chr1(.):52372484-52373467	0.1622
3_MACS_peak_848_lociStitched	chr1(.):52418185-52430480	0.1832
1_MACS_peak_851_lociStitched	chr1(.):52455609-52456827	0.1303
1_MACS_peak_852_lociStitched	chr1(.):52497369-52500071	0.2418
1_MACS_peak_853_lociStitched	chr1(.):52519804-52523060	0.1975
1_MACS_peak_854_lociStitched	chr1(.):52607151-52609070	0.1418
2_MACS_peak_855_lociStitched	chr1(.):52830379-52835186	0.1909
1_MACS_peak_857_lociStitched	chr1(.):52868298-52871360	0.2396
1_MACS_peak_858_lociStitched	chr1(.):53016828-53019984	0.1623
1_MACS_peak_859_lociStitched	chr1(.):53100996-53104576	0.2293
1_MACS_peak_860_lociStitched	chr1(.):53124549-53125703	0.1436
2_MACS_peak_861_lociStitched	chr1(.):53163100-53169884	0.1668
1_MACS_peak_863_lociStitched	chr1(.):53191282-53193295	0.1458
1_MACS_peak_864_lociStitched	chr1(.):53307813-53309816	0.1529
2_MACS_peak_865_lociStitched	chr1(.):53386832-53393900	0.1113
1_MACS_peak_867_lociStitched	chr1(.):53479874-53481438	0.2211
1_MACS_peak_868_lociStitched	chr1(.):53661741-53663665	0.202
1_MACS_peak_869_lociStitched	chr1(.):53685139-53687292	0.1555
1_MACS_peak_870_lociStitched	chr1(.):53703363-53705008	0.1609
1_MACS_peak_871_lociStitched	chr1(.):53725030-53727143	0.1926
1_MACS_peak_872_lociStitched	chr1(.):53790535-53794608	0.1482
1_MACS_peak_873_lociStitched	chr1(.):53833114-53834201	0.2223
1_MACS_peak_874_lociStitched	chr1(.):54065703-54067128	0.2978
1_MACS_peak_875_lociStitched	chr1(.):54144668-54145740	0.1227
2_MACS_peak_876_lociStitched	chr1(.):54199720-54205608	0.1551
1_MACS_peak_878_lociStitched	chr1(.):54231618-54233351	0.1761
1_MACS_peak_879_lociStitched	chr1(.):54302681-54304741	0.1743
1_MACS_peak_880_lociStitched	chr1(.):54353742-54356585	0.2263
1_MACS_peak_881_lociStitched	chr1(.):54410463-54412976	0.1586
2_MACS_peak_882_lociStitched	chr1(.):54512412-54520141	0.189
1_MACS_peak_884_lociStitched	chr1(.):54664695-54667221	0.1405
1_MACS_peak_885_lociStitched	chr1(.):54742967-54743881	0.0837
1_MACS_peak_886_lociStitched	chr1(.):54841438-54844225	0.2335
1_MACS_peak_887_lociStitched	chr1(.):54871262-54875982	0.1394
1_MACS_peak_888_lociStitched	chr1(.):54953465-54955558	0.155
1_MACS_peak_889_lociStitched	chr1(.):55007593-55008486	0.1352
1_MACS_peak_890_lociStitched	chr1(.):55180952-55182375	0.2256
1_MACS_peak_891_lociStitched	chr1(.):55229233-55230939	0.1642
1_MACS_peak_892_lociStitched	chr1(.):55266132-55268082	0.1796
1_MACS_peak_893_lociStitched	chr1(.):55352072-55353860	0.1794
1_MACS_peak_894_lociStitched	chr1(.):55415895-55416744	0.1712
1_MACS_peak_895_lociStitched	chr1(.):55621336-55623188	0.1634
1_MACS_peak_896_lociStitched	chr1(.):55680209-55682076	0.1752
1_MACS_peak_897_lociStitched	chr1(.):55828158-55829647	0.2022
1_MACS_peak_898_lociStitched	chr1(.):56001635-56002994	0.157
1_MACS_peak_899_lociStitched	chr1(.):56106143-56107648	0.1688
1_MACS_peak_900_lociStitched	chr1(.):57043838-57045666	0.1514
1_MACS_peak_901_lociStitched	chr1(.):57699010-57700022	0.1207
1_MACS_peak_902_lociStitched	chr1(.):58420517-58421498	0.1293
1_MACS_peak_903_lociStitched	chr1(.):58451991-58453315	0.1374
1_MACS_peak_904_lociStitched	chr1(.):58983821-58984315	0.0125
1_MACS_peak_905_lociStitched	chr1(.):59011062-59012979	0.2086
1_MACS_peak_906_lociStitched	chr1(.):59164785-59166213	0.1611
1_MACS_peak_907_lociStitched	chr1(.):59197149-59197952	0.1901
1_MACS_peak_908_lociStitched	chr1(.):59238607-59240154	0.245
