REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X28_0F2E_0229Kronos_MM1S.KB.6hr.2_H3K27me3_hs.dm_i16.bam	X42_0EXU_0229Kronos_MM1S.KB.6hr.2_Input_hs_i86.bam	enhancerRank	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	enhancerRank	isSuperStretch
3_MACS_peak_28231_lociStitched	chr6	34105895	34114342	3	7972	9096.5743	646.1955	743		GRM4	GRM4	743	1
6_MACS_peak_10350_lociStitched	chr16	1533023	1541677	6	7824	9316.031	551.2598	744	PTX4	TELO2,TMEM204,CCDC154,CLCN7	PTX4	744	1
6_MACS_peak_10340_lociStitched	chr16	1382909	1391643	6	7822	9422.2392	665.5308	745	BAIAP3	UBE2I,GNPTG,C16orf42,UNKL	BAIAP3	745	1
1_MACS_peak_6576_lociStitched	chr11	2441316	2449222	1	7907	9301.409	740.0016	746	TRPM5	CD81,TSSC4,KCNQ1	TRPM5	746	1
6_MACS_peak_22204_lociStitched	chr20	62712651	62721860	6	7708	9579.2018	815.9174	752	OPRL1,C20orf201	NCRNA00176,TCEA2,SOX18,RGS19,NPBWR2	C20orf201	752	1
4_MACS_peak_26155_lociStitched	chr4	3445275	3453581	4	7828	9165.671	719.2996	755	HGFAC	DOK7	HGFAC	755	1
4_MACS_peak_12210_lociStitched	chr17	7960677	7969058	4	7884	9535.0637	1237.8737	757		ALOX15B,MIR4314,ALOX12B	ALOX15B	757	1
2_MACS_peak_22680_lociStitched	chr21	45761934	45769899	2	7758	9735.6195	1193.157	759		PFKL,TRPM2,C21orf2	C21orf2	759	1
5_MACS_peak_23036_lociStitched	chr21	47545284	47553635	5	7798	9383.1836	941.9928	760	COL6A2	FTCD	FTCD	760	1
4_MACS_peak_22015_lociStitched	chr20	61922644	61930980	4	7878	8897.8464	666.0464	762	COL20A1	FLJ16779,ARFGAP1,MIR4326,NKAIN4	COL20A1	762	1
4_MACS_peak_34033_lociStitched	chr9	140208311	140217030	4	7683	9319.7391	656.5407	763	EXD3	C9orf167,NRARP	NRARP	763	1
3_MACS_peak_856_lociStitched	chr1	3410439	3418604	3	7538	9254.211	460.506	768	MEGF6	ARHGEF16	ARHGEF16	768	1
3_MACS_peak_28849_lociStitched	chr7	5629377	5636969	3	7449	9600.084	643.0424	770	FSCN1		FSCN1	770	1
1_MACS_peak_5512_lociStitched	chr10	102889874	102897061	1	7188	9754.9151	544.0559	779	TLX1,TLX1NB		TLX1	779	1
3_MACS_peak_21881_lociStitched	chr20	61445956	61453258	3	7161	9598.479	406.7214	784	COL9A3	C20orf20,OGFR,DPH3P1,TCFL5	COL9A3	784	1
3_MACS_peak_20382_lociStitched	chr2	220425666	220433772	3	7673	8799.063	723.8658	786	OBSL1	ACCN4,TMEM198,INHA,STK11IP,CHPF,MIR3132	OBSL1	786	1
1_MACS_peak_10944_lociStitched	chr16	56665858	56673282	1	7425	9211.6992	743.8848	796	MT1M,MT1JP,MT1A	MT3,MT2A,MT1L,MT1E,MT1DP,MT1B,MT1F,MT1H,MT1IP,MT1X,MT1G	MT1JP	796	1
3_MACS_peak_13111_lociStitched	chr17	46800182	46807981	3	7198	9601.3489	973.3152	813	NCRNA00253,MIR3185,HOXB13	PRAC	HOXB13	813	1
5_MACS_peak_4386_lociStitched	chr1	46952697	46960517	5	7310	8912.454	581.808	815		DMBX1	DMBX1	815	1
4_MACS_peak_107_lociStitched	chr1	1172333	1179928	4	7217	8989.442	512.6625	817	FAM132A	B3GALT6,SCNN1D,TNFRSF18,TNFRSF4,SDF4,UBE2J2	FAM132A	817	1
4_MACS_peak_6723_lociStitched	chr11	46406076	46413681	4	7248	9059.076	770.3865	824	CHRM4	DGKZ,MDK	CHRM4	824	1
2_MACS_peak_27954_lociStitched	chr6	30410693	30418343	2	7199	9411.795	1027.395	825		HLA-E	HLA-E	825	1
2_MACS_peak_31754_lociStitched	chr9	34624003	34631298	2	7273	8883.1215	740.4425	828	ARID3C	GALT,IL11RA,CNTFR,C9orf23,DCTN3,SIGMAR1,CCL27	ARID3C	828	1
4_MACS_peak_17487_lociStitched	chr19	18108078	18115645	4	6989	8784.5303	600.8198	857	KCNN1,ARRDC2	ARRDC2	ARRDC2	857	1
