REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X28_0F2E_0229Kronos_MM1S.KB.6hr.2_H3K27me3_hs.dm_i16.bam	X42_0EXU_0229Kronos_MM1S.KB.6hr.2_Input_hs_i86.bam	enhancerRank	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	TOP_GENE	TSS_SIGNAL	enhancerRank	isStretch
5_MACS_peak_2292_lociStitched	chr1	17440066	17449823	5	9120	10315.1004	969.8458	604	PADI2		PADI2	PADI2	0.6946000000000001	604	1
8_MACS_peak_33030_lociStitched	chr9	136597596	136608273	8	9108	9277.2453	860.5662	605	SARDH		SARDH	SARDH	0.7885	605	1
3_MACS_peak_32363_lociStitched	chr9	133535389	133544522	3	9096	13333.2667	581.7721	606	PRDM12	EXOSC2,ABL1	PRDM12	PRDM12	0.7094	606	1
3_MACS_peak_8801_lociStitched	chr12	54420685	54429983	3	9090	11166.898	989.3072	607	HOXC6,HOXC5,HOXC4,MIR615	HOXC10,MIR196A2,HOXC9,HOXC8,HOXC4,FLJ12825,LOC100240735	HOXC5	HOXC9	1.1452	607	1
3_MACS_peak_14700_lociStitched	chr17	77958759	77968168	3	9090	10277.4507	880.6824	608	TBC1D16	CCDC40	TBC1D16	TBC1D16	0.7856000000000001	608	1
6_MACS_peak_10370_lociStitched	chr16	1961568	1972169	6	9085	11975.9497	778.1134	609	HS3ST6	NDUFB10,SNHG9,SNORA78,RNF151,TBL3,C16orf73,NCRNA00254,SEPX1,RPL3L,SNORA10,SNORA64,RPS2	HS3ST6	HS3ST6	0.8270000000000001	609	1
9_MACS_peak_13005_lociStitched	chr17	43874959	43885586	9	9082	8963.8745	867.1632	610	CRHR1	IMP5	CRHR1	CRHR1	0.6471	610	1
7_MACS_peak_15938_lociStitched	chr19	5259559	5269938	7	9073	10610.4517	1053.4685	611	PTPRS		PTPRS	PTPRS	0.7119000000000001	611	1
6_MACS_peak_29290_lociStitched	chr7	100762819	100772961	6	9072	10431.047	1249.4944	612	SERPINE1	TRIM56,AP1S1,VGF	SERPINE1	SERPINE1	0.7104	612	1
4_MACS_peak_15312_lociStitched	chr19	761310	770707	4	9068	11080.0027	1344.7107	613	C19orf21	PTBP1,MIR3187	C19orf21	C19orf21	1.1411	613	1
3_MACS_peak_30682_lociStitched	chr8	21982558	21992243	3	9048	11591.008	689.572	614	HR	FAM160B2,SFTPC,BMP1,NUDT18,REEP4,LGI3	HR	LGI3	0.7485999999999999	614	1
8_MACS_peak_19695_lociStitched	chr19	55708254	55718454	8	9042	8828.1	1218.9	615	PTPRH	TNNT1,TNNI3,C19orf51,SYT5,TMEM86B	PTPRH	SYT5	0.772	615	1
11_MACS_peak_33118_lociStitched	chr9	137165906	137176963	11	9041	9667.1351	779.5185	616		RXRA	RXRA	RXRA	0.05270000000000001	616	1
3_MACS_peak_23801_lociStitched	chr22	37458531	37468130	3	9012	11057.0881	1003.0955	617	KCTD17,TMPRSS6	MPST,TST	KCTD17	KCTD17	0.4479	617	1
4_MACS_peak_8443_lociStitched	chr12	3399847	3409224	4	9007	9776.4602	802.6712	618			PRMT8	PRMT8	NONE	618	1
6_MACS_peak_16819_lociStitched	chr19	12943798	12953887	6	9005	12308.58	920.1168	619	MAST1,RTBDN	JUNB,RNASEH2A,GCDH,PRDX2,RTBDN,DNASE2,KLF1	MAST1	RTBDN	0.7484000000000001	619	1
6_MACS_peak_13966_lociStitched	chr17	74883719	74893313	6	8991	8683.5294	1086.0408	620	MGAT5B		MGAT5B	MGAT5B	0.7074	620	1
11_MACS_peak_33696_lociStitched	chr9	138607321	138618522	11	8971	9342.7541	749.3469	621	KCNT1	SOHLH1	KCNT1	SOHLH1	0.8618	621	1
7_MACS_peak_32974_lociStitched	chr9	136500987	136510891	7	8969	9129.5072	691.2992	622	DBH		DBH	DBH	0.8094	622	1
4_MACS_peak_551_lociStitched	chr1	2842593	2851802	4	8968	8648.1719	596.7432	623			ACTRT2	ACTRT2	0.548	623	1
3_MACS_peak_15225_lociStitched	chr19	367171	376536	3	8964	10306.1825	1094.7685	624	THEG	MIER2,C2CD4C	THEG	C2CD4C	0.7156	624	1
6_MACS_peak_6352_lociStitched	chr11	1828035	1837667	6	8962	8780.5312	959.3472	625		SYT8,TNNI2,LSP1,CTSD,MOB2,MIR4298	SYT8	SYT8	0.8837	625	1
8_MACS_peak_14214_lociStitched	chr17	76524589	76534829	8	8959	9287.68	865.28	626	DNAH17		DNAH17	DNAH17	0.5669	626	1
5_MACS_peak_22176_lociStitched	chr20	62451800	62461758	5	8950	9651.2936	956.9638	627		C20orf135,TPD52L2,ZBTB46	ZBTB46	ZBTB46	0.5245000000000001	627	1
5_MACS_peak_18443_lociStitched	chr19	42498855	42508455	5	8945	10823.04	950.4	628	GRIK5	RABAC1,ATP1A3	ATP1A3	ATP1A3	0.8217000000000001	628	1
7_MACS_peak_24200_lociStitched	chr22	42821447	42831049	7	8932	9259.2086	933.3144	629	NFAM1		NFAM1	NFAM1	0.6577000000000001	629	1
6_MACS_peak_18562_lociStitched	chr19	45349581	45359734	6	8925	11037.3263	937.1219	630	PVRL2	BCAM,TOMM40,APOE	PVRL2	BCAM	0.6686	630	1
3_MACS_peak_22682_lociStitched	chr21	45770700	45780358	3	8922	11064.2048	1383.9914	631	TRPM2	C21orf2	TRPM2	TRPM2	0.7134	631	1
5_MACS_peak_13408_lociStitched	chr17	58086881	58096197	5	8920	8608.9156	1366.6572	632	DHX40P1	RNFT1	DHX40P1	DHX40P1	0.17519999999999997	632	1
4_MACS_peak_33957_lociStitched	chr9	139862778	139872311	4	8915	10768.4768	649.1973	633	PTGDS	C8G,LCN12,LCNL1,C9orf142,C9orf139,FBXW5,CLIC3	PTGDS	PTGDS	0.9583999999999999	633	1
3_MACS_peak_6792_lociStitched	chr11	61314961	61323950	3	8908	8259.0932	631.9267	634	SYT7	LRRC10B	SYT7	SYT7	0.7494999999999999	634	1
6_MACS_peak_33829_lociStitched	chr9	139014105	139024296	6	8908	10022.8485	1069.0359	635		NACC2,C9orf69	C9orf69	NACC2	0.7575999999999999	635	1
8_MACS_peak_33452_lociStitched	chr9	137994074	138004892	8	8885	9235.3266	790.7958	636	OLFM1	OLFM1	OLFM1	OLFM1	0.5337000000000001	636	1
7_MACS_peak_27006_lociStitched	chr4	8586839	8596715	7	8882	9109.6224	950.0712	637	GPR78,CPZ		CPZ	CPZ	0.8156	637	1
13_MACS_peak_25405_lociStitched	chr3	13607277	13617855	13	8866	8758.584	740.46	638	FBLN2		FBLN2	FBLN2	0.5027	638	1
6_MACS_peak_26159_lociStitched	chr4	3459755	3469669	6	8864	10109.3058	786.1802	639	DOK7	HGFAC	DOK7	DOK7	1.1413	639	1
3_MACS_peak_23031_lociStitched	chr21	47532195	47541384	3	8861	10447.893	1110.0312	640	COL6A2	FTCD	COL6A2	COL6A2	0.7347	640	1
6_MACS_peak_28017_lociStitched	chr6	32034556	32044210	6	8859	10490.0364	990.5004	641	TNXB		TNXB	TNXB	0.8771	641	1
5_MACS_peak_6096_lociStitched	chr11	1079529	1089215	5	8853	9628.8526	744.8534	642	MUC2	MUC6	MUC2	MUC2	0.7129000000000001	642	1
5_MACS_peak_20147_lociStitched	chr2	113389381	113398987	5	8850	10168.9116	1243.977	643		CHCHD5,SLC20A1,FLJ42351	FLJ42351	FLJ42351	0.3449	643	1
9_MACS_peak_22280_lociStitched	chr20	62869619	62880250	9	8813	9518.9974	887.6885	644	MYT1	PCMTD2	PCMTD2	NONE	NONE	644	1
5_MACS_peak_13865_lociStitched	chr17	72942851	72952569	5	8798	8941.5318	822.1428	645	OTOP3,C17orf28	OTOP2,CDR2L,USH1G	OTOP3	OTOP2	0.8735999999999999	645	1
3_MACS_peak_27159_lociStitched	chr4	8904927	8914159	3	8783	9211.6896	627.776	646		LOC650293,HMX1	HMX1	HMX1	0.4898	646	1
2_MACS_peak_12633_lociStitched	chr17	35290080	35299024	2	8781	12036.8352	812.1152	647	LHX1	AATF	LHX1	LHX1	0.8665	647	1
5_MACS_peak_21404_lociStitched	chr20	57366958	57376475	5	8774	8923.1392	640.4941	648		GNAS,MIR296,MIR298,GNAS-AS	MIR296	MIR296	0.3842	648	1
4_MACS_peak_31750_lociStitched	chr9	34584314	34593768	4	8767	9251.6844	1080.5922	649	CNTFR	LOC415056,C9orf23,DCTN3,ARID3C,SIGMAR1	CNTFR	CNTFR	0.6847	649	1
5_MACS_peak_12230_lociStitched	chr17	8012009	8021680	5	8763	10270.602	1129.5728	650	ALOXE3	MIR4314,ALOX12B,HES7,PER1,VAMP2	ALOXE3	MIR4314	0.9097999999999999	650	1
3_MACS_peak_13220_lociStitched	chr17	47582380	47591786	3	8761	10085.1132	915.2038	651	NGFR		NGFR	NGFR	0.8643000000000001	651	1
2_MACS_peak_1751_lociStitched	chr1	10710890	10719750	2	8759	11145.88	643.236	652	CASZ1		CASZ1	CASZ1	0.9635999999999999	652	1
4_MACS_peak_22411_lociStitched	chr21	43103824	43113613	4	8758	10010.2314	1362.6288	653	NCRNA00111	NCRNA00112,C21orf129	NCRNA00111	NCRNA00112	0.8927999999999999	653	1
10_MACS_peak_33351_lociStitched	chr9	137771554	137782851	10	8750	10233.9523	793.0494	654	FCN2	MIR3689B,MIR3689A,FCN1	FCN2	FCN2	0.6941999999999999	654	1
5_MACS_peak_32488_lociStitched	chr9	134680782	134690110	5	8732	10640.4496	823.6624	655			RAPGEF1	RAPGEF1	NONE	655	1
7_MACS_peak_29353_lociStitched	chr7	100933925	100944161	7	8725	8493.8328	846.5172	656		FIS1,RABL5	RABL5	RABL5	0.12260000000000001	656	1
7_MACS_peak_12649_lociStitched	chr17	36697815	36707518	7	8720	9173.2162	751.9825	657	SRCIN1		SRCIN1	SRCIN1	0.6985	657	1
5_MACS_peak_33130_lociStitched	chr9	137180827	137190348	5	8716	8885.9493	767.3926	658		RXRA	RXRA	RXRA	0.05270000000000001	658	1
7_MACS_peak_26185_lociStitched	chr4	3626693	3636683	7	8715	9856.134	1041.957	659		LOC100133461	LOC100133461	LOC100133461	0.7609	659	1
4_MACS_peak_2973_lociStitched	chr1	19377264	19386524	4	8714	9509.094	795.434	660			IFFO2	IFFO2	NONE	660	1
4_MACS_peak_1853_lociStitched	chr1	10965718	10974999	4	8711	8949.6683	964.2959	661			C1orf127	C1orf127	NONE	661	1
2_MACS_peak_31870_lociStitched	chr9	126130217	126139043	2	8689	9984.8538	927.6126	662	CRB2	MIR601	CRB2	CRB2	0.3899	662	1
1_MACS_peak_10224_lociStitched	chr16	1045350	1054019	1	8670	11430.0765	573.8878	663		SOX8,LMF1	SOX8	SOX8	0.9387000000000001	663	1
4_MACS_peak_13984_lociStitched	chr17	74922190	74931429	4	8666	8677.2688	827.8144	664	MGAT5B		MGAT5B	MGAT5B	0.7074	664	1
7_MACS_peak_26489_lociStitched	chr4	7144391	7154683	7	8659	9260.7416	896.4332	665		SORCS2,FLJ36777	FLJ36777	FLJ36777	0.5552999999999999	665	1
4_MACS_peak_19208_lociStitched	chr19	49525397	49534837	4	8642	8020.224	793.904	666	CGB	RUVBL2,CGB2,SNAR-G1,CGB5,GYS1,LHB,SNAR-G2,CGB1,CGB8,CGB7,NTF4,KCNA7	CGB	NTF4	0.9585000000000001	666	1
2_MACS_peak_2255_lociStitched	chr1	17196532	17205424	2	8636	16298.1468	2067.39	667		CROCC	CROCC	NONE	NONE	667	1
7_MACS_peak_1518_lociStitched	chr1	7615786	7625626	7	8628	9003.6	848.208	668	CAMTA1		VAMP3	VAMP3	NONE	668	1
7_MACS_peak_19114_lociStitched	chr19	49097362	49106899	7	8625	9326.2323	835.4412	669	SULT2B1,FAM83E	SPACA4,SPHK2,SEC1,RPL18,DBP,CA11	SPACA4	SEC1	0.5015000000000001	669	1
7_MACS_peak_24023_lociStitched	chr22	39240084	39249385	7	8623	9493.5307	902.197	670		DNAL4,NPTXR,CBX6	NPTXR	NPTXR	0.7313	670	1
3_MACS_peak_22664_lociStitched	chr21	45667020	45675868	3	8622	11383.8368	1325.4304	671	DNMT3L	AIRE,PFKL,ICOSLG	ICOSLG	AIRE	0.9315	671	1
1_MACS_peak_29469_lociStitched	chr7	102158434	102167047	1	8614	12688.6716	2923.2522	672		SPDYE2,POLR2J,POLR2J3	SPDYE2	NONE	NONE	672	1
3_MACS_peak_1270_lociStitched	chr1	6307367	6316359	3	8607	9043.2544	754.4288	673	GPR153	RNF207,HES3,RPL22,ICMT	HES3	HES3	0.8949	673	1
8_MACS_peak_7598_lociStitched	chr11	69970742	69980508	8	8592	8717.1316	743.1926	674	ANO1		ANO1	ANO1	0.631	674	1
3_MACS_peak_27976_lociStitched	chr6	30858248	30867323	3	8586	8848.125	756.855	675	DDR1	GTF2H4,VARS2,DPCR1,SFTA2	DDR1	DDR1	0.5571	675	1
5_MACS_peak_6688_lociStitched	chr11	45680269	45689341	5	8569	10016.3952	798.336	676	CHST1		CHST1	CHST1	0.5145	676	1
11_MACS_peak_10186_lociStitched	chr16	980746	990436	11	8569	7954.521	724.812	677	LMF1	SOX8	LMF1	SOX8	0.9387000000000001	677	1
10_MACS_peak_14703_lociStitched	chr17	77969398	77978954	10	8565	8852.6784	745.368	678	TBC1D16	CCDC40	TBC1D16	TBC1D16	0.7856000000000001	678	1
5_MACS_peak_1172_lociStitched	chr1	5810242	5819178	5	8561	8869.8736	684.4976	679			NPHP4	NPHP4	NONE	679	1
10_MACS_peak_19142_lociStitched	chr19	49179759	49189279	10	8559	9230.592	925.344	680	SEC1	FUT2,DBP,CA11,NTN5,MAMSTR	NTN5	FUT2	0.6103	680	1
3_MACS_peak_31364_lociStitched	chr8	143678159	143686859	3	8549	9168.93	555.93	681		ARC	ARC	ARC	0.7199	681	1
4_MACS_peak_31550_lociStitched	chr8	144477441	144486710	4	8547	9287.538	769.327	682		RHPN1,C8orf51,MAFA	MAFA	MAFA	0.8468	682	1
2_MACS_peak_21784_lociStitched	chr20	60795893	60804441	2	8543	10263.5836	991.568	683		GTPBP5,OSBPL2,HRH3	HRH3	HRH3	1.0013	683	1
8_MACS_peak_11734_lociStitched	chr17	1158209	1168149	8	8528	8484.784	910.504	684		BHLHA9,TUSC5	BHLHA9	TUSC5	0.7254	684	1
1_MACS_peak_26_lociStitched	chr1	870228	878748	1	8521	13699.308	686.712	685	SAMD11	KLHL17,PLEKHN1,FLJ39609,NOC2L,C1orf170	SAMD11	FLJ39609	1.4709	685	1
5_MACS_peak_15344_lociStitched	chr19	996170	1005390	5	8520	10203.774	1471.512	686	GRIN3B	WDR18,CNN2,ABCA7,C19orf6	GRIN3B	GRIN3B	0.46220000000000006	686	1
9_MACS_peak_22253_lociStitched	chr20	62812834	62822382	9	8519	8390.7824	1007.314	687	MYT1		MYT1	MYT1	0.8035	687	1
7_MACS_peak_9679_lociStitched	chr15	74493357	74502860	7	8513	8165.9279	841.0155	688	STRA6	ISLR,CCDC33	STRA6	STRA6	0.6763	688	1
7_MACS_peak_24489_lociStitched	chr22	44733989	44743713	7	8509	8936.356	980.1792	689		KIAA1644	KIAA1644	KIAA1644	0.6299	689	1
3_MACS_peak_9737_lociStitched	chr15	74598221	74606815	3	8485	8522.6698	891.1978	690	CCDC33	CCDC33	CCDC33	CCDC33	0.5896	690	1
11_MACS_peak_30512_lociStitched	chr8	7424796	7434428	11	8485	7874.16	1060.4832	691	FAM90A7		FAM90A7	FAM90A7	0.3434	691	1
5_MACS_peak_19513_lociStitched	chr19	54753816	54762669	5	8474	8752.9611	596.6922	692	LILRB5	RPS9,LILRB3,LILRA6,LILRB2,LILRA3	LILRB5	LILRB5	0.6162	692	1
7_MACS_peak_13754_lociStitched	chr17	72533140	72542895	7	8462	8549.282	861.3665	693	CD300C	C17orf77,CD300LB,CD300LD	CD300C	CD300C	0.6453	693	1
8_MACS_peak_8655_lociStitched	chr12	52755874	52765542	8	8461	8960.3024	933.9288	694	KRT85	KRT83,KRT84,KRT82	KRT85	KRT85	0.6453	694	1
8_MACS_peak_2441_lociStitched	chr1	17707862	17717260	8	8460	8606.6884	904.0876	695	PADI6	RCC2	PADI6	PADI6	0.49770000000000003	695	1
9_MACS_peak_14365_lociStitched	chr17	77227926	77238123	9	8456	9171.1818	849.4101	696	RBFOX3		ENGASE	ENGASE	0.4524	696	1
9_MACS_peak_32330_lociStitched	chr9	133407378	133417301	9	8447	8713.3863	747.2019	697		FUBP3,LOC100272217	LOC100272217	LOC100272217	0.0727	697	1
3_MACS_peak_33778_lociStitched	chr9	138906077	138914522	3	8416	8900.1855	659.5545	698	NACC2		UBAC1	UBAC1	0.052299999999999985	698	1
10_MACS_peak_2462_lociStitched	chr1	17838953	17849332	10	8395	8345.7539	827.2063	699		ARHGEF10L	ARHGEF10L	ARHGEF10L	0.6468	699	1
4_MACS_peak_24886_lociStitched	chr22	45935267	45943943	4	8354	8379.2808	823.3524	700	FBLN1		FBLN1	FBLN1	0.6719	700	1
2_MACS_peak_15978_lociStitched	chr19	5324577	5332985	2	8350	9667.5184	1217.4784	701	PTPRS		PTPRS	PTPRS	0.7119000000000001	701	1
4_MACS_peak_16744_lociStitched	chr19	11371979	11380834	4	8332	8758.4805	977.592	702	DOCK6	LOC55908,TSPAN16	DOCK6	LOC55908	0.6052	702	1
3_MACS_peak_4843_lociStitched	chr1	204976692	204985393	3	8328	8205.043	1118.9486	703	NFASC	CNTN2	CNTN2	CNTN2	0.4054	703	1
4_MACS_peak_29269_lociStitched	chr7	100704024	100712642	4	8323	8576.6336	831.637	704		MUC17,TRIM56	TRIM56	MUC17	0.371	704	1
7_MACS_peak_2494_lociStitched	chr1	17891712	17901589	7	8321	8485.3307	743.7381	705	ARHGEF10L	ARHGEF10L	ARHGEF10L	ARHGEF10L	0.6468	705	1
2_MACS_peak_30777_lociStitched	chr8	58118225	58126617	2	8320	12478.0648	3314.84	706			C8orf71	C8orf71	NONE	706	1
6_MACS_peak_30419_lociStitched	chr8	1906310	1914976	6	8318	8554.2086	770.4074	707	ARHGEF10	KBTBD11	KBTBD11	KBTBD11	0.45270000000000005	707	1
1_MACS_peak_4868_lociStitched	chr1	205493343	205501656	1	8314	9452.7123	1478.8827	708	CDK18	MFSD4,LOC284578	CDK18	CDK18	0.3813	708	1
3_MACS_peak_390_lociStitched	chr1	2420768	2429529	3	8299	9335.7216	685.1102	709	PLCH2	PANK4,HES5	PLCH2	HES5	0.8744000000000001	709	1
3_MACS_peak_15744_lociStitched	chr19	3844150	3852770	3	8293	10319.864	1319.722	710	ZFR2	ATCAY,MATK	ZFR2	ZFR2	1.1525	710	1
7_MACS_peak_1893_lociStitched	chr1	11382765	11391562	7	8288	7520.5553	761.8202	711		UBIAD1	UBIAD1	NONE	NONE	711	1
3_MACS_peak_12526_lociStitched	chr17	26816916	26825327	3	8278	8265.4897	950.443	712	SLC13A2	FOXN1	SLC13A2	FOXN1	0.7883	712	1
3_MACS_peak_13347_lociStitched	chr17	48651529	48660167	3	8278	8874.6812	871.5742	713	CACNA1G	EPN3,SPATA20	CACNA1G	CACNA1G	0.8297	713	1
1_MACS_peak_29471_lociStitched	chr7	102257360	102265634	1	8275	12796.5684	2751.9324	714		POLR2J3,RASA4,UPK3BL,POLR2J2	RASA4	RASA4	0.1825	714	1
7_MACS_peak_16947_lociStitched	chr19	13974381	13983914	7	8234	9085.9023	860.8299	715		MIR181C,MIR181D,NANOS3,CC2D1A,LOC284454,MIR24-2,MIR27A,MIR23A,C19orf57	MIR181C	MIR181C	0.6561	715	1
3_MACS_peak_16372_lociStitched	chr19	7757497	7765940	3	8200	8985.0406	1048.6206	716	FCER2	RETN,C19orf59,TRAPPC5,CLEC4G,CD209	FCER2	RETN	0.8937999999999999	716	1
5_MACS_peak_28216_lociStitched	chr6	34070200	34078887	5	8199	8277.8423	673.2425	717	GRM4		GRM4	GRM4	0.6754	717	1
4_MACS_peak_22500_lociStitched	chr21	43842901	43851267	4	8184	8934.0514	1490.8212	718	UBASH3A	TMPRSS3	UBASH3A	TMPRSS3	0.7302	718	1
3_MACS_peak_28718_lociStitched	chr7	2661561	2670437	3	8174	9736.972	884.9372	719		TTYH3,AMZ1	TTYH3	TTYH3	0.7983	719	1
8_MACS_peak_26229_lociStitched	chr4	3707139	3716107	8	8172	7538.5008	670.8064	720		LOC100133461	LOC100133461	LOC100133461	0.7609	720	1
7_MACS_peak_26369_lociStitched	chr4	6345956	6354847	7	8166	8689.1743	834.8649	721	PPP2R2C		PPP2R2C	PPP2R2C	0.5124000000000001	721	1
6_MACS_peak_31597_lociStitched	chr8	144819108	144828184	6	8164	8779.2148	1004.7132	722	LOC100128338	BREA2,MAPK15,LOC100130274,FAM83H	LOC100128338	MAPK15	0.5343	722	1
4_MACS_peak_29741_lociStitched	chr7	155128599	155137732	4	8159	9162.2256	1150.758	723		INSIG1	INSIG1	NONE	NONE	723	1
2_MACS_peak_29590_lociStitched	chr7	150871725	150879986	2	8155	8920.2278	1096.2347	724	ASB10	CHPF2,GBX1,ABCF2	ASB10	ASB10	0.8118000000000001	724	1
5_MACS_peak_20836_lociStitched	chr20	37351293	37360284	5	8148	9667.1232	1058.2407	725	SLC32A1	ACTR5	SLC32A1	SLC32A1	0.6845	725	1
2_MACS_peak_4621_lociStitched	chr1	156843345	156851820	2	8146	9542.0025	1031.4075	726	NTRK1	PEAR1,C1orf92,INSRR	PEAR1	PEAR1	0.9845999999999999	726	1
3_MACS_peak_10331_lociStitched	chr16	1305247	1314192	3	8135	12106.163	739.7515	727	TPSD1	TPSAB1,UBE2I,TPSG1,TPSB2	TPSD1	TPSG1	1.1955	727	1
4_MACS_peak_17595_lociStitched	chr19	18708846	18717222	4	8132	9840.9624	766.404	728	CRLF1	C19orf50,UBA52,C19orf60,TMEM59L,KLHL26	CRLF1	TMEM59L	0.9258000000000001	728	1
6_MACS_peak_12140_lociStitched	chr17	7636263	7645450	6	8118	8525.536	989.4399	729	DNAH2	WRAP53,EFNB3,RPL29P2,TP53	RPL29P2	EFNB3	0.7157	729	1
7_MACS_peak_33504_lociStitched	chr9	138131139	138140303	7	8115	7871.876	720.2904	730			OLFM1	OLFM1	0.5337000000000001	730	1
5_MACS_peak_23062_lociStitched	chr22	18761090	18770097	5	8108	8529.629	1269.0863	731	GGT3P		GGT3P	GGT3P	0.5053	731	1
4_MACS_peak_30829_lociStitched	chr8	86811529	86820454	4	8104	7829.9025	2791.74	732	REXO1L2P	REXO1L1	REXO1L1	REXO1L1	0.44349999999999995	732	1
8_MACS_peak_6545_lociStitched	chr11	2379443	2388524	8	8099	7694.3313	788.2308	733		CD81,TSSC4	CD81	CD81	0.5781	733	1
6_MACS_peak_26476_lociStitched	chr4	7120958	7130346	6	8096	8399.4436	913.4524	734		FLJ36777	FLJ36777	FLJ36777	0.5552999999999999	734	1
4_MACS_peak_29521_lociStitched	chr7	137850977	137859852	4	8085	9452.7625	1589.5125	735			AKR1D1	AKR1D1	NONE	735	1
2_MACS_peak_23150_lociStitched	chr22	19710058	19718141	2	8084	9571.0803	499.5294	736	SEPT5-GP1BB,SEPT5,GP1BB	TBX1	GP1BB	GP1BB	1.0642999999999998	736	1
6_MACS_peak_31727_lociStitched	chr9	34551879	34560780	6	8084	8603.7066	824.2326	737	CNTFR	LOC415056,ENHO	LOC415056	LOC415056	0.6682	737	1
4_MACS_peak_22422_lociStitched	chr21	43141991	43151130	4	8083	10356.3148	1023.568	738		NCRNA00111,NCRNA00112,C21orf129,RIPK4	NCRNA00112	NCRNA00112	0.8927999999999999	738	1
2_MACS_peak_4667_lociStitched	chr1	158145428	158153572	2	8081	12098.7264	1375.5216	739	CD1D	LOC646268	CD1D	CD1D	0.7187	739	1
11_MACS_peak_10784_lociStitched	chr16	29267305	29277023	11	8076	7720.951	674.4292	740		RUNDC2C	RUNDC2C	RUNDC2C	0.2593	740	1
6_MACS_peak_26681_lociStitched	chr4	7481018	7490822	6	8073	8480.46	765.6924	741	SORCS2	MIR4274,PSAPL1	MIR4274	PSAPL1	0.6933	741	1
2_MACS_peak_15850_lociStitched	chr19	4544923	4553140	2	8070	9714.1374	1075.6053	742	SEMA6B	PLIN4,PLIN5,LRG1	LRG1	PLIN5	1.2994999999999999	742	1
5_MACS_peak_28457_lociStitched	chr7	964123	973152	5	8067	9165.3379	770.1737	743	ADAP1	GET4,CYP2W1,COX19	ADAP1	CYP2W1	0.6549	743	1
5_MACS_peak_21672_lociStitched	chr20	60374545	60383315	5	8053	8012.272	663.889	744	CDH4		MIR1257	MIR1257	0.4163	744	1
6_MACS_peak_33951_lociStitched	chr9	139852271	139861239	6	8048	9410.1224	919.22	745		C8G,LCN12,PTGDS,LCNL1,C9orf142,FBXW5,CLIC3	LCN12	PTGDS	0.9583999999999999	745	1
3_MACS_peak_17221_lociStitched	chr19	16129315	16137518	3	8044	8048.7836	644.7558	746	LOC126536	FLJ25328,TPM4	LOC126536	LOC126536	0.47470000000000007	746	1
2_MACS_peak_233_lociStitched	chr1	1950949	1959384	2	8042	9052.442	625.877	747	GABRD	PRKCZ,KIAA1751	GABRD	GABRD	1.0319	747	1
3_MACS_peak_32418_lociStitched	chr9	133883502	133891772	3	8025	9093.692	668.216	748	LAMC3		LAMC3	LAMC3	0.8268	748	1
4_MACS_peak_18643_lociStitched	chr19	46097678	46106124	4	8023	7977.247	945.1074	749	GPR4	OPA3,MIR330,EML2	GPR4	GPR4	0.4991	749	1
3_MACS_peak_10086_lociStitched	chr16	319344	327913	3	8003	9461.8898	776.3514	750	RGS11	ITFG3,ARHGDIG,PDIA2,LUC7L	RGS11	RGS11	0.6242	750	1
5_MACS_peak_10420_lociStitched	chr16	2345357	2354605	5	8000	9827.8496	890.5824	751	ABCA3	MIR3677,MIR940,ABCA17P,DCI,RNPS1	MIR940	MIR940	0.13520000000000001	751	1
11_MACS_peak_19308_lociStitched	chr19	50023358	50032843	11	7990	8077.426	976.0065	752	FCGRT,RCN3	FLT3LG,RPL13AP5,SNORD32A,SNORD33,SNORD34,SNORD35A,RPS11,SNORD35B,MIR150	RCN3	RCN3	0.5985	752	1
5_MACS_peak_16054_lociStitched	chr19	5543846	5552221	5	7989	8656.4	1027.6125	753		PLAC2	PLAC2	PLAC2	0.7228	753	1
3_MACS_peak_28231_lociStitched	chr6	34105895	34114342	3	7972	9096.5743	646.1955	754		GRM4	GRM4	GRM4	0.6754	754	1
6_MACS_peak_10136_lociStitched	chr16	876901	886215	6	7964	10293.8328	848.5054	755		CHTF18,PRR25,MSLNL,RPUSD1,GNG13	PRR25	MSLNL	0.7615999999999999	755	1
3_MACS_peak_24129_lociStitched	chr22	42696481	42704877	3	7957	8579.8724	884.0988	756		LOC388906	LOC388906	NONE	NONE	756	1
4_MACS_peak_1686_lociStitched	chr1	9257004	9265359	4	7928	8824.551	830.487	757		H6PD,MIR34A	H6PD	H6PD	0.16060000000000002	757	1
2_MACS_peak_14917_lociStitched	chr17	79151111	79159512	2	7922	10215.616	809.0163	758	LOC388428	MIR1250,AATK,AZI1	AATK	MIR1250	1.0299999999999998	758	1
8_MACS_peak_2960_lociStitched	chr1	19358002	19367101	8	7922	8038.0566	964.494	759			IFFO2	IFFO2	NONE	759	1
7_MACS_peak_29716_lociStitched	chr7	155017771	155027043	7	7921	7735.6296	1164.5632	760			INSIG1	NONE	NONE	760	1
1_MACS_peak_6576_lociStitched	chr11	2441316	2449222	1	7907	9301.409	740.0016	761	TRPM5	CD81,TSSC4,KCNQ1	TRPM5	TRPM5	1.0012	761	1
4_MACS_peak_2285_lociStitched	chr1	17422016	17430607	4	7902	7883.1016	765.4581	762	PADI2	SDHB	PADI2	PADI2	0.6946000000000001	762	1
