REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X28_0F2E_0229Kronos_MM1S.KB.6hr.2_H3K27me3_hs.dm_i16.bam	X42_0EXU_0229Kronos_MM1S.KB.6hr.2_Input_hs_i86.bam	enhancerRank	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	enhancerRank.1	isSuper
1_MACS_peak_10944_lociStitched	chr16	56665858	56673282	1	7425	9211.6992	743.8848	699	MT1M,MT1JP,MT1A	MT3,MT2A,MT1L,MT1E,MT1DP,MT1B,MT1F,MT1H,MT1IP,MT1X,MT1G	MT1JP	699	1
3_MACS_peak_28231_lociStitched	chr6	34105895	34114342	3	7972	9096.5743	646.1955	700		GRM4	GRM4	700	1
2_MACS_peak_15978_lociStitched	chr19	5324577	5332985	2	8350	9667.5184	1217.4784	701	PTPRS		PTPRS	701	1
4_MACS_peak_26155_lociStitched	chr4	3445275	3453581	4	7828	9165.671	719.2996	702	HGFAC	DOK7	HGFAC	702	1
8_MACS_peak_33452_lociStitched	chr9	137994074	138004892	8	8885	9235.3266	790.7958	703	OLFM1	OLFM1	OLFM1	703	1
5_MACS_peak_23036_lociStitched	chr21	47545284	47553635	5	7798	9383.1836	941.9928	704	COL6A2	FTCD	FTCD	704	1
7_MACS_peak_32974_lociStitched	chr9	136500987	136510891	7	8969	9129.5072	691.2992	705	DBH		DBH	705	1
4_MACS_peak_15630_lociStitched	chr19	3312311	3321733	4	9152	9608.5556	1180.5766	706		NFIC	NFIC	706	1
2_MACS_peak_233_lociStitched	chr1	1950949	1959384	2	8042	9052.442	625.877	707	GABRD	PRKCZ,KIAA1751	GABRD	707	1
3_MACS_peak_32418_lociStitched	chr9	133883502	133891772	3	8025	9093.692	668.216	708	LAMC3		LAMC3	708	1
8_MACS_peak_14214_lociStitched	chr17	76524589	76534829	8	8959	9287.68	865.28	709	DNAH17		DNAH17	709	1
7_MACS_peak_12649_lociStitched	chr17	36697815	36707518	7	8720	9173.2162	751.9825	710	SRCIN1		SRCIN1	710	1
8_MACS_peak_33030_lociStitched	chr9	136597596	136608273	8	9108	9277.2453	860.5662	711	SARDH		SARDH	711	1
9_MACS_peak_16452_lociStitched	chr19	8086923	8097330	9	9346	9471.4107	1072.9617	712		CCL25,ELAVL1	ELAVL1	712	1
5_MACS_peak_28457_lociStitched	chr7	964123	973152	5	8067	9165.3379	770.1737	713	ADAP1	GET4,CYP2W1,COX19	ADAP1	713	1
2_MACS_peak_27954_lociStitched	chr6	30410693	30418343	2	7199	9411.795	1027.395	714		HLA-E	HLA-E	714	1
7_MACS_peak_26489_lociStitched	chr4	7144391	7154683	7	8659	9260.7416	896.4332	715		SORCS2,FLJ36777	FLJ36777	715	1
3_MACS_peak_4858_lociStitched	chr1	205421246	205428514	3	6838	9438.2248	1093.834	716		CDK18,LEMD1,MIR135B	MIR135B	716	1
5_MACS_peak_4386_lociStitched	chr1	46952697	46960517	5	7310	8912.454	581.808	717		DMBX1	DMBX1	717	1
7_MACS_peak_24200_lociStitched	chr22	42821447	42831049	7	8932	9259.2086	933.3144	718	NFAM1		NFAM1	718	1
9_MACS_peak_14365_lociStitched	chr17	77227926	77238123	9	8456	9171.1818	849.4101	719	RBFOX3		ENGASE	719	1
10_MACS_peak_19142_lociStitched	chr19	49179759	49189279	10	8559	9230.592	925.344	720	SEC1	FUT2,DBP,CA11,NTN5,MAMSTR	NTN5	720	1
4_MACS_peak_12210_lociStitched	chr17	7960677	7969058	4	7884	9535.0637	1237.8737	721		ALOX15B,MIR4314,ALOX12B	ALOX15B	721	1
3_MACS_peak_1270_lociStitched	chr1	6307367	6316359	3	8607	9043.2544	754.4288	722	GPR153	RNF207,HES3,RPL22,ICMT	HES3	722	1
4_MACS_peak_6723_lociStitched	chr11	46406076	46413681	4	7248	9059.076	770.3865	723	CHRM4	DGKZ,MDK	CHRM4	723	1
3_MACS_peak_51_lociStitched	chr1	969073	976067	3	6785	8813.8388	528.7464	724	AGRN	ISG15,HES4	AGRN	724	1
5_MACS_peak_21404_lociStitched	chr20	57366958	57376475	5	8774	8923.1392	640.4941	725		GNAS,MIR296,MIR298,GNAS-AS	MIR296	725	1
3_MACS_peak_33778_lociStitched	chr9	138906077	138914522	3	8416	8900.1855	659.5545	726	NACC2		UBAC1	726	1
4_MACS_peak_22015_lociStitched	chr20	61922644	61930980	4	7878	8897.8464	666.0464	727	COL20A1	FLJ16779,ARFGAP1,MIR4326,NKAIN4	COL20A1	727	1
7_MACS_peak_16947_lociStitched	chr19	13974381	13983914	7	8234	9085.9023	860.8299	728		MIR181C,MIR181D,NANOS3,CC2D1A,LOC284454,MIR24-2,MIR27A,MIR23A,C19orf57	MIR181C	728	1
10_MACS_peak_29749_lociStitched	chr7	155147914	155158424	10	9289	9429.572	1206.548	729			INSIG1	729	1
5_MACS_peak_1172_lociStitched	chr1	5810242	5819178	5	8561	8869.8736	684.4976	730			NPHP4	730	1
4_MACS_peak_17487_lociStitched	chr19	18108078	18115645	4	6989	8784.5303	600.8198	731	KCNN1,ARRDC2	ARRDC2	ARRDC2	731	1
4_MACS_peak_31750_lociStitched	chr9	34584314	34593768	4	8767	9251.6844	1080.5922	732	CNTFR	LOC415056,C9orf23,DCTN3,ARID3C,SIGMAR1	CNTFR	732	1
7_MACS_peak_27006_lociStitched	chr4	8586839	8596715	7	8882	9109.6224	950.0712	733	GPR78,CPZ		CPZ	733	1
5_MACS_peak_13145_lociStitched	chr17	47071253	47077849	5	6069	8636.8024	477.5504	734	IGF2BP1	SNF8,GIP	IGF2BP1	734	1
5_MACS_peak_19513_lociStitched	chr19	54753816	54762669	5	8474	8752.9611	596.6922	735	LILRB5	RPS9,LILRB3,LILRA6,LILRB2,LILRA3	LILRB5	735	1
7_MACS_peak_1518_lociStitched	chr1	7615786	7625626	7	8628	9003.6	848.208	736	CAMTA1		VAMP3	736	1
2_MACS_peak_31754_lociStitched	chr9	34624003	34631298	2	7273	8883.1215	740.4425	737	ARID3C	GALT,IL11RA,CNTFR,C9orf23,DCTN3,SIGMAR1,CCL27	ARID3C	737	1
5_MACS_peak_13865_lociStitched	chr17	72942851	72952569	5	8798	8941.5318	822.1428	738	OTOP3,C17orf28	OTOP2,CDR2L,USH1G	OTOP3	738	1
5_MACS_peak_33130_lociStitched	chr9	137180827	137190348	5	8716	8885.9493	767.3926	739		RXRA	RXRA	739	1
10_MACS_peak_14703_lociStitched	chr17	77969398	77978954	10	8565	8852.6784	745.368	740	TBC1D16	CCDC40	TBC1D16	740	1
9_MACS_peak_13005_lociStitched	chr17	43874959	43885586	9	9082	8963.8745	867.1632	741	CRHR1	IMP5	CRHR1	741	1
3_MACS_peak_4850_lociStitched	chr1	205010140	205017007	3	6810	8947.701	854.2548	742	CNTN2	TMEM81	CNTN2	742	1
3_MACS_peak_27976_lociStitched	chr6	30858248	30867323	3	8586	8848.125	756.855	743	DDR1	GTF2H4,VARS2,DPCR1,SFTA2	DDR1	743	1
3_MACS_peak_20382_lociStitched	chr2	220425666	220433772	3	7673	8799.063	723.8658	744	OBSL1	ACCN4,TMEM198,INHA,STK11IP,CHPF,MIR3132	OBSL1	744	1
3_MACS_peak_24226_lociStitched	chr22	42897114	42903873	3	6492	8807.6529	742.8141	745	SERHL	SERHL2,RRP7A	SERHL	745	1
