REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X24_0F2A_0229Kronos_MM1S.KB.1hr.2_H3K27me3_hs.dm_i06.bam	X38_0EXQ_0229Kronos_MM1S.KB.1hr.2_Input_hs_i81.bam	enhancerRank	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	TOP_GENE	TSS_SIGNAL	enhancerRank	isSuperStretch
6_MACS_peak_34390_lociStitched	chr8	141997197	142012178	6	13888	19072.3111	1686.8606	599	PTK2		PTK2	PTK2	0.0719	599	1
3_MACS_peak_6787_lociStitched	chr11	1558975	1571290	3	11906	23916.9615	1414.9935	600	MOB2	LOC338651,DUSP8,KRTAP5-1,KRTAP5-2	DUSP8	LOC338651	1.1015000000000001	600	1
12_MACS_peak_3516_lociStitched	chr1	23097499	23113165	12	13866	18761.6016	1666.8624	601	EPHB2		EPHB2	EPHB2	0.9838000000000001	601	1
6_MACS_peak_36186_lociStitched	chr9	135412570	135427080	6	13783	18758.528	1424.882	602	C9orf171	BARHL1	BARHL1	BARHL1	0.8227	602	1
1_MACS_peak_15521_lociStitched	chr17	48262866	48275327	1	12462	22610.4845	1606.2229	603	COL1A1	SGCA,PPP1R9B,HILS1	COL1A1	COL1A1	1.2157999999999998	603	1
8_MACS_peak_25504_lociStitched	chr21	46462607	46477278	8	13215	21256.8119	2238.7946	604		ADARB1,NCRNA00163,NCRNA00162,C21orf122	C21orf122	NCRNA00163	3.6106	604	1
7_MACS_peak_17790_lociStitched	chr19	3885676	3899928	7	13482	20113.8476	1911.1932	605	ATCAY	ITGB1BP3,ZFR2	ATCAY	ITGB1BP3	1.8661	605	1
5_MACS_peak_6933_lociStitched	chr11	1918182	1932878	5	13757	18735.9304	1400.5288	606		LSP1,TNNT3,MRPL23,MIR4298	TNNT3	TNNT3	1.9251	606	1
6_MACS_peak_36643_lociStitched	chr9	137508669	137523069	6	13650	18732.96	1128.96	607		COL5A1	COL5A1	COL5A1	1.0474	607	1
8_MACS_peak_27269_lociStitched	chr22	45065148	45079784	8	13469	19398.5544	1230.8876	608	PRR5	PRR5,PRR5-ARHGAP8	PRR5	PRR5	0.9673999999999999	608	1
3_MACS_peak_4758_lociStitched	chr1	151678784	151691949	3	12982	21724.883	2273.5955	609	CELF3	C1orf230,OAZ3,MRPL9	CELF3	CELF3	0.7226	609	1
2_MACS_peak_6990_lociStitched	chr11	2227343	2239443	2	11873	23160.61	1110.78	610		INS,TH	TH	TH	1.732	610	1
5_MACS_peak_8585_lociStitched	chr11	75140576	75154673	5	13508	19184.6073	1471.7268	611	KLHL35,GDPD5	RPS3,SNORD15A,SNORD15B	KLHL35	KLHL35	0.41709999999999997	611	1
4_MACS_peak_16797_lociStitched	chr17	77828315	77841205	4	12874	20830.24	1301.89	612		CBX4	CBX4	CBX4	0.9490999999999999	612	1
4_MACS_peak_5182_lociStitched	chr1	205490563	205504076	4	12794	22158.6174	2498.5537	613	CDK18	MFSD4,LOC284578	CDK18	CDK18	0.6850999999999999	613	1
7_MACS_peak_37318_lociStitched	chr9	140260419	140273857	7	12770	20804.7116	1259.1406	614	EXD3	NOXA1	EXD3	NOXA1	1.7633	614	1
8_MACS_peak_2482_lociStitched	chr1	18020186	18034583	8	13221	19448.9073	1327.4034	615	ARHGEF10L	ACTL8	ACTL8	ACTL8	0.5471	615	1
7_MACS_peak_12236_lociStitched	chr16	29261791	29276980	7	13478	18702.2157	1409.5392	616		RUNDC2C	RUNDC2C	RUNDC2C	0.371	616	1
4_MACS_peak_4253_lociStitched	chr1	32129809	32143673	4	13307	19398.5088	1753.796	617	COL16A1	HCRTR1,PEF1	PEF1	HCRTR1	0.07239999999999999	617	1
4_MACS_peak_25109_lociStitched	chr21	43079479	43092736	4	12997	20484.7164	1927.5678	618		NCRNA00111,NCRNA00112,C21orf129	NCRNA00111	NCRNA00112	1.4472	618	1
3_MACS_peak_125_lociStitched	chr1	1383498	1396174	3	12504	21063.7092	1276.4732	619	ATAD3C	LOC148413,TMEM88B,VWA1,ATAD3B,CCNL2,MRPL20,LOC441869	ATAD3C	VWA1	1.4582000000000002	619	1
8_MACS_peak_17884_lociStitched	chr19	4772886	4787640	8	13648	18544.3026	2257.362	620		C19orf30,MIR7-3,FEM1A,DPP9,TICAM1	MIR7-3	C19orf30	0.7521	620	1
3_MACS_peak_32325_lociStitched	chr7	99762985	99775081	3	11893	22539.6864	1345.0752	621	GAL3ST4,GPC2	CNPY4,MBLAC1,C7orf59,STAG3,PVRIG,TAF6,C7orf43	GAL3ST4	GAL3ST4	0.9906999999999999	621	1
3_MACS_peak_16922_lociStitched	chr17	78394580	78407611	3	12184	21787.832	1310.9186	622	FLJ35220	LOC100294362,NPTX1	LOC100294362	NPTX1	1.9324000000000001	622	1
10_MACS_peak_36295_lociStitched	chr9	136037593	136052759	10	13448	18306.8786	1458.9692	623	GBGT1	RALGDS,OBP2B	GBGT1	OBP2B	1.3748	623	1
7_MACS_peak_37466_lociStitched	chrX	152747978	152762146	7	13140	18415.5664	651.728	624	BGN	ATP2B3,TREX2,HAUS7	BGN	BGN	0.9333	624	1
11_MACS_peak_31030_lociStitched	chr6	31077269	31092173	11	13299	18746.2512	1481.4576	625	PSORS1C1,C6orf15,CDSN	TCF19,PSORS1C2,CCHCR1,POU5F1	PSORS1C1	PSORS1C1	0.6113999999999999	625	1
7_MACS_peak_3374_lociStitched	chr1	22665379	22679366	7	13114	19247.5107	1653.2634	626			ZBTB40	ZBTB40	NONE	626	1
2_MACS_peak_28669_lociStitched	chr3	183944983	183955880	2	10713	25386.7409	2061.7124	627	VWA5B2	ABCF3,MIR1224,ECE2,ALG3,CAMK2N2	VWA5B2	VWA5B2	1.1471	627	1
2_MACS_peak_35105_lociStitched	chr8	144500792	144511351	2	10186	25282.4696	1015.7758	628	MAFA	RHPN1,C8orf51	MAFA	MAFA	1.6034	628	1
2_MACS_peak_6767_lociStitched	chr11	1416455	1429352	2	12577	20197.9917	1091.0862	629	BRSK2		BRSK2	BRSK2	1.0295	629	1
7_MACS_peak_13511_lociStitched	chr17	1427	16257	7	13339	18226.07	1437.027	631	DOC2B		DOC2B	DOC2B	0.9187000000000001	631	1
1_MACS_peak_37234_lociStitched	chr9	139862136	139872757	1	10622	24477.1566	1039.7959	632	PTGDS	C8G,LCN12,LCNL1,C9orf142,C9orf139,FBXW5,CLIC3,ABCA2	PTGDS	PTGDS	2.1756	632	1
3_MACS_peak_35752_lociStitched	chr9	132479976	132492870	3	12664	19927.677	1284.2424	633	PRRX2	PTGES	PTGES	PTGES	1.5584	633	1
9_MACS_peak_30278_lociStitched	chr5	1399592	1414394	9	13418	17815.6872	1497.9624	634	SLC6A3		SLC6A3	SLC6A3	0.7635000000000001	634	1
5_MACS_peak_26310_lociStitched	chr22	30833962	30847925	5	13422	18129.5592	1833.3419	635		SEC14L2,MTFP1,SEC14L3,SDC4P	MTFP1	SDC4P	0.7415999999999999	635	1
3_MACS_peak_18070_lociStitched	chr19	5552905	5566253	3	12965	19585.5204	1899.4204	636	PLAC2		PLAC2	PLAC2	0.9798	636	1
4_MACS_peak_22904_lociStitched	chr2	220493013	220505817	4	12660	19946.0712	1382.832	637	SLC4A3	STK11IP	SLC4A3	SLC4A3	0.9356	637	1
4_MACS_peak_7554_lociStitched	chr11	64406950	64420163	4	12807	19491.8176	1393.9715	638	NRXN2	SLC22A12	NRXN2	NRXN2	1.2195	638	1
5_MACS_peak_25427_lociStitched	chr21	45967334	45979719	5	11927	22092.363	1707.8915	639	C21orf29,KRTAP10-2,KRTAP10-3	C21orf90,KRTAP10-4,KRTAP10-7,KRTAP10-1,KRTAP10-5,KRTAP10-6	KRTAP10-2	C21orf90	1.424	639	1
4_MACS_peak_25626_lociStitched	chr21	47389899	47400416	4	9729	26258.8456	1604.8942	640		COL6A1	COL6A1	COL6A1	1.6751	640	1
8_MACS_peak_31268_lociStitched	chr6	34066984	34080910	8	12793	19263.8358	1364.748	641	GRM4		GRM4	GRM4	1.1766999999999999	641	1
2_MACS_peak_33162_lociStitched	chr7	155596016	155607629	2	11311	22853.2227	1261.1718	642	SHH		SHH	SHH	1.4469	642	1
6_MACS_peak_24903_lociStitched	chr20	62448292	62461780	6	12693	19653.3648	1522.7952	643		C20orf135,TPD52L2,ZBTB46	ZBTB46	ZBTB46	0.8418	643	1
3_MACS_peak_6881_lociStitched	chr11	1797509	1808662	3	10956	23382.2645	1129.7989	644		SYT8,LOC402778,CTSD,MOB2	MOB2	SYT8	1.8835	644	1
6_MACS_peak_35549_lociStitched	chr9	129427356	129440491	6	12480	20063.7125	1479.001	645	LMX1B		LMX1B	LMX1B	1.6001999999999998	645	1
2_MACS_peak_27048_lociStitched	chr22	44230822	44243134	2	12269	20248.3152	1151.172	646	SULT4A1	EFCAB6,PNPLA5	SULT4A1	PNPLA5	1.1451	646	1
9_MACS_peak_1398_lociStitched	chr1	7526564	7541185	9	13038	18137.3505	1288.1101	647	CAMTA1		VAMP3	VAMP3	NONE	647	1
6_MACS_peak_13566_lociStitched	chr17	146600	159353	6	11959	21487.5297	1647.6876	648	RPH3AL		RPH3AL	RPH3AL	0.72	648	1
3_MACS_peak_27013_lociStitched	chr22	43813529	43826723	3	12674	19111.509	1312.803	649	MPPED1		MPPED1	MPPED1	0.727	649	1
6_MACS_peak_16463_lociStitched	chr17	76444384	76457936	6	12807	18951.1168	1555.7696	650	DNAH17		PGS1	PGS1	0.014100000000000015	650	1
3_MACS_peak_4842_lociStitched	chr1	156585357	156596411	3	10985	24059.031	2189.7974	651	HAPLN2	TTC24,APOA1BP,BCAN,IQGAP3,GPATCH4	HAPLN2	HAPLN2	1.5393	651	1
2_MACS_peak_7440_lociStitched	chr11	64058187	64068748	2	10446	23914.3284	992.734	652	KCNK4,C11orf20	FKBP2,PLCB3,GPR137,ESRRA,PRDX5,CCDC88B,PPP1R14B,BAD,TRMT112	C11orf20	C11orf20	0.9724999999999999	652	1
14_MACS_peak_29953_lociStitched	chr4	8876707	8891978	14	13167	17366.1812	1325.5228	653		HMX1	HMX1	HMX1	0.7746	653	1
5_MACS_peak_16612_lociStitched	chr17	77308606	77322581	5	13178	17454.775	1559.61	654	RBFOX3		RBFOX3	RBFOX3	1.4731	654	1
4_MACS_peak_4942_lociStitched	chr1	161426283	161439631	4	12894	22983.9212	6348.3088	655		FCGR2A	FCGR2A	NONE	NONE	655	1
8_MACS_peak_7950_lociStitched	chr11	69532371	69546004	8	12724	18513.614	1451.9145	656		ORAOV1,FGF19,FGF4	FGF19	FGF19	1.1412	656	1
5_MACS_peak_9100_lociStitched	chr12	1928264	1941238	5	12532	18836.9506	1207.8794	657	LRTM2,CACNA2D4		LRTM2	LRTM2	1.2381	657	1
5_MACS_peak_36319_lociStitched	chr9	136074610	136086956	5	12036	19851.1334	898.7888	658	OBP2B	GBGT1	OBP2B	OBP2B	1.3748	658	1
6_MACS_peak_334_lociStitched	chr1	2531423	2544472	6	12298	19372.5454	1167.8855	659	MMEL1	TNFRSF14,C1orf93,LOC115110	C1orf93	C1orf93	1.0674	659	1
4_MACS_peak_14666_lociStitched	chr17	26831341	26843418	4	11618	21332.8128	1380.4011	660		SLC13A2,FOXN1,UNC119	FOXN1	FOXN1	1.2758999999999998	660	1
7_MACS_peak_31256_lociStitched	chr6	34041064	34054400	7	12644	18399.6792	1218.9104	661	GRM4		GRM4	GRM4	1.1766999999999999	661	1
2_MACS_peak_17479_lociStitched	chr19	1790857	1801793	2	10884	23335.2368	1798.972	662	ATP8B3	ONECUT3,LOC100288123,MIR1909,REXO1	ATP8B3	ONECUT3	2.4724	662	1
6_MACS_peak_13688_lociStitched	chr17	819617	833186	6	12967	17333.0406	1236.1359	663	NXN		NXN	NXN	1.0762	663	1
10_MACS_peak_6462_lociStitched	chr10	134906329	134920386	10	13054	17010.3757	1207.4963	664	GPR123		GPR123	GPR123	0.6895	664	1
5_MACS_peak_27066_lociStitched	chr22	44284897	44298095	5	12479	18940.4498	1339.597	665	PNPLA5	PNPLA3,SULT4A1	PNPLA5	PNPLA5	1.1451	665	1
6_MACS_peak_2127_lociStitched	chr1	16492909	16506740	6	13064	17025.961	1351.2887	666		EPHA2,ARHGEF19	EPHA2	EPHA2	1.4741	666	1
2_MACS_peak_37099_lociStitched	chr9	138645080	138657868	2	12562	18317.5312	1066.5192	667	KCNT1		KCNT1	KCNT1	1.4714	667	1
5_MACS_peak_35207_lociStitched	chr8	145557888	145570344	5	11918	20157.5448	1128.5136	668	SCRT1	HSF1,GPR172A,ADCK5,BOP1,DGAT1,C8ORFK29,FBXL6,MIR939	SCRT1	SCRT1	1.2655	668	1
5_MACS_peak_572_lociStitched	chr1	3238692	3252015	5	12615	17988.7146	993.8958	669	PRDM16		ARHGEF16	ARHGEF16	1.5086	669	1
4_MACS_peak_9219_lociStitched	chr12	3411230	3423555	4	11608	20686.28	1011.8825	670			PRMT8	PRMT8	NONE	670	1
14_MACS_peak_10435_lociStitched	chr14	104637288	104651565	14	12902	16437.1101	506.8335	671	KIF26A		KIF26A	KIF26A	0.8848	671	1
2_MACS_peak_17481_lociStitched	chr19	1802427	1812933	2	10488	24082.9038	2051.8218	672	ATP8B3	ONECUT3,LOC100288123,MIR1909,REXO1	ATP8B3	ONECUT3	2.4724	672	1
5_MACS_peak_15267_lociStitched	chr17	43896857	43909247	5	11792	20385.267	1315.818	673	CRHR1	IMP5	IMP5	IMP5	0.6616	673	1
8_MACS_peak_16326_lociStitched	chr17	75781274	75795242	8	12973	16899.8832	1424.736	674			FLJ45079	FLJ45079	NONE	674	1
6_MACS_peak_21385_lociStitched	chr19	49051414	49064294	6	12143	19039.216	1168.216	675	SULT2B1	SULT2B1,SPACA4,LMTK3	SULT2B1	SULT2B1	1.0903	675	1
6_MACS_peak_29405_lociStitched	chr4	7424992	7437847	6	12433	17972.5755	988.5495	676	SORCS2,PSAPL1	MIR4274	PSAPL1	PSAPL1	1.1223999999999998	676	1
3_MACS_peak_116_lociStitched	chr1	1363513	1374882	3	10825	21987.646	1041.4004	678	VWA1	LOC148413,TMEM88B,ATAD3C,ATAD3B,CCNL2,MRPL20,LOC441869	VWA1	VWA1	1.4582000000000002	678	1
2_MACS_peak_16741_lociStitched	chr17	77648466	77661252	2	12537	17841.5844	1396.2312	679		ENPP7	ENPP7	ENPP7	1.1633	679	1
3_MACS_peak_25401_lociStitched	chr21	45876245	45888288	3	11645	20591.1214	1666.7512	680	LRRC3	C21orf90	LRRC3	C21orf90	1.424	680	1
8_MACS_peak_27300_lociStitched	chr22	45120780	45135255	8	12481	17702.925	1176.8175	681	PRR5,PRR5-ARHGAP8	ARHGAP8	ARHGAP8	ARHGAP8	0.6692	681	1
2_MACS_peak_15444_lociStitched	chr17	47528544	47540294	2	11722	20026.7	1400.6	682		NGFR,PHB	NGFR	NGFR	1.4419	682	1
2_MACS_peak_37150_lociStitched	chr9	138987536	138998811	2	11090	21123.7125	1027.1525	683		NACC2,C9orf69	NACC2	NACC2	1.3323	683	1
1_MACS_peak_31867_lociStitched	chr7	2671837	2682234	1	10398	22469.9964	930.5315	684	TTYH3	AMZ1	TTYH3	TTYH3	1.4893	684	1
3_MACS_peak_16431_lociStitched	chr17	76311180	76323154	3	11556	20131.8862	1336.2984	685		SOCS3	SOCS3	SOCS3	1.3754	685	1
3_MACS_peak_28938_lociStitched	chr4	3459314	3470392	3	10905	21695.1552	1371.4564	686	DOK7	HGFAC	DOK7	DOK7	2.261	686	1
5_MACS_peak_31776_lociStitched	chr7	1621202	1633617	5	11827	19039.644	1005.615	687	KIAA1908	TFAMP1,TMEM184A,PSMG3	KIAA1908	TMEM184A	0.8924	687	1
6_MACS_peak_9179_lociStitched	chr12	3321504	3335330	6	12437	17523.0724	1319.0004	688	TSPAN9		TSPAN9	TSPAN9	0.8644000000000001	688	1
4_MACS_peak_25820_lociStitched	chr22	20138420	20149576	4	11028	21042.4472	1110.022	689		RANBP1,ZDHHC8,LOC150197,TRMT2A	ZDHHC8	LOC150197	1.2879	689	1
4_MACS_peak_26758_lociStitched	chr22	40048129	40060389	4	12097	18489.306	1325.306	690	CACNA1I		CACNA1I	CACNA1I	1.0978999999999999	690	1
7_MACS_peak_30945_lociStitched	chr6	2632436	2645762	7	12777	17043.954	2044.2084	691	C6orf195		C6orf195	C6orf195	0.5368	691	1
4_MACS_peak_14662_lociStitched	chr17	26815744	26828103	4	12021	18990.8394	1651.1624	692	SLC13A2	FOXN1	SLC13A2	FOXN1	1.2758999999999998	692	1
3_MACS_peak_22882_lociStitched	chr2	220328612	220340765	3	11871	19155.5586	1469.2977	693	SPEG	DES,GMPPA,ACCN4	SPEG	ACCN4	1.3591000000000002	693	1
3_MACS_peak_16991_lociStitched	chr17	79149294	79160206	3	10544	21924.3904	1074.832	694	LOC388428	MIR3065,MIR338,MIR1250,AATK,AZI1	AATK	MIR1250	2.267	694	1
3_MACS_peak_218_lociStitched	chr1	2014787	2027125	3	12063	18316.9948	1183.2142	695	PRKCZ	PRKCZ	PRKCZ	PRKCZ	1.0468	695	1
3_MACS_peak_37_lociStitched	chr1	913472	923222	3	9129	24353.55	931.125	696	C1orf170	KLHL17,PLEKHN1,ISG15,AGRN,NOC2L,HES4	C1orf170	HES4	1.9835000000000003	696	1
3_MACS_peak_34880_lociStitched	chr8	143675646	143688134	3	11836	18761.9712	1047.7432	697		ARC	ARC	ARC	1.3409	697	1
6_MACS_peak_21477_lociStitched	chr19	49263053	49276252	6	12386	17302.5691	1227.507	698		FGF21,MAMSTR,RASIP1,IZUMO1,FUT1,BCAT2	FGF21	FGF21	0.9887	698	1
9_MACS_peak_29614_lociStitched	chr4	7998949	8013058	9	12457	17009.8104	1264.1664	699	ABLIM2		AFAP1	AFAP1	NONE	699	1
11_MACS_peak_17321_lociStitched	chr19	378020	391708	11	12372	18054.472	2069.6256	700		MIER2,THEG,C2CD4C	THEG	C2CD4C	1.2464	700	1
5_MACS_peak_36821_lociStitched	chr9	137993398	138005986	5	12445	16682.8764	1047.3216	701	OLFM1	OLFM1	OLFM1	OLFM1	0.8523	701	1
4_MACS_peak_5193_lociStitched	chr1	205628308	205640500	4	11841	19602.2976	2259.1776	702	SLC45A3	ELK4	SLC45A3	SLC45A3	0.7875	702	1
8_MACS_peak_31278_lociStitched	chr6	34084816	34098316	8	11729	18886.5	1278.45	703	GRM4		GRM4	GRM4	1.1766999999999999	703	1
4_MACS_peak_24984_lociStitched	chr20	62867513	62880312	4	12194	17654.9406	1410.4498	704	MYT1	PCMTD2	PCMTD2	NONE	NONE	704	1
2_MACS_peak_25487_lociStitched	chr21	46256456	46267008	2	10434	22168.6968	1505.7704	705		UBE2G2,SUMO3,PTTG1IP	SUMO3	PTTG1IP	0.10090000000000002	705	1
4_MACS_peak_34883_lociStitched	chr8	143688721	143700906	4	11845	18237.2895	1034.5065	706	ARC		ARC	ARC	1.3409	706	1
1_MACS_peak_24743_lociStitched	chr20	61689694	61701502	1	11809	18625.9392	1346.112	707	LOC63930	LOC100144597,HAR1A,NCRNA00029,HAR1B	LOC100144597	LOC100144597	1.3292000000000002	707	1
4_MACS_peak_22114_lociStitched	chr19	56015851	56028088	4	11997	18230.6826	1501.4799	708	SSC5D	ZNF628,NAT14,ISOC2,SBK2	SSC5D	NAT14	1.4782	708	1
5_MACS_peak_36569_lociStitched	chr9	137205281	137217140	5	11530	19254.2724	1233.336	709		RXRA	RXRA	RXRA	0.0858	709	1
5_MACS_peak_9433_lociStitched	chr12	52591011	52603757	5	11941	18281.5878	1455.5932	710		LOC283404,KRT7,KRT80	LOC283404	KRT80	0.8284	710	1
6_MACS_peak_2100_lociStitched	chr1	16411787	16424424	6	12246	17260.8783	1448.2002	711		CLCNKB,FAM131C	FAM131C	CLCNKB	1.9773	711	1
2_MACS_peak_27641_lociStitched	chr22	46390972	46402022	2	11034	20392.775	1284.01	712		LOC730668,LOC150381,WNT7B,LOC100271722,C22orf26	LOC730668	WNT7B	1.7239	712	1
2_MACS_peak_2233_lociStitched	chr1	17439923	17451627	2	11407	19351.3936	1280.4176	713	PADI2		PADI2	PADI2	1.1834	713	1
6_MACS_peak_1489_lociStitched	chr1	7735164	7748158	6	12093	17245.6368	1165.5618	714	CAMTA1		VAMP3	VAMP3	NONE	714	1
4_MACS_peak_7222_lociStitched	chr11	46403316	46414228	4	10730	20865.9264	1282.16	715	MDK,CHRM4	DGKZ	CHRM4	CHRM4	1.6622999999999999	715	1
4_MACS_peak_19448_lociStitched	chr19	17703807	17716387	4	12283	16696.176	1410.218	716	UNC13A	GLT25D1	GLT25D1	GLT25D1	0.14250000000000002	716	1
9_MACS_peak_16092_lociStitched	chr17	72603852	72617343	9	12306	16441.4817	1251.9648	717	CD300E	C17orf77,RAB37,CD300LD	CD300E	CD300E	0.9873	717	1
10_MACS_peak_9105_lociStitched	chr12	1941976	1955977	10	11853	17911.4793	1366.4976	719	LRTM2,CACNA2D4		LRTM2	LRTM2	1.2381	719	1
4_MACS_peak_16999_lociStitched	chr17	79303958	79315033	4	10731	20262.82	870.495	720	TMEM105	SLC38A10,C17orf55	TMEM105	C17orf55	2.1466000000000003	720	1
3_MACS_peak_11747_lociStitched	chr16	1382143	1392341	3	10079	21651.3738	990.2258	721	BAIAP3	UBE2I,GNPTG,C16orf42,UNKL	BAIAP3	BAIAP3	0.8864999999999998	721	1
5_MACS_peak_9985_lociStitched	chr13	113675993	113687389	5	11044	19870.0656	1357.2636	722	MCF2L		MCF2L	MCF2L	1.2752000000000001	722	1
2_MACS_peak_7590_lociStitched	chr11	64480582	64490404	2	9767	22203.6132	954.6984	723	NRXN2	RASGRP2,PYGM	NRXN2	RASGRP2	1.688	723	1
8_MACS_peak_2464_lociStitched	chr1	17988824	18001927	8	12186	16547.7787	1295.8867	724	ARHGEF10L		ACTL8	ACTL8	0.5471	724	1
5_MACS_peak_35728_lociStitched	chr9	132410308	132422506	5	11621	18070.1172	1134.414	725		METTL11A,PRRX2,C9orf50,ASB6	PRRX2	PRRX2	1.4593	725	1
5_MACS_peak_28105_lociStitched	chr3	12909781	12922738	5	11787	18163.1226	1710.324	726		SNORA7A,RPL32	RPL32	NONE	NONE	726	1
6_MACS_peak_35872_lociStitched	chr9	133272154	133284438	6	11412	18545.1548	1056.424	727		ASS1	ASS1	ASS1	0.5864	727	1
6_MACS_peak_24794_lociStitched	chr20	61957734	61970848	6	11980	16962.959	1293.0404	728	COL20A1	MIR4326,CHRNA4	CHRNA4	CHRNA4	1.4431999999999998	728	1
4_MACS_peak_25184_lociStitched	chr21	43763178	43774588	4	10960	20325.774	1846.138	729	TFF2	UBASH3A,TFF3,TFF1,TMPRSS3	TFF2	TFF3	2.0431	729	1
4_MACS_peak_31617_lociStitched	chr7	1017320	1028210	4	10782	19697.832	836.352	730	CYP2W1	ADAP1,COX19,MIR339	CYP2W1	CYP2W1	1.2689	730	1
7_MACS_peak_24536_lociStitched	chr20	60371605	60383915	7	11985	16520.02	960.18	731	CDH4		MIR1257	MIR1257	0.5034000000000001	731	1
7_MACS_peak_36703_lociStitched	chr9	137682956	137695626	7	11631	17691.121	1103.557	732	COL5A1	MIR3689B,MIR3689A	MIR3689B	MIR3689A	0.11739999999999999	732	1
7_MACS_peak_26634_lociStitched	chr22	37946643	37959011	7	11972	16900.872	1464.3712	733	CDC42EP1	GGA1,CARD10,LGALS2	CDC42EP1	CARD10	1.2234	733	1
7_MACS_peak_22174_lociStitched	chr19	56273077	56285716	7	12136	17032.3164	2144.8383	734	RFPL4A	NLRP9	RFPL4A	RFPL4A	0.9274	734	1
3_MACS_peak_21119_lociStitched	chr19	47028796	47041029	3	11861	17209.3844	1513.2221	735		PNMAL2	PNMAL2	PNMAL2	1.784	735	1
4_MACS_peak_22845_lociStitched	chr2	219885659	219898102	4	11640	17792.2457	1430.945	736	CCDC108	LOC151300,FEV,CRYBA2,MIR375,CCDC108,MIR3131,IHH	CCDC108	CRYBA2	1.6603	736	1
8_MACS_peak_22347_lociStitched	chr2	26732640	26745932	8	12099	16436.8872	1517.9464	737	OTOF	C2orf70,OTOF	OTOF	C2orf70	1.5766	737	1
2_MACS_peak_26547_lociStitched	chr22	37457619	37468025	2	10303	20758.9294	1133.2134	738	KCTD17,TMPRSS6	MPST,TST	KCTD17	KCTD17	0.8461000000000001	738	1
6_MACS_peak_1703_lociStitched	chr1	9683651	9695482	6	11048	19228.9243	1368.8467	739		TMEM201,PIK3CD,C1orf200	PIK3CD	C1orf200	1.2488000000000001	739	1
4_MACS_peak_14833_lociStitched	chr17	36696304	36707708	4	10900	19287.5852	1065.1336	740	SRCIN1		SRCIN1	SRCIN1	1.2771	740	1
8_MACS_peak_25330_lociStitched	chr21	45243675	45256838	8	11891	17849.028	2508.8678	741		RRP1,AGPAT3,CSTB,LOC284837	LOC284837	LOC284837	0.15059999999999998	741	1
6_MACS_peak_21440_lociStitched	chr19	49193085	49205225	6	11696	17286.146	1374.248	742	FUT2	CA11,NTN5,MAMSTR,RASIP1,IZUMO1	FUT2	FUT2	1.1498000000000002	742	1
4_MACS_peak_32010_lociStitched	chr7	5629411	5640165	4	10421	20446.5802	1273.2736	743	FSCN1		FSCN1	FSCN1	1.1300000000000001	743	1
3_MACS_peak_13754_lociStitched	chr17	1110251	1122174	3	11555	17630.5401	1350.8759	744		ABR	ABR	ABR	0.5408	744	1
4_MACS_peak_19561_lociStitched	chr19	18059455	18069558	4	9420	22073.0344	926.4451	745	KCNN1	CCDC124,ARRDC2	KCNN1	KCNN1	1.5285	745	1
10_MACS_peak_21559_lociStitched	chr19	49856303	49869479	10	11673	17321.1696	1453.3128	746	DKKL1,TEAD2	CD37,CCDC155,MIR4324,SLC6A16	TEAD2	CCDC155	0.851	746	1
5_MACS_peak_16818_lociStitched	chr17	77879502	77891588	5	11815	16652.0908	1258.1526	747			CBX4	CBX4	0.9490999999999999	747	1
7_MACS_peak_5037_lociStitched	chr1	201360782	201372173	7	10823	19730.3511	1661.9469	748	LAD1	TNNT2,TNNI1	LAD1	TNNT2	1.4117	748	1
5_MACS_peak_18841_lociStitched	chr19	12943644	12955216	5	10655	20145.6948	1731.1712	749	MAST1,RTBDN	JUNB,RNASEH2A,GCDH,PRDX2,RTBDN,DNASE2,KLF1	MAST1	RTBDN	1.0896	749	1
4_MACS_peak_3273_lociStitched	chr1	21950772	21963116	4	11697	17075.4552	1491.1552	750	RAP1GAP		RAP1GAP	RAP1GAP	1.091	750	1
2_MACS_peak_20854_lociStitched	chr19	45376186	45387253	2	11043	18519.5178	1090.0995	751	PVRL2	TOMM40,APOE,APOC1,APOC1P1	TOMM40	APOE	0.9299000000000001	751	1
3_MACS_peak_13778_lociStitched	chr17	1157009	1169007	3	11867	16187.7016	1242.9928	752		BHLHA9,TUSC5	BHLHA9	TUSC5	1.3050000000000002	752	1
3_MACS_peak_6727_lociStitched	chr11	1150421	1161009	3	10434	19698.974	894.686	753			MUC2	MUC2	1.3557000000000001	753	1
5_MACS_peak_19686_lociStitched	chr19	18897920	18910208	5	11251	17929.4208	1226.3424	754	COMP	UPF1	COMP	COMP	1.1756	754	1
8_MACS_peak_3543_lociStitched	chr1	23131746	23144790	8	12037	15471.4884	1215.7008	755	EPHB2	MIR4253	MIR4253	MIR4253	0.9687000000000001	755	1
4_MACS_peak_35495_lociStitched	chr9	127233541	127244918	4	10961	18510.379	1058.061	756	GPR144,NR5A1		GPR144	GPR144	0.6983999999999999	756	1
3_MACS_peak_36746_lociStitched	chr9	137828992	137840850	3	11359	17341.1392	984.214	757		FCN1	FCN1	FCN1	0.88	757	1
