REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X24_0F2A_0229Kronos_MM1S.KB.1hr.2_H3K27me3_hs.dm_i06.bam	X38_0EXQ_0229Kronos_MM1S.KB.1hr.2_Input_hs_i81.bam	enhancerRank	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	TOP_GENE	TSS_SIGNAL	enhancerRank	isStretch
4_MACS_peak_5182_lociStitched	chr1	205490563	205504076	4	12794	22158.6174	2498.5537	603	CDK18	MFSD4,LOC284578	CDK18	CDK18	0.6850999999999999	603	1
8_MACS_peak_31268_lociStitched	chr6	34066984	34080910	8	12793	19263.8358	1364.748	604	GRM4		GRM4	GRM4	1.1766999999999999	604	1
7_MACS_peak_30945_lociStitched	chr6	2632436	2645762	7	12777	17043.954	2044.2084	605	C6orf195		C6orf195	C6orf195	0.5368	605	1
14_MACS_peak_23038_lociStitched	chr2	241613208	241627161	14	12775	14091.1347	619.5132	606	AQP12B	GPR35,AQP12A	AQP12B	AQP12A	0.9930000000000001	606	1
7_MACS_peak_37318_lociStitched	chr9	140260419	140273857	7	12770	20804.7116	1259.1406	607	EXD3	NOXA1	EXD3	NOXA1	1.7633	607	1
1_MACS_peak_17729_lociStitched	chr19	3451825	3464585	1	12761	23364.836	1795.332	608	NFIC	FZR1,C19orf77,DOHH	C19orf77	C19orf77	1.3755	608	1
2_MACS_peak_30693_lociStitched	chr5	176299995	176312804	2	12746	28830.4972	1439.7316	609	UNC5A,HK3		HK3	HK3	0.9551000000000001	609	1
8_MACS_peak_7950_lociStitched	chr11	69532371	69546004	8	12724	18513.614	1451.9145	610		ORAOV1,FGF19,FGF4	FGF19	FGF19	1.1412	610	1
6_MACS_peak_24903_lociStitched	chr20	62448292	62461780	6	12693	19653.3648	1522.7952	611		C20orf135,TPD52L2,ZBTB46	ZBTB46	ZBTB46	0.8418	611	1
3_MACS_peak_27013_lociStitched	chr22	43813529	43826723	3	12674	19111.509	1312.803	612	MPPED1		MPPED1	MPPED1	0.727	612	1
3_MACS_peak_35752_lociStitched	chr9	132479976	132492870	3	12664	19927.677	1284.2424	613	PRRX2	PTGES	PTGES	PTGES	1.5584	613	1
4_MACS_peak_22904_lociStitched	chr2	220493013	220505817	4	12660	19946.0712	1382.832	614	SLC4A3	STK11IP	SLC4A3	SLC4A3	0.9356	614	1
7_MACS_peak_31256_lociStitched	chr6	34041064	34054400	7	12644	18399.6792	1218.9104	615	GRM4		GRM4	GRM4	1.1766999999999999	615	1
2_MACS_peak_17727_lociStitched	chr19	3437709	3450570	2	12627	27712.8828	2028.1797	616	NFIC	C19orf77	C19orf77	C19orf77	1.3755	616	1
5_MACS_peak_572_lociStitched	chr1	3238692	3252015	5	12615	17988.7146	993.8958	617	PRDM16		ARHGEF16	ARHGEF16	1.5086	617	1
2_MACS_peak_37235_lociStitched	chr9	139873717	139886393	2	12614	26955.514	1437.4584	618	PTGDS,LCNL1	C8G,LCN12,C9orf142,C9orf139,FBXW5,CLIC3,ABCA2,FUT7	LCNL1	LCNL1	1.9384000000000001	618	1
2_MACS_peak_6767_lociStitched	chr11	1416455	1429352	2	12577	20197.9917	1091.0862	619	BRSK2		BRSK2	BRSK2	1.0295	619	1
2_MACS_peak_37099_lociStitched	chr9	138645080	138657868	2	12562	18317.5312	1066.5192	620	KCNT1		KCNT1	KCNT1	1.4714	620	1
5_MACS_peak_96_lociStitched	chr1	1171659	1185022	5	12541	27757.6236	1115.8105	621	FAM132A	B3GALT6,SCNN1D,TNFRSF18,TNFRSF4,SDF4,UBE2J2	FAM132A	TNFRSF18	2.5108	621	1
2_MACS_peak_16741_lociStitched	chr17	77648466	77661252	2	12537	17841.5844	1396.2312	622		ENPP7	ENPP7	ENPP7	1.1633	622	1
5_MACS_peak_9100_lociStitched	chr12	1928264	1941238	5	12532	18836.9506	1207.8794	623	LRTM2,CACNA2D4		LRTM2	LRTM2	1.2381	623	1
3_MACS_peak_125_lociStitched	chr1	1383498	1396174	3	12504	21063.7092	1276.4732	624	ATAD3C	LOC148413,TMEM88B,VWA1,ATAD3B,CCNL2,MRPL20,LOC441869	ATAD3C	VWA1	1.4582000000000002	624	1
8_MACS_peak_27300_lociStitched	chr22	45120780	45135255	8	12481	17702.925	1176.8175	625	PRR5,PRR5-ARHGAP8	ARHGAP8	ARHGAP8	ARHGAP8	0.6692	625	1
6_MACS_peak_35549_lociStitched	chr9	129427356	129440491	6	12480	20063.7125	1479.001	626	LMX1B		LMX1B	LMX1B	1.6001999999999998	626	1
5_MACS_peak_27066_lociStitched	chr22	44284897	44298095	5	12479	18940.4498	1339.597	627	PNPLA5	PNPLA3,SULT4A1	PNPLA5	PNPLA5	1.1451	627	1
1_MACS_peak_15521_lociStitched	chr17	48262866	48275327	1	12462	22610.4845	1606.2229	628	COL1A1	SGCA,PPP1R9B,HILS1	COL1A1	COL1A1	1.2157999999999998	628	1
9_MACS_peak_29614_lociStitched	chr4	7998949	8013058	9	12457	17009.8104	1264.1664	629	ABLIM2		AFAP1	AFAP1	NONE	629	1
5_MACS_peak_36821_lociStitched	chr9	137993398	138005986	5	12445	16682.8764	1047.3216	630	OLFM1	OLFM1	OLFM1	OLFM1	0.8523	630	1
6_MACS_peak_9179_lociStitched	chr12	3321504	3335330	6	12437	17523.0724	1319.0004	631	TSPAN9		TSPAN9	TSPAN9	0.8644000000000001	631	1
6_MACS_peak_29405_lociStitched	chr4	7424992	7437847	6	12433	17972.5755	988.5495	632	SORCS2,PSAPL1	MIR4274	PSAPL1	PSAPL1	1.1223999999999998	632	1
3_MACS_peak_13623_lociStitched	chr17	699801	712755	3	12407	23607.3696	1446.9618	633	NXN	DBIL5P,RNMTL1,GEMIN4,GLOD4	GLOD4	RNMTL1	0.023800000000000016	633	1
6_MACS_peak_21477_lociStitched	chr19	49263053	49276252	6	12386	17302.5691	1227.507	634		FGF21,MAMSTR,RASIP1,IZUMO1,FUT1,BCAT2	FGF21	FGF21	0.9887	634	1
2_MACS_peak_17845_lociStitched	chr19	4511670	4524359	2	12381	29309.0522	1994.7108	635	PLIN4,PLIN5	HDGFRP2,LRG1,SEMA6B	PLIN4	LRG1	1.6977000000000002	635	1
11_MACS_peak_17321_lociStitched	chr19	378020	391708	11	12372	18054.472	2069.6256	636		MIER2,THEG,C2CD4C	THEG	C2CD4C	1.2464	636	1
3_MACS_peak_37354_lociStitched	chr9	140774917	140787683	3	12364	34409.4764	2536.6042	637	CACNA1B	MIR602	CACNA1B	CACNA1B	0.6362	637	1
5_MACS_peak_13734_lociStitched	chr17	1026540	1039489	5	12346	24499.508	1476.186	638	ABR	ABR	ABR	ABR	0.5408	638	1
9_MACS_peak_16092_lociStitched	chr17	72603852	72617343	9	12306	16441.4817	1251.9648	639	CD300E	C17orf77,RAB37,CD300LD	CD300E	CD300E	0.9873	639	1
6_MACS_peak_334_lociStitched	chr1	2531423	2544472	6	12298	19372.5454	1167.8855	640	MMEL1	TNFRSF14,C1orf93,LOC115110	C1orf93	C1orf93	1.0674	640	1
6_MACS_peak_14808_lociStitched	chr17	35287228	35300214	6	12285	26969.3248	1327.1692	641	LHX1	AATF	LHX1	LHX1	1.6055	641	1
4_MACS_peak_19448_lociStitched	chr19	17703807	17716387	4	12283	16696.176	1410.218	642	UNC13A	GLT25D1	GLT25D1	GLT25D1	0.14250000000000002	642	1
2_MACS_peak_27048_lociStitched	chr22	44230822	44243134	2	12269	20248.3152	1151.172	643	SULT4A1	EFCAB6,PNPLA5	SULT4A1	PNPLA5	1.1451	643	1
3_MACS_peak_28025_lociStitched	chr22	51039394	51052105	3	12249	27685.8291	1252.0335	644	MAPK8IP2	LOC100144603,C22orf41,CPT1B,CHKB,ARSA	MAPK8IP2	MAPK8IP2	1.5203	644	1
6_MACS_peak_2100_lociStitched	chr1	16411787	16424424	6	12246	17260.8783	1448.2002	645		CLCNKB,FAM131C	FAM131C	CLCNKB	1.9773	645	1
4_MACS_peak_24984_lociStitched	chr20	62867513	62880312	4	12194	17654.9406	1410.4498	646	MYT1	PCMTD2	PCMTD2	NONE	NONE	646	1
8_MACS_peak_2464_lociStitched	chr1	17988824	18001927	8	12186	16547.7787	1295.8867	647	ARHGEF10L		ACTL8	ACTL8	0.5471	647	1
3_MACS_peak_16922_lociStitched	chr17	78394580	78407611	3	12184	21787.832	1310.9186	648	FLJ35220	LOC100294362,NPTX1	LOC100294362	NPTX1	1.9324000000000001	648	1
1_MACS_peak_28903_lociStitched	chr4	1795585	1807751	1	12167	26169.066	1065.7416	649	FGFR3		FGFR3	FGFR3	1.4047999999999998	649	1
6_MACS_peak_21385_lociStitched	chr19	49051414	49064294	6	12143	19039.216	1168.216	650	SULT2B1	SULT2B1,SPACA4,LMTK3	SULT2B1	SULT2B1	1.0903	650	1
7_MACS_peak_22174_lociStitched	chr19	56273077	56285716	7	12136	17032.3164	2144.8383	651	RFPL4A	NLRP9	RFPL4A	RFPL4A	0.9274	651	1
8_MACS_peak_22347_lociStitched	chr2	26732640	26745932	8	12099	16436.8872	1517.9464	652	OTOF	C2orf70,OTOF	OTOF	C2orf70	1.5766	652	1
4_MACS_peak_26758_lociStitched	chr22	40048129	40060389	4	12097	18489.306	1325.306	653	CACNA1I		CACNA1I	CACNA1I	1.0978999999999999	653	1
6_MACS_peak_1489_lociStitched	chr1	7735164	7748158	6	12093	17245.6368	1165.5618	654	CAMTA1		VAMP3	VAMP3	NONE	654	1
3_MACS_peak_34172_lociStitched	chr8	21980379	21992953	3	12076	27728.1848	1154.2932	655	HR	FAM160B2,SFTPC,BMP1,NUDT18,REEP4,LGI3	HR	LGI3	1.3425	655	1
3_MACS_peak_218_lociStitched	chr1	2014787	2027125	3	12063	18316.9948	1183.2142	656	PRKCZ	PRKCZ	PRKCZ	PRKCZ	1.0468	656	1
3_MACS_peak_16794_lociStitched	chr17	77813729	77825940	3	12057	25401.3222	1127.0753	657		CBX8,CBX4	CBX4	CBX8	1.6875	657	1
8_MACS_peak_3543_lociStitched	chr1	23131746	23144790	8	12037	15471.4884	1215.7008	658	EPHB2	MIR4253	MIR4253	MIR4253	0.9687000000000001	658	1
5_MACS_peak_36319_lociStitched	chr9	136074610	136086956	5	12036	19851.1334	898.7888	659	OBP2B	GBGT1	OBP2B	OBP2B	1.3748	659	1
2_MACS_peak_36714_lociStitched	chr9	137704852	137716920	2	12034	24507.6944	971.474	660	COL5A1	MIR3689B,MIR3689A	MIR3689B	MIR3689A	0.11739999999999999	660	1
4_MACS_peak_14662_lociStitched	chr17	26815744	26828103	4	12021	18990.8394	1651.1624	661	SLC13A2	FOXN1	SLC13A2	FOXN1	1.2758999999999998	661	1
1_MACS_peak_16782_lociStitched	chr17	77771577	77783576	1	12000	31779.3515	1227.4977	662		CBX2,CBX8,CBX4	CBX8	CBX2	1.7261	662	1
4_MACS_peak_22114_lociStitched	chr19	56015851	56028088	4	11997	18230.6826	1501.4799	663	SSC5D	ZNF628,NAT14,ISOC2,SBK2	SSC5D	NAT14	1.4782	663	1
2_MACS_peak_6647_lociStitched	chr11	407833	419959	2	11988	24264.126	1165.3086	664	SIGIRR,ANO9	B4GALNT4,PKP3,PTDSS2	SIGIRR	B4GALNT4	1.399	664	1
7_MACS_peak_24536_lociStitched	chr20	60371605	60383915	7	11985	16520.02	960.18	665	CDH4		MIR1257	MIR1257	0.5034000000000001	665	1
6_MACS_peak_24794_lociStitched	chr20	61957734	61970848	6	11980	16962.959	1293.0404	666	COL20A1	MIR4326,CHRNA4	CHRNA4	CHRNA4	1.4431999999999998	666	1
3_MACS_peak_17070_lociStitched	chr17	79913734	79926229	3	11978	24802.575	1115.8035	667	NOTUM	LOC92659,ASPSCR1,PCYT2,SIRT7,MAFG,PYCR1,MYADML2	NOTUM	NOTUM	1.4588999999999999	667	1
7_MACS_peak_26634_lociStitched	chr22	37946643	37959011	7	11972	16900.872	1464.3712	668	CDC42EP1	GGA1,CARD10,LGALS2	CDC42EP1	CARD10	1.2234	668	1
9_MACS_peak_27593_lociStitched	chr22	46020593	46033669	9	11962	14371.8316	1455.3588	669		ATXN10	ATXN10	NONE	NONE	669	1
6_MACS_peak_13566_lociStitched	chr17	146600	159353	6	11959	21487.5297	1647.6876	670	RPH3AL		RPH3AL	RPH3AL	0.72	670	1
5_MACS_peak_9433_lociStitched	chr12	52591011	52603757	5	11941	18281.5878	1455.5932	671		LOC283404,KRT7,KRT80	LOC283404	KRT80	0.8284	671	1
5_MACS_peak_25427_lociStitched	chr21	45967334	45979719	5	11927	22092.363	1707.8915	672	C21orf29,KRTAP10-2,KRTAP10-3	C21orf90,KRTAP10-4,KRTAP10-7,KRTAP10-1,KRTAP10-5,KRTAP10-6	KRTAP10-2	C21orf90	1.424	672	1
5_MACS_peak_35207_lociStitched	chr8	145557888	145570344	5	11918	20157.5448	1128.5136	673	SCRT1	HSF1,GPR172A,ADCK5,BOP1,DGAT1,C8ORFK29,FBXL6,MIR939	SCRT1	SCRT1	1.2655	673	1
3_MACS_peak_6787_lociStitched	chr11	1558975	1571290	3	11906	23916.9615	1414.9935	674	MOB2	LOC338651,DUSP8,KRTAP5-1,KRTAP5-2	DUSP8	LOC338651	1.1015000000000001	674	1
3_MACS_peak_32325_lociStitched	chr7	99762985	99775081	3	11893	22539.6864	1345.0752	675	GAL3ST4,GPC2	CNPY4,MBLAC1,C7orf59,STAG3,PVRIG,TAF6,C7orf43	GAL3ST4	GAL3ST4	0.9906999999999999	675	1
8_MACS_peak_25330_lociStitched	chr21	45243675	45256838	8	11891	17849.028	2508.8678	676		RRP1,AGPAT3,CSTB,LOC284837	LOC284837	LOC284837	0.15059999999999998	676	1
2_MACS_peak_6990_lociStitched	chr11	2227343	2239443	2	11873	23160.61	1110.78	677		INS,TH	TH	TH	1.732	677	1
2_MACS_peak_25788_lociStitched	chr22	19705912	19718231	2	11872	28906.5335	1272.5527	678	SEPT5-GP1BB,SEPT5,GP1BB	TBX1	GP1BB	GP1BB	2.3145000000000002	678	1
3_MACS_peak_22882_lociStitched	chr2	220328612	220340765	3	11871	19155.5586	1469.2977	679	SPEG	DES,GMPPA,ACCN4	SPEG	ACCN4	1.3591000000000002	679	1
3_MACS_peak_13778_lociStitched	chr17	1157009	1169007	3	11867	16187.7016	1242.9928	680		BHLHA9,TUSC5	BHLHA9	TUSC5	1.3050000000000002	680	1
3_MACS_peak_21119_lociStitched	chr19	47028796	47041029	3	11861	17209.3844	1513.2221	681		PNMAL2	PNMAL2	PNMAL2	1.784	681	1
10_MACS_peak_9105_lociStitched	chr12	1941976	1955977	10	11853	17911.4793	1366.4976	682	LRTM2,CACNA2D4		LRTM2	LRTM2	1.2381	682	1
4_MACS_peak_34883_lociStitched	chr8	143688721	143700906	4	11845	18237.2895	1034.5065	683	ARC		ARC	ARC	1.3409	683	1
4_MACS_peak_5193_lociStitched	chr1	205628308	205640500	4	11841	19602.2976	2259.1776	684	SLC45A3	ELK4	SLC45A3	SLC45A3	0.7875	684	1
3_MACS_peak_34880_lociStitched	chr8	143675646	143688134	3	11836	18761.9712	1047.7432	685		ARC	ARC	ARC	1.3409	685	1
5_MACS_peak_31776_lociStitched	chr7	1621202	1633617	5	11827	19039.644	1005.615	686	KIAA1908	TFAMP1,TMEM184A,PSMG3	KIAA1908	TMEM184A	0.8924	686	1
9_MACS_peak_4089_lociStitched	chr1	30842931	30855462	9	11823	15202.6092	1511.2386	687			LOC100129196	LOC100129196	NONE	687	1
5_MACS_peak_16818_lociStitched	chr17	77879502	77891588	5	11815	16652.0908	1258.1526	688			CBX4	CBX4	0.9490999999999999	688	1
1_MACS_peak_24743_lociStitched	chr20	61689694	61701502	1	11809	18625.9392	1346.112	689	LOC63930	LOC100144597,HAR1A,NCRNA00029,HAR1B	LOC100144597	LOC100144597	1.3292000000000002	689	1
5_MACS_peak_15267_lociStitched	chr17	43896857	43909247	5	11792	20385.267	1315.818	690	CRHR1	IMP5	IMP5	IMP5	0.6616	690	1
5_MACS_peak_28105_lociStitched	chr3	12909781	12922738	5	11787	18163.1226	1710.324	691		SNORA7A,RPL32	RPL32	NONE	NONE	691	1
7_MACS_peak_18390_lociStitched	chr19	7834506	7847666	7	11744	15573.544	2005.584	692		CLEC4M,CLEC4GP1,EVI5L,CLEC4G,CD209	CLEC4GP1	CLEC4GP1	1.1124	692	1
8_MACS_peak_31278_lociStitched	chr6	34084816	34098316	8	11729	18886.5	1278.45	693	GRM4		GRM4	GRM4	1.1766999999999999	693	1
2_MACS_peak_15444_lociStitched	chr17	47528544	47540294	2	11722	20026.7	1400.6	694		NGFR,PHB	NGFR	NGFR	1.4419	694	1
7_MACS_peak_15256_lociStitched	chr17	43876601	43889228	7	11715	15681.4713	1337.1993	695	CRHR1	IMP5	CRHR1	CRHR1	1.0998999999999999	695	1
4_MACS_peak_3273_lociStitched	chr1	21950772	21963116	4	11697	17075.4552	1491.1552	696	RAP1GAP		RAP1GAP	RAP1GAP	1.091	696	1
6_MACS_peak_21440_lociStitched	chr19	49193085	49205225	6	11696	17286.146	1374.248	697	FUT2	CA11,NTN5,MAMSTR,RASIP1,IZUMO1	FUT2	FUT2	1.1498000000000002	697	1
4_MACS_peak_211_lociStitched	chr1	1998745	2010860	4	11679	16056.0095	881.972	698	PRKCZ	GABRD,PRKCZ	PRKCZ	GABRD	1.7906	698	1
10_MACS_peak_21559_lociStitched	chr19	49856303	49869479	10	11673	17321.1696	1453.3128	699	DKKL1,TEAD2	CD37,CCDC155,MIR4324,SLC6A16	TEAD2	CCDC155	0.851	699	1
3_MACS_peak_25401_lociStitched	chr21	45876245	45888288	3	11645	20591.1214	1666.7512	700	LRRC3	C21orf90	LRRC3	C21orf90	1.424	700	1
4_MACS_peak_22845_lociStitched	chr2	219885659	219898102	4	11640	17792.2457	1430.945	701	CCDC108	LOC151300,FEV,CRYBA2,MIR375,CCDC108,MIR3131,IHH	CCDC108	CRYBA2	1.6603	701	1
7_MACS_peak_36703_lociStitched	chr9	137682956	137695626	7	11631	17691.121	1103.557	702	COL5A1	MIR3689B,MIR3689A	MIR3689B	MIR3689A	0.11739999999999999	702	1
3_MACS_peak_32349_lociStitched	chr7	100214150	100225815	3	11621	16882.7545	1376.47	703	TFR2	FBXO24,PCOLCE,MOSPD3,GNB2,SAP25,LRCH4,ACTL6B	MOSPD3	PCOLCE	1.1608	703	1
5_MACS_peak_35728_lociStitched	chr9	132410308	132422506	5	11621	18070.1172	1134.414	704		METTL11A,PRRX2,C9orf50,ASB6	PRRX2	PRRX2	1.4593	704	1
4_MACS_peak_14666_lociStitched	chr17	26831341	26843418	4	11618	21332.8128	1380.4011	705		SLC13A2,FOXN1,UNC119	FOXN1	FOXN1	1.2758999999999998	705	1
2_MACS_peak_15441_lociStitched	chr17	47514697	47526353	2	11608	15262.3664	1694.7824	706		NGFR,PHB	PHB	NGFR	1.4419	706	1
4_MACS_peak_9219_lociStitched	chr12	3411230	3423555	4	11608	20686.28	1011.8825	707			PRMT8	PRMT8	NONE	707	1
1_MACS_peak_16972_lociStitched	chr17	78996862	79008463	1	11602	24943.3101	1387.4796	708	FLJ90757	CHMP6,BAIAP2	FLJ90757	BAIAP2	2.417	708	1
3_MACS_peak_16431_lociStitched	chr17	76311180	76323154	3	11556	20131.8862	1336.2984	709		SOCS3	SOCS3	SOCS3	1.3754	709	1
3_MACS_peak_13754_lociStitched	chr17	1110251	1122174	3	11555	17630.5401	1350.8759	710		ABR	ABR	ABR	0.5408	710	1
7_MACS_peak_20152_lociStitched	chr19	36287421	36300205	7	11552	14865.2352	1251.5536	711	PRODH2	LIN37,C19orf55,ARHGAP33,KIRREL2,HSPB6,NPHS1	PRODH2	KIRREL2	1.2539	711	1
5_MACS_peak_36569_lociStitched	chr9	137205281	137217140	5	11530	19254.2724	1233.336	712		RXRA	RXRA	RXRA	0.0858	712	1
6_MACS_peak_2855_lociStitched	chr1	19009149	19021357	6	11529	15506.6016	1004.7184	713	PAX7		PAX7	PAX7	1.0821	713	1
1_MACS_peak_6017_lociStitched	chr10	104167157	104178680	1	11524	25594.8876	1268.6823	714	PSD	NFKB2,FBXL15,MIR146B,TMEM180,CUEDC2,C10orf95	PSD	PSD	0.9819	714	1
3_MACS_peak_7040_lociStitched	chr11	2380681	2392379	3	11517	16365.502	1506.7024	715		CD81,TSSC4	CD81	CD81	1.1032	715	1
7_MACS_peak_17664_lociStitched	chr19	3258920	3271112	7	11502	16108.0704	1391.1072	716	CELF5		CELF5	CELF5	1.0423	716	1
10_MACS_peak_11663_lociStitched	chr16	979146	991603	10	11486	15547.5817	1081.2676	717	LMF1	SOX8	LMF1	SOX8	1.7844	717	1
8_MACS_peak_8032_lociStitched	chr11	69688278	69700468	8	11465	16095.676	1059.311	718			FGF3	FGF3	NONE	718	1
5_MACS_peak_8161_lociStitched	chr11	70022931	70034977	5	11443	16463.2682	1051.6158	719	ANO1	FADD	FADD	FADD	0.1701	719	1
6_MACS_peak_35872_lociStitched	chr9	133272154	133284438	6	11412	18545.1548	1056.424	720		ASS1	ASS1	ASS1	0.5864	720	1
9_MACS_peak_7574_lociStitched	chr11	64457547	64469745	9	11409	16794.2064	1341.78	721	NRXN2	NRXN2,RASGRP2	NRXN2	RASGRP2	1.688	721	1
2_MACS_peak_2233_lociStitched	chr1	17439923	17451627	2	11407	19351.3936	1280.4176	722	PADI2		PADI2	PADI2	1.1834	722	1
3_MACS_peak_36435_lociStitched	chr9	136498862	136510385	3	11382	16540.1142	914.9262	723	DBH		DBH	DBH	1.3627	723	1
3_MACS_peak_29012_lociStitched	chr4	3732570	3744068	3	11373	17091.777	863.4998	724		ADRA2C	ADRA2C	ADRA2C	0.7223999999999999	724	1
3_MACS_peak_36746_lociStitched	chr9	137828992	137840850	3	11359	17341.1392	984.214	725		FCN1	FCN1	FCN1	0.88	725	1
3_MACS_peak_16754_lociStitched	chr17	77686767	77698347	3	11347	17389.686	1302.75	726		ENPP7	ENPP7	ENPP7	1.1633	726	1
3_MACS_peak_23973_lociStitched	chr20	56151919	56163324	3	11341	16785.879	1361.757	727		PCK1,ZBP1	PCK1	PCK1	1.1797	727	1
4_MACS_peak_31598_lociStitched	chr7	964144	975684	4	11332	16936.104	932.432	728	ADAP1	GET4,CYP2W1,COX19	ADAP1	CYP2W1	1.2689	728	1
3_MACS_peak_26737_lociStitched	chr22	39966864	39978452	3	11316	17744.7044	1380.1308	729	CACNA1I	RPS19BP1	CACNA1I	CACNA1I	1.0978999999999999	729	1
2_MACS_peak_33162_lociStitched	chr7	155596016	155607629	2	11311	22853.2227	1261.1718	730	SHH		SHH	SHH	1.4469	730	1
6_MACS_peak_21143_lociStitched	chr19	47521240	47532965	6	11269	16198.0875	928.62	731	NPAS1	TMEM160	NPAS1	NPAS1	0.5249999999999999	731	1
4_MACS_peak_20819_lociStitched	chr19	45305895	45317588	4	11266	15557.5365	1264.0133	732	BCAM	CBLC,PVRL2	BCAM	BCAM	1.1658	732	1
5_MACS_peak_19686_lociStitched	chr19	18897920	18910208	5	11251	17929.4208	1226.3424	733	COMP	UPF1	COMP	COMP	1.1756	733	1
12_MACS_peak_23460_lociStitched	chr20	31595422	31608456	12	11249	14441.672	1394.638	734	BPIL1	BPIL3,C20orf185,SUN5	BPIL1	BPIL1	0.6819	734	1
7_MACS_peak_7677_lociStitched	chr11	66313771	66326611	7	11248	15215.4	1467.612	735	ACTN3	BBS1,CCS,ZDHHC24,CTSF,CCDC87	ACTN3	CTSF	1.1135000000000002	735	1
6_MACS_peak_552_lociStitched	chr1	3178315	3190065	6	11210	16353.65	908.275	736	PRDM16		MIR4251	MIR4251	1.4012	736	1
5_MACS_peak_32570_lociStitched	chr7	100932224	100944457	5	11184	15748.7642	1456.9503	737		FIS1,RABL5	RABL5	RABL5	0.1578	737	1
12_MACS_peak_34487_lociStitched	chr8	142537249	142550726	12	11182	14507.9905	1078.16	738		FLJ43860	FLJ43860	FLJ43860	0.7299	738	1
5_MACS_peak_27553_lociStitched	chr22	45932860	45944870	5	11180	16943.708	1244.236	739	FBLN1		FBLN1	FBLN1	1.0807	739	1
8_MACS_peak_26840_lociStitched	chr22	42775672	42788509	8	11174	14478.8523	1247.7564	740	NFAM1		NFAM1	NFAM1	1.1761	740	1
3_MACS_peak_12298_lociStitched	chr16	30032701	30044587	3	11173	26303.718	1479.807	741	C16orf92,FAM57B	TAOK2,INO80E,ALDOA,PPP4C,HIRIP3,DOC2A	FAM57B	FAM57B	1.657	741	1
2_MACS_peak_37150_lociStitched	chr9	138987536	138998811	2	11090	21123.7125	1027.1525	742		NACC2,C9orf69	NACC2	NACC2	1.3323	742	1
3_MACS_peak_7202_lociStitched	chr11	45917485	45928708	3	11085	16890.615	1300.7457	743	MAPK8IP1,C11orf94	CRY2,GYLTL1B,PEX16	C11orf94	C11orf94	0.7136	743	1
3_MACS_peak_26625_lociStitched	chr22	37901628	37912865	3	11085	15175.5685	1170.8954	744	CARD10	CDC42EP1,MFNG	CARD10	CARD10	1.2234	744	1
7_MACS_peak_563_lociStitched	chr1	3220038	3231519	7	11082	16477.5312	1179.0987	745	PRDM16		ARHGEF16	ARHGEF16	1.5086	745	1
7_MACS_peak_413_lociStitched	chr1	2776179	2788897	7	11077	16885.6886	899.1626	746			ACTRT2	ACTRT2	1.1617	746	1
1_MACS_peak_1486_lociStitched	chr1	7715971	7727034	1	11064	16929.7089	993.4574	747	CAMTA1		VAMP3	VAMP3	NONE	747	1
6_MACS_peak_5069_lociStitched	chr1	202176412	202188728	6	11052	17453.0036	2140.5208	748	LGR6	PTPRVP,PTPN7	LGR6	PTPRVP	0.848	748	1
6_MACS_peak_1703_lociStitched	chr1	9683651	9695482	6	11048	19228.9243	1368.8467	749		TMEM201,PIK3CD,C1orf200	PIK3CD	C1orf200	1.2488000000000001	749	1
5_MACS_peak_9985_lociStitched	chr13	113675993	113687389	5	11044	19870.0656	1357.2636	750	MCF2L		MCF2L	MCF2L	1.2752000000000001	750	1
2_MACS_peak_20854_lociStitched	chr19	45376186	45387253	2	11043	18519.5178	1090.0995	751	PVRL2	TOMM40,APOE,APOC1,APOC1P1	TOMM40	APOE	0.9299000000000001	751	1
2_MACS_peak_27641_lociStitched	chr22	46390972	46402022	2	11034	20392.775	1284.01	752		LOC730668,LOC150381,WNT7B,LOC100271722,C22orf26	LOC730668	WNT7B	1.7239	752	1
4_MACS_peak_25820_lociStitched	chr22	20138420	20149576	4	11028	21042.4472	1110.022	753		RANBP1,ZDHHC8,LOC150197,TRMT2A	ZDHHC8	LOC150197	1.2879	753	1
2_MACS_peak_4882_lociStitched	chr1	156889512	156900799	2	11027	27922.9093	2084.7089	754	C1orf92	PEAR1,MIR765	C1orf92	PEAR1	1.788	754	1
7_MACS_peak_3363_lociStitched	chr1	22643857	22656502	7	11005	13837.4235	1261.971	755			ZBTB40	ZBTB40	NONE	755	1
3_MACS_peak_20892_lociStitched	chr19	45738073	45749286	3	10996	15329.2923	1384.8055	756		MARK4,EXOC3L2	EXOC3L2	EXOC3L2	1.015	756	1
6_MACS_peak_2023_lociStitched	chr1	11925559	11937120	6	10993	15749.5503	1327.2028	757		NPPA,NPPB,KIAA2013	NPPB	NPPB	0.8579000000000001	757	1
3_MACS_peak_4842_lociStitched	chr1	156585357	156596411	3	10985	24059.031	2189.7974	758	HAPLN2	TTC24,APOA1BP,BCAN,IQGAP3,GPATCH4	HAPLN2	HAPLN2	1.5393	758	1
2_MACS_peak_7388_lociStitched	chr11	61636015	61647000	2	10977	18413.057	1227.0245	759	FADS3	FADS2,RAB3IL1	FADS3	RAB3IL1	0.8728	759	1
5_MACS_peak_29362_lociStitched	chr4	7326572	7337910	5	10977	14184.9718	1007.9482	760	SORCS2		PSAPL1	PSAPL1	1.1223999999999998	760	1
