GENE_ID	locusLine	bin_1_09_0EWV_0229Kronos_MM1S-KB-24hr-1_H3K18Ac_hs-dm_i17.bam
1_MACS_peak_480_lociStitched	chr1(.):32965491-32966921	1.0712
1_MACS_peak_481_lociStitched	chr1(.):33004599-33006249	0.5532
2_MACS_peak_482_lociStitched	chr1(.):33088250-33095189	1.624
1_MACS_peak_484_lociStitched	chr1(.):33114897-33117970	3.2134
1_MACS_peak_485_lociStitched	chr1(.):33181627-33183448	0.8903
1_MACS_peak_486_lociStitched	chr1(.):33190482-33191678	0.8026
1_MACS_peak_487_lociStitched	chr1(.):33206543-33208757	0.7606
1_MACS_peak_488_lociStitched	chr1(.):33281624-33285661	3.4463
1_MACS_peak_489_lociStitched	chr1(.):33428731-33431537	1.0794
2_MACS_peak_490_lociStitched	chr1(.):33445243-33450440	1.55
1_MACS_peak_492_lociStitched	chr1(.):33456834-33459583	1.2356
1_MACS_peak_493_lociStitched	chr1(.):33501563-33502900	0.7873
1_MACS_peak_494_lociStitched	chr1(.):33545932-33547652	0.8939
1_MACS_peak_495_lociStitched	chr1(.):33562907-33566376	2.06
1_MACS_peak_496_lociStitched	chr1(.):33591836-33594458	1.6125
1_MACS_peak_497_lociStitched	chr1(.):33646595-33648111	0.7992
2_MACS_peak_498_lociStitched	chr1(.):33720532-33723468	0.9241
2_MACS_peak_500_lociStitched	chr1(.):33814070-33816567	1.105
1_MACS_peak_502_lociStitched	chr1(.):33895699-33896712	0.4871
1_MACS_peak_503_lociStitched	chr1(.):33924782-33929471	2.082
1_MACS_peak_504_lociStitched	chr1(.):33937389-33939022	0.8241
2_MACS_peak_505_lociStitched	chr1(.):34514577-34516958	0.4773
1_MACS_peak_507_lociStitched	chr1(.):34825750-34827959	0.7578
2_MACS_peak_508_lociStitched	chr1(.):35324415-35332930	0.6944
1_MACS_peak_510_lociStitched	chr1(.):35449692-35451749	1.3692
1_MACS_peak_511_lociStitched	chr1(.):35496027-35498138	2.4226
1_MACS_peak_512_lociStitched	chr1(.):35544189-35546086	1.6745
1_MACS_peak_513_lociStitched	chr1(.):35656979-35659771	1.493
1_MACS_peak_514_lociStitched	chr1(.):35733442-35735516	1.635
1_MACS_peak_515_lociStitched	chr1(.):35971486-35973665	0.6826
1_MACS_peak_516_lociStitched	chr1(.):36004083-36005892	0.5687
1_MACS_peak_517_lociStitched	chr1(.):36022036-36024350	2.5181
1_MACS_peak_518_lociStitched	chr1(.):36042623-36043975	1.487
1_MACS_peak_519_lociStitched	chr1(.):36088356-36090010	0.6344
2_MACS_peak_520_lociStitched	chr1(.):36102693-36108675	0.6936
1_MACS_peak_522_lociStitched	chr1(.):36183438-36185317	1.2165
1_MACS_peak_523_lociStitched	chr1(.):36200554-36202410	0.611
1_MACS_peak_524_lociStitched	chr1(.):36233828-36236023	1.2065
1_MACS_peak_525_lociStitched	chr1(.):36244542-36246374	1.368
1_MACS_peak_526_lociStitched	chr1(.):36263069-36264509	0.6412
1_MACS_peak_527_lociStitched	chr1(.):36272896-36275144	1.4044
1_MACS_peak_528_lociStitched	chr1(.):36348420-36349678	1.0635
1_MACS_peak_529_lociStitched	chr1(.):36395421-36397694	1.6041
1_MACS_peak_530_lociStitched	chr1(.):36488461-36490117	0.7105
1_MACS_peak_531_lociStitched	chr1(.):36553678-36555665	1.348
1_MACS_peak_532_lociStitched	chr1(.):36564956-36566062	0.6341
3_MACS_peak_533_lociStitched	chr1(.):36614151-36627466	1.902
1_MACS_peak_536_lociStitched	chr1(.):36640041-36642100	1.6525
1_MACS_peak_537_lociStitched	chr1(.):36653030-36654155	0.8999
1_MACS_peak_538_lociStitched	chr1(.):36688320-36691084	2.11
1_MACS_peak_539_lociStitched	chr1(.):36771596-36773477	0.6206
1_MACS_peak_540_lociStitched	chr1(.):36788385-36790415	0.968
1_MACS_peak_541_lociStitched	chr1(.):36838755-36841027	2.2046
1_MACS_peak_542_lociStitched	chr1(.):36849899-36853930	2.5995
2_MACS_peak_543_lociStitched	chr1(.):36862402-36867663	0.6537
1_MACS_peak_545_lociStitched	chr1(.):36915312-36916992	1.0854
1_MACS_peak_546_lociStitched	chr1(.):36928809-36930946	1.1753
1_MACS_peak_547_lociStitched	chr1(.):36939134-36940894	0.5554
1_MACS_peak_548_lociStitched	chr1(.):37108264-37111205	0.6822
1_MACS_peak_549_lociStitched	chr1(.):37129240-37131922	0.7919
1_MACS_peak_550_lociStitched	chr1(.):37348886-37351457	0.6613
1_MACS_peak_551_lociStitched	chr1(.):37753275-37756320	1.8248
1_MACS_peak_552_lociStitched	chr1(.):37889120-37890471	0.7095
4_MACS_peak_553_lociStitched	chr1(.):37930689-37946345	1.5872
1_MACS_peak_557_lociStitched	chr1(.):37979130-37981250	1.2609
1_MACS_peak_558_lociStitched	chr1(.):38019011-38020639	0.7745
1_MACS_peak_559_lociStitched	chr1(.):38060533-38062449	0.8174
1_MACS_peak_560_lociStitched	chr1(.):38140560-38144325	1.553
1_MACS_peak_561_lociStitched	chr1(.):38155222-38158824	1.0766
1_MACS_peak_562_lociStitched	chr1(.):38258761-38260976	1.0323
1_MACS_peak_563_lociStitched	chr1(.):38272648-38274918	0.9724
1_MACS_peak_564_lociStitched	chr1(.):38305115-38306233	0.6424
1_MACS_peak_565_lociStitched	chr1(.):38324387-38326309	0.9831
1_MACS_peak_566_lociStitched	chr1(.):38396630-38397698	0.518
1_MACS_peak_567_lociStitched	chr1(.):38411596-38413971	1.351
2_MACS_peak_568_lociStitched	chr1(.):38454791-38462064	0.2635
1_MACS_peak_570_lociStitched	chr1(.):38477635-38479379	1.0837
1_MACS_peak_571_lociStitched	chr1(.):38492974-38497671	2.1011
1_MACS_peak_572_lociStitched	chr1(.):38939316-38942724	3.7084
1_MACS_peak_573_lociStitched	chr1(.):38992355-38994088	1.0116
1_MACS_peak_574_lociStitched	chr1(.):39324205-39326579	0.9801
1_MACS_peak_575_lociStitched	chr1(.):39337842-39340080	0.7708
2_MACS_peak_576_lociStitched	chr1(.):39455771-39463002	0.6351
1_MACS_peak_578_lociStitched	chr1(.):39491134-39493146	1.4855
1_MACS_peak_579_lociStitched	chr1(.):39570367-39572729	1.1164
1_MACS_peak_580_lociStitched	chr1(.):39648840-39650765	0.7711
3_MACS_peak_581_lociStitched	chr1(.):39657121-39672199	1.1557
1_MACS_peak_584_lociStitched	chr1(.):39679653-39683255	2.0574
1_MACS_peak_585_lociStitched	chr1(.):39733269-39736442	1.0121
1_MACS_peak_586_lociStitched	chr1(.):39859561-39861376	0.7644
1_MACS_peak_587_lociStitched	chr1(.):39872420-39875710	0.9176
1_MACS_peak_588_lociStitched	chr1(.):39955802-39958930	1.6683
1_MACS_peak_589_lociStitched	chr1(.):39972429-39978948	4.8698
1_MACS_peak_590_lociStitched	chr1(.):39989643-39993284	3.2132
1_MACS_peak_591_lociStitched	chr1(.):40004189-40005375	0.7639
2_MACS_peak_592_lociStitched	chr1(.):40029802-40048585	1.099
3_MACS_peak_594_lociStitched	chr1(.):40054752-40072620	0.7418
1_MACS_peak_597_lociStitched	chr1(.):40104622-40106060	0.8238
1_MACS_peak_598_lociStitched	chr1(.):40156796-40157834	0.6397
1_MACS_peak_599_lociStitched	chr1(.):40192342-40193894	0.5506
1_MACS_peak_600_lociStitched	chr1(.):40203806-40205527	0.9729
1_MACS_peak_601_lociStitched	chr1(.):40239316-40243386	3.6681
1_MACS_peak_602_lociStitched	chr1(.):40253315-40255728	1.2775
1_MACS_peak_603_lociStitched	chr1(.):40263930-40265979	2.3961
2_MACS_peak_604_lociStitched	chr1(.):40282169-40292195	0.6432
1_MACS_peak_606_lociStitched	chr1(.):40309936-40313163	1.6633
1_MACS_peak_607_lociStitched	chr1(.):40348337-40349765	0.9083
1_MACS_peak_608_lociStitched	chr1(.):40366541-40368551	0.6729
2_MACS_peak_609_lociStitched	chr1(.):40420631-40427281	0.6119
1_MACS_peak_611_lociStitched	chr1(.):40467970-40470540	0.7099
1_MACS_peak_612_lociStitched	chr1(.):40504165-40507420	3.1158
2_MACS_peak_613_lociStitched	chr1(.):40523808-40531740	0.9116
1_MACS_peak_615_lociStitched	chr1(.):40562123-40563642	0.7817
1_MACS_peak_616_lociStitched	chr1(.):40626238-40628220	1.3975
1_MACS_peak_617_lociStitched	chr1(.):40722409-40724587	1.5178
1_MACS_peak_618_lociStitched	chr1(.):40777406-40779104	0.9642
2_MACS_peak_619_lociStitched	chr1(.):40838930-40858805	2.1888
1_MACS_peak_621_lociStitched	chr1(.):40942384-40943777	0.9312
1_MACS_peak_622_lociStitched	chr1(.):40973943-40974759	0.5073
1_MACS_peak_623_lociStitched	chr1(.):40996497-40998133	0.6792
1_MACS_peak_624_lociStitched	chr1(.):41130707-41132133	0.6264
1_MACS_peak_625_lociStitched	chr1(.):41156520-41158865	3.0371
1_MACS_peak_626_lociStitched	chr1(.):41173911-41176074	1.2832
1_MACS_peak_627_lociStitched	chr1(.):41229164-41231140	0.5919
1_MACS_peak_628_lociStitched	chr1(.):41444588-41447029	1.6464
2_MACS_peak_629_lociStitched	chr1(.):41706245-41712507	1.5468
1_MACS_peak_631_lociStitched	chr1(.):41947446-41949311	0.7114
1_MACS_peak_632_lociStitched	chr1(.):41961291-41962971	0.7212
1_MACS_peak_633_lociStitched	chr1(.):41981681-41983329	0.88
1_MACS_peak_634_lociStitched	chr1(.):42084852-42090165	1.0604
3_MACS_peak_635_lociStitched	chr1(.):42127031-42140083	0.5288
1_MACS_peak_638_lociStitched	chr1(.):42149046-42150462	0.5942
1_MACS_peak_639_lociStitched	chr1(.):42163040-42167477	1.4159
2_MACS_peak_640_lociStitched	chr1(.):42186051-42196021	1.3883
1_MACS_peak_642_lociStitched	chr1(.):42215336-42219001	1.0528
2_MACS_peak_643_lociStitched	chr1(.):42265199-42276640	1.0877
1_MACS_peak_645_lociStitched	chr1(.):42339496-42340757	0.5227
1_MACS_peak_646_lociStitched	chr1(.):42346960-42348948	1.1748
3_MACS_peak_647_lociStitched	chr1(.):42355890-42369153	0.7858
1_MACS_peak_650_lociStitched	chr1(.):42383126-42386274	0.9852
2_MACS_peak_651_lociStitched	chr1(.):42415980-42421965	0.2594
1_MACS_peak_653_lociStitched	chr1(.):42500431-42502557	0.66
1_MACS_peak_654_lociStitched	chr1(.):42799827-42802161	1.4109
1_MACS_peak_655_lociStitched	chr1(.):42921013-42923384	3.1782
1_MACS_peak_656_lociStitched	chr1(.):42994839-42996167	0.9081
2_MACS_peak_657_lociStitched	chr1(.):43123292-43127687	0.5396
1_MACS_peak_659_lociStitched	chr1(.):43146380-43150271	1.1782
1_MACS_peak_660_lociStitched	chr1(.):43231719-43234020	1.1688
1_MACS_peak_661_lociStitched	chr1(.):43281892-43283495	1.6718
1_MACS_peak_662_lociStitched	chr1(.):43311435-43313361	0.9593
3_MACS_peak_663_lociStitched	chr1(.):43389231-43402982	0.9415
1_MACS_peak_666_lociStitched	chr1(.):43410600-43411667	0.5063
1_MACS_peak_667_lociStitched	chr1(.):43422402-43425469	1.3125
1_MACS_peak_668_lociStitched	chr1(.):43637322-43638298	0.8481
1_MACS_peak_669_lociStitched	chr1(.):43686455-43688035	0.6315
1_MACS_peak_670_lociStitched	chr1(.):43813855-43816061	3.0142
1_MACS_peak_671_lociStitched	chr1(.):43823264-43825779	1.2479
1_MACS_peak_672_lociStitched	chr1(.):43832263-43834881	2.1006
1_MACS_peak_673_lociStitched	chr1(.):43854554-43856336	1.2543
1_MACS_peak_674_lociStitched	chr1(.):43918358-43921212	2.0244
1_MACS_peak_675_lociStitched	chr1(.):43974921-43976236	0.5428
1_MACS_peak_676_lociStitched	chr1(.):44015308-44016616	0.596
1_MACS_peak_677_lociStitched	chr1(.):44030850-44031890	0.4652
1_MACS_peak_678_lociStitched	chr1(.):44047331-44048744	0.6799
1_MACS_peak_679_lociStitched	chr1(.):44114526-44117029	2.1798
2_MACS_peak_680_lociStitched	chr1(.):44172286-44178444	0.4536
1_MACS_peak_682_lociStitched	chr1(.):44248615-44250007	0.7018
1_MACS_peak_683_lociStitched	chr1(.):44279473-44281081	0.5474
2_MACS_peak_684_lociStitched	chr1(.):44288102-44306151	2.5529
1_MACS_peak_686_lociStitched	chr1(.):44329647-44332845	2.1786
1_MACS_peak_687_lociStitched	chr1(.):44398932-44401002	0.9828
1_MACS_peak_688_lociStitched	chr1(.):44411436-44413810	3.876
2_MACS_peak_689_lociStitched	chr1(.):44439502-44446098	0.9597
1_MACS_peak_691_lociStitched	chr1(.):44456444-44458634	0.7719
1_MACS_peak_692_lociStitched	chr1(.):44495103-44497603	0.8374
1_MACS_peak_693_lociStitched	chr1(.):44678407-44679741	1.1058
1_MACS_peak_694_lociStitched	chr1(.):44820171-44821390	0.8322
1_MACS_peak_695_lociStitched	chr1(.):45096649-45099005	2.3616
1_MACS_peak_696_lociStitched	chr1(.):45136574-45143305	1.1004
1_MACS_peak_697_lociStitched	chr1(.):45178205-45179904	0.6656
1_MACS_peak_698_lociStitched	chr1(.):45186329-45188436	1.1144
1_MACS_peak_699_lociStitched	chr1(.):45195375-45198091	2.6291
1_MACS_peak_700_lociStitched	chr1(.):45204503-45206511	1.3464
1_MACS_peak_701_lociStitched	chr1(.):45240162-45242610	2.1706
1_MACS_peak_702_lociStitched	chr1(.):45251302-45252568	0.5021
1_MACS_peak_703_lociStitched	chr1(.):45264979-45266883	1.904
2_MACS_peak_704_lociStitched	chr1(.):45278988-45286561	0.9789
1_MACS_peak_706_lociStitched	chr1(.):45451526-45452990	0.7713
1_MACS_peak_707_lociStitched	chr1(.):45475899-45478977	0.8795
1_MACS_peak_708_lociStitched	chr1(.):45516224-45519648	0.7686
1_MACS_peak_709_lociStitched	chr1(.):45543855-45545757	0.6029
1_MACS_peak_710_lociStitched	chr1(.):45671331-45673136	0.9275
1_MACS_peak_711_lociStitched	chr1(.):45768452-45770890	1.8203
2_MACS_peak_712_lociStitched	chr1(.):45786259-45793396	0.3822
1_MACS_peak_714_lociStitched	chr1(.):45804628-45807335	2.1886
1_MACS_peak_715_lociStitched	chr1(.):45814131-45815688	0.7275
1_MACS_peak_716_lociStitched	chr1(.):45826199-45827689	0.6807
1_MACS_peak_717_lociStitched	chr1(.):45954915-45957904	0.7615
1_MACS_peak_718_lociStitched	chr1(.):45964746-45966790	0.7271
1_MACS_peak_719_lociStitched	chr1(.):45983412-45988597	2.0685
2_MACS_peak_720_lociStitched	chr1(.):46008007-46018910	0.981
1_MACS_peak_722_lociStitched	chr1(.):46048520-46051423	1.2964
1_MACS_peak_723_lociStitched	chr1(.):46121807-46123558	0.7412
1_MACS_peak_724_lociStitched	chr1(.):46150876-46154978	2.3637
1_MACS_peak_725_lociStitched	chr1(.):46215222-46217384	2.3278
1_MACS_peak_726_lociStitched	chr1(.):46250695-46252450	0.7754
1_MACS_peak_727_lociStitched	chr1(.):46267943-46270468	0.7796
1_MACS_peak_728_lociStitched	chr1(.):46336429-46338434	1.2045
1_MACS_peak_729_lociStitched	chr1(.):46390674-46392597	0.5618
1_MACS_peak_730_lociStitched	chr1(.):46455572-46457205	0.9642
1_MACS_peak_731_lociStitched	chr1(.):46505767-46511076	3.0821
2_MACS_peak_732_lociStitched	chr1(.):46527568-46531995	1.0232
1_MACS_peak_734_lociStitched	chr1(.):46580102-46581877	1.9129
1_MACS_peak_735_lociStitched	chr1(.):46597263-46599873	3.5427
1_MACS_peak_736_lociStitched	chr1(.):46624723-46626573	0.8637
1_MACS_peak_737_lociStitched	chr1(.):46663138-46665017	1.1457
1_MACS_peak_738_lociStitched	chr1(.):46713194-46714576	0.8256
1_MACS_peak_739_lociStitched	chr1(.):46766948-46771306	2.2653
3_MACS_peak_740_lociStitched	chr1(.):46790138-46807302	1.7327
2_MACS_peak_743_lociStitched	chr1(.):46859386-46866515	0.5722
1_MACS_peak_745_lociStitched	chr1(.):47068932-47070637	1.2573
1_MACS_peak_746_lociStitched	chr1(.):47081376-47083388	1.2512
1_MACS_peak_747_lociStitched	chr1(.):47132950-47134876	0.9235
1_MACS_peak_748_lociStitched	chr1(.):47140884-47142273	0.6731
1_MACS_peak_749_lociStitched	chr1(.):47183830-47185778	0.7376
1_MACS_peak_750_lociStitched	chr1(.):47269390-47271334	0.8315
1_MACS_peak_751_lociStitched	chr1(.):47778585-47780930	0.7861
1_MACS_peak_752_lociStitched	chr1(.):47798235-47801025	1.669
1_MACS_peak_753_lociStitched	chr1(.):47901933-47904161	1.2657
1_MACS_peak_754_lociStitched	chr1(.):48937240-48938701	0.7164
1_MACS_peak_755_lociStitched	chr1(.):49255300-49256500	0.6428
1_MACS_peak_756_lociStitched	chr1(.):49388604-49389693	0.5541
1_MACS_peak_757_lociStitched	chr1(.):49412436-49414798	1.0414
1_MACS_peak_758_lociStitched	chr1(.):49442727-49447771	0.707
1_MACS_peak_759_lociStitched	chr1(.):49913404-49914815	0.8933
1_MACS_peak_760_lociStitched	chr1(.):50798527-50799679	0.6938
1_MACS_peak_761_lociStitched	chr1(.):51442234-51445256	0.9229
1_MACS_peak_762_lociStitched	chr1(.):51680072-51681426	0.6786
1_MACS_peak_763_lociStitched	chr1(.):51699520-51703381	1.8454
1_MACS_peak_764_lociStitched	chr1(.):51762259-51763518	0.8329
1_MACS_peak_765_lociStitched	chr1(.):51796129-51797887	0.6859
1_MACS_peak_766_lociStitched	chr1(.):51966379-51968058	0.7037
2_MACS_peak_767_lociStitched	chr1(.):51980111-51985328	0.9998
1_MACS_peak_769_lociStitched	chr1(.):52034259-52037195	1.0232
1_MACS_peak_770_lociStitched	chr1(.):52082427-52083663	0.8657
2_MACS_peak_771_lociStitched	chr1(.):52191411-52197798	0.8377
1_MACS_peak_773_lociStitched	chr1(.):52241404-52243365	0.8712
1_MACS_peak_774_lociStitched	chr1(.):52328138-52330097	0.7844
2_MACS_peak_775_lociStitched	chr1(.):52336441-52345775	1.1228
1_MACS_peak_777_lociStitched	chr1(.):52372228-52373513	0.577
3_MACS_peak_778_lociStitched	chr1(.):52417741-52430718	0.827
1_MACS_peak_781_lociStitched	chr1(.):52455541-52456783	0.7961
1_MACS_peak_782_lociStitched	chr1(.):52497897-52499957	1.0421
1_MACS_peak_783_lociStitched	chr1(.):52520080-52523196	1.7801
1_MACS_peak_784_lociStitched	chr1(.):52607225-52608927	1.3612
2_MACS_peak_785_lociStitched	chr1(.):52830519-52835033	1.3092
1_MACS_peak_787_lociStitched	chr1(.):52868695-52871231	1.3533
1_MACS_peak_788_lociStitched	chr1(.):53016718-53020208	1.7879
2_MACS_peak_789_lociStitched	chr1(.):53067656-53070542	0.4764
2_MACS_peak_791_lociStitched	chr1(.):53100602-53108135	4.019
1_MACS_peak_793_lociStitched	chr1(.):53124482-53125556	0.473
1_MACS_peak_794_lociStitched	chr1(.):53151191-53152397	0.6407
2_MACS_peak_795_lociStitched	chr1(.):53163090-53169969	0.874
1_MACS_peak_797_lociStitched	chr1(.):53191401-53193408	1.2184
1_MACS_peak_798_lociStitched	chr1(.):53308282-53309645	0.5842
2_MACS_peak_799_lociStitched	chr1(.):53386760-53394094	0.3823
1_MACS_peak_801_lociStitched	chr1(.):53479998-53481567	0.8142
1_MACS_peak_802_lociStitched	chr1(.):53661707-53663704	1.7755
1_MACS_peak_803_lociStitched	chr1(.):53685216-53687138	1.5353
1_MACS_peak_804_lociStitched	chr1(.):53703447-53705173	0.8068
1_MACS_peak_805_lociStitched	chr1(.):53724871-53726851	1.0296
1_MACS_peak_806_lociStitched	chr1(.):53758015-53759720	0.5087
2_MACS_peak_807_lociStitched	chr1(.):53790886-53794580	1.0023
1_MACS_peak_809_lociStitched	chr1(.):53832844-53834645	1.039
1_MACS_peak_810_lociStitched	chr1(.):54051130-54051767	0.4136
2_MACS_peak_811_lociStitched	chr1(.):54200143-54204892	0.6598
1_MACS_peak_813_lociStitched	chr1(.):54231606-54233614	0.958
1_MACS_peak_814_lociStitched	chr1(.):54302860-54304713	3.7086
1_MACS_peak_815_lociStitched	chr1(.):54354517-54356355	0.8538
1_MACS_peak_816_lociStitched	chr1(.):54410538-54413079	0.9671
1_MACS_peak_817_lociStitched	chr1(.):54452994-54453903	0.5398
2_MACS_peak_818_lociStitched	chr1(.):54512418-54520385	1.1895
1_MACS_peak_820_lociStitched	chr1(.):54664856-54666890	1.1077
1_MACS_peak_821_lociStitched	chr1(.):54742967-54743864	0.4269
1_MACS_peak_822_lociStitched	chr1(.):54841179-54843783	1.956
1_MACS_peak_823_lociStitched	chr1(.):54871568-54876347	2.1621
1_MACS_peak_824_lociStitched	chr1(.):54929848-54931227	0.6084
1_MACS_peak_825_lociStitched	chr1(.):54952997-54955646	1.8715
1_MACS_peak_826_lociStitched	chr1(.):55007405-55008562	0.4344
1_MACS_peak_827_lociStitched	chr1(.):55266069-55268074	1.6429
1_MACS_peak_828_lociStitched	chr1(.):55352212-55353382	0.5044
1_MACS_peak_829_lociStitched	chr1(.):55679796-55682103	1.8289
1_MACS_peak_830_lociStitched	chr1(.):56001721-56003072	0.8336
1_MACS_peak_831_lociStitched	chr1(.):56106075-56107861	1.193
2_MACS_peak_832_lociStitched	chr1(.):57037767-57045753	0.3044
1_MACS_peak_834_lociStitched	chr1(.):57602929-57604791	0.5825
1_MACS_peak_835_lociStitched	chr1(.):58420397-58421619	0.598
1_MACS_peak_836_lociStitched	chr1(.):59011097-59012920	1.4853
1_MACS_peak_837_lociStitched	chr1(.):59164672-59166398	1.5961
1_MACS_peak_838_lociStitched	chr1(.):59238391-59240285	1.1771
1_MACS_peak_839_lociStitched	chr1(.):59247541-59252023	3.0731
1_MACS_peak_840_lociStitched	chr1(.):59270827-59273016	1.0527
1_MACS_peak_841_lociStitched	chr1(.):59280346-59283164	2.0825
2_MACS_peak_842_lociStitched	chr1(.):59320097-59324581	0.455
1_MACS_peak_844_lociStitched	chr1(.):59339412-59341502	1.3088
1_MACS_peak_845_lociStitched	chr1(.):59368253-59371133	1.9219
1_MACS_peak_846_lociStitched	chr1(.):59433126-59435480	2.2019
5_MACS_peak_847_lociStitched	chr1(.):59470468-59487134	0.9896
1_MACS_peak_852_lociStitched	chr1(.):59512110-59513295	0.6897
1_MACS_peak_853_lociStitched	chr1(.):59536147-59538850	0.8816
2_MACS_peak_854_lociStitched	chr1(.):59611875-59617572	0.524
1_MACS_peak_856_lociStitched	chr1(.):59731739-59733066	0.4741
1_MACS_peak_857_lociStitched	chr1(.):59761109-59763664	1.4149
1_MACS_peak_858_lociStitched	chr1(.):59793563-59794560	0.6573
1_MACS_peak_859_lociStitched	chr1(.):60035857-60037278	0.5378
1_MACS_peak_860_lociStitched	chr1(.):60279437-60281479	0.9723
1_MACS_peak_861_lociStitched	chr1(.):60391666-60392894	0.9002
1_MACS_peak_862_lociStitched	chr1(.):61483082-61484577	0.5118
3_MACS_peak_863_lociStitched	chr1(.):61515333-61523919	0.5291
2_MACS_peak_866_lociStitched	chr1(.):61541120-61548110	1.3476
1_MACS_peak_868_lociStitched	chr1(.):61885299-61886337	0.4836
1_MACS_peak_869_lociStitched	chr1(.):61917694-61919916	0.8677
1_MACS_peak_870_lociStitched	chr1(.):61928288-61929795	0.754
1_MACS_peak_871_lociStitched	chr1(.):62189966-62191848	1.2756
1_MACS_peak_872_lociStitched	chr1(.):62207187-62208739	0.7126
1_MACS_peak_873_lociStitched	chr1(.):62900819-62904107	3.5485
1_MACS_peak_874_lociStitched	chr1(.):63152870-63154856	1.0873
1_MACS_peak_875_lociStitched	chr1(.):63248547-63250688	2.2544
1_MACS_peak_876_lociStitched	chr1(.):63265169-63267972	1.0156
1_MACS_peak_877_lociStitched	chr1(.):63275264-63277950	1.5917
2_MACS_peak_878_lociStitched	chr1(.):63782336-63788810	0.4754
1_MACS_peak_880_lociStitched	chr1(.):63832309-63834339	1.2751
1_MACS_peak_881_lociStitched	chr1(.):63987885-63990626	2.3145
1_MACS_peak_882_lociStitched	chr1(.):64058450-64060589	1.8875
1_MACS_peak_883_lociStitched	chr1(.):64484970-64486330	0.5859
1_MACS_peak_884_lociStitched	chr1(.):64637068-64639415	0.8179
1_MACS_peak_885_lociStitched	chr1(.):64688880-64690171	0.8388
1_MACS_peak_886_lociStitched	chr1(.):64935311-64936610	0.5843
1_MACS_peak_887_lociStitched	chr1(.):65209671-65212042	1.062
1_MACS_peak_888_lociStitched	chr1(.):65291860-65293929	1.0164
1_MACS_peak_889_lociStitched	chr1(.):65329261-65331231	0.9231
1_MACS_peak_890_lociStitched	chr1(.):65430770-65433970	1.2667
1_MACS_peak_891_lociStitched	chr1(.):65452395-65453854	0.8753
1_MACS_peak_892_lociStitched	chr1(.):65467768-65469373	0.7655
1_MACS_peak_893_lociStitched	chr1(.):65531774-65535022	2.1083
