GENE	IRF4H3K27ac_31_DMSO_compare_TSS_SIGNAL	IRF4H3K27ac_31_DMSO_compare_DISTAL_SIGNAL	ENHANCER_PROMOTER_DIFFERENCE	ENHANCER_CONTRIBUTION	ENHANCER_PROMOTER_RATIO
TMEM9B	3811.8	786.808	-3024.992	0.171096992829134	-2.27638889332927
TPRA1	3564.2216	543.7761	-3020.4455	0.132370108191638	-2.71250238833379
GABPA	3699.6852	680.479	-3019.2062	0.155354678256126	-2.44277997439227
LOC729991-MEF2B	3778.246	759.4452	-3018.8008	0.167363790643136	-2.31469886635294
TMEM168	4836.1727	1818.4995	-3017.6732	0.273266578029193	-1.41111723510648
UGDH	3439.408	426.1054	-3013.3026	0.110232550222177	-3.01287802590561
PTPN4	3155.0415	143.5896	-3011.4519	0.0435300570591237	-4.45763581628353
EIF3M	3090.9272	84.4398	-3006.4874	0.0265921387984444	-5.19397270326679
HERC3	3020.237	15.5904	-3004.6466	0.00513546982282326	-7.59786000953405
MBOAT7	3545.0715	540.8952	-3004.1763	0.132378758740251	-2.71239372532285
CEP290	3003.4835	0	-3003.4835	0	-8
TMTC3	3003.4835	0	-3003.4835	0	-8
ZDHHC5	3835.4	832.074	-3003.326	0.178270730592179	-2.20459330214861
ANKIB1	3216.3335	216.7047	-2999.6288	0.0631232999388122	-3.89161465781911
C4orf29	3617.327	618.7235	-2998.6035	0.146061407908145	-2.54755728526578
TAF15	3720.4	722.7077	-2997.6923	0.16265815478657	-2.36397357098435
ARL4A	3410.2803	413.7274	-2996.5529	0.108192093860062	-3.0431379115846
SLC39A8	3861.0411	864.6967	-2996.3444	0.182976021225723	-2.15872382298785
DARS2	3065.5886	70.1544	-2995.4342	0.0223724967256564	-5.4494867002344
LOC283480	2994.894	0	-2994.894	0	-8
LOC283481	2994.894	0	-2994.894	0	-8
COX15	2993.8526	0	-2993.8526	0	-8
ZNF862	3032.24	39.093	-2993.147	0.0127283495472487	-6.27732983485066
RICTOR	3747.4	760.1302	-2987.2698	0.16863563110459	-2.30157152118643
PFKFB2	4095.8	1112.072	-2983.728	0.213536738230125	-1.88089507257769
SEPT7P2	2997.8	16.991	-2980.809	0.00563587990013238	-7.46298956163106
IKBKAP	3127.7424	149.4198	-2978.3226	0.0455942644523362	-4.3876784564544
C2orf34	3047.7916	72.2916	-2975.5	0.0231697667549378	-5.39779242685623
TLR5	3063.5448	89.034	-2974.5108	0.028241641414324	-5.10470176585685
TRMT61B	3135.6612	161.6429	-2974.0183	0.0490227455817618	-4.27788764338813
C7orf11	3524.9911	551.286	-2973.7051	0.135242523134651	-2.67674674543219
PMAIP1	3035.7432	63.1068	-2972.6364	0.0203645868628685	-5.5881104755215
C2orf43	3421.6032	449.3968	-2972.2064	0.116093205889951	-2.92861070485312
LARS	2976.4064	6.7122	-2969.6942	0.00225006139548056	-8
CLOCK	3209.8	242.5659	-2967.2341	0.0702607739231812	-3.72603475175917
C9orf6	3115.992	149.4198	-2966.5722	0.0457583328387556	-4.38224828830952
USP14	3014.6559	48.984	-2965.6719	0.0159888242740278	-5.94353894044709
NME3	4330.9964	1371.5034	-2959.493	0.240509153547011	-1.65894077453568
HTRA2	4280.2384	1323.8999	-2956.3385	0.236236122152803	-1.69289710967597
GBE1	2982.012	27.869	-2954.143	0.00925917004692212	-6.74148101664637
COL4A3	3057.7365	104.1074	-2953.6291	0.0329261669116556	-4.87631956322325
COL4A4	3057.7365	104.1074	-2953.6291	0.0329261669116556	-4.87631956322325
NAF1	3150.873	198.396	-2952.477	0.059235612308238	-3.98929676189238
FRA10AC1	2960.9832	9.3499	-2951.6333	0.00314776144130098	-8
C21orf59	7082.4495	4132.3516	-2950.0979	0.368473017323508	-0.777285399053103
INTS4	3184.3764	234.619	-2949.7574	0.0686222040544424	-3.76261911949723
EIF4E	3180.5909	232.9524	-2947.6385	0.0682435755245876	-3.77118771970029
TSEN15	4998	2052.8992	-2945.1008	0.291154240298883	-1.28368811042735
KLHL12	3245.9966	301.0523	-2944.9443	0.0848740202031046	-3.43057544416736
C7orf10	3496.1472	551.286	-2944.8612	0.136206324541687	-2.6648930590886
HEATR1	2943.86	0	-2943.86	0	-8
BMS1	2985.626	45.59	-2940.036	0.0150401686979747	-6.03317223548225
DLD	2989.5588	50.8869	-2938.6719	0.0167366580498379	-5.87649447067387
SMAD2	3236.3839	298.9176	-2937.4663	0.0845522227736446	-3.4365630012489
PDCD10	3973.5143	1037.484	-2936.0303	0.207041379359478	-1.93732644895432
LAMP1	2993.7312	58.5865	-2935.1447	0.019194102894335	-5.67523261595951
ACOT7	2939.4441	8.7216	-2930.7225	0.00295831404591675	-8
VPS53	2930.622	0	-2930.622	0	-8
BLZF1	2947.3466	19.4675	-2927.8791	0.00656175255470169	-7.24220529098563
NME7	2947.3466	19.4675	-2927.8791	0.00656175255470169	-7.24220529098563
BCLAF1	3243.8	316.6444	-2927.1556	0.088933954424341	-3.35674940134541
MIR1292	3697.4927	772.5706	-2924.9221	0.172832138641079	-2.25880861670609
BPGM	3218.6	294.457	-2924.143	0.0838178828296837	-3.4503044176102
CLPX	3177.8	254.1639	-2923.6361	0.0740578594081365	-3.64419729141133
DNAJC19	3251.0896	329.806	-2921.2836	0.0921015401845281	-3.30123376686317
PTPLB	3750	829.0019	-2920.9981	0.181044235862842	-2.17744328223995
CEP57	4220.8936	1301.8716	-2919.022	0.235728218175924	-1.69696129590222
INO80	3710.4	793.1331	-2917.2669	0.176113527399188	-2.22593982719861
FAM123B	3022.8	105.5838	-2917.2162	0.0337502706669175	-4.83942512760981
ZNF292	3038	124.4234	-2913.5766	0.0393443205612506	-4.60979212966667
LYSMD1	3695.3652	790.04	-2905.3252	0.176135703414265	-2.22571934351173
SCNM1	3695.3652	790.04	-2905.3252	0.176135703414265	-2.22571934351173
ZMPSTE24	4486.256	1584.4466	-2901.8094	0.260998883391191	-1.50153290959085
BAT2L2	3302	400.4235	-2901.5765	0.108151728185606	-3.04374156978934
AUP1	4224.509	1323.8999	-2900.6091	0.238608928047823	-1.67398962753296
SYT1	3919.5188	1019.4887	-2900.0301	0.206415701940117	-1.94283076066344
NCLN	3031.3656	131.968	-2899.3976	0.0417180154505361	-4.52170781183119
FNIP1	3152.6096	254.7757	-2897.8339	0.0747716144693117	-3.6292469386198
NOP56	3668.7051	772.5706	-2896.1345	0.173952407413032	-2.24753225939758
LANCL2	3400.0032	504.138	-2895.8652	0.129129038673089	-2.75364549578374
KIAA1468	2931.2446	38.252	-2892.9926	0.0128816446531712	-6.25983436877424
PIGM	4064.5176	1172.1736	-2892.344	0.223838594874565	-1.79389788517056
MCCC2	2928.228	36.0814	-2892.1466	0.0121719412960064	-6.34262876211679
MIR1908	3725.79	837.6456	-2888.1444	0.183555915635141	-2.15313447329301
ABHD13	2903.1198	15.4056	-2887.7142	0.0052785560817802	-7.55800542521385
CPSF3	3322.8432	435.7774	-2887.0658	0.115940778912349	-2.93075493260711
C1orf174	3372.907	487.6263	-2885.2807	0.12631060584298	-2.79014469541434
LOC100133612	3372.907	487.6263	-2885.2807	0.12631060584298	-2.79014469541434
PKM2	5262	2382.4932	-2879.5068	0.311661366903956	-1.14313915203502
RPS7	4167.772	1288.4662	-2879.3058	0.236145518720205	-1.69362166459056
CCDC39	3220.8	343.2564	-2877.5436	0.096310597105029	-3.23006055265254
BRIX1	2923.6392	47.3115	-2876.3277	0.0159247004670929	-5.94943057028822
RAD1	2923.6392	47.3115	-2876.3277	0.0159247004670929	-5.94943057028822
LOC148189	2879.2	6.3293	-2872.8707	0.00219346239180451	-8
TPRKB	2871.9936	0	-2871.9936	0	-8
CCNT2	3110.72	239.6486	-2871.0714	0.0715290251944219	-3.69825612480456
CCDC77	2880.942	21.1176	-2859.8244	0.00727676302719627	-7.09195092302735
RFX3	3833	973.9058	-2859.0942	0.202605551371529	-1.97661985710947
RASA1	3316.585	457.4975	-2859.0875	0.121220853015269	-2.85786273594272
C1orf156	3188.793	334.8375	-2853.9555	0.0950262804229899	-3.25147743216799
HERC1	3606.5296	758.7051	-2847.8245	0.173806256053082	-2.2490001239103
C1orf183	3410.999	568.1498	-2842.8492	0.142781742668181	-2.58585106190184
FAM54B	2871.5621	29.7984	-2841.7637	0.0102704920674284	-6.59045708288556
XRCC2	3757.276	917.6868	-2839.5892	0.196298203699075	-2.03361333543957
RC3H2	3072.9665	241.5991	-2831.3674	0.0728901247270532	-3.66894505396273
PGLS	2837.6405	9.1022	-2828.5383	0.00319740874368449	-8
NME6	2874.9276	47.039	-2827.8886	0.0160984044102352	-5.93352442423875
UBE2R2	3110.4	283.0753	-2827.3247	0.0834175218543657	-3.45784234791313
PCCA	2832.7784	6.6576	-2826.1208	0.00234469098792859	-8
TUBGCP3	2848.366	22.3756	-2825.9904	0.00779436226513734	-6.99206435803712
KDM5A	2847.048	21.1176	-2825.9304	0.00736275478654371	-7.07487712351296
SRRT	2863.308	38.2522	-2825.0558	0.013183321166316	-6.2259963321633
GMPPB	3376.8	554.8939	-2821.9061	0.141133545518383	-2.6053728858995
PTBP1	4015.8	1196.659	-2819.141	0.229576673888466	-1.74667531973246
SRFBP1	2851.0638	35.3664	-2815.6974	0.0122526434209287	-6.33297714110625
CLN5	2956.4964	142.5564	-2813.94	0.0459999907068379	-4.37428380546304
ZNF3	3511.8	697.8767	-2813.9233	0.165779167792149	-2.33116661403141
ZNF628	3237.728	426.4662	-2811.2618	0.116387444748425	-2.92447848163585
TICAM1	2922.4473	111.3933	-2811.054	0.0367169257343316	-4.7134426428454
CPPED1	2810.3114	0	-2810.3114	0	-8
PPP2R1A	3187.3072	377.1525	-2810.1547	0.105809163728236	-3.07911818194032
IBTK	3100.6	291.2742	-2809.3258	0.0858741164398137	-3.41209759616248
MRPL47	5754.244	2944.9642	-2809.2798	0.338532442527355	-0.966376301407909
GGPS1	4436.2644	1628.0634	-2808.201	0.268465599765237	-1.4461884701562
ETV1	2807.3222	0	-2807.3222	0	-8
NDUFB5	5752.088	2944.9642	-2807.1238	0.338616364749426	-0.965835651173837
PRKAB2	7434.6	4629.0509	-2805.5491	0.38371890386848	-0.683538697512265
LOC100129917	2829.4	26.4035	-2802.9965	0.00924555908696099	-6.74362315536841
ALDH3A2	3258.2	456.4342	-2801.7658	0.122874602295968	-2.83559636439063
PUM1	3077.5863	281.3208	-2796.2655	0.0837536709485058	-3.45151118237603
UGGT2	2794.9012	0	-2794.9012	0	-8
NNT	3083.6046	289.1604	-2794.4442	0.0857339304695109	-3.41467588887327
BAT2	4086.4	1297.2492	-2789.1508	0.24096094522652	-1.65537478397127
C12orf26	2787.7003	0	-2787.7003	0	-8
CCDC59	2787.7003	0	-2787.7003	0	-8
C15orf44	2786.0501	0	-2786.0501	0	-8
C7orf31	2815.9551	37.2812	-2778.6739	0.0130662854667873	-6.23903222244154
GEMIN8P4	2778.2667	0.7565	-2777.5102	0.000272217950537441	-8
ZNF326	2778.2667	0.7565	-2777.5102	0.000272217950537441	-8
ITGAV	2880.042	102.984	-2777.058	0.0345233330182171	-4.80559773367149
C5orf28	2920	143.4948	-2776.5052	0.0468402296618881	-4.34689800688361
ARF5	3316.68	542.3881	-2774.2919	0.140548983833688	-2.61234239351114
HELQ	2790.1617	18.5346	-2771.6271	0.00659900466988902	-7.2339839433493
MRPS18C	2789.4073	18.5346	-2770.8727	0.00660077760155935	-7.23359381674795
ACCS	2768.6776	0	-2768.6776	0	-8
LOC100128822	6147	3380.2894	-2766.7106	0.354800747419303	-0.862735718423293
PPM1H	2765.3946	0	-2765.3946	0	-8
TMBIM4	4384.9275	1619.6701	-2765.2574	0.269738325179359	-1.43685299955251
LOC154761	3795.6	1034.2093	-2761.3907	0.214130462666507	-1.87579977843902
ARMC8	2810.5442	51.5214	-2759.0228	0.0180014741800467	-5.76953389680806
NIPBL	3152	393.3812	-2758.6188	0.11095596716088	-3.00226761795963
TAX1BP1	3095.4159	337.2753	-2758.1406	0.0982539006130234	-3.19813468983992
SRSF4	3159.6	401.58	-2758.02	0.112765993294357	-2.97598260196813
ERO1LB	2955.04	199.0674	-2755.9726	0.0631137037375455	-3.8918487745997
MDN1	3359.4	603.5394	-2755.8606	0.152295894305121	-2.47668372531919
GPR89B	3203.739	449.553	-2754.186	0.123054220686438	-2.83319350280129
HUNK	2843.8	89.7216	-2754.0784	0.0305849460934598	-4.98622084766793
BTF3	2923.2	169.9127	-2753.2873	0.0549325926598148	-4.10468294423161
SCN9A	2850.6465	99.3432	-2751.3033	0.0336757785967863	-4.8427241169299
DNAJC25-GNG10	2758.8	8.4208	-2750.3792	0.00304305316005141	-8
CHP	3237.9147	490.4932	-2747.4215	0.131555670182975	-2.72275993886247
EXD1	3237.9147	490.4932	-2747.4215	0.131555670182975	-2.72275993886247
CNOT4	3000.0126	253.4529	-2746.5597	0.077902439721583	-3.56517898362248
ZNF24	2744.4307	0	-2744.4307	0	-8
TBC1D2	2960.1069	216.78	-2743.3269	0.0682366123893173	-3.77134571193306
THADA	2741.5862	0	-2741.5862	0	-8
LIN54	2964.4836	223.0944	-2741.3892	0.0699886873356511	-3.7320546101628
FAR1	3021.3837	283.808	-2737.5757	0.0858673341095465	-3.41222224858551
URGCP	3088.2666	350.8324	-2737.4342	0.102012881862372	-3.13794340663054
AHCTF1	3197.4	460.8671	-2736.5329	0.125979620241507	-2.79447655239099
LSM14B	4743.0768	2006.7708	-2736.306	0.297306090288616	-1.24094737766798
LRBA	3030.1814	300.7687	-2729.4127	0.0902951683365055	-3.33267781890369
SETD2	3824.8336	1096.2444	-2728.5892	0.222765093339305	-1.80282751159338
MX1	6034.1556	3307.3254	-2726.8302	0.354047222276639	-0.867486903180563
OXSR1	2959.2826	237.1808	-2722.1018	0.0742010060243455	-3.64118834262966
POLR2H	4387.3494	1666.0194	-2721.33	0.275221856629651	-1.39694440407248
PPP2R5A	5922.8	3206.1473	-2716.6527	0.351206682943607	-0.885438661557824
MTHFS	3055	341.2432	-2713.7568	0.100476667866424	-3.16230017739418
LOC643749	3895.02	1181.9914	-2713.0286	0.232812437647865	-1.72041119749007
CTNNB1	2712.9726	0	-2712.9726	0	-8
LINS	2813.2151	101.3379	-2711.8772	0.0347696199039784	-4.79497412335335
HAT1	2744.74	33.166	-2711.574	0.0119392088861178	-6.37082065807427
IKBIP	2787.0767	77.6532	-2709.4235	0.0271066392681558	-5.16556351789033
C21orf67	4052.7648	1343.9648	-2708.8	0.249033192250358	-1.59241109904071
C21orf70	4052.7648	1343.9648	-2708.8	0.249033192250358	-1.59241109904071
HLX	2754.0684	46.6752	-2707.3932	0.0166652884612501	-5.88276437613111
C1orf112	3090.5802	383.9439	-2706.6363	0.110502586526886	-3.00891027127348
YTHDF2	4090.3219	1385.1946	-2705.1273	0.252979714333799	-1.56212571629444
ATP5J	3385.4045	680.479	-2704.9255	0.16736313276069	-2.31470567728773
SMEK2	3103.6	398.7746	-2704.8254	0.11385835198782	-2.96029720610865
LRSAM1	3509.796	808.0702	-2701.7258	0.18714572489532	-2.11883464344627
ZNF271	2702.0952	1.266	-2700.8292	0.000468305900077282	-8
ZSCAN30	2702.0952	1.266	-2700.8292	0.000468305900077282	-8
RAB18	2706.0912	6.336	-2699.7552	0.00233591522751283	-8
SKAP2	2717.5632	19.019	-2698.5442	0.00694991000087628	-7.15872838418912
CSTF2T	2716.1108	17.8087	-2698.3021	0.00651398111758594	-7.25281631692672
TTC22	2697.7152	0.4218	-2697.2934	0.000156330089984311	-8
ATL3	3905.142	1208.45	-2696.692	0.236321161328475	-1.6922172266754
DHX36	3213.304	516.664	-2696.64	0.13851700604402	-2.63675920725253
FAM108B1	4042.9642	1348.3553	-2694.6089	0.250097457589	-1.58421272303779
LOC439994	2696.325	2.9835	-2693.3415	0.0011052830752765	-8
LOC728190	2696.325	2.9835	-2693.3415	0.0011052830752765	-8
FAM115C	3925.2969	1236.2639	-2689.033	0.239513578915897	-1.66681503801296
EIF1B	2688.4884	0	-2688.4884	0	-8
FLJ33065	2688.4884	0	-2688.4884	0	-8
ATG3	4085.5084	1397.2306	-2688.2778	0.254841713238584	-1.5479454743943
LOC100506710	2703.0552	17.7156	-2685.3396	0.0065112430639141	-7.25342683557351
PDSS2	2700.3636	19.8144	-2680.5492	0.00728422919382481	-7.09046058519486
RBBP6	2977	296.4607	-2680.5393	0.0905649180391871	-3.32794644836316
LOC645166	2677.4528	0	-2677.4528	0	-8
CAMTA1	2971.8276	295.3905	-2676.4371	0.0904104014360107	-3.33065509177714
C21orf45	2675.0076	0	-2675.0076	0	-8
RIF1	3232.8464	560.3061	-2672.5403	0.147715152501778	-2.52851785906652
ASB7	2773.1069	101.3379	-2671.769	0.0352547733739747	-4.77425748885509
RPS12	3323.0791	651.8927	-2671.1864	0.163999326988936	-2.34981420932274
KCTD10	2670.0728	0	-2670.0728	0	-8
UBE3B	2670.0728	0	-2670.0728	0	-8
RPL12	3477.7594	808.0702	-2669.6892	0.188544640225547	-2.10560559118011
FBXL5	2815.8	148.2108	-2667.5892	0.0500034615258487	-4.24782238160326
ENPP1	2663.8604	0	-2663.8604	0	-8
UBN2	2672.6	9.5931	-2663.0069	0.00357658812857285	-8
SNRNP70	3049.5153	387.7523	-2661.763	0.112808295752126	-2.97537271027744
COX10	2659.1576	0	-2659.1576	0	-8
XRN1	3049.943	391.314	-2658.629	0.113712518419868	-2.96238364915775
MED23	3207.033	548.6484	-2658.3846	0.146084915509606	-2.54728539618518
DDX50	3851.2	1195.8143	-2655.3857	0.236934993427698	-1.68731467851779
ADAR	7565.9212	4913.6769	-2652.2443	0.393736790289745	-0.62271275455788
UBQLN1	3104.6	452.4441	-2652.1559	0.127196651849214	-2.77859594038786
NUDT9	2651.6147	0	-2651.6147	0	-8
EXOSC3	2891.5056	240.5535	-2650.9521	0.0768036273645028	-3.58739120062421
LY75-CD302	3346	695.9906	-2650.0094	0.172190059026857	-2.26529771899561
USP38	2900.6	250.9986	-2649.6014	0.0796416777187298	-3.53060013563385
TRAK2	2931.7456	284.2645	-2647.4811	0.0883904251420106	-3.36645407384001
SLC35F2	3188.4	542.5218	-2645.8782	0.145412267820784	-2.55507961842104
RPL9	3402.7046	758.8132	-2643.8914	0.182340491250572	-2.16486523102271
KIF2A	2917.9845	274.8944	-2643.0901	0.0860960934033546	-3.40802279738509
TPM1	2642.6165	0	-2642.6165	0	-8
CTSC	2703.6	62.4525	-2641.1475	0.0225782048605368	-5.43597858449976
STRADB	2924.9992	284.2645	-2640.7347	0.0885762363497895	-3.36313038381729
ZHX1	3532.4784	891.8684	-2640.61	0.201581937473798	-1.98577798544144
TRIM24	3432.7332	794.0981	-2638.6351	0.187870781594714	-2.11196858323706
GFM1	2646.5984	9.918	-2636.6804	0.00373346085873966	-8
PPP1R12A	2829.2418	193.949	-2635.2928	0.0641537411399902	-3.86666623887509
ATIC	2784.7312	150.5811	-2634.1501	0.0512998565774415	-4.20892546776083
LOC220906	2905.9725	278.8542	-2627.1183	0.0875571031855517	-3.38143814482381
ARIH1	3977.8	1350.8017	-2626.9983	0.253500219391515	-1.55815484055287
HMBOX1	3170.1914	543.3818	-2626.8096	0.14632316928612	-2.54453179563441
SMC5	2624.4134	0	-2624.4134	0	-8
PBLD	3031.4363	407.5831	-2623.8532	0.118517243607291	-2.89483536916208
TRIM56	2654.4888	31.4324	-2623.0564	0.0117026515893318	-6.4000378117692
ESYT2	4907.8	2284.7862	-2623.0138	0.317658507867448	-1.10301728757746
SMPD4	2958.3067	335.3776	-2622.9291	0.101824452331391	-3.14091339133452
STYXL1	2642.8568	23.1042	-2619.7526	0.00866636833772137	-6.83779931019834
ZNF555	3287.613	668.7341	-2618.8789	0.169028167422418	-2.2975358927461
DPP8	2617.3567	0	-2617.3567	0	-8
NEDD1	2633.176	16.1102	-2617.0658	0.00608095871257699	-7.35268573881876
GTF3C3	2616.775	0	-2616.775	0	-8
NCF2	4913.9113	2297.4671	-2616.4442	0.318589175683805	-1.09682761404531
ITFG3	3474.1134	857.9356	-2616.1778	0.198043835607584	-2.01770358386172
C1orf125	4417.8822	1803.6242	-2614.258	0.289901526099853	-1.29245617819007
LIAS	3371.218	758.8132	-2612.4048	0.18373062169603	-2.15145324168846
MXD1	3240.2	628.0348	-2612.1652	0.162356948962871	-2.36716645807489
TMEM194B	2759.8	147.7352	-2612.0648	0.0508111475314211	-4.22347820543443
SC5DL	2610.1943	0	-2610.1943	0	-8
MDH2	2633.1156	23.1042	-2610.0114	0.0086981506575623	-6.83247191428489
CAND1	3435.6	825.9242	-2609.6758	0.193809576395225	-2.05648078808451
MZT2B	2944.4007	335.3776	-2609.0231	0.102256179937528	-3.13411578034184
CPNE8	3801.8	1196.7589	-2605.0411	0.2394207858589	-1.66755010355135
GORASP2	3155.1654	552.676	-2602.4894	0.149055997918358	-2.51320976623667
LEPROT	2750.5456	148.4198	-2602.1258	0.0511975065311231	-4.21196234775085
KIAA1712	3002.3812	400.3157	-2602.0655	0.117646593794469	-2.9068970585759
FAM135A	2702.6604	102.9618	-2599.6986	0.0366983836954241	-4.71419915740158
PRDM5	3266.6	668.8591	-2597.7409	0.169957070574053	-2.28801557159427
PDE12	3759.4	1167.9357	-2591.4643	0.237031891291677	-1.6865415765454
LOC100289230	3969.4	1378.0971	-2591.3029	0.257708807359615	-1.52624340817664
NIF3L1	4092.2924	1501.6055	-2590.6869	0.268436343823866	-1.44640339182205
REPS1	2758.6932	168.8889	-2589.8043	0.0576888689133603	-4.02983860335988
CCDC90A	2601	11.8037	-2589.1963	0.00451763750946923	-7.78368342989726
GOT2	2643.7873	55.9504	-2587.8369	0.0207243837058689	-5.56231385714466
PCSK5	2586.6171	0	-2586.6171	0	-8
KIAA1377	2586.575	0	-2586.575	0	-8
SFRS15	3262	675.6778	-2586.3222	0.171592962735549	-2.27134942207794
PASK	2585.7802	0	-2585.7802	0	-8
FAM129A	2769.6152	184.2332	-2585.382	0.0623705671557146	-3.91008057469651
FAM168A	2713.1	129.2075	-2583.8925	0.0454586634275144	-4.39218050326053
MAD2L1	2702.2	118.9623	-2583.2377	0.0421678327404276	-4.50555810716564
STARD4	2586.0962	2.8672	-2583.229	0.00110747027169252	-8
PPIL3	4083.5534	1501.6055	-2581.9479	0.26885636145464	-1.44331925421178
SLC39A6	3424.3061	842.4864	-2581.8197	0.197451926710755	-2.02308636794066
RAB3IP	2684.7411	105.141	-2579.6001	0.037686538796747	-4.67438570351151
XAB2	2631.4299	51.8951	-2579.5348	0.0193398488815183	-5.6641048284795
SHARPIN	3657.9772	1081.5672	-2576.41	0.228200668401798	-1.75792277716227
LEPR	2724.2092	148.4198	-2575.7894	0.0516668877185324	-4.19808202318776
CENPP	3281.098	705.7502	-2575.3478	0.177019581533102	-2.21694914736006
TCERG1	2610.3252	35.0102	-2575.315	0.0132346922813644	-6.22031043849796
NOL8	3278.8048	705.7502	-2573.0546	0.177121460238345	-2.21594047741375
FAM24B	2566.8762	0	-2566.8762	0	-8
LOC399815	2566.8762	0	-2566.8762	0	-8
TMEM87A	2613.513	51.2696	-2562.2434	0.019239693324326	-5.67174288324388
SREK1	3294.0675	732.2248	-2561.8427	0.181860815221985	-2.16951157541517
LOC440944	3935.1012	1375.1078	-2559.9934	0.258955494972043	-1.51685601687081
GLUD1	3209.8096	650.543	-2559.2666	0.168519062222451	-2.30277139649931
NFXL1	2615.3007	56.862	-2558.4387	0.0212793929052299	-5.52336817920691
C17orf75	2655.0875	97.6752	-2557.4123	0.0354826080722468	-4.76462329198923
SEC63	2682.1301	125.6389	-2556.4912	0.0447468791057954	-4.41602409651219
OLA1	2555.308	0	-2555.308	0	-8
LSM5	3424.7434	870.4646	-2554.2788	0.202659475396768	-1.97613836498266
GTF3C5	2785.2	231.3867	-2553.8133	0.0767048067937182	-3.58940308201557
URB1	2650.987	98.5164	-2552.4706	0.0358306158122954	-4.75002187562324
PHIP	3550.4	998.8485	-2551.5515	0.21956340701107	-1.8296437931944
HECTD2	2638.2	86.8428	-2551.3572	0.0318684168923879	-4.92500388584269
MIER1	5580.5549	3029.7589	-2550.796	0.351875549529914	-0.881205590422687
RNF138	3784.7551	1235.2982	-2549.4569	0.246072725960898	-1.6153406015355
NDUFV3	4161.6	1614.1091	-2547.4909	0.279465096329038	-1.36640020860966
AHCYL2	4717.609	2170.9286	-2546.6804	0.315150867435201	-1.11974357385358
C21orf119	2645.035	98.5164	-2546.5186	0.0359083485733127	-4.74677909283319
P2RY1	2568.6024	22.4602	-2546.1422	0.00866833553153058	-6.83746900466491
