GENE	H3k27ac_19_DMSO_compare_TSS_SIGNAL	H3k27ac_19_DMSO_compare_DISTAL_SIGNAL	ENHANCER_PROMOTER_DIFFERENCE	ENHANCER_CONTRIBUTION	ENHANCER_PROMOTER_RATIO
U2AF2	30277.689	20994.8617	-9282.8273	0.40947566316415	-0.528218808486159
DZIP3	9284.0132	2.167	-9281.8462	0.000233357521965813	-8
TMEM131	12317.4055	3042.3966	-9275.0089	0.198075247336683	-2.01741826630967
DOHH	13623.828	4368.2696	-9255.5584	0.242788233874409	-1.64099832222126
KIAA1524	9249.1227	2.167	-9246.9557	0.00023423761121652	-8
YARS2	10447.5296	1203.9099	-9243.6197	0.103327138247596	-3.11736251542517
SETD5	12655.2032	3412.9194	-9242.2838	0.212403121693881	-1.8906524234085
C2orf63	11826.6088	2596.229	-9230.3798	0.180008195058534	-2.18754690317405
RPS27A	11826.6088	2596.229	-9230.3798	0.180008195058534	-2.18754690317405
RPL35A	9975.076	759.4159	-9215.6601	0.0707453978329426	-3.71536572295575
FBXL5	10270.8	1066.3452	-9204.4548	0.094057646893329	-3.26780210683197
NUFIP2	12101.6	2910.2757	-9191.3243	0.193864894578097	-2.05597006850831
ZNF644	9155.2113	4.2282	-9150.9831	0.000461622133101048	-8
PPP1CB	11094.8292	1945.2678	-9149.5614	0.149175868860485	-2.51184677195104
CENPM	10810.9777	1667.0126	-9143.9651	0.13359624105494	-2.69716008634118
GGPS1	13026.8236	3890.5052	-9136.3184	0.22997160166326	-1.7434559336698
LOC645676	18837.0097	9706.9159	-9130.0938	0.340069408673066	-0.956485063340566
PI4KB	10487.4756	1359.8172	-9127.6584	0.11477872818337	-2.94718282574837
C11orf71	11493.7552	2370.4965	-9123.2587	0.170979043896037	-2.27758905927839
C5orf28	9701.4	578.4756	-9122.9244	0.0562726264897602	-4.06786494319793
RCOR3	26672.0545	17559.6707	-9112.3838	0.396992670319809	-0.603063167372688
HNRNPA1	11825.8885	2747.2046	-9078.6839	0.188512114837172	-2.10591231461841
HNRNPA1P10	11825.8885	2747.2046	-9078.6839	0.188512114837172	-2.10591231461841
ASH1L	18768.6913	9706.9159	-9061.7754	0.340885299892745	-0.951243159975219
RBM7	11416.7	2370.4965	-9046.2035	0.171934627899153	-2.26788453153169
XPNPEP3	12449.9986	3407.1753	-9042.8233	0.214866490175781	-1.86949749859447
TRA2B	14157.856	5133.503	-9024.353	0.266103751425703	-1.46358727362827
ZNF687	10553	1529.3815	-9023.6185	0.126579474419013	-2.78663295264457
CSTF1	9149.5148	130.032	-9019.4828	0.0140127532952364	-6.13675662951419
AURKA	9142.8064	130.032	-9012.7744	0.0140228907688071	-6.1356984613637
PSMB10	11167.4	2164.1019	-9003.2981	0.162329939734697	-2.36745299854295
DLD	9141.3522	143.3174	-8998.0348	0.0154359181504962	-5.9951219049989
SYNCRIP	15299.4864	6303.7427	-8995.7437	0.29179631761624	-1.27920266821822
MOBKL3	11642.7342	2653.5587	-8989.1755	0.185611663006709	-2.13342953464053
SETD7	10773.8	1804.1911	-8969.6089	0.143440322517004	-2.57810312687235
RFWD2	11438.6	2484.7022	-8953.8978	0.178456386589095	-2.20276563236393
CTDSPL2	12117.2	3172.6433	-8944.5567	0.207500053319709	-1.93329913100898
KIAA1377	8943.7816	0	-8943.7816	0	-8
SNHG8	9454.7028	526.3893	-8928.3135	0.0527386477076992	-4.16683004048917
C22orf32	9444.1945	523.1577	-8921.0368	0.0524871289287841	-4.17410995236563
NCOR1	9074.1684	175.5468	-8898.6216	0.0189786167686547	-5.69183783068998
ZNF292	9319	425.4798	-8893.5202	0.0436636750994137	-4.45301260544147
RNF146	9265.152	373.0155	-8892.1365	0.0387019109182321	-4.63450715918369
PCBD2	12344.8	3473.3822	-8871.4178	0.219581628033087	-1.82949038917595
ING1	15298.5266	6429.8064	-8868.7202	0.295918071579628	-1.25054550965035
CLPX	9737.6	870.7017	-8866.8983	0.0820773885041373	-3.48331579372143
MKKS	12776.4823	3940.0747	-8836.4076	0.235698936090727	-1.69719579209497
IWS1	9501.4	670.4541	-8830.9459	0.0659126736786364	-3.82492963328167
LOC100289230	11405.6	2575.2636	-8830.3364	0.184199179226668	-2.1469503256827
UBE3C	9074.8	270.7094	-8804.0906	0.0289667891190608	-5.06704895875142
PRPF40A	11028.239	2230.8343	-8797.4047	0.168249639286631	-2.30554717495648
DENND4A	15981.8	7186.911	-8794.889	0.310199000712642	-1.15298617994889
STRADA	12072.8	3291.3722	-8781.4278	0.214223855158301	-1.87499922798893
YTHDF3	11050.2	2276.9634	-8773.2366	0.170851315592034	-2.2788894746716
WHSC2	8764.9793	1.2006	-8763.7787	0.00013695817490581	-8
KIF5B	8900.4054	152.776	-8747.6294	0.0168753936599569	-5.86438122077881
PHF8	8721.4118	0	-8721.4118	0	-8
TPR	10224.3984	1512.8375	-8711.5609	0.128892144018337	-2.75668702272142
TMEM48	10598.9888	1889.6598	-8709.329	0.151310190599806	-2.48772819948355
LRMP	20764.2	12092.1176	-8672.0824	0.368030214073655	-0.780031374042485
APOL6	13628.202	4962.7286	-8665.4734	0.26694352782964	-1.45738977233337
ZNF33B	8663.863	1.925	-8661.938	0.000222137905981545	-8
NFAT5	12126.23	3472.4574	-8653.7726	0.222612153891872	-1.8041021911317
C3orf38	9556.2288	902.6508	-8653.578	0.0863047319141144	-3.40420151700502
MSL2	17838.6716	9192.9337	-8645.7379	0.340080938515331	-0.956410944518335
AKT1S1	25613.1043	16978.637	-8634.4673	0.398636836198101	-0.593161469903758
TBC1D17	25613.1043	16978.637	-8634.4673	0.398636836198101	-0.593161469903758
ARL6IP6	10854.9371	2230.8343	-8624.1028	0.170477859639211	-2.28269610273177
M6PR	9027	404.5709	-8622.4291	0.0428953887204516	-4.47978214890733
RABIF	8688.0742	90.5762	-8597.498	0.0103177818768133	-6.5837605998542
SLC35A5	10532.7887	1935.9082	-8596.8805	0.155261469223781	-2.44380501288139
MIR155	9716.4	1120.9826	-8595.4174	0.10343665452948	-3.1156579986941
WIBG	16543.6876	7961.2143	-8582.4733	0.324882520749859	-1.05522044554117
RAB28	10802.2	2269.715	-8532.485	0.173632937484676	-2.2507421048419
PPP1R12A	9518.5439	1004.868	-8513.6759	0.095488802448187	-3.24373489336971
VAMP4	9503.6	990.5043	-8513.0957	0.094386740562508	-3.26223897207081
RPL19	14420.8	5909.2271	-8511.5729	0.290664988833192	-1.28710985100642
RBM43	8641.8402	140.6028	-8501.2374	0.0160095317441855	-5.94164132367116
CNOT2	8599.0996	101.1372	-8497.9624	0.0116246491129989	-6.40979995709729
LOC285074	11500.8	3012.6684	-8488.1316	0.207577425117762	-1.9326204276205
NIPBL	9553	1075.7792	-8477.2208	0.10121380637957	-3.15057186455323
MTTP	8536.03	69.4762	-8466.5538	0.00807345882802339	-6.94090258830174
VRK2	8703.335	255.0615	-8448.2735	0.0284717806361886	-5.0926512737458
ANKRD36B	9197.6	761.7039	-8435.8961	0.0764816404487868	-3.5939552692625
CREB1	12202.6	3770.1517	-8432.4483	0.236036455759843	-1.69449409497938
LRRC14B	27572.2	19144.5537	-8427.6463	0.409800600078939	-0.526280357008946
COX7A2L	9029	621.735	-8407.265	0.0644235905348142	-3.86019451050186
KIAA0753	10464.174	2057.8038	-8406.3702	0.164335365616125	-2.34628109446103
TXNDC17	10464.174	2057.8038	-8406.3702	0.164335365616125	-2.34628109446103
AASDHPPT	9067.8714	670.4925	-8397.3789	0.0688506310592891	-3.75747083138685
UHRF2	12736.4	4341.5339	-8394.8661	0.254218919303816	-1.55268079706442
SKP1	11808.974	3415.0797	-8393.8943	0.22432131200378	-1.78989247123495
BLZF1	8494.3694	126.62	-8367.7494	0.0146874093129032	-6.06792964365216
NME7	8494.3694	126.62	-8367.7494	0.0146874093129032	-6.06792964365216
ARHGAP10	12783.6	4424.211	-8359.389	0.257104811297614	-1.53080207451604
USP38	9677.6	1320.4677	-8357.1323	0.120063608991969	-2.87360029803513
TLCD1	19158.5282	10803.4783	-8355.0499	0.36057259049056	-0.826490855451838
MAD2L1	8890.8	540.315	-8350.485	0.0572906809004025	-4.04044060040652
RPL37	10137.8	1791.6249	-8346.1751	0.150185353863957	-2.50040408049057
GTF2F1	10055.6	1720.4061	-8335.1939	0.146094192325529	-2.54717811044821
UBE2R2	9084.2	762.6436	-8321.5564	0.0774505649708908	-3.57427855234937
LOC344967	15845.7216	7525.3462	-8320.3754	0.321994111026455	-1.07426350124282
SNORA24	8826.998	526.3893	-8300.6087	0.0562779325945372	-4.06772080225179
ANKRD36	8614.4	315.9238	-8298.4762	0.0353765224056042	-4.76910178388405
MBTD1	8294.2032	14.0096	-8280.1936	0.00168623509498938	-8
C2orf47	8462.868	192.28	-8270.588	0.0222156801940302	-5.45986605061217
C2orf60	8462.868	192.28	-8270.588	0.0222156801940302	-5.45986605061217
PES1	15151.3258	6881.9758	-8269.35	0.31234428343685	-1.13854931659772
ROBO1	11589.0424	3336.6762	-8252.3662	0.223552131017665	-1.79627776626569
MIR632	8886.6477	646.0392	-8240.6085	0.0677709450417384	-3.78194568375064
ZNF207	8886.6477	646.0392	-8240.6085	0.0677709450417384	-3.78194568375064
PPIG	8650.224	412.0238	-8238.2002	0.0454659604430592	-4.39193791196521
SENP6	10333.4	2095.2741	-8238.1259	0.168583879755927	-2.30210413029737
NAA38	8761.6	526.9871	-8234.6129	0.0567349042783913	-4.05535479971209
ZMYND12	9569.3378	1349.8528	-8219.485	0.123622056748419	-2.82561700188686
PPCS	9565.873	1349.8528	-8216.0202	0.123661296072498	-2.82509454620194
SENP1	14701.9608	6488.9036	-8213.0572	0.306212312887057	-1.17996194165436
PSMC5	11926.1753	3716.0542	-8210.1211	0.237565508164933	-1.68228799864238
RNF145	10477.8524	2270.0196	-8207.8328	0.17807047325232	-2.20656638489999
RFXANK	9056.8392	849.6968	-8207.1424	0.0857713331885131	-3.41398760666545
GARS	9989	1792.1329	-8196.8671	0.152118893421532	-2.47866262892805
SKAP2	8810.1552	634.3435	-8175.8117	0.0671653965074928	-3.79583125068731
RNF187	14717.4	6544.2528	-8173.1472	0.30779605243107	-1.16922244024583
PSMA4	10878.7014	2714.8734	-8163.828	0.199717398840517	-2.00254952216761
C14orf159	13109.77	4954.6171	-8155.1529	0.274275405668206	-1.40379690163246
UTP18	8161.6968	14.0096	-8147.6872	0.00171356446948731	-8
COQ4	10056.9322	1922.439	-8134.4932	0.160479124313303	-2.38718056121137
TRUB2	10056.9322	1922.439	-8134.4932	0.160479124313303	-2.38718056121137
FBXO22	8185.6	51.1563	-8134.4437	0.00621073370836527	-7.32203243743403
CLCN6	17812.664	9686.7498	-8125.9142	0.35225295602483	-0.878818713265348
MTHFR	17812.664	9686.7498	-8125.9142	0.35225295602483	-0.878818713265348
LOC729991-MEF2B	8974.9392	849.6968	-8125.2424	0.0864863390358686	-3.40088212879786
LOC284749	8314.2	200.4477	-8113.7523	0.0235415142308237	-5.37427968398259
NDE1	16614.7622	8515.1282	-8099.634	0.338844621463212	-0.96436548874162
KIAA0090	8378.2926	281.4964	-8096.7962	0.0325061499766334	-4.89546789196104
MRTO4	8378.2926	281.4964	-8096.7962	0.0325061499766334	-4.89546789196104
DHX36	8281.284	195.5296	-8085.7544	0.0230664031588473	-5.40439554292093
MAP2K3	10611.11	2538.0115	-8073.0985	0.193017571554115	-2.06380506932741
FBXW11	9933.4	1882.1766	-8051.2234	0.159296212425215	-2.39988560839441
FLJ33630	8190.0284	163.6151	-8026.4133	0.0195860764228208	-5.64549064907899
YME1L1	12433.2778	4413.9919	-8019.2859	0.262000429660125	-1.49405079868396
C18orf18	9336.387	1327.8731	-8008.5139	0.124516195924366	-2.81374708288115
TP53BP2	8224.2	218.8241	-8005.3759	0.0259177395928551	-5.23203180715715
LOC339290	9330.199	1327.8731	-8002.3259	0.124588489132101	-2.81279057190051
FLJ39582	10479.1042	2481.3508	-7997.7534	0.191455531460894	-2.07831777900791
FTSJ3	11711.1257	3716.0542	-7995.0715	0.240877089921017	-1.6560363084106
SNX3	8870	884.4881	-7985.5119	0.0906749888802468	-3.32601946654486
GTF3C4	8009.6395	29.4137	-7980.2258	0.00365885126870413	-8
CSTF2T	7987.2936	8.3258	-7978.9678	0.00104129518721214	-8
DDX31	8008.0169	29.4137	-7978.6032	0.00365958991919632	-8
TAF15	10139	2166.9854	-7972.0146	0.176091985287095	-2.22615402924586
ESCO1	8586.4	617.2323	-7969.1677	0.0670639895077077	-3.79816791695462
FXR1	8893.3075	928.3874	-7964.9201	0.0945241538708355	-3.25992122216004
CXorf21	22610	14648.5901	-7961.4099	0.393160075587509	-0.626199177518511
MGC21881	8303.6637	358.6106	-7945.0531	0.0413991277094515	-4.53325797756325
CAGE1	8356.5803	430.4075	-7926.1728	0.0489823714105988	-4.27913755723078
PDCL3	8178.8734	259.056	-7919.8174	0.0307013708837147	-4.98056622926326
CBFB	8167.6	251.6134	-7915.9866	0.0298856185305862	-5.02063155142323
TAP1	17258.8294	9342.9728	-7915.8566	0.351215783417862	-0.88538104240819
MASTL	12320.8299	4413.9919	-7906.838	0.263760914382727	-1.48094354832081
C11orf58	7970.4	74.7474	-7895.6526	0.00929099198356515	-6.7364849207082
RIOK1	8325.6046	430.4075	-7895.1971	0.0491556538621047	-4.27377992087747
TUFT1	15304.4	7410.197	-7894.203	0.326230617254623	-1.04636268377883
TP53	8366.5709	476.6523	-7889.9186	0.0539002905637393	-4.13362728184947
LYRM2	8929.5798	1042.7386	-7886.8412	0.104563307966581	-3.09821474823017
FOXP2	21933.8	14047.0471	-7886.7529	0.390403457177082	-0.642888892371044
THAP7	10364.0234	2481.3508	-7882.6726	0.193170768041931	-2.06238656275665
TGS1	10419.1265	2542.9958	-7876.1307	0.196186684644998	-2.0346333482182
PAIP1	9046.462	1170.903	-7875.559	0.114599312053548	-2.94973211085705
PNPLA8	9488	1619.9393	-7868.0607	0.145836167829977	-2.55016425432318
NMI	8389.4226	524.781	-7864.6416	0.0588702057467029	-3.99878412853661
ALG5	8059.4724	197.1296	-7862.3428	0.0238753908690282	-5.35346907253583
C1orf27	9373.3584	1512.8375	-7860.5209	0.138968425141054	-2.63130901654105
ARHGAP15	7955.3994	110.7857	-7844.6137	0.0137345843947965	-6.16609078444693
TBC1D2	8205.0545	369.9	-7835.1545	0.0431372551306249	-4.47130571093331
C15orf41	7834.8752	10.1935	-7824.6817	0.00129935127273009	-8
KBTBD3	8492.8362	670.4925	-7822.3437	0.0731712810869701	-3.66295332557641
LARP1B	8715.6	924.0813	-7791.5187	0.0958622252376746	-3.23750829629467
TMEM68	10326.055	2542.9958	-7783.0592	0.197605545235706	-2.02168820311131
MRPL46	9068.085	1290.3996	-7777.6854	0.124574167924138	-2.81298001789512
MRPS11	9068.085	1290.3996	-7777.6854	0.124574167924138	-2.81298001789512
MZT2A	9678.4899	1916.0263	-7762.4636	0.165252802872448	-2.33666460242448
CYP51A1	7948.2543	187.3472	-7760.9071	0.0230280698974747	-5.40685171043245
ATG3	11077.045	3318.2478	-7758.7972	0.230509225904735	-1.73907953502842
PANX1	7943.8	185.0093	-7758.7907	0.0227597047946493	-5.42415960208065
RBM26	8583.8	827.9525	-7755.8475	0.0879700672111809	-3.37399655495775
TMEM59	10746.9188	2998.9833	-7747.9355	0.218172898234158	-1.84137769697622
TSPYL1	9018.3016	1272.0669	-7746.2347	0.123617234892997	-2.82568121276287
TCP11L1	7736.5606	0	-7736.5606	0	-8
PHIP	12046.6	4317.9106	-7728.6894	0.263858217672577	-1.48022074297246
EMB	13771.8	6048.6938	-7723.1062	0.30517371872945	-1.18702159991591
C12orf74	8812.6	1103.9231	-7708.6769	0.111321588107832	-2.99692804677052
C1orf151	7818.4	110.0926	-7708.3074	0.0138856912094488	-6.15008399188305
ASF1A	12124.4	4422.6393	-7701.7607	0.267276775005907	-1.45493386508641
UBP1	12485.5386	4797.3275	-7688.2111	0.277577079648844	-1.37995522072266
C3orf23	7717.7475	41.2848	-7676.4627	0.00532086971721976	-7.54642531781512
ZFAND3	13398	5721.541	-7676.459	0.299250960051813	-1.22754198710839
MMADHC	8710	1044.5157	-7665.4843	0.107080221317395	-3.0598385412665
TMEM69	10442.5104	2787.5773	-7654.9331	0.210699835345763	-1.90538486344045
NME3	9220.5106	1567.4405	-7653.0701	0.145295476914055	-2.55643596492939
TOP2B	10536	2885.5188	-7650.4812	0.214991972443536	-1.86842461497399
STAMBPL1	8158.8073	509.518	-7649.2893	0.0587792892359496	-4.00115324717414
PCGF1	10197.3399	2548.4047	-7648.9352	0.199941610315964	-2.00052654832519
PFN1	19500.8	11852.175	-7648.625	0.378023935527649	-0.718381476967419
NCAPG2	9208.8	1560.5638	-7648.2362	0.144907705690098	-2.56094583110015
ARIH1	13121	5478.727	-7642.273	0.294559538427634	-1.25996505491643
DCTD	9339.2	1706.2278	-7632.9722	0.154473672807856	-2.45248869831174
DCTN4	7640.2774	14.4221	-7625.8553	0.00188408441115161	-8
RNU6ATAC	8186.6	574.4095	-7612.1905	0.0655643051180346	-3.83311289168996
SERBP1	9681.2	2072.3817	-7608.8183	0.176319164055328	-2.22389613375363
FAM172B	8387.7363	786.9046	-7600.8317	0.0857695258677645	-3.41402085860055
ITFG2	8308.337	736.2694	-7572.0676	0.0814042499406055	-3.49625408728362
MZF1	10845.1678	3274.166	-7571.0018	0.231892385744149	-1.72785300171234
KCTD3	7699.352	132.9292	-7566.4228	0.0169719646940153	-5.85600707416994
NUF2	7631.2	87.4729	-7543.7271	0.0113326346553693	-6.44693000282363
MED13	9659	2116.4083	-7542.5917	0.179731203036076	-2.19025585327587
C11orf63	8183.4384	644.4272	-7539.0112	0.0729992083250565	-3.66661784774673
BRPF1	9303.2	1770.396	-7532.804	0.159875437030572	-2.39365494537631
ALDOA	17880.9796	10348.7386	-7532.241	0.36659021980602	-0.7889708465479
NUCKS1	8719	1187.9745	-7531.0255	0.119912946177463	-2.87565880996854
C4orf46	8375.0762	848.7325	-7526.3437	0.0920154057401472	-3.30272048889582
AAK1	12743.2	5233.0658	-7510.1342	0.291109725357977	-1.28399930000293
ANKRD18A	9108.687	1599.8566	-7508.8304	0.14940001738425	-2.50930050947863
DMTF1	10905.595	3398.8402	-7506.7548	0.23760743800636	-1.68195404556013
DIDO1	8379.6448	874.7336	-7504.9112	0.0945210539478265	-3.25997347527154
SMC6	8553.3407	1055.7892	-7497.5515	0.109873548488506	-3.0181661937176
RNF138	9834.6139	2339.1297	-7495.4842	0.19214547117618	-2.07189655600301
JAK2	12937.6	5442.9385	-7494.6615	0.296125083604052	-1.24911237364147
GEN1	8543.2792	1055.7892	-7487.49	0.1099887151549	-3.01646811796758
CALM2	11594.8	4107.3129	-7487.4871	0.261577083680248	-1.49721117214396
DHFRL1	7908.5146	429.0972	-7479.4174	0.0514652409218669	-4.20403035683135
NSUN3	7908.5146	429.0972	-7479.4174	0.0514652409218669	-4.20403035683135
ETFDH	8327.9826	848.7325	-7479.2501	0.092487615748254	-3.29458522648396
DDX3X	15503.2	8032.144	-7471.056	0.341280076467121	-0.948708992256394
XPO1	16547	9076.1192	-7470.8808	0.354216015979819	-0.866422215919861
KIF9	7679.9568	223.3076	-7456.6492	0.0282551093697435	-5.10399393830098
KLHL18	7679.9568	223.3076	-7456.6492	0.0282551093697435	-5.10399393830098
KDM3A	9123.7141	1669.0215	-7454.6926	0.154643045272044	-2.45061869984985
SP2	10873.6	3427.7289	-7445.8711	0.239679048287604	-1.66550474681092
MPZL3	7447.874	22.1751	-7425.6989	0.00296853470481205	-8
C12orf26	7425.4905	0	-7425.4905	0	-8
CCDC59	7425.4905	0	-7425.4905	0	-8
PPP2R1A	7613.0604	190.4835	-7422.5769	0.0244098710074534	-5.3207385846258
SF3B1	10071.4	2653.5587	-7417.8413	0.208531812366511	-1.92426387428254
LOC645212	9988.2561	2580.3076	-7407.9485	0.205298525876907	-1.95268975216968
SRSF2IP	15129.8	7727.2066	-7402.5934	0.338067304053716	-0.969374040288492
C1orf83	10387.457	2998.9833	-7388.4737	0.224031425292354	-1.79229711119943
PRMT2	7364.6433	1.8425	-7362.8008	0.000250119263109148	-8
CLK1	10888.0116	3531.3326	-7356.679	0.244902441540996	-1.62445589556117
NIPSNAP3A	8738.4675	1386.8626	-7351.6049	0.136969618402861	-2.65555542742924
TPRA1	7859.2336	517.2585	-7341.9751	0.0617512072864009	-3.92543128078479
DMXL1	8897.8	1561.6755	-7336.1245	0.149307247767825	-2.51035396322053
RPL22L1	7629.8559	297.6276	-7332.2283	0.0375437678299803	-4.68007558641299
CTDNEP1	13484.0628	6152.9805	-7331.0823	0.313335383845693	-1.13189792611044
PSMB9	16667.0704	9342.9728	-7324.0976	0.359206354566916	-0.835046968614874
GTF2IRD2B	8250.8455	926.7793	-7324.0662	0.100982478603832	-3.15424423968203
EPC1	29999.726	22676.5936	-7323.1324	0.430489331300967	-0.403745384184153
C19orf48	7374.4182	56.9772	-7317.441	0.00766709304688592	-7.0160006973105
NUP205	7981.2894	667.8865	-7313.4029	0.077219668986036	-3.57894697835184
CD2AP	7991.0064	680	-7311.0064	0.0784222694150013	-3.55477055841809
LYSMD1	8214.2548	906.151	-7308.1038	0.0993542414527213	-3.18030631480271
SCNM1	8214.2548	906.151	-7308.1038	0.0993542414527213	-3.18030631480271
DCAKD	15907.2156	8603.4151	-7303.8005	0.351007495698591	-0.886699976221187
BCL6	7823.0603	534.9654	-7288.0949	0.0640061922757668	-3.87021559493502
FAM134A	12555.4836	5270.6127	-7284.8709	0.295668362343583	-1.25227501038102
BNIP2	9692.4	2410.7022	-7281.6978	0.199180520842004	-2.00740050298221
ACSL5	7276.3131	0	-7276.3131	0	-8
TRIM39	7409.6566	135.513	-7274.1436	0.0179602324644896	-5.77290351888413
LOC150776	9181.0041	1916.0263	-7264.9778	0.172661174290376	-2.26053458156189
EIF3J	9835.1553	2580.3076	-7254.8477	0.207830156699192	-1.93040477283106
SAMD10	10286.2778	3043.2623	-7243.0155	0.228309624875955	-1.75703043119386
ZMPSTE24	8313.623	1071.484	-7242.139	0.11416854384292	-2.95586702013874
FAM201A	8821.542	1599.8566	-7221.6854	0.153516496336682	-2.46308826223794
HNRNPU	25136	17920.1445	-7215.8555	0.416204114606685	-0.488172815057215
BCL2L13	9559.2	2347.0431	-7212.1569	0.197127093768143	-2.02604555045566
OXSR1	7337.9453	129.8784	-7208.0669	0.0173917335515031	-5.82014272810896
EPC2	10100.2	2894.4166	-7205.7834	0.222739668979537	-1.80303936858905
C15orf61	7781.4	578.8314	-7202.5686	0.0692362893208913	-3.74881465147417
C17orf81	13326.3934	6152.9805	-7173.4129	0.315871574291204	-1.11492906275607
PTPLB	9403.4	2239.0979	-7164.3021	0.192321091163779	-2.07026487983122
TSNAX-DISC1	9217.7972	2054.7434	-7163.0538	0.182278642669071	-2.16546378856812
PAFAH1B1	8596.8	1439.2033	-7157.5967	0.14340402817524	-2.57852934344551
CCT4	7732.6502	577.2921	-7155.3581	0.0694700491482354	-3.74358956376469
KPTN	7315.8442	168.4065	-7147.4377	0.022501450946853	-5.44100462301403
USP53	12620.2	5474.7275	-7145.4725	0.302555923476344	-1.20487571109927
