#34_0EXA_0229Kronos_MM1S-No-Treatment-2_p300_hs_i50_peaks Enhancers
#Created from /data/projects/IRF4_mm_trn_data/p300_internal_ChIP/rose/34_0EXA_0229Kronos_MM1S-No-Treatment-2_p300_hs_i50_ROSE/34_0EXA_0229Kronos_MM1S-No-Treatment-2_p300_hs_i50_peaks_5KB_STITCHED_ENHANCER_REGION_MAP.txt
#Ranked by X34_0EXA_0229Kronos_MM1S.No.Treatment.2_p300_hs_i50.bam
#Using cutoff of 3322.6445 for Super-Enhancers
#Created on Jul 18 2024 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X34_0EXA_0229Kronos_MM1S.No.Treatment.2_p300_hs_i50.bam	X36_0EXO_0229Kronos_MM1S.No.Treatment.2_Input_hs_i78.bam	enhancerRank	isSuperStretch
1_MACS_peak_9184_lociStitched	chr3	130567572	130570450	1	2879	7055.417	751.4458	262	0
1_MACS_peak_976_lociStitched	chr1	183879376	183882446	1	3071	7371.991	1172.433	263	0
2_MACS_peak_12682_lociStitched	chr7	104596689	104604955	2	4305	7342.6878	1943.3366	264	1
2_MACS_peak_10425_lociStitched	chr5	6480077	6486487	2	5231	6086.295	1565.322	265	1
2_MACS_peak_759_lociStitched	chr1	155940082	155950595	2	6212	6064.9497	3019.3336	266	0
3_MACS_peak_9170_lociStitched	chr3	128994924	129002357	3	5435	5913.6948	1655.3291	267	1
3_MACS_peak_14161_lociStitched	chr9	132769076	132779720	3	4496	6820.6752	1629.5964	268	1
2_MACS_peak_808_lociStitched	chr1	160676739	160683316	2	6337	5265.5462	2569.6339	269	0
3_MACS_peak_1473_lociStitched	chr10	11202847	11210072	3	6345	4354.5075	1681.98	270	0
4_MACS_peak_7447_lociStitched	chr2	204548425	204562536	4	6124	6484.0045	3348.5403	271	0
3_MACS_peak_11630_lociStitched	chr6	45387831	45394836	3	5916	4835.5515	1337.955	272	1
1_MACS_peak_1239_lociStitched	chr1	223421276	223423879	1	2604	7416.9882	1098.466	273	0
2_MACS_peak_2965_lociStitched	chr12	27331108	27339671	2	4321	7483.2057	2213.5355	274	1
1_MACS_peak_7895_lociStitched	chr20	42378925	42382055	1	3131	6969.571	949.016	275	0
1_MACS_peak_11824_lociStitched	chr6	90993751	90997096	1	3346	6975.9975	1070.7345	276	0
1_MACS_peak_608_lociStitched	chr1	143741202	143746085	1	4884	6501.2262	1771.5524	277	1
2_MACS_peak_2655_lociStitched	chr11	117878260	117883358	2	4179	6475.4796	1123.5992	278	1
2_MACS_peak_1348_lociStitched	chr1	235146824	235152033	2	3036	7516.0661	1483.5232	279	0
2_MACS_peak_736_lociStitched	chr1	154756927	154765064	2	4401	7958.7997	2818.6568	280	1
3_MACS_peak_4429_lociStitched	chr15	75353226	75362696	3	5624	5828.785	2063.513	281	1
3_MACS_peak_3062_lociStitched	chr12	46776428	46785253	3	6010	4920.82	1817.0675	282	0
1_MACS_peak_810_lociStitched	chr1	160708534	160714963	1	6430	4648.8099	2536.2405	283	0
2_MACS_peak_6032_lociStitched	chr19	2255115	2261198	2	5918	5172.9832	1907.0205	284	0
4_MACS_peak_10025_lociStitched	chr4	105407673	105416978	4	5302	6079.887	1907.525	285	1
2_MACS_peak_6040_lociStitched	chr19	2474177	2480070	2	5879	5004.9249	1736.6671	286	0
1_MACS_peak_5753_lociStitched	chr18	20820899	20823072	1	2174	6715.2219	392.8784	287	0
1_MACS_peak_667_lociStitched	chr1	149221966	149225744	1	3779	8340.6906	2816.8768	288	1
1_MACS_peak_13925_lociStitched	chr9	97622595	97624509	1	1915	6931.7424	543.0018	289	0
2_MACS_peak_12260_lociStitched	chr7	20428559	20436139	2	2521	7407.176	1232.508	290	0
3_MACS_peak_8184_lociStitched	chr21	36420307	36430575	3	5184	6978.1328	2741.556	291	1
3_MACS_peak_4381_lociStitched	chr15	70047342	70053912	3	4751	6316.398	1654.326	292	1
2_MACS_peak_1594_lociStitched	chr10	30989903	30996274	2	5140	5794.4245	1558.3466	293	1
3_MACS_peak_6339_lociStitched	chr19	48880791	48895210	3	5060	7277.2693	2951.5693	294	1
2_MACS_peak_6623_lociStitched	chr2	42328205	42333934	2	4543	6296.7439	1448.2912	295	1
2_MACS_peak_11798_lociStitched	chr6	88627851	88636489	2	3348	7632.5368	1910.7256	296	0
2_MACS_peak_4520_lociStitched	chr15	89655082	89660426	2	4662	5995.968	1267.5968	297	1
2_MACS_peak_14138_lociStitched	chr9	130538250	130549484	2	5820	5319.299	2100.758	298	0
1_MACS_peak_12838_lociStitched	chr7	133928801	133932009	1	3209	6790.3736	1004.7456	299	0
3_MACS_peak_11282_lociStitched	chr6	390987	400748	3	5727	5528.6304	2160.1093	300	1
3_MACS_peak_4239_lociStitched	chr15	46995111	47008072	3	4815	7045.5996	2488.512	301	1
1_MACS_peak_11637_lociStitched	chr6	45676900	45679644	1	2745	6750.24	747.74	302	0
2_MACS_peak_8046_lociStitched	chr20	60912110	60915827	2	3667	6725.9115	1235.9025	303	1
2_MACS_peak_8813_lociStitched	chr3	46579150	46588064	2	3641	7410.2082	1919.1842	304	1
2_MACS_peak_8227_lociStitched	chr21	41325189	41331874	2	6070	5005.0595	2367.1585	305	0
3_MACS_peak_4476_lociStitched	chr15	81585445	81595585	3	5047	7306.884	3060.252	306	1
2_MACS_peak_1032_lociStitched	chr1	192774715	192781289	2	5543	6180.2174	2603.9614	307	1
1_MACS_peak_8244_lociStitched	chr21	43481066	43485747	1	4682	6744.8529	2138.7489	308	1
1_MACS_peak_8230_lociStitched	chr21	41384675	41389822	1	5148	5950.9614	1868.361	309	1
2_MACS_peak_1123_lociStitched	chr1	206132382	206139795	2	6318	4301.0226	2443.3248	310	0
1_MACS_peak_11550_lociStitched	chr6	32935541	32940992	1	5452	5163.1872	1513.1976	311	1
1_MACS_peak_9514_lociStitched	chr3	193800826	193803735	1	2910	7225.956	1380.3205	312	0
2_MACS_peak_9450_lociStitched	chr3	183228830	183235093	2	4572	7103.4946	2423.781	313	1
1_MACS_peak_12685_lociStitched	chr7	104651861	104655924	1	4064	6335.0296	1220.5252	314	1
2_MACS_peak_1306_lociStitched	chr1	230239240	230246651	2	4472	7164.2137	2398.1996	315	1
3_MACS_peak_3764_lociStitched	chr13	115039748	115048340	3	5284	5791.008	1927.1856	316	1
3_MACS_peak_5577_lociStitched	chr17	75315013	75329289	3	5705	5584.7712	2362.678	317	0
2_MACS_peak_4041_lociStitched	chr14	106161959	106168346	2	3691	6492.3855	1115.1702	318	1
3_MACS_peak_5362_lociStitched	chr17	46528275	46535273	3	5354	5456.3406	1697.015	319	1
1_MACS_peak_9357_lociStitched	chr3	169974250	169977457	1	3208	7000.881	1334.4327	320	0
2_MACS_peak_8083_lociStitched	chr21	19152285	19157819	2	3719	6696.14	1358.0436	321	1
3_MACS_peak_7512_lociStitched	chr2	217080898	217088512	3	5272	5830.0398	2019.2328	322	1
2_MACS_peak_774_lociStitched	chr1	156469819	156476107	2	4226	7063.3104	2167.4736	323	1
3_MACS_peak_13115_lociStitched	chr8	28195378	28206574	3	5245	5903.6508	2105.9676	324	1
2_MACS_peak_12455_lociStitched	chr7	52775519	52780608	2	3671	6155.6544	845.2829	325	1
3_MACS_peak_8164_lociStitched	chr21	34746257	34756971	3	5204	6768.0338	2927.0648	326	1
1_MACS_peak_677_lociStitched	chr1	149855944	149860971	1	5028	6296.8202	2237.015	327	1
2_MACS_peak_11986_lociStitched	chr6	130834226	130839537	2	3558	6763.5585	1408.4772	328	1
2_MACS_peak_12708_lociStitched	chr7	106504744	106513640	2	5585	6270.7904	3035.3152	329	0
3_MACS_peak_2665_lociStitched	chr11	118738778	118743986	3	4820	5593.392	1318.1448	330	1
3_MACS_peak_11492_lociStitched	chr6	27775156	27783474	3	5933	4814.4584	2260.8324	331	0
2_MACS_peak_11207_lociStitched	chr5	172191647	172200111	2	4428	6289.5984	1619.1632	332	1
3_MACS_peak_2212_lociStitched	chr11	19451662	19457726	3	5399	5091.3344	1569.9696	333	1
2_MACS_peak_5142_lociStitched	chr17	16872524	16880118	2	5583	5151.7696	1935.7106	334	0
1_MACS_peak_7903_lociStitched	chr20	42696840	42699694	1	2855	6731.159	993.4774	335	0
2_MACS_peak_4291_lociStitched	chr15	52969477	52976975	2	5939	4197.3804	1717.042	336	0
2_MACS_peak_11873_lociStitched	chr6	106588620	106595254	2	5274	5574.5502	1915.2358	337	1
2_MACS_peak_3323_lociStitched	chr12	94598131	94603023	2	4794	5652.706	1412.3204	338	1
2_MACS_peak_10615_lociStitched	chr5	56467400	56472845	2	5403	4465.989	1050.3405	339	1
2_MACS_peak_1029_lociStitched	chr1	192573523	192579699	2	3552	7062.256	1784.864	340	1
3_MACS_peak_9577_lociStitched	chr4	3042081	3050161	3	5257	5201.096	1582.872	341	1
1_MACS_peak_8261_lociStitched	chr21	44581713	44586304	1	4592	6321.3479	1903.8877	342	1
3_MACS_peak_950_lociStitched	chr1	181097745	181105017	3	5053	5946.3144	2059.4304	343	1
2_MACS_peak_7293_lociStitched	chr2	175457899	175463510	2	4661	5842.1732	1514.4089	344	1
1_MACS_peak_10768_lociStitched	chr5	88565983	88568771	1	2789	6653.562	971.618	345	0
2_MACS_peak_12978_lociStitched	chr8	1991439	2000138	2	4720	5818.7611	1577.1287	346	1
4_MACS_peak_3931_lociStitched	chr14	77490105	77507415	4	5294	5347.059	1836.591	347	1
1_MACS_peak_12824_lociStitched	chr7	130807965	130810157	1	2193	6878.2768	964.0416	348	0
3_MACS_peak_9497_lociStitched	chr3	191007666	191019593	3	5167	6799.5827	3174.9674	349	1
2_MACS_peak_14119_lociStitched	chr9	128394192	128398971	2	3074	6684.8652	1201.9185	350	0
1_MACS_peak_1226_lociStitched	chr1	221949522	221952521	1	3000	6789.1362	1276.0745	351	0
1_MACS_peak_7370_lociStitched	chr2	192539652	192544632	1	4981	4992.45	1136.436	352	1
2_MACS_peak_6346_lociStitched	chr19	49375135	49380443	2	4707	5403.0132	1249.5032	353	1
1_MACS_peak_933_lociStitched	chr1	179049122	179053617	1	4496	6149.6095	1775.9745	354	1
1_MACS_peak_633_lociStitched	chr1	145394917	145400225	1	5309	5501.2112	2141.2472	355	1
4_MACS_peak_2868_lociStitched	chr12	11902447	11912649	4	5327	5487.6558	2161.8038	356	1
1_MACS_peak_13140_lociStitched	chr8	29630159	29633634	1	3476	6313.7275	1149.1825	357	0
1_MACS_peak_2809_lociStitched	chr12	4378275	4383501	1	5227	4470.3204	1061.9232	358	1
1_MACS_peak_8026_lociStitched	chr20	56253147	56258544	1	5398	4613.8953	1513.8585	359	0
1_MACS_peak_9987_lociStitched	chr4	100766636	100770077	1	3442	6004.8891	850.2711	360	0
4_MACS_peak_1003_lociStitched	chr1	186583403	186596391	4	4967	6591.41	2871.6468	361	1
2_MACS_peak_14059_lociStitched	chr9	117210677	117215833	2	3648	6535.7456	1554.534	362	1
2_MACS_peak_5098_lociStitched	chr17	6064030	6070605	2	3949	6326.465	1577.3425	363	1
1_MACS_peak_12817_lociStitched	chr7	129588241	129593332	1	5092	5574.645	2054.7276	364	1
3_MACS_peak_1712_lociStitched	chr10	63656502	63665231	3	5404	4939.7411	1938.7109	365	0
3_MACS_peak_4688_lociStitched	chr16	11821306	11829252	3	5279	5045.71	1837.9098	366	0
1_MACS_peak_6862_lociStitched	chr2	86262468	86266413	1	3946	5908.821	1181.5275	367	1
1_MACS_peak_1858_lociStitched	chr10	90144531	90147379	1	2849	6262.4672	817.6608	368	0
1_MACS_peak_7166_lociStitched	chr2	146168607	146170638	1	2032	6278.0241	487.2369	369	0
2_MACS_peak_2281_lociStitched	chr11	35160121	35168349	2	5164	5738.2072	2364.7272	370	1
2_MACS_peak_11875_lociStitched	chr6	106610536	106616325	2	4365	6230.7007	1898.792	371	1
2_MACS_peak_10970_lociStitched	chr5	131435767	131440991	2	4275	5964.7632	1560.4088	372	1
2_MACS_peak_10626_lociStitched	chr5	58853103	58860206	2	3242	6445.2622	1249.4177	373	0
3_MACS_peak_2760_lociStitched	chr11	130670702	130677655	3	5021	5154.2589	1610.3148	374	1
2_MACS_peak_8477_lociStitched	chr22	39377444	39382059	2	3542	6151.3335	1154.2115	375	1
2_MACS_peak_182_lociStitched	chr1	28570871	28577080	2	5388	4764.7866	1802.4727	376	0
3_MACS_peak_5380_lociStitched	chr17	47816507	47827020	3	4751	6220.5421	2332.8347	377	1
3_MACS_peak_953_lociStitched	chr1	181117896	181129804	3	4863	7105.5036	3356.8652	378	1
1_MACS_peak_706_lociStitched	chr1	152006726	152011976	1	5251	5048.4	1864.8	379	0
2_MACS_peak_8640_lociStitched	chr3	13460037	13470345	2	5024	5150.9076	1651.3416	380	1
3_MACS_peak_8520_lociStitched	chr22	42928627	42936070	3	4260	6481.3644	2104.8804	381	1
1_MACS_peak_5165_lociStitched	chr17	19206529	19210753	1	4225	5705.3568	1301.4144	382	1
2_MACS_peak_3364_lociStitched	chr12	102130768	102138769	2	3284	6563.2203	1436.1795	383	0
1_MACS_peak_13150_lociStitched	chr8	33410904	33413641	1	2738	6402.6641	974.372	384	0
2_MACS_peak_2041_lociStitched	chr10	125156947	125163092	2	3061	6679.615	1429.327	385	0
2_MACS_peak_11532_lociStitched	chr6	31701736	31708607	2	4864	5450.7643	1783.7116	386	1
1_MACS_peak_5245_lociStitched	chr17	34426959	34432128	1	5170	5091.465	1872.2118	387	0
3_MACS_peak_9879_lociStitched	chr4	78736485	78743754	3	5474	4109.1657	1444.3503	388	0
1_MACS_peak_8494_lociStitched	chr22	39841895	39844942	1	3048	6262.8038	1030.4954	389	0
2_MACS_peak_689_lociStitched	chr1	150583199	150587195	2	3995	6047.5464	1503.2952	390	1
3_MACS_peak_1292_lociStitched	chr1	228725643	228732971	3	3685	6092.4992	1312.4448	391	1
3_MACS_peak_10013_lociStitched	chr4	103533453	103542511	3	4523	5969.222	1964.6802	392	1
1_MACS_peak_807_lociStitched	chr1	160641409	160646170	1	4762	5753.6685	2032.4709	393	1
3_MACS_peak_12985_lociStitched	chr8	2107197	2114698	3	5052	5047.4229	1752.2336	394	0
1_MACS_peak_11808_lociStitched	chr6	90006922	90009520	1	2599	6190.5144	780.9588	395	0
2_MACS_peak_4133_lociStitched	chr15	31637295	31646428	2	4530	5719.0846	1769.0621	396	1
2_MACS_peak_2640_lociStitched	chr11	115367747	115376377	2	5492	4112.195	1635.385	397	0
2_MACS_peak_8610_lociStitched	chr3	8699321	8707990	2	3217	6818.1685	1772.8105	398	0
2_MACS_peak_8364_lociStitched	chr22	24822884	24831518	2	3803	6430.6032	1804.506	399	1
2_MACS_peak_13802_lociStitched	chr9	73028359	73036072	2	4820	5028.1047	1467.7839	400	1
1_MACS_peak_5573_lociStitched	chr17	75205102	75209684	1	4583	5343.9866	1501.9796	401	1
3_MACS_peak_2744_lociStitched	chr11	129238184	129247267	3	5469	4339.8574	1901.0719	402	0
2_MACS_peak_986_lociStitched	chr1	184711772	184717247	2	4875	5039.19	1611.2925	403	1
3_MACS_peak_2499_lociStitched	chr11	78131163	78139522	3	4677	5488.5194	1803.0363	404	1
4_MACS_peak_4750_lociStitched	chr16	22206488	22217898	4	5214	5385.52	2504.495	405	0
1_MACS_peak_1150_lociStitched	chr1	207995373	208000145	1	4773	5448.6696	1898.3016	406	1
2_MACS_peak_6565_lociStitched	chr2	33718633	33723215	2	4229	5378.3516	1211.939	407	1
1_MACS_peak_12048_lociStitched	chr6	138270427	138274211	1	3785	5448.5816	888.8616	408	1
4_MACS_peak_8807_lociStitched	chr3	46424772	46438408	4	4947	6080.2924	2840.3788	409	0
1_MACS_peak_13547_lociStitched	chr8	134245967	134248360	1	2394	6437.6486	1062.492	410	0
3_MACS_peak_6667_lociStitched	chr2	46795381	46804707	3	5266	4853.2504	2162.6994	411	0
1_MACS_peak_2476_lociStitched	chr11	72863067	72866212	1	3146	6200.3675	1226.55	412	0
2_MACS_peak_13485_lociStitched	chr8	126163251	126167532	2	2826	6024.6513	866.0463	413	0
2_MACS_peak_5594_lociStitched	chr17	76143289	76152102	2	4184	5910.8791	1759.9561	414	1
1_MACS_peak_5267_lociStitched	chr17	36856543	36861450	1	4908	4617.9777	1346.9715	415	0
2_MACS_peak_3056_lociStitched	chr12	46608205	46612640	2	4344	5228.4215	1254.6615	416	1
1_MACS_peak_9452_lociStitched	chr3	183242805	183246566	1	3762	6152.2438	1643.1809	417	1
2_MACS_peak_6053_lociStitched	chr19	3984044	3991019	2	5205	5175.45	2428.695	418	0
1_MACS_peak_1456_lociStitched	chr10	6967216	6971378	1	4163	5216.2346	1100.0166	419	1
1_MACS_peak_8226_lociStitched	chr21	41304012	41308558	1	4547	5533.3912	1858.8594	420	1
2_MACS_peak_9179_lociStitched	chr3	129893481	129899316	2	3893	5736.972	1393.398	421	1
3_MACS_peak_5854_lociStitched	chr18	46459784	46469625	3	5200	4769.9327	2101.0535	422	0
2_MACS_peak_4996_lociStitched	chr16	81842235	81851996	2	4560	4847.3126	1210.364	423	1
3_MACS_peak_5284_lociStitched	chr17	38019272	38024767	3	5144	4240.4915	1474.858	424	0
2_MACS_peak_13259_lociStitched	chr8	60963519	60970448	2	3170	6095.4413	1228.5117	425	0
3_MACS_peak_728_lociStitched	chr1	154387635	154393606	3	4782	5232.3873	1903.5548	426	1
2_MACS_peak_12429_lociStitched	chr7	47514243	47522354	2	4589	5876.4195	2300.2796	427	1
2_MACS_peak_11659_lociStitched	chr6	52254295	52259931	2	3231	6013.612	1197.65	428	0
2_MACS_peak_13455_lociStitched	chr8	120939213	120947511	2	3846	6239.2662	1891.1142	429	1
2_MACS_peak_13644_lociStitched	chr9	9606314	9613142	2	2741	6306.3408	1209.2388	430	0
3_MACS_peak_2894_lociStitched	chr12	13246841	13255251	3	4795	4961.059	1683.682	431	0
2_MACS_peak_13896_lociStitched	chr9	93909650	93914433	2	3268	5845.3043	1071.392	432	0
1_MACS_peak_3295_lociStitched	chr12	92755360	92759873	1	4514	4828.91	1189.6268	433	1
3_MACS_peak_14147_lociStitched	chr9	130834144	130845167	3	4910	5113.5697	2035.9481	434	0
1_MACS_peak_13550_lociStitched	chr8	134510186	134514451	1	4266	5178.9895	1274.382	435	1
2_MACS_peak_8021_lociStitched	chr20	56050355	56057057	2	3944	5828.0592	1605.129	436	1
2_MACS_peak_13023_lociStitched	chr8	11387776	11396152	2	3154	6596.9376	1769.8488	437	0
1_MACS_peak_13509_lociStitched	chr8	126953526	126955446	1	1921	5918.016	491.712	438	0
2_MACS_peak_12785_lociStitched	chr7	122824029	122831873	2	3471	6852.5184	2248.0904	439	0
3_MACS_peak_6104_lociStitched	chr19	10522431	10531118	3	4942	5004.5807	1998.8787	440	0
2_MACS_peak_1367_lociStitched	chr1	240075087	240079273	2	4016	5409.1492	1268.7766	441	1
3_MACS_peak_3299_lociStitched	chr12	92855317	92865981	3	4244	6043.2888	2134.9328	442	1
2_MACS_peak_8162_lociStitched	chr21	34696004	34705801	2	4907	6617.8735	3568.0674	443	0
2_MACS_peak_3302_lociStitched	chr12	92932260	92938895	2	3827	5739.275	1435.1505	444	1
1_MACS_peak_12697_lociStitched	chr7	105985555	105988701	1	3147	6005.714	1196.7384	445	0
1_MACS_peak_99_lociStitched	chr1	16990774	16995051	1	4278	6313.2797	2462.2689	446	1
2_MACS_peak_11459_lociStitched	chr6	26025892	26034262	2	4905	4846.23	1821.312	447	0
1_MACS_peak_9289_lociStitched	chr3	156534156	156536531	1	2376	5915.8875	706.8	448	0
2_MACS_peak_6894_lociStitched	chr2	89050649	89055272	2	4280	5114.4249	1297.2138	449	1
1_MACS_peak_13630_lociStitched	chr9	5625931	5630397	1	4467	4778.1734	1183.49	450	1
3_MACS_peak_6161_lociStitched	chr19	16434860	16441977	3	4815	4568.4023	1456.8499	451	0
2_MACS_peak_6070_lociStitched	chr19	6765550	6773798	2	4811	5357.9008	2245.1056	452	0
2_MACS_peak_9352_lociStitched	chr3	169845903	169851155	2	4546	5255.1512	1776.7516	453	1
1_MACS_peak_7460_lociStitched	chr2	204891123	204893011	1	1889	5942.2912	574.3296	454	0
3_MACS_peak_3104_lociStitched	chr12	51714260	51721300	3	4958	4571.776	1737.472	455	0
2_MACS_peak_10402_lociStitched	chr5	1335743	1343981	2	4426	5264.082	1676.433	456	1
2_MACS_peak_3762_lociStitched	chr13	115024693	115029777	2	3999	5356.5024	1318.7896	457	1
2_MACS_peak_10337_lociStitched	chr4	185455310	185460641	2	4062	5326.2021	1356.7395	458	1
2_MACS_peak_5070_lociStitched	chr17	3813876	3820323	2	4968	4490.3355	1723.2831	459	0
1_MACS_peak_13171_lociStitched	chr8	37737753	37740976	1	3224	5494.5704	848.2936	460	0
1_MACS_peak_13969_lociStitched	chr9	102580986	102585581	1	4596	4400.172	1077.5275	461	0
3_MACS_peak_3946_lociStitched	chr14	81936309	81945579	3	4061	5081.814	1136.502	462	1
3_MACS_peak_11110_lociStitched	chr5	151128752	151138888	3	4703	5057.864	1903.5408	463	0
2_MACS_peak_10151_lociStitched	chr4	140128197	140135907	2	4456	5023.065	1542.771	464	1
1_MACS_peak_8180_lociStitched	chr21	36237010	36239159	1	2150	5982.1713	787.1787	465	0
2_MACS_peak_7935_lociStitched	chr20	46386799	46391484	2	3992	5256.57	1277.5995	466	1
1_MACS_peak_8273_lociStitched	chr21	45135971	45140451	1	4481	4809.28	1381.632	467	1
2_MACS_peak_12356_lociStitched	chr7	35764228	35770897	2	3909	5583.9537	1532.5362	468	1
3_MACS_peak_10983_lociStitched	chr5	131826111	131835365	3	4944	4769.5116	2051.6118	469	0
3_MACS_peak_8372_lociStitched	chr22	26986046	26991490	3	4636	4584.3924	1383.8648	470	0
2_MACS_peak_591_lociStitched	chr1	120833047	120839425	2	5403	3204.3072	1585.5708	471	0
1_MACS_peak_1013_lociStitched	chr1	187153858	187155633	1	1776	6129.2525	823.245	472	0
1_MACS_peak_12856_lociStitched	chr7	137435264	137437210	1	1947	5915.4508	672.343	473	0
2_MACS_peak_2381_lociStitched	chr11	62318781	62325346	2	4470	5063.5845	1694.4265	474	1
1_MACS_peak_100_lociStitched	chr1	17065411	17069146	1	3736	6272.559	2123.721	475	1
3_MACS_peak_11221_lociStitched	chr5	173330004	173341989	3	4490	5480.7405	2164.491	476	0
1_MACS_peak_631_lociStitched	chr1	145207980	145212857	1	4878	5129.6286	2416.5535	477	0
1_MACS_peak_2579_lociStitched	chr11	102186824	102190186	1	3363	5533.852	1106.4342	478	0
1_MACS_peak_5919_lociStitched	chr18	56806431	56811452	1	5022	3748.6786	1327.5524	479	0
2_MACS_peak_11371_lociStitched	chr6	12008278	12013854	2	4856	3607.672	878.7776	480	0
1_MACS_peak_1436_lociStitched	chr10	3915430	3918528	1	3099	5402.912	804.8604	481	0
1_MACS_peak_657_lociStitched	chr1	147928808	147933606	1	4799	4100.3708	1282.9852	482	0
2_MACS_peak_12959_lociStitched	chr7	155532807	155539607	2	3958	5589.6	1700.68	483	1
1_MACS_peak_9454_lociStitched	chr3	183269397	183274247	1	4851	4646.785	1943.395	484	0
2_MACS_peak_3753_lociStitched	chr13	114789695	114794119	2	4148	4500.9776	836.5784	485	1
1_MACS_peak_930_lociStitched	chr1	178546967	178551264	1	4298	5302.498	1812.4746	486	1
2_MACS_peak_9148_lociStitched	chr3	125554005	125560284	2	4012	5421.2886	1618.7262	487	1
2_MACS_peak_130_lociStitched	chr1	23850852	23855861	2	4335	5007.4973	1587.853	488	1
2_MACS_peak_117_lociStitched	chr1	21616805	21622231	2	4161	5065.171	1447.6568	489	1
3_MACS_peak_11940_lociStitched	chr6	117859487	117870961	3	4206	5732.4104	2170.8808	490	1
2_MACS_peak_13521_lociStitched	chr8	129668917	129672465	2	3444	5278.3596	990.9564	491	0
2_MACS_peak_11517_lociStitched	chr6	30684380	30689993	2	4912	3802.8075	1312.3194	492	0
3_MACS_peak_5279_lociStitched	chr17	37925752	37937898	3	3995	6422.8048	2657.5448	493	1
2_MACS_peak_11140_lociStitched	chr5	156692399	156700350	2	4234	5326.3749	1835.8859	494	1
2_MACS_peak_10736_lociStitched	chr5	81146740	81151547	2	4151	4699.3232	1126.2801	495	1
2_MACS_peak_4699_lociStitched	chr16	14492466	14501192	2	3507	6001.7428	1815.8806	496	0
2_MACS_peak_4122_lociStitched	chr15	31368958	31376291	2	3775	5642.0102	1698.3228	497	1
2_MACS_peak_2413_lociStitched	chr11	65238958	65245908	2	3911	5259.76	1451.16	498	1
4_MACS_peak_12865_lociStitched	chr7	139466672	139478887	4	4816	5484.535	2886.4045	499	0
2_MACS_peak_816_lociStitched	chr1	161008147	161017485	2	4452	6054.7592	2887.3096	500	0
3_MACS_peak_2753_lociStitched	chr11	130045453	130052302	3	4728	4472.397	1737.5913	501	0
1_MACS_peak_9440_lociStitched	chr3	182430903	182435740	1	4838	4367.3273	1833.7067	502	0
2_MACS_peak_1763_lociStitched	chr10	72335281	72338974	2	3174	5305.7331	921.7728	503	0
2_MACS_peak_2446_lociStitched	chr11	67647502	67654005	2	4265	5275.8839	1922.9371	504	1
1_MACS_peak_6769_lociStitched	chr2	65141411	65146087	1	4677	4279.4752	1520.1676	505	0
3_MACS_peak_11863_lociStitched	chr6	106227828	106240140	3	3828	6302.5128	2475.9432	506	1
2_MACS_peak_945_lociStitched	chr1	180817118	180822244	2	3683	5413.5686	1455.784	507	1
3_MACS_peak_6253_lociStitched	chr19	39339456	39348727	3	4660	4467.6949	1703.0827	508	0
3_MACS_peak_7718_lociStitched	chr20	10650744	10656012	3	4763	3611.214	1034.1084	509	0
2_MACS_peak_4934_lociStitched	chr16	68789610	68795411	2	3341	5494.7072	1257.6568	510	0
2_MACS_peak_4566_lociStitched	chr15	96406764	96413732	2	3204	5538.1664	1203.3736	511	0
2_MACS_peak_12555_lociStitched	chr7	78115169	78123663	2	4329	5561.8712	2329.9042	512	0
3_MACS_peak_6096_lociStitched	chr19	10304468	10315873	3	4422	4873.3565	1771.1965	513	0
3_MACS_peak_11591_lociStitched	chr6	37136651	37144495	3	4539	4314.9844	1386.0348	514	0
1_MACS_peak_9519_lociStitched	chr3	194023305	194026335	1	3031	5593.986	1146.552	515	0
2_MACS_peak_6441_lociStitched	chr2	10259983	10265154	2	4911	3406.6548	1150.5475	516	0
1_MACS_peak_6672_lociStitched	chr2	47209243	47213766	1	4524	4453.7981	1508.4205	517	0
1_MACS_peak_8024_lociStitched	chr20	56192666	56196791	1	4126	4558.5375	1087.7625	518	1
