REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X34_0EXA_0229Kronos_MM1S.No.Treatment.2_p300_hs_i50.bam	X36_0EXO_0229Kronos_MM1S.No.Treatment.2_Input_hs_i78.bam	enhancerRank	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	TOP_GENE	TSS_SIGNAL	enhancerRank	isStretch
3_MACS_peak_2142_lociStitched	chr11	9587218	9595449	3	3658	3420.8036	1229.7114	655	WEE1	WEE1	WEE1	WEE1	0.0759	655	1
2_MACS_peak_1145_lociStitched	chr1	207506445	207511480	2	3653	3303.4635	1350.8905	656	CD55		CD55	CD55	0.08989999999999998	656	1
1_MACS_peak_8240_lociStitched	chr21	43346015	43349665	1	3651	3406.545	1212.165	657	C2CD2	PRDM15	C2CD2	PRDM15	0.038699999999999984	657	1
1_MACS_peak_3320_lociStitched	chr12	94565368	94569017	1	3650	4187.5924	1008.2187	658	PLXNC1		PLXNC1	PLXNC1	0.08779999999999999	658	1
2_MACS_peak_14059_lociStitched	chr9	117210677	117215833	2	3648	6535.7456	1554.534	659	DFNB31		DFNB31	DFNB31	0.0794	659	1
2_MACS_peak_13735_lociStitched	chr9	42250649	42254862	2	3645	2106.5	871.6697	660			FAM95B1	FAM95B1	NONE	660	1
3_MACS_peak_1507_lociStitched	chr10	14776470	14785427	3	3644	4524.1807	1848.7248	661	FAM107B		FAM107B	FAM107B	0.04519999999999999	661	1
3_MACS_peak_4446_lociStitched	chr15	77471578	77481016	3	3643	5545.7688	1712.0532	662	PEAK1	C15orf5	C15orf5	NONE	NONE	662	1
2_MACS_peak_830_lociStitched	chr1	161493239	161501744	2	3642	3515.1165	1831.1265	663	HSPA6	FCGR2A,FCGR2C,FCGR3A	HSPA6	HSPA6	0.12179999999999996	663	1
2_MACS_peak_9303_lociStitched	chr3	158519179	158527706	2	3642	4324.8944	2072.9137	664	MFSD1		MFSD1	MFSD1	0.05509999999999998	664	1
2_MACS_peak_8813_lociStitched	chr3	46579150	46588064	2	3641	7410.2082	1919.1842	665	LRRC2	RTP3,TDGF1	LRRC2	LRRC2	0.1059	665	1
3_MACS_peak_4701_lociStitched	chr16	14591239	14597894	3	3640	3480.565	1181.928	666	PARN		PARN	PARN	0.020399999999999988	666	1
3_MACS_peak_3793_lociStitched	chr14	32666948	32675863	3	3635	3862.8695	1017.2015	667			ARHGAP5	ARHGAP5	NONE	667	1
1_MACS_peak_2474_lociStitched	chr11	72523809	72527441	1	3633	2663.3456	989.72	668	ATG16L2	STARD10	ATG16L2	ATG16L2	0.09779999999999997	668	1
2_MACS_peak_1211_lociStitched	chr1	218629059	218634390	2	3631	5453.613	1672.8678	669			TGFB2	TGFB2	NONE	669	1
2_MACS_peak_11257_lociStitched	chr5	179245393	179249086	2	3630	3232.1136	820.5846	670	SQSTM1	LTC4S,MIR1229,MGAT4B,C5orf45	SQSTM1	SQSTM1	0.08230000000000001	670	1
2_MACS_peak_8334_lociStitched	chr22	22549434	22556974	2	3630	3967.548	1639.196	671		VPREB1	VPREB1	NONE	NONE	671	1
1_MACS_peak_1257_lociStitched	chr1	226067227	226070854	1	3628	2964.3471	1163.1789	672	TMEM63A	LEFTY1,PYCR2	TMEM63A	TMEM63A	0.05429999999999999	672	1
2_MACS_peak_2363_lociStitched	chr11	60605613	60610118	2	3623	4681.596	1181.6615	673	CCDC86	ZP1,GPR44	CCDC86	CCDC86	0.2262	673	1
1_MACS_peak_2385_lociStitched	chr11	62606250	62609871	1	3622	3634.3977	1316.5956	674	WDR74	SLC3A2,TMEM223,NXF1,STX5,SNORD22,SNORD31,SNORD30,SNORD29,SNORD28,SNORD27,SNORD26,SNORD25,SNHG1	WDR74	WDR74	0.17420000000000002	674	1
2_MACS_peak_8018_lociStitched	chr20	55967230	55974279	2	3622	5262.7834	1735.4638	675	RBM38	RAE1,MTRNR2L3	RBM38	RBM38	0.1604	675	1
1_MACS_peak_3407_lociStitched	chr12	109083154	109086769	1	3616	3168.5475	1149.9315	676	CORO1C		CORO1C	CORO1C	0.06540000000000001	676	1
2_MACS_peak_2764_lociStitched	chr11	130701057	130705451	2	3616	3557.3824	1297.1088	677			SNX19	SNX19	NONE	677	1
2_MACS_peak_11489_lociStitched	chr6	27439961	27448076	2	3616	3713.424	1824.252	678	ZNF184		ZNF184	ZNF184	0.030800000000000008	678	1
2_MACS_peak_11260_lociStitched	chr5	180229929	180238490	2	3613	4655.4718	1762.7099	679	MGAT1	LOC729678,ZFP62	MGAT1	MGAT1	0.09189999999999998	679	1
3_MACS_peak_7589_lociStitched	chr2	232701051	232713889	3	3609	4235.2562	1772.9278	680		COPS7B,MIR1471	MIR1471	COPS7B	0.0011000000000000038	680	1
2_MACS_peak_8513_lociStitched	chr22	42142378	42149263	2	3606	3837.0105	1631.745	681	MEI1	CCDC134	MEI1	MEI1	0.01730000000000001	681	1
2_MACS_peak_2693_lociStitched	chr11	122932288	122940624	2	3606	3104.3264	1851.4256	682	HSPA8	LOC341056	HSPA8	HSPA8	0.10650000000000001	682	1
1_MACS_peak_8642_lociStitched	chr3	14163093	14166695	1	3603	3260.1702	1061.1492	683	TMEM43,CHCHD4		CHCHD4	CHCHD4	0.09500000000000003	683	1
1_MACS_peak_12934_lociStitched	chr7	150101257	150104857	1	3601	4853.52	1255.32	684	LOC728743	REPIN1,ZNF775,LOC285972,GIMAP8	LOC728743	REPIN1	0.38969999999999994	684	1
3_MACS_peak_11620_lociStitched	chr6	44077522	44084398	3	3600	3740.544	1453.5864	685	MRPL14	TMEM63B,CAPN11	MRPL14	MRPL14	0.14159999999999998	685	1
2_MACS_peak_13031_lociStitched	chr8	12375460	12381245	2	3598	3741.1595	1546.909	686			FAM86B2	FAM86B2	NONE	686	1
2_MACS_peak_8645_lociStitched	chr3	14728472	14733449	2	3590	3853.1934	1295.5131	687	C3orf20	C3orf19	C3orf20	C3orf20	0.012199999999999989	687	1
2_MACS_peak_585_lociStitched	chr1	120659484	120665979	2	3588	4260.72	1571.79	688		NOTCH2	NOTCH2	NOTCH2	0.013399999999999995	688	1
1_MACS_peak_5417_lociStitched	chr17	55432416	55435998	1	3583	3483.1368	1140.867	689	MSI2		MSI2	MSI2	0.017299999999999996	689	1
2_MACS_peak_8423_lociStitched	chr22	35704160	35707837	2	3583	4876.8051	1030.2954	690	TOM1	MIR3909	TOM1	TOM1	0.07370000000000002	690	1
1_MACS_peak_10000_lociStitched	chr4	101939202	101942777	1	3576	4346.485	984.555	691			PPP3CA	PPP3CA	NONE	691	1
2_MACS_peak_8263_lociStitched	chr21	44726270	44733375	2	3576	7986.02	1886.3775	692			SIK1	SIK1	NONE	692	1
2_MACS_peak_8069_lociStitched	chr21	10163082	10168812	2	3567	2941.209	1737.336	693			LOC100132288	LOC100132288	0.11880000000000002	693	1
1_MACS_peak_10168_lociStitched	chr4	141663180	141666744	1	3565	3273.1776	918.7992	694	TBC1D9		TBC1D9	TBC1D9	0.024499999999999994	694	1
2_MACS_peak_1578_lociStitched	chr10	27529049	27532748	2	3565	2410.6383	721.305	695	ACBD5	LOC387646	ACBD5	LOC387646	0.104	695	1
3_MACS_peak_2805_lociStitched	chr12	4251612	4261565	3	3562	4551.5069	1832.3473	696			CCND2	CCND2	0.1487	696	1
1_MACS_peak_3410_lociStitched	chr12	109176957	109180516	1	3560	3313.7849	1128.203	697	SSH1	SSH1	SSH1	SSH1	0.05879999999999999	697	1
1_MACS_peak_1059_lociStitched	chr1	197775485	197779042	1	3558	3461.3167	1592.1132	698		DENND1B	DENND1B	DENND1B	0.0194	698	1
2_MACS_peak_11986_lociStitched	chr6	130834226	130839537	2	3558	6763.5585	1408.4772	699			TMEM200A	TMEM200A	NONE	699	1
2_MACS_peak_5567_lociStitched	chr17	75102479	75106825	2	3555	3143.4618	1000.8838	700		C17orf86,SCARNA16,SEC14L1	SCARNA16	C17orf86	0.3544	700	1
2_MACS_peak_11951_lociStitched	chr6	119668110	119672531	2	3554	3559.7892	1043.7981	701	MAN1A1		MAN1A1	MAN1A1	0.011099999999999999	701	1
2_MACS_peak_1029_lociStitched	chr1	192573523	192579699	2	3552	7062.256	1784.864	702		RGS1,RGS13	RGS13	RGS1	0.5355	702	1
2_MACS_peak_12176_lociStitched	chr7	2439241	2447407	2	3546	4243.8702	1808.769	703	CHST12	EIF3B	CHST12	CHST12	0.0671	703	1
2_MACS_peak_8477_lociStitched	chr22	39377444	39382059	2	3542	6151.3335	1154.2115	704	APOBEC3A,APOBEC3B	APOBEC3C,APOBEC3D	APOBEC3B	APOBEC3B	0.24930000000000002	704	1
2_MACS_peak_1513_lociStitched	chr10	14994977	15002394	2	3540	3739.6514	1530.1271	705	MEIG1,DCLRE1C		DCLRE1C	DCLRE1C	0.0829	705	1
1_MACS_peak_12672_lociStitched	chr7	102154734	102158266	1	3533	3587.4524	1906.5736	706		LRWD1,SPDYE2,ALKBH4,POLR2J	SPDYE2	ALKBH4	0.0582	706	1
1_MACS_peak_9321_lociStitched	chr3	161486920	161490451	1	3532	9788.9913	1390.1547	707			OTOL1	OTOL1	NONE	707	1
