REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	LP.1.jin.bam	enhancerRank	isStretch	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	TOP_GENE	TSS_SIGNAL	enhancerRank	isStretch
3_MACS_peak_27977_lociStitched	chr7	91622090	91626885	3	4339	5462.464	704	1	AKAP9		AKAP9	AKAP9	0.1649	704	1
2_MACS_peak_3155_lociStitched	chr10	17268799	17273185	2	4334	9256.2144	705	1	VIM	TRDMT1	VIM	VIM	0.6024	705	1
5_MACS_peak_19185_lociStitched	chr21	17566278	17571301	5	4332	4840.6651	706	1	C21orf34		C21orf34	C21orf34	0.0916	706	1
3_MACS_peak_9294_lociStitched	chr15	29212453	29216946	3	4330	4799.8719	707	1	APBA2		APBA2	APBA2	0.1155	707	1
3_MACS_peak_30663_lociStitched	chr9	29792627	29797354	3	4329	4935.4607	708	1			MIR873	MIR873	NONE	708	1
2_MACS_peak_23263_lociStitched	chr4	146856050	146860450	2	4326	10574.08	709	1	ZNF827		ZNF827	ZNF827	0.1585	709	1
5_MACS_peak_28541_lociStitched	chr7	132589515	132594044	5	4323	5515.4162	710	1	CHCHD3		CHCHD3	CHCHD3	0.1337	710	1
3_MACS_peak_3220_lociStitched	chr10	22626436	22631310	3	4322	6954.2232	711	1		COMMD3,BMI1,SPAG6	SPAG6	COMMD3	1.6232	711	1
3_MACS_peak_20071_lociStitched	chr22	41840063	41844510	3	4319	9853.2179	712	1	TOB2	ACO2,PHF5A	TOB2	TOB2	0.5295	712	1
3_MACS_peak_30464_lociStitched	chr9	1874043	1878630	3	4312	6428.2218	713	1			SMARCA2	SMARCA2	NONE	713	1
1_MACS_peak_19302_lociStitched	chr21	34608381	34612691	1	4311	4940.984	714	1	IFNAR2	IL10RB	IFNAR2	IFNAR2	0.4134	714	1
1_MACS_peak_9737_lociStitched	chr15	58808019	58812329	1	4311	6143.905	715	1	LIPC		LIPC	LIPC	0.5711	715	1
1_MACS_peak_32003_lociStitched	chrX	40032658	40036965	1	4308	7405.4558	716	1	BCOR		BCOR	BCOR	0.245	716	1
1_MACS_peak_1413_lociStitched	chr1	120834137	120838442	1	4306	11048.352	717	1		FAM72B	FAM72B	FAM72B	0.6098	717	1
3_MACS_peak_19641_lociStitched	chr22	23282850	23287249	3	4306	6033.2285	718	1			IGLL5	IGLL5	1.3872	718	1
2_MACS_peak_29824_lociStitched	chr8	102215529	102219856	2	4303	10605.477	719	1	ZNF706		ZNF706	ZNF706	0.6853	719	1
2_MACS_peak_4140_lociStitched	chr10	112600250	112604588	2	4302	7329.051	720	1		PDCD4,LOC282997	LOC282997	LOC282997	0.4121	720	1
2_MACS_peak_6677_lociStitched	chr12	65059437	65063780	2	4301	5541.2337	721	1	RASSF3	MIR548C,MIR548Z	MIR548Z	MIR548C	0.0925	721	1
2_MACS_peak_23497_lociStitched	chr4	185392797	185397352	2	4301	11504.5635	722	1	IRF2		IRF2	IRF2	0.5453	722	1
7_MACS_peak_24837_lociStitched	chr5	148210586	148215673	7	4301	3897.6594	723	1		ADRB2	ADRB2	ADRB2	0.4126	723	1
5_MACS_peak_12380_lociStitched	chr17	32713240	32717855	5	4300	3950.9015	724	1		CCL13,CCL1	CCL1	CCL1	0.2094	724	1
1_MACS_peak_1461_lociStitched	chr1	145208237	145212535	1	4299	21046.8762	725	1	NOTCH2NL		NOTCH2NL	NOTCH2NL	0.6709	725	1
5_MACS_peak_11393_lociStitched	chr16	70460786	70465663	5	4296	6052.357	726	1	ST3GAL2	FUK	ST3GAL2	ST3GAL2	0.4294	726	1
2_MACS_peak_11681_lociStitched	chr16	89157428	89161767	2	4295	7421.8595	727	1	ACSF3		ACSF3	ACSF3	0.5446	727	1
3_MACS_peak_16504_lociStitched	chr2	61064827	61069234	3	4287	4543.1763	728	1		REL,FLJ16341	FLJ16341	FLJ16341	0.2994	728	1
3_MACS_peak_716_lociStitched	chr1	40239711	40244190	3	4285	5669.5182	729	1	BMP8B	PPIE,OXCT2	OXCT2	OXCT2	0.4222	729	1
3_MACS_peak_13049_lociStitched	chr17	62205277	62209988	3	4282	6708.464	730	1	ERN1	SNORD104,SNORA76	ERN1	SNORA76	0.8476	730	1
3_MACS_peak_21477_lociStitched	chr3	133290797	133295567	3	4278	8606.034	731	1	CDV3		CDV3	CDV3	0.4827	731	1
4_MACS_peak_10316_lociStitched	chr15	93423964	93428743	4	4278	10234.2285	732	1	LOC100507217	CHD2,MIR3175	LOC100507217	LOC100507217	0.5972	732	1
5_MACS_peak_7248_lociStitched	chr12	120592087	120596614	5	4275	6181.6185	733	1	GCN1L1	RAB35,RPLP0	GCN1L1	RPLP0	1.0748	733	1
2_MACS_peak_28233_lociStitched	chr7	104534814	104539390	2	4275	7554.0608	734	1	LHFPL3,LOC723809		LOC723809	LOC723809	0.4056	734	1
2_MACS_peak_29531_lociStitched	chr8	67973793	67978413	2	4270	7102.788	735	1	CSPP1,COPS5	LRRC67	CSPP1	CSPP1	0.1355	735	1
3_MACS_peak_13956_lociStitched	chr18	48677461	48681776	3	4269	6350.3855	736	1		MEX3C	MEX3C	MEX3C	0.3431	736	1
4_MACS_peak_22882_lociStitched	chr4	88947954	88952814	4	4269	4777.38	737	1	PKD2		PKD2	PKD2	0.1666	737	1
2_MACS_peak_16033_lociStitched	chr2	16079537	16083860	2	4265	7265.6661	738	1	MYCN,MYCNOS		MYCNOS	MYCNOS	0.7262	738	1
1_MACS_peak_23162_lociStitched	chr4	129730414	129734676	1	4263	9586.5166	739	1	PHF17		PHF17	PHF17	0.2629	739	1
2_MACS_peak_18735_lociStitched	chr20	42308654	42313058	2	4260	6916.0416	740	1	MYBL2	GTSF1L	MYBL2	MYBL2	0.6555	740	1
3_MACS_peak_18925_lociStitched	chr20	50028627	50033139	3	4259	5046.672	741	1	NFATC2	MIR3194	MIR3194	MIR3194	0.1127	741	1
3_MACS_peak_12821_lociStitched	chr17	47815503	47819794	3	4257	4730.8275	742	1	FAM117A	MYST2,SLC35B1	FAM117A	FAM117A	0.4378	742	1
4_MACS_peak_32382_lociStitched	chrX	81342695	81347713	4	4254	4507.1676	743	1			HMGN5	HMGN5	NONE	743	1
1_MACS_peak_28515_lociStitched	chr7	129588591	129592842	1	4252	10380.942	744	1	UBE2H		UBE2H	UBE2H	0.2123	744	1
1_MACS_peak_10704_lociStitched	chr16	11677763	11682014	1	4252	8281.3731	745	1	LITAF		LITAF	LITAF	0.6305	745	1
2_MACS_peak_30200_lociStitched	chr8	128986665	128991075	2	4252	6211.926	746	1	PVT1	MIR1205,MIR1206	MIR1205	MIR1206	0.5115	746	1
2_MACS_peak_5794_lociStitched	chr11	122931127	122935799	2	4246	8413.8048	747	1	HSPA8	LOC341056	HSPA8	HSPA8	0.7563	747	1
4_MACS_peak_29520_lociStitched	chr8	67522443	67526951	4	4245	4921.8344	748	1	MYBL1		MYBL1	MYBL1	0.2442	748	1
2_MACS_peak_4210_lociStitched	chr10	120921747	120926294	2	4243	8000.9012	749	1	SFXN4	GRK5,PRDX3	SFXN4	PRDX3	0.6244	749	1
2_MACS_peak_30099_lociStitched	chr8	124557412	124561685	2	4236	6099.2802	750	1		FBXO32	FBXO32	FBXO32	0.3046	750	1
2_MACS_peak_10980_lociStitched	chr16	29672535	29676885	2	4236	5955.15	751	1	SPN	QPRT,SLC7A5P1	SPN	SLC7A5P1	0.5917	751	1
5_MACS_peak_17640_lociStitched	chr2	202085169	202090144	5	4234	4648.1425	752	1	CASP10	CASP8	CASP8	CASP8	0.6227	752	1
2_MACS_peak_8372_lociStitched	chr14	50466364	50470766	2	4232	7518.1758	753	1	C14orf182		C14orf182	C14orf182	0.3082	753	1
2_MACS_peak_11204_lociStitched	chr16	56948526	56952772	2	4231	7929.405	754	1	SLC12A3	HERPUD1,CETP	HERPUD1	HERPUD1	0.6737	754	1
1_MACS_peak_2125_lociStitched	chr1	179049165	179053394	1	4230	12011.6287	755	1	TOR3A		TOR3A	TOR3A	0.6997	755	1
6_MACS_peak_21018_lociStitched	chr3	69289265	69293971	6	4230	4821.7676	756	1	FRMD4B		LMOD3	LMOD3	0.0929	756	1
4_MACS_peak_19379_lociStitched	chr21	39638901	39643177	4	4229	5706.322	757	1	KCNJ15	KCNJ15	KCNJ15	KCNJ15	0.246	757	1
2_MACS_peak_10411_lociStitched	chr15	101737988	101742379	2	4229	9630.7803	758	1	CHSY1		CHSY1	CHSY1	0.3484	758	1
3_MACS_peak_28053_lociStitched	chr7	97909650	97914184	3	4228	7124.2742	759	1	BRI3	TECPR1	BRI3	BRI3	0.736	759	1
2_MACS_peak_7139_lociStitched	chr12	111880258	111884528	2	4227	5440.407	760	1	SH2B3		SH2B3	SH2B3	0.5222	760	1
2_MACS_peak_3938_lociStitched	chr10	100162817	100167062	2	4223	5170.41	761	1	PYROXD2	MIR1287,HPS1	MIR1287	HPS1	0.2753	761	1
3_MACS_peak_18316_lociStitched	chr20	9489286	9493570	3	4221	5732.4204	762	1		C20orf103	C20orf103	C20orf103	0.3282	762	1
2_MACS_peak_4114_lociStitched	chr10	111833986	111838497	2	4215	5136.2246	763	1	ADD3		ADD3	ADD3	0.2383	763	1
5_MACS_peak_375_lociStitched	chr1	25070145	25075420	5	4213	5602.5775	764	1	CLIC4		CLIC4	CLIC4	0.1426	764	1
1_MACS_peak_2181_lociStitched	chr1	183773658	183777867	1	4210	8109.4803	765	1	RGL1		APOBEC4	APOBEC4	NONE	765	1
4_MACS_peak_6882_lociStitched	chr12	94958856	94963234	4	4210	3571.1346	766	1	TMCC3		TMCC3	TMCC3	0.2405	766	1
1_MACS_peak_1632_lociStitched	chr1	152006706	152010910	1	4205	6894.9804	767	1	S100A11	S100A10	S100A11	S100A11	0.7143	767	1
5_MACS_peak_10232_lociStitched	chr15	89178998	89183819	5	4202	5724.4554	768	1	ISG20	MIR1179,MIR7-2,AEN	ISG20	AEN	0.4613	768	1
4_MACS_peak_20090_lociStitched	chr22	42227050	42231804	4	4201	9183.7772	769	1	SREBF2	CCDC134	SREBF2	CCDC134	0.3112	769	1
3_MACS_peak_16223_lociStitched	chr2	37602072	37606326	3	4200	5843.7198	770	1		QPCT	QPCT	QPCT	0.243	770	1
4_MACS_peak_18626_lociStitched	chr20	34677479	34681936	4	4198	5905.9707	771	1		EPB41L1,LOC647979	EPB41L1	LOC647979	0.3544	771	1
3_MACS_peak_27994_lociStitched	chr7	92365568	92369913	3	4196	5406.049	772	1	CDK6		CDK6	CDK6	0.4065	772	1
2_MACS_peak_9671_lociStitched	chr15	53020403	53024633	2	4195	5222.781	773	1		KIAA1370	KIAA1370	KIAA1370	0.2754	773	1
3_MACS_peak_6706_lociStitched	chr12	68381317	68385679	3	4195	5760.4572	774	1			IFNG	IFNG	NONE	774	1
6_MACS_peak_11354_lociStitched	chr16	69218916	69223674	6	4195	5652.0282	775	1	SNTB2		SNTB2	SNTB2	0.1842	775	1
3_MACS_peak_21501_lociStitched	chr3	136468921	136473243	3	4192	9501.4848	776	1	STAG1		STAG1	STAG1	0.1288	776	1
1_MACS_peak_2305_lociStitched	chr1	194775514	194779693	1	4180	6446.1075	777	1				NONE	NONE	777	1
4_MACS_peak_18047_lociStitched	chr2	235401728	235406625	4	4180	6465.9988	778	1	ARL4C		ARL4C	ARL4C	0.778	778	1
5_MACS_peak_12331_lociStitched	chr17	29643544	29648629	5	4179	4066.983	779	1	NF1,EVI2A	OMG,EVI2B	EVI2A	EVI2A	0.4874	779	1
4_MACS_peak_14314_lociStitched	chr19	2697618	2702700	4	4175	4958.5074	780	1	GNG7	DIRAS1,SLC39A3	GNG7	GNG7	0.1823	780	1
3_MACS_peak_2137_lociStitched	chr1	179970366	179974768	3	4173	5095.315	781	1	CEP350		CEP350	CEP350	0.1899	781	1
3_MACS_peak_12893_lociStitched	chr17	53947200	53951567	3	4169	5091.922	782	1			PCTP	PCTP	NONE	782	1
2_MACS_peak_10311_lociStitched	chr15	93360436	93364603	2	4166	8276.0787	783	1		ASB9P1	ASB9P1	ASB9P1	0.1407	783	1
2_MACS_peak_5667_lociStitched	chr11	115061933	115066118	2	4158	6443.6445	784	1	CADM1		CADM1	CADM1	0.2291	784	1
2_MACS_peak_18994_lociStitched	chr20	55127508	55131777	2	4158	5107.4316	785	1		C20orf106,C20orf107,GCNT7	C20orf107	C20orf107	0.1017	785	1
3_MACS_peak_1455_lociStitched	chr1	145156278	145160634	3	4157	8859.6684	786	1		NOTCH2NL	NOTCH2NL	NOTCH2NL	0.6709	786	1
4_MACS_peak_18060_lociStitched	chr2	236407304	236412190	4	4155	5836.8156	787	1	AGAP1		AGAP1	AGAP1	0.1107	787	1
1_MACS_peak_28162_lociStitched	chr7	101457103	101461253	1	4151	8964.83	788	1	CUX1		CUX1	CUX1	0.2328	788	1
2_MACS_peak_3727_lociStitched	chr10	80828633	80832808	2	4148	5902.615	789	1	ZMIZ1	LOC283050	ZMIZ1	ZMIZ1	0.1836	789	1
3_MACS_peak_28932_lociStitched	chr8	11393135	11397387	3	4148	6755.1524	790	1	BLK		BLK	BLK	0.4605	790	1
2_MACS_peak_16346_lociStitched	chr2	46788384	46792585	2	4147	3817.0286	791	1	RHOQ	ATP6V1E2	RHOQ	RHOQ	0.555	791	1
4_MACS_peak_6357_lociStitched	chr12	46591716	46596079	4	4146	4915.7921	792	1	SLC38A1		SLC38A1	SLC38A1	0.3706	792	1
5_MACS_peak_7872_lociStitched	chr13	53440874	53445425	5	4138	3450.5682	793	1		PCDH8	PCDH8	PCDH8	0.2732	793	1
1_MACS_peak_22046_lociStitched	chr3	192609309	192613444	1	4136	5649.237	794	1	C3orf59		C3orf59	C3orf59	0.301	794	1
2_MACS_peak_11990_lociStitched	chr17	7744522	7748751	2	4135	6009.8319	795	1	KDM6B	TMEM88,CYB5D1,CHD3,LSMD1	KDM6B	KDM6B	0.6191	795	1
2_MACS_peak_23988_lociStitched	chr5	56109726	56113904	2	4133	8876.161	796	1	MAP3K1		MAP3K1	MAP3K1	0.2201	796	1
2_MACS_peak_9892_lociStitched	chr15	67357071	67361290	2	4131	7627.952	797	1	SMAD3		SMAD3	SMAD3	0.3944	797	1
3_MACS_peak_22766_lociStitched	chr4	77407112	77411493	3	4131	4763.8994	798	1	SHROOM3		SHROOM3	SHROOM3	0.1873	798	1
5_MACS_peak_18486_lociStitched	chr20	30293207	30297891	5	4129	4283.9864	799	1	BCL2L1	TPX2	BCL2L1	BCL2L1	0.3541	799	1
2_MACS_peak_24603_lociStitched	chr5	131437062	131441228	2	4128	7706.6834	800	1		IL3,CSF2	CSF2	CSF2	0.227	800	1
1_MACS_peak_6438_lociStitched	chr12	49759577	49763703	1	4127	8719.8884	801	1	SPATS2	TROAP,DNAJC22,LOC100335030,C1QL4	SPATS2	TROAP	0.3499	801	1
2_MACS_peak_4207_lociStitched	chr10	120877793	120881939	2	4125	5470.2324	802	1	FAM45B,FAM45A	EIF3A,SFXN4	FAM45A	SFXN4	0.4051	802	1
2_MACS_peak_5762_lociStitched	chr11	120195445	120199600	2	4122	5694.4275	803	1	TMEM136	ARHGEF12	TMEM136	TMEM136	0.8224	803	1
2_MACS_peak_9958_lociStitched	chr15	70387623	70391905	2	4121	8728.0006	804	1	TLE3	MIR629	TLE3	TLE3	0.2712	804	1
1_MACS_peak_1819_lociStitched	chr1	159892040	159896158	1	4119	12282.7586	805	1	TAGLN2	CCDC19,IGSF9,SLAMF9	TAGLN2	TAGLN2	0.9433	805	1
1_MACS_peak_4360_lociStitched	chr11	267537	271651	1	4115	8560.8226	806	1		PSMD13,NLRP6,ATHL1,IFITM2,IFITM1,SIRT3,IFITM5,IFITM3	NLRP6	ATHL1	0.3171	806	1
3_MACS_peak_18189_lociStitched	chr20	304397	308767	3	4115	7463.96	807	1	SOX12	ZCCHC3,NRSN2,C20orf96	SOX12	SOX12	0.6349	807	1
3_MACS_peak_32023_lociStitched	chrX	41189786	41194312	3	4115	6039.4944	808	1	DDX3X		DDX3X	DDX3X	0.2919	808	1
2_MACS_peak_9249_lociStitched	chr15	23658952	23663145	2	4111	7950.3473	809	1			MKRN3	MKRN3	NONE	809	1
3_MACS_peak_15967_lociStitched	chr2	10259894	10264125	3	4111	9247.2736	810	1	RRM2	C2orf48,CYS1	RRM2	RRM2	0.6277	810	1
1_MACS_peak_19095_lociStitched	chr20	61281101	61285204	1	4104	5983.4049	811	1	SLCO4A1	LOC100127888	SLCO4A1	SLCO4A1	0.4139	811	1
6_MACS_peak_23525_lociStitched	chr4	186180533	186185793	6	4093	4293.212	812	1	SNX25		SNX25	SNX25	0.5248	812	1
4_MACS_peak_8395_lociStitched	chr14	51255568	51260183	4	4092	4597.0015	813	1	NIN		NIN	NIN	0.1602	813	1
4_MACS_peak_14086_lociStitched	chr18	60919025	60923726	4	4092	5340.336	814	1	BCL2		BCL2	BCL2	0.3779	814	1
1_MACS_peak_28705_lociStitched	chr7	150063981	150068070	1	4090	11798.4006	815	1	REPIN1	LRRC61,C7orf29,REPIN1,ZNF775,LOC728743,ACTR3C,RARRES2	REPIN1	LOC728743	1.745	815	1
1_MACS_peak_19086_lociStitched	chr20	60912535	60916622	1	4088	7509.4538	816	1	LAMA5	ADRM1,RPS21	LAMA5	RPS21	0.6241	816	1
1_MACS_peak_3096_lociStitched	chr10	13388301	13392386	1	4086	11107.932	817	1	SEPHS1	PHYH	SEPHS1	SEPHS1	0.4058	817	1
3_MACS_peak_24740_lociStitched	chr5	139419805	139423974	3	4085	5061.166	818	1	NRG2		NRG2	NRG2	0.1125	818	1
2_MACS_peak_13904_lociStitched	chr18	46392658	46396854	2	4085	6896.126	819	1			SMAD7	SMAD7	1.0255	819	1
4_MACS_peak_15508_lociStitched	chr19	49136911	49141593	4	4085	4881.4532	820	1	SEC1,DBP,CA11	SPACA4,SPHK2,FAM83E,RPL18,NTN5	DBP	DBP	0.4031	820	1
1_MACS_peak_21638_lociStitched	chr3	150124777	150128860	1	4084	8329.32	821	1	TSC22D2		TSC22D2	TSC22D2	0.231	821	1
1_MACS_peak_21488_lociStitched	chr3	134336571	134340650	1	4080	4081.4474	822	1	KY		KY	KY	0.2769	822	1
4_MACS_peak_3274_lociStitched	chr10	26725017	26729275	4	4078	7819.3912	823	1	APBB1IP		APBB1IP	APBB1IP	0.1719	823	1
3_MACS_peak_8110_lociStitched	chr13	114829555	114834025	3	4077	4407.42	824	1	RASA3		RASA3	RASA3	0.0907	824	1
3_MACS_peak_15699_lociStitched	chr19	54369134	54373659	3	4073	4918.2225	825	1	MYADM	PRKCG,CACNG7,NLRP12	MYADM	MYADM	0.3342	825	1
4_MACS_peak_28243_lociStitched	chr7	104600866	104605382	4	4070	5180.3036	826	1		MLL5,LOC723809,LOC100216545	LOC723809	LOC100216545	1.4436	826	1
2_MACS_peak_3940_lociStitched	chr10	100168943	100173113	2	4069	7244.124	827	1	PYROXD2	MIR1287,HPS1	PYROXD2	PYROXD2	0.5146	827	1
3_MACS_peak_13629_lociStitched	chr18	10948276	10952817	3	4064	4560.9804	828	1	FAM38B		FAM38B	FAM38B	0.1042	828	1
2_MACS_peak_31099_lociStitched	chr9	93952873	93956938	2	4060	5946.282	829	1			LOC100129316	LOC100129316	0.1641	829	1
4_MACS_peak_29613_lociStitched	chr8	81048781	81053667	4	4055	5296.9126	830	1	TPD52		TPD52	TPD52	0.3225	830	1
