GENE_ID	locusLine	bin_1_08_0EWU_0229Kronos_MM1S-KB-6hr-2_H3K18Ac_hs-dm_i16.bam
NM_001145365	chr17(.):47361567-47444476	0.1821
NM_002634	chr17(.):47476419-47497242	0.0907
NM_005827	chr17(.):47773689-47790282	0.3723
NM_001199155	chr17(.):47860980-47911458	0.1716
NM_032595	chr17(.):48206100-48232877	0.5173
NM_174920	chr17(.):48185034-48212167	0.1081
NM_000023	chr17(.):48238365-48258293	0.2494
NM_000088	chr17(.):48256456-48284000	0.1251
NR_024193	chr17(.):48243788-48254837	0.2538
NM_004645	chr17(.):55010560-55043411	0.1996
NR_027025	chr17(.):54956462-54967274	0.1063
NM_005082	chr17(.):54960269-54996409	0.3318
NM_000250	chr17(.):56342216-56363296	0.0709
NM_004758	chr17(.):56373593-56411152	1.0016
NM_003168	chr17(.):56417538-56434563	1.0596
NR_029683	chr17(.):56403592-56413679	4.6074
NR_004380	chr17(.):62218437-62228517	0.8585
NR_002995	chr17(.):62218698-62228831	0.8569
NR_036199	chr17(.):62813147-62823220	0.0387
NR_030365	chr17(.):66415591-66425689	0.0376
NM_002734	chr17(.):66503542-66533910	0.299
NM_212471	chr17(.):66503109-66533910	0.2966
NR_033876	chr17(.):70589179-70641611	0.404
NM_001163989	chr17(.):72727958-72748474	1.2651
NM_001006638	chr17(.):72728355-72748474	1.2867
NM_139018	chr17(.):72685451-72714108	0.0864
NM_175738	chr17(.):72662255-72748474	0.3952
NR_037409	chr17(.):72739751-72749838	0.984
NM_017728	chr17(.):72767621-72840922	0.077
NM_015654	chr17(.):72761685-72777470	0.1638
NM_014001	chr17(.):73227693-73262707	0.3119
NM_015971	chr17(.):73252748-73267457	0.6953
NM_001172703	chr17(.):73227693-73263444	0.3061
NM_020679	chr17(.):73257309-73272303	0.8192
NM_032134	chr17(.):74265129-74308761	0.0907
NM_182565	chr17(.):74256285-74272379	1.5652
NM_024599	chr17(.):74461974-74502509	0.7991
NM_134268	chr17(.):74518439-74538782	0.0792
NM_001166579	chr17(.):74444432-74471199	0.126
NM_001088	chr17(.):74458629-74471199	0.1111
NM_001005498	chr17(.):74461974-74488991	0.8401
NM_001077620	chr17(.):74531120-74546458	0.0774
NR_033357	chr17(.):74518667-74546458	0.0754
NM_003016	chr17(.):74725198-74738493	0.8972
NR_030366	chr17(.):74727531-74737630	1.151
NM_024311	chr17(.):74728782-74780338	0.5294
NR_027058	chr17(.):75079724-75096068	1.952
NR_003013	chr17(.):75080388-75090575	2.0103
NM_001143998	chr17(.):75132004-75218181	1.2541
NM_001144001	chr17(.):75176294-75218181	0.7729
NM_001113495	chr17(.):75466324-75501678	0.1473
NM_001113493	chr17(.):75364271-75501678	0.4662
NM_001113496	chr17(.):75441612-75501678	0.2294
NM_001113494	chr17(.):75367164-75501678	0.4593
NR_036200	chr17(.):75388065-75398136	0.0672
NM_152468	chr17(.):76121858-76144049	1.4488
NM_007267	chr17(.):76103998-76133488	0.9618
NM_001127198	chr17(.):76103998-76129861	1.0734
NM_001145529	chr17(.):76222390-76242068	0.0766
NM_001010982	chr17(.):76178436-76208782	0.1197
NM_001012270	chr17(.):76205276-76226716	0.2212
NM_003258	chr17(.):76165159-76188285	0.6582
NM_004710	chr17(.):76159670-76174009	1.0427
NR_002219	chr17(.):76205320-76225783	0.2289
NM_001145526	chr17(.):76178442-76208782	0.1197
NR_027083	chr17(.):76178397-76198641	0.1633
NM_001166347	chr17(.):78189199-78232308	0.2635
NM_000199	chr17(.):78178078-78199199	0.2709
NM_001100407	chr17(.):80395462-80413707	0.7797
NM_001193655	chr17(.):80395462-80412602	0.8275
NM_001038618	chr17(.):80411059-80451143	0.2832
NM_001083608	chr17(.):80411539-80451143	0.2864
NM_173620	chr17(.):80371251-80405516	0.182
NR_036519	chr17(.):80402590-80413707	1.2384
NM_001142730	chr18(.):24029874-24133500	0.2584
NM_001136205	chr18(.):24029874-24134399	0.2564
NM_198991	chr18(.):24029874-24225308	0.1668
NM_000633	chr18(.):60785578-60991613	0.8609
NM_015295	chr18(.):2650885-2810015	0.1176
NM_001083625	chr18(.):9131757-9290206	0.3665
NM_015461	chr18(.):22636887-22937214	0.1114
NM_144662	chr18(.):23708815-23778319	0.7457
NM_005640	chr18(.):23801408-23976650	0.1035
NM_001130110	chr18(.):42255137-42462379	0.4064
NM_015559	chr18(.):42255862-42653475	0.2792
NM_024430	chr18(.):43558501-43657250	0.1442
NM_001080467	chr18(.):47344155-47726451	0.1402
NM_003199	chr18(.):52884561-53260860	0.2073
NM_006785	chr18(.):56333617-56422370	0.1256
NM_052947	chr18(.):56143481-56301189	0.1997
NR_033754	chr18(.):2647721-2658231	0.6474
NM_021074	chr18(.):9097627-9139343	1.7702
NM_001100619	chr18(.):20710726-20845434	0.528
NR_023359	chr18(.):20709527-20845434	0.524
NM_138375	chr18(.):20730788-20845434	0.5133
NM_001001937	chr18(.):43659109-43689199	0.3225
NM_138443	chr18(.):43679297-43713299	0.106
NM_004046	chr18(.):43659109-43683287	0.3121
NM_005904	chr18(.):46441222-46482081	1.7463
NM_001190823	chr18(.):46441222-46474177	1.7135
NM_001190822	chr18(.):46441222-46480703	1.8015
NR_036204	chr18(.):47647868-47657933	0.1361
NM_015845	chr18(.):47790215-47813144	0.3047
NM_001101654	chr18(.):47803712-47819692	0.6428
NM_145020	chr18(.):47748562-47797865	0.0976
NR_024021	chr18(.):56697970-56725446	0.0633
NM_033280	chr18(.):56802124-56831063	0.7085
NM_030973	chr19(.):50316535-50345237	0.3463
NM_001039846	chr19(.):2091867-2104583	1.3139
NM_019112	chr19(.):1035101-1070570	0.7739
NM_003331	chr19(.):10456203-10496248	0.1259
NM_001164605	chr19(.):35640844-35665788	0.3066
NM_014164	chr19(.):35640624-35665788	0.3042
NR_028406	chr19(.):35640671-35665788	0.3047
NM_020695	chr19(.):1810244-1853452	0.2849
NM_052847	chr19(.):2506217-2707746	0.7102
NM_000064	chr19(.):6672845-6725662	0.1341
NM_005428	chr19(.):6767721-6862371	0.6076
NM_015318	chr19(.):7454998-7542371	0.1107
NM_024038	chr19(.):12836453-12850529	0.6745
NM_002501	chr19(.):13101583-13214610	0.1277
NM_014975	chr19(.):12944258-12990766	0.0683
NM_032855	chr19(.):16239837-16274377	1.5103
NM_021235	chr19(.):16467407-16587762	0.3767
NM_006387	chr19(.):16623699-16658263	0.1496
NM_001017392	chr19(.):19098176-19149380	0.1537
NM_001492	chr19(.):18974360-19011953	0.0519
NM_001398	chr19(.):39301061-39327497	0.1494
NM_001031749	chr19(.):44295078-44311613	0.0598
NM_006801	chr19(.):48880826-48899810	1.1376
NM_001161440	chr19(.):55687614-55725874	0.0869
NM_024100	chr19(.):979327-999569	0.2679
NM_004368	chr19(.):1021297-1044064	1.2212
NM_033420	chr19(.):1004649-1026141	0.4075
NM_138690	chr19(.):995436-1014723	0.0947
NM_012292	chr19(.):1062173-1091627	0.6517
NM_001280	chr19(.):1264266-1278171	0.9925
NM_017914	chr19(.):1270519-1284243	0.6669
NM_177401	chr19(.):1243551-1264142	0.7217
NM_001001975	chr19(.):1236748-1249824	0.542
NM_001405	chr19(.):1281167-1304944	0.0695
NM_152769	chr19(.):1224946-1242990	0.2036
NR_027271	chr19(.):1262469-1275259	0.4891
NR_023313	chr19(.):1264266-1279809	0.9001
NM_138813	chr19(.):1777073-1817270	0.1106
NM_001178002	chr19(.):1777073-1817199	0.1107
NR_031730	chr19(.):1811157-1821237	0.2082
NR_034114	chr19(.):1817087-1829542	0.0648
NM_031918	chr19(.):1847397-1868564	1.123
NM_138422	chr19(.):1900416-1918446	0.2884
NM_001130111	chr19(.):1871974-1890518	0.3155
NM_079834	chr19(.):1900372-1931012	0.2647
NM_017572	chr19(.):2032469-2056243	0.6149
NM_017797	chr19(.):1980446-2020702	0.1094
NM_130807	chr19(.):2066034-2101269	2.9791
NM_004152	chr19(.):2264519-2278487	0.6868
NM_018049	chr19(.):2228154-2241328	0.9531
NM_000479	chr19(.):2244112-2257072	0.8336
NM_198532	chr19(.):2269630-2287181	0.4024
NR_031596	chr19(.):2229060-2239148	1.1283
NM_007165	chr19(.):2231815-2253678	0.6204
NM_144616	chr19(.):2247249-2261422	1.4963
NM_001101391	chr19(.):2284773-2313156	0.2235
NR_036207	chr19(.):2245637-2255717	0.2406
NM_032737	chr19(.):2423163-2461958	0.4322
NM_012458	chr19(.):2420621-2432875	0.5553
NM_015675	chr19(.):2471122-2483257	1.6193
NM_015897	chr19(.):4002748-4043067	0.1665
NR_002602	chr19(.):3977504-3987570	0.8811
NM_001961	chr19(.):3971053-3990461	0.8529
NM_001348	chr19(.):3953451-3974826	0.1259
NR_030367	chr19(.):3956411-3966510	0.0522
NM_004240	chr19(.):6734706-6756529	0.6104
NM_020171	chr19(.):6724924-6742304	0.8007
NM_001080452	chr19(.):6724924-6742633	0.7888
NM_005490	chr19(.):6747172-6772523	0.325
NM_001379	chr19(.):10239021-10310755	0.1961
NM_004230	chr19(.):10327108-10346948	1.3511
NR_036206	chr19(.):10336088-10346161	0.5181
NM_001544	chr19(.):10392649-10404198	0.1489
NM_015956	chr19(.):10357639-10375721	0.1746
NM_000201	chr19(.):10376516-10402291	0.2
NM_007065	chr19(.):10496808-10519271	0.1447
NM_001111307	chr19(.):10526332-10585307	0.1784
NM_001111309	chr19(.):10538110-10585307	0.0867
NM_001111308	chr19(.):10536520-10585307	0.0891
NR_031592	chr19(.):10509133-10519214	0.2527
NM_006202	chr19(.):10558632-10585307	0.0652
NM_001195800	chr19(.):11195037-11249505	0.4515
NM_001080997	chr19(.):12931296-12946207	0.0701
NM_013312	chr19(.):12868816-12891434	0.2014
NM_004317	chr19(.):12843305-12864137	0.4626
NM_181738	chr19(.):12906426-12917694	0.408
NM_017682	chr19(.):12858406-12874271	0.0733
NM_002229	chr19(.):12897309-12909125	1.0283
NM_031429	chr19(.):12931295-12951230	0.0762
NM_006397	chr19(.):12912427-12929462	0.2438
NM_052850	chr19(.):13059971-13073050	0.2582
NM_001105578	chr19(.):13004893-13035086	0.2377
NM_000159	chr19(.):12996973-13015783	0.1807
NM_004461	chr19(.):13028283-13049558	0.49
NM_005053	chr19(.):13051653-13069455	0.3731
NM_006563	chr19(.):12990236-13003017	0.5259
NM_152654	chr19(.):13075431-13090567	0.2107
NM_004343	chr19(.):13044413-13060304	0.7625
NM_023072	chr19(.):13901273-13948044	0.1643
NR_029613	chr19(.):13980512-13990622	0.0594
NR_036515	chr19(.):13940329-13952103	1.351
NM_001098622	chr19(.):13982949-13996571	0.4489
NR_030179	chr19(.):13980688-13990825	0.0628
NR_029497	chr19(.):13942100-13952173	1.578
NR_029495	chr19(.):13942400-13952473	1.6315
NR_029501	chr19(.):13942253-13952331	1.6048
NM_005370	chr19(.):16217489-16249445	0.9445
NM_001145160	chr19(.):16173316-16218813	0.6423
NR_024335	chr19(.):16139522-16157918	0.0648
NR_024336	chr19(.):16140288-16157918	0.0647
NM_003290	chr19(.):16182134-16218813	0.6306
NM_032493	chr19(.):16303664-16351156	0.0833
NM_054113	chr19(.):16267178-16289286	0.4315
NM_014077	chr19(.):16291234-16307857	0.2218
NM_016270	chr19(.):16430650-16443339	0.611
NM_024881	chr19(.):16655647-16688193	0.0936
NM_004831	chr19(.):16680717-16744015	0.657
NM_001145724	chr19(.):19035009-19054858	0.3697
NM_001145722	chr19(.):19035009-19056113	0.4409
NM_001145721	chr19(.):19035009-19056161	0.4413
NR_027297	chr19(.):19035009-19055444	0.4011
NM_007263	chr19(.):19005322-19035199	0.1428
NM_004838	chr19(.):19035009-19057041	0.4681
NM_019070	chr19(.):19025483-19044442	0.1981
NM_178526	chr19(.):19169802-19228704	0.179
NM_001199196	chr19(.):19139386-19173987	0.1945
NM_015925	chr19(.):35734558-35763867	0.5866
NM_152481	chr19(.):35710703-35724628	0.0515
NM_006149	chr19(.):39287310-39308740	0.0472
NM_012237	chr19(.):39364194-39395463	0.3413
NM_001005335	chr19(.):39322027-39347979	0.7731
NM_001001716	chr19(.):39385614-39404534	0.1943
NM_001533	chr19(.):39322027-39345617	0.7712
NM_001193286	chr19(.):39364194-39395502	0.341
NR_034146	chr19(.):39364194-39389795	0.312
NM_001195833	chr19(.):39353471-39373919	0.3743
NM_003407	chr19(.):39892486-39905045	3.813
NM_003169	chr19(.):39931287-39972308	0.2054
NM_001130825	chr19(.):39931185-39972308	0.2078
NM_019088	chr19(.):39871269-39886679	0.3206
NM_017592	chr19(.):39876962-39896203	2.0829
NM_001020	chr19(.):39918846-39931618	0.4403
NM_022835	chr19(.):39898749-39924055	0.5348
NM_001142579	chr19(.):40570058-40601845	0.2622
NM_001010880	chr19(.):40573898-40601810	0.288
NM_002446	chr19(.):40692650-40726482	0.179
NM_138392	chr19(.):41077756-41102305	0.1094
NM_001042544	chr19(.):41098140-41140725	0.2056
NM_001042545	chr19(.):41102276-41140725	0.2195
NM_003573	chr19(.):41094071-41140725	0.1931
NM_001098506	chr19(.):42077530-42098197	0.126
NM_019612	chr19(.):44215213-44229169	0.0587
NM_019108	chr19(.):44230300-44264142	0.544
NM_002250	chr19(.):44265684-44290409	1.0703
NM_178511	chr19(.):47773141-47783980	0.5845
NM_001127240	chr19(.):47719080-47741023	1.1515
NM_014417	chr19(.):47719078-47739451	1.2273
NM_015603	chr19(.):47754730-47780210	0.4733
NR_036159	chr19(.):47725200-47735276	2.2796
NR_036158	chr19(.):47725198-47735278	2.2788
NM_144577	chr19(.):48794708-48828332	0.2849
NM_018273	chr19(.):48830615-48872186	0.5789
NM_012451	chr19(.):48862650-48884634	0.8802
NM_001425	chr19(.):48823628-48838810	1.5502
NM_153608	chr19(.):48769653-48795863	0.0615
NM_000836	chr19(.):48893131-48953188	0.2849
NM_001098632	chr19(.):50367296-50385644	1.2389
NM_032375	chr19(.):50367296-50385578	1.2432
NM_001098633	chr19(.):50367296-50385612	1.241
NM_017432	chr19(.):50349415-50368999	0.2803
NM_001168222	chr19(.):50375681-50397007	0.8518
NM_007254	chr19(.):50359459-50375822	0.3571
NM_152899	chr19(.):50387913-50405147	0.3349
NM_012068	chr19(.):50426958-50442193	0.5165
NM_032430	chr19(.):55790533-55828903	0.3794
NM_173804	chr19(.):55733001-55745632	0.0402
NM_001130106	chr19(.):55768590-55796751	0.5127
NM_014931	chr19(.):55736146-55775038	0.4386
NM_032836	chr19(.):56097736-56115893	0.5903
NM_007279	chr19(.):56160415-56191082	0.4798
NM_207115	chr19(.):56147391-56159836	0.4518
NM_153219	chr19(.):56106729-56119504	1.0736
NM_203374	chr19(.):56127106-56140941	0.1443
NM_016535	chr19(.):56149985-56161989	0.4816
NM_013301	chr19(.):56153953-56169526	0.9104
NM_001163423	chr19(.):56148462-56159836	0.487
NM_016202	chr19(.):56148417-56159836	0.4863
NM_001130072	chr19(.):56181560-56212133	0.1463
NM_001130071	chr19(.):56182990-56212133	0.1522
NM_001195605	chr19(.):56119958-56134907	0.0423
NM_001172646	chr20(.):9044700-9466462	0.1692
NM_000933	chr20(.):9283446-9466462	0.3257
NM_182797	chr20(.):9193036-9466462	0.2346
NM_007050	chr20(.):40696391-41823557	0.0803
NM_001174088	chr20(.):46125600-46290621	0.1186
NM_003818	chr20(.):5102481-5176989	0.1976
NM_001042472	chr20(.):25275849-25376477	0.6532
NM_015600	chr20(.):25270378-25376477	0.6621
NM_178580	chr20(.):30097240-30162370	0.3153
NM_001191	chr20(.):30247260-30315656	1.9589
NM_032819	chr20(.):32314807-32385075	0.5288
NM_031483	chr20(.):32946061-33104197	0.3207
NM_177996	chr20(.):34695347-34825721	0.1672
NM_015568	chr20(.):37429347-37556667	1.1776
NM_003286	chr20(.):39652461-39758126	0.1722
NM_032883	chr20(.):42539781-42703254	0.6009
NM_001098798	chr20(.):42569535-42703254	0.6713
NM_001098797	chr20(.):42538491-42703254	0.601
NM_000022	chr20(.):43243162-43285376	0.896
NM_006282	chr20(.):43590119-43713593	0.5278
NM_183048	chr20(.):45833380-45990474	0.3662
NM_001193339	chr20(.):45181461-45285100	0.2074
NM_001011554	chr20(.):45181461-45318124	0.192
NM_001161841	chr20(.):46281149-46420360	0.2488
NM_018837	chr20(.):46281149-46419808	0.2492
NM_199427	chr20(.):50695549-50813524	0.3569
NM_183425	chr20(.):55961462-55989386	0.7735
NM_080618	chr20(.):56067223-56105154	0.1811
NM_001009923	chr20(.):5075483-5098733	0.1661
NM_002592	chr20(.):5090598-5112268	0.5826
NM_182649	chr20(.):5090598-5105647	0.6707
NR_028370	chr20(.):5095231-5105615	0.7088
NM_019593	chr20(.):5520079-5596672	0.4457
NM_012261	chr20(.):9490270-9516171	1.5092
NM_013248	chr20(.):23326372-23340408	0.7069
NM_022482	chr20(.):23340020-23358683	0.3069
NM_002862	chr20(.):25223705-25283648	0.7262
NR_003677	chr20(.):30130184-30141019	0.167
NM_002165	chr20(.):30188091-30199313	0.179
NM_032609	chr20(.):30220690-30237800	0.081
NR_036161	chr20(.):30189988-30200043	0.2013
NM_012112	chr20(.):30321903-30394603	0.1284
NM_182584	chr20(.):31214426-31244783	0.0901
NM_031231	chr20(.):32239892-32267264	0.4431
NM_001024675	chr20(.):32249303-32261331	0.7117
NM_080825	chr20(.):32245119-32256720	0.7171
NM_007238	chr20(.):32285549-32313136	0.1161
NM_005225	chr20(.):32258291-32279210	0.2906
NM_176812	chr20(.):32394109-32447173	1.9553
NR_030374	chr20(.):33049129-33059223	0.1009
NR_027451	chr20(.):34628539-34643882	0.5464
NM_012156	chr20(.):34737661-34825721	0.0952
NM_030919	chr20(.):37549954-37586703	0.1385
NR_034104	chr20(.):43280091-43305380	0.2639
NM_006809	chr20(.):43565770-43594114	0.1718
NM_001124756	chr20(.):43533702-43572962	0.0802
NM_145652	chr20(.):43733092-43748803	0.0848
NM_002251	chr20(.):43715949-43734753	0.1396
NM_080721	chr20(.):45164584-45184213	1.4906
NM_018102	chr20(.):45124706-45147194	0.0603
NR_024594	chr20(.):45942245-45954498	0.0553
NM_022088	chr20(.):50762816-50813524	0.7237
NM_006526	chr20(.):52178609-52204636	0.9704
NR_002189	chr20(.):52486039-52497248	1.5152
NM_003657	chr20(.):52555078-52692304	0.3886
NM_001015885	chr20(.):55921617-55958519	0.1617
NM_003610	chr20(.):55921144-55958519	0.1613
NM_001190472	chr20(.):55928495-55939878	0.0741
NR_024470	chr20(.):61289378-61302973	0.106
NM_016354	chr20(.):61268796-61308647	0.6923
NM_001083113	chr20(.):62333793-62372494	0.5476
NM_181485	chr20(.):62334379-62372494	0.555
NM_017806	chr20(.):62362977-62375460	0.6939
NM_003224	chr20(.):62324994-62344355	0.1764
NM_032945	chr20(.):62321287-62335035	0.0618
NM_020062	chr20(.):62366210-62380403	0.5825
NM_003823	chr20(.):62323020-62335035	0.0674
NM_003253	chr21(.):32485735-32936290	0.1231
NM_000874	chr21(.):34597230-34640062	1.4661
NM_207585	chr21(.):34597230-34641820	1.4556
NM_001754	chr21(.):36155097-36426595	0.3976
NM_001001890	chr21(.):36155097-36265987	0.6774
NM_006198	chr21(.):41234346-41306322	0.4864
NM_016818	chr21(.):43634266-43722354	0.3266
NM_173568	chr21(.):43486425-43568105	0.385
NM_207174	chr21(.):43635007-43722354	0.3286
NM_207629	chr21(.):43631186-43722354	0.3185
NM_207627	chr21(.):43614798-43722354	0.29
NM_207628	chr21(.):43614921-43722354	0.2903
NM_001199527	chr21(.):43478067-43568105	1.2628
NM_003683	chr21(.):45204417-45228983	0.3364
NM_001100421	chr21(.):19156283-19196703	1.0406
NM_000629	chr21(.):34692213-34737128	0.8272
NM_000628	chr21(.):34633671-34674520	0.5808
NM_005534	chr21(.):34770201-34814828	0.394
NM_001122607	chr21(.):36188573-36265987	0.9105
NM_170737	chr21(.):39639428-39678746	0.5671
NM_170736	chr21(.):39623869-39678746	0.4431
NM_002243	chr21(.):39623663-39678746	0.4419
NM_020727	chr21(.):43401939-43435496	0.4851
NR_027273	chr21(.):43437112-43450060	0.1526
NR_027243	chr21(.):43517243-43533644	0.668
NM_000100	chr21(.):45188830-45201259	1.0938
NR_026961	chr21(.):45220638-45237448	0.1059
NM_005049	chr21(.):45522207-45556063	0.2065
NM_198155	chr21(.):45548493-45570605	1.3027
NM_175867	chr21(.):45661222-45687099	0.6764
NM_015259	chr21(.):45641721-45665834	0.8364
NM_002473	chr22(.):36672322-36789063	0.476
NM_004327	chr22(.):23517551-23665224	0.2188
NM_014433	chr22(.):23396592-23489241	0.4952
NM_012295	chr22(.):24402764-24579596	0.1599
NM_001199281	chr22(.):24402819-24579596	0.1599
NM_001887	chr22(.):26990361-27018991	1.5081
NM_007194	chr22(.):29078730-29142822	0.106
NM_001195071	chr22(.):38610297-38673670	0.4938
NM_001195072	chr22(.):38610297-38674040	0.4915
NM_001003406	chr22(.):39961757-40090740	0.065
NM_001024843	chr22(.):40435820-40736812	0.1485
NM_024821	chr22(.):42191677-42227303	0.2221
NM_007128	chr22(.):22594199-22604926	0.2205
NR_030755	chr22(.):23160269-23170365	1.3753
NM_001178126	chr22(.):23224959-23243013	7.8275
NM_004914	chr22(.):23482512-23511531	0.9634
NM_001024938	chr22(.):24194058-24232725	0.2043
NM_002415	chr22(.):24231564-24242409	0.5709
NM_001024939	chr22(.):24195040-24232725	0.2071
NM_001007468	chr22(.):24124149-24181705	0.2836
NM_001002862	chr22(.):24171689-24186199	1.0402
NM_019601	chr22(.):24572443-24590074	0.0628
NM_000675	chr22(.):24818529-24843325	1.1509
NR_028484	chr22(.):24820177-24895783	0.4456
NM_001008566	chr22(.):26916713-26966370	0.1919
NM_003595	chr22(.):26916713-26991089	0.552
NR_031615	chr22(.):26946177-26956289	0.4631
NR_003491	chr22(.):27048445-27077440	0.5927
NM_001886	chr22(.):27012927-27031636	0.5615
NM_172002	chr22(.):29133042-29158496	0.3847
NM_173510	chr22(.):29163661-29190283	0.9892
NM_001079539	chr22(.):29185547-29201560	3.1517
NM_145640	chr22(.):36531370-36561977	0.8029
NM_145642	chr22(.):36531370-36567225	0.7094
NM_030643	chr22(.):36580175-36605879	0.1067
NM_031910	chr22(.):37571205-37589330	0.0792
NM_001051	chr22(.):37597244-37613353	0.6426
NM_013385	chr22(.):37673494-37716389	0.214
NM_002872	chr22(.):37616309-37645305	1.5309
NM_152221	chr22(.):38681696-38718413	0.607
NR_002821	chr22(.):38735669-38799931	0.6253
NM_001894	chr22(.):38681696-38719089	0.5969
NM_004981	chr22(.):38817332-38845033	0.0561
NM_004286	chr22(.):39096806-39134592	0.3425
NM_005740	chr22(.):39169512-39195161	0.086
NM_014876	chr22(.):39076547-39101459	0.4485
NM_015374	chr22(.):39125734-39156947	1.0439
NM_001006666	chr22(.):39431672-39445428	0.7025
NM_004900	chr22(.):39373404-39393783	1.303
NM_001193289	chr22(.):39348526-39393783	0.884
NM_152426	chr22(.):39412117-39434256	0.6672
NM_014508	chr22(.):39405264-39419825	1.4678
NM_021822	chr22(.):39468009-39488748	0.8414
NM_175709	chr22(.):39521778-39553538	0.6021
NM_181773	chr22(.):39488228-39505072	0.5197
NM_006116	chr22(.):39790758-39832887	0.4933
NM_153497	chr22(.):39790758-39838132	0.7828
NM_194326	chr22(.):39920097-39933860	0.6848
NM_002409	chr22(.):39848324-39893199	0.5106
NM_019008	chr22(.):39893283-39919137	0.6131
NM_182810	chr22(.):39911568-39923691	1.0417
NM_001098270	chr22(.):39878228-39893199	0.1537
NM_138435	chr22(.):40385952-40431043	0.0677
NM_152513	chr22(.):42090517-42200459	0.3518
