REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	02_0EWO_0229Kronos_MM1S-No-Treatment-2_H3K18Ac_hs-dm_i04.bam	36_0EXO_0229Kronos_MM1S-No-Treatment-2_Input_hs_i78.bam
4_MACS_peak_19403_lociStitched	chr3	66530557	66551551	4	13057	14532.0468	3459.8112
3_MACS_peak_1885_lociStitched	chr1	160694250	160715227	3	12835	21318.9251	6257.4391000000005
3_MACS_peak_16449_lociStitched	chr2	216764343	216785302	3	14668	15293.7823	3931.9084
4_MACS_peak_2226_lociStitched	chr1	186729014	186749952	4	14575	14271.3408	4953.9308
2_MACS_peak_9588_lociStitched	chr15	75062768	75083671	2	20312	38793.877700000005	4880.8505000000005
4_MACS_peak_8665_lociStitched	chr14	93225384	93246282	4	11958	16377.762599999998	2116.9674
6_MACS_peak_18655_lociStitched	chr22	50962753	50983552	6	13904	25195.908600000002	3641.9049
3_MACS_peak_16302_lociStitched	chr2	202039948	202060726	3	12483	14671.3458	3945.7422
2_MACS_peak_7155_lociStitched	chr12	108952690	108973439	2	20104	43475.3797	5286.845200000001
4_MACS_peak_11341_lociStitched	chr17	17724916	17745633	4	15069	23097.3833	3470.0975000000003
3_MACS_peak_29471_lociStitched	chr9	126961491	126982178	3	11757	18773.4525	3498.1717
4_MACS_peak_15489_lociStitched	chr2	109822806	109843492	4	18664	32228.788	4042.0443999999998
5_MACS_peak_27507_lociStitched	chr8	29591009	29611692	5	11387	17276.5099	2982.4885999999997
3_MACS_peak_23835_lociStitched	chr6	7958162	7978831	3	17102	28002.3612	3749.3566
4_MACS_peak_5248_lociStitched	chr11	71964692	71985353	4	7957	10026.783300000001	2944.1924999999997
2_MACS_peak_6983_lociStitched	chr12	94583094	94603740	2	14767	41426.199	4333.5954
3_MACS_peak_1674_lociStitched	chr1	152001081	152021703	3	13910	25090.787399999997	6159.7914
4_MACS_peak_26647_lociStitched	chr7	106232461	106253067	4	11008	11580.572000000002	4407.6234
3_MACS_peak_12387_lociStitched	chr17	76163496	76184096	3	11304	19862.52	3763.62
3_MACS_peak_11408_lociStitched	chr17	20204601	20225193	3	12799	19337.947200000002	2965.2479999999996
4_MACS_peak_28470_lociStitched	chr8	146010476	146031045	4	9171	12292.0344	3235.5036999999998
3_MACS_peak_29079_lociStitched	chr9	93907456	93928008	3	17291	37408.750400000004	3995.3088
2_MACS_peak_9706_lociStitched	chr15	81576247	81596781	2	15694	34417.0374	4747.4608
3_MACS_peak_8636_lociStitched	chr14	91781543	91802071	3	11741	14158.1616	1790.0416
4_MACS_peak_6066_lociStitched	chr12	10234434	10254957	4	6321	7402.646100000001	3020.9856
5_MACS_peak_13366_lociStitched	chr19	7178636	7199125	5	10306	15358.5544	3667.531
3_MACS_peak_14085_lociStitched	chr19	47728344	47748741	3	14570	35323.5246	3897.8667
3_MACS_peak_15828_lociStitched	chr2	150733470	150753822	3	10120	13261.3632	2867.5968
5_MACS_peak_8114_lociStitched	chr14	23279582	23299894	5	8860	9759.916	1588.3984
2_MACS_peak_22294_lociStitched	chr5	32570953	32591219	2	17447	34134.023799999995	3998.4818
5_MACS_peak_8659_lociStitched	chr14	93033991	93054254	5	11708	18727.0646	2255.2718999999997
2_MACS_peak_23717_lociStitched	chr6	381263	401518	2	14258	26276.811499999996	4069.2295
5_MACS_peak_15702_lociStitched	chr2	129127240	129147415	5	14067	22749.329999999998	2792.22
3_MACS_peak_6061_lociStitched	chr12	10186292	10206453	3	10482	15409.0523	3788.2519
5_MACS_peak_17812_lociStitched	chr21	36588934	36609094	5	12954	16019.135999999999	5497.632
1_MACS_peak_12603_lociStitched	chr18	9132527	9152655	1	20129	34604.0576	4283.2384
4_MACS_peak_413_lociStitched	chr1	27147253	27167326	4	9143	12473.3622	2970.8039999999996
5_MACS_peak_30677_lociStitched	chrX	153232642	153252636	5	11654	19638.106799999998	2301.3094
4_MACS_peak_24259_lociStitched	chr6	33376830	33396815	4	9992	15574.3105	3561.3269999999998
2_MACS_peak_17353_lociStitched	chr20	45172080	45192020	2	16267	30286.865999999998	3385.8120000000004
4_MACS_peak_3786_lociStitched	chr10	81946283	81966211	4	13608	22972.9984	3487.3999999999996
3_MACS_peak_9841_lociStitched	chr15	90573909	90593824	3	16145	27172.026	3702.1985
3_MACS_peak_4611_lociStitched	chr11	16966948	16986831	3	13030	23177.6131	4056.1319999999996
3_MACS_peak_25857_lociStitched	chr7	29706231	29726111	3	8508	13623.764000000001	2964.108
4_MACS_peak_11867_lociStitched	chr17	45265260	45285123	4	9829	16152.591600000002	3990.4766999999997
3_MACS_peak_23099_lociStitched	chr5	131822436	131842247	3	15819	30199.8884	4098.8959
4_MACS_peak_5082_lociStitched	chr11	65306951	65326751	4	9093	11377.08	3193.74
3_MACS_peak_4128_lociStitched	chr10	111966752	111986551	3	12974	25784.2377	4128.0914999999995
4_MACS_peak_30523_lociStitched	chrX	128901626	128921423	4	16168	25490.6172	2340.0054
5_MACS_peak_29035_lociStitched	chr9	92038712	92058508	5	12965	17960.9108	3038.686
3_MACS_peak_29542_lociStitched	chr9	130531809	130551605	3	12958	30515.534000000003	3458.3612
3_MACS_peak_1905_lociStitched	chr1	161144152	161163947	3	14672	41446.771	6118.6345
2_MACS_peak_668_lociStitched	chr1	40838964	40858721	2	16333	39016.1236	4293.1961
3_MACS_peak_3770_lociStitched	chr10	81000903	81020587	3	18103	34885.953199999996	3588.3932
2_MACS_peak_17908_lociStitched	chr21	43638581	43658228	2	14073	39301.8588	4945.149899999999
3_MACS_peak_15872_lociStitched	chr2	157188196	157207829	3	8995	23157.1235	3178.5827
3_MACS_peak_3668_lociStitched	chr10	74077794	74097426	3	12944	31517.212799999998	3196.0896
4_MACS_peak_7167_lociStitched	chr12	109161643	109181257	4	16736	28644.2856	3777.6564
3_MACS_peak_11701_lociStitched	chr17	38251170	38270773	3	16693	27544.1753	4506.7297
3_MACS_peak_19557_lociStitched	chr3	98477271	98496845	3	18296	31388.8664	4032.2439999999997
3_MACS_peak_5863_lociStitched	chr11	130631210	130650751	3	18032	20473.1057	2954.5992
4_MACS_peak_22449_lociStitched	chr5	55272577	55292052	4	13344	21845.1075	3826.8375
3_MACS_peak_26260_lociStitched	chr7	74057209	74076662	3	10815	18075.727600000002	2812.9038
1_MACS_peak_22770_lociStitched	chr5	88111481	88130925	1	19445	39762.979999999996	4291.2908
4_MACS_peak_21671_lociStitched	chr4	129578375	129597795	4	13346	18118.86	3318.878
4_MACS_peak_24348_lociStitched	chr6	37121480	37140893	4	11151	23536.3212	3263.3253
4_MACS_peak_29075_lociStitched	chr9	93847239	93866649	4	14071	23606.442	3856.767
4_MACS_peak_28436_lociStitched	chr8	145049961	145069370	4	8519	11754.090400000001	2653.2102999999997
4_MACS_peak_20746_lociStitched	chr4	6168483	6187882	4	11881	17286.4489	3119.3592
4_MACS_peak_6441_lociStitched	chr12	48134316	48153709	4	9821	14288.7624	3389.8964
4_MACS_peak_25744_lociStitched	chr7	20471426	20490812	4	15273	19194.0786	3377.0411999999997
3_MACS_peak_21238_lociStitched	chr4	77117352	77136639	3	14206	30249.7308	4275.927900000001
4_MACS_peak_13898_lociStitched	chr19	39920764	39939989	4	12481	19869.037500000002	3768.1000000000004
4_MACS_peak_29111_lociStitched	chr9	95514307	95533516	4	10985	16590.8133	3056.1519
4_MACS_peak_13199_lociStitched	chr19	1258449	1277628	4	12136	34646.8635	4850.3691
4_MACS_peak_5273_lociStitched	chr11	73069913	73089056	4	11119	16482.123	3462.9687
3_MACS_peak_17517_lociStitched	chr20	55956814	55975947	3	15227	29074.506800000003	3757.7212
3_MACS_peak_10604_lociStitched	chr16	50298844	50317967	3	9745	14818.4127	2906.696
4_MACS_peak_4440_lociStitched	chr11	3874072	3893161	4	10834	17968.4757	3451.2911999999997
3_MACS_peak_27047_lociStitched	chr7	142490303	142509385	3	12424	22873.5934	4486.1782
4_MACS_peak_18463_lociStitched	chr22	39910376	39929416	4	10984	25222.288	4150.72
4_MACS_peak_8991_lociStitched	chr15	33296362	33315374	4	11247	18652.6732	3412.654
3_MACS_peak_13221_lociStitched	chr19	1846850	1865859	3	12052	27445.194199999998	3934.863
4_MACS_peak_18207_lociStitched	chr22	29206845	29225841	4	17204	34394.1576	3616.8384
3_MACS_peak_13431_lociStitched	chr19	10328982	10347966	3	13376	25505.003999999997	3122.868
4_MACS_peak_6773_lociStitched	chr12	68752056	68770975	4	17031	33032.574	3829.2056
4_MACS_peak_10609_lociStitched	chr16	50713985	50732848	4	14759	22956.271	3206.71
4_MACS_peak_10628_lociStitched	chr16	53535866	53554704	4	10884	15718.4272	2720.2072
9_MACS_peak_1221_lociStitched	chr1	93409615	93428443	9	12878	12417.065999999999	1801.8395999999998
3_MACS_peak_10461_lociStitched	chr16	29740390	29759202	3	10369	18902.297599999998	3038.138
2_MACS_peak_18188_lociStitched	chr22	26974948	26993743	2	12890	26997.138	3603.0015000000003
4_MACS_peak_28417_lociStitched	chr8	144622662	144641454	4	7500	9097.207199999999	2698.5312
4_MACS_peak_21078_lociStitched	chr4	54553304	54572083	4	8568	10029.8639	2615.9147000000003
1_MACS_peak_11708_lociStitched	chr17	38465499	38484259	1	18761	51263.576	4333.56
1_MACS_peak_5261_lociStitched	chr11	72851230	72869980	1	18751	45590.62500000001	4717.5
4_MACS_peak_6087_lociStitched	chr12	11901302	11920033	4	15432	23228.3131	3626.3215999999998
3_MACS_peak_19133_lociStitched	chr3	46245642	46264368	3	12899	37144.8936	4421.2086
2_MACS_peak_26024_lociStitched	chr7	44661737	44680443	2	16827	40468.5604	4380.9452
3_MACS_peak_29994_lociStitched	chrX	30578554	30597256	3	10636	11886.9912	1741.1562000000001
2_MACS_peak_17928_lociStitched	chr21	44579857	44598545	2	15017	40908.032	4918.6816
4_MACS_peak_17941_lociStitched	chr21	44843770	44862433	4	15625	24153.6546	3900.567
5_MACS_peak_26515_lociStitched	chr7	99932008	99950668	5	7942	12181.248000000001	3366.264
1_MACS_peak_21009_lociStitched	chr4	40190958	40209616	1	18659	49759.0202	4851.08
3_MACS_peak_3054_lociStitched	chr10	5930560	5949207	3	10952	16180.001900000001	3134.5607
4_MACS_peak_3217_lociStitched	chr10	21805176	21823823	4	8645	10026.491899999999	2455.8099
4_MACS_peak_3428_lociStitched	chr10	45913602	45932248	4	14069	31972.296199999997	3119.4758
4_MACS_peak_22426_lociStitched	chr5	54031464	54050103	4	9885	15421.9086	3069.8433000000005
4_MACS_peak_11156_lociStitched	chr17	4692617	4711204	4	6689	8540.7265	2626.3431
4_MACS_peak_18872_lociStitched	chr3	20080288	20098867	4	12380	18034.6353	3294.0567
4_MACS_peak_4417_lociStitched	chr11	2906138	2924710	4	8911	14330.1552	2839.6588
3_MACS_peak_14757_lociStitched	chr2	42343143	42361699	3	15346	24037.442400000004	3906.038
2_MACS_peak_28893_lociStitched	chr9	71251169	71269691	2	13121	19842.618599999998	3293.2116
4_MACS_peak_2370_lociStitched	chr1	202580646	202599145	4	13226	18819.032700000003	4090.1288999999997
3_MACS_peak_12504_lociStitched	chr17	80405718	80424211	3	9412	24708.497300000003	3552.5053
3_MACS_peak_16918_lociStitched	chr20	11958954	11977428	3	9282	14720.0832	2889.3336000000004
3_MACS_peak_9900_lociStitched	chr15	93346129	93364594	3	10392	22440.5145	2908.2375
3_MACS_peak_10486_lociStitched	chr16	30193875	30212302	3	9080	15725.6018	3862.2992000000004
3_MACS_peak_23884_lociStitched	chr6	12043987	12062414	3	11688	21817.568	3582.2088
3_MACS_peak_15066_lociStitched	chr2	68637714	68656130	3	12753	15095.5952	3368.2864
3_MACS_peak_10214_lociStitched	chr16	11705770	11724183	3	10107	17400.285	2699.3458
2_MACS_peak_17576_lociStitched	chr20	61272751	61291159	2	14214	36009.7296	3007.8671999999997
5_MACS_peak_12507_lociStitched	chr17	80447641	80466041	5	13236	16468.0	3199.7599999999998
2_MACS_peak_21013_lociStitched	chr4	40301549	40319936	2	13405	25285.8024	4067.2044
3_MACS_peak_23279_lociStitched	chr5	142592545	142610889	3	9540	15990.4648	3045.1040000000003
3_MACS_peak_19598_lociStitched	chr3	101495313	101513648	3	11151	21470.285	3942.025
3_MACS_peak_21432_lociStitched	chr4	100765812	100784117	3	16320	27490.449	3827.5755000000004
4_MACS_peak_15474_lociStitched	chr2	109220836	109239139	4	14871	18513.484500000002	3340.2975
2_MACS_peak_1614_lociStitched	chr1	150120960	150139257	2	12468	27397.9278	4784.6655
2_MACS_peak_18359_lociStitched	chr22	37610713	37628994	2	16070	33220.233199999995	4027.3043
4_MACS_peak_17373_lociStitched	chr20	46403134	46421401	4	8598	7657.526400000001	2365.5765
2_MACS_peak_9603_lociStitched	chr15	75352759	75371019	2	14571	24083.113999999998	3606.3500000000004
4_MACS_peak_18195_lociStitched	chr22	27053149	27071409	4	10143	14580.61	2875.95
3_MACS_peak_29381_lociStitched	chr9	117263481	117281696	3	10446	17010.9885	3176.696
3_MACS_peak_17297_lociStitched	chr20	42693777	42711985	3	16449	41201.062399999995	3441.312
5_MACS_peak_2311_lociStitched	chr1	199050341	199068541	5	11481	12050.220000000001	3956.6800000000003
3_MACS_peak_29625_lociStitched	chr9	132768094	132786290	3	12679	16660.2576	2658.4356000000002
3_MACS_peak_29393_lociStitched	chr9	117655099	117673287	3	12920	16443.770800000002	3801.292
3_MACS_peak_638_lociStitched	chr1	40054516	40072699	3	9362	15324.6324	3343.8537
3_MACS_peak_2262_lociStitched	chr1	192561261	192579424	3	13632	17273.013	4818.6439
3_MACS_peak_13553_lociStitched	chr19	13943895	13962056	3	14958	36305.6551	3021.9903999999997
3_MACS_peak_17368_lociStitched	chr20	46114195	46132355	3	9185	13015.272	3036.352
4_MACS_peak_15254_lociStitched	chr2	86290472	86308612	4	10063	13826.307999999999	3557.254
2_MACS_peak_636_lociStitched	chr1	40029935	40048059	2	14533	19158.8804	3985.4676000000004
4_MACS_peak_17012_lociStitched	chr20	23329820	23347903	4	9644	18658.0394	2848.0725
2_MACS_peak_29424_lociStitched	chr9	123650446	123668498	2	18013	29558.3448	3382.9448
5_MACS_peak_19157_lociStitched	chr3	46529955	46547985	5	9311	10688.184	3057.888
4_MACS_peak_11907_lociStitched	chr17	46578345	46596352	4	17435	21226.6516	3446.5397999999996
3_MACS_peak_10295_lociStitched	chr16	17553570	17571573	3	11030	15635.605500000001	2939.8899
4_MACS_peak_20584_lociStitched	chr3	194864662	194882662	4	14635	18757.8	4194.0
3_MACS_peak_17181_lociStitched	chr20	34673179	34691175	3	15753	25946.6328	3152.8992
4_MACS_peak_13418_lociStitched	chr19	9928833	9946816	4	6304	9852.8857	2389.9406999999997
3_MACS_peak_9295_lociStitched	chr15	52959367	52977340	3	11011	19434.204899999997	3407.6807999999996
3_MACS_peak_13597_lociStitched	chr19	16180230	16198200	3	10966	26149.944	3351.405
3_MACS_peak_26144_lociStitched	chr7	63763996	63781946	3	8366	14367.18	2008.605
4_MACS_peak_28769_lociStitched	chr9	36135962	36153890	4	12708	18829.7784	3348.9503999999997
5_MACS_peak_10466_lociStitched	chr16	29815567	29833494	5	11521	20277.2297	3090.6148
4_MACS_peak_17968_lociStitched	chr21	45626364	45644260	4	9248	11027.5152	3219.4904
3_MACS_peak_4980_lociStitched	chr11	62308047	62325931	3	14764	31579.5672	3489.1684
4_MACS_peak_11976_lociStitched	chr17	49020714	49038588	4	10398	16161.6708	2641.7772
2_MACS_peak_3922_lociStitched	chr10	94868692	94886554	2	14891	20864.602199999998	3281.2494
3_MACS_peak_362_lociStitched	chr1	25346530	25364366	3	11253	19095.2216	2671.8327999999997
4_MACS_peak_2848_lociStitched	chr1	234623908	234641726	4	8955	15017.0104	3675.8534000000004
3_MACS_peak_26034_lociStitched	chr7	45024952	45042757	3	12523	20292.3585	3258.315
4_MACS_peak_27220_lociStitched	chr8	2098068	2115830	4	12779	20023.1026	2968.0302
3_MACS_peak_17269_lociStitched	chr20	40709855	40727589	3	15536	35446.7192	2800.1986
2_MACS_peak_23335_lociStitched	chr5	148204759	148222481	2	13022	25190.0508	4180.6198
3_MACS_peak_11387_lociStitched	chr17	19204064	19221785	3	12004	29227.2453	3356.3574000000003
3_MACS_peak_21675_lociStitched	chr4	129723726	129741428	3	8929	18918.1274	3326.2058
3_MACS_peak_1666_lociStitched	chr1	151802466	151820151	3	9524	14100.2505	3986.1989999999996
3_MACS_peak_4058_lociStitched	chr10	104529586	104547259	3	15644	40336.8552	3564.6441
3_MACS_peak_2672_lociStitched	chr1	222076051	222093628	3	6697	12915.579600000001	3575.1618
2_MACS_peak_20517_lociStitched	chr3	186703182	186720653	2	14387	41306.685300000005	5679.8221
3_MACS_peak_19423_lociStitched	chr3	69128512	69145976	3	14289	17977.441600000002	3405.48
4_MACS_peak_10245_lociStitched	chr16	14486387	14503843	4	13348	25152.350400000003	3067.0191999999997
3_MACS_peak_22180_lociStitched	chr5	6721323	6738742	3	6874	11249.190200000001	2915.9406
3_MACS_peak_798_lociStitched	chr1	46790283	46807700	3	8427	15081.3803	2814.5872
4_MACS_peak_10617_lociStitched	chr16	53086310	53103706	4	7604	7544.6452	2590.2644
3_MACS_peak_14575_lociStitched	chr2	27293584	27310979	3	13097	16146.039	3278.9575
5_MACS_peak_3157_lociStitched	chr10	14686617	14703997	5	10456	16474.502	2827.726
4_MACS_peak_23743_lociStitched	chr6	2931447	2948812	4	6863	9639.3115	3052.7670000000003
3_MACS_peak_6427_lociStitched	chr12	46938802	46956127	3	11429	18146.205	3504.8475000000003
3_MACS_peak_12353_lociStitched	chr17	75128772	75146058	3	16509	43669.6218	4096.782
3_MACS_peak_2096_lociStitched	chr1	177778266	177795538	3	13419	22913.0352	4053.7383999999997
3_MACS_peak_27466_lociStitched	chr8	27934247	27951519	3	13684	21888.805600000003	3801.5672
2_MACS_peak_13615_lociStitched	chr19	16544577	16561838	2	13585	29186.624900000003	3208.8199
4_MACS_peak_18561_lociStitched	chr22	45629377	45646630	4	9411	14692.6548	2698.3692
3_MACS_peak_2432_lociStitched	chr1	205242161	205259403	3	16466	45644.7466	4927.7636
3_MACS_peak_18836_lociStitched	chr3	15834617	15851851	3	16887	22905.7094	3324.4386
3_MACS_peak_2853_lociStitched	chr1	234733181	234750411	3	13141	54172.843	5591.135
4_MACS_peak_4930_lociStitched	chr11	59317083	59334312	4	7906	10601.0037	2832.4476
3_MACS_peak_13243_lociStitched	chr19	2254649	2271878	3	12906	35705.3796	4236.6111
2_MACS_peak_26126_lociStitched	chr7	55568980	55586205	2	17126	27184.495000000003	3281.3625
3_MACS_peak_385_lociStitched	chr1	26436803	26454020	3	6630	10579.846500000001	2530.899
3_MACS_peak_28194_lociStitched	chr8	124068719	124085932	3	6414	9085.021400000001	3137.9298999999996
4_MACS_peak_22170_lociStitched	chr5	6392717	6409929	4	9352	12965.7996	2736.708
4_MACS_peak_6116_lociStitched	chr12	12949879	12967081	4	8618	15163.562999999998	2881.335
3_MACS_peak_12837_lociStitched	chr18	42484183	42501382	3	10647	14402.4426	2774.1987
3_MACS_peak_14221_lociStitched	chr19	55468641	55485829	3	9298	15262.944	2103.8112
3_MACS_peak_17198_lociStitched	chr20	35455596	35472751	3	6945	11088.992	2720.783
4_MACS_peak_4862_lociStitched	chr11	47413851	47430992	4	7375	9249.283599999999	2535.1539000000002
2_MACS_peak_13238_lociStitched	chr19	2081515	2098656	2	15767	73433.75809999999	6105.6242
3_MACS_peak_24105_lociStitched	chr6	27791018	27808132	3	9510	27587.768	3472.4306
4_MACS_peak_7190_lociStitched	chr12	110433139	110450252	4	6408	6819.530500000001	1487.1197000000002
3_MACS_peak_19672_lociStitched	chr3	111837783	111854882	3	12577	15139.4546	3252.2298
3_MACS_peak_25289_lociStitched	chr6	139631898	139648986	3	11778	16770.1632	3007.488
3_MACS_peak_25322_lociStitched	chr6	143162913	143179987	3	13595	21397.1368	1847.4068
3_MACS_peak_15545_lociStitched	chr2	112185640	112202713	3	15222	12820.1157	2665.0953
2_MACS_peak_20319_lociStitched	chr3	175052116	175069178	2	11295	18130.0812	4234.7884
4_MACS_peak_29359_lociStitched	chr9	116162794	116179813	4	8218	15764.699700000001	2910.2490000000003
3_MACS_peak_26802_lociStitched	chr7	122822637	122839633	3	11243	20294.9236	4192.9132
4_MACS_peak_29559_lociStitched	chr9	130828641	130845609	4	13600	22180.5696	3363.0575999999996
4_MACS_peak_7651_lociStitched	chr13	42061487	42078453	4	11079	15281.276199999998	1864.5634
3_MACS_peak_15179_lociStitched	chr2	74683940	74700903	3	6685	11436.454600000001	2720.8651999999997
2_MACS_peak_22781_lociStitched	chr5	88633941	88650892	2	10996	21075.1783	3157.9712999999997
3_MACS_peak_29840_lociStitched	chrX	10074365	10091315	3	12537	19214.52	2088.2400000000002
3_MACS_peak_19909_lociStitched	chr3	130557189	130574116	3	13205	22392.7283	3336.3116999999997
3_MACS_peak_2008_lociStitched	chr1	167675344	167692259	3	7853	13482.9465	4293.027
1_MACS_peak_5071_lociStitched	chr11	65183261	65200152	1	16892	79306.6232	5256.4792
4_MACS_peak_26308_lociStitched	chr7	76017068	76033937	4	6475	7933.4907	2280.6888
4_MACS_peak_15534_lociStitched	chr2	111804712	111821580	4	12081	20194.3696	2786.5936
5_MACS_peak_8041_lociStitched	chr13	114911526	114928381	5	11101	14844.1985	2551.847
3_MACS_peak_2166_lociStitched	chr1	183557739	183574570	3	9813	18125.3039	4234.6795999999995
3_MACS_peak_7142_lociStitched	chr12	108063881	108080702	3	7055	9335.655	2339.8011
4_MACS_peak_9708_lociStitched	chr15	81608021	81624838	4	11500	12099.8315	3287.7235
