REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X02_0EWO_0229Kronos_MM1S.No.Treatment.2_H3K18Ac_hs.dm_i04.bam	X36_0EXO_0229Kronos_MM1S.No.Treatment.2_Input_hs_i78.bam	enhancerRank	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	TOP_GENE	TSS_SIGNAL	enhancerRank	isStretch
3_MACS_peak_25606_lociStitched	chr7	5461067	5477861	3	10587	17346.5226	2440.1682	652	TNRC18		TNRC18	TNRC18	0.06799999999999999	652	1
3_MACS_peak_28307_lociStitched	chr8	131420769	131433047	3	10583	11659.1888	2419.9938	653		ASAP1	ASAP1	ASAP1	0.0952	653	1
3_MACS_peak_12033_lociStitched	chr17	55553240	55565841	3	10571	11289.2359	2030.0211	654	MSI2		MSI2	MSI2	0.1467	654	1
2_MACS_peak_346_lociStitched	chr1	24710096	24720706	2	10567	12395.663	2649.317	655	C1orf201	NIPAL3	C1orf201	C1orf201	0.18009999999999998	655	1
4_MACS_peak_11252_lociStitched	chr17	8088465	8104257	4	10553	13791.1536	3088.9152	656	MIR3676,C17orf59	PFAS,PER1,VAMP2,TMEM107,AURKB,C17orf44,C17orf68	C17orf59	VAMP2	1.0777	656	1
1_MACS_peak_16590_lociStitched	chr2	231729330	231739862	1	10533	16874.3704	1390.224	657	ITM2C		ITM2C	ITM2C	0.6713	657	1
4_MACS_peak_840_lociStitched	chr1	52029005	52045274	4	10526	15218.0226	3154.5591	658		OSBPL9,EPS15	OSBPL9	OSBPL9	0.016600000000000004	658	1
3_MACS_peak_22982_lociStitched	chr5	121647114	121661381	3	10520	8668.6292	1933.1785	659	SNCAIP		SNCAIP	SNCAIP	0.03	659	1
1_MACS_peak_10677_lociStitched	chr16	57568929	57579447	1	10519	15187.992	1890.0846	660	GPR114,CCDC102A	DOK4	GPR114	GPR114	0.1981	660	1
4_MACS_peak_5074_lociStitched	chr11	65235701	65247322	4	10504	26957.2337	2073.1864	661		NEAT1,MIR612,MALAT1,SCYL1	MALAT1	NEAT1	4.7445	661	1
2_MACS_peak_22223_lociStitched	chr5	14593201	14604773	2	10491	10926.2824	2128.0908	662	FAM105A		FAM105A	FAM105A	0.24830000000000002	662	1
3_MACS_peak_16363_lociStitched	chr2	204749901	204764808	3	10482	12451.8171	2821.8951	663		CTLA4,ICOS	CTLA4	CTLA4	0.40280000000000005	663	1
3_MACS_peak_6061_lociStitched	chr12	10186292	10206453	3	10482	15409.0523	3788.2519	664	CLEC9A	CLEC12B,CLEC1B,CLEC1A	CLEC9A	CLEC9A	0.2926	664	1
3_MACS_peak_29852_lociStitched	chrX	11439407	11454460	3	10476	14362.0673	1425.5191	665	ARHGAP6		AMELX	AMELX	NONE	665	1
2_MACS_peak_18512_lociStitched	chr22	42140898	42152010	2	10473	18911.5128	2511.312	666	MEI1	CCDC134	CCDC134	CCDC134	0.14700000000000002	666	1
2_MACS_peak_2488_lociStitched	chr1	207092455	207107206	2	10468	29931.2541	4109.6286	667	FAIM3,PIGR	IL24,FCAMR	FAIM3	FAIM3	0.7678000000000001	667	1
5_MACS_peak_3157_lociStitched	chr10	14686617	14703997	5	10456	16474.502	2827.726	668	FAM107B		FAM107B	FAM107B	0.1579	668	1
3_MACS_peak_17912_lociStitched	chr21	43879389	43890514	3	10452	14575.975	3081.625	669		SLC37A1,RSPH1	RSPH1	RSPH1	0.20750000000000002	669	1
3_MACS_peak_29381_lociStitched	chr9	117263481	117281696	3	10446	17010.9885	3176.696	670	DFNB31		DFNB31	DFNB31	0.42	670	1
3_MACS_peak_2690_lociStitched	chr1	223899496	223916252	3	10444	13929.2628	3925.9308	671	CAPN2	CAPN8	CAPN2	CAPN2	0.08489999999999998	671	1
1_MACS_peak_22893_lociStitched	chr5	109023879	109034315	1	10437	15650.8692	2716.4908	672	MAN2A1		MAN2A1	MAN2A1	0.15489999999999998	672	1
1_MACS_peak_1162_lociStitched	chr1	87792847	87803279	1	10433	16883.1488	2179.2448	673	LMO4		LMO4	LMO4	0.46209999999999996	673	1
2_MACS_peak_3406_lociStitched	chr10	44502827	44513678	2	10427	14068.3215	1559.2887	674			LOC283033	LOC283033	NONE	674	1
4_MACS_peak_5720_lociStitched	chr11	120368065	120382347	4	10424	14480.5198	2335.107	675			GRIK4	GRIK4	NONE	675	1
2_MACS_peak_12064_lociStitched	chr17	56695367	56710438	2	10420	18537.33	3146.8248	676	TEX14		TEX14	TEX14	0.12380000000000002	676	1
2_MACS_peak_23977_lociStitched	chr6	20201245	20214261	2	10412	14132.7728	2708.6296	677	MBOAT1		MBOAT1	MBOAT1	0.0654	677	1
3_MACS_peak_18401_lociStitched	chr22	38701062	38715075	3	10402	17626.9527	2725.5285	678	CSNK1E	TMEM184B	CSNK1E	CSNK1E	0.41129999999999994	678	1
2_MACS_peak_7407_lociStitched	chr12	125398163	125413101	2	10402	23881.3806	1811.9794	679	UBC	SCARB1	UBC	UBC	1.1575	679	1
4_MACS_peak_11976_lociStitched	chr17	49020714	49038588	4	10398	16161.6708	2641.7772	680			TOB1	TOB1	NONE	680	1
2_MACS_peak_4053_lociStitched	chr10	104401276	104413705	2	10395	22301.3547	2093.0436	681	TRIM8		TRIM8	TRIM8	0.9611000000000001	681	1
3_MACS_peak_9900_lociStitched	chr15	93346129	93364594	3	10392	22440.5145	2908.2375	682		ASB9P1	ASB9P1	NONE	NONE	682	1
2_MACS_peak_21269_lociStitched	chr4	78735745	78749513	2	10388	19461.068	2461.7184	683	CNOT6L	MRPL1	CNOT6L	CNOT6L	0.10559999999999999	683	1
3_MACS_peak_15241_lociStitched	chr2	85922746	85938679	3	10384	18463.1604	3033.6432	684	GNLY	ATOH8,SFTPB	GNLY	GNLY	0.23569999999999997	684	1
3_MACS_peak_10461_lociStitched	chr16	29740390	29759202	3	10369	18902.2976	3038.138	685	C16orf54	QPRT,ZG16,KIF22	C16orf54	C16orf54	0.5887	685	1
2_MACS_peak_27315_lociStitched	chr8	12441123	12451545	2	10365	18130.1112	3356.9262	686			MIR3926-2	MIR3926-2	NONE	686	1
2_MACS_peak_14001_lociStitched	chr19	44257429	44272057	2	10365	22690.9536	2695.9404	687	C19orf61,KCNN4	IRGC,LYPD5	C19orf61	C19orf61	0.22060000000000002	687	1
3_MACS_peak_28692_lociStitched	chr9	33152533	33168485	3	10356	14607.2464	2620.9136	688	B4GALT1		B4GALT1	B4GALT1	0.17830000000000001	688	1
2_MACS_peak_24999_lociStitched	chr6	113946412	113957142	2	10348	16515.616	2192.139	689			MARCKS	MARCKS	NONE	689	1
1_MACS_peak_26128_lociStitched	chr7	55595770	55606103	1	10334	36542.6545	2631.8151	690	VOPP1		VOPP1	VOPP1	0.9367000000000001	690	1
3_MACS_peak_3020_lociStitched	chr10	3843658	3854752	3	10327	15502.7556	2290.911	691		KLF6	KLF6	KLF6	0.9618000000000001	691	1
1_MACS_peak_3183_lociStitched	chr10	15824554	15834879	1	10326	23084.635	2241.5575	692	FAM188A		ITGA8	ITGA8	NONE	692	1
2_MACS_peak_26405_lociStitched	chr7	90352042	90367912	2	10319	14281.413	2802.642	693	CDK14		CDK14	CDK14	0.04500000000000001	693	1
2_MACS_peak_2566_lociStitched	chr1	211743066	211756835	2	10312	15143.1462	3701.1072	694	SLC30A1		SLC30A1	SLC30A1	0.8273	694	1
5_MACS_peak_13366_lociStitched	chr19	7178636	7199125	5	10306	15358.5544	3667.531	695	INSR		INSR	INSR	0.0721	695	1
4_MACS_peak_7310_lociStitched	chr12	120966166	120978703	4	10300	10192.581	1554.588	696	RNF10,COQ5	DYNLL1,POP5	RNF10	RNF10	0.1185	696	1
4_MACS_peak_9157_lociStitched	chr15	44579560	44603516	4	10299	15195.2908	3935.9708	697	CASC4		CASC4	CASC4	0.078	697	1
2_MACS_peak_22009_lociStitched	chr4	185200570	185210946	2	10296	35056.3536	2979.9872	698			ENPP6	ENPP6	NONE	698	1
4_MACS_peak_26042_lociStitched	chr7	45439694	45451239	4	10295	9726.6625	1631.3085	699			ADCY1	ADCY1	NONE	699	1
2_MACS_peak_26109_lociStitched	chr7	52773974	52788428	2	10291	14261.7618	2202.7896	700			POM121L12	POM121L12	NONE	700	1
3_MACS_peak_13184_lociStitched	chr19	1014968	1029274	3	10289	18820.9736	3696.6704	701	CNN2,C19orf6	WDR18,GRIN3B,ABCA7,HMHA1	C19orf6	C19orf6	0.5058	701	1
3_MACS_peak_14772_lociStitched	chr2	43395847	43407130	3	10286	16987.6848	2137.0002	702		LOC100129726,ZFP36L2	ZFP36L2	ZFP36L2	2.2674	702	1
2_MACS_peak_4433_lociStitched	chr11	3525384	3536685	2	10274	18228.513	2074.8636	703			TRPC2	TRPC2	NONE	703	1
4_MACS_peak_7277_lociStitched	chr12	117535870	117558059	4	10274	14236.4624	2145.6763	704	TESC		TESC	TESC	0.0254	704	1
1_MACS_peak_25824_lociStitched	chr7	26001971	26012229	1	10259	40576.5448	2625.0222	705		MIR148A	MIR148A	MIR148A	1.7115	705	1
4_MACS_peak_23429_lociStitched	chr5	156305503	156321654	4	10214	10454.5423	2829.6552	706		PPP1R2P3,LOC100286948	PPP1R2P3	LOC100286948	0.41459999999999997	706	1
4_MACS_peak_24435_lociStitched	chr6	43671579	43685848	4	10205	15373.4206	2338.6891	707		MRPS18A	MRPS18A	MRPS18A	0.16590000000000002	707	1
1_MACS_peak_25129_lociStitched	chr6	130000937	130011133	1	10197	26441.2868	2581.6272	708	ARHGAP18		ARHGAP18	ARHGAP18	0.3122	708	1
2_MACS_peak_6411_lociStitched	chr12	46119459	46132637	2	10191	15581.6672	2277.1584	709	ARID2,LOC400027		ARID2	ARID2	0.035400000000000015	709	1
3_MACS_peak_1743_lociStitched	chr1	154942160	154957866	3	10180	22808.2532	5236.3804	710	CKS1B,MIR4258,FLAD1,SHC1	LENEP,ZBTB7B,DCST1,PMVK,PBXIP1,PYGO2,DCST2	MIR4258	PBXIP1	2.5612999999999997	710	1
2_MACS_peak_7696_lociStitched	chr13	46269467	46281214	2	10175	15498.9918	1362.652	711	SPERT		SPERT	SPERT	0.6357999999999999	711	1
4_MACS_peak_12343_lociStitched	chr17	74777025	74788758	4	10174	14432.7633	2177.6448	712		MFSD11,MIR636,SRSF2	MFSD11	MIR636	0.8087	712	1
3_MACS_peak_22011_lociStitched	chr4	185232237	185254086	3	10172	14429.0796	3681.5565	713			ENPP6	ENPP6	NONE	713	1
2_MACS_peak_17463_lociStitched	chr20	52267955	52279048	2	10170	15120.8683	2250.7697	714			ZNF217	ZNF217	0.5391	714	1
1_MACS_peak_20155_lociStitched	chr3	156845656	156855818	1	10163	19186.8722	3108.5558	715		LOC100498859,LOC339894,CCNL1	LOC339894	LOC100498859	2.1295	715	1
2_MACS_peak_27902_lociStitched	chr8	81073120	81084364	2	10163	14423.8032	2517.5316	716	TPD52		TPD52	TPD52	0.3611000000000001	716	1
2_MACS_peak_6540_lociStitched	chr12	52416471	52432496	2	10163	14077.9625	2552.7825	717		GRASP,NR4A1,C12orf44	NR4A1	NR4A1	0.8366	717	1
2_MACS_peak_29122_lociStitched	chr9	95819908	95835730	2	10161	15469.1694	2507.787	718	SUSD3	C9orf89	SUSD3	SUSD3	0.3558	718	1
2_MACS_peak_15352_lociStitched	chr2	96898879	96913298	2	10160	17151.4005	2601.1876	719	LOC285033	CIAO1,STARD7,TMEM127	LOC285033	LOC285033	1.0819	719	1
4_MACS_peak_18792_lociStitched	chr3	13455346	13470936	4	10157	19030.713	2722.014	720	NUP210		NUP210	NUP210	0.2057	720	1
3_MACS_peak_20021_lociStitched	chr3	141205453	141219717	3	10152	16409.3056	2740.1144	721	RASA2		RASA2	RASA2	0.0681	721	1
4_MACS_peak_18195_lociStitched	chr22	27053149	27071409	4	10143	14580.61	2875.95	722	MIAT	CRYBA4,CRYBB1	MIAT	CRYBB1	1.2147	722	1
3_MACS_peak_22650_lociStitched	chr5	75133823	75145428	3	10136	15325.563	2038.9985	723			POC5	POC5	NONE	723	1
2_MACS_peak_17764_lociStitched	chr21	34600926	34613451	2	10132	19164.5025	3131.25	724	IFNAR2	IL10RB	IFNAR2	IFNAR2	0.45909999999999995	724	1
2_MACS_peak_5747_lociStitched	chr11	122929363	122942619	2	10124	20892.7816	2872.5752	725	HSPA8	LOC341056	HSPA8	HSPA8	0.9919	725	1
1_MACS_peak_9319_lociStitched	chr15	56656172	56666292	1	10121	26487.076	2187.944	726	TEX9		TEX9	TEX9	0.241	726	1
2_MACS_peak_28702_lociStitched	chr9	33445025	33459228	2	10121	16826.2941	2631.8159	727	AQP3	AQP7,NOL6	AQP3	AQP3	0.3677	727	1
3_MACS_peak_15828_lociStitched	chr2	150733470	150753822	3	10120	13261.3632	2867.5968	728			MMADHC	MMADHC	NONE	728	1
2_MACS_peak_14637_lociStitched	chr2	31430163	31443552	2	10107	13102.4754	2011.0278	729	CAPN14	EHD3	CAPN14	CAPN14	0.20630000000000004	729	1
3_MACS_peak_10214_lociStitched	chr16	11705770	11724183	3	10107	17400.285	2699.3458	730		SNN,LITAF	LITAF	SNN	1.1206999999999998	730	1
2_MACS_peak_6686_lociStitched	chr12	58226936	58241558	2	10102	13795.857	2243.0148	731	CTDSP2	AVIL,MIR26A2	CTDSP2	CTDSP2	0.3118	731	1
2_MACS_peak_25822_lociStitched	chr7	25979729	25994711	2	10101	22037.0238	2905.0098	732	MIR148A		MIR148A	MIR148A	1.7115	732	1
5_MACS_peak_6678_lociStitched	chr12	58134812	58150473	5	10098	12694.8066	3345.1896	733	TSPAN31,MARCH9,AGAP2,CDK4	OS9,LOC100130776,FAM119B,TSFM,AGAP2,CYP27B1,METTL1	CDK4	CDK4	0.5872	733	1
3_MACS_peak_25937_lociStitched	chr7	37374922	37390169	3	10094	14842.9545	2645.3545	734	ELMO1		ELMO1	ELMO1	0.013899999999999996	734	1
2_MACS_peak_376_lociStitched	chr1	25940907	25951098	2	10091	12068.1822	1879.2204	735	MAN1C1		MAN1C1	MAN1C1	0.13289999999999996	735	1
1_MACS_peak_157_lociStitched	chr1	11622771	11632851	1	10081	22428	2035.152	736			FBXO44	FBXO44	NONE	736	1
2_MACS_peak_10834_lociStitched	chr16	70460630	70474206	2	10073	19033.552	2404.3096	737	ST3GAL2	FUK	ST3GAL2	ST3GAL2	0.5153	737	1
1_MACS_peak_23067_lociStitched	chr5	130709003	130719070	1	10068	17160.2082	2290.2425	738	CDC42SE2		CDC42SE2	CDC42SE2	0.13979999999999998	738	1
3_MACS_peak_24342_lociStitched	chr6	37015350	37030900	3	10067	16066.26	2823.88	739		FGD2	FGD2	FGD2	0.12029999999999999	739	1
4_MACS_peak_15254_lociStitched	chr2	86290472	86308612	4	10063	13826.308	3557.254	740	POLR1A	PTCD3,LOC90784	POLR1A	POLR1A	0.4270999999999999	740	1
4_MACS_peak_22023_lociStitched	chr4	185366428	185381450	4	10050	15095.6078	3261.2762	741	IRF2		IRF2	IRF2	0.8763000000000001	741	1
3_MACS_peak_6937_lociStitched	chr12	92753920	92770205	3	10045	22259.9665	3331.911	742		CLLU1	CLLU1	CLLU1	0.2627	742	1
2_MACS_peak_6807_lociStitched	chr12	72078914	72089140	2	10044	13780.5576	2308.0082	743	TMEM19	THAP2,ZFC3H1	TMEM19	TMEM19	0.3816	743	1
3_MACS_peak_23258_lociStitched	chr5	141385229	141396899	3	10030	15886.371	2519.553	744	GNPDA1	RNF14,PCDH12	GNPDA1	GNPDA1	0.5961	744	1
3_MACS_peak_21710_lociStitched	chr4	140120870	140136808	3	10024	12248.353	2624.9886	745			ELF2	ELF2	NONE	745	1
2_MACS_peak_16251_lociStitched	chr2	198072217	198083596	2	10009	14697.1164	2324.7297	746	ANKRD44		ANKRD44	ANKRD44	0.13690000000000002	746	1
2_MACS_peak_20520_lociStitched	chr3	186779824	186793088	2	10004	41436.736	4491.1904	747	ST6GAL1		ST6GAL1	ST6GAL1	0.4758	747	1
2_MACS_peak_27296_lociStitched	chr8	11386536	11396718	2	9992	13563.4422	2132.1108	748	BLK		BLK	BLK	0.3068	748	1
4_MACS_peak_24259_lociStitched	chr6	33376830	33396815	4	9992	15574.3105	3561.327	749	KIFC1,PHF1,SYNGAP1,CUTA	ZBTB9,LYPLA2P1	CUTA	CUTA	0.40779999999999994	749	1
6_MACS_peak_1019_lociStitched	chr1	66896747	66912675	6	9990	15689.08	3050.212	750			SGIP1	SGIP1	NONE	750	1
2_MACS_peak_28392_lociStitched	chr8	142126388	142141026	2	9989	25973.6672	2768.0458	751	DENND3		DENND3	DENND3	0.1457	751	1
2_MACS_peak_7831_lociStitched	chr13	77898937	77914787	2	9979	22226.455	3106.6	752	MYCBP2		MYCBP2	NONE	NONE	752	1
6_MACS_peak_11754_lociStitched	chr17	40330278	40351356	6	9978	10878.3558	3321.8928	753	KCNH4,HCRT,GHDC,STAT5B	RAB5C	HCRT	HCRT	0.4777	753	1
1_MACS_peak_4772_lociStitched	chr11	35159440	35169414	1	9975	22989.0726	2727.889	754	CD44		CD44	CD44	0.35740000000000005	754	1
3_MACS_peak_26425_lociStitched	chr7	92358945	92369882	3	9972	13490.7895	1907.4128	755	CDK6		CDK6	CDK6	0.24039999999999997	755	1
2_MACS_peak_10861_lociStitched	chr16	71875996	71889422	2	9964	18761.4924	2524.088	756	ATXN1L	KIAA0174,AP1G1,ZNF821	ATXN1L	ATXN1L	0.4174	756	1
1_MACS_peak_27980_lociStitched	chr8	95953542	95963482	1	9941	12801.726	1241.506	757	TP53INP1	CCNE2	TP53INP1	TP53INP1	0.35819999999999996	757	1
3_MACS_peak_15079_lociStitched	chr2	68989099	69003997	3	9941	14994.837	2928.9468	758	ARHGAP25		ARHGAP25	ARHGAP25	0.185	758	1
5_MACS_peak_19311_lociStitched	chr3	53194100	53215809	5	9934	12078.8876	3217.2738	759	PRKCD	RFT1	PRKCD	PRKCD	0.33099999999999996	759	1
2_MACS_peak_1818_lociStitched	chr1	156709100	156722726	2	9932	20951.3376	3590.451	760	MRPL24,HDGF	C1orf66,PRCC,CRABP2,ISG20L2	MRPL24	C1orf66	0.4708	760	1
4_MACS_peak_28205_lociStitched	chr8	124545894	124561153	4	9926	13870.431	2507.0537	761	FBXO32	FBXO32	FBXO32	FBXO32	0.2074	761	1
2_MACS_peak_7561_lociStitched	chr13	30943298	30957966	2	9925	11842.9432	1607.6128	762	LOC100188949		LOC100188949	LOC100188949	0.20689999999999997	762	1
3_MACS_peak_14252_lociStitched	chr19	56340143	56351574	3	9917	16686.9738	2282.7707	763	NLRP4,NLRP11		NLRP4	NLRP4	0.1784	763	1
2_MACS_peak_16397_lociStitched	chr2	207996437	208010338	2	9916	15712.3003	2720.4257	764	KLF7	MIR2355	KLF7	KLF7	0.2283	764	1
3_MACS_peak_2702_lociStitched	chr1	224683811	224699648	3	9915	13558.0557	3569.6598	765			WDR26	WDR26	NONE	765	1
4_MACS_peak_5617_lociStitched	chr11	114029496	114044886	4	9909	11396.295	2514.726	766	ZBTB16		ZBTB16	ZBTB16	0.1037	766	1
2_MACS_peak_13610_lociStitched	chr19	16432714	16442664	2	9908	19270.165	1812.89	767	KLF2		KLF2	KLF2	1.3996	767	1
3_MACS_peak_20789_lociStitched	chr4	9599114	9611112	3	9906	20427.7948	2346.8088	768		MIR548I2	MIR548I2	MIR548I2	0.006500000000000006	768	1
3_MACS_peak_24636_lociStitched	chr6	74220613	74234416	3	9906	22365.0009	3425.9046	769	EEF1A1	MTO1	EEF1A1	EEF1A1	1.2333	769	1
3_MACS_peak_29554_lociStitched	chr9	130730372	130746469	3	9906	17162.6214	2963.4577	770	FAM102A	PIP5KL1,DPM2,FAM102A	FAM102A	PIP5KL1	0.7901	770	1
2_MACS_peak_18807_lociStitched	chr3	14726619	14741802	2	9901	14736.6198	2983.4595	771	C3orf20	C3orf19	C3orf20	C3orf20	0.14939999999999998	771	1
3_MACS_peak_7122_lociStitched	chr12	106529377	106544019	3	9897	14748.8866	2821.5134	772	NUAK1		NUAK1	NUAK1	0.12140000000000001	772	1
3_MACS_peak_3625_lociStitched	chr10	72248529	72260736	3	9896	17228.9598	2718.4989	773	KIAA1274	NODAL	KIAA1274	KIAA1274	0.3436	773	1
2_MACS_peak_4836_lociStitched	chr11	45837185	45849002	2	9895	16848.6786	2037.2508	774		DKFZp779M0652,SLC35C1,CRY2	SLC35C1	SLC35C1	0.25780000000000003	774	1
1_MACS_peak_9516_lociStitched	chr15	70386969	70396857	1	9889	21360.0576	2209.968	775	TLE3	MIR629	TLE3	TLE3	0.3015	775	1
2_MACS_peak_3194_lociStitched	chr10	17060394	17072534	2	9885	11713.886	2038.306	776	CUBN		CUBN	CUBN	0.0271	776	1
4_MACS_peak_22426_lociStitched	chr5	54031464	54050103	4	9885	15421.9086	3069.8433	777			SNX18	SNX18	NONE	777	1
2_MACS_peak_25239_lociStitched	chr6	137973094	137983566	2	9878	9521.1424	2062.984	778			OLIG3	OLIG3	NONE	778	1
2_MACS_peak_26455_lociStitched	chr7	95494754	95505668	2	9871	15491.3316	2151.1494	779	DYNC1I1		DYNC1I1	DYNC1I1	0.018799999999999997	779	1
6_MACS_peak_22454_lociStitched	chr5	55320178	55347479	6	9853	12045.2012	3762.0778	780		IL6ST	IL6ST	IL6ST	0.24509999999999998	780	1
2_MACS_peak_20734_lociStitched	chr4	5705250	5715663	2	9848	14218.9515	1915.992	781	EVC,EVC2		EVC2	EVC2	0.0451	781	1
2_MACS_peak_16051_lociStitched	chr2	175454744	175465311	2	9836	25585.8771	2314.173	782	WIPF1		WIPF1	WIPF1	0.2624	782	1
3_MACS_peak_28329_lociStitched	chr8	133958389	133973667	3	9831	11148.3566	2352.812	783	TG		TG	TG	0.0509	783	1
4_MACS_peak_11867_lociStitched	chr17	45265260	45285123	4	9829	16152.5916	3990.4767	784	CDC27	MYL4,ITGB3	CDC27	MYL4	0.2989	784	1
3_MACS_peak_9849_lociStitched	chr15	90721103	90736873	3	9827	17452.659	3319.585	785	SEMA4B	SEMA4B,C15orf58,CIB1	SEMA4B	SEMA4B	0.267	785	1
4_MACS_peak_3647_lociStitched	chr10	73619747	73634483	4	9826	11691.5424	2396.0736	786		CDH23,PSAP	PSAP	PSAP	0.0416	786	1
4_MACS_peak_6441_lociStitched	chr12	48134316	48153709	4	9821	14288.7624	3389.8964	787	RAPGEF3	SLC48A1,RPAP3,ENDOU	RAPGEF3	RAPGEF3	0.34919999999999995	787	1
3_MACS_peak_2166_lociStitched	chr1	183557739	183574570	3	9813	18125.3039	4234.6796	788	NCF2	RGL1,ARPC5,APOBEC4	NCF2	ARPC5	0.2647	788	1
1_MACS_peak_21481_lociStitched	chr4	105407469	105417280	1	9812	15963.4781	2013.2172	789	CXXC4		CXXC4	CXXC4	0.4662	789	1
2_MACS_peak_9605_lociStitched	chr15	75396507	75407726	2	9811	10672.6347	2333.552	790			PPCDC	PPCDC	0.9626999999999999	790	1
4_MACS_peak_6329_lociStitched	chr12	32608601	32625364	4	9810	13640.0531	2735.7216	791		FGD4	FGD4	FGD4	0.1034	791	1
2_MACS_peak_19936_lociStitched	chr3	133159952	133169762	2	9807	13367.106	1906.083	792	BFSP2		BFSP2	BFSP2	0.5817	792	1
2_MACS_peak_16561_lociStitched	chr2	228270411	228282187	2	9790	17560.3712	2029.0048	793		TM4SF20	TM4SF20	NONE	NONE	793	1
2_MACS_peak_12359_lociStitched	chr17	75229016	75244044	2	9790	21847.7064	2871.8508	794		SEC14L1,SEPT9	SEPT9	SEC14L1	0.7316	794	1
4_MACS_peak_21303_lociStitched	chr4	82473659	82486897	4	9789	10385.211	2462.268	795			RASGEF1B	RASGEF1B	0.29610000000000003	795	1
3_MACS_peak_2020_lociStitched	chr1	168302141	168318330	3	9781	11675.5068	4016.4909	796		MIR557	MIR557	NONE	NONE	796	1
4_MACS_peak_4386_lociStitched	chr11	788790	811094	4	9773	16556.2592	2850.4512	797	RPLP2,CEND1,SLC25A22,LRDD	TALDO1,SNORA52,PNPLA2,EFCAB4A,CD151,TSPAN4,PDDC1,POLR2L	SLC25A22	SNORA52	0.6993	797	1
2_MACS_peak_2478_lociStitched	chr1	206938622	206948759	2	9766	10866.864	2937.7026	798	IL10	IL19	IL10	IL10	0.5789	798	1
2_MACS_peak_20142_lociStitched	chr3	156390870	156405655	2	9765	17626.677	4391.145	799	TIPARP,LOC100287227		TIPARP	TIPARP	0.312	799	1
2_MACS_peak_20575_lociStitched	chr3	194020725	194034260	2	9764	26565.1445	3230.8045	800	LOC100131551	CPN2	LOC100131551	LOC100131551	1.0996	800	1
3_MACS_peak_20541_lociStitched	chr3	191007804	191020313	3	9757	14087.6358	3304.8778	801	UTS2D	CCDC50	CCDC50	CCDC50	0.06609999999999999	801	1
1_MACS_peak_1529_lociStitched	chr1	145448130	145457884	1	9755	33177.2556	3793.3306	802	POLR3GL	HFE2,TXNIP,ANKRD34A,LIX1L,RBM8A	TXNIP	TXNIP	1.1327	802	1
3_MACS_peak_10190_lociStitched	chr16	10961908	10976488	3	9753	12987.864	2920.374	803	CIITA	FAM18A	CIITA	CIITA	0.12369999999999998	803	1
1_MACS_peak_9846_lociStitched	chr15	90637038	90646787	1	9750	36748.8555	2634.1798	804	IDH2		IDH2	IDH2	1.2695999999999998	804	1
3_MACS_peak_17936_lociStitched	chr21	44771874	44785738	3	9750	24445.0048	3098.604	805			SIK1	SIK1	0.9104000000000001	805	1
3_MACS_peak_10604_lociStitched	chr16	50298844	50317967	3	9745	14818.4127	2906.696	806		ADCY7	ADCY7	NONE	NONE	806	1
2_MACS_peak_19661_lociStitched	chr3	111392197	111403442	2	9744	12313.275	2444.663	807	PLCXD2	PHLDB2	PLCXD2	PLCXD2	0.03119999999999999	807	1
5_MACS_peak_17024_lociStitched	chr20	24429239	24452423	5	9738	13636.8288	2946.6864	808	TMEM90B		TMEM90B	TMEM90B	0.01970000000000001	808	1
2_MACS_peak_5944_lociStitched	chr12	4216390	4231950	2	9734	44417.576	3278.492	809			CCND2	CCND2	0.7683	809	1
4_MACS_peak_4511_lociStitched	chr11	9583914	9597418	4	9729	11363.616	1993.1904	810	WEE1		WEE1	WEE1	0.20279999999999998	810	1
1_MACS_peak_16701_lociStitched	chr2	239166766	239176493	1	9728	8095.7821	933.792	811	PER2	LOC643387,LOC151174,HES6	HES6	HES6	0.1892	811	1
2_MACS_peak_24103_lociStitched	chr6	27774486	27784335	2	9728	16697.0097	2469.1443	812	HIST1H2AI,HIST1H3H,HIST1H2BM,HIST1H2BL,HIST1H2AJ	HIST1H4J,HIST1H2BN,HIST1H2AL,HIST1H4K,HIST1H2AK	HIST1H3H	HIST1H2BN	1.5122	812	1
2_MACS_peak_29415_lociStitched	chr9	123340732	123350527	2	9716	18176.5815	2224.4445	813	CDK5RAP2		CDK5RAP2	CDK5RAP2	0.059599999999999986	813	1
3_MACS_peak_15885_lociStitched	chr2	158323291	158337944	3	9708	23296.8047	3220.7294	814		CYTIP	CYTIP	CYTIP	0.5432	814	1
3_MACS_peak_22515_lociStitched	chr5	58852873	58866191	3	9705	17003.0906	2065.6218	815	PDE4D		PDE4D	PDE4D	0.022000000000000006	815	1
2_MACS_peak_26776_lociStitched	chr7	120627694	120640316	2	9691	11002.5974	3342.3056	816	C7orf58	ING3	C7orf58	ING3	0.09660000000000002	816	1
2_MACS_peak_373_lociStitched	chr1	25869643	25879919	2	9662	17684.996	2160.0152	817	LDLRAP1		LDLRAP1	LDLRAP1	0.5928	817	1
2_MACS_peak_11134_lociStitched	chr17	3813007	3822836	2	9657	27233.2103	2179.0893	818	P2RX1	CAMKK1,ATP2A3	P2RX1	P2RX1	0.9267	818	1
