#02_0EWO_0229Kronos_MM1S-No-Treatment-2_H3K18Ac_hs-dm_i04_peaks Enhancers
#Created from /data/projects/IRF4_mm_trn_data/p300_internal_ChIP/rose/02_0EWO_0229Kronos_MM1S-No-Treatment-2_H3K18Ac_hs-dm_i04_ROSE/02_0EWO_0229Kronos_MM1S-No-Treatment-2_H3K18Ac_hs-dm_i04_peaks_6KB_STITCHED_ENHANCER_REGION_MAP.txt
#Ranked by X02_0EWO_0229Kronos_MM1S.No.Treatment.2_H3K18Ac_hs.dm_i04.bam
#Using cutoff of 14943.2417 for Super-Enhancers
#Created on Jul 18 2024 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X02_0EWO_0229Kronos_MM1S.No.Treatment.2_H3K18Ac_hs.dm_i04.bam	X36_0EXO_0229Kronos_MM1S.No.Treatment.2_Input_hs_i78.bam	enhancerRank	isSuper
1_MACS_peak_26899_lociStitched	chr7	129587813	129593353	1	5541	29473.354	2165.032	260	1
1_MACS_peak_2526_lociStitched	chr1	209274464	209286164	1	11701	31081.05	3843.45	261	1
2_MACS_peak_5668_lociStitched	chr11	117871513	117885111	2	13216	29503.5806	2440.841	262	1
3_MACS_peak_29542_lociStitched	chr9	130531809	130551605	3	12958	30515.534	3458.3612	263	1
2_MACS_peak_10229_lociStitched	chr16	12056260	12072086	2	11354	30730.9268	3677.9624	264	1
4_MACS_peak_21163_lociStitched	chr4	71526582	71555477	4	20330	32816.0515	5773.221	265	1
1_MACS_peak_2977_lociStitched	chr1	249110961	249122096	1	11136	30564.4615	3558.746	266	1
4_MACS_peak_23815_lociStitched	chr6	7134893	7157600	4	15989	31453.7364	4484.6325	267	1
5_MACS_peak_26973_lociStitched	chr7	137683896	137727146	5	22049	37047.95	10085.9	268	1
1_MACS_peak_20341_lociStitched	chr3	176911088	176921984	1	10897	30402.0192	3442.0464	269	1
4_MACS_peak_14840_lociStitched	chr2	47193727	47215750	4	14632	31270.4577	4338.531	270	1
2_MACS_peak_17353_lociStitched	chr20	45172080	45192020	2	16267	30286.866	3385.812	271	1
1_MACS_peak_22806_lociStitched	chr5	90674399	90680958	1	6560	28612.9816	1729.6083	272	1
4_MACS_peak_1735_lociStitched	chr1	154821289	154844638	4	14682	32396.7375	5571.0714	273	1
1_MACS_peak_406_lociStitched	chr1	27018400	27031922	1	13523	29594.2492	2770.6578	274	1
4_MACS_peak_8890_lociStitched	chr15	23657593	23682670	4	18931	30634.0632	3851.8272	275	1
3_MACS_peak_2112_lociStitched	chr1	179048902	179061825	3	9491	30279.8813	3645.5783	276	1
3_MACS_peak_12237_lociStitched	chr17	70581946	70603503	3	16321	30546.269	3981.5779	277	1
5_MACS_peak_10678_lociStitched	chr16	57624629	57658985	5	20440	32136.6024	5668.74	278	1
4_MACS_peak_11201_lociStitched	chr17	6915017	6940200	4	11387	30725.7783	4364.2139	279	1
4_MACS_peak_9088_lociStitched	chr15	40833488	40862548	4	17845	32166.514	5858.496	280	1
3_MACS_peak_1792_lociStitched	chr1	156065090	156086179	3	14386	31169.542	4915.8459	281	1
2_MACS_peak_21330_lociStitched	chr4	84130029	84144369	2	14045	29699.574	3450.204	282	1
2_MACS_peak_29424_lociStitched	chr9	123650446	123668498	2	18013	29558.3448	3382.9448	283	1
4_MACS_peak_16616_lociStitched	chr2	232687054	232714942	4	25768	29706.2976	3550.1424	284	1
3_MACS_peak_23099_lociStitched	chr5	131822436	131842247	3	15819	30199.8884	4098.8959	285	1
1_MACS_peak_3546_lociStitched	chr10	63802797	63815126	1	12330	28932.4643	2873.8899	286	1
2_MACS_peak_13615_lociStitched	chr19	16544577	16561838	2	13585	29186.6249	3208.8199	287	1
3_MACS_peak_21238_lociStitched	chr4	77117352	77136639	3	14206	30249.7308	4275.9279	288	1
1_MACS_peak_12351_lociStitched	chr17	75078540	75093129	1	14590	29278.6641	3340.881	289	1
3_MACS_peak_19162_lociStitched	chr3	46577515	46592237	3	12649	29011.1732	3090.1478	290	1
1_MACS_peak_1607_lociStitched	chr1	149855083	149861292	1	6210	28379.4763	2471.182	291	1
3_MACS_peak_11387_lociStitched	chr17	19204064	19221785	3	12004	29227.2453	3356.3574	292	1
2_MACS_peak_4144_lociStitched	chr10	112251565	112265308	2	11271	28992.2328	3140.2755	293	1
2_MACS_peak_12444_lociStitched	chr17	78873242	78887841	2	10862	28830.1052	3001.5544	294	1
2_MACS_peak_2488_lociStitched	chr1	207092455	207107206	2	10468	29931.2541	4109.6286	295	1
1_MACS_peak_3320_lociStitched	chr10	30989048	30996908	1	7861	27619.254	1822.734	296	1
7_MACS_peak_25437_lociStitched	chr6	157976502	158007556	7	20997	28852.2714	3061.9244	297	1
1_MACS_peak_18405_lociStitched	chr22	38782045	38795849	1	13805	28244.3644	2481.9592	298	1
2_MACS_peak_13373_lociStitched	chr19	7398355	7411384	2	11288	29125.0266	3394.0545	299	1
6_MACS_peak_17478_lociStitched	chr20	52531140	52567124	6	19746	31802.6592	6074.0992	300	1
3_MACS_peak_1518_lociStitched	chr1	145138197	145164497	3	20408	35142.06	9512.71	301	1
1_MACS_peak_29933_lociStitched	chrX	19469701	19470901	1	1201	25595.88	138	302	1
1_MACS_peak_9602_lociStitched	chr15	75334272	75343339	1	9068	27652.5366	2261.3098	303	1
3_MACS_peak_17517_lociStitched	chr20	55956814	55975947	3	15227	29074.5068	3757.7212	304	1
1_MACS_peak_23605_lociStitched	chr5	173695785	173711048	1	15264	28370.8644	3077.0208	305	1
4_MACS_peak_29638_lociStitched	chr9	134126808	134152964	4	17221	29650.4416	4394.208	306	1
2_MACS_peak_26066_lociStitched	chr7	47513267	47524538	2	10991	28162.8477	2947.3665	307	1
2_MACS_peak_20619_lociStitched	chr3	196357741	196371442	2	11068	29214.6423	4011.6528	308	1
7_MACS_peak_8704_lociStitched	chr14	95946149	95986072	7	24614	28880.2982	3688.8852	309	1
1_MACS_peak_2175_lociStitched	chr1	183806113	183817562	1	11450	28479.3875	3355.7019	310	1
1_MACS_peak_4902_lociStitched	chr11	58340046	58347887	1	7842	27188.6675	2081.7855	311	1
2_MACS_peak_17972_lociStitched	chr21	45659731	45668059	2	7474	27184.2576	2116.1448	312	1
2_MACS_peak_11134_lociStitched	chr17	3813007	3822836	2	9657	27233.2103	2179.0893	313	1
4_MACS_peak_5801_lociStitched	chr11	126332061	126355787	4	13204	28770.1476	3753.4532	314	1
3_MACS_peak_29315_lociStitched	chr9	112904287	112925481	3	20851	30065.8084	5063.2466	315	1
5_MACS_peak_22763_lociStitched	chr5	87954779	87976687	5	10757	28760.8224	3768.176	316	1
2_MACS_peak_2104_lociStitched	chr1	178544192	178553143	2	8927	27911.0082	2960.9908	317	1
4_MACS_peak_5074_lociStitched	chr11	65235701	65247322	4	10504	26957.2337	2073.1864	318	1
4_MACS_peak_7167_lociStitched	chr12	109161643	109181257	4	16736	28644.2856	3777.6564	319	1
2_MACS_peak_2592_lociStitched	chr1	212778903	212789053	2	8030	27866.825	3027.745	320	1
1_MACS_peak_1717_lociStitched	chr1	154296659	154302747	1	6089	26760.4128	1926.2432	321	1
1_MACS_peak_21758_lociStitched	chr4	144272732	144283981	1	11250	27517.3038	2696.3853	322	1
2_MACS_peak_24756_lociStitched	chr6	88625427	88640472	2	14657	28224.42	3431.7645	323	1
1_MACS_peak_4362_lociStitched	chr11	267173	271759	1	4587	25954.0084	1192.8186	324	1
4_MACS_peak_23638_lociStitched	chr5	176717111	176740747	4	16432	29145.5516	4389.2052	325	1
2_MACS_peak_11142_lociStitched	chr17	4267833	4281759	2	11371	27506.6352	2776.8444	326	1
2_MACS_peak_22292_lociStitched	chr5	32530089	32544158	2	13782	27767.9853	3089.5524	327	1
1_MACS_peak_2724_lociStitched	chr1	226126677	226134756	1	8080	27277.1277	2607.0933	328	1
2_MACS_peak_2402_lociStitched	chr1	203721970	203736279	2	9209	28220.2098	3603.0062	329	1
1_MACS_peak_26914_lociStitched	chr7	130789731	130797789	1	8059	27088.5786	2502.8148	330	1
7_MACS_peak_21295_lociStitched	chr4	82409568	82442019	7	25226	29893.8612	5308.9836	331	1
1_MACS_peak_4951_lociStitched	chr11	60672299	60684340	1	12042	27280.0896	2735.7152	332	1
6_MACS_peak_15105_lociStitched	chr2	70334267	70361008	6	13971	29235.9353	4693.0455	333	1
2_MACS_peak_3393_lociStitched	chr10	43890504	43906070	2	12195	27182.9058	2683.5784	334	1
5_MACS_peak_15309_lociStitched	chr2	88898749	88928707	5	18664	30092.811	5662.062	335	1
4_MACS_peak_11845_lociStitched	chr17	43504669	43531654	4	19444	29216.6595	4816.8225	336	1
2_MACS_peak_1590_lociStitched	chr1	149214087	149225818	2	6668	28418.3475	4040.1564	337	1
2_MACS_peak_26719_lociStitched	chr7	114561547	114574804	2	11618	28253.3184	3896.2323	338	1
1_MACS_peak_9319_lociStitched	chr15	56656172	56666292	1	10121	26487.076	2187.944	339	1
3_MACS_peak_18940_lociStitched	chr3	30680985	30703947	3	19968	29111.2236	4833.501	340	1
4_MACS_peak_13234_lociStitched	chr19	2040527	2063001	4	13328	28858.8634	4584.696	341	1
3_MACS_peak_23835_lociStitched	chr6	7958162	7978831	3	17102	28002.3612	3749.3566	342	1
3_MACS_peak_9802_lociStitched	chr15	89163695	89185544	3	16608	28397.1453	4190.6382	343	1
1_MACS_peak_7072_lociStitched	chr12	102870403	102879277	1	8875	25983.072	1782.7866	344	1
4_MACS_peak_21215_lociStitched	chr4	76022607	76043689	4	11944	27942.0828	3756.8124	345	1
2_MACS_peak_24467_lociStitched	chr6	45386700	45399474	2	10738	26491.9986	2363.19	346	1
3_MACS_peak_24105_lociStitched	chr6	27791018	27808132	3	9510	27587.768	3472.4306	347	1
2_MACS_peak_29305_lociStitched	chr9	112668723	112684520	2	14017	27461.5048	3348.964	348	1
2_MACS_peak_27900_lociStitched	chr8	81046032	81061681	2	15254	27393.5745	3333.237	349	1
2_MACS_peak_26126_lociStitched	chr7	55568980	55586205	2	17126	27184.495	3281.3625	350	1
1_MACS_peak_25129_lociStitched	chr6	130000937	130011133	1	10197	26441.2868	2581.6272	351	1
5_MACS_peak_16235_lociStitched	chr2	197072941	197108092	5	21706	30345.8583	6495.9048	352	1
1_MACS_peak_23208_lociStitched	chr5	139046547	139052258	1	5712	25234.0535	1410.0459	353	1
3_MACS_peak_6952_lociStitched	chr12	92929187	92951101	3	17182	27732.167	4058.4728	354	1
1_MACS_peak_28151_lociStitched	chr8	118449494	118457880	1	8387	25620.9072	1947.2292	355	1
3_MACS_peak_21432_lociStitched	chr4	100765812	100784117	3	16320	27490.449	3827.5755	356	1
1_MACS_peak_4947_lociStitched	chr11	60602364	60613387	1	11024	26122.3054	2517.6532	357	1
4_MACS_peak_23594_lociStitched	chr5	173309999	173343912	4	26277	29938.3964	6341.731	358	1
1_MACS_peak_27444_lociStitched	chr8	26428161	26437506	1	9346	25777.248	2210.0925	359	1
4_MACS_peak_9174_lociStitched	chr15	45001868	45029381	4	14255	29119.7592	5601.6468	360	1
5_MACS_peak_14111_lociStitched	chr19	48879935	48902449	5	13334	27329.7446	3818.3744	361	1
3_MACS_peak_13221_lociStitched	chr19	1846850	1865859	3	12052	27445.1942	3934.863	362	1
1_MACS_peak_9427_lociStitched	chr15	65183109	65190379	1	7271	25527.878	2021.787	363	1
3_MACS_peak_9841_lociStitched	chr15	90573909	90593824	3	16145	27172.026	3702.1985	364	1
2_MACS_peak_20602_lociStitched	chr3	195631633	195642862	2	7897	26390.3958	2944.2438	365	1
2_MACS_peak_2337_lociStitched	chr1	200850172	200865195	2	11984	27371.906	3928.5145	366	1
2_MACS_peak_18188_lociStitched	chr22	26974948	26993743	2	12890	26997.138	3603.0015	367	1
2_MACS_peak_1783_lociStitched	chr1	155902828	155919205	2	12230	28098.0189	4746.0546	368	1
2_MACS_peak_20575_lociStitched	chr3	194020725	194034260	2	9764	26565.1445	3230.8045	369	1
2_MACS_peak_28349_lociStitched	chr8	134576976	134586478	2	8599	25395.0452	2075.2368	370	1
2_MACS_peak_29621_lociStitched	chr9	132646040	132657811	2	9007	25697.2701	2383.6275	371	1
2_MACS_peak_16051_lociStitched	chr2	175454744	175465311	2	9836	25585.8771	2314.173	372	1
2_MACS_peak_6904_lociStitched	chr12	89737878	89749566	2	10798	26129.6928	2895.1176	373	1
2_MACS_peak_20981_lociStitched	chr4	38306918	38322531	2	13198	26926.1798	3700.281	374	1
2_MACS_peak_28392_lociStitched	chr8	142126388	142141026	2	9989	25973.6672	2768.0458	375	1
2_MACS_peak_4257_lociStitched	chr10	125151589	125163946	2	10952	25434.4131	2269.9809	376	1
4_MACS_peak_30523_lociStitched	chrX	128901626	128921423	4	16168	25490.6172	2340.0054	377	1
2_MACS_peak_2339_lociStitched	chr1	200984258	200996995	2	11434	26508.2444	3386.7683	378	1
1_MACS_peak_8823_lociStitched	chr14	106323784	106329590	1	5807	23816.7926	709.4932	379	1
3_MACS_peak_21053_lociStitched	chr4	48191213	48206619	3	13470	26080.8174	3030.3602	380	1
3_MACS_peak_19106_lociStitched	chr3	45592834	45618062	3	15199	27541.4076	4500.6752	381	1
3_MACS_peak_11701_lociStitched	chr17	38251170	38270773	3	16693	27544.1753	4506.7297	382	1
1_MACS_peak_2794_lociStitched	chr1	230238247	230249690	1	11444	26252.5306	3414.5912	383	1
2_MACS_peak_16205_lociStitched	chr2	192530028	192546119	2	10749	26167.1842	3332.4461	384	1
4_MACS_peak_14999_lociStitched	chr2	64430466	64456468	4	18728	27913.147	5085.9912	385	1
3_MACS_peak_13597_lociStitched	chr19	16180230	16198200	3	10966	26149.944	3351.405	386	1
3_MACS_peak_17181_lociStitched	chr20	34673179	34691175	3	15753	25946.6328	3152.8992	387	1
2_MACS_peak_1895_lociStitched	chr1	161007709	161018715	2	7098	25832.1826	3123.5028	388	1
1_MACS_peak_15253_lociStitched	chr2	86260932	86267630	1	6699	24275.5614	1617.567	389	1
3_MACS_peak_10942_lociStitched	chr16	81841200	81857831	3	14384	24397.677	1747.9181	390	1
2_MACS_peak_20641_lociStitched	chr3	197449870	197465183	2	11499	26840.6264	4203.4185	391	1
3_MACS_peak_24406_lociStitched	chr6	42737782	42752483	3	11511	25345.9941	2715.2747	392	1
2_MACS_peak_1614_lociStitched	chr1	150120960	150139257	2	12468	27397.9278	4784.6655	393	1
5_MACS_peak_5370_lociStitched	chr11	82666238	82690634	5	15590	27360.114	4801.1328	394	1
1_MACS_peak_28348_lociStitched	chr8	134508175	134515719	1	7545	24524.7896	1975.0192	395	1
2_MACS_peak_25197_lociStitched	chr6	135190281	135204140	2	8718	25145.7696	2653.9985	396	1
6_MACS_peak_12822_lociStitched	chr18	42287503	42314516	6	24718	27234.5066	4743.4828	397	1
4_MACS_peak_22777_lociStitched	chr5	88595588	88617499	4	13644	26698.5535	4248.5429	398	1
5_MACS_peak_8555_lociStitched	chr14	77487736	77510887	5	18068	25005.3951	2579.0214	399	1
3_MACS_peak_13431_lociStitched	chr19	10328982	10347966	3	13376	25505.004	3122.868	400	1
2_MACS_peak_21250_lociStitched	chr4	77601723	77625128	2	19268	27224.696	4901.007	401	1
2_MACS_peak_13945_lociStitched	chr19	41801235	41817311	2	11094	25332.5608	3035.1488	402	1
2_MACS_peak_23717_lociStitched	chr6	381263	401518	2	14258	26276.8115	4069.2295	403	1
2_MACS_peak_26946_lociStitched	chr7	134670217	134683959	2	10775	26052.0836	3857.3794	404	1
4_MACS_peak_28432_lociStitched	chr8	145002268	145027689	4	15314	25326.9423	3225.9249	405	1
4_MACS_peak_10245_lociStitched	chr16	14486387	14503843	4	13348	25152.3504	3067.0192	406	1
2_MACS_peak_7407_lociStitched	chr12	125398163	125413101	2	10402	23881.3806	1811.9794	407	1
3_MACS_peak_23576_lociStitched	chr5	172191043	172205893	3	12163	24799.5	2733.885	408	1
1_MACS_peak_17570_lociStitched	chr20	60910717	60916901	1	6185	23682.8648	1638.76	409	1
6_MACS_peak_9461_lociStitched	chr15	67366016	67396406	6	20568	27426.975	5427.654	410	1
1_MACS_peak_20315_lociStitched	chr3	174864718	174871804	1	7087	24314.1918	2315.7048	411	1
2_MACS_peak_3077_lociStitched	chr10	6961578	6973125	2	7938	24016.6053	2198.5488	412	1
3_MACS_peak_19022_lociStitched	chr3	39247647	39264172	3	14145	25190.71	3376.0575	413	1
3_MACS_peak_5630_lociStitched	chr11	115123529	115137716	3	13692	24647.0751	2851.587	414	1
1_MACS_peak_2766_lociStitched	chr1	228268826	228279934	1	11109	25212.9384	3425.7072	415	1
2_MACS_peak_28924_lociStitched	chr9	73026503	73036821	2	7636	23550.835	1787.0776	416	1
5_MACS_peak_11233_lociStitched	chr17	7736855	7762276	5	14873	26219.2194	4479.1802	417	1
1_MACS_peak_15784_lociStitched	chr2	137136205	137143585	1	7381	23399.766	1661.976	418	1
1_MACS_peak_11518_lociStitched	chr17	29636071	29651078	1	15008	24815.5752	3133.4616	419	1
3_MACS_peak_4128_lociStitched	chr10	111966752	111986551	3	12974	25784.2377	4128.0915	420	1
3_MACS_peak_2774_lociStitched	chr1	228665292	228679138	3	8209	24123.8858	2497.8184	421	1
6_MACS_peak_18655_lociStitched	chr22	50962753	50983552	6	13904	25195.9086	3641.9049	422	1
1_MACS_peak_15883_lociStitched	chr2	158294224	158302413	1	8190	23742.3677	2260.9829	423	1
3_MACS_peak_576_lociStitched	chr1	36614079	36628168	3	10905	24171.0884	2723.4037	424	1
6_MACS_peak_13215_lociStitched	chr19	1647818	1672869	6	13810	26716.8915	5270.7304	425	1
2_MACS_peak_17092_lociStitched	chr20	31254589	31270789	2	12160	24593.22	3149.28	426	1
5_MACS_peak_12261_lociStitched	chr17	72733052	72757163	5	20686	26321.9787	4913.8218	427	1
1_MACS_peak_16457_lociStitched	chr2	217080147	217089738	1	9592	23797.1892	2391.0363	428	1
4_MACS_peak_5268_lociStitched	chr11	72976799	73002050	4	17094	25495.9347	4113.3879	429	1
3_MACS_peak_27495_lociStitched	chr8	29403965	29420516	3	12078	24376.3128	2994.0759	430	1
1_MACS_peak_24958_lociStitched	chr6	109214202	109228723	1	14522	24409.801	3043.6016	431	1
3_MACS_peak_17936_lociStitched	chr21	44771874	44785738	3	9750	24445.0048	3098.604	432	1
3_MACS_peak_26524_lociStitched	chr7	100020170	100035060	3	7864	23882.071	2538.745	433	1
1_MACS_peak_25736_lociStitched	chr7	20254600	20262907	1	8308	23370.0831	2042.6913	434	1
2_MACS_peak_21013_lociStitched	chr4	40301549	40319936	2	13405	25285.8024	4067.2044	435	1
3_MACS_peak_17772_lociStitched	chr21	34696135	34712634	3	8822	26211.9613	5000.8469	436	1
1_MACS_peak_12134_lociStitched	chr17	62196753	62210354	1	13602	24409.7147	3219.3567	437	1
3_MACS_peak_12504_lociStitched	chr17	80405718	80424211	3	9412	24708.4973	3552.5053	438	1
3_MACS_peak_16688_lociStitched	chr2	238599797	238613885	3	13606	22871.868	1730.0064	439	1
4_MACS_peak_10760_lociStitched	chr16	67562542	67587787	4	15087	25298.0145	4200.768	440	1
4_MACS_peak_18463_lociStitched	chr22	39910376	39929416	4	10984	25222.288	4150.72	441	1
2_MACS_peak_2501_lociStitched	chr1	207994705	208006391	2	8819	24676.1576	3605.131	442	1
2_MACS_peak_23335_lociStitched	chr5	148204759	148222481	2	13022	25190.0508	4180.6198	443	1
2_MACS_peak_13883_lociStitched	chr19	39338920	39349168	2	8213	22882.7592	1880.508	444	1
1_MACS_peak_14656_lociStitched	chr2	33699628	33706002	1	6375	22712.4742	1723.5296	445	1
3_MACS_peak_5182_lociStitched	chr11	67644655	67660137	3	11781	24381.0536	3402.9436	446	1
6_MACS_peak_29215_lociStitched	chr9	101996416	102029428	6	13384	25930.926	5017.824	447	1
5_MACS_peak_10842_lociStitched	chr16	70826060	70850538	5	15233	25364.1036	4452.5482	448	1
6_MACS_peak_13517_lociStitched	chr19	12885542	12918210	6	14782	26216.07	5308.55	449	1
1_MACS_peak_3183_lociStitched	chr10	15824554	15834879	1	10326	23084.635	2241.5575	450	1
4_MACS_peak_14245_lociStitched	chr19	56145412	56167935	4	11142	24041.0502	3198.266	451	1
1_MACS_peak_13600_lociStitched	chr19	16221336	16232336	1	11001	23228.7	2396.9	452	1
3_MACS_peak_12384_lociStitched	chr17	76137292	76152685	3	13726	23572.8402	2821.5369	453	1
1_MACS_peak_29378_lociStitched	chr9	117208883	117216715	1	7833	22651.7104	1904.7424	454	1
1_MACS_peak_14490_lociStitched	chr2	20615122	20631266	1	16145	23741.3664	3060.9024	455	1
4_MACS_peak_23192_lociStitched	chr5	138738389	138754987	4	10996	23934.316	3284.7442	456	1
6_MACS_peak_24088_lociStitched	chr6	27094167	27126216	6	15204	26459.6544	5871.3768	457	1
3_MACS_peak_24034_lociStitched	chr6	26020213	26034964	3	12928	23703.3819	3178.8405	458	1
3_MACS_peak_17952_lociStitched	chr21	45194897	45210624	3	12079	24991.7757	4482.195	459	1
2_MACS_peak_2564_lociStitched	chr1	211686753	211703075	2	12654	24915.533	4410.2044	460	1
2_MACS_peak_9603_lociStitched	chr15	75352759	75371019	2	14571	24083.114	3606.35	461	1
4_MACS_peak_23375_lociStitched	chr5	150512910	150538149	4	16442	25095.1377	4628.8326	462	1
1_MACS_peak_157_lociStitched	chr1	11622771	11632851	1	10081	22428	2035.152	463	1
2_MACS_peak_29083_lociStitched	chr9	93948380	93957903	2	6851	22684.7383	2294.0907	464	1
6_MACS_peak_8683_lociStitched	chr14	94422767	94447815	6	16150	23116.7992	2787.8424	465	1
4_MACS_peak_24348_lociStitched	chr6	37121480	37140893	4	11151	23536.3212	3263.3253	466	1
1_MACS_peak_4772_lociStitched	chr11	35159440	35169414	1	9975	22989.0726	2727.889	467	1
4_MACS_peak_17941_lociStitched	chr21	44843770	44862433	4	15625	24153.6546	3900.567	468	1
5_MACS_peak_22283_lociStitched	chr5	32275217	32296723	5	18788	24645.876	4415.1818	469	1
2_MACS_peak_4053_lociStitched	chr10	104401276	104413705	2	10395	22301.3547	2093.0436	470	1
2_MACS_peak_27470_lociStitched	chr8	28195031	28207387	2	9092	22568.234	2364.9384	471	1
1_MACS_peak_24473_lociStitched	chr6	45671525	45684492	1	12968	23070.8864	2879.9707	472	1
2_MACS_peak_25141_lociStitched	chr6	130832639	130849039	2	12668	23401.16	3239	473	1
3_MACS_peak_14757_lociStitched	chr2	42343143	42361699	3	15346	24037.4424	3906.038	474	1
3_MACS_peak_19834_lociStitched	chr3	125548503	125561047	3	10762	22882.7648	2765.952	475	1
2_MACS_peak_12302_lociStitched	chr17	73773999	73782833	2	7521	22145.0712	2037.1204	476	1
3_MACS_peak_15885_lociStitched	chr2	158323291	158337944	3	9708	23296.8047	3220.7294	477	1
2_MACS_peak_15042_lociStitched	chr2	65608850	65624784	2	14244	23137.7614	3068.8884	478	1
2_MACS_peak_17842_lociStitched	chr21	37905106	37916845	2	11501	22928.6148	2897.1852	479	1
3_MACS_peak_2163_lociStitched	chr1	183439013	183451517	3	8761	23572.5408	3563.64	480	1
2_MACS_peak_14001_lociStitched	chr19	44257429	44272057	2	10365	22690.9536	2695.9404	481	1
1_MACS_peak_5215_lociStitched	chr11	69060723	69067503	1	6781	21493.278	1510.584	482	1
3_MACS_peak_15872_lociStitched	chr2	157188196	157207829	3	8995	23157.1235	3178.5827	483	1
2_MACS_peak_23373_lociStitched	chr5	150459539	150476080	2	12345	23334.3887	3376.0181	484	1
5_MACS_peak_15702_lociStitched	chr2	129127240	129147415	5	14067	22749.33	2792.22	485	1
1_MACS_peak_26718_lociStitched	chr7	113723713	113728571	1	4859	21615.671	1706.6154	486	1
2_MACS_peak_12327_lociStitched	chr17	74257409	74268752	2	8484	22125.6558	2252.7198	487	1
6_MACS_peak_15073_lociStitched	chr2	68936314	68965877	6	17268	25678.4218	5829.8236	488	1
7_MACS_peak_8857_lociStitched	chr15	21967031	22003899	7	21229	24967.0096	5120.9652	489	1
1_MACS_peak_6643_lociStitched	chr12	57076052	57083820	1	7769	21685.9256	1841.7928	490	1
2_MACS_peak_24939_lociStitched	chr6	108986204	108999115	2	12849	21960.3199	2148.3904	491	1
1_MACS_peak_1348_lociStitched	chr1	111172725	111181528	1	8804	20996.9156	1230.6594	492	1
4_MACS_peak_29075_lociStitched	chr9	93847239	93866649	4	14071	23606.442	3856.767	493	1
4_MACS_peak_10609_lociStitched	chr16	50713985	50732848	4	14759	22956.271	3206.71	494	1
1_MACS_peak_2852_lociStitched	chr1	234652061	234661546	1	9486	22507.905	2761.0835	495	1
2_MACS_peak_20570_lociStitched	chr3	193846977	193860682	2	13661	23213.529	3475.588	496	1
1_MACS_peak_2732_lociStitched	chr1	226308427	226317282	1	8856	22500.555	2788.4395	497	1
2_MACS_peak_18410_lociStitched	chr22	39095126	39103813	2	7896	21759.1976	2112.6784	498	1
4_MACS_peak_11341_lociStitched	chr17	17724916	17745633	4	15069	23097.3833	3470.0975	499	1
2_MACS_peak_11108_lociStitched	chr17	2294540	2306174	2	8252	21631.0962	2016.1722	500	1
2_MACS_peak_23874_lociStitched	chr6	11722248	11736411	2	12878	22735.8639	3121.5252	501	1
4_MACS_peak_6087_lociStitched	chr12	11901302	11920033	4	15432	23228.3131	3626.3216	502	1
3_MACS_peak_18836_lociStitched	chr3	15834617	15851851	3	16887	22905.7094	3324.4386	503	1
1_MACS_peak_1014_lociStitched	chr1	66795271	66803738	1	8468	21718.7017	2141.3043	504	1
4_MACS_peak_8581_lociStitched	chr14	81930754	81955812	4	17426	22158.7894	2583.4798	505	1
2_MACS_peak_29549_lociStitched	chr9	130672377	130681120	2	8507	21332.0457	1768.7089	506	1
