REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X02_0EWO_0229Kronos_MM1S.No.Treatment.2_H3K18Ac_hs.dm_i04.bam	X36_0EXO_0229Kronos_MM1S.No.Treatment.2_Input_hs_i78.bam	enhancerRank	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	enhancerRank	isSuper
3_MACS_peak_22052_lociStitched	chr4	186252393	186276037	3	13748	20241.6284	4319.7588	752	SNX25	ANKRD37,LRP2BP	LRP2BP	752	1
3_MACS_peak_26960_lociStitched	chr7	136031622	136046741	3	12909	20136.9961	4218.201	753			LUZP6	753	1
3_MACS_peak_23367_lociStitched	chr5	149854513	149870818	3	10854	18990.4335	3083.2755	754		NDST1,RPS14	NDST1	754	1
3_MACS_peak_12362_lociStitched	chr17	75314835	75330007	3	8811	18397.5672	2504.8972	755	SEPT9	SEPT9	SEPT9	755	1
5_MACS_peak_29649_lociStitched	chr9	134594606	134616404	5	13035	19441.6362	3553.074	756	RAPGEF1	RAPGEF1	RAPGEF1	756	1
2_MACS_peak_243_lociStitched	chr1	17065666	17075463	2	4054	19498.9691	3623.9103	757		ESPNP,MST1P9	MST1P9	757	1
1_MACS_peak_23679_lociStitched	chr5	179244791	179250079	1	5289	16880.8824	1007.8928	758	SQSTM1	LTC4S,MIR1229,MGAT4B,C5orf45	SQSTM1	758	1
3_MACS_peak_10461_lociStitched	chr16	29740390	29759202	3	10369	18902.2976	3038.138	759	C16orf54	QPRT,ZG16,KIF22	C16orf54	759	1
4_MACS_peak_16923_lociStitched	chr20	12028388	12042384	4	12661	18080.0328	2229.5628	760			BTBD3	760	1
2_MACS_peak_13508_lociStitched	chr19	12713697	12725989	2	7160	17945.0908	2109.3072	761	ZNF791,ZNF490		ZNF490	761	1
4_MACS_peak_25744_lociStitched	chr7	20471426	20490812	4	15273	19194.0786	3377.0412	762			ITGB8	762	1
5_MACS_peak_12724_lociStitched	chr18	23745862	23772011	5	14012	20061.5128	4249.2125	763	PSMA8	TAF4B	PSMA8	763	1
1_MACS_peak_12367_lociStitched	chr17	75434774	75443222	1	8449	17430.7584	1618.6368	764	SEPT9	SEPT9,MIR4316	SEPT9	764	1
4_MACS_peak_17012_lociStitched	chr20	23329820	23347903	4	9644	18658.0394	2848.0725	765	NXT1,GZF1		GZF1	765	1
1_MACS_peak_2947_lociStitched	chr1	245132349	245136193	1	3845	17012.0064	1217.3948	766	EFCAB2		EFCAB2	766	1
2_MACS_peak_5975_lociStitched	chr12	6467443	6477633	2	7891	17441.204	1647.723	767	SCNN1A	PLEKHG6,LTBR,TNFRSF1A	SCNN1A	767	1
1_MACS_peak_14398_lociStitched	chr2	10259628	10266379	1	6752	17395.9768	1614.8392	768	RRM2	C2orf48,CYS1	RRM2	768	1
2_MACS_peak_22014_lociStitched	chr4	185263581	185277167	2	8694	18449.788	2672.3662	769			IRF2	769	1
3_MACS_peak_11273_lociStitched	chr17	9915376	9931051	3	11522	17893.0125	2127.0975	770	GAS7		GAS7	770	1
1_MACS_peak_21472_lociStitched	chr4	103746308	103751122	1	4815	17228.3432	1465.3816	771	UBE2D3	CISD2	UBE2D3	771	1
1_MACS_peak_6231_lociStitched	chr12	26305309	26312471	1	7163	17402.2276	1648.6924	772		SSPN,BHLHE41	BHLHE41	772	1
1_MACS_peak_12840_lociStitched	chr18	42681670	42688545	1	6876	17448.0625	1709.8125	773			MIR4319	773	1
7_MACS_peak_9167_lociStitched	chr15	44954582	44976692	7	15456	20007.339	4273.863	774	SPG11,PATL2	B2M	PATL2	774	1
4_MACS_peak_24944_lociStitched	chr6	109067023	109090861	4	15336	20057.2932	4367.1216	775	NCRNA00222		NCRNA00222	775	1
2_MACS_peak_26866_lociStitched	chr7	128162697	128173729	2	8128	18369.3832	2697.324	776		METTL2B	METTL2B	776	1
2_MACS_peak_2719_lociStitched	chr1	226062669	226071613	2	8530	18114.2832	2450.656	777	TMEM63A	EPHX1,LEFTY1,PYCR2	TMEM63A	777	1
1_MACS_peak_17529_lociStitched	chr20	56192054	56197608	1	5555	16957.4728	1294.6374	778	ZBP1		ZBP1	778	1
2_MACS_peak_1526_lociStitched	chr1	145394748	145402772	2	6984	18395.8224	2738.5912	779		HFE2,TXNIP	HFE2	779	1
1_MACS_peak_29724_lociStitched	chr9	139792200	139798363	1	6164	17202.1656	1555.5412	780	TRAF2	PHPT1,MAMDC4,C8G,LCN12,EDF1,FBXW5	TRAF2	780	1
1_MACS_peak_20085_lociStitched	chr3	150315159	150323377	1	8219	17629.2536	1998.6176	781	SELT		SELT	781	1
3_MACS_peak_24178_lociStitched	chr6	31157448	31173178	3	7790	18540.951	2917.915	782	HCG27	TCF19,CCHCR1,POU5F1,PSORS1C3	HCG27	782	1
1_MACS_peak_22051_lociStitched	chr4	186225106	186233746	1	8641	17856.288	2236.896	783	SNX25		LRP2BP	783	1
1_MACS_peak_11690_lociStitched	chr17	38016555	38025048	1	8494	17682.426	2086.7301	784	ZPBP2,IKZF3	GSDMB	IKZF3	784	1
3_MACS_peak_21675_lociStitched	chr4	129723726	129741428	3	8929	18918.1274	3326.2058	785	PHF17		PHF17	785	1
2_MACS_peak_6534_lociStitched	chr12	51711964	51722076	2	9564	17927.5648	2349.0176	786	BIN2	SMAGP,CELA1	BIN2	786	1
1_MACS_peak_8034_lociStitched	chr13	114789315	114794542	1	5228	16584.7483	1013.5153	787	RASA3		RASA3	787	1
2_MACS_peak_17805_lociStitched	chr21	36235891	36248416	2	7708	18369.165	2804.3475	788	RUNX1		RUNX1	788	1
1_MACS_peak_27359_lociStitched	chr8	19242274	19248672	1	6399	17043.6322	1488.1748	789	SH2D4A		SH2D4A	789	1
2_MACS_peak_4773_lociStitched	chr11	35183477	35196654	2	10707	18256.7335	2701.285	790	CD44		CD44	790	1
2_MACS_peak_12391_lociStitched	chr17	76246785	76255651	2	7128	17324.164	1782.9526	791		BIRC5,LOC283999,EPR1	LOC283999	791	1
2_MACS_peak_11459_lociStitched	chr17	27045957	27056527	2	7276	18054.617	2516.717	792	RPL23A,SNORD42B,SNORD4A,SNORD42A,SNORD4B,NEK8,TLCD1	TRAF4,PROCA1,RAB34	SNORD4B	792	1
2_MACS_peak_16561_lociStitched	chr2	228270411	228282187	2	9790	17560.3712	2029.0048	793		TM4SF20	TM4SF20	793	1
1_MACS_peak_10379_lociStitched	chr16	23412188	23419484	1	7297	17245.5552	1718.208	794	COG7		COG7	794	1
2_MACS_peak_373_lociStitched	chr1	25869643	25879919	2	9662	17684.996	2160.0152	795	LDLRAP1		LDLRAP1	795	1
2_MACS_peak_14403_lociStitched	chr2	10540122	10553476	2	7593	18005.1982	2482.5086	796	HPCAL1	SNORA80B,ODC1	SNORA80B	796	1
1_MACS_peak_26567_lociStitched	chr7	101946250	101952441	1	6192	17063.0151	1546.5118	797	SH2B2	MIR4285,SPDYE6	MIR4285	797	1
2_MACS_peak_15539_lociStitched	chr2	111874715	111882058	2	6356	16837.499	1324.6772	798	ACOXL,BCL2L11		BCL2L11	798	1
1_MACS_peak_14251_lociStitched	chr19	56328813	56334045	1	5233	16656.072	1146.3312	799	NLRP11	NLRP4	NLRP4	799	1
1_MACS_peak_16590_lociStitched	chr2	231729330	231739862	1	10533	16874.3704	1390.224	800	ITM2C		ITM2C	800	1
4_MACS_peak_28769_lociStitched	chr9	36135962	36153890	4	12708	18829.7784	3348.9504	801	GLIPR2	CCIN,CLTA	GLIPR2	801	1
1_MACS_peak_25830_lociStitched	chr7	26190978	26198972	1	7995	17156.7228	1695.5274	802	NFE2L3	CBX3,HNRNPA2B1	NFE2L3	802	1
3_MACS_peak_1695_lociStitched	chr1	153755110	153770695	3	10826	19231.89	3773.1285	803		SLC27A3	SLC27A3	803	1
1_MACS_peak_10841_lociStitched	chr16	70769270	70774100	1	4831	16360.659	920.598	804	VAC14	LOC100130894,MTSS1L	LOC100130894	804	1
3_MACS_peak_2040_lociStitched	chr1	171219727	171229353	3	9267	17953.4526	2516.2364	805	FMO1		FMO1	805	1
3_MACS_peak_15241_lociStitched	chr2	85922746	85938679	3	10384	18463.1604	3033.6432	806	GNLY	ATOH8,SFTPB	GNLY	806	1
3_MACS_peak_7163_lociStitched	chr12	109072122	109087404	3	8776	18478.9944	3067.0974	807	CORO1C	SELPLG	CORO1C	807	1
1_MACS_peak_22542_lociStitched	chr5	61984829	61991373	1	6545	16890.7184	1490.7232	808			LRRC70	808	1
1_MACS_peak_24054_lociStitched	chr6	26269863	26275331	1	5469	16997.8248	1601.0304	809	HIST1H2BI,HIST1H3G	HIST1H3E,HIST1H4F,HIST1H2BH,HIST1H1D,HIST1H4G,HIST1H3F,HIST1H4H	HIST1H2BI	809	1
1_MACS_peak_2006_lociStitched	chr1	167596180	167602101	1	5922	17356.2273	1962.8115	810	RCSD1		RCSD1	810	1
1_MACS_peak_5744_lociStitched	chr11	122613144	122621710	1	8567	17317.0256	1926.4934	811	UBASH3B		UBASH3B	811	1
2_MACS_peak_12064_lociStitched	chr17	56695367	56710438	2	10420	18537.33	3146.8248	812	TEX14		TEX14	812	1
3_MACS_peak_14366_lociStitched	chr2	8651661	8666814	3	11094	18012.3711	2624.4996	813			ID2	813	1
5_MACS_peak_28245_lociStitched	chr8	126340768	126366434	5	13184	19039.0388	3665.1048	814	NSMCE2		TRIB1	814	1
1_MACS_peak_23205_lociStitched	chr5	139012678	139020043	1	7366	17212.005	1841.9865	815		CXXC5	CXXC5	815	1
1_MACS_peak_12181_lociStitched	chr17	65642546	65649101	1	6556	16885.68	1528.626	816	PITPNC1		NOL11	816	1
1_MACS_peak_26986_lociStitched	chr7	139042578	139046319	1	3742	16794.4713	1444.7742	817	LUC7L2	C7orf55	LUC7L2	817	1
1_MACS_peak_11061_lociStitched	chr17	977234	985951	1	8718	16957.1801	1612.645	818	ABR		ABR	818	1
1_MACS_peak_23590_lociStitched	chr5	173168699	173174620	1	5922	17023.4671	1689.8534	819			BOD1	819	1
1_MACS_peak_241_lociStitched	chr1	16991067	16995494	1	4428	17833.7268	2501.6977	820		MST1P2,CROCCP2	MST1P2	820	1
3_MACS_peak_29471_lociStitched	chr9	126961491	126982178	3	11757	18773.4525	3498.1717	821		NEK6	NEK6	821	1
3_MACS_peak_26260_lociStitched	chr7	74057209	74076662	3	10815	18075.7276	2812.9038	822	GTF2I		GTF2I	822	1
2_MACS_peak_12828_lociStitched	chr18	42330535	42342590	2	8751	17378.488	2131.324	823	SETBP1		SETBP1	823	1
4_MACS_peak_8991_lociStitched	chr15	33296362	33315374	4	11247	18652.6732	3412.654	824	FMN1		FMN1	824	1
2_MACS_peak_24346_lociStitched	chr6	37060905	37074330	2	8412	18000.24	2764.2075	825			PIM1	825	1
2_MACS_peak_1495_lociStitched	chr1	143947842	143961913	2	8894	19083.0902	3893.4457	826	SRGAP2P2	FAM72D	SRGAP2P2	826	1
2_MACS_peak_636_lociStitched	chr1	40029935	40048059	2	14533	19158.8804	3985.4676	827	PABPC4,SNORA55	PPIEL	PABPC4	827	1
4_MACS_peak_15474_lociStitched	chr2	109220836	109239139	4	14871	18513.4845	3340.2975	828	LIMS1	LIMS1	LIMS1	828	1
1_MACS_peak_5806_lociStitched	chr11	126566272	126574973	1	8702	16693.7386	1521.8049	829	KIRREL3		MIR3167	829	1
2_MACS_peak_22062_lociStitched	chr4	186506955	186515115	2	7448	17339.184	2167.296	830	SORBS2		PDLIM3	830	1
1_MACS_peak_16612_lociStitched	chr2	232570376	232577237	1	6862	15855.771	731.3826	831	PTMA	MIR1244-1	PTMA	831	1
3_MACS_peak_13184_lociStitched	chr19	1014968	1029274	3	10289	18820.9736	3696.6704	832	CNN2,C19orf6	WDR18,GRIN3B,ABCA7,HMHA1	C19orf6	832	1
2_MACS_peak_3017_lociStitched	chr10	3798124	3808426	2	9189	16938.5484	1819.3332	833		KLF6	KLF6	833	1
2_MACS_peak_11063_lociStitched	chr17	1010891	1027221	2	13213	18080.576	2965.528	834	ABR		ABR	834	1
2_MACS_peak_27215_lociStitched	chr8	1990776	2000579	2	7718	16813.1253	1703.7614	835	MYOM2		MYOM2	835	1
1_MACS_peak_5849_lociStitched	chr11	129870967	129874530	1	3564	15871.0272	790.6297	836	NCRNA00167,PRDM10		PRDM10	836	1
3_MACS_peak_20593_lociStitched	chr3	195263807	195278238	3	12438	19206.2179	4128.7091	837	PPP1R2	APOD	PPP1R2	837	1
1_MACS_peak_15691_lociStitched	chr2	128585219	128591287	1	6069	16506.7804	1429.6208	838		WDR33,POLR2D	WDR33	838	1
3_MACS_peak_4948_lociStitched	chr11	60626181	60641318	3	9630	17598.2762	2524.8516	839	ZP1	CCDC86,TMEM109,GPR44,PRPF19	ZP1	839	1
3_MACS_peak_1885_lociStitched	chr1	160694250	160715227	3	12835	21318.9251	6257.4391	840	SLAMF7	CD48	SLAMF7	840	1
2_MACS_peak_12413_lociStitched	chr17	76918166	76931633	2	8041	17196.0123	2139.9063	841	TIMP2	LGALS3BP	TIMP2	841	1
4_MACS_peak_6345_lociStitched	chr12	33037839	33060846	4	17115	19392.6003	4336.8195	842	PKP2		PKP2	842	1
1_MACS_peak_9500_lociStitched	chr15	69957700	69963741	1	6042	16440.5815	1392.4505	843			LOC145837	843	1
1_MACS_peak_5689_lociStitched	chr11	118795091	118801826	1	6736	16715.5965	1672.974	844		CXCR5,UPK2,FOXR1,BCL9L	BCL9L	844	1
2_MACS_peak_17776_lociStitched	chr21	34745524	34757193	2	8177	18128.9584	3135.4603	845		IFNAR1,IFNGR2	IFNGR2	845	1
1_MACS_peak_1528_lociStitched	chr1	145434030	145440910	1	6881	17493.776	2502.256	846	TXNIP	HFE2,ANKRD34A,LIX1L,POLR3GL	TXNIP	846	1
3_MACS_peak_2428_lociStitched	chr1	205197167	205218620	3	13288	20311.7004	5343.9423	847	TMCC2	DSTYK	TMCC2	847	1
3_MACS_peak_11227_lociStitched	chr17	7474963	7488504	3	8776	18002.7595	3042.6627	848	SENP3,EIF4A1,SNORA48,SNORD10,SNORA67,CD68,MPDU1	TNFSF12,TNFSF13,SHBG,SOX15,FXR2,SAT2	SNORA67	848	1
1_MACS_peak_25741_lociStitched	chr7	20367726	20372981	1	5256	16057.7035	1111.958	849	ITGB8		ITGB8	849	1
