REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X27_0F2D_0229Kronos_MM1S.KB.6hr.1_H3K27me3_hs.dm_i14.bam	X41_0EXT_0229Kronos_MM1S.KB.6hr.1_Input_hs_i85.bam	enhancerRank	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	enhancerRank.1	isSuper
2_MACS_peak_27323_lociStitched	chr22	51043225	51052151	2	8907	13193.5206	834.581	699	MAPK8IP2	LOC100144603,C22orf41,CPT1B,CHKB,ARSA	MAPK8IP2	699	1
5_MACS_peak_17422_lociStitched	chr19	5488390	5499842	5	11080	13391.9688	1042.132	700		ZNRF4	ZNRF4	700	1
8_MACS_peak_34724_lociStitched	chr9	132410219	132421768	8	10720	13273.2657	932.0043	701		METTL11A,PRRX2,C9orf50,ASB6	ASB6	701	1
6_MACS_peak_30171_lociStitched	chr6	2632621	2645897	6	12240	14262.4068	1946.2616	702	C6orf195		C6orf195	702	1
6_MACS_peak_33926_lociStitched	chr8	143675892	143687744	6	11223	12903.2724	612.7484	703		ARC	ARC	703	1
4_MACS_peak_15377_lociStitched	chr17	72941784	72952502	4	10419	13323.5458	1047.1486	704	OTOP3,C17orf28	OTOP2,CDR2L,USH1G	OTOP3	704	1
3_MACS_peak_28245_lociStitched	chr4	3445233	3453698	3	8243	12849.87	590.0105	705	HGFAC	DOK7	HGFAC	705	1
7_MACS_peak_9826_lociStitched	chr13	113694748	113706831	7	10642	13334.7988	1088.6783	706	MCF2L		F7	706	1
3_MACS_peak_26479_lociStitched	chr22	44732939	44743808	3	10814	13015.6275	771.699	707		KIAA1644	KIAA1644	707	1
2_MACS_peak_5266_lociStitched	chr1	234912041	234919270	2	7195	14506.4343	2281.4724	708			NCRNA00184	708	1
3_MACS_peak_13867_lociStitched	chr17	21313163	21323361	3	9542	13809.1118	1587.8286	709	KCNJ12,KCNJ18		KCNJ18	709	1
7_MACS_peak_8114_lociStitched	chr11	69984482	69997385	7	11866	13333.9602	1119.9804	710	ANO1		FADD	710	1
4_MACS_peak_3189_lociStitched	chr1	20809935	20819952	4	9458	12936.9555	750.2733	711	CAMK2N1	MUL1	CAMK2N1	711	1
4_MACS_peak_8536_lociStitched	chr11	75141488	75154387	4	12600	13393.0317	1211.2161	712	KLHL35,GDPD5	RPS3,SNORD15A,SNORD15B	KLHL35	712	1
6_MACS_peak_29188_lociStitched	chr4	8699370	8711624	6	11505	13037.0306	874.9356	713			CPZ	713	1
9_MACS_peak_2950_lociStitched	chr1	19136545	19149791	9	12288	13473.8312	1312.6786	714		TAS1R2	TAS1R2	714	1
2_MACS_peak_14567_lociStitched	chr17	46799383	46808023	2	8482	13196.736	1041.984	715	NCRNA00253,PRAC,MIR3185,HOXB13		MIR3185	715	1
1_MACS_peak_18987_lociStitched	chr19	18059517	18066202	1	6686	12720.8865	574.2415	716	KCNN1	CCDC124,ARRDC2	KCNN1	716	1
4_MACS_peak_15656_lociStitched	chr17	76310962	76321851	4	10890	13011.2661	874.3867	717		SOCS3	SOCS3	717	1
1_MACS_peak_55_lociStitched	chr1	1004551	1011731	1	7181	12687.778	552.142	718		AGRN,C1orf159	C1orf159	718	1
1_MACS_peak_33318_lociStitched	chr8	58118143	58126667	1	8525	15157.3768	3027.7248	719			C8orf71	719	1
7_MACS_peak_26383_lociStitched	chr22	44284853	44297014	7	11681	13212.9265	1083.5451	720	PNPLA5	PNPLA3,SULT4A1	PNPLA5	720	1
1_MACS_peak_24925_lociStitched	chr21	47555879	47562835	1	6957	13211.5308	1083.0492	721	FTCD	COL6A2,C21orf56	FTCD	721	1
7_MACS_peak_34877_lociStitched	chr9	133271709	133284532	7	11948	13147.4219	1021.9931	722		ASS1	ASS1	722	1
5_MACS_peak_24839_lociStitched	chr21	47027771	47040488	5	11317	13581.756	1459.9116	723			SLC19A1	723	1
8_MACS_peak_15492_lociStitched	chr17	74879240	74891503	8	11565	13223.1929	1103.67	724	MGAT5B		MGAT5B	724	1
4_MACS_peak_1532_lociStitched	chr1	7716407	7726947	4	10406	13009.522	900.116	725	CAMTA1		VAMP3	725	1
10_MACS_peak_7137_lociStitched	chr11	44323196	44336270	10	11364	13118.4516	1014.5424	726	ALX4		ALX4	726	1
7_MACS_peak_15129_lociStitched	chr17	72188736	72199718	7	10312	13127.8828	1025.7188	727		RPL38,TTYH2,MGC16275	RPL38	727	1
2_MACS_peak_20223_lociStitched	chr19	45376258	45387025	2	10701	13142.2002	1045.4757	728	PVRL2	TOMM40,APOE,APOC1,APOC1P1	TOMM40	728	1
5_MACS_peak_19771_lociStitched	chr19	39683523	39695652	5	11212	13276.4034	1194.7065	729	NCCRP1,SYCN	IL28B	NCCRP1	729	1
8_MACS_peak_5989_lociStitched	chr10	114741936	114755467	8	12587	13639.248	1562.8305	730	TCF7L2		TCF7L2	730	1
5_MACS_peak_32947_lociStitched	chr8	1904774	1917282	5	11902	13372.3028	1305.8352	731	ARHGEF10	KBTBD11	KBTBD11	731	1
8_MACS_peak_35904_lociStitched	chr9	137993299	138005918	8	11279	12770.428	712.9735	732	OLFM1	OLFM1	OLFM1	732	1
1_MACS_peak_8757_lociStitched	chr11	119210185	119219338	1	9154	12859.965	804.5487	733	C1QTNF5	RNF26,LOC100499227,MCAM,USP2	C1QTNF5	733	1
5_MACS_peak_31054_lociStitched	chr7	2660441	2670697	5	9879	12929.7392	885.0928	734		TTYH3,AMZ1	TTYH3	734	1
2_MACS_peak_4803_lociStitched	chr1	156639821	156650225	2	10175	13572.018	1549.1556	735	NES	BCAN,C1orf66,CRABP2,ISG20L2	NES	735	1
3_MACS_peak_12008_lociStitched	chr16	56664965	56674024	3	8719	12937.1579	916.7708	736	MT1M,MT1JP,MT1A	MT3,MT2A,MT1L,MT1E,MT1DP,MT1B,MT1F,MT1H,MT1IP,MT1X,MT1G	MT1JP	736	1
2_MACS_peak_1155_lociStitched	chr1	5892498	5903773	2	11265	12815.165	798.27	737			NPHP4	737	1
3_MACS_peak_30962_lociStitched	chr7	1622867	1633480	3	10283	12988.1894	976.396	738	KIAA1908	TFAMP1,TMEM184A,PSMG3	KIAA1908	738	1
3_MACS_peak_32300_lociStitched	chr7	155608392	155620351	3	11375	13593.7953	1590.547	739		SHH	SHH	739	1
6_MACS_peak_2536_lociStitched	chr1	18022887	18034644	6	10945	12828.0627	828.8685	740	ARHGEF10L	ACTL8	ACTL8	740	1
5_MACS_peak_29865_lociStitched	chr5	176119547	176132102	5	11718	13092.354	1117.395	741		TSPAN17	TSPAN17	741	1
6_MACS_peak_24731_lociStitched	chr21	46466852	46477887	6	9821	13371.1095	1400.3415	742		ADARB1,NCRNA00162,C21orf122	C21orf122	742	1
2_MACS_peak_24922_lociStitched	chr21	47544780	47553886	2	9020	13051.6298	1098.1836	743	COL6A2	FTCD	FTCD	743	1
5_MACS_peak_2257_lociStitched	chr1	17439943	17450189	5	9967	12970.4114	1021.5262	744	PADI2		PADI2	744	1
4_MACS_peak_17260_lociStitched	chr19	4772906	4784774	4	11449	13544.9484	1608.114	745		C19orf30,MIR7-3,FEM1A,DPP9,TICAM1	MIR7-3	745	1
8_MACS_peak_28927_lociStitched	chr4	7999805	8012992	8	12574	13047.2178	1116.9389	746	ABLIM2		AFAP1	746	1
1_MACS_peak_9204_lociStitched	chr12	49482092	49489138	1	7047	12835.6982	932.8904	747	DHH	MLL2,RHEBL1,LMBR1L,TUBA1B	DHH	747	1
7_MACS_peak_16250_lociStitched	chr17	78478911	78491515	7	12388	13215.294	1317.118	748		RPTOR,NPTX1	RPTOR	748	1
5_MACS_peak_34132_lociStitched	chr8	144476516	144487179	5	10067	12759.3458	863.703	749		RHPN1,C8orf51,MAFA	MAFA	749	1
2_MACS_peak_27254_lociStitched	chr22	50481185	50490777	2	9282	12639.3784	751.0536	750	TTLL8	MOV10L1,IL17REL,MLC1	TTLL8	750	1
6_MACS_peak_22546_lociStitched	chr20	30441640	30453064	6	10662	12949.104	1070.4288	751	DUSP15	MYLK2,TTLL9,FOXS1	DUSP15	751	1
5_MACS_peak_11598_lociStitched	chr16	4363466	4374450	5	10144	12730.456	860.0472	752		GLIS2,VASN,TFAP4,PAM16	GLIS2	752	1
7_MACS_peak_9317_lociStitched	chr12	52590460	52603784	7	11862	12889.6376	1024.6156	753		LOC283404,KRT7,KRT80	LOC283404	753	1
3_MACS_peak_13585_lociStitched	chr17	7986885	7996832	3	9742	12848.5399	1015.5887	754	MIR4314,ALOX12B	ALOX15B,ALOXE3,HES7	MIR4314	754	1
3_MACS_peak_29586_lociStitched	chr5	1652799	1663621	3	10188	12768.8778	943.6784	755		LOC728613,MIR4277	LOC728613	755	1
1_MACS_peak_31066_lociStitched	chr7	2694627	2704123	1	9497	12568.9056	747.3352	756	TTYH3	AMZ1	AMZ1	756	1
2_MACS_peak_4942_lociStitched	chr1	197879164	197889149	2	9981	13612.5505	1831.249	757	LHX9	C1orf53	LHX9	757	1
4_MACS_peak_17169_lociStitched	chr19	3901275	3910979	4	9175	13007.2416	1231.4376	758	ATCAY	ITGB1BP3,ZFR2	ATCAY	758	1
3_MACS_peak_17052_lociStitched	chr19	3311457	3322103	3	10271	13172.2958	1403.1428	759		NFIC	NFIC	759	1
4_MACS_peak_3351_lociStitched	chr1	22557460	22569061	4	10936	12781.9818	1039.4496	760			WNT4	760	1
5_MACS_peak_20567_lociStitched	chr19	47967542	47979008	5	10739	12731.8464	990.6624	761	SLC8A2,KPTN	MEIS3,NAPA	SLC8A2	761	1
1_MACS_peak_17248_lociStitched	chr19	4616727	4624123	1	7397	12720.3804	988.8452	762		TNFAIP8L1,C19orf10	TNFAIP8L1	762	1
5_MACS_peak_14640_lociStitched	chr17	47514647	47527438	5	12136	13058.3319	1336.6595	763		NGFR,PHB	PHB	763	1
3_MACS_peak_29277_lociStitched	chr4	8905009	8914360	3	9105	12342.3849	623.7117	764		LOC650293,HMX1	HMX1	764	1
4_MACS_peak_30463_lociStitched	chr6	33988630	34000110	4	11227	12709.508	997.612	765	GRM4	MIR1275	MIR1275	765	1
5_MACS_peak_26052_lociStitched	chr22	39967846	39978442	5	10099	12477.8496	798.9384	766	CACNA1I	RPS19BP1	CACNA1I	766	1
5_MACS_peak_4385_lociStitched	chr1	37315509	37326870	5	10615	12533.4552	855.4833	767	GRIK3		GRIK3	767	1
4_MACS_peak_11061_lociStitched	chr15	91194370	91204045	4	9026	12850.335	1189.0575	768			BLM	768	1
14_MACS_peak_11781_lociStitched	chr16	29186742	29201431	14	12470	12854.3439	1194.2157	769			RRN3P2	769	1
3_MACS_peak_26078_lociStitched	chr22	40049932	40060251	3	9934	12602.5947	946.2523	770	CACNA1I		CACNA1I	770	1
9_MACS_peak_3381_lociStitched	chr1	22643585	22656747	9	11477	12582.872	943.7154	771			ZBTB40	771	1
5_MACS_peak_17488_lociStitched	chr19	5828251	5839971	5	11168	13168.592	1536.492	772	NRTN,FUT6	PRR22,DUS3L,FUT3,FUT5	FUT6	772	1
1_MACS_peak_24911_lociStitched	chr21	47496456	47505791	1	9336	12661.994	1037.1185	773		COL6A2	COL6A2	773	1
3_MACS_peak_7284_lociStitched	chr11	61314590	61324743	3	10046	12469.9146	845.7449	774	SYT7	LRRC10B	SYT7	774	1
3_MACS_peak_11310_lociStitched	chr16	1382989	1391633	3	8514	12363.5132	749.4348	775	BAIAP3	UBE2I,GNPTG,C16orf42,UNKL	BAIAP3	775	1
6_MACS_peak_20791_lociStitched	chr19	49097747	49107934	6	9267	12372.1115	768.0998	776	SULT2B1,FAM83E	SPACA4,SPHK2,SEC1,RPL18,DBP,CA11	SPACA4	776	1
8_MACS_peak_20881_lociStitched	chr19	49525278	49537668	8	11273	12647.712	1049.433	777	CGB2,CGB,SNAR-G2	RUVBL2,SNAR-G1,CGB5,GYS1,LHB,CGB1,CGB8,CGB7,NTF4,KCNA7	SNAR-G2	777	1
1_MACS_peak_15502_lociStitched	chr17	74894536	74904238	1	9703	12577.6728	979.902	778	MGAT5B		MGAT5B	778	1
5_MACS_peak_13475_lociStitched	chr17	7341565	7353068	5	11032	12530.2179	935.1939	779	FGF11,CHRNB1	NLGN2,SPEM1,C17orf74,TMEM102,AMAC1L3,POLR2A,PLSCR3,C17orf61,ZBTB4	CHRNB1	779	1
8_MACS_peak_15339_lociStitched	chr17	72849103	72858643	8	8758	12345.714	789.912	780	GRIN2C,FDXR	FADS6	GRIN2C	780	1
2_MACS_peak_23992_lociStitched	chr20	61922474	61931178	2	8535	12031.5392	485.6832	781	COL20A1	FLJ16779,ARFGAP1,MIR4326,NKAIN4	COL20A1	781	1
3_MACS_peak_36339_lociStitched	chr9	139852214	139860747	3	8449	12124.5397	581.9506	782		C8G,LCN12,PTGDS,LCNL1,C9orf142,FBXW5,CLIC3	LCN12	782	1
7_MACS_peak_21503_lociStitched	chr19	56055193	56067838	7	10980	12650.058	1111.4955	783		ZNF524,SBK2,ZNF579,FIZ1	SBK2	783	1
7_MACS_peak_2141_lociStitched	chr1	16493056	16505738	7	11614	12604.6398	1070.3608	784		EPHA2,ARHGEF19	EPHA2	784	1
7_MACS_peak_32261_lociStitched	chr7	155332684	155345075	7	10943	12813.5331	1304.7723	785		CNPY1	CNPY1	785	1
4_MACS_peak_14083_lociStitched	chr17	36697749	36708419	4	10074	12370.798	871.739	786	SRCIN1		SRCIN1	786	1
7_MACS_peak_210_lociStitched	chr1	1998528	2010277	7	11035	12296.5034	808.3312	787	PRKCZ	GABRD,PRKCZ	PRKCZ	787	1
2_MACS_peak_17233_lociStitched	chr19	4544517	4553364	2	8686	12638.8242	1152.7641	788	SEMA6B	PLIN4,PLIN5,LRG1	LRG1	788	1
3_MACS_peak_20899_lociStitched	chr19	49564264	49575179	3	10256	12391.7995	928.8665	789	NTF4,KCNA7	CGB2,SNAR-G1,CGB5,SNRNP70,LIN7B,PPFIA3,LHB,CGB,SNAR-G2,CGB1,CGB8,CGB7,C19orf73	NTF4	789	1
4_MACS_peak_31971_lociStitched	chr7	150869266	150880292	4	10761	13254.3546	1796.1354	790	ASB10	CHPF2,GBX1,ABCF2	ASB10	790	1
3_MACS_peak_16657_lociStitched	chr19	416114	426226	3	9659	12431.6928	1001.088	791	SHC2	THEG,C2CD4C,ODF3L2	C2CD4C	791	1
4_MACS_peak_31534_lociStitched	chr7	100312683	100322849	4	9812	12359.8228	972.8862	792	EPO	GNB2,POP7,ZAN,GIGYF1	EPO	792	1
5_MACS_peak_33897_lociStitched	chr8	143618631	143628446	5	8817	12047.9125	668.4015	793	BAI1		ARC	793	1
5_MACS_peak_608_lociStitched	chr1	3178899	3190344	5	11038	12030.984	653.5095	794	PRDM16		MIR4251	794	1
1_MACS_peak_15781_lociStitched	chr17	77039332	77047557	1	8226	12253.605	885.01	795	C1QTNF1	ENGASE,CANT1	C1QTNF1	795	1
4_MACS_peak_11241_lociStitched	chr16	1021030	1031536	4	10176	12090.3048	748.0272	796	LMF1	SOX8,LMF1	LMF1	796	1
5_MACS_peak_7410_lociStitched	chr11	62685606	62696840	5	10714	12302.3534	972.8644	797	CHRM1	SLC3A2	CHRM1	797	1
5_MACS_peak_24342_lociStitched	chr21	43103850	43114095	5	9893	12676.1385	1365.6585	798	NCRNA00111	NCRNA00112,C21orf129	NCRNA00111	798	1
6_MACS_peak_26097_lociStitched	chr22	40095156	40106867	6	11163	12330.5119	1045.7923	799			CACNA1I	799	1
