REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X27_0F2D_0229Kronos_MM1S.KB.6hr.1_H3K27me3_hs.dm_i14.bam	X41_0EXT_0229Kronos_MM1S.KB.6hr.1_Input_hs_i85.bam	enhancerRank	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	enhancerRank	isStretch
3_MACS_peak_25069_lociStitched	chr22	20138685	20149685	3	10588	13517.9	876.7	708		RANBP1,ZDHHC8,LOC150197,TRMT2A	ZDHHC8	708	1
2_MACS_peak_17093_lociStitched	chr19	3439983	3450624	2	10587	17295.8814	1396.0992	709	NFIC	C19orf77,DOHH	C19orf77	709	1
4_MACS_peak_7208_lociStitched	chr11	46402346	46413253	4	10581	15038.5716	1050.3441	710	MDK,CHRM4	DGKZ	CHRM4	710	1
5_MACS_peak_29221_lociStitched	chr4	8780697	8791968	5	10575	11854.8378	698.802	711			HMX1	711	1
4_MACS_peak_11225_lociStitched	chr16	978962	990777	4	10567	12031.2145	909.755	712	LMF1	SOX8	LMF1	712	1
5_MACS_peak_31685_lociStitched	chr7	100836468	100847470	5	10557	10883.1784	968.176	713	MOGAT3	AP1S1,ZNHIT1,VGF,C7orf52,PLOD3,CLDN15,FIS1	MOGAT3	713	1
2_MACS_peak_24267_lociStitched	chr21	38071827	38082449	2	10532	15673.8232	1061.1378	714	SIM2		SIM2	714	1
3_MACS_peak_24895_lociStitched	chr21	47451035	47461984	3	10508	15476.4115	1219.7186	715		COL6A1	COL6A1	715	1
5_MACS_peak_7444_lociStitched	chr11	64057899	64068696	5	10506	17234.1714	1010.5992	716	KCNK4,C11orf20	FKBP2,PLCB3,GPR137,ESRRA,PRDX5,CCDC88B,PPP1R14B,BAD,TRMT112	KCNK4	716	1
3_MACS_peak_31196_lociStitched	chr7	5629450	5640290	3	10506	15073.02	1010.288	717	FSCN1		FSCN1	717	1
8_MACS_peak_35584_lociStitched	chr9	137166290	137177330	8	10501	11438.544	781.632	718		RXRA	RXRA	718	1
4_MACS_peak_26771_lociStitched	chr22	45386682	45397863	4	10484	11598.0513	849.756	719	PHF21B		PHF21B	719	1
3_MACS_peak_14473_lociStitched	chr17	43899695	43910516	3	10446	11889.0327	930.606	720	CRHR1	IMP5	IMP5	720	1
4_MACS_peak_15377_lociStitched	chr17	72941784	72952502	4	10419	13323.5458	1047.1486	721	OTOP3,C17orf28	OTOP2,CDR2L,USH1G	OTOP3	721	1
4_MACS_peak_1532_lociStitched	chr1	7716407	7726947	4	10406	13009.522	900.116	722	CAMTA1		VAMP3	722	1
3_MACS_peak_16299_lociStitched	chr17	79149914	79160412	3	10397	15096.124	657.1748	723	LOC388428	MIR1250,AATK,AZI1	AATK	723	1
8_MACS_peak_27456_lociStitched	chr3	13606810	13617937	8	10358	11536.4736	797.8059	724	FBLN2		FBLN2	724	1
3_MACS_peak_36342_lociStitched	chr9	139862395	139872800	3	10329	15542.989	736.674	725	PTGDS	C8G,LCN12,LCNL1,C9orf142,C9orf139,FBXW5,CLIC3,ABCA2	PTGDS	725	1
1_MACS_peak_36459_lociStitched	chr9	140777143	140787469	1	10327	23470.998	1676.9424	726	CACNA1B	MIR602	CACNA1B	726	1
7_MACS_peak_15129_lociStitched	chr17	72188736	72199718	7	10312	13127.8828	1025.7188	727		RPL38,TTYH2,MGC16275	RPL38	727	1
5_MACS_peak_24048_lociStitched	chr20	62133870	62144704	5	10305	12061.4922	1113.7352	728		PPDPF,C20orf195,KCNQ2,EEF1A2,PTK6,SRMS	EEF1A2	728	1
3_MACS_peak_30583_lociStitched	chr6	41617915	41628312	3	10299	13596.1569	1011.6281	729	MDFI		MDFI	729	1
3_MACS_peak_30962_lociStitched	chr7	1622867	1633480	3	10283	12988.1894	976.396	730	KIAA1908	TFAMP1,TMEM184A,PSMG3	KIAA1908	730	1
7_MACS_peak_746_lociStitched	chr1	3998018	4009630	7	10281	12147.3132	966.1184	731			LOC100133612	731	1
3_MACS_peak_17052_lociStitched	chr19	3311457	3322103	3	10271	13172.2958	1403.1428	732		NFIC	NFIC	732	1
3_MACS_peak_20899_lociStitched	chr19	49564264	49575179	3	10256	12391.7995	928.8665	733	NTF4,KCNA7	CGB2,SNAR-G1,CGB5,SNRNP70,LIN7B,PPFIA3,LHB,CGB,SNAR-G2,CGB1,CGB8,CGB7,C19orf73	NTF4	733	1
3_MACS_peak_3307_lociStitched	chr1	21952857	21963371	3	10244	10951.3824	878.9704	734	RAP1GAP		RAP1GAP	734	1
8_MACS_peak_559_lociStitched	chr1	3067920	3078648	8	10238	10977.9624	758.4696	735	PRDM16	MIR4251	MIR4251	735	1
9_MACS_peak_4057_lociStitched	chr1	30842762	30853517	9	10231	11329.317	927.081	736			LOC100129196	736	1
4_MACS_peak_36498_lociStitched	chr9	140936913	140947537	4	10218	11958.3744	854.1696	737	CACNA1B		TUBBP5	737	1
2_MACS_peak_25856_lociStitched	chr22	37457617	37467967	2	10216	14478.615	869.4	738	KCTD17,TMPRSS6	MPST,TST	KCTD17	738	1
1_MACS_peak_24711_lociStitched	chr21	46256366	46266580	1	10215	15790.844	1272.6644	739		UBE2G2,SUMO3,PTTG1IP	SUMO3	739	1
2_MACS_peak_46_lociStitched	chr1	955511	965932	2	10208	14963.5139	848.2694	740	AGRN	ISG15,C1orf170,HES4	AGRN	740	1
8_MACS_peak_20186_lociStitched	chr19	45306409	45317135	8	10206	10795.719	870.9512	741	BCAM	CBLC,PVRL2	BCAM	741	1
1_MACS_peak_31059_lociStitched	chr7	2671667	2681865	1	10199	14466.8828	627.177	742	TTYH3	AMZ1	TTYH3	742	1
3_MACS_peak_29586_lociStitched	chr5	1652799	1663621	3	10188	12768.8778	943.6784	743		LOC728613,MIR4277	LOC728613	743	1
9_MACS_peak_9344_lociStitched	chr12	52705729	52717421	9	10184	11766.8288	1089.6944	744	KRT83	KRT86,KRT81,KRT85	KRT83	744	1
4_MACS_peak_11241_lociStitched	chr16	1021030	1031536	4	10176	12090.3048	748.0272	745	LMF1	SOX8,LMF1	LMF1	745	1
2_MACS_peak_4803_lociStitched	chr1	156639821	156650225	2	10175	13572.018	1549.1556	746	NES	BCAN,C1orf66,CRABP2,ISG20L2	NES	746	1
12_MACS_peak_33528_lociStitched	chr8	142538826	142550716	12	10149	11259.83	837.056	747		FLJ43860	FLJ43860	747	1
3_MACS_peak_11285_lociStitched	chr16	1224953	1235358	3	10145	16066.3605	715.864	748	CACNA1H	TPSG1,TPSB2	CACNA1H	748	1
5_MACS_peak_11598_lociStitched	chr16	4363466	4374450	5	10144	12730.456	860.0472	749		GLIS2,VASN,TFAP4,PAM16	GLIS2	749	1
3_MACS_peak_7384_lociStitched	chr11	61636083	61646401	3	10135	12049.3604	853.2986	750	FADS3	FADS2,RAB3IL1	FADS3	750	1
1_MACS_peak_27972_lociStitched	chr3	183944850	183954982	1	10133	18048.1316	1574.5128	751	VWA5B2	ABCF3,MIR1224,ECE2,ALG3,CAMK2N2	VWA5B2	751	1
4_MACS_peak_2971_lociStitched	chr1	19186127	19196656	4	10119	11420.8063	1084.487	752	TAS1R2	ALDH4A1	TAS1R2	752	1
8_MACS_peak_13123_lociStitched	chr17	1815045	1825636	8	10118	11168.2095	999.7904	753			RPA1	753	1
3_MACS_peak_36230_lociStitched	chr9	138947005	138957344	3	10111	14686.5495	635.8485	754	NACC2		NACC2	754	1
5_MACS_peak_32940_lociStitched	chr8	1890298	1901168	5	10107	11484.155	1110.914	755	ARHGEF10	KBTBD11	KBTBD11	755	1
5_MACS_peak_26052_lociStitched	chr22	39967846	39978442	5	10099	12477.8496	798.9384	756	CACNA1I	RPS19BP1	CACNA1I	756	1
3_MACS_peak_16221_lociStitched	chr17	78397348	78407881	3	10098	13572.8238	927.9573	757	FLJ35220	LOC100294362,NPTX1	LOC100294362	757	1
6_MACS_peak_5923_lociStitched	chr10	102844900	102855371	6	10093	11986.1537	840.8213	758	TLX1NB	KAZALD1,TLX1	KAZALD1	758	1
2_MACS_peak_11369_lociStitched	chr16	2240126	2250562	2	10092	16406.4356	937.1528	759	CASKIN1	RAB26,TRAF7,MLST8,E4F1,DNASE1L2,SNORD60,C16orf79,PGP	CASKIN1	759	1
7_MACS_peak_9358_lociStitched	chr12	52754329	52765436	7	10088	10833.7678	1119.5856	760	KRT85	KRT83,KRT84,KRT82	KRT85	760	1
4_MACS_peak_14083_lociStitched	chr17	36697749	36708419	4	10074	12370.798	871.739	761	SRCIN1		SRCIN1	761	1
5_MACS_peak_34132_lociStitched	chr8	144476516	144487179	5	10067	12759.3458	863.703	762		RHPN1,C8orf51,MAFA	MAFA	762	1
5_MACS_peak_8724_lociStitched	chr11	118020060	118031424	5	10058	14940.2508	1000.032	763	SCN4B	SCN4B,SCN2B	SCN4B	763	1
3_MACS_peak_33817_lociStitched	chr8	143249213	143259474	3	10055	10159.4161	727.5049	764		NCRNA00051	NCRNA00051	764	1
8_MACS_peak_17273_lociStitched	chr19	5171250	5182144	8	10053	10994.2248	1367.197	765			PTPRS	765	1
5_MACS_peak_3439_lociStitched	chr1	22890241	22901153	5	10049	11805.6928	942.7968	766	EPHA8		EPHA8	766	1
2_MACS_peak_11420_lociStitched	chr16	2873969	2884077	2	10047	13928.824	839.9748	767	ZG16B	PRSS41,PRSS21,FLYWCH2,TCEB2,PRSS33,PRSS30P,PRSS22	ZG16B	767	1
3_MACS_peak_7284_lociStitched	chr11	61314590	61324743	3	10046	12469.9146	845.7449	768	SYT7	LRRC10B	SYT7	768	1
5_MACS_peak_17032_lociStitched	chr19	3274620	3285187	5	10045	12483.8538	1277.5503	769	CELF5		CELF5	769	1
7_MACS_peak_25582_lociStitched	chr22	30104725	30115851	7	10035	11025.866	1021.3668	770		CABP7,UQCR10,ZMAT5	CABP7	770	1
3_MACS_peak_14666_lociStitched	chr17	47597016	47607222	3	10022	13415.787	898.128	771		NGFR,NXPH3	NGFR	771	1
4_MACS_peak_32432_lociStitched	chr7	157079338	157089595	4	10021	11245.7748	1098.5247	772		DNAJB6	DNAJB6	772	1
8_MACS_peak_25794_lociStitched	chr22	37118221	37128800	8	10012	10526.105	984.9049	773		CACNG2,IFT27	CACNG2	773	1
3_MACS_peak_1996_lociStitched	chr1	11760569	11770741	3	9990	13631.4972	917.5144	774	C1orf187	FBXO44,FBXO6,AGTRAP,FBXO2,MAD2L2	C1orf187	774	1
2_MACS_peak_4942_lociStitched	chr1	197879164	197889149	2	9981	13612.5505	1831.249	775	LHX9	C1orf53	LHX9	775	1
5_MACS_peak_2257_lociStitched	chr1	17439943	17450189	5	9967	12970.4114	1021.5262	776	PADI2		PADI2	776	1
5_MACS_peak_9844_lociStitched	chr13	113741060	113751562	5	9966	13502.4214	869.5656	777	MCF2L	F7,F10	F7	777	1
6_MACS_peak_14112_lociStitched	chr17	37371974	37383020	6	9961	12116.3574	975.3618	778	STAC2	RPL19,ARL5C,CACNB1	STAC2	778	1
1_MACS_peak_16815_lociStitched	chr19	1802419	1812353	1	9935	16891.7736	1204.9942	779	ATP8B3	ONECUT3,LOC100288123,MIR1909,REXO1	ATP8B3	779	1
3_MACS_peak_26078_lociStitched	chr22	40049932	40060251	3	9934	12602.5947	946.2523	780	CACNA1I		CACNA1I	780	1
9_MACS_peak_13516_lociStitched	chr17	7675660	7687115	9	9932	11555.804	1030.95	781	DNAH2	RPL29P2	RPL29P2	781	1
5_MACS_peak_4976_lociStitched	chr1	201285434	201295509	5	9931	10210.005	1176.76	782	PKP1		PKP1	782	1
3_MACS_peak_13944_lociStitched	chr17	26858031	26868295	3	9926	13884.1128	1292.2376	783	FOXN1	UNC119,PIGS,ALDOC	FOXN1	783	1
7_MACS_peak_32180_lociStitched	chr7	155147569	155158383	7	9925	11509.3402	1364.7268	784			INSIG1	784	1
3_MACS_peak_34143_lociStitched	chr8	144501363	144511444	3	9923	16534.8562	706.6781	785	MAFA		MAFA	785	1
8_MACS_peak_29269_lociStitched	chr4	8893142	8904134	8	9897	10851.3024	700.1904	786		LOC650293,HMX1	HMX1	786	1
5_MACS_peak_24342_lociStitched	chr21	43103850	43114095	5	9893	12676.1385	1365.6585	787	NCRNA00111	NCRNA00112,C21orf129	NCRNA00111	787	1
1_MACS_peak_11870_lociStitched	chr16	30033977	30043855	1	9879	16726.4174	772.4596	788	C16orf92,FAM57B	TAOK2,INO80E,ALDOA,PPP4C,HIRIP3,DOC2A	FAM57B	788	1
5_MACS_peak_31054_lociStitched	chr7	2660441	2670697	5	9879	12929.7392	885.0928	789		TTYH3,AMZ1	TTYH3	789	1
5_MACS_peak_10802_lociStitched	chr15	75516900	75527530	5	9874	10564.094	1056.622	790		C15orf39,GOLGA6C,GOLGA6D	C15orf39	790	1
4_MACS_peak_36404_lociStitched	chr9	140206993	140217582	4	9866	13945.713	678.7549	791	EXD3	C9orf167,NRARP	NRARP	791	1
7_MACS_peak_30385_lociStitched	chr6	33788464	33799550	7	9863	10363.1928	999.9572	792		LEMD2,MLN	MLN	792	1
2_MACS_peak_4810_lociStitched	chr1	156657733	156667680	2	9862	21009.0587	1490.0606	793		BCAN,C1orf66,NES,CRABP2,ISG20L2,MRPL24	CRABP2	793	1
5_MACS_peak_20213_lociStitched	chr19	45349488	45360162	5	9861	13852.7172	939.312	794	PVRL2	BCAM,TOMM40,APOE	PVRL2	794	1
3_MACS_peak_634_lociStitched	chr1	3239020	3248915	3	9840	11628.604	595.679	795	PRDM16		ARHGEF16	795	1
1_MACS_peak_31231_lociStitched	chr7	27190611	27200441	1	9831	15760.439	1291.662	796	HOXA7	HOXA11-AS1,HOXA2,HOXA3,HOXA4,HOXA5,HOXA6,HOXA9,MIR196B,HOXA10,HOXA11,HOXA13	HOXA7	796	1
4_MACS_peak_5489_lociStitched	chr10	71494816	71505252	4	9823	11261.4876	1063.4284	797			COL13A1	797	1
3_MACS_peak_24628_lociStitched	chr21	45878176	45888328	3	9821	14651.3664	1369.5048	798	LRRC3	C21orf90	LRRC3	798	1
5_MACS_peak_29907_lociStitched	chr5	176215270	176226090	5	9821	10818.918	900.224	799		UNC5A	UNC5A	799	1
6_MACS_peak_24731_lociStitched	chr21	46466852	46477887	6	9821	13371.1095	1400.3415	800		ADARB1,NCRNA00162,C21orf122	C21orf122	800	1
6_MACS_peak_34801_lociStitched	chr9	132916827	132927796	6	9813	11367.1747	1135.2915	801		NCS1	NCS1	801	1
4_MACS_peak_31534_lociStitched	chr7	100312683	100322849	4	9812	12359.8228	972.8862	802	EPO	GNB2,POP7,ZAN,GIGYF1	EPO	802	1
5_MACS_peak_19452_lociStitched	chr19	35823618	35834074	5	9808	10942.204	944.1768	803	CD22	MAG,FFAR1,FFAR3	CD22	803	1
7_MACS_peak_26349_lociStitched	chr22	44214241	44225548	7	9792	10739.3886	947.5266	804	SULT4A1	EFCAB6	EFCAB6	804	1
4_MACS_peak_593_lociStitched	chr1	3154062	3164612	4	9786	11905.675	819.735	805	PRDM16		MIR4251	805	1
6_MACS_peak_20946_lociStitched	chr19	49855939	49866777	6	9770	11067.7656	846.4478	806	TEAD2	CD37,DKKL1,CCDC155,MIR4324,SLC6A16	TEAD2	806	1
4_MACS_peak_24472_lociStitched	chr21	44121557	44131426	4	9754	14245.9015	1297.7735	807	PDE9A		PDE9A	807	1
4_MACS_peak_26252_lociStitched	chr22	43602212	43612420	4	9753	13454.144	763.5584	808	SCUBE1	TTLL12	TTLL12	808	1
6_MACS_peak_30499_lociStitched	chr6	34085257	34095640	6	9745	11751.4794	922.0104	809	GRM4		GRM4	809	1
3_MACS_peak_13585_lociStitched	chr17	7986885	7996832	3	9742	12848.5399	1015.5887	810	MIR4314,ALOX12B	ALOX15B,ALOXE3,HES7	MIR4314	810	1
6_MACS_peak_33422_lociStitched	chr8	142001534	142012209	6	9732	11746.77	1471.015	811	PTK2		PTK2	811	1
3_MACS_peak_13091_lociStitched	chr17	1180716	1190967	3	9729	10876.311	894.9123	812	TUSC5	BHLHA9	TUSC5	812	1
1_MACS_peak_15502_lociStitched	chr17	74894536	74904238	1	9703	12577.6728	979.902	813	MGAT5B		MGAT5B	813	1
5_MACS_peak_20258_lociStitched	chr19	45738544	45748774	5	9665	11067.837	1002.54	814		MARK4,EXOC3L2	EXOC3L2	814	1
10_MACS_peak_36220_lociStitched	chr9	138935321	138946309	10	9665	8787.1036	507.6456	815	NACC2		NACC2	815	1
5_MACS_peak_33933_lociStitched	chr8	143690826	143700633	5	9661	10476.8181	558.0183	816	ARC		ARC	816	1
3_MACS_peak_16657_lociStitched	chr19	416114	426226	3	9659	12431.6928	1001.088	817	SHC2	THEG,C2CD4C,ODF3L2	C2CD4C	817	1
5_MACS_peak_14686_lociStitched	chr17	47938559	47948922	5	9648	10909.1301	1008.3199	818		TAC4	TAC4	818	1
7_MACS_peak_35210_lociStitched	chr9	135592314	135603585	7	9639	11444.5734	1031.2965	819	C9orf98	GTF3C4,DDX31	DDX31	819	1
4_MACS_peak_624_lociStitched	chr1	3221088	3231265	4	9631	13463.1533	557.6996	820	PRDM16		ARHGEF16	820	1
4_MACS_peak_35003_lociStitched	chr9	133923457	133933383	4	9615	12213.943	1067.045	821	LAMC3	AIF1L	AIF1L	821	1
15_MACS_peak_35813_lociStitched	chr9	137849185	137861715	15	9611	11170.495	1034.978	822		FCN1	FCN1	822	1
6_MACS_peak_14823_lociStitched	chr17	58086012	58096275	6	9603	10866.4644	1420.3992	823	DHX40P1	RNFT1	DHX40P1	823	1
9_MACS_peak_431_lociStitched	chr1	2776115	2787322	9	9592	11480.4508	697.0754	824			ACTRT2	824	1
3_MACS_peak_13005_lociStitched	chr17	835083	845173	3	9586	10766.03	769.867	825	NXN		NXN	825	1
2_MACS_peak_24582_lociStitched	chr21	45665870	45675863	2	9580	14234.0292	1258.1187	826	DNMT3L	AIRE,PFKL,ICOSLG	ICOSLG	826	1
1_MACS_peak_13143_lociStitched	chr17	1865558	1875114	1	9557	12135.1644	865.7736	827	RTN4RL1		RTN4RL1	827	1
3_MACS_peak_13867_lociStitched	chr17	21313163	21323361	3	9542	13809.1118	1587.8286	828	KCNJ12,KCNJ18		KCNJ18	828	1
