REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	OPM.2.jin.bam	enhancerRank	isStretch	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	enhancerRank	isStretch
2_MACS_peak_17250_lociStitched	chr20	17946532	17951087	2	4435	23616.764	838	1	C20orf72,SNX5	SNORD17	SNX5	838	1
1_MACS_peak_16620_lociStitched	chr2	201980067	201984500	1	4434	22833.9397	839	1	CFLAR	NDUFB3,FAM126B	CFLAR	839	1
1_MACS_peak_28909_lociStitched	chr9	44989783	44994212	1	4430	13347.2344	840	1	FAM27C		FAM27C	840	1
1_MACS_peak_3434_lociStitched	chr10	43901186	43905614	1	4429	22287.0096	841	1	HNRNPF	FXYD4,ZNF487P,HNRNPF	HNRNPF	841	1
2_MACS_peak_21345_lociStitched	chr4	77369374	77373836	2	4427	11385.2392	842	1	SHROOM3	CCDC158	SHROOM3	842	1
2_MACS_peak_16035_lociStitched	chr2	128585799	128590685	2	4427	16532.7582	843	1		WDR33,POLR2D	WDR33	843	1
1_MACS_peak_5024_lociStitched	chr11	64630128	64634550	1	4423	36371.8344	844	1	EHD1	CDC42BPG,MIR192,MIR194-2	EHD1	844	1
2_MACS_peak_12721_lociStitched	chr17	77809644	77814302	2	4420	19498.388	845	1	CBX4	CBX8	CBX4	845	1
2_MACS_peak_16947_lociStitched	chr2	233138206	233142728	2	4419	18779.866	846	1	DIS3L2		ALPP	846	1
3_MACS_peak_11192_lociStitched	chr16	79631315	79636257	3	4419	12976.7036	847	1	MAF		MAF	847	1
2_MACS_peak_5103_lociStitched	chr11	65818874	65823332	2	4418	15770.175	848	1	SF3B2	BANF1,CST6,PACS1,EIF1AD,CATSPER1,GAL3ST3	SF3B2	848	1
2_MACS_peak_317_lociStitched	chr1	21618813	21623684	2	4417	19137.1848	849	1	ECE1	ECE1	ECE1	849	1
1_MACS_peak_22324_lociStitched	chr5	1341693	1346107	1	4415	15789.7608	850	1	CLPTM1L	TERT	CLPTM1L	850	1
2_MACS_peak_6966_lociStitched	chr12	106639767	106644357	2	4415	9196.524	851	1	CKAP4		CKAP4	851	1
2_MACS_peak_23960_lociStitched	chr6	11385224	11390108	2	4414	10847.364	852	1		NEDD9	NEDD9	852	1
5_MACS_peak_30532_lociStitched	chrX	106957888	106962758	5	4413	18986.669	853	1	TSC22D3		TSC22D3	853	1
2_MACS_peak_3005_lociStitched	chr10	3824137	3828589	2	4408	43014.3336	854	1	KLF6		KLF6	854	1
1_MACS_peak_18412_lociStitched	chr22	24822220	24826626	1	4407	25979.0978	855	1	ADORA2A,C22orf45		ADORA2A	855	1
1_MACS_peak_4739_lociStitched	chr11	34620290	34624696	1	4407	26329.3748	856	1		EHF	EHF	856	1
3_MACS_peak_10125_lociStitched	chr15	95826584	95831477	3	4402	7557.2385	857	1	LOC400456		LOC400456	857	1
2_MACS_peak_16009_lociStitched	chr2	127413536	127417936	2	4401	15591.4	858	1	GYPC		GYPC	858	1
3_MACS_peak_24555_lociStitched	chr6	45524263	45528722	3	4398	8998.7079	859	1			RUNX2	859	1
3_MACS_peak_4615_lociStitched	chr11	19352094	19356571	3	4398	11273.086	860	1		NAV2	NAV2	860	1
2_MACS_peak_15177_lociStitched	chr2	39717964	39722553	2	4397	8289.5696	861	1			MAP4K3	861	1
2_MACS_peak_24261_lociStitched	chr6	30582274	30586693	2	4395	19795.7943	862	1	MRPS18B,PPP1R10	ABCF1,MIR877,ATAT1,C6orf136	PPP1R10	862	1
2_MACS_peak_205_lociStitched	chr1	11626912	11631324	2	4394	9135.046	863	1			FBXO44	863	1
2_MACS_peak_11134_lociStitched	chr16	74329680	74334102	2	4393	22779.0486	864	1	PSMD7		PSMD7	864	1
3_MACS_peak_2900_lociStitched	chr1	244210609	244215201	3	4388	9976.5792	865	1	LOC339529,ZNF238	ZNF238	ZNF238	865	1
2_MACS_peak_3288_lociStitched	chr10	25187874	25192329	2	4384	17180.262	866	1	PRTFDC1		PRTFDC1	866	1
2_MACS_peak_27492_lociStitched	chr8	29385558	29389931	2	4374	21244.4713	867	1			DUSP4	867	1
4_MACS_peak_4564_lociStitched	chr11	14784004	14788723	4	4368	9326.6316	868	1	PDE3B		PDE3B	868	1
1_MACS_peak_494_lociStitched	chr1	28925001	28929367	1	4367	10732.9378	869	1		TRNAU1AP,RAB42,RNU11,SNORD99,SNORA61,SNORA44,SNORA16A,SNHG12,TAF12	RAB42	869	1
1_MACS_peak_45_lociStitched	chr1	1709002	1713362	1	4361	25143.684	870	1	NADK	SLC35E2,NADK	NADK	870	1
1_MACS_peak_21596_lociStitched	chr4	103746432	103750791	1	4360	31024.3107	871	1	UBE2D3	CISD2	UBE2D3	871	1
2_MACS_peak_30194_lociStitched	chrX	48773796	48778222	2	4360	9335.3192	872	1	PIM2	PQBP1,TIMM17B,SLC35A2,OTUD5	PIM2	872	1
2_MACS_peak_1845_lociStitched	chr1	165721503	165725876	2	4356	22839.7417	873	1	TMCO1		TMCO1	873	1
2_MACS_peak_20860_lociStitched	chr4	8819247	8823648	2	4350	16295.1426	874	1		HMX1	HMX1	874	1
2_MACS_peak_29383_lociStitched	chr9	112810368	112814823	2	4350	12339.459	875	1	PALM2-AKAP2,AKAP2		AKAP2	875	1
2_MACS_peak_16502_lociStitched	chr2	191331519	191336176	2	4344	10023.7268	876	1	MFSD6		MFSD6	876	1
1_MACS_peak_1099_lociStitched	chr1	87614076	87618418	1	4343	11108.1386	877	1	LOC339524	LOC339524	LOC339524	877	1
1_MACS_peak_2350_lociStitched	chr1	202882664	202887005	1	4342	16459.7697	878	1	KLHL12	RABIF,ADIPOR1,CYB5R1	KLHL12	878	1
1_MACS_peak_23486_lociStitched	chr5	142781350	142785689	1	4340	17529.9939	879	1	NR3C1		NR3C1	879	1
1_MACS_peak_8889_lociStitched	chr14	91837491	91841827	1	4337	15375.0224	880	1	CCDC88C		CCDC88C	880	1
3_MACS_peak_4736_lociStitched	chr11	34606305	34610887	3	4335	8078.066	881	1		EHF	EHF	881	1
1_MACS_peak_25255_lociStitched	chr6	135333561	135337894	1	4334	18166.5358	882	1	HBS1L	MIR3662,HBS1L	MIR3662	882	1
2_MACS_peak_19914_lociStitched	chr3	121511520	121516034	2	4333	11318.4036	883	1	IQCB1	EAF2,GOLGB1	IQCB1	883	1
3_MACS_peak_22521_lociStitched	chr5	32571003	32575755	3	4333	11438.5392	884	1		SUB1	SUB1	884	1
1_MACS_peak_24800_lociStitched	chr6	86351256	86355584	1	4329	25299.324	885	1	SYNCRIP	SNX14,SYNCRIP,SNORD50A,SNORD50B,SNHG5	SYNCRIP	885	1
3_MACS_peak_4245_lociStitched	chr10	125605703	125610254	3	4328	10113.2322	886	1	CPXM2		CPXM2	886	1
3_MACS_peak_8827_lociStitched	chr14	81995292	82000240	3	4328	7659.9988	887	1	SEL1L		SEL1L	887	1
1_MACS_peak_21807_lociStitched	chr4	129730371	129734694	1	4324	29975.2497	888	1	PHF17		PHF17	888	1
2_MACS_peak_4882_lociStitched	chr11	58343762	58348126	2	4324	28866.1144	889	1	ZFP91-CNTF,ZFP91,LPXN	CNTF,LPXN	LPXN	889	1
2_MACS_peak_19916_lociStitched	chr3	121526718	121531097	2	4324	11486.5549	890	1	IQCB1	EAF2	IQCB1	890	1
4_MACS_peak_8695_lociStitched	chr14	73921241	73925941	4	4324	9170.64	891	1	NUMB	C14orf169	NUMB	891	1
2_MACS_peak_14975_lociStitched	chr2	20775071	20779407	2	4322	9888.6816	892	1			HS1BP3	892	1
2_MACS_peak_10177_lociStitched	chr15	101664911	101669308	2	4320	21757.2354	893	1			CHSY1	893	1
2_MACS_peak_983_lociStitched	chr1	68213250	68217670	2	4318	9614.826	894	1	GNG12		GADD45A	894	1
4_MACS_peak_28078_lociStitched	chr8	100726003	100730673	4	4317	6842.951	895	1	VPS13B		COX6C	895	1
1_MACS_peak_24419_lociStitched	chr6	36559157	36563472	1	4316	18334.0035	896	1	SRSF3	STK38,MIR3925	SRSF3	896	1
1_MACS_peak_5966_lociStitched	chr12	6640989	6645303	1	4315	21559.215	897	1	NCAPD2,GAPDH	SCARNA10,MRPL51,IFFO1,NOP2,SCARNA11	GAPDH	897	1
4_MACS_peak_20409_lociStitched	chr3	171802240	171806897	4	4308	6246.8998	898	1	FNDC3B		FNDC3B	898	1
1_MACS_peak_11006_lociStitched	chr16	67277664	67281969	1	4306	8676.297	899	1	FHOD1	ELMO3,TMEM208,SLC9A5,PLEKHG4,MIR328,LRRC29	FHOD1	899	1
1_MACS_peak_869_lociStitched	chr1	59247242	59251546	1	4305	21581.1168	900	1	LOC100131060,JUN		JUN	900	1
1_MACS_peak_21348_lociStitched	chr4	77407191	77411494	1	4304	12519.5785	901	1	SHROOM3		SHROOM3	901	1
2_MACS_peak_4972_lociStitched	chr11	62605999	62610453	2	4303	15863.8118	902	1	WDR74	SLC3A2,TMEM223,NXF1,STX5,SNORD22,SNORD31,SNORD30,SNORD29,SNORD28,SNORD27,SNORD26,SNORD25,SNHG1	WDR74	902	1
2_MACS_peak_12264_lociStitched	chr17	51194043	51198389	2	4302	14181.8672	903	1			KIF2B	903	1
1_MACS_peak_20400_lociStitched	chr3	170072488	170076787	1	4300	16104.054	904	1	SKIL	SKIL	SKIL	904	1
1_MACS_peak_12670_lociStitched	chr17	76168078	76172372	1	4295	17152.8124	905	1	SYNGR2,TK1	TMC8,C17orf99,AFMID,BIRC5,TMC6,EPR1	SYNGR2	905	1
3_MACS_peak_26747_lociStitched	chr7	110720569	110725114	3	4293	5830.326	906	1	IMMP2L	LRRN3	LRRN3	906	1
2_MACS_peak_28332_lociStitched	chr8	126710043	126714673	2	4293	7801.087	907	1			TRIB1	907	1
2_MACS_peak_23716_lociStitched	chr5	175600531	175605180	2	4292	12667.1303	908	1	LOC643201		LOC643201	908	1
1_MACS_peak_17639_lociStitched	chr20	47537282	47541570	1	4289	11992.2496	909	1	ARFGEF2		ARFGEF2	909	1
2_MACS_peak_20896_lociStitched	chr4	12701005	12705306	2	4288	13288.7997	910	1			HSP90AB2P	910	1
3_MACS_peak_26435_lociStitched	chr7	90352581	90357192	3	4287	5727.3231	911	1	CDK14		CDK14	911	1
1_MACS_peak_10105_lociStitched	chr15	92935355	92939640	1	4286	13578.7365	912	1	ST8SIA2		ST8SIA2	912	1
1_MACS_peak_4438_lociStitched	chr11	3967413	3971697	1	4285	9118.494	913	1	STIM1		STIM1	913	1
2_MACS_peak_18082_lociStitched	chr21	36604528	36608929	2	4283	9329.6799	914	1			RUNX1	914	1
2_MACS_peak_20556_lociStitched	chr3	186780516	186784853	2	4279	8701.7568	915	1	ST6GAL1		ST6GAL1	915	1
1_MACS_peak_26930_lociStitched	chr7	129588616	129592893	1	4278	36680.8351	916	1	UBE2H		UBE2H	916	1
1_MACS_peak_20814_lociStitched	chr4	6278867	6283144	1	4278	11058.1835	917	1	WFS1		WFS1	917	1
4_MACS_peak_14550_lociStitched	chr19	49714751	49719309	4	4270	10642.0184	918	1	TRPM4		TRPM4	918	1
2_MACS_peak_23263_lociStitched	chr5	126111589	126115960	2	4261	17633.4882	919	1	LMNB1		LMNB1	919	1
1_MACS_peak_12306_lociStitched	chr17	55431908	55436165	1	4258	22823.0541	920	1	MSI2		MSI2	920	1
2_MACS_peak_5797_lociStitched	chr11	126179062	126183317	2	4254	9762.2465	921	1	DCPS	FOXRED1,TIRAP,ST3GAL4,SRPR,FLJ39051	DCPS	921	1
2_MACS_peak_10730_lociStitched	chr16	29815868	29820339	2	4251	20302.3639	922	1	KIF22,MAZ	ZG16,PRRT2,C16orf53,MVP	MAZ	922	1
1_MACS_peak_4263_lociStitched	chr10	125863682	125867931	1	4250	14705.789	923	1		CHST15	CHST15	923	1
3_MACS_peak_14934_lociStitched	chr2	17553134	17557677	3	4248	12205.6781	924	1			RAD51AP2	924	1
2_MACS_peak_14906_lociStitched	chr2	11644169	11648648	2	4243	16100.6613	925	1		GREB1,E2F6	GREB1	925	1
1_MACS_peak_1875_lociStitched	chr1	167510348	167514589	1	4242	18101.0121	926	1	CREG1	CD247	CREG1	926	1
3_MACS_peak_17869_lociStitched	chr21	15823156	15827940	3	4241	13077.064	927	1			HSPA13	927	1
2_MACS_peak_11559_lociStitched	chr17	10020475	10024739	2	4239	12296.5232	928	1	GAS7		GAS7	928	1
2_MACS_peak_4452_lociStitched	chr11	5386953	5391319	2	4237	13327.215	929	1		OR51B6,OR51M1,OR51B2,OR51B5	OR51B6	929	1
1_MACS_peak_16522_lociStitched	chr2	196332241	196336475	1	4235	8830.007	930	1			SLC39A10	930	1
1_MACS_peak_18413_lociStitched	chr22	24828054	24832285	1	4232	13435.9636	931	1	ADORA2A,C22orf45		ADORA2A	931	1
1_MACS_peak_10452_lociStitched	chr16	11587956	11592186	1	4231	17199.18	932	1			LITAF	932	1
2_MACS_peak_24848_lociStitched	chr6	90005608	90009973	2	4229	14067.0855	933	1	GABRR2		GABRR2	933	1
3_MACS_peak_5463_lociStitched	chr11	98966059	98970702	3	4229	12542.1359	934	1	CNTN5		CNTN5	934	1
1_MACS_peak_22736_lociStitched	chr5	56468721	56472946	1	4226	19795.815	935	1	GPBP1	GPBP1	GPBP1	935	1
1_MACS_peak_18611_lociStitched	chr22	37624435	37628658	1	4224	17141.157	936	1	RAC2	CYTH4,C1QTNF6,SSTR3	RAC2	936	1
3_MACS_peak_1156_lociStitched	chr1	93415519	93420350	3	4222	6510.2556	937	1	FAM69A		FAM69A	937	1
2_MACS_peak_4558_lociStitched	chr11	14598632	14603001	2	4221	8422.5582	938	1	PSMA1		PSMA1	938	1
2_MACS_peak_422_lociStitched	chr1	26437056	26441348	2	4214	15786.8344	939	1	PDIK1L	GRRP1,TRIM63	PDIK1L	939	1
2_MACS_peak_20220_lociStitched	chr3	150318486	150322837	2	4214	9552.6205	940	1	SELT		SELT	940	1
4_MACS_peak_18180_lociStitched	chr21	44581902	44586561	4	4214	7077.9528	941	1		CRYAA	CRYAA	941	1
1_MACS_peak_19095_lociStitched	chr3	25703403	25707615	1	4213	13517.5716	942	1	TOP2B		TOP2B	942	1
3_MACS_peak_13199_lociStitched	chr18	43922940	43927254	3	4212	9540.8424	943	1	RNF165		RNF165	943	1
2_MACS_peak_14929_lociStitched	chr2	16195057	16199315	2	4209	8724.642	944	1			MYCNOS	944	1
3_MACS_peak_11234_lociStitched	chr16	84142166	84146438	3	4209	10506.1296	945	1	MBTPS1	LRRC50,HSDL1	MBTPS1	945	1
1_MACS_peak_19794_lociStitched	chr3	108788421	108792627	1	4207	14311.3356	946	1	MORC1		MORC1	946	1
2_MACS_peak_3087_lociStitched	chr10	11487961	11492289	2	4207	11928.8336	947	1			USP6NL	947	1
3_MACS_peak_5088_lociStitched	chr11	65655305	65659716	3	4206	11042.0563	948	1	CCDC85B,FIBP,FOSL1	MUS81,CTSW,DRAP1,CFL1,EFEMP2,C11orf68	CCDC85B	948	1
2_MACS_peak_22306_lociStitched	chr5	961367	965943	2	4206	21128.7648	949	1		NKD2	NKD2	949	1
5_MACS_peak_10947_lociStitched	chr16	61178599	61183536	5	4204	8006.8266	950	1			CDH8	950	1
1_MACS_peak_21692_lociStitched	chr4	114484051	114488251	1	4201	11188.38	951	1	CAMK2D		CAMK2D	951	1
1_MACS_peak_11261_lociStitched	chr16	85586904	85591104	1	4201	9078.3	952	1			KIAA0182	952	1
1_MACS_peak_21753_lociStitched	chr4	124317878	124322077	1	4200	23158.7447	953	1	SPRY1		SPRY1	953	1
1_MACS_peak_16880_lociStitched	chr2	227662813	227667012	1	4200	13348.2011	954	1	IRS1	RHBDD1	IRS1	954	1
1_MACS_peak_12314_lociStitched	chr17	55680388	55684587	1	4200	19998.1574	955	1	MSI2		MRPS23	955	1
4_MACS_peak_13276_lociStitched	chr18	48720856	48725272	4	4198	16869.5616	956	1	MEX3C		MEX3C	956	1
1_MACS_peak_16186_lociStitched	chr2	153913785	153917981	1	4197	12333.3028	957	1			ARL6IP6	957	1
2_MACS_peak_1877_lociStitched	chr1	167531193	167535455	2	4197	22014.5086	958	1		CD247,CREG1	CREG1	958	1
2_MACS_peak_11238_lociStitched	chr16	84169494	84173934	2	4197	14229.312	959	1	HSDL1	LRRC50,MBTPS1,TAF1C	HSDL1	959	1
2_MACS_peak_12468_lociStitched	chr17	64707976	64712589	2	4197	14542.4825	960	1	PRKCA		MIR634	960	1
1_MACS_peak_27107_lociStitched	chr7	150064003	150068198	1	4196	28026.3755	961	1	REPIN1	LRRC61,C7orf29,REPIN1,ZNF775,LOC728743,ACTR3C,RARRES2	REPIN1	961	1
1_MACS_peak_21473_lociStitched	chr4	87880593	87884786	1	4194	17729.2619	962	1	AFF1	AFF1	AFF1	962	1
1_MACS_peak_9581_lociStitched	chr15	54873549	54877741	1	4193	9972.768	963	1	UNC13C		UNC13C	963	1
3_MACS_peak_24648_lociStitched	chr6	56630569	56634819	3	4191	9622.425	964	1			DST	964	1
1_MACS_peak_3274_lociStitched	chr10	24712209	24716397	1	4189	15520.3092	965	1	KIAA1217		MIR603	965	1
2_MACS_peak_24876_lociStitched	chr6	90958829	90963182	2	4188	11564.1798	966	1	BACH2		BACH2	966	1
1_MACS_peak_4037_lociStitched	chr10	103876720	103880906	1	4187	6546.0668	967	1	LDB1	PPRC1,NOLC1,LDB1	LDB1	967	1
2_MACS_peak_13463_lociStitched	chr18	74203567	74208007	2	4184	15085.788	968	1	ZNF516	LOC284276	ZNF516	968	1
4_MACS_peak_7343_lociStitched	chr12	131585334	131589867	4	4184	13176.5244	969	1	GPR133		LOC116437	969	1
1_MACS_peak_15745_lociStitched	chr2	97300375	97304555	1	4181	12346.048	970	1	KIAA1310	FER1L5	KIAA1310	970	1
2_MACS_peak_3513_lociStitched	chr10	54015640	54019819	2	4180	7209.1929	971	1	PRKG1		DKK1	971	1
1_MACS_peak_1397_lociStitched	chr1	145194067	145198246	1	4180	19973.1126	972	1		NOTCH2NL	NOTCH2NL	972	1
2_MACS_peak_7093_lociStitched	chr12	116796325	116800517	2	4171	12521.0848	973	1			MED13L	973	1
2_MACS_peak_2936_lociStitched	chr1	247373156	247377375	2	4170	15133.553	974	1		VN1R5,ZNF124,MIR3916	MIR3916	974	1
2_MACS_peak_25941_lociStitched	chr7	29722052	29726287	2	4170	11986.744	975	1	DPY19L2P3,LOC646762,LOC100271874		LOC646762	975	1
3_MACS_peak_20266_lociStitched	chr3	152049212	152053939	3	4169	7541.9285	976	1	MBNL1	TMEM14E	TMEM14E	976	1
2_MACS_peak_22039_lociStitched	chr4	159744426	159749072	2	4168	9925.2498	977	1	FNIP2		FNIP2	977	1
3_MACS_peak_30825_lociStitched	chrX	152988775	152993368	3	4163	7703.8389	978	1	ABCD1,BCAP31	SLC6A8,PLXNB3,PNCK	ABCD1	978	1
3_MACS_peak_3819_lociStitched	chr10	89264204	89268496	3	4160	7193.8212	979	1	MINPP1		MINPP1	979	1
3_MACS_peak_9492_lociStitched	chr15	47236918	47241607	3	4160	16073.4231	980	1			SEMA6D	980	1
1_MACS_peak_13897_lociStitched	chr19	13277553	13281710	1	4158	12239.4551	981	1		NACC1,IER2,TRMT1,STX10	IER2	981	1
3_MACS_peak_13712_lociStitched	chr19	6736074	6740392	3	4158	10378.7448	982	1	TRIP10,GPR108	VAV1,C3,SH2D3A	GPR108	982	1
2_MACS_peak_10502_lociStitched	chr16	14593893	14598046	2	4151	10826.871	983	1	PARN		PARN	983	1
2_MACS_peak_17236_lociStitched	chr20	15965160	15969393	2	4151	13339.4529	984	1	MACROD2		KIF16B	984	1
1_MACS_peak_15613_lociStitched	chr2	80973401	80977550	1	4150	9930.6315	985	1			LRRTM1	985	1
2_MACS_peak_6865_lociStitched	chr12	95209372	95213568	2	4150	13010.1176	986	1		MIR492,KRT19P2	MIR492	986	1
1_MACS_peak_25933_lociStitched	chr7	29694902	29699047	1	4146	13794.56	987	1	LOC646762	DPY19L2P3,LOC100271874	LOC646762	987	1
2_MACS_peak_27405_lociStitched	chr8	23075066	23079222	2	4145	6219.454	988	1	TNFRSF10A	LOC389641,CHMP7	TNFRSF10A	988	1
2_MACS_peak_1892_lociStitched	chr1	168308951	168313394	2	4145	10733.8437	989	1		MIR557	MIR557	989	1
2_MACS_peak_6156_lociStitched	chr12	25171100	25175463	2	4143	10807.5873	990	1		LRMP,C12orf77	C12orf77	990	1
2_MACS_peak_24504_lociStitched	chr6	43594374	43598719	2	4138	13038.9105	991	1	MAD2L1BP,GTPBP2	MAD2L1BP,RSPH9	GTPBP2	991	1
1_MACS_peak_9277_lociStitched	chr15	31525975	31530110	1	4136	22524.5855	992	1			KLF13	992	1
3_MACS_peak_2451_lociStitched	chr1	207993604	207997938	3	4136	8072.5084	993	1	LOC148696	MIR29C,MIR29B2	LOC148696	993	1
1_MACS_peak_26050_lociStitched	chr7	39987893	39992025	1	4133	20025.738	994	1	CDK13		CDK13	994	1
2_MACS_peak_26650_lociStitched	chr7	104535087	104539234	2	4132	14590.3901	995	1	LHFPL3,LOC723809		LOC723809	995	1
2_MACS_peak_10549_lociStitched	chr16	17337167	17341313	2	4131	7432.1196	996	1	XYLT1		XYLT1	996	1
1_MACS_peak_11995_lociStitched	chr17	38081492	38085621	1	4130	11316.7632	997	1	ORMDL3	LOC728129,GSDMA,GSDMB	ORMDL3	997	1
2_MACS_peak_17582_lociStitched	chr20	43680243	43684745	2	4127	11748.4192	998	1	STK4	KCNS1	KCNS1	998	1
1_MACS_peak_30829_lociStitched	chrX	153189607	153193731	1	4125	18047.8612	999	1	ARHGAP4	AVPR2,TMEM187,L1CAM,NAA10,RENBP,HCFC1	ARHGAP4	999	1
2_MACS_peak_16746_lociStitched	chr2	211033718	211037845	2	4125	18112.9903	1000	1	C2orf67		C2orf67	1000	1
2_MACS_peak_5535_lociStitched	chr11	109825143	109829285	2	4124	9876.1848	1001	1			ZC3H12C	1001	1
2_MACS_peak_16435_lociStitched	chr2	182175568	182179751	2	4120	11313.3418	1002	1			ITGA4	1002	1
2_MACS_peak_21487_lociStitched	chr4	88948644	88952811	2	4119	6822.6291	1003	1	PKD2		PKD2	1003	1
1_MACS_peak_30087_lociStitched	chrX	38661943	38666056	1	4114	11625.8058	1004	1	MID1IP1		MID1IP1	1004	1
4_MACS_peak_25406_lociStitched	chr6	151646744	151651792	4	4114	7780.4824	1005	1	AKAP12		AKAP12	1005	1
2_MACS_peak_18231_lociStitched	chr21	46528695	46532804	2	4105	9244.0173	1006	1	ADARB1	C21orf122	ADARB1	1006	1
1_MACS_peak_14276_lociStitched	chr19	39891630	39895733	1	4104	32863.3888	1007	1		MED29,ZFP36,PLEKHG2,SUPT5H,PAF1,RPS16	ZFP36	1007	1
1_MACS_peak_10267_lociStitched	chr16	1873820	1877921	1	4102	11037.8415	1008	1	FAHD1,HAGH	NUBP2,SPSB3,IGFALS,C16orf73	HAGH	1008	1
2_MACS_peak_15701_lociStitched	chr2	88905026	88909136	2	4100	11878.311	1009	1	EIF2AK3		EIF2AK3	1009	1
1_MACS_peak_22035_lociStitched	chr4	159729574	159733670	1	4097	15111.3728	1010	1	FNIP2		FNIP2	1010	1
2_MACS_peak_4064_lociStitched	chr10	104869676	104874003	2	4097	13042.0107	1011	1	NT5C2		NT5C2	1011	1
1_MACS_peak_30610_lociStitched	chrX	118757652	118761747	1	4096	14782.95	1012	1	SEPT6	UBE2A,NKRF,MIR766	NKRF	1012	1
1_MACS_peak_27715_lociStitched	chr8	52872904	52876999	1	4096	22578.192	1013	1			PCMTD1	1013	1
1_MACS_peak_16881_lociStitched	chr2	227699286	227703379	1	4094	17669.0717	1014	1	RHBDD1	IRS1	RHBDD1	1014	1
2_MACS_peak_12615_lociStitched	chr17	74475634	74479791	2	4094	24983.1543	1015	1	RHBDF2	AANAT,PRCD,UBE2O	RHBDF2	1015	1
3_MACS_peak_19439_lociStitched	chr3	53135115	53139292	3	4093	19641.9248	1016	1	RFT1		RFT1	1016	1
2_MACS_peak_664_lociStitched	chr1	40239712	40243822	2	4088	18910.932	1017	1	BMP8B	PPIE,OXCT2	OXCT2	1017	1
3_MACS_peak_27541_lociStitched	chr8	33421106	33425326	3	4088	24456.166	1018	1	RNF122	DUSP26	RNF122	1018	1
2_MACS_peak_26923_lociStitched	chr7	128760866	128764995	2	4086	14373.4619	1019	1		LOC407835,TSPAN33	LOC407835	1019	1
2_MACS_peak_24735_lociStitched	chr6	78256596	78260768	2	4085	12553.1308	1020	1			HTR1B	1020	1
2_MACS_peak_7503_lociStitched	chr13	31038051	31042224	2	4084	13940.3238	1021	1	HMGB1		HMGB1	1021	1
4_MACS_peak_28153_lociStitched	chr8	105597374	105602164	4	4083	7545.687	1022	1	LRP12		LRP12	1022	1
2_MACS_peak_17606_lociStitched	chr20	45172332	45176431	2	4078	14413.7236	1023	1	C20orf123	ZNF334	C20orf123	1023	1
1_MACS_peak_3778_lociStitched	chr10	81954428	81958504	1	4077	14851.3136	1024	1	ANXA11		ANXA11	1024	1
1_MACS_peak_1390_lociStitched	chr1	145003011	145007087	1	4077	15370.1884	1025	1	PDE4DIP	PDE4DIP	PDE4DIP	1025	1
1_MACS_peak_1567_lociStitched	chr1	154190830	154194903	1	4074	36439.0945	1026	1	UBAP2L,C1orf43	TPM3,MIR190B,C1orf189	UBAP2L	1026	1
3_MACS_peak_4560_lociStitched	chr11	14664473	14668656	3	4074	19999.3413	1027	1	PDE3B,PSMA1		PDE3B	1027	1
3_MACS_peak_29903_lociStitched	chrX	9430731	9434916	3	4074	12339.054	1028	1	TBL1X		TBL1X	1028	1
3_MACS_peak_21860_lociStitched	chr4	140127399	140131796	3	4073	12254.439	1029	1			ELF2	1029	1
1_MACS_peak_11092_lociStitched	chr16	70436786	70440857	1	4072	14612.8545	1030	1	ST3GAL2	FUK	ST3GAL2	1030	1
2_MACS_peak_25275_lociStitched	chr6	137081664	137085877	2	4072	5234.2312	1031	1	MAP3K5		MAP3K5	1031	1
1_MACS_peak_10623_lociStitched	chr16	23345211	23349280	1	4070	10034.154	1032	1	SCNN1B		SCNN1B	1032	1
1_MACS_peak_3849_lociStitched	chr10	90029042	90033111	1	4070	16582.3957	1033	1			RNLS	1033	1
1_MACS_peak_11060_lociStitched	chr16	69219751	69223819	1	4069	15352.632	1034	1	SNTB2		SNTB2	1034	1
1_MACS_peak_4349_lociStitched	chr11	267503	271571	1	4069	30839.9148	1035	1		PSMD13,NLRP6,ATHL1,IFITM2,IFITM1,SIRT3,IFITM5,IFITM3	NLRP6	1035	1
1_MACS_peak_14468_lociStitched	chr19	47103401	47107466	1	4066	18674.61	1036	1	CALM3	PTGIR,GNG8	CALM3	1036	1
3_MACS_peak_22898_lociStitched	chr5	76032283	76036712	3	4065	8632.121	1037	1		NCRUPAR,F2R	F2R	1037	1
1_MACS_peak_29163_lociStitched	chr9	93860755	93864816	1	4062	12683.7213	1038	1		LOC100129316	LOC100129316	1038	1
4_MACS_peak_7603_lociStitched	chr13	41555049	41559606	4	4062	6338.3313	1039	1	ELF1		ELF1	1039	1
5_MACS_peak_2245_lociStitched	chr1	195163354	195168280	5	4062	10722.9168	1040	1				1040	1
2_MACS_peak_21893_lociStitched	chr4	144296942	144301042	2	4061	7202.06	1041	1	GAB1		GAB1	1041	1
3_MACS_peak_10112_lociStitched	chr15	93424865	93429582	3	4059	11749.5753	1042	1	LOC100507217	CHD2,MIR3175	LOC100507217	1042	1
1_MACS_peak_30129_lociStitched	chrX	45616641	45620698	1	4058	11268.7232	1043	1		MIR221,MIR222	MIR222	1043	1
1_MACS_peak_12900_lociStitched	chr18	9064762	9068818	1	4057	16041.48	1044	1		NDUFV2	NDUFV2	1044	1
2_MACS_peak_16603_lociStitched	chr2	201285902	201290157	2	4053	13683.6545	1045	1	SPATS2L		KCTD18	1045	1
