GENE_ID	locusLine	bin_1_32_0EX8_0229Kronos_MM1S-No-Treatment-2_IRF4_hs_i48.bam
1_MACS_peak_441_lociStitched	chr1(.):40282228-40283793	1.3291
1_MACS_peak_442_lociStitched	chr1(.):40310705-40312411	0.9956
2_MACS_peak_443_lociStitched	chr1(.):40420492-40426972	0.3403
1_MACS_peak_445_lociStitched	chr1(.):40468671-40469932	0.7071
1_MACS_peak_446_lociStitched	chr1(.):40504330-40506907	0.7915
2_MACS_peak_447_lociStitched	chr1(.):40524315-40531356	0.4521
1_MACS_peak_449_lociStitched	chr1(.):40618501-40619770	0.6965
1_MACS_peak_450_lociStitched	chr1(.):40626305-40627739	0.725
1_MACS_peak_451_lociStitched	chr1(.):40697715-40698808	1.2748
1_MACS_peak_452_lociStitched	chr1(.):40722881-40724292	1.3887
1_MACS_peak_453_lociStitched	chr1(.):40780738-40781559	0.5288
1_MACS_peak_454_lociStitched	chr1(.):40839247-40840998	0.8162
3_MACS_peak_455_lociStitched	chr1(.):40846697-40856176	0.5116
1_MACS_peak_458_lociStitched	chr1(.):40942433-40943170	0.4747
1_MACS_peak_459_lociStitched	chr1(.):41048950-41049745	0.631
1_MACS_peak_460_lociStitched	chr1(.):41057729-41058441	0.7117
1_MACS_peak_461_lociStitched	chr1(.):41156780-41158465	0.9436
1_MACS_peak_462_lociStitched	chr1(.):41229459-41230328	0.7407
1_MACS_peak_463_lociStitched	chr1(.):41706530-41707710	0.5737
1_MACS_peak_464_lociStitched	chr1(.):41819251-41820116	0.581
1_MACS_peak_465_lociStitched	chr1(.):42039679-42040371	0.6046
1_MACS_peak_466_lociStitched	chr1(.):42164078-42165468	0.8981
3_MACS_peak_467_lociStitched	chr1(.):42186421-42195199	0.5592
1_MACS_peak_470_lociStitched	chr1(.):42216571-42218412	0.9466
1_MACS_peak_471_lociStitched	chr1(.):42333827-42334847	0.802
1_MACS_peak_472_lociStitched	chr1(.):42347430-42348475	0.691
1_MACS_peak_473_lociStitched	chr1(.):42357016-42358497	0.8172
1_MACS_peak_474_lociStitched	chr1(.):42421035-42421734	0.6608
1_MACS_peak_475_lociStitched	chr1(.):42726200-42726925	0.5613
1_MACS_peak_476_lociStitched	chr1(.):42800413-42801588	0.9124
1_MACS_peak_477_lociStitched	chr1(.):42920851-42922900	0.745
1_MACS_peak_478_lociStitched	chr1(.):43123473-43124711	1.0469
1_MACS_peak_479_lociStitched	chr1(.):43147045-43148286	0.7365
1_MACS_peak_480_lociStitched	chr1(.):43389603-43390558	0.6395
2_MACS_peak_481_lociStitched	chr1(.):43396556-43401711	0.4801
1_MACS_peak_483_lociStitched	chr1(.):43424337-43425292	0.6564
1_MACS_peak_484_lociStitched	chr1(.):43432581-43433427	0.5787
1_MACS_peak_485_lociStitched	chr1(.):43637128-43638248	0.6088
1_MACS_peak_486_lociStitched	chr1(.):43686795-43687668	0.7482
1_MACS_peak_487_lociStitched	chr1(.):43823619-43825068	0.7178
1_MACS_peak_488_lociStitched	chr1(.):43832834-43834632	0.5399
1_MACS_peak_489_lociStitched	chr1(.):44114736-44116657	0.663
1_MACS_peak_490_lociStitched	chr1(.):44172593-44174098	0.5565
1_MACS_peak_491_lociStitched	chr1(.):44249008-44249855	0.6686
1_MACS_peak_492_lociStitched	chr1(.):44297158-44298624	0.5959
1_MACS_peak_493_lociStitched	chr1(.):44399635-44400837	0.5119
1_MACS_peak_494_lociStitched	chr1(.):44411786-44412977	0.9724
2_MACS_peak_495_lociStitched	chr1(.):44435233-44440788	0.3177
1_MACS_peak_497_lociStitched	chr1(.):44456703-44457648	0.6097
1_MACS_peak_498_lociStitched	chr1(.):44495244-44496466	0.6516
1_MACS_peak_499_lociStitched	chr1(.):44678657-44679668	0.7493
1_MACS_peak_500_lociStitched	chr1(.):45096707-45098098	0.7378
1_MACS_peak_501_lociStitched	chr1(.):45186362-45188167	0.9447
1_MACS_peak_502_lociStitched	chr1(.):45195502-45197620	1.0186
1_MACS_peak_503_lociStitched	chr1(.):45204640-45206312	0.9055
1_MACS_peak_504_lociStitched	chr1(.):45240465-45241985	0.9197
1_MACS_peak_505_lociStitched	chr1(.):45265174-45266357	0.7104
1_MACS_peak_506_lociStitched	chr1(.):45284737-45286386	0.8958
1_MACS_peak_507_lociStitched	chr1(.):45316811-45317560	0.6143
1_MACS_peak_508_lociStitched	chr1(.):45451363-45452732	0.7724
1_MACS_peak_509_lociStitched	chr1(.):45476716-45478306	0.6331
1_MACS_peak_510_lociStitched	chr1(.):45518379-45519262	1.216
1_MACS_peak_511_lociStitched	chr1(.):45768718-45770200	0.6915
1_MACS_peak_512_lociStitched	chr1(.):45804816-45806434	0.9491
1_MACS_peak_513_lociStitched	chr1(.):45965219-45966612	1.1025
1_MACS_peak_514_lociStitched	chr1(.):45987150-45988063	0.9106
1_MACS_peak_515_lociStitched	chr1(.):46015766-46017192	0.8339
1_MACS_peak_516_lociStitched	chr1(.):46151735-46154614	0.9912
1_MACS_peak_517_lociStitched	chr1(.):46196141-46196968	0.922
1_MACS_peak_518_lociStitched	chr1(.):46215446-46216974	0.8178
2_MACS_peak_519_lociStitched	chr1(.):46506901-46509929	0.7549
1_MACS_peak_521_lociStitched	chr1(.):46527793-46529192	1.0866
2_MACS_peak_522_lociStitched	chr1(.):46597887-46600930	0.6998
1_MACS_peak_524_lociStitched	chr1(.):46624977-46626358	0.6942
1_MACS_peak_525_lociStitched	chr1(.):46663441-46664137	0.5057
1_MACS_peak_526_lociStitched	chr1(.):46713179-46713779	0.7775
1_MACS_peak_527_lociStitched	chr1(.):46768422-46770532	0.7135
2_MACS_peak_528_lociStitched	chr1(.):46790956-46798616	0.3978
1_MACS_peak_530_lociStitched	chr1(.):46805564-46807015	0.8329
1_MACS_peak_531_lociStitched	chr1(.):46813624-46814340	0.6368
1_MACS_peak_532_lociStitched	chr1(.):46859588-46860917	0.7288
1_MACS_peak_533_lociStitched	chr1(.):46865934-46866517	0.505
1_MACS_peak_534_lociStitched	chr1(.):46907929-46908639	0.6045
1_MACS_peak_535_lociStitched	chr1(.):47125532-47126326	0.6656
1_MACS_peak_536_lociStitched	chr1(.):47133884-47134555	0.5483
1_MACS_peak_537_lociStitched	chr1(.):47184238-47185354	0.7915
1_MACS_peak_538_lociStitched	chr1(.):47323082-47324104	0.6874
1_MACS_peak_539_lociStitched	chr1(.):47573142-47574178	0.7466
1_MACS_peak_540_lociStitched	chr1(.):47644563-47645366	0.5445
1_MACS_peak_541_lociStitched	chr1(.):47754779-47755662	0.8024
1_MACS_peak_542_lociStitched	chr1(.):47779326-47780504	0.6828
1_MACS_peak_543_lociStitched	chr1(.):47903160-47904020	0.6024
1_MACS_peak_544_lociStitched	chr1(.):49259483-49260206	0.6363
1_MACS_peak_545_lociStitched	chr1(.):49413320-49414441	0.7583
1_MACS_peak_546_lociStitched	chr1(.):49442635-49443754	1.0082
1_MACS_peak_547_lociStitched	chr1(.):49648987-49649838	0.7683
1_MACS_peak_548_lociStitched	chr1(.):49793544-49794257	0.488
1_MACS_peak_549_lociStitched	chr1(.):49862562-49863390	0.5967
1_MACS_peak_550_lociStitched	chr1(.):51339173-51339823	0.4558
1_MACS_peak_551_lociStitched	chr1(.):51668866-51669872	0.8116
1_MACS_peak_552_lociStitched	chr1(.):51699891-51701288	0.9801
1_MACS_peak_553_lociStitched	chr1(.):51712456-51713201	0.4594
1_MACS_peak_554_lociStitched	chr1(.):51904446-51905224	0.9124
1_MACS_peak_555_lociStitched	chr1(.):51966663-51967630	0.669
1_MACS_peak_556_lociStitched	chr1(.):52034362-52035883	0.9856
1_MACS_peak_557_lociStitched	chr1(.):52043790-52044891	0.7361
1_MACS_peak_558_lociStitched	chr1(.):52144810-52145569	0.691
1_MACS_peak_559_lociStitched	chr1(.):52258351-52259269	0.5323
1_MACS_peak_560_lociStitched	chr1(.):52328803-52329716	0.9901
2_MACS_peak_561_lociStitched	chr1(.):52336545-52345708	0.548
1_MACS_peak_563_lociStitched	chr1(.):52372524-52373519	0.5434
1_MACS_peak_564_lociStitched	chr1(.):52421024-52422453	0.6655
1_MACS_peak_565_lociStitched	chr1(.):52427796-52429083	0.7156
1_MACS_peak_566_lociStitched	chr1(.):52451189-52451748	0.4231
1_MACS_peak_567_lociStitched	chr1(.):52498309-52500007	0.7069
1_MACS_peak_568_lociStitched	chr1(.):52520459-52522884	0.6468
1_MACS_peak_569_lociStitched	chr1(.):52567798-52568647	1.0816
1_MACS_peak_570_lociStitched	chr1(.):52580679-52581402	0.6399
1_MACS_peak_571_lociStitched	chr1(.):52607950-52608862	0.5843
1_MACS_peak_572_lociStitched	chr1(.):52705133-52705925	0.5528
1_MACS_peak_573_lociStitched	chr1(.):52830814-52832404	0.5953
1_MACS_peak_574_lociStitched	chr1(.):52869102-52870879	0.9082
1_MACS_peak_575_lociStitched	chr1(.):53017217-53018929	0.6858
1_MACS_peak_576_lociStitched	chr1(.):53102089-53103729	1.2425
2_MACS_peak_577_lociStitched	chr1(.):53162998-53169714	0.4601
1_MACS_peak_579_lociStitched	chr1(.):53308168-53309604	0.5397
1_MACS_peak_580_lociStitched	chr1(.):53392908-53393537	0.5345
1_MACS_peak_581_lociStitched	chr1(.):53685696-53686854	0.5912
1_MACS_peak_582_lociStitched	chr1(.):53711755-53712442	0.5604
1_MACS_peak_583_lociStitched	chr1(.):53725326-53726435	0.9584
1_MACS_peak_584_lociStitched	chr1(.):53792403-53793271	0.6221
1_MACS_peak_585_lociStitched	chr1(.):54065829-54066997	0.9924
1_MACS_peak_586_lociStitched	chr1(.):54200210-54201536	0.7677
1_MACS_peak_587_lociStitched	chr1(.):54231927-54233068	0.5638
1_MACS_peak_588_lociStitched	chr1(.):54303446-54304642	0.9607
1_MACS_peak_589_lociStitched	chr1(.):54354766-54356030	0.5134
2_MACS_peak_590_lociStitched	chr1(.):54512937-54519692	0.4113
1_MACS_peak_592_lociStitched	chr1(.):54742965-54743435	0.5392
1_MACS_peak_593_lociStitched	chr1(.):54841868-54843357	1.1618
1_MACS_peak_594_lociStitched	chr1(.):54934962-54935636	0.5073
1_MACS_peak_595_lociStitched	chr1(.):54953724-54954509	0.5447
1_MACS_peak_596_lociStitched	chr1(.):54967907-54968539	0.5821
1_MACS_peak_597_lociStitched	chr1(.):55181191-55181946	0.9361
1_MACS_peak_598_lociStitched	chr1(.):55266654-55267704	0.8013
2_MACS_peak_599_lociStitched	chr1(.):55616686-55622809	0.2197
1_MACS_peak_601_lociStitched	chr1(.):55753743-55754500	0.7223
1_MACS_peak_602_lociStitched	chr1(.):55828725-55829491	0.5491
1_MACS_peak_603_lociStitched	chr1(.):56510641-56511471	0.6854
1_MACS_peak_604_lociStitched	chr1(.):56938445-56939110	0.5149
1_MACS_peak_605_lociStitched	chr1(.):56981895-56983214	0.9032
2_MACS_peak_606_lociStitched	chr1(.):56990946-56992965	0.8798
1_MACS_peak_608_lociStitched	chr1(.):57044680-57045324	0.4737
1_MACS_peak_609_lociStitched	chr1(.):57603407-57604215	0.6027
1_MACS_peak_610_lociStitched	chr1(.):57699190-57699914	0.548
1_MACS_peak_611_lociStitched	chr1(.):59012055-59012974	0.9102
1_MACS_peak_612_lociStitched	chr1(.):59164920-59166198	0.6064
2_MACS_peak_613_lociStitched	chr1(.):59191785-59197797	0.2551
1_MACS_peak_615_lociStitched	chr1(.):59248583-59252116	1.017
1_MACS_peak_616_lociStitched	chr1(.):59271135-59272403	0.8041
1_MACS_peak_617_lociStitched	chr1(.):59280712-59282448	0.7428
1_MACS_peak_618_lociStitched	chr1(.):59323177-59324027	0.9039
1_MACS_peak_619_lociStitched	chr1(.):59348842-59350122	0.6095
1_MACS_peak_620_lociStitched	chr1(.):59368760-59371224	0.7775
1_MACS_peak_621_lociStitched	chr1(.):59433815-59434825	1.0547
1_MACS_peak_622_lociStitched	chr1(.):59473440-59474325	0.645
2_MACS_peak_623_lociStitched	chr1(.):59481836-59486621	0.5339
1_MACS_peak_625_lociStitched	chr1(.):59761854-59763239	0.6896
1_MACS_peak_626_lociStitched	chr1(.):59997539-59998397	0.749
1_MACS_peak_627_lociStitched	chr1(.):60035932-60036828	0.9156
1_MACS_peak_628_lociStitched	chr1(.):60043126-60044076	1.126
1_MACS_peak_629_lociStitched	chr1(.):60227996-60228861	0.6619
1_MACS_peak_630_lociStitched	chr1(.):60279622-60281194	0.7019
1_MACS_peak_631_lociStitched	chr1(.):60859912-60860740	0.4587
1_MACS_peak_632_lociStitched	chr1(.):61428781-61429558	0.5619
1_MACS_peak_633_lociStitched	chr1(.):61515356-61516205	0.5947
1_MACS_peak_634_lociStitched	chr1(.):61542105-61544080	0.8419
1_MACS_peak_635_lociStitched	chr1(.):61623031-61623816	0.8682
1_MACS_peak_636_lociStitched	chr1(.):61639919-61640673	0.6446
1_MACS_peak_637_lociStitched	chr1(.):61783987-61785143	1.4919
1_MACS_peak_638_lociStitched	chr1(.):61918593-61919571	0.7029
1_MACS_peak_639_lociStitched	chr1(.):61928635-61929586	0.8092
1_MACS_peak_640_lociStitched	chr1(.):62190293-62191541	0.7653
1_MACS_peak_641_lociStitched	chr1(.):62901281-62903213	0.813
1_MACS_peak_642_lociStitched	chr1(.):62913779-62914362	0.5245
1_MACS_peak_643_lociStitched	chr1(.):63153824-63154541	0.4786
1_MACS_peak_644_lociStitched	chr1(.):63248943-63250478	0.9261
1_MACS_peak_645_lociStitched	chr1(.):63265930-63267376	1.1561
1_MACS_peak_646_lociStitched	chr1(.):63275380-63277157	1.0436
1_MACS_peak_647_lociStitched	chr1(.):63590380-63591126	0.6125
1_MACS_peak_648_lociStitched	chr1(.):63782456-63783288	0.6126
1_MACS_peak_649_lociStitched	chr1(.):63832987-63834140	0.6839
1_MACS_peak_650_lociStitched	chr1(.):63988154-63989850	1.1435
1_MACS_peak_651_lociStitched	chr1(.):64058750-64060422	0.6265
1_MACS_peak_652_lociStitched	chr1(.):64183908-64184734	0.8317
1_MACS_peak_653_lociStitched	chr1(.):64239068-64239911	0.6532
1_MACS_peak_654_lociStitched	chr1(.):64688741-64690004	0.7522
1_MACS_peak_655_lociStitched	chr1(.):65210948-65212017	0.6027
1_MACS_peak_656_lociStitched	chr1(.):65292499-65293323	0.6651
1_MACS_peak_657_lociStitched	chr1(.):65329449-65330514	1.9428
1_MACS_peak_658_lociStitched	chr1(.):65348141-65349154	0.8287
1_MACS_peak_659_lociStitched	chr1(.):65360905-65361945	1.3259
1_MACS_peak_660_lociStitched	chr1(.):65431761-65433796	0.7581
1_MACS_peak_661_lociStitched	chr1(.):65452892-65454139	0.7944
1_MACS_peak_662_lociStitched	chr1(.):65467822-65469129	0.8368
1_MACS_peak_663_lociStitched	chr1(.):65886232-65887131	0.7788
1_MACS_peak_664_lociStitched	chr1(.):66169287-66170561	0.6384
1_MACS_peak_665_lociStitched	chr1(.):66277419-66278452	1.5535
1_MACS_peak_666_lociStitched	chr1(.):66469160-66469956	0.7871
1_MACS_peak_667_lociStitched	chr1(.):66634020-66635169	0.8459
1_MACS_peak_668_lociStitched	chr1(.):66680400-66681106	0.6011
2_MACS_peak_669_lociStitched	chr1(.):66709350-66713786	0.3607
4_MACS_peak_671_lociStitched	chr1(.):66736610-66748928	0.5673
2_MACS_peak_675_lociStitched	chr1(.):66766469-66772212	0.3386
1_MACS_peak_677_lociStitched	chr1(.):66800593-66802611	0.9022
1_MACS_peak_678_lociStitched	chr1(.):66815488-66816470	0.7226
2_MACS_peak_679_lociStitched	chr1(.):66839620-66846869	0.5768
1_MACS_peak_681_lociStitched	chr1(.):66862640-66863490	0.6784
1_MACS_peak_682_lociStitched	chr1(.):66910927-66912284	0.9163
1_MACS_peak_683_lociStitched	chr1(.):67198237-67199807	0.6797
1_MACS_peak_684_lociStitched	chr1(.):67223519-67224597	1.1023
1_MACS_peak_685_lociStitched	chr1(.):67244444-67245697	0.7262
1_MACS_peak_686_lociStitched	chr1(.):67318214-67319375	1.3035
2_MACS_peak_687_lociStitched	chr1(.):67389645-67396602	0.4344
1_MACS_peak_689_lociStitched	chr1(.):67449985-67450629	0.5577
1_MACS_peak_690_lociStitched	chr1(.):67478275-67478853	0.7513
1_MACS_peak_691_lociStitched	chr1(.):67518775-67520328	0.6033
1_MACS_peak_692_lociStitched	chr1(.):67614522-67615374	0.6019
1_MACS_peak_693_lociStitched	chr1(.):67679862-67680945	0.6147
1_MACS_peak_694_lociStitched	chr1(.):67805146-67805940	0.6714
1_MACS_peak_695_lociStitched	chr1(.):67878595-67879496	0.6586
1_MACS_peak_696_lociStitched	chr1(.):67894408-67897215	0.8827
1_MACS_peak_697_lociStitched	chr1(.):68027186-68028148	0.7501
1_MACS_peak_698_lociStitched	chr1(.):68118210-68119250	0.7377
1_MACS_peak_699_lociStitched	chr1(.):68150682-68152767	0.7042
1_MACS_peak_700_lociStitched	chr1(.):68215256-68216425	0.8585
1_MACS_peak_701_lociStitched	chr1(.):68225190-68226427	1.0259
1_MACS_peak_702_lociStitched	chr1(.):68515694-68516410	0.5423
1_MACS_peak_703_lociStitched	chr1(.):68626307-68627532	0.9481
2_MACS_peak_704_lociStitched	chr1(.):68638799-68645623	0.3603
1_MACS_peak_706_lociStitched	chr1(.):68653445-68654147	0.5866
1_MACS_peak_707_lociStitched	chr1(.):68812749-68813667	0.687
1_MACS_peak_708_lociStitched	chr1(.):68908262-68909334	0.7389
1_MACS_peak_709_lociStitched	chr1(.):68961704-68963155	0.6134
1_MACS_peak_710_lociStitched	chr1(.):69424481-69425171	0.5958
1_MACS_peak_711_lociStitched	chr1(.):69438946-69439792	0.6027
1_MACS_peak_712_lociStitched	chr1(.):69786074-69786952	0.9014
1_MACS_peak_713_lociStitched	chr1(.):70670898-70671807	0.6566
2_MACS_peak_714_lociStitched	chr1(.):70819052-70825496	0.5112
1_MACS_peak_716_lociStitched	chr1(.):70875918-70877480	0.8441
1_MACS_peak_717_lociStitched	chr1(.):71375526-71376154	0.572
1_MACS_peak_718_lociStitched	chr1(.):71546354-71547571	0.8103
1_MACS_peak_719_lociStitched	chr1(.):72110383-72111364	0.6358
1_MACS_peak_720_lociStitched	chr1(.):72171497-72172277	0.56
1_MACS_peak_721_lociStitched	chr1(.):72246069-72246971	0.7199
1_MACS_peak_722_lociStitched	chr1(.):72316360-72317126	0.5668
1_MACS_peak_723_lociStitched	chr1(.):72475518-72476268	0.5073
1_MACS_peak_724_lociStitched	chr1(.):72748571-72751014	0.9331
1_MACS_peak_725_lociStitched	chr1(.):72832000-72832656	0.855
1_MACS_peak_726_lociStitched	chr1(.):72893642-72894518	0.8766
1_MACS_peak_727_lociStitched	chr1(.):73033499-73034514	1.0397
2_MACS_peak_728_lociStitched	chr1(.):74364785-74369368	0.2923
1_MACS_peak_730_lociStitched	chr1(.):74475633-74476467	0.606
1_MACS_peak_731_lociStitched	chr1(.):74983018-74983873	0.6925
2_MACS_peak_732_lociStitched	chr1(.):75044874-75049684	0.3467
1_MACS_peak_734_lociStitched	chr1(.):75198380-75199867	0.7781
1_MACS_peak_735_lociStitched	chr1(.):75276840-75278385	0.9358
1_MACS_peak_736_lociStitched	chr1(.):75419174-75419773	0.6745
1_MACS_peak_737_lociStitched	chr1(.):75437390-75438309	0.7934
1_MACS_peak_738_lociStitched	chr1(.):75540361-75541268	0.5042
1_MACS_peak_739_lociStitched	chr1(.):75599296-75601502	0.6789
1_MACS_peak_740_lociStitched	chr1(.):76189556-76191025	0.6889
2_MACS_peak_741_lociStitched	chr1(.):76250151-76252591	0.7825
1_MACS_peak_743_lociStitched	chr1(.):76656357-76656980	0.5305
1_MACS_peak_744_lociStitched	chr1(.):76735677-76736697	0.7377
1_MACS_peak_745_lociStitched	chr1(.):76891128-76891731	0.5291
1_MACS_peak_746_lociStitched	chr1(.):77404527-77405627	0.7575
1_MACS_peak_747_lociStitched	chr1(.):78147684-78149810	0.7598
1_MACS_peak_748_lociStitched	chr1(.):78224693-78225879	0.5614
1_MACS_peak_749_lociStitched	chr1(.):78244913-78245821	0.5836
1_MACS_peak_750_lociStitched	chr1(.):78416295-78417090	0.6214
1_MACS_peak_751_lociStitched	chr1(.):78443557-78445576	0.8566
1_MACS_peak_752_lociStitched	chr1(.):78469538-78471000	0.8719
1_MACS_peak_753_lociStitched	chr1(.):78608477-78609400	0.6132
1_MACS_peak_754_lociStitched	chr1(.):78851391-78852074	0.6046
1_MACS_peak_755_lociStitched	chr1(.):79085571-79086476	1.0902
1_MACS_peak_756_lociStitched	chr1(.):79518330-79519093	0.8942
1_MACS_peak_757_lociStitched	chr1(.):79579386-79580122	0.6384
1_MACS_peak_758_lociStitched	chr1(.):79926202-79927333	0.9172
2_MACS_peak_759_lociStitched	chr1(.):79934221-79938530	0.3065
1_MACS_peak_761_lociStitched	chr1(.):79984075-79985636	0.8306
1_MACS_peak_762_lociStitched	chr1(.):80176275-80177239	0.6196
1_MACS_peak_763_lociStitched	chr1(.):80243185-80244165	1.1747
1_MACS_peak_764_lociStitched	chr1(.):80680408-80681184	1.0714
1_MACS_peak_765_lociStitched	chr1(.):81105168-81106160	1.3772
1_MACS_peak_766_lociStitched	chr1(.):81357784-81359386	0.6189
1_MACS_peak_767_lociStitched	chr1(.):81703323-81704098	0.5678
1_MACS_peak_768_lociStitched	chr1(.):81971188-81972200	1.2734
2_MACS_peak_769_lociStitched	chr1(.):82014460-82020533	0.4475
1_MACS_peak_771_lociStitched	chr1(.):82266755-82267342	0.5648
1_MACS_peak_772_lociStitched	chr1(.):82574356-82575496	0.612
1_MACS_peak_773_lociStitched	chr1(.):82617886-82619265	0.5753
1_MACS_peak_774_lociStitched	chr1(.):82803064-82803929	0.5975
1_MACS_peak_775_lociStitched	chr1(.):82860942-82861787	0.8359
1_MACS_peak_776_lociStitched	chr1(.):83445049-83445891	0.9616
1_MACS_peak_777_lociStitched	chr1(.):84944403-84945295	0.4389
1_MACS_peak_778_lociStitched	chr1(.):85328285-85328987	0.5991
1_MACS_peak_779_lociStitched	chr1(.):85410448-85411406	0.6487
1_MACS_peak_780_lociStitched	chr1(.):85460950-85461651	0.5963
1_MACS_peak_781_lociStitched	chr1(.):85667379-85667979	0.5048
1_MACS_peak_782_lociStitched	chr1(.):85800461-85801222	0.6569
1_MACS_peak_783_lociStitched	chr1(.):86088602-86089411	0.5746
1_MACS_peak_784_lociStitched	chr1(.):86173607-86174914	0.7446
1_MACS_peak_785_lociStitched	chr1(.):86222393-86223060	0.7314
1_MACS_peak_786_lociStitched	chr1(.):86303780-86304554	0.7274
1_MACS_peak_787_lociStitched	chr1(.):86315791-86316468	0.4896
1_MACS_peak_788_lociStitched	chr1(.):86412671-86413581	0.5654
1_MACS_peak_789_lociStitched	chr1(.):86458181-86458959	0.528
1_MACS_peak_790_lociStitched	chr1(.):86518743-86519589	0.639
1_MACS_peak_791_lociStitched	chr1(.):86584552-86585309	0.5094
1_MACS_peak_792_lociStitched	chr1(.):86712678-86714369	1.2172
1_MACS_peak_793_lociStitched	chr1(.):86814971-86815731	0.8392
1_MACS_peak_794_lociStitched	chr1(.):86861411-86862234	0.5822
1_MACS_peak_795_lociStitched	chr1(.):86907036-86907867	0.6863
1_MACS_peak_796_lociStitched	chr1(.):86938209-86938947	0.9318
1_MACS_peak_797_lociStitched	chr1(.):86967548-86968902	0.8912
1_MACS_peak_798_lociStitched	chr1(.):87082353-87083272	0.9697
2_MACS_peak_799_lociStitched	chr1(.):87164756-87171229	0.3762
1_MACS_peak_801_lociStitched	chr1(.):87219120-87219909	0.5922
1_MACS_peak_802_lociStitched	chr1(.):87331686-87332505	0.5884
1_MACS_peak_803_lociStitched	chr1(.):87353041-87353858	0.5241
2_MACS_peak_804_lociStitched	chr1(.):87379124-87381753	0.6573
2_MACS_peak_806_lociStitched	chr1(.):87522771-87528221	0.4036
1_MACS_peak_808_lociStitched	chr1(.):87616816-87617950	0.7358
1_MACS_peak_809_lociStitched	chr1(.):87668274-87669568	1.4218
3_MACS_peak_810_lociStitched	chr1(.):87793466-87802956	0.5042
1_MACS_peak_813_lociStitched	chr1(.):87916033-87916933	0.5957
2_MACS_peak_814_lociStitched	chr1(.):88053086-88058437	0.4708
1_MACS_peak_816_lociStitched	chr1(.):88182603-88183637	0.8098
1_MACS_peak_817_lociStitched	chr1(.):88250907-88251563	0.659
1_MACS_peak_818_lociStitched	chr1(.):88278402-88279096	0.4685
1_MACS_peak_819_lociStitched	chr1(.):88291967-88292911	1.1756
1_MACS_peak_820_lociStitched	chr1(.):88330103-88331047	0.9977
1_MACS_peak_821_lociStitched	chr1(.):88336958-88338537	0.944
1_MACS_peak_822_lociStitched	chr1(.):88368362-88369149	0.5658
