GENE_ID	locusLine	bin_1_07_0EWT_0229Kronos_MM1S-KB-6hr-1_H3K18Ac_hs-dm_i14.bam
NM_014840	chr12(.):106452124-106538811	0.2697
NM_007076	chr12(.):108904050-108918380	0.2364
NM_213595	chr12(.):108951293-108968160	2.793
NM_181724	chr12(.):108978621-108996894	0.1194
NM_003006	chr12(.):109010679-109032670	4.7742
NM_001161331	chr12(.):109180694-109226327	0.1459
NM_032369	chr12(.):111081490-111131946	0.3117
NM_001040107	chr12(.):111081490-111132617	0.3086
NM_003746	chr12(.):120928858-120941298	0.1979
NM_032314	chr12(.):120936081-120971964	0.1435
NM_198202	chr12(.):121011847-121024201	0.095
NM_015918	chr12(.):121011847-121024197	0.095
NM_024667	chr12(.):123344874-123385712	0.8699
NM_021009	chr12(.):125391191-125404587	1.6398
NM_005932	chr13(.):24299327-24468587	0.1138
NR_024464	chr13(.):30909406-30953036	0.3725
NM_001079673	chr13(.):49545047-49788915	0.0752
NR_002612	chr13(.):50551687-50704677	0.1769
NM_015057	chr13(.):77613791-77906177	0.1347
NM_001160100	chr13(.):96080852-96237010	0.1565
NM_032436	chr13(.):115074964-115097803	0.5019
NM_000820	chr13(.):114518521-114572046	0.9905
NM_014059	chr13(.):42026541-42050013	0.0855
NM_152719	chr13(.):46271445-46293693	1.3927
NM_002298	chr13(.):46695057-46761459	0.1916
NR_002605	chr13(.):50651413-50684433	0.2429
NR_002183	chr13(.):50741153-50752751	0.0264
NM_198217	chr13(.):111360082-111378421	0.5779
NM_024537	chr13(.):111288756-111363480	0.1232
NM_198218	chr13(.):111360609-111378421	0.5942
NM_198219	chr13(.):111360624-111378421	0.5947
NM_005537	chr13(.):111362358-111378421	0.6531
NM_001143945	chr13(.):114518521-114544017	0.1225
NM_001143946	chr13(.):114518521-114541714	0.1253
NR_024609	chr13(.):114581609-114631485	0.4898
NM_023011	chr13(.):115042077-115076283	0.7064
NM_003903	chr13(.):114995361-115043150	0.5226
NM_022060	chr14(.):23062146-23086265	0.3509
NM_006246	chr14(.):63836354-64015079	0.0951
NM_015604	chr14(.):73388039-73431357	0.049
NR_027004	chr14(.):94366075-94397718	0.0371
NM_001012706	chr14(.):50443429-50479238	0.741
NM_001042481	chr14(.):51950854-52202444	0.1335
NM_152330	chr14(.):52113575-52202444	0.0877
NM_004296	chr14(.):72394785-73038238	0.1198
NM_012074	chr14(.):73131659-73365809	0.0862
NM_001080414	chr14(.):91732666-91889133	0.9696
NM_005606	chr14(.):93165151-93220047	0.0593
NM_023112	chr14(.):94487723-94520276	0.0922
NM_003300	chr14(.):103238815-103382837	0.1722
NM_001344	chr14(.):23028806-23063143	0.258
NM_001126105	chr14(.):23237431-23290072	0.1061
NM_181305	chr14(.):23294091-23309246	0.2453
NM_005015	chr14(.):23230730-23245998	0.2194
NM_001126106	chr14(.):23237431-23294014	0.1119
NM_004995	chr14(.):23300792-23321803	0.0489
NM_014045	chr14(.):23335959-23352291	0.304
NM_024496	chr14(.):77485885-77500034	1.3181
NM_005065	chr14(.):81934238-82005205	0.7977
NM_005113	chr14(.):93255649-93311304	0.0605
NM_016150	chr14(.):94395512-94428767	0.1827
NR_024182	chr14(.):94458615-94478898	0.2634
NR_024183	chr14(.):94458641-94483041	0.2557
NM_138344	chr14(.):94380257-94400944	0.0314
NM_152592	chr14(.):95878830-95947173	0.2398
NR_003002	chr14(.):95994691-96004966	0.1866
NR_001459	chr14(.):95994248-96006209	0.1656
NM_016417	chr14(.):95996322-96016055	0.1116
NR_033943	chr14(.):98093983-98157995	0.0445
NM_001311	chr14(.):105948256-105960124	1.0357
NM_001134877	chr14(.):105951519-105970585	0.6546
NM_001134876	chr14(.):105952585-105970585	0.692
NM_001312	chr14(.):105936130-105951500	0.0857
NM_025268	chr14(.):105987952-106001539	0.2871
NM_001198983	chr14(.):105951191-105970585	0.6442
NM_015492	chr15(.):75489220-75509510	0.9425
NM_144508	chr15(.):40881446-40959881	0.1328
NM_001042495	chr15(.):34517196-34635265	0.3003
NM_005135	chr15(.):34517196-34616021	0.0875
NM_001042497	chr15(.):34517196-34634045	0.2936
NM_001042494	chr15(.):34517196-34634961	0.2944
NM_020759	chr15(.):42862856-43018196	0.1768
NM_183235	chr15(.):55490799-55587001	0.209
NM_002420	chr15(.):31288550-31398924	0.5135
NM_001103184	chr15(.):33052746-33365085	0.1726
NM_152597	chr15(.):39887231-40080039	0.176
NM_001211	chr15(.):40448209-40518337	0.1689
NM_001001556	chr15(.):49442975-49627002	0.2107
NM_002044	chr15(.):49457421-49627002	0.21
NM_019600	chr15(.):52868517-52975820	0.2725
NM_000259	chr15(.):52594479-52826247	0.2839
NM_017610	chr15(.):59274864-59394253	0.0843
NM_006537	chr15(.):63791809-63888663	0.1996
NM_005902	chr15(.):67353194-67492533	0.2773
NM_001004439	chr15(.):68589041-68729492	0.2151
NM_016166	chr15(.):68341571-68485404	0.3091
NM_020908	chr15(.):70335542-70395256	0.3093
NM_006465	chr15(.):74828547-74895472	0.2748
NM_003612	chr15(.):74696629-74731299	0.1636
NM_001146030	chr15(.):74696629-74731001	0.1623
NM_172217	chr15(.):81512639-81610104	0.6297
NM_001172128	chr15(.):81484218-81610104	0.4994
NM_001080532	chr15(.):81619759-81671418	0.1354
NM_007011	chr15(.):89626380-89750591	0.5599
NM_018671	chr15(.):91473214-91502323	0.7859
NM_001039675	chr15(.):91468409-91502323	0.7387
NM_207446	chr15(.):93155678-93204031	0.3615
NM_000693	chr15(.):101415008-101461830	0.1934
NM_024652	chr15(.):101454459-101615317	0.1619
NR_027992	chr15(.):20869796-20966480	0.0699
NR_027053	chr15(.):21927513-21945739	0.2818
NR_024387	chr15(.):22009419-22021878	0.0629
NM_017762	chr15(.):31226143-31288807	0.219
NR_029624	chr15(.):31352234-31362344	0.1441
NM_015995	chr15(.):31614082-31675102	1.4536
NM_175741	chr15(.):34633065-34654931	0.121
NM_181077	chr15(.):34666269-34687001	0.056
NM_018648	chr15(.):34628916-34640362	1.0007
NM_153613	chr15(.):34646088-34664395	0.4767
NR_036050	chr15(.):34669269-34679351	0.0512
NR_036050	chr15(.):34815490-34825572	0.0659
NM_003246	chr15(.):39868279-39894668	0.0993
NM_003134	chr15(.):40322890-40336389	0.3041
NM_001003942	chr15(.):40375091-40403287	2.6185
NM_033503	chr15(.):40375091-40403639	2.5882
NM_001003940	chr15(.):40375091-40406075	2.4093
NM_001080791	chr15(.):40840297-40862252	1.3226
NM_152260	chr15(.):40856536-40871661	0.3586
NR_002208	chr15(.):40819082-40829749	0.0933
NM_001160227	chr15(.):44849893-44960876	0.1374
NM_001145112	chr15(.):44952929-44974086	0.506
NM_182985	chr15(.):45023559-45065025	0.1194
NM_004048	chr15(.):44998684-45015357	0.8451
NM_004580	chr15(.):55490799-55567585	0.0723
NM_183234	chr15(.):55490799-55567484	0.0723
NM_183236	chr15(.):55490799-55568107	0.0721
NM_004855	chr15(.):55606132-55652846	0.1288
NM_198524	chr15(.):56652643-56743072	0.656
NM_001013843	chr15(.):59166243-59230852	0.1685
NM_001145103	chr15(.):67425358-67492533	0.1568
NM_001145102	chr15(.):67413053-67492533	0.1465
NM_017882	chr15(.):68494329-68527080	0.6263
NM_033429	chr15(.):68478042-68503448	1.3169
NM_015322	chr15(.):68565140-68588640	1.4798
NR_030714	chr15(.):70366710-70376807	0.1056
NM_000781	chr15(.):74625102-74665081	0.0675
NM_001099773	chr15(.):74625102-74663553	0.0674
NM_001127190	chr15(.):75069424-75100539	1.3456
NM_000761	chr15(.):75036183-75053941	0.0659
NM_000499	chr15(.):75006882-75022877	0.1375
NM_021819	chr15(.):75100193-75123099	0.1166
NM_001030005	chr15(.):75113950-75129136	0.0672
NM_021823	chr15(.):75310926-75348067	1.3916
NM_138967	chr15(.):75282875-75318836	0.9962
NM_015477	chr15(.):75656719-75748926	0.2193
NM_001145358	chr15(.):75656719-75749087	0.2192
NM_001145357	chr15(.):75656719-75753124	0.2142
NM_004513	chr15(.):81584253-81610104	1.7555
NM_181900	chr15(.):81600006-81621524	0.6628
NM_022767	chr15(.):89159526-89180512	0.6686
NR_029606	chr15(.):89150055-89160165	0.0546
NM_002201	chr15(.):89177038-89203879	0.7098
NR_031590	chr15(.):89146337-89156428	0.0406
NM_002168	chr15(.):90622211-90650708	0.8188
NM_198925	chr15(.):90739561-90777892	0.1842
NM_001013657	chr15(.):90772486-90790312	0.1693
NM_020210	chr15(.):90723151-90777892	0.5478
NM_006384	chr15(.):90768476-90782279	0.206
NM_001143785	chr15(.):91422664-91444006	0.1421
NM_198527	chr15(.):91469154-91480774	1.3059
NM_001143784	chr15(.):91423275-91444006	0.1443
NM_006122	chr15(.):91442419-91470815	0.2118
NM_002005	chr15(.):91422687-91444006	0.1422
NM_001017919	chr15(.):91493105-91511355	0.5313
NR_033769	chr15(.):93333713-93345338	0.0754
NR_037600	chr15(.):93421072-93446977	0.6582
NR_037602	chr15(.):93421525-93446977	0.6674
NM_003090	chr15(.):101816714-101840460	0.3093
NM_203472	chr15(.):101806213-101822700	0.2803
NM_014918	chr15(.):101710927-101797137	0.4921
NM_001114	chr16(.):50316822-50357043	0.0709
NM_001134477	chr16(.):14524557-14729120	0.1495
NM_002582	chr16(.):14524557-14729124	0.1495
NM_152652	chr16(.):30402056-30415715	0.3728
NM_016373	chr16(.):78128550-79251564	0.0617
NM_001172666	chr16(.):635076-684273	0.1871
NM_021168	chr16(.):635172-684273	0.1875
NM_001172663	chr16(.):634356-684273	0.1852
NM_001172664	chr16(.):634668-684273	0.1857
NM_000246	chr16(.):10966054-11023840	0.1969
NM_001079512	chr16(.):10855532-10917621	0.1002
NM_015914	chr16(.):11767942-11841648	2.4791
NM_004862	chr16(.):11636577-11685229	0.3755
NM_001136472	chr16(.):11636577-11685806	0.3722
NR_024320	chr16(.):11636577-11686322	0.3696
NM_022166	chr16(.):17191180-17569738	0.1731
NM_013302	chr16(.):22212591-22305066	0.117
NM_000336	chr16(.):23308590-23397620	1.2752
NM_153603	chr16(.):23394813-23469512	0.655
NM_025134	chr16(.):53083944-53366414	0.1558
NM_000078	chr16(.):56990834-57022756	0.1674
NM_001018159	chr16(.):66831780-66869879	0.1386
NM_004691	chr16(.):67466916-67520089	0.1513
NM_001191022	chr16(.):67591309-67678088	0.2575
NM_012320	chr16(.):68274246-68299961	1.2521
NM_032821	chr16(.):70836288-71269569	0.1376
NM_018052	chr16(.):70716341-70840061	0.1737
NM_014761	chr16(.):71924445-71967906	0.229
NM_001030007	chr16(.):71757904-71847976	0.1642
NM_002661	chr16(.):81807929-81996899	0.2111
NM_175931	chr16(.):88936262-89012608	0.0294
NM_005187	chr16(.):88936262-89048504	0.3147
NM_032259	chr16(.):729701-745400	0.2559
NM_001040162	chr16(.):679428-691347	0.2916
NM_138418	chr16(.):686848-703474	0.5419
NM_138769	chr16(.):713132-729171	0.1321
NM_005861	chr16(.):725114-737768	0.2116
NM_003961	chr16(.):721074-733267	0.191
NM_053284	chr16(.):676011-689116	0.2535
NM_145294	chr16(.):694362-722829	0.2178
NM_001005920	chr16(.):726666-739439	0.2083
NM_003498	chr16(.):11757288-11778015	1.6675
NM_014153	chr16(.):11839441-11896114	0.3248
NM_001130007	chr16(.):11956984-12015519	0.1335
NM_001130006	chr16(.):11956984-12014825	0.1345
NM_001192	chr16(.):12053963-12066925	7.2252
NM_032167	chr16(.):12065601-12152141	0.2254
NM_001039182	chr16(.):29459913-29471285	0.4983
NM_001017389	chr16(.):29462126-29481280	0.5
NM_003166	chr16(.):29462126-29481301	0.5081
NM_178044	chr16(.):29460821-29474545	0.4824
NR_002454	chr16(.):29455665-29466236	0.4036
NR_002556	chr16(.):29471288-29483899	0.5648
NR_037608	chr16(.):29461411-29481301	0.4914
NM_001017390	chr16(.):29466206-29481301	0.3923
NR_024370	chr16(.):29870003-29884374	0.3225
NM_002383	chr16(.):29812854-29827504	1.358
NR_015396	chr16(.):29870154-29884374	0.3259
NM_145239	chr16(.):29818408-29832202	1.1333
NM_007317	chr16(.):29797057-29821706	0.7598
NM_006319	chr16(.):29864677-29879578	0.3279
NM_024516	chr16(.):29822527-29838816	1.017
NM_152338	chr16(.):29784560-29796840	0.0802
NM_005115	chr16(.):29826714-29864360	0.3758
NM_001039182	chr16(.):30199255-30210627	0.5199
NM_178044	chr16(.):30200163-30213887	0.5055
NM_003166	chr16(.):30201468-30220650	0.4936
NM_001017389	chr16(.):30201468-30220620	0.489
NM_001193333	chr16(.):30189730-30205396	1.2121
NR_002454	chr16(.):30195004-30205575	1.7141
NR_037608	chr16(.):30200753-30220650	0.4788
NR_002556	chr16(.):30210637-30223248	0.497
NR_002555	chr16(.):30229349-30261932	0.1249
NM_001017390	chr16(.):30205548-30220650	0.3671
NR_002453	chr16(.):30273913-30351695	0.1381
NM_006110	chr16(.):30357086-30371682	0.2689
NM_052838	chr16(.):30384455-30399171	0.7212
NM_013292	chr16(.):30381122-30394310	0.9695
NM_015527	chr16(.):30363421-30386522	0.346
NR_024465	chr16(.):30357086-30371255	0.2747
NM_016643	chr16(.):30413734-30434916	0.2444
NM_024096	chr16(.):30430018-30446373	0.1488
NM_138447	chr16(.):30609699-30626682	0.4383
NM_024031	chr16(.):30657240-30672734	1.206
NM_001105079	chr16(.):30670777-30687131	0.3075
NR_002966	chr16(.):30716857-30726986	0.0471
NM_006662	chr16(.):30705461-30756450	0.2209
NM_003414	chr16(.):31880078-31933627	0.433
NM_153337	chr16(.):50695210-50720264	0.8274
NM_182854	chr16(.):50701885-50720264	1.089
NM_001042412	chr16(.):50771028-50840846	0.1374
NM_001042355	chr16(.):50770960-50840846	0.1374
NM_022162	chr16(.):50726049-50771987	0.2629
NM_001126108	chr16(.):56894118-56954762	1.2386
NM_001010989	chr16(.):56960747-56982793	1.9124
NR_029680	chr16(.):56887429-56897513	0.5224
NM_032206	chr16(.):57018409-57122436	0.1933
NM_018110	chr16(.):57500869-57525385	0.1013
NM_153837	chr16(.):57571600-57616100	0.3381
NM_033212	chr16(.):57541089-57575477	0.3558
NM_001172643	chr16(.):66536905-66589194	1.9059
NM_001172644	chr16(.):66536905-66589315	1.9019
NM_052999	chr16(.):66595349-66618038	0.0711
NM_181641	chr16(.):66581471-66604971	0.8593
NM_181271	chr16(.):66595293-66618038	0.071
NM_001040138	chr16(.):66581465-66605154	0.853
NM_020786	chr16(.):66909435-66926855	0.3205
NM_004062	chr16(.):66937024-66957766	0.0977
NM_001014435	chr16(.):66873840-66893049	0.0714
NM_005182	chr16(.):66873281-66893049	0.0706
NM_004165	chr16(.):66950581-66964439	0.1101
NM_001185057	chr16(.):67202764-67214643	0.712
NM_003946	chr16(.):67202755-67214643	0.7116
NM_001040715	chr16(.):67204504-67222883	0.4774
NM_001950	chr16(.):67221067-67237821	0.1352
NM_024712	chr16(.):67228027-67242927	0.0602
NM_033309	chr16(.):67177004-67189902	0.231
NM_025187	chr16(.):67138914-67187442	0.1356
NM_178516	chr16(.):67213281-67229107	0.2831
NM_003789	chr16(.):67183088-67198812	0.6282
NM_001538	chr16(.):67192287-67208848	0.8736
NM_001185058	chr16(.):67199404-67214643	0.5779
NM_018378	chr16(.):67188890-67203077	0.5915
NR_029887	chr16(.):67231223-67241298	0.0602
NM_001193524	chr16(.):67566364-67585691	0.8519
NM_001193523	chr16(.):67558539-67585691	0.8688
NM_001193522	chr16(.):67557719-67585691	0.8461
NM_001138	chr16(.):67511473-67522716	0.4818
NM_024519	chr16(.):67557716-67585691	0.846
NM_024939	chr16(.):68257449-68275136	0.3373
NM_001184824	chr16(.):68339876-68396169	0.283
NM_003983	chr16(.):68293422-68340722	0.6465
NM_032178	chr16(.):68329517-68349868	0.2104
NM_006927	chr16(.):70408337-70477991	0.4267
NM_145059	chr16(.):70483497-70519177	0.2016
NR_034083	chr16(.):70783962-70812154	0.059
NR_024612	chr16(.):71874898-71924174	0.4428
NM_001137675	chr16(.):71874898-71896231	0.7001
NM_017530	chr16(.):71888587-71922412	0.2254
NM_001031804	chr16(.):79622744-79639622	1.0889
NM_001184854	chr16(.):87736417-87804598	0.0555
NM_001142864	chr16(.):88776745-88856372	0.1361
NM_030928	chr16(.):88865185-88880666	0.2905
NM_000485	chr16(.):88870876-88883342	0.2147
NM_021962	chr17(.):901758-1088131	0.2032
NM_001159746	chr17(.):901758-1095616	0.1982
NM_003342	chr17(.):4167511-4274969	0.1209
NM_020889	chr17(.):27234161-27283508	0.3643
NM_138962	chr17(.):55328930-55762299	0.2179
NM_170721	chr17(.):55329373-55715544	0.2338
NM_022066	chr17(.):74380612-74454288	0.1152
NM_020761	chr17(.):78513624-78945173	0.1653
NM_001092	chr17(.):901758-1017324	0.2262
NM_002558	chr17(.):3794884-3824960	0.7003
NM_002663	chr17(.):4705420-4731727	0.1094
NM_005022	chr17(.):4843946-4856825	1.9329
NM_153357	chr17(.):6939948-6952242	0.2138
NR_026951	chr17(.):8118947-8132361	0.6393
NM_020877	chr17(.):7618038-7742058	0.0943
NM_201433	chr17(.):9808925-10106868	0.0941
NM_201432	chr17(.):9808925-9945064	0.1158
NM_001130831	chr17(.):9808925-9934623	0.1206
NM_152904	chr17(.):19985334-20145483	0.0936
NM_018182	chr17(.):27077995-27174841	0.1043
NM_000267	chr17(.):29416944-29709695	0.2304
NM_002544	chr17(.):29616667-29629380	0.0817
NM_015194	chr17(.):30814627-31208902	0.1437
NM_152270	chr17(.):33672328-33705720	0.3298
NM_020405	chr17(.):37214555-37312902	0.104
NM_183232	chr17(.):37916198-38025441	0.81
NM_000342	chr17(.):42320757-42350502	0.0715
NR_027774	chr17(.):43508265-43573146	0.4041
NM_003954	chr17(.):43335487-43399414	0.2837
NM_003726	chr17(.):46205801-46512594	0.1208
NM_030802	chr17(.):47782686-47846518	0.6628
NM_017763	chr17(.):56426037-56499931	0.1643
NM_001433	chr17(.):62115389-62212502	1.2077
NM_002737	chr17(.):64293925-64811862	0.1104
NM_181671	chr17(.):65368923-65694647	0.2414
NM_017983	chr17(.):66412421-66458653	0.3905
NR_036488	chr17(.):70394462-70593943	0.3762
NR_036520	chr17(.):73262379-73274976	0.4737
NM_004252	chr17(.):72739762-72770499	0.7581
NM_001126122	chr17(.):73264060-73290530	0.3964
NM_052916	chr17(.):74133533-74241390	0.2253
NM_001113492	chr17(.):75278972-75501678	0.3955
NM_006640	chr17(.):75310596-75501678	0.4515
NM_001113491	chr17(.):75272491-75501678	0.3915
NM_001163075	chr17(.):76137433-76167364	0.9692
NM_017456	chr17(.):76665129-76783376	0.7108
NM_020914	chr17(.):78229666-78375086	0.1236
NM_020954	chr17(.):78229666-78300262	0.2071
NM_024648	chr17(.):80342085-80381513	0.2015
NM_004514	chr17(.):80472593-80567483	0.1658
NM_024083	chr17(.):79930425-79980282	0.173
NM_020310	chr17(.):2282353-2309258	0.4745
NR_028335	chr17(.):2305274-2323730	0.0952
NM_172206	chr17(.):3758616-3799037	0.1651
NM_172207	chr17(.):3763450-3801337	0.1683
NM_174957	chr17(.):3822168-3872736	0.2559
NM_001100812	chr17(.):4632803-4648223	0.3239
NM_001144940	chr17(.):4683579-4694729	0.3379
NM_001014985	chr17(.):4687253-4698884	0.3319
NM_003963	chr17(.):4670186-4691506	0.0673
NM_001136046	chr17(.):4638318-4654410	0.2604
NM_032265	chr17(.):4638336-4654407	0.2598
NM_002798	chr17(.):4694456-4706790	0.2996
NM_000080	chr17(.):4796063-4811369	0.0966
NM_001024937	chr17(.):4731634-4806356	0.1015
NM_001145536	chr17(.):4797947-4811227	0.1027
NM_001165417	chr17(.):4835425-4848462	0.6107
NM_000173	chr17(.):4830591-4843325	0.2336
NM_015528	chr17(.):4838629-4853517	1.6594
NM_006612	chr17(.):4896242-4936694	0.1714
NM_015099	chr17(.):4866286-4895960	0.4814
NM_001171168	chr17(.):4866286-4895665	0.4863
NM_053013	chr17(.):4849383-4865426	1.3773
NM_001167985	chr17(.):4886424-4905905	0.4168
NM_004890	chr17(.):4857520-4876132	0.5016
NM_001004333	chr17(.):6910797-6922851	2.3737
NM_001142799	chr17(.):6913072-6925839	2.4044
NM_201566	chr17(.):6934393-6948440	0.3465
NR_029712	chr17(.):6915933-6926020	2.4108
NM_181844	chr17(.):6921368-6937961	0.2618
NM_000697	chr17(.):6894383-6919055	1.0201
NR_030178	chr17(.):6916229-6926341	2.2982
NM_001143775	chr17(.):7141905-7159995	1.0641
NM_001185023	chr17(.):7158221-7171264	0.0802
NM_001185022	chr17(.):7158221-7171512	0.0817
NM_001128827	chr17(.):7088209-7125928	0.1986
NM_000018	chr17(.):7118152-7133585	0.3307
NM_004422	chr17(.):7123660-7142863	0.4371
NM_007278	chr17(.):7138737-7150753	1.0577
NM_024297	chr17(.):7133346-7147825	1.0985
NM_001365	chr17(.):7088209-7128369	0.1909
NM_203415	chr17(.):7150371-7168259	0.4886
NM_015362	chr17(.):7150550-7168259	0.493
NM_001042	chr17(.):7180053-7196367	0.1023
NM_015343	chr17(.):7141905-7160259	1.0491
NR_029896	chr17(.):7121615-7131698	0.4546
NM_001005273	chr17(.):7787168-7821075	0.1516
NM_001080424	chr17(.):7738234-7763118	0.6448
NM_144607	chr17(.):7756063-7770600	0.449
NM_032356	chr17(.):7755002-7766172	0.5792
NM_001005271	chr17(.):7783122-7821075	0.1433
NM_203411	chr17(.):7753383-7764417	0.6137
NM_021628	chr17(.):7994217-8026860	0.1522
NM_002616	chr17(.):8038787-8060753	0.2781
NM_032580	chr17(.):8018907-8032410	0.3436
NM_001165960	chr17(.):7994217-8027234	0.1547
NM_032354	chr17(.):8071296-8084714	0.5206
NM_017622	chr17(.):8086650-8098564	0.7904
NM_014232	chr17(.):8057464-8071293	0.624
NM_004217	chr17(.):8103048-8118883	0.6076
NR_037447	chr17(.):8085492-8095577	0.7958
NM_025099	chr17(.):8123138-8156413	0.631
NM_012393	chr17(.):8147595-8178809	0.4068
NM_012452	chr17(.):16837397-16880402	1.7736
NR_024007	chr17(.):17674999-17687843	0.094
NM_004176	chr17(.):17709662-17745325	0.4603
NR_030361	chr17(.):17712149-17722245	0.105
NM_001102664	chr17(.):19135689-19245028	0.2439
NR_000010	chr17(.):27044599-27054671	0.8452
NR_000009	chr17(.):27045698-27055772	1.4404
NM_031934	chr17(.):27036298-27049908	0.4498
NM_001142625	chr17(.):27036298-27050286	0.442
NM_000984	chr17(.):27041999-27056374	1.2429
NM_138463	chr17(.):27046365-27058230	1.4956
NR_000014	chr17(.):27045446-27055509	1.2394
NR_000013	chr17(.):27042567-27052634	0.4976
NM_004295	chr17(.):27066022-27082976	0.3824
NM_152465	chr17(.):27025533-27043872	0.1252
NR_024579	chr17(.):27036298-27050251	0.443
NM_001160407	chr17(.):27046365-27058949	1.4113
NM_178170	chr17(.):27050831-27074784	0.8244
NR_029970	chr17(.):27183386-27193458	0.0494
NM_005702	chr17(.):27177042-27193072	0.1549
NM_004475	chr17(.):27201356-27229715	0.591
NM_144683	chr17(.):27219798-27235089	1.1117
NR_029685	chr17(.):27183550-27193636	0.0534
NM_006495	chr17(.):29625787-29646130	1.7099
NM_014210	chr17(.):29638427-29653767	2.3081
NM_002981	chr17(.):32682398-32695252	1.7318
NM_005408	chr17(.):32678470-32690629	0.345
NM_005623	chr17(.):32641065-32653421	0.1257
NM_002983	chr17(.):34410602-34422506	3.3176
NM_002988	chr17(.):34386642-34403841	0.129
NM_002984	chr17(.):34426219-34438014	1.562
NM_021006	chr17(.):34517267-34529156	4.555
NM_001001418	chr17(.):34576084-34597027	0.2606
NM_001001435	chr17(.):34533467-34545274	2.3851
NM_001001437	chr17(.):34517267-34529147	4.5564
NM_001001417	chr17(.):34488060-34508988	0.2667
NM_021006	chr17(.):34618841-34630730	3.773
NM_001001437	chr17(.):34618841-34630721	3.7742
NM_001001435	chr17(.):34635033-34646840	2.4104
NM_001001418	chr17(.):34741118-34813091	0.1797
NM_001130677	chr17(.):36822958-36836187	0.2503
NM_005937	chr17(.):36856872-36891056	1.058
NM_007144	chr17(.):36885149-36909558	0.3953
NM_002795	chr17(.):36904001-36925478	0.3328
NM_001136498	chr17(.):36881509-36896858	0.2038
NM_199247	chr17(.):37328388-37358901	0.4447
NM_000723	chr17(.):37324708-37358901	0.4064
NM_001143968	chr17(.):37308146-37327414	0.3384
NM_000981	chr17(.):37351535-37365980	0.9216
NM_198993	chr17(.):37361788-37387040	0.108
NM_005310	chr17(.):37889186-37908538	0.2958
NM_001030002	chr17(.):37889589-37908538	0.3021
NM_032339	chr17(.):37880408-37891788	0.3486
NM_018530	chr17(.):38055847-38078793	0.0932
NM_001042471	chr17(.):38055847-38079903	0.0927
NM_198844	chr17(.):38019454-38039149	1.1359
NM_021724	chr17(.):38244036-38261973	0.853
NM_001190919	chr17(.):38213445-38255120	0.3312
NM_001190918	chr17(.):38214067-38255120	0.3356
NM_014815	chr17(.):38170349-38215889	0.081
NM_007359	chr17(.):38291506-38333431	0.192
NM_001012241	chr17(.):38273789-38298045	0.5443
NM_001145301	chr17(.):38469472-38518895	1.5718
NM_152219	chr17(.):38511904-38525945	0.1092
NM_000964	chr17(.):38460422-38518895	1.599
NM_001024809	chr17(.):38493270-38518895	0.1053
NM_001254	chr17(.):38439145-38464413	0.2182
NM_004583	chr17(.):40271996-40312022	0.1309
NR_024573	chr17(.):40336104-40351255	0.3403
NM_032484	chr17(.):40336104-40351550	0.3371
NM_012285	chr17(.):40303909-40338296	0.2591
NM_001524	chr17(.):40331077-40342470	0.5263
NM_024927	chr17(.):40814932-40834048	0.8231
NM_016437	chr17(.):40806265-40824024	0.28
NM_003632	chr17(.):40829631-40857011	0.4731
NM_016602	chr17(.):40826419-40838845	1.2855
NM_178542	chr17(.):42248351-42269082	0.4908
NM_001076674	chr17(.):42259353-42274099	0.513
NM_177441	chr17(.):42259573-42274099	0.5191
NM_001076684	chr17(.):42277400-42301924	0.7322
NM_001098833	chr17(.):42264172-42280529	0.6267
NM_080863	chr17(.):42243073-42261451	0.599
NM_001076683	chr17(.):42277400-42303250	0.6963
NM_014233	chr17(.):42277400-42300664	0.77
NM_152343	chr17(.):43326759-43344479	0.0728
NM_005892	chr17(.):43294291-43329683	1.4674
NR_024434	chr17(.):43320302-43350997	0.2162
NR_024435	chr17(.):43334557-43350997	0.0641
NM_174919	chr17(.):43501717-43515282	0.5932
NM_199282	chr17(.):43466267-43508012	0.2713
NM_001159330	chr17(.):43466267-43488449	0.3278
NR_036199	chr17(.):43547728-43557801	0.0545
NM_002144	chr17(.):46601806-46613272	0.0981
NM_002145	chr17(.):46615018-46627393	0.1417
NM_014897	chr17(.):47361567-47444835	0.1791
NM_001145365	chr17(.):47361567-47444476	0.1794
NM_002634	chr17(.):47476419-47497242	0.103
NM_005827	chr17(.):47773689-47790282	0.3238
NM_001199155	chr17(.):47860980-47911458	0.1583
NM_032595	chr17(.):48206100-48232877	0.4938
NM_174920	chr17(.):48185034-48212167	0.1187
NM_000023	chr17(.):48238365-48258293	0.2652
NM_000088	chr17(.):48256456-48284000	0.1164
NR_024193	chr17(.):48243788-48254837	0.252
NM_000250	chr17(.):56342216-56363296	0.0648
NM_004758	chr17(.):56373593-56411152	0.9181
NM_003168	chr17(.):56417538-56434563	1.0181
NR_029683	chr17(.):56403592-56413679	4.2619
NM_001099787	chr17(.):62074954-62102994	0.3886
NM_000873	chr17(.):62074954-62089283	0.0948
NR_004380	chr17(.):62218437-62228517	0.805
NR_002995	chr17(.):62218698-62228831	0.8067
NR_036199	chr17(.):62813147-62823220	0.0561
NR_030365	chr17(.):66415591-66425689	0.0592
NM_002734	chr17(.):66503542-66533910	0.3191
NM_212471	chr17(.):66503109-66533910	0.3159
NR_033876	chr17(.):70589179-70641611	0.3721
NM_001163989	chr17(.):72727958-72748474	1.2608
