REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X26_0F2C_0229Kronos_MM1S.KB.3hr.2_H3K27me3_hs.dm_i13.bam	X40_0EXS_0229Kronos_MM1S.KB.3hr.2_Input_hs_i84.bam	enhancerRank	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	enhancerRank	isSuper
6_MACS_peak_7497_lociStitched	chr11	64364008	64381888	6	16788	24197.004	1394.64	689	SLC22A12,NRXN2	SLC22A11	SLC22A12	689	1
4_MACS_peak_26004_lociStitched	chr22	18757181	18775662	4	17678	25816.1089	3056.7574	690	GGT3P		GGT3P	690	1
8_MACS_peak_17300_lociStitched	chr19	544764	560223	8	14507	24623.0952	1887.5439	691	GZMM	MADCAM1,C19orf20,CDC34,BSG,HCN2	GZMM	691	1
12_MACS_peak_15268_lociStitched	chr17	43036512	43058312	12	18573	24566.42	1850.82	692	C1QL1	GFAP,KIF18B	C1QL1	692	1
5_MACS_peak_16803_lociStitched	chr17	77874663	77892718	5	16743	24262.309	1561.7575	693			CBX4	693	1
7_MACS_peak_17639_lociStitched	chr19	3469090	3485299	7	14127	24919.7166	2240.0838	694	C19orf77	FZR1,DOHH	C19orf77	694	1
9_MACS_peak_15550_lociStitched	chr17	47594816	47614221	9	16884	24403.728	1758.093	695		NGFR,NXPH3	NGFR	695	1
7_MACS_peak_22210_lociStitched	chr19	55872017	55887357	7	14344	23876.71	1265.55	696	FAM71E2,IL11	SUV420H2,TMEM190,RPL28,TMEM150B,COX6B2,LOC388564,UBE2S	IL11	696	1
7_MACS_peak_9252_lociStitched	chr12	3235032	3252384	7	16018	24212.9808	1625.8824	697	TSPAN9		TSPAN9	697	1
10_MACS_peak_34660_lociStitched	chr8	141991131	142011331	10	18890	24983.36	2409.86	698	PTK2		PTK2	698	1
6_MACS_peak_8811_lociStitched	chr11	118014309	118031276	6	14593	24222.0892	1674.6429	699	SCN4B	SCN2B	SCN4B	699	1
9_MACS_peak_20008_lociStitched	chr19	35521831	35540969	9	16839	24450.7088	1955.9036	700	SCN1B,HPN	GRAMD1A	HPN	700	1
6_MACS_peak_33789_lociStitched	chr7	157633079	157650665	6	16527	24523.677	2106.8028	701	PTPRN2		MIR153-2	701	1
4_MACS_peak_13861_lociStitched	chr17	1192935	1209074	4	15608	23895.4034	1496.0853	702	TUSC5	BHLHA9	TUSC5	702	1
3_MACS_peak_28858_lociStitched	chr3	50565547	50579451	3	13765	23522.7872	1152.6416	703		HEMK1,CACNA2D2,C3orf18	CACNA2D2	703	1
9_MACS_peak_257_lociStitched	chr1	2495949	2515826	9	18664	24271.8047	1912.1674	704		TNFRSF14,C1orf93,PANK4,HES5,LOC115110,MMEL1	C1orf93	704	1
12_MACS_peak_14207_lociStitched	chr17	7164393	7183687	12	16469	24343.2398	2049.0228	705	CLDN7	ACADVL,C17orf81,SLC2A4,EIF5A,DLG4,MIR324,DVL2,PHF23,GABARAP,CTDNEP1,YBX2,GPS2,NEURL4	CLDN7	705	1
14_MACS_peak_918_lociStitched	chr1	5550701	5574045	14	19870	24109.6832	1853.5136	706			NPHP4	706	1
5_MACS_peak_36486_lociStitched	chr9	136071281	136088455	5	15180	23703.5548	1487.2684	707	OBP2B	RALGDS,GBGT1	OBP2B	707	1
