#26_0F2C_0229Kronos_MM1S-KB-3hr-2_H3K27me3_hs-dm_i13_peaks Enhancers
#Created from /data/projects/IRF4_mm_trn_data/p300_internal_ChIP/rose/26_0F2C_0229Kronos_MM1S-KB-3hr-2_H3K27me3_hs-dm_i13_ROSE/26_0F2C_0229Kronos_MM1S-KB-3hr-2_H3K27me3_hs-dm_i13_peaks_1KB_STITCHED_ENHANCER_REGION_MAP.txt
#Ranked by X26_0F2C_0229Kronos_MM1S.KB.3hr.2_H3K27me3_hs.dm_i13.bam
#Using cutoff of 22166.066 for Super-Enhancers
#Created on Jul 18 2024 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X26_0F2C_0229Kronos_MM1S.KB.3hr.2_H3K27me3_hs.dm_i13.bam	X40_0EXS_0229Kronos_MM1S.KB.3hr.2_Input_hs_i84.bam	enhancerRank	isStretch
12_MACS_peak_16495_lociStitched	chr17	76295104	76329336	12	31240	46000.9616	3560.128	261	1
18_MACS_peak_3351_lociStitched	chr1	22683192	22719749	18	31201	40768.3664	3527.7505	262	1
16_MACS_peak_17478_lociStitched	chr19	2965383	3000071	16	31135	40966.528	4030.7456	263	1
13_MACS_peak_16540_lociStitched	chr17	76477157	76511911	13	31011	47463.5378	3110.483	264	1
25_MACS_peak_3413_lociStitched	chr1	22966847	23004810	25	30974	42602.0786	3431.8552	265	1
7_MACS_peak_16591_lociStitched	chr17	77015612	77047863	7	30748	55839.3814	3534.7096	266	1
5_MACS_peak_85_lociStitched	chr1	1093452	1124345	5	30720	70504.0046	2520.8688	267	1
11_MACS_peak_16228_lociStitched	chr17	72873487	72906897	11	30704	42667.911	3307.59	268	1
22_MACS_peak_37576_lociStitched	chrX	152789673	152826170	22	30537	37934.9818	1883.2452	269	1
6_MACS_peak_17615_lociStitched	chr19	3327549	3359416	6	30505	49336.4894	4193.6972	270	1
8_MACS_peak_28529_lociStitched	chr3	13659718	13690616	8	30498	43600.1678	2876.6038	271	1
9_MACS_peak_25177_lociStitched	chr20	61988524	62019956	9	30442	50030.3144	2338.5408	272	1
7_MACS_peak_35762_lociStitched	chr9	127232471	127264760	7	30387	49702.4577	3035.166	273	1
7_MACS_peak_37308_lociStitched	chr9	139923879	139955200	7	30295	62006.1837	2897.1925	274	1
5_MACS_peak_14907_lociStitched	chr17	36716083	36747020	5	30235	56568.3045	3189.6047	275	1
14_MACS_peak_19521_lociStitched	chr19	18134182	18168044	14	30210	42388.4516	3721.4338	276	1
10_MACS_peak_7805_lociStitched	chr11	68758290	68790848	10	30193	51285.3616	2878.1272	277	1
7_MACS_peak_3386_lociStitched	chr1	22871462	22903067	7	30178	42850.059	2939.265	278	1
11_MACS_peak_22237_lociStitched	chr19	55995680	56028129	11	30162	50587.991	3261.1245	279	1
7_MACS_peak_37269_lociStitched	chr9	139627977	139659079	7	30051	60325.4392	2740.0862	280	1
4_MACS_peak_29065_lociStitched	chr3	184274888	184305806	4	30012	61226.9154	4374.897	281	1
6_MACS_peak_18181_lociStitched	chr19	7633482	7664258	6	29946	45117.616	4028.5784	282	1
15_MACS_peak_28313_lociStitched	chr22	50492109	50525892	15	29890	43657.7709	2645.2089	283	1
12_MACS_peak_27263_lociStitched	chr22	42684753	42716925	12	29882	44059.554	2950.1724	284	1
16_MACS_peak_35264_lociStitched	chr8	144207333	144240582	16	29773	38778.3087	3118.7562	285	1
5_MACS_peak_11982_lociStitched	chr16	3078332	3108480	5	29708	54848.2564	2607.802	286	1
12_MACS_peak_27585_lociStitched	chr22	44817592	44850799	12	29650	38002.0908	2699.7291	287	1
13_MACS_peak_16895_lociStitched	chr17	78395341	78427787	13	29597	47205.6854	2680.0396	288	1
15_MACS_peak_27354_lociStitched	chr22	43593346	43627234	15	29594	42668.3808	2490.768	289	1
7_MACS_peak_1985_lociStitched	chr1	11747186	11777302	7	29592	49896.1888	2761.6372	290	1
8_MACS_peak_13834_lociStitched	chr17	1108317	1140024	8	29473	46932.7014	3516.3063	291	1
11_MACS_peak_30100_lociStitched	chr4	8261356	8293000	11	29252	39710.0556	2208.7512	292	1
11_MACS_peak_36814_lociStitched	chr9	137604624	137635134	11	29234	40852.89	2147.904	293	1
18_MACS_peak_19074_lociStitched	chr19	15280571	15315052	18	29172	38260.1176	2886.0597	294	1
5_MACS_peak_21644_lociStitched	chr19	49915894	49946101	5	29124	50056.0197	2425.6221	295	1
16_MACS_peak_14569_lociStitched	chr17	19053389	19086677	16	29093	32292.6888	3658.3512	296	1
13_MACS_peak_7468_lociStitched	chr11	64285135	64316906	13	29063	39456.4049	3034.1305	297	1
6_MACS_peak_187_lociStitched	chr1	2013277	2043814	6	28994	42299.8524	2281.1139	298	1
7_MACS_peak_6913_lociStitched	chr11	1937306	1968209	7	28976	53938.0962	2790.5409	299	1
11_MACS_peak_14552_lociStitched	chr17	18974153	19005006	11	28966	32139.5701	3193.2855	300	1
6_MACS_peak_36546_lociStitched	chr9	136294633	136324432	6	28945	48211.8021	2878.5834	301	1
6_MACS_peak_37173_lociStitched	chr9	138661106	138692043	6	28925	54275.8728	2375.9616	302	1
10_MACS_peak_17629_lociStitched	chr19	3436526	3467600	10	28894	53173.8288	4151.4864	303	1
9_MACS_peak_29642_lociStitched	chr4	7144723	7175236	9	28862	41308.4994	2593.605	304	1
16_MACS_peak_6479_lociStitched	chr10	134833142	134867067	16	28815	38552.37	2218.695	305	1
11_MACS_peak_27023_lociStitched	chr22	37515633	37546416	11	28779	41584.7547	3084.4566	306	1
17_MACS_peak_9524_lociStitched	chr12	52573866	52607496	17	28521	38502.987	3161.22	307	1
4_MACS_peak_21237_lociStitched	chr19	47901922	47930698	4	28507	49063.08	2989.8264	308	1
20_MACS_peak_27733_lociStitched	chr22	45191737	45224873	20	28502	35269.9584	2650.88	309	1
16_MACS_peak_6146_lociStitched	chr10	126686397	126720096	16	28418	36398.2899	3117.1575	310	1
6_MACS_peak_21192_lociStitched	chr19	47114961	47144697	6	28258	46905.5664	3496.9536	311	1
8_MACS_peak_32745_lociStitched	chr7	100382058	100411306	8	28220	38349.9776	2743.4624	312	1
6_MACS_peak_16965_lociStitched	chr17	79272123	79301397	6	28120	52631.7246	2918.6178	313	1
25_MACS_peak_31536_lociStitched	chr6	33897523	33933965	25	28023	36445.6442	3633.2674	314	1
3_MACS_peak_37233_lociStitched	chr9	139138640	139167013	3	27928	61716.9496	2513.8478	315	1
8_MACS_peak_28464_lociStitched	chr3	12903078	12933740	8	27867	37754.1206	3605.8512	316	1
14_MACS_peak_10126_lociStitched	chr13	113727544	113759283	14	27863	39619.7937	2570.859	317	1
15_MACS_peak_31605_lociStitched	chr6	34067541	34099215	15	27750	43241.3448	2524.4178	318	1
6_MACS_peak_22967_lociStitched	chr2	219845415	219873955	6	27717	53509.646	2971.014	319	1
13_MACS_peak_4143_lociStitched	chr1	31155144	31185617	13	27643	37274.5736	2894.935	320	1
21_MACS_peak_26772_lociStitched	chr22	30862735	30894451	21	27639	35090.5824	2771.9784	321	1
18_MACS_peak_20164_lociStitched	chr19	36282512	36314747	18	27608	35529.417	2839.9035	322	1
17_MACS_peak_21777_lociStitched	chr19	50930031	50962174	17	27419	36382.6617	3535.73	323	1
6_MACS_peak_17376_lociStitched	chr19	1483971	1512983	6	27346	62123.3956	4418.5276	324	1
16_MACS_peak_3450_lociStitched	chr1	23033094	23064117	16	27288	36687.7998	2959.5942	325	1
13_MACS_peak_20742_lociStitched	chr19	42286186	42318681	13	27199	36618.6155	3353.484	326	1
9_MACS_peak_7006_lociStitched	chr11	2378483	2407603	9	27110	40345.76	2559.648	327	1
9_MACS_peak_14015_lociStitched	chr17	4478830	4508749	9	27074	49255.6497	2824.3536	328	1
9_MACS_peak_3267_lociStitched	chr1	21942891	21972013	9	27062	38452.6888	2696.6972	329	1
9_MACS_peak_25291_lociStitched	chr20	62726803	62756517	9	26964	50498.943	2733.688	330	1
7_MACS_peak_221_lociStitched	chr1	2129977	2158719	7	26950	41414.3478	2644.264	331	1
4_MACS_peak_31404_lociStitched	chr6	31958211	31985253	4	26936	71131.2768	3642.5574	332	1
14_MACS_peak_21049_lociStitched	chr19	46460481	46490169	14	26841	33799.788	2772.8592	333	1
19_MACS_peak_36578_lociStitched	chr9	136455391	136489064	19	26811	38424.2603	2757.8187	334	1
5_MACS_peak_3261_lociStitched	chr1	21906283	21933673	5	26802	50085.354	2626.701	335	1
13_MACS_peak_37046_lociStitched	chr9	138254346	138284665	13	26775	35591.4741	2092.011	336	1
15_MACS_peak_1843_lociStitched	chr1	11366187	11396182	15	26731	35313.1135	2564.5725	337	1
15_MACS_peak_7881_lociStitched	chr11	69282459	69311894	15	26629	35413.2485	2119.32	338	1
8_MACS_peak_16312_lociStitched	chr17	74514861	74542182	8	26620	40150.9416	2535.3888	339	1
11_MACS_peak_36733_lociStitched	chr9	137369117	137398730	11	26597	41413.7805	2475.6468	340	1
25_MACS_peak_36899_lociStitched	chr9	137911843	137945476	25	26553	32449.1184	2371.1265	341	1
14_MACS_peak_3648_lociStitched	chr1	29558820	29587971	14	26537	37082.9871	2961.7416	342	1
10_MACS_peak_16755_lociStitched	chr17	77703086	77732332	10	26514	39098.9774	2427.418	343	1
6_MACS_peak_2356_lociStitched	chr1	17692140	17719328	6	26398	34757.1392	2740.5504	344	1
9_MACS_peak_28819_lociStitched	chr3	50444356	50472384	9	26374	35825.3896	2707.5048	345	1
12_MACS_peak_21163_lociStitched	chr19	46980229	47009106	12	26336	42073.789	2873.2615	346	1
8_MACS_peak_26882_lociStitched	chr22	36968598	36996301	8	26326	36947.4911	2601.3117	347	1
6_MACS_peak_13903_lociStitched	chr17	1905889	1933347	6	26200	46382.0536	2169.182	348	1
18_MACS_peak_2365_lociStitched	chr1	17829105	17860712	18	26115	35222.8408	2993.1829	349	1
6_MACS_peak_28779_lociStitched	chr3	50185270	50212648	6	26102	39667.9842	2477.709	350	1
12_MACS_peak_27141_lociStitched	chr22	38834691	38864676	12	26067	36176.9025	2947.5255	351	1
1_MACS_peak_33107_lociStitched	chr7	149470090	149496012	1	25923	63573.705	3294.6862	352	1
8_MACS_peak_24946_lociStitched	chr20	60371003	60398007	8	25919	38521.206	1774.1628	353	1
11_MACS_peak_4843_lociStitched	chr1	156355182	156382337	11	25893	42046.802	3769.114	354	1
15_MACS_peak_37339_lociStitched	chr9	140186227	140217677	15	25873	42580.155	2421.65	355	1
12_MACS_peak_35100_lociStitched	chr8	143602058	143629524	12	25864	36620.4178	1804.5162	356	1
9_MACS_peak_17912_lociStitched	chr19	5538906	5566462	9	25750	40716.7456	3849.5732	357	1
14_MACS_peak_26955_lociStitched	chr22	37115859	37144873	14	25718	35199.7848	2820.1608	358	1
13_MACS_peak_31584_lociStitched	chr6	33980519	34008724	13	25704	35225.2245	2496.1425	359	1
3_MACS_peak_4857_lociStitched	chr1	156389258	156415277	3	25662	53976.4155	4540.3155	360	1
6_MACS_peak_16769_lociStitched	chr17	77739197	77765983	6	25649	46023.7052	2199.1306	361	1
15_MACS_peak_27959_lociStitched	chr22	46020410	46049193	15	25615	33900.6174	2970.4056	362	1
6_MACS_peak_25508_lociStitched	chr21	43717152	43744327	6	25612	46874.1575	4024.6175	363	1
11_MACS_peak_25200_lociStitched	chr20	62124242	62151868	11	25598	37154.2074	2536.0668	364	1
17_MACS_peak_3065_lociStitched	chr1	20623996	20654051	17	25590	32255.026	2647.8455	365	1
15_MACS_peak_21449_lociStitched	chr19	49046683	49077228	15	25516	37173.265	2761.268	366	1
15_MACS_peak_23172_lociStitched	chr2	241613300	241641548	15	25509	28807.3104	1299.408	367	1
6_MACS_peak_18168_lociStitched	chr19	7542496	7569334	6	25508	34280.1774	3698.2764	368	1
14_MACS_peak_18211_lociStitched	chr19	7780842	7809245	14	25490	32456.1081	3737.8348	369	1
4_MACS_peak_2189_lociStitched	chr1	17083796	17109536	4	25484	43822.35	5343.624	370	1
8_MACS_peak_18194_lociStitched	chr19	7717974	7744382	8	25427	42635.716	3596.7696	371	1
19_MACS_peak_27500_lociStitched	chr22	44312970	44343334	19	25320	32884.212	2930.126	372	1
12_MACS_peak_1970_lociStitched	chr1	11674724	11702099	12	25299	31270.4625	2461.0125	373	1
7_MACS_peak_489_lociStitched	chr1	3365813	3392404	7	25281	44204.8784	1744.3696	374	1
13_MACS_peak_31987_lociStitched	chr7	1277341	1305183	13	25281	33992.2978	1826.4352	375	1
9_MACS_peak_34176_lociStitched	chr8	1890287	1916608	9	25265	34983.2411	2763.705	376	1
6_MACS_peak_6563_lociStitched	chr10	135045410	135071997	6	25216	38809.0439	2294.4581	377	1
5_MACS_peak_31597_lociStitched	chr6	34012885	34038912	5	25171	38962.419	2376.2651	378	1
4_MACS_peak_29150_lociStitched	chr3	195528531	195554190	4	25155	41590.6731	3325.4064	379	1
12_MACS_peak_9793_lociStitched	chr12	54585003	54613186	12	25131	36003.7825	4007.6226	380	1
13_MACS_peak_1198_lociStitched	chr1	7102970	7130697	13	25081	32465.5443	2331.8407	381	1
5_MACS_peak_31701_lociStitched	chr6	41602273	41628744	5	25032	41358.2904	2617.9819	382	1
11_MACS_peak_22184_lociStitched	chr19	55672822	55700622	11	25031	35236.5	2679.92	383	1
11_MACS_peak_36491_lociStitched	chr9	136091275	136118677	11	24981	35792.4924	2400.4152	384	1
8_MACS_peak_34675_lociStitched	chr8	142064630	142090795	8	24965	37389.785	2893.849	385	1
4_MACS_peak_23016_lociStitched	chr2	220374327	220400224	4	24945	45356.0058	2724.3644	386	1
5_MACS_peak_17648_lociStitched	chr19	3581274	3607684	5	24896	42641.586	3464.992	387	1
5_MACS_peak_32718_lociStitched	chr7	100312371	100338008	5	24868	39609.165	2397.0595	388	1
5_MACS_peak_17070_lociStitched	chr17	81010812	81037382	5	24863	42395.092	2181.397	389	1
12_MACS_peak_17088_lociStitched	chr17	81061381	81088446	12	24861	36199.4375	2533.284	390	1
13_MACS_peak_26041_lociStitched	chr22	18935276	18963173	13	24749	38006.8728	2572.1034	391	1
10_MACS_peak_37202_lociStitched	chr9	138934128	138960408	10	24727	35795.988	1787.04	392	1
7_MACS_peak_21275_lociStitched	chr19	48214277	48240249	7	24647	34314.2064	2285.536	393	1
20_MACS_peak_3686_lociStitched	chr1	29629452	29659853	20	24626	33428.9396	2872.8945	394	1
4_MACS_peak_4894_lociStitched	chr1	156860083	156885173	4	24590	52887.211	3848.806	395	1
11_MACS_peak_19595_lociStitched	chr19	18705572	18733614	11	24587	47615.316	2487.3254	396	1
10_MACS_peak_15337_lociStitched	chr17	43865327	43893580	10	24582	33680.4013	2842.2518	397	1
9_MACS_peak_25113_lociStitched	chr20	61646410	61672292	9	24568	38522.7688	2285.3806	398	1
13_MACS_peak_19619_lociStitched	chr19	18897926	18925123	13	24484	34978.0617	2453.1694	399	1
11_MACS_peak_266_lociStitched	chr1	2518407	2545330	11	24417	37029.8942	2003.0712	400	1
14_MACS_peak_37612_lociStitched	chrX	152887601	152915066	14	24416	30318.6135	1296.348	401	1
5_MACS_peak_24987_lociStitched	chr20	60469016	60494744	5	24356	36116.9664	2366.976	402	1
15_MACS_peak_16190_lociStitched	chr17	72594906	72622773	15	24307	33599.2419	2797.8468	403	1
4_MACS_peak_5290_lociStitched	chr1	228744086	228768747	4	24290	27114.7695	11228.1533	404	1
5_MACS_peak_11729_lociStitched	chr16	792381	817045	5	24278	38507.9032	2022.448	405	1
13_MACS_peak_17497_lociStitched	chr19	3007984	3035075	13	24254	29903.0458	2776.8275	406	1
14_MACS_peak_36980_lociStitched	chr9	138051841	138080531	14	24249	33412.374	2085.763	407	1
3_MACS_peak_18672_lociStitched	chr19	13103884	13128744	3	24221	46542.892	2359.214	408	1
17_MACS_peak_2322_lociStitched	chr1	17620269	17649005	17	24198	31069.3632	2819.0016	409	1
5_MACS_peak_3393_lociStitched	chr1	22906637	22932055	5	24179	38317.635	2041.0654	410	1
3_MACS_peak_31602_lociStitched	chr6	34041312	34065746	3	24147	33973.0336	2240.5978	411	1
3_MACS_peak_16357_lociStitched	chr17	74907607	74932375	3	24003	40044.9024	2345.5296	412	1
16_MACS_peak_5727_lociStitched	chr10	73280703	73308046	16	23989	29817.5415	2436.2613	413	1
5_MACS_peak_34688_lociStitched	chr8	142333137	142357377	5	23937	39360.912	2234.928	414	1
16_MACS_peak_24403_lociStitched	chr20	56773475	56801395	16	23915	31999.112	2744.536	415	1
12_MACS_peak_16459_lociStitched	chr17	75901129	75927909	12	23853	32585.904	2683.356	416	1
5_MACS_peak_468_lociStitched	chr1	3261447	3286282	5	23852	38938.7965	1909.8115	417	1
18_MACS_peak_17767_lociStitched	chr19	5169983	5197264	18	23834	30208.2513	3685.6631	418	1
9_MACS_peak_20709_lociStitched	chr19	42199859	42226351	9	23807	30534.6792	2559.1272	419	1
10_MACS_peak_37062_lociStitched	chr9	138290887	138316280	10	23789	29877.4038	2016.2042	420	1
11_MACS_peak_6548_lociStitched	chr10	135008037	135033322	11	23772	32526.624	1648.582	421	1
7_MACS_peak_37039_lociStitched	chr9	138228284	138253314	7	23719	32691.683	1832.196	422	1
17_MACS_peak_37083_lociStitched	chr9	138339006	138367228	17	23711	31919.082	2254.9378	423	1
11_MACS_peak_32068_lociStitched	chr7	1456040	1482483	11	23709	33733.3351	1938.2719	424	1
12_MACS_peak_21808_lociStitched	chr19	51043794	51070436	12	23658	31256.3944	2323.1824	425	1
18_MACS_peak_8299_lociStitched	chr11	70650427	70680654	18	23652	31294.0131	2248.8888	426	1
10_MACS_peak_21649_lociStitched	chr19	50011229	50036977	10	23624	32352.362	2186.0052	427	1
16_MACS_peak_28477_lociStitched	chr3	13551149	13578739	16	23582	32338.239	2129.948	428	1
12_MACS_peak_18320_lociStitched	chr19	8226565	8255141	12	23569	31376.448	3592.0032	429	1
5_MACS_peak_13755_lociStitched	chr17	699673	723665	5	23469	36225.5208	2101.6992	430	1
4_MACS_peak_11855_lociStitched	chr16	1567175	1591204	4	23462	41269.8075	2056.8824	431	1
6_MACS_peak_36572_lociStitched	chr9	136428061	136453060	6	23461	38378.4648	1649.934	432	1
5_MACS_peak_36868_lociStitched	chr9	137818431	137843828	5	23351	31522.7564	2013.9821	433	1
7_MACS_peak_130_lociStitched	chr1	1512586	1537007	7	23345	31112.354	2344.416	434	1
8_MACS_peak_12189_lociStitched	chr16	5049771	5074174	8	23343	29976.6452	2498.8672	435	1
6_MACS_peak_33360_lociStitched	chr7	155161426	155186336	6	23332	32731.74	2842.231	436	1
5_MACS_peak_15738_lociStitched	chr17	61551884	61576486	5	23324	36174.7808	2356.8716	437	1
9_MACS_peak_14355_lociStitched	chr17	7957246	7982276	9	23321	38436.068	2938.522	438	1
6_MACS_peak_90_lociStitched	chr1	1125542	1149815	6	23319	41004.3789	1803.4839	439	1
11_MACS_peak_29855_lociStitched	chr4	7698925	7725776	11	23300	29949.6054	2424.6453	440	1
14_MACS_peak_29775_lociStitched	chr4	7509883	7537668	14	23285	31388.7145	2008.8555	441	1
13_MACS_peak_16699_lociStitched	chr17	77520048	77546115	13	23278	30983.2362	1754.3091	442	1
17_MACS_peak_30070_lociStitched	chr4	8194694	8221308	17	23237	28508.9168	1940.1606	443	1
10_MACS_peak_25130_lociStitched	chr20	61713261	61739906	10	23180	37401.5865	1787.8795	444	1
5_MACS_peak_36809_lociStitched	chr9	137578994	137603390	5	23158	35266.8576	1961.4384	445	1
3_MACS_peak_7018_lociStitched	chr11	2425954	2449418	3	23103	54335.5848	2006.172	446	1
12_MACS_peak_6079_lociStitched	chr10	114731853	114756762	12	23089	28480.9506	3218.2428	447	1
3_MACS_peak_37293_lociStitched	chr9	139862432	139886121	3	23019	47368.5244	2068.0497	448	1
9_MACS_peak_10193_lociStitched	chr13	114049459	114074492	9	22970	38723.5477	2305.5393	449	1
2_MACS_peak_16566_lociStitched	chr17	76550552	76573691	2	22907	34599.7467	2202.8328	450	1
5_MACS_peak_3256_lociStitched	chr1	21881633	21905233	5	22906	33504.92	2239.64	451	1
7_MACS_peak_21243_lociStitched	chr19	47941891	47966688	7	22867	28328.0928	2640.8805	452	1
7_MACS_peak_11789_lociStitched	chr16	1019514	1043349	7	22837	37101.561	1842.4455	453	1
11_MACS_peak_20894_lociStitched	chr19	45305576	45330105	11	22807	28882.8975	2251.7622	454	1
9_MACS_peak_112_lociStitched	chr1	1356438	1381973	9	22726	32822.689	1823.199	455	1
16_MACS_peak_6639_lociStitched	chr11	314165	339680	16	22693	31174.227	2594.8755	456	1
8_MACS_peak_20089_lociStitched	chr19	35820112	35843817	8	22568	32575.411	2026.7775	457	1
15_MACS_peak_25229_lociStitched	chr20	62377972	62405120	15	22522	31301.644	2538.338	458	1
7_MACS_peak_20919_lociStitched	chr19	45368180	45392094	7	22499	31344.0798	2243.1332	459	1
6_MACS_peak_1085_lociStitched	chr1	6298670	6322612	6	22472	38644.7822	2312.7972	460	1
6_MACS_peak_25897_lociStitched	chr21	46986830	47010017	6	22464	38541.4314	2701.2855	461	1
4_MACS_peak_25970_lociStitched	chr21	47468825	47492467	4	22441	37035.193	2588.799	462	1
5_MACS_peak_25628_lociStitched	chr21	44863385	44886085	5	22394	39516.16	2744.43	463	1
6_MACS_peak_35349_lociStitched	chr8	144466727	144490021	6	22260	36690.3794	1928.7432	464	1
3_MACS_peak_27943_lociStitched	chr22	45968431	45991161	3	22224	36333.905	2197.991	465	1
9_MACS_peak_37145_lociStitched	chr9	138545639	138569991	9	22199	29042.1952	1767.9552	466	1
6_MACS_peak_2833_lociStitched	chr1	18953901	18977562	6	22147	33513.4404	1717.7886	467	1
7_MACS_peak_5546_lociStitched	chr10	71487725	71511387	7	22134	32007.5874	2529.4678	468	1
5_MACS_peak_1055_lociStitched	chr1	5890247	5914492	5	22133	31334.238	1735.942	469	1
10_MACS_peak_13693_lociStitched	chr17	138667	163287	10	22129	35213.986	2590.024	470	1
8_MACS_peak_5017_lociStitched	chr1	201273922	201297427	8	22090	28944.057	3062.7015	471	1
12_MACS_peak_2310_lociStitched	chr1	17591750	17617568	12	22083	29693.2818	2527.5822	472	1
8_MACS_peak_515_lociStitched	chr1	3666229	3690787	8	22037	36289.3566	2249.5128	473	1
23_MACS_peak_12879_lociStitched	chr16	85310821	85339124	23	22036	27552.9705	1262.3138	474	1
3_MACS_peak_32427_lociStitched	chr7	44257430	44280727	3	22006	40506.4939	2008.2014	475	1
5_MACS_peak_25701_lociStitched	chr21	45851786	45874951	5	21966	37140.4445	2719.571	476	1
7_MACS_peak_36270_lociStitched	chr9	134680007	134703994	7	21907	35627.8911	2393.9026	477	1
13_MACS_peak_16059_lociStitched	chr17	72236062	72260791	13	21883	26796.3444	1970.9013	478	1
8_MACS_peak_6037_lociStitched	chr10	102974631	102998505	8	21867	36524.8326	2148.66	479	1
3_MACS_peak_4874_lociStitched	chr1	156657555	156679391	3	21820	48748.87	3570.186	480	1
3_MACS_peak_36558_lociStitched	chr9	136344366	136366843	3	21811	36518.3819	2025.1777	481	1
7_MACS_peak_28810_lociStitched	chr3	50415309	50438241	7	21806	31499.3952	1864.3716	482	1
6_MACS_peak_16453_lociStitched	chr17	75875741	75900065	6	21752	33822.522	2466.4536	483	1
4_MACS_peak_11066_lociStitched	chr15	42152567	42174413	4	21584	36159.4992	1887.4944	484	1
12_MACS_peak_3090_lociStitched	chr1	20674470	20698303	12	21547	25401.2114	2237.9187	485	1
14_MACS_peak_6812_lociStitched	chr11	1587564	1612459	14	21473	31113.771	2613.975	486	1
9_MACS_peak_20780_lociStitched	chr19	42423272	42445453	9	21469	37414.9108	2073.9235	487	1
4_MACS_peak_11514_lociStitched	chr15	78180430	78202019	4	21425	34419.3427	2057.4317	488	1
8_MACS_peak_25706_lociStitched	chr21	45876079	45899067	8	21382	34470.506	2940.1652	489	1
9_MACS_peak_32859_lociStitched	chr7	100927736	100951534	9	21328	28402.913	2367.901	490	1
10_MACS_peak_34909_lociStitched	chr8	143003205	143027260	10	21305	26977.6825	1847.424	491	1
7_MACS_peak_36179_lociStitched	chr9	133524585	133547967	7	21060	38063.5578	1994.4846	492	1
10_MACS_peak_1439_lociStitched	chr1	7681832	7705264	10	21029	30810.7368	2017.4952	493	1
17_MACS_peak_1349_lociStitched	chr1	7477590	7503563	17	21018	26541.8087	2012.9075	494	1
6_MACS_peak_25773_lociStitched	chr21	46138563	46161525	6	21002	38982.5874	2718.7008	495	1
10_MACS_peak_9557_lociStitched	chr12	52695473	52717478	10	20974	26885.709	2275.317	496	1
5_MACS_peak_25140_lociStitched	chr20	61743620	61765800	5	20942	32453.776	1940.75	497	1
4_MACS_peak_37330_lociStitched	chr9	140047926	140069950	4	20924	43697.8184	1750.908	498	1
4_MACS_peak_30254_lociStitched	chr4	8849245	8872054	4	20870	27833.8227	1473.4614	499	1
14_MACS_peak_36090_lociStitched	chr9	133223038	133247849	14	20850	28006.6568	1855.8628	500	1
7_MACS_peak_30200_lociStitched	chr4	8690172	8712010	7	20828	27751.7304	1707.7316	501	1
