REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X26_0F2C_0229Kronos_MM1S.KB.3hr.2_H3K27me3_hs.dm_i13.bam	X40_0EXS_0229Kronos_MM1S.KB.3hr.2_Input_hs_i84.bam	enhancerRank	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	TOP_GENE	TSS_SIGNAL	enhancerRank	isSuperStretch
5_MACS_peak_18592_lociStitched	chr19	11391438	11412115	5	19135	25397.5591	2247.5899	613	TSPAN16	LOC55908,CCDC159,DOCK6,RAB3D,TMEM205	TSPAN16	LOC55908	1.0225	613	1
6_MACS_peak_11273_lociStitched	chr15	74508506	74528229	6	18606	25852.9084	1483.1696	614		ISLR,CCDC33,STRA6	CCDC33	STRA6	1.1269	614	1
12_MACS_peak_35454_lociStitched	chr8	145552189	145572506	12	18311	26690.4429	1688.3427	615	SCRT1	HSF1,GPR172A,ADCK5,BOP1,DGAT1,C8ORFK29,FBXL6,MIR939	SCRT1	SCRT1	1.0964	615	1
5_MACS_peak_7044_lociStitched	chr11	3209067	3227033	5	16545	30152.3378	1866.6674	616		C11orf36,OSBPL5,MRGPRG,MRGPRE	C11orf36	MRGPRG	0.7593	616	1
14_MACS_peak_1420_lociStitched	chr1	7632909	7657582	14	19111	24909.8608	2094.7377	617	CAMTA1		VAMP3	VAMP3	NONE	617	1
6_MACS_peak_17255_lociStitched	chr19	357303	376639	6	18478	26260.2216	2057.3504	618	THEG	MIER2,C2CD4C	THEG	C2CD4C	1.2604	618	1
2_MACS_peak_28733_lociStitched	chr3	48616302	48633477	2	17123	28448.67	1588.6875	619	COL7A1,MIR711	PFKFB4,UCN2,UQCRC1,TMEM89,SLC26A6	COL7A1	COL7A1	1.0184	619	1
10_MACS_peak_34660_lociStitched	chr8	141991131	142011331	10	18890	24983.36	2409.86	621	PTK2		PTK2	PTK2	0.0845	621	1
7_MACS_peak_28347_lociStitched	chr22	50587635	50608140	7	18591	25405.695	2196.0855	622	MOV10L1	PANX2,TRABD,SELO	PANX2	PANX2	0.7228	622	1
10_MACS_peak_33412_lociStitched	chr7	155307161	155329403	10	18695	25533.816	2606.7624	623	CNPY1		CNPY1	CNPY1	0.7191	623	1
15_MACS_peak_1721_lociStitched	chr1	9708058	9730530	15	18232	25898.98	1928.0976	624	PIK3CD,C1orf200		C1orf200	C1orf200	1.153	624	1
4_MACS_peak_5686_lociStitched	chr10	73044968	73063298	4	17885	26353.041	1646.034	625	UNC5B	SLC29A3	SLC29A3	NONE	NONE	625	1
4_MACS_peak_15442_lociStitched	chr17	46690898	46708679	4	16633	28922.5746	1712.3103	626	HOXB8,HOXB9	LOC404266,HOXB3,HOXB4,MIR10A,HOXB5,HOXB6,HOXB7,MIR196A1	HOXB9	HOXB9	1.5246	626	1
8_MACS_peak_21473_lociStitched	chr19	49092354	49111570	8	17792	26717.9264	1900.4624	627	SULT2B1,SPACA4,FAM83E	SPHK2,SEC1,RPL18,DBP,CA11	SPACA4	SEC1	0.7807	627	1
9_MACS_peak_16528_lociStitched	chr17	76444651	76465081	9	18006	26048.25	1942.893	630	DNAH17		PGS1	PGS1	0.0349	630	1
12_MACS_peak_24992_lociStitched	chr20	60496198	60517077	12	17926	25948.4212	1693.2869	631	CDH4	MIR1257	MIR1257	MIR1257	0.5965	631	1
4_MACS_peak_17785_lociStitched	chr19	5203291	5222353	4	18536	25363.8972	2546.6832	632	PTPRS		PTPRS	PTPRS	1.1177000000000001	632	1
9_MACS_peak_16138_lociStitched	chr17	72413441	72433624	9	18038	25539.5682	1543.9995	633	GPRC5C	GPR142,CD300A	GPRC5C	GPR142	1.2538	633	1
12_MACS_peak_15268_lociStitched	chr17	43036512	43058312	12	18573	24566.42	1850.82	634	C1QL1	GFAP,KIF18B	C1QL1	C1QL1	0.899	634	1
5_MACS_peak_32666_lociStitched	chr7	99757576	99775076	5	16480	28864.5	1797.25	636	GAL3ST4,GPC2	CNPY4,MBLAC1,C7orf59,STAG3,PVRIG,TAF6,C7orf43	GAL3ST4	GAL3ST4	1.0644	636	1
9_MACS_peak_257_lociStitched	chr1	2495949	2515826	9	18664	24271.8047	1912.1674	637		TNFRSF14,C1orf93,PANK4,HES5,LOC115110,MMEL1	C1orf93	HES5	1.5645	637	1
4_MACS_peak_5525_lociStitched	chr10	71409317	71427911	4	18386	24681.6756	1645.569	638		C10orf35	C10orf35	C10orf35	0.08520000000000001	638	1
4_MACS_peak_26728_lociStitched	chr22	30105132	30123083	4	16994	27497.3418	1443.2604	639	CABP7	UQCR10,ZMAT5	CABP7	CABP7	0.9239999999999999	639	1
5_MACS_peak_15423_lociStitched	chr17	45922363	45939654	5	16904	27895.5703	1787.8894	641	SP6	LRRC46,SP2,OSBPL7,MRPL10,SCRN2	SP6	SP6	1.1909	641	1
7_MACS_peak_22973_lociStitched	chr2	219878251	219898161	7	18313	24991.032	1989.009	643	CCDC108	LOC151300,FEV,CRYBA2,MIR375,CCDC108,MIR3131,IHH	CCDC108	CRYBA2	1.7254999999999998	643	1
9_MACS_peak_37297_lociStitched	chr9	139895367	139916495	9	17940	25114.8536	1502.2008	645	ABCA2	LCN12,PTGDS,LCNL1,C9orf142,C9orf139,CLIC3,FUT7,NPDC1,ENTPD2,C9orf140	CLIC3	NPDC1	2.1004	645	1
15_MACS_peak_4459_lociStitched	chr1	37491486	37515114	15	17539	26009.7024	1748.472	647	GRIK3		GRIK3	GRIK3	0.6283	647	1
5_MACS_peak_13510_lociStitched	chr16	88489875	88508431	5	17780	24484.642	766.3628	648	ZNF469	ZFPM1	ZNF469	ZNF469	1.1691	648	1
6_MACS_peak_32753_lociStitched	chr7	100415704	100434305	6	17260	26186.4878	1428.5568	649	EPHB4	SLC12A9,TRIP6,SRRT	EPHB4	EPHB4	1.207	649	1
7_MACS_peak_37371_lociStitched	chr9	140255694	140274570	7	17309	26454.714	1878.162	650	EXD3	NOXA1	EXD3	NOXA1	1.5642	650	1
8_MACS_peak_14153_lociStitched	chr17	6995616	7014630	8	17693	25435.0278	1829.1468	653	ASGR2	SLC16A11,CLEC10A	ASGR2	ASGR2	1.0499	653	1
6_MACS_peak_11292_lociStitched	chr15	74559547	74578565	6	17800	24622.6046	1692.602	656	CCDC33	CCDC33	CCDC33	CCDC33	1.0774	656	1
4_MACS_peak_4870_lociStitched	chr1	156638816	156656450	4	17159	26927.118	2766.7746	657	NES	HAPLN2,BCAN,C1orf66,CRABP2,ISG20L2	NES	CRABP2	1.534	657	1
4_MACS_peak_26004_lociStitched	chr22	18757181	18775662	4	17678	25816.1089	3056.7574	660	GGT3P		GGT3P	GGT3P	0.9479	660	1
8_MACS_peak_9487_lociStitched	chr12	52397468	52417205	8	16957	25920.6021	2248.0443	672	GRASP	NR4A1,C12orf44	GRASP	GRASP	1.1225	672	1
3_MACS_peak_14364_lociStitched	chr17	7983469	8001064	3	16697	25569.054	1963.602	684	MIR4314,ALOX12B,ALOXE3	ALOX15B,HES7	MIR4314	MIR4314	1.5554999999999999	684	1
5_MACS_peak_6908_lociStitched	chr11	1917470	1935689	5	16635	25275.2187	1749.024	687		LSP1,TNNT3,MRPL23,MIR4298	TNNT3	TNNT3	1.6601000000000001	687	1
9_MACS_peak_15550_lociStitched	chr17	47594816	47614221	9	16884	24403.728	1758.093	689		NGFR,NXPH3	NGFR	NGFR	1.4442000000000002	689	1
6_MACS_peak_7497_lociStitched	chr11	64364008	64381888	6	16788	24197.004	1394.64	691	SLC22A12,NRXN2	SLC22A11	SLC22A12	SLC22A11	1.2045000000000001	691	1
9_MACS_peak_20008_lociStitched	chr19	35521831	35540969	9	16839	24450.7088	1955.9036	695	SCN1B,HPN	GRAMD1A	HPN	HPN	0.7675000000000001	695	1
5_MACS_peak_16803_lociStitched	chr17	77874663	77892718	5	16743	24262.309	1561.7575	696			CBX4	CBX4	0.8556	696	1
6_MACS_peak_33789_lociStitched	chr7	157633079	157650665	6	16527	24523.677	2106.8028	706	PTPRN2		MIR153-2	MIR153-2	NONE	706	1
12_MACS_peak_14207_lociStitched	chr17	7164393	7183687	12	16469	24343.2398	2049.0228	709	CLDN7	ACADVL,C17orf81,SLC2A4,EIF5A,DLG4,MIR324,DVL2,PHF23,GABARAP,CTDNEP1,YBX2,GPS2,NEURL4	CLDN7	YBX2	1.5373	709	1
