#06_0EWS_0229Kronos_MM1S-KB-3hr-2_H3K18Ac_hs-dm_i13_peaks Enhancers
#Created from /data/projects/IRF4_mm_trn_data/p300_internal_ChIP/rose/06_0EWS_0229Kronos_MM1S-KB-3hr-2_H3K18Ac_hs-dm_i13_ROSE/06_0EWS_0229Kronos_MM1S-KB-3hr-2_H3K18Ac_hs-dm_i13_peaks_7KB_STITCHED_ENHANCER_REGION_MAP.txt
#Ranked by X06_0EWS_0229Kronos_MM1S.KB.3hr.2_H3K18Ac_hs.dm_i13.bam
#Using cutoff of 16485.7032 for Super-Enhancers
#Created on Jul 18 2024 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X06_0EWS_0229Kronos_MM1S.KB.3hr.2_H3K18Ac_hs.dm_i13.bam	X40_0EXS_0229Kronos_MM1S.KB.3hr.2_Input_hs_i84.bam	enhancerRank	isStretch
3_MACS_peak_6092_lociStitched	chr12	15135370	15147975	3	7745	7598.294	2082.346	1063	1
1_MACS_peak_9533_lociStitched	chr15	75334082	75341824	1	7743	37162.3742	1961.0486	1064	1
4_MACS_peak_17100_lociStitched	chr20	39608203	39621565	4	7742	9735.5532	1739.7324	1065	1
2_MACS_peak_26670_lociStitched	chr7	128572248	128582332	2	7741	25266.4704	2648.0584	1066	1
1_MACS_peak_16139_lociStitched	chr2	198168862	198176599	1	7738	11905.6956	1435.9872	1067	1
3_MACS_peak_10080_lociStitched	chr16	10961742	10976471	3	7733	9592.9977	2493.6197	1068	1
2_MACS_peak_21543_lociStitched	chr4	140126923	140136836	2	7731	9689.9575	1330.3246	1069	1
2_MACS_peak_10392_lociStitched	chr16	30661067	30673238	2	7731	19208.2722	2000.9124	1070	1
3_MACS_peak_16871_lociStitched	chr20	23329700	23344188	3	7730	15141.4088	2210.8688	1071	1
3_MACS_peak_14025_lociStitched	chr19	50369313	50382092	3	7728	25146.5162	2573.6906	1072	1
2_MACS_peak_11548_lociStitched	chr17	37948529	37958181	2	7724	9421.3172	1581.9628	1073	1
3_MACS_peak_11331_lociStitched	chr17	27219296	27230478	3	7723	14936.9156	2144.7076	1074	1
3_MACS_peak_1493_lociStitched	chr1	145500967	145517577	3	7722	20493.418	4200.669	1075	1
3_MACS_peak_1996_lociStitched	chr1	171219562	171228023	3	7710	19159.0884	1880.8803	1076	1
1_MACS_peak_11517_lociStitched	chr17	36856094	36863799	1	7706	40699.351	1363.0145	1077	1
3_MACS_peak_7985_lociStitched	chr13	114863479	114877757	3	7706	11219.6524	1600.5638	1078	1
2_MACS_peak_7035_lociStitched	chr12	104318254	104326076	2	7696	32598.185	1570.6576	1079	1
3_MACS_peak_28201_lociStitched	chr8	145049955	145065540	3	7693	8244.465	2295.6705	1080	1
4_MACS_peak_3555_lociStitched	chr10	70974564	70989855	4	7692	11734.3134	2182.0257	1081	1
2_MACS_peak_19984_lociStitched	chr3	156845668	156855948	2	7690	13348.58	2577.196	1082	1
2_MACS_peak_22332_lociStitched	chr5	58885493	58895307	2	7685	9222.2158	1365.1274	1083	1
