GENE_ID	locusLine	bin_1_25_0F2B_0229Kronos_MM1S-KB-3hr-1_H3K27me3_hs-dm_i07.bam
1_MACS_peak_1399_lociStitched	chr1(.):7708183-7714142	1.3918
7_MACS_peak_1400_lociStitched	chr1(.):7716116-7751653	1.4208
3_MACS_peak_1407_lociStitched	chr1(.):7755151-7757773	0.8648
2_MACS_peak_1410_lociStitched	chr1(.):7762036-7763243	0.8737
1_MACS_peak_1412_lociStitched	chr1(.):7766908-7767265	0.8175
1_MACS_peak_1413_lociStitched	chr1(.):7771005-7771323	0.701
1_MACS_peak_1414_lociStitched	chr1(.):7775202-7775973	1.0676
1_MACS_peak_1415_lociStitched	chr1(.):7779106-7780111	1.072
1_MACS_peak_1416_lociStitched	chr1(.):7784393-7784766	0.7507
9_MACS_peak_1417_lociStitched	chr1(.):7785825-7794092	0.9041
2_MACS_peak_1426_lociStitched	chr1(.):7795709-7801873	0.9753
2_MACS_peak_1428_lociStitched	chr1(.):7803620-7805166	0.8583
2_MACS_peak_1430_lociStitched	chr1(.):7812412-7813559	0.8686
1_MACS_peak_1432_lociStitched	chr1(.):7816579-7816938	0.802
1_MACS_peak_1433_lociStitched	chr1(.):7921865-7922179	0.5419
1_MACS_peak_1434_lociStitched	chr1(.):7923486-7926556	1.18
1_MACS_peak_1435_lociStitched	chr1(.):7994444-7994758	0.6019
2_MACS_peak_1436_lociStitched	chr1(.):8000907-8002986	1.1074
1_MACS_peak_1438_lociStitched	chr1(.):8135439-8135841	0.723
1_MACS_peak_1439_lociStitched	chr1(.):8139294-8139776	0.9629
3_MACS_peak_1440_lociStitched	chr1(.):8175177-8178770	0.8035
2_MACS_peak_1443_lociStitched	chr1(.):8180795-8181897	0.8847
1_MACS_peak_1445_lociStitched	chr1(.):8197166-8198334	0.9209
1_MACS_peak_1446_lociStitched	chr1(.):8204528-8204827	0.606
1_MACS_peak_1447_lociStitched	chr1(.):8206154-8206514	0.7038
1_MACS_peak_1448_lociStitched	chr1(.):8211291-8212016	0.8483
2_MACS_peak_1449_lociStitched	chr1(.):8213377-8214451	0.6964
1_MACS_peak_1451_lociStitched	chr1(.):8216988-8217438	0.8234
1_MACS_peak_1452_lociStitched	chr1(.):8255345-8255640	0.6778
2_MACS_peak_1453_lociStitched	chr1(.):8259360-8263889	1.0545
9_MACS_peak_1455_lociStitched	chr1(.):8265875-8279174	1.0347
1_MACS_peak_1464_lociStitched	chr1(.):8283060-8283404	0.7677
3_MACS_peak_1465_lociStitched	chr1(.):8286580-8288671	0.8731
1_MACS_peak_1468_lociStitched	chr1(.):8290094-8290627	0.7288
1_MACS_peak_1469_lociStitched	chr1(.):8291713-8293164	1.0552
1_MACS_peak_1470_lociStitched	chr1(.):8294518-8295141	0.6474
3_MACS_peak_1471_lociStitched	chr1(.):8296940-8299460	0.9021
2_MACS_peak_1474_lociStitched	chr1(.):8300540-8302132	0.8498
1_MACS_peak_1476_lociStitched	chr1(.):8306153-8306578	1.1835
1_MACS_peak_1477_lociStitched	chr1(.):8312783-8313684	0.9717
1_MACS_peak_1478_lociStitched	chr1(.):8314883-8315222	0.6108
2_MACS_peak_1479_lociStitched	chr1(.):8316444-8318353	0.8265
1_MACS_peak_1481_lociStitched	chr1(.):8320956-8321264	0.4574
3_MACS_peak_1482_lociStitched	chr1(.):8328956-8331642	0.7476
1_MACS_peak_1485_lociStitched	chr1(.):8344363-8344702	0.5914
1_MACS_peak_1486_lociStitched	chr1(.):8350001-8350310	0.6931
4_MACS_peak_1487_lociStitched	chr1(.):8352750-8355987	0.7673
1_MACS_peak_1491_lociStitched	chr1(.):8363393-8363951	0.7179
4_MACS_peak_1492_lociStitched	chr1(.):8374426-8381146	1.0673
2_MACS_peak_1496_lociStitched	chr1(.):8383638-8386991	1.1247
1_MACS_peak_1498_lociStitched	chr1(.):8388153-8391285	1.3955
12_MACS_peak_1499_lociStitched	chr1(.):8392297-8407982	0.9967
1_MACS_peak_1511_lociStitched	chr1(.):8968171-8968486	0.8163
1_MACS_peak_1512_lociStitched	chr1(.):8971627-8971968	0.6824
1_MACS_peak_1513_lociStitched	chr1(.):8974448-8974912	0.6113
1_MACS_peak_1514_lociStitched	chr1(.):8977631-8978042	0.8076
4_MACS_peak_1515_lociStitched	chr1(.):8982876-8986652	0.7953
1_MACS_peak_1519_lociStitched	chr1(.):9009777-9010101	0.7493
1_MACS_peak_1520_lociStitched	chr1(.):9011370-9011696	0.7481
1_MACS_peak_1521_lociStitched	chr1(.):9018611-9018956	0.8995
1_MACS_peak_1522_lociStitched	chr1(.):9033091-9033653	0.7212
1_MACS_peak_1523_lociStitched	chr1(.):9037233-9037567	0.9356
1_MACS_peak_1524_lociStitched	chr1(.):9045005-9045742	0.8556
1_MACS_peak_1525_lociStitched	chr1(.):9049041-9049609	1.014
1_MACS_peak_1526_lociStitched	chr1(.):9051448-9051808	0.9642
4_MACS_peak_1527_lociStitched	chr1(.):9060870-9065114	0.9112
4_MACS_peak_1531_lociStitched	chr1(.):9067010-9072595	0.828
2_MACS_peak_1535_lociStitched	chr1(.):9074665-9076391	1.0086
3_MACS_peak_1537_lociStitched	chr1(.):9077396-9079819	0.9272
1_MACS_peak_1540_lociStitched	chr1(.):9129258-9129647	0.8542
2_MACS_peak_1541_lociStitched	chr1(.):9132434-9133702	0.7445
3_MACS_peak_1543_lociStitched	chr1(.):9134800-9137162	0.7625
2_MACS_peak_1546_lociStitched	chr1(.):9138400-9139798	0.815
4_MACS_peak_1548_lociStitched	chr1(.):9144403-9148852	0.8613
4_MACS_peak_1552_lociStitched	chr1(.):9150429-9155832	0.8967
1_MACS_peak_1556_lociStitched	chr1(.):9158104-9158912	1.0628
1_MACS_peak_1557_lociStitched	chr1(.):9159968-9160434	0.7291
2_MACS_peak_1558_lociStitched	chr1(.):9162625-9169432	1.3981
4_MACS_peak_1560_lociStitched	chr1(.):9178051-9180480	0.7696
1_MACS_peak_1564_lociStitched	chr1(.):9185076-9185484	0.7768
2_MACS_peak_1565_lociStitched	chr1(.):9187061-9188918	1.0038
1_MACS_peak_1567_lociStitched	chr1(.):9191953-9192509	0.9938
1_MACS_peak_1568_lociStitched	chr1(.):9194084-9194818	0.938
1_MACS_peak_1569_lociStitched	chr1(.):9197295-9197876	0.7345
7_MACS_peak_1570_lociStitched	chr1(.):9256688-9271585	1.2754
1_MACS_peak_1577_lociStitched	chr1(.):9274686-9274980	0.6625
1_MACS_peak_1578_lociStitched	chr1(.):9285031-9285552	0.7854
1_MACS_peak_1579_lociStitched	chr1(.):9311107-9311451	0.5898
1_MACS_peak_1580_lociStitched	chr1(.):9325540-9326835	0.8645
1_MACS_peak_1581_lociStitched	chr1(.):9329051-9329409	0.6733
1_MACS_peak_1582_lociStitched	chr1(.):9330546-9331000	0.7799
2_MACS_peak_1583_lociStitched	chr1(.):9340865-9342042	0.9284
4_MACS_peak_1585_lociStitched	chr1(.):9352111-9355873	0.734
5_MACS_peak_1589_lociStitched	chr1(.):9362692-9366932	0.7925
2_MACS_peak_1594_lociStitched	chr1(.):9370695-9371705	0.6394
1_MACS_peak_1596_lociStitched	chr1(.):9373535-9374079	0.8001
1_MACS_peak_1597_lociStitched	chr1(.):9379912-9380208	0.787
1_MACS_peak_1598_lociStitched	chr1(.):9382220-9382536	1.0235
2_MACS_peak_1599_lociStitched	chr1(.):9383955-9385790	0.8689
1_MACS_peak_1601_lociStitched	chr1(.):9386957-9387531	0.611
1_MACS_peak_1602_lociStitched	chr1(.):9388946-9389968	0.9184
1_MACS_peak_1603_lociStitched	chr1(.):9392909-9393378	0.7294
4_MACS_peak_1604_lociStitched	chr1(.):9398546-9401901	0.8412
2_MACS_peak_1608_lociStitched	chr1(.):9405432-9406948	0.7813
1_MACS_peak_1610_lociStitched	chr1(.):9411473-9412282	1.0657
3_MACS_peak_1611_lociStitched	chr1(.):9413438-9416406	0.7228
1_MACS_peak_1614_lociStitched	chr1(.):9420387-9420727	0.5818
1_MACS_peak_1615_lociStitched	chr1(.):9424268-9424650	0.6679
1_MACS_peak_1616_lociStitched	chr1(.):9425934-9426297	0.6736
1_MACS_peak_1617_lociStitched	chr1(.):9432034-9432918	0.7358
1_MACS_peak_1618_lociStitched	chr1(.):9436249-9437081	1.1777
5_MACS_peak_1619_lociStitched	chr1(.):9438237-9443543	0.9818
2_MACS_peak_1624_lociStitched	chr1(.):9444705-9446651	0.7335
3_MACS_peak_1626_lociStitched	chr1(.):9450998-9452990	0.7604
1_MACS_peak_1629_lociStitched	chr1(.):9455437-9455733	0.5683
1_MACS_peak_1630_lociStitched	chr1(.):9457799-9458180	0.6035
1_MACS_peak_1631_lociStitched	chr1(.):9460864-9461302	0.7296
1_MACS_peak_1632_lociStitched	chr1(.):9508126-9508433	0.586
1_MACS_peak_1633_lociStitched	chr1(.):9512030-9512336	0.7356
1_MACS_peak_1634_lociStitched	chr1(.):9513523-9513819	0.5029
3_MACS_peak_1635_lociStitched	chr1(.):9515738-9518195	0.8372
1_MACS_peak_1638_lociStitched	chr1(.):9519441-9519788	0.5989
1_MACS_peak_1639_lociStitched	chr1(.):9526271-9526758	0.8599
2_MACS_peak_1640_lociStitched	chr1(.):9528046-9529833	0.9235
3_MACS_peak_1642_lociStitched	chr1(.):9531244-9534048	0.9446
2_MACS_peak_1645_lociStitched	chr1(.):9540321-9541369	0.6859
1_MACS_peak_1647_lociStitched	chr1(.):9542660-9543664	0.845
1_MACS_peak_1648_lociStitched	chr1(.):9547236-9547808	0.9859
1_MACS_peak_1649_lociStitched	chr1(.):9555684-9556262	0.7192
1_MACS_peak_1650_lociStitched	chr1(.):9580352-9580704	0.6531
14_MACS_peak_1651_lociStitched	chr1(.):9678688-9703919	1.3712
11_MACS_peak_1665_lociStitched	chr1(.):9707648-9729851	1.1729
2_MACS_peak_1676_lociStitched	chr1(.):9733430-9734656	0.8101
4_MACS_peak_1678_lociStitched	chr1(.):9736012-9740051	0.9411
7_MACS_peak_1682_lociStitched	chr1(.):9741478-9752496	1.2402
11_MACS_peak_1689_lociStitched	chr1(.):10697337-10753959	2.0614
7_MACS_peak_1700_lociStitched	chr1(.):10755013-10852198	1.8387
12_MACS_peak_1707_lociStitched	chr1(.):10853343-10903312	1.5709
14_MACS_peak_1719_lociStitched	chr1(.):10906568-10952600	1.448
12_MACS_peak_1733_lociStitched	chr1(.):10954107-10980800	1.5247
1_MACS_peak_1745_lociStitched	chr1(.):10982478-10982849	0.5567
4_MACS_peak_1746_lociStitched	chr1(.):10988459-10991636	0.7708
2_MACS_peak_1750_lociStitched	chr1(.):10995440-10996883	0.9888
1_MACS_peak_1752_lociStitched	chr1(.):10998485-10999730	0.8864
4_MACS_peak_1753_lociStitched	chr1(.):11001651-11010873	1.3158
4_MACS_peak_1757_lociStitched	chr1(.):11012394-11016247	0.9681
8_MACS_peak_1761_lociStitched	chr1(.):11017301-11025154	1.0172
3_MACS_peak_1769_lociStitched	chr1(.):11031711-11034632	0.9333
1_MACS_peak_1772_lociStitched	chr1(.):11036065-11036452	0.6902
3_MACS_peak_1773_lociStitched	chr1(.):11040162-11042895	0.8046
1_MACS_peak_1776_lociStitched	chr1(.):11102824-11107729	1.1704
13_MACS_peak_1777_lociStitched	chr1(.):11365896-11395965	1.208
7_MACS_peak_1790_lociStitched	chr1(.):11398341-11411973	1.1101
5_MACS_peak_1797_lociStitched	chr1(.):11413750-11424253	1.1071
4_MACS_peak_1802_lociStitched	chr1(.):11428475-11433027	0.9015
11_MACS_peak_1806_lociStitched	chr1(.):11434793-11460817	1.2232
2_MACS_peak_1817_lociStitched	chr1(.):11462389-11463145	0.8551
3_MACS_peak_1819_lociStitched	chr1(.):11465137-11467224	0.7285
2_MACS_peak_1822_lociStitched	chr1(.):11468884-11470176	0.8333
3_MACS_peak_1824_lociStitched	chr1(.):11472416-11479328	1.0584
14_MACS_peak_1827_lociStitched	chr1(.):11480514-11529836	1.2886
1_MACS_peak_1841_lociStitched	chr1(.):11531545-11532084	0.7961
4_MACS_peak_1842_lociStitched	chr1(.):11534657-11538836	1.0303
8_MACS_peak_1846_lociStitched	chr1(.):11543545-11551664	0.9175
1_MACS_peak_1854_lociStitched	chr1(.):11552802-11553406	0.8306
4_MACS_peak_1855_lociStitched	chr1(.):11557618-11561409	0.6385
4_MACS_peak_1859_lociStitched	chr1(.):11578534-11580833	0.6761
6_MACS_peak_1863_lociStitched	chr1(.):11581846-11586213	0.8307
10_MACS_peak_1869_lociStitched	chr1(.):11587475-11606261	1.1051
1_MACS_peak_1879_lociStitched	chr1(.):11607275-11607806	0.6539
1_MACS_peak_1880_lociStitched	chr1(.):11615873-11616251	0.7299
1_MACS_peak_1881_lociStitched	chr1(.):11618809-11619114	0.7621
2_MACS_peak_1882_lociStitched	chr1(.):11645708-11648639	0.9096
2_MACS_peak_1884_lociStitched	chr1(.):11653092-11655601	1.0372
3_MACS_peak_1886_lociStitched	chr1(.):11657066-11659610	0.6669
1_MACS_peak_1889_lociStitched	chr1(.):11660900-11662912	0.9631
26_MACS_peak_1890_lociStitched	chr1(.):11664063-11703167	1.0573
1_MACS_peak_1916_lociStitched	chr1(.):11706126-11706787	0.8175
1_MACS_peak_1917_lociStitched	chr1(.):11707926-11709093	0.8164
1_MACS_peak_1918_lociStitched	chr1(.):11713218-11713580	0.8367
1_MACS_peak_1919_lociStitched	chr1(.):11742667-11743115	0.6497
10_MACS_peak_1920_lociStitched	chr1(.):11745271-11777610	1.5178
1_MACS_peak_1930_lociStitched	chr1(.):11778683-11779826	0.8485
1_MACS_peak_1931_lociStitched	chr1(.):11781646-11782590	0.727
3_MACS_peak_1932_lociStitched	chr1(.):11822026-11830063	1.2018
1_MACS_peak_1935_lociStitched	chr1(.):11836928-11837266	0.6885
1_MACS_peak_1936_lociStitched	chr1(.):11839652-11840251	1.0128
16_MACS_peak_1937_lociStitched	chr1(.):11912365-11953287	1.4134
4_MACS_peak_1953_lociStitched	chr1(.):11955819-11960795	1.1564
1_MACS_peak_1957_lociStitched	chr1(.):12122903-12125511	1.6636
1_MACS_peak_1958_lociStitched	chr1(.):12126564-12126876	0.5816
1_MACS_peak_1959_lociStitched	chr1(.):12137399-12137834	0.818
1_MACS_peak_1960_lociStitched	chr1(.):12185289-12186168	0.8264
4_MACS_peak_1961_lociStitched	chr1(.):12198612-12202603	0.7361
1_MACS_peak_1965_lociStitched	chr1(.):12204976-12205273	0.8674
1_MACS_peak_1966_lociStitched	chr1(.):12275515-12276043	0.8082
1_MACS_peak_1967_lociStitched	chr1(.):12607435-12608271	1.0145
3_MACS_peak_1968_lociStitched	chr1(.):12612296-12614361	0.7517
1_MACS_peak_1971_lociStitched	chr1(.):12638439-12638811	0.8108
2_MACS_peak_1972_lociStitched	chr1(.):12652296-12653367	0.7158
2_MACS_peak_1974_lociStitched	chr1(.):12675220-12677521	0.925
1_MACS_peak_1976_lociStitched	chr1(.):12696783-12697092	0.6158
2_MACS_peak_1977_lociStitched	chr1(.):12803273-12804506	0.621
1_MACS_peak_1979_lociStitched	chr1(.):12806232-12807043	0.9953
3_MACS_peak_1980_lociStitched	chr1(.):12818946-12820502	0.7623
1_MACS_peak_1983_lociStitched	chr1(.):12821526-12822144	0.8527
1_MACS_peak_1984_lociStitched	chr1(.):13023411-13023758	0.4506
3_MACS_peak_1985_lociStitched	chr1(.):13838746-13840794	0.7846
1_MACS_peak_1988_lociStitched	chr1(.):13910301-13911296	1.0672
1_MACS_peak_1989_lociStitched	chr1(.):15426979-15428555	1.1288
2_MACS_peak_1990_lociStitched	chr1(.):15441057-15444381	0.8598
1_MACS_peak_1992_lociStitched	chr1(.):15446794-15447134	0.6621
1_MACS_peak_1993_lociStitched	chr1(.):15478756-15480762	1.1366
1_MACS_peak_1994_lociStitched	chr1(.):15671509-15672001	0.8178
1_MACS_peak_1995_lociStitched	chr1(.):15715305-15715612	0.7296
1_MACS_peak_1996_lociStitched	chr1(.):15735324-15736045	1.0729
5_MACS_peak_1997_lociStitched	chr1(.):16076055-16079043	0.8437
3_MACS_peak_2002_lociStitched	chr1(.):16081578-16088467	1.4304
1_MACS_peak_2005_lociStitched	chr1(.):16091862-16092206	0.6277
3_MACS_peak_2006_lociStitched	chr1(.):16314765-16321642	1.1878
1_MACS_peak_2009_lociStitched	chr1(.):16323240-16325905	1.268
2_MACS_peak_2010_lociStitched	chr1(.):16327920-16329450	0.7604
2_MACS_peak_2012_lociStitched	chr1(.):16330674-16333425	1.0032
6_MACS_peak_2014_lociStitched	chr1(.):16338456-16381098	2.0308
4_MACS_peak_2020_lociStitched	chr1(.):16383325-16400045	1.7227
2_MACS_peak_2024_lociStitched	chr1(.):16402728-16404527	0.9428
5_MACS_peak_2026_lociStitched	chr1(.):16409260-16424714	1.2399
9_MACS_peak_2031_lociStitched	chr1(.):16426735-16484048	1.5112
1_MACS_peak_2040_lociStitched	chr1(.):16485264-16485767	0.8473
1_MACS_peak_2041_lociStitched	chr1(.):16488008-16488663	0.9142
9_MACS_peak_2042_lociStitched	chr1(.):16491060-16517305	1.2637
1_MACS_peak_2051_lociStitched	chr1(.):16518389-16518696	0.7157
1_MACS_peak_2052_lociStitched	chr1(.):16537237-16537715	1.048
3_MACS_peak_2053_lociStitched	chr1(.):16733354-16739231	1.0282
5_MACS_peak_2056_lociStitched	chr1(.):16742262-16749906	1.1902
1_MACS_peak_2061_lociStitched	chr1(.):16757623-16758435	0.8169
1_MACS_peak_2062_lociStitched	chr1(.):16826462-16828332	0.9635
2_MACS_peak_2063_lociStitched	chr1(.):16833050-16834386	1.0023
1_MACS_peak_2065_lociStitched	chr1(.):16841495-16843551	1.3632
2_MACS_peak_2066_lociStitched	chr1(.):16845150-16848573	1.0164
1_MACS_peak_2068_lociStitched	chr1(.):16850259-16850542	0.5571
2_MACS_peak_2069_lociStitched	chr1(.):16854937-16864421	2.7321
1_MACS_peak_2071_lociStitched	chr1(.):16867092-16867689	0.7645
5_MACS_peak_2072_lociStitched	chr1(.):16869768-16875342	1.1136
1_MACS_peak_2077_lociStitched	chr1(.):16877391-16877999	0.8396
1_MACS_peak_2078_lociStitched	chr1(.):16880375-16881334	0.8478
1_MACS_peak_2079_lociStitched	chr1(.):16906963-16909128	1.0496
1_MACS_peak_2080_lociStitched	chr1(.):16913566-16914411	0.976
1_MACS_peak_2081_lociStitched	chr1(.):16937930-16942328	1.9799
1_MACS_peak_2082_lociStitched	chr1(.):16973047-16976794	1.4253
1_MACS_peak_2083_lociStitched	chr1(.):16980266-16981551	0.7263
3_MACS_peak_2084_lociStitched	chr1(.):16983320-16987125	1.0192
4_MACS_peak_2087_lociStitched	chr1(.):16994140-17004530	1.5253
1_MACS_peak_2091_lociStitched	chr1(.):17005930-17009177	1.1328
3_MACS_peak_2092_lociStitched	chr1(.):17012068-17066058	3.267
2_MACS_peak_2095_lociStitched	chr1(.):17073411-17077651	1.0892
4_MACS_peak_2097_lociStitched	chr1(.):17083316-17109381	1.6209
2_MACS_peak_2101_lociStitched	chr1(.):17112420-17115162	1.0047
1_MACS_peak_2103_lociStitched	chr1(.):17116229-17117408	0.954
4_MACS_peak_2104_lociStitched	chr1(.):17120716-17125677	0.9921
1_MACS_peak_2108_lociStitched	chr1(.):17179609-17180490	0.5973
2_MACS_peak_2109_lociStitched	chr1(.):17185660-17191083	1.0612
6_MACS_peak_2111_lociStitched	chr1(.):17192342-17206097	2.1304
2_MACS_peak_2117_lociStitched	chr1(.):17212630-17213926	0.9923
1_MACS_peak_2119_lociStitched	chr1(.):17215078-17217891	1.3334
1_MACS_peak_2120_lociStitched	chr1(.):17238792-17240080	0.8346
2_MACS_peak_2121_lociStitched	chr1(.):17304943-17308835	1.3084
3_MACS_peak_2123_lociStitched	chr1(.):17381670-17387310	1.1192
4_MACS_peak_2126_lociStitched	chr1(.):17389594-17399813	1.1659
4_MACS_peak_2130_lociStitched	chr1(.):17401931-17406112	0.9011
5_MACS_peak_2134_lociStitched	chr1(.):17409198-17453855	1.511
6_MACS_peak_2139_lociStitched	chr1(.):17454907-17465975	1.0782
1_MACS_peak_2145_lociStitched	chr1(.):17467327-17467625	0.7756
4_MACS_peak_2146_lociStitched	chr1(.):17471322-17478420	1.0929
2_MACS_peak_2150_lociStitched	chr1(.):17488418-17492025	1.143
3_MACS_peak_2152_lociStitched	chr1(.):17493869-17496144	1.028
2_MACS_peak_2155_lociStitched	chr1(.):17497509-17499125	0.7463
1_MACS_peak_2157_lociStitched	chr1(.):17508440-17508886	0.7902
1_MACS_peak_2158_lociStitched	chr1(.):17509982-17511413	1.1142
2_MACS_peak_2159_lociStitched	chr1(.):17512736-17513995	0.8311
32_MACS_peak_2161_lociStitched	chr1(.):17516313-17588712	1.2494
19_MACS_peak_2193_lociStitched	chr1(.):17591989-17624235	1.0524
12_MACS_peak_2212_lociStitched	chr1(.):17628521-17648693	1.0328
18_MACS_peak_2224_lociStitched	chr1(.):17656629-17691154	1.173
9_MACS_peak_2242_lociStitched	chr1(.):17692314-17718480	1.2432
1_MACS_peak_2251_lociStitched	chr1(.):17821318-17824562	1.1751
5_MACS_peak_2252_lociStitched	chr1(.):17828186-17838558	1.0994
11_MACS_peak_2257_lociStitched	chr1(.):17839794-17862553	1.1557
4_MACS_peak_2268_lociStitched	chr1(.):17863782-17869705	1.1046
2_MACS_peak_2272_lociStitched	chr1(.):17871230-17874007	1.1173
7_MACS_peak_2274_lociStitched	chr1(.):17875317-17881502	0.898
38_MACS_peak_2281_lociStitched	chr1(.):17883033-18007664	1.3107
5_MACS_peak_2319_lociStitched	chr1(.):18008888-18016711	1.1139
6_MACS_peak_2324_lociStitched	chr1(.):18018338-18034942	1.282
8_MACS_peak_2330_lociStitched	chr1(.):18036146-18047869	1.0833
4_MACS_peak_2338_lociStitched	chr1(.):18049547-18053274	0.9122
7_MACS_peak_2342_lociStitched	chr1(.):18054582-18064088	1.041
7_MACS_peak_2349_lociStitched	chr1(.):18065462-18072425	0.913
14_MACS_peak_2356_lociStitched	chr1(.):18088064-18110523	1.0154
1_MACS_peak_2370_lociStitched	chr1(.):18112576-18112947	0.7035
1_MACS_peak_2371_lociStitched	chr1(.):18114303-18114643	0.7161
1_MACS_peak_2372_lociStitched	chr1(.):18117858-18118391	0.7473
3_MACS_peak_2373_lociStitched	chr1(.):18121046-18126017	1.0967
1_MACS_peak_2376_lociStitched	chr1(.):18128555-18128873	0.7552
1_MACS_peak_2377_lociStitched	chr1(.):18132769-18133348	0.7732
5_MACS_peak_2378_lociStitched	chr1(.):18143840-18150056	0.8517
2_MACS_peak_2383_lociStitched	chr1(.):18151207-18152682	0.8393
1_MACS_peak_2385_lociStitched	chr1(.):18154402-18154738	0.8015
7_MACS_peak_2386_lociStitched	chr1(.):18159368-18166107	0.7259
2_MACS_peak_2393_lociStitched	chr1(.):18167546-18168880	0.6695
5_MACS_peak_2395_lociStitched	chr1(.):18171226-18174251	0.8656
8_MACS_peak_2400_lociStitched	chr1(.):18177741-18184685	0.8972
3_MACS_peak_2408_lociStitched	chr1(.):18192773-18195568	0.7625
1_MACS_peak_2411_lociStitched	chr1(.):18199151-18199497	0.4939
1_MACS_peak_2412_lociStitched	chr1(.):18203563-18204186	0.7749
10_MACS_peak_2413_lociStitched	chr1(.):18205817-18219075	0.9107
2_MACS_peak_2423_lociStitched	chr1(.):18220363-18222974	0.929
1_MACS_peak_2425_lociStitched	chr1(.):18235875-18236496	0.8334
4_MACS_peak_2426_lociStitched	chr1(.):18239760-18242009	0.6812
1_MACS_peak_2430_lociStitched	chr1(.):18254272-18254960	1.0987
1_MACS_peak_2431_lociStitched	chr1(.):18260356-18261505	1.0949
1_MACS_peak_2432_lociStitched	chr1(.):18264689-18265370	0.9372
1_MACS_peak_2433_lociStitched	chr1(.):18267466-18267765	0.5784
8_MACS_peak_2434_lociStitched	chr1(.):18273436-18282783	1.0182
1_MACS_peak_2442_lociStitched	chr1(.):18284806-18285822	1.0227
2_MACS_peak_2443_lociStitched	chr1(.):18286921-18289162	0.8639
1_MACS_peak_2445_lociStitched	chr1(.):18290489-18291196	0.9867
1_MACS_peak_2446_lociStitched	chr1(.):18294145-18294631	0.9405
4_MACS_peak_2447_lociStitched	chr1(.):18298634-18302742	0.7403
1_MACS_peak_2451_lociStitched	chr1(.):18304117-18304451	0.7979
2_MACS_peak_2452_lociStitched	chr1(.):18312018-18313234	0.831
1_MACS_peak_2454_lociStitched	chr1(.):18320399-18320876	0.9772
1_MACS_peak_2455_lociStitched	chr1(.):18322784-18323308	0.7501
1_MACS_peak_2456_lociStitched	chr1(.):18326301-18326566	0.6284
4_MACS_peak_2457_lociStitched	chr1(.):18328086-18331147	0.8131
1_MACS_peak_2461_lociStitched	chr1(.):18332513-18332906	0.7287
1_MACS_peak_2462_lociStitched	chr1(.):18334370-18334643	0.5193
5_MACS_peak_2463_lociStitched	chr1(.):18342269-18349219	0.9502
5_MACS_peak_2468_lociStitched	chr1(.):18353168-18357473	0.7777
2_MACS_peak_2473_lociStitched	chr1(.):18358672-18360298	0.873
2_MACS_peak_2475_lociStitched	chr1(.):18369179-18369976	0.7903
1_MACS_peak_2477_lociStitched	chr1(.):18371381-18372066	0.9972
3_MACS_peak_2478_lociStitched	chr1(.):18383009-18386150	0.9382
1_MACS_peak_2481_lociStitched	chr1(.):18387724-18388056	0.9075
2_MACS_peak_2482_lociStitched	chr1(.):18397778-18400687	1.0804
2_MACS_peak_2484_lociStitched	chr1(.):18402034-18404161	0.9026
2_MACS_peak_2486_lociStitched	chr1(.):18405459-18407613	1.1081
2_MACS_peak_2488_lociStitched	chr1(.):18421976-18423810	0.8389
1_MACS_peak_2490_lociStitched	chr1(.):18425780-18426279	0.906
2_MACS_peak_2491_lociStitched	chr1(.):18428530-18429474	0.8848
1_MACS_peak_2493_lociStitched	chr1(.):18431396-18433593	0.9332
1_MACS_peak_2494_lociStitched	chr1(.):18434598-18439295	1.5563
