GENE_ID	locusLine	bin_1_32_0EX8_0229Kronos_MM1S-No-Treatment-2_IRF4_hs_i48.bam
NM_207629	chr21(.):43631186-43722354	0.2199
NM_207627	chr21(.):43614798-43722354	0.2104
NM_207628	chr21(.):43614921-43722354	0.2105
NM_001199527	chr21(.):43478067-43568105	0.2845
NM_003683	chr21(.):45204417-45228983	0.2359
NM_001100421	chr21(.):19156283-19196703	0.296
NM_006585	chr21(.):30423647-30451010	0.2968
NM_000629	chr21(.):34692213-34737128	0.3255
NM_005534	chr21(.):34770201-34814828	0.2681
NM_001122607	chr21(.):36188573-36265987	0.2995
NR_026812	chr21(.):36405232-36416723	0.156
NR_027273	chr21(.):43437112-43450060	0.1317
NR_027243	chr21(.):43517243-43533644	0.2083
NM_018964	chr21(.):43914741-44006550	0.2189
NM_000071	chr21(.):44468300-44501040	0.1175
NM_006758	chr21(.):44508065-44532688	0.2813
NM_001178009	chr21(.):44468300-44501472	0.1177
NM_000394	chr21(.):44584140-44597913	0.4361
NM_003681	chr21(.):45133977-45187188	0.2153
NM_000100	chr21(.):45188830-45201259	0.3518
NR_026961	chr21(.):45220638-45237448	0.1447
NM_005049	chr21(.):45522207-45556063	0.1794
NM_198155	chr21(.):45548493-45570605	0.409
NM_002473	chr22(.):36672322-36789063	0.224
NM_004327	chr22(.):23517551-23665224	0.1433
NM_014433	chr22(.):23396592-23489241	0.151
NM_001887	chr22(.):26990361-27018991	0.3524
NM_007194	chr22(.):29078730-29142822	0.1079
NM_014775	chr22(.):31887260-32019534	0.1212
NM_019843	chr22(.):31830344-31890874	0.1699
NM_001164501	chr22(.):31830344-31890547	0.1696
NM_001195071	chr22(.):38610297-38673670	0.2111
NM_001195072	chr22(.):38610297-38674040	0.2106
NM_001002880	chr22(.):39047657-39074855	0.1429
NM_001003406	chr22(.):39961757-40090740	0.0904
NM_001002876	chr22(.):42329740-42348148	0.2585
NM_024821	chr22(.):42191677-42227303	0.1684
NM_017424	chr22(.):17655193-17695779	0.0862
NM_177405	chr22(.):17655191-17685545	0.0791
NM_007128	chr22(.):22594199-22604926	0.1314
NM_001178126	chr22(.):23224959-23243013	0.6045
NM_004914	chr22(.):23482512-23511531	0.2517
NM_001024938	chr22(.):24194058-24232725	0.1141
NM_002415	chr22(.):24231564-24242409	0.2034
NM_001024939	chr22(.):24195040-24232725	0.114
NM_001002862	chr22(.):24171689-24186199	0.2336
NM_000675	chr22(.):24818529-24843325	0.2895
NR_028484	chr22(.):24820177-24895783	0.165
NM_001008566	chr22(.):26916713-26966370	0.1588
NM_003595	chr22(.):26916713-26991089	0.2151
NR_031615	chr22(.):26946177-26956289	0.2408
NR_003491	chr22(.):27048445-27077440	0.2318
NM_001886	chr22(.):27012927-27031636	0.188
NM_172002	chr22(.):29133042-29158496	0.2121
NM_173510	chr22(.):29163661-29190283	0.2877
NM_001079539	chr22(.):29185547-29201560	0.6464
NM_005488	chr22(.):35690796-35748987	0.239
NM_001135729	chr22(.):35690267-35748987	0.237
NR_037471	chr22(.):35726632-35736751	0.0921
NM_145640	chr22(.):36531370-36561977	0.2153
NM_145642	chr22(.):36531370-36567225	0.2036
NM_030643	chr22(.):36580175-36605879	0.1079
NM_031910	chr22(.):37571205-37589330	0.117
NM_001051	chr22(.):37597244-37613353	0.1864
NM_002872	chr22(.):37616309-37645305	0.3773
NM_152221	chr22(.):38681696-38718413	0.2509
NR_002821	chr22(.):38735669-38799931	0.2635
NM_001894	chr22(.):38681696-38719089	0.2484
NM_001013647	chr22(.):38969124-39057634	0.1187
NM_004286	chr22(.):39096806-39134592	0.2351
NM_020243	chr22(.):39072953-39085766	0.163
NM_014876	chr22(.):39076547-39101459	0.2549
NM_015374	chr22(.):39125734-39156947	0.2393
NM_001006666	chr22(.):39431672-39445428	0.203
NM_004900	chr22(.):39373404-39393783	0.3054
NM_001193289	chr22(.):39348526-39393783	0.251
NM_152426	chr22(.):39412117-39434256	0.2095
NM_014508	chr22(.):39405264-39419825	0.3164
NM_175709	chr22(.):39521778-39553538	0.2278
NM_181773	chr22(.):39488228-39505072	0.1466
NM_194326	chr22(.):39920097-39933860	0.3868
NM_019008	chr22(.):39893283-39919137	0.3163
NM_182810	chr22(.):39911568-39923691	0.4836
NM_001098270	chr22(.):39878228-39893199	0.1463
NM_152513	chr22(.):42090517-42200459	0.1774
NM_052945	chr22(.):42316035-42327821	0.1323
NM_001110215	chr22(.):42329740-42341223	0.2383
NR_029507	chr22(.):42291947-42302016	0.0877
NM_145733	chr22(.):42367930-42399225	0.1239
NR_024355	chr22(.):42343190-42359946	0.1419
NM_015703	chr22(.):42899340-42920829	0.1831
NR_027786	chr22(.):42891584-42913566	0.1254
NM_014509	chr22(.):42944924-42975388	0.1909
NR_002184	chr22(.):42964265-42983017	0.1312
NM_001145134	chr22(.):51002289-51022096	0.1253
NR_021492	chr22(.):51016454-51027355	0.1699
NM_012324	chr22(.):51034130-51054979	0.0942
NM_004377	chr22(.):51002289-51021894	0.1243
NM_001145137	chr22(.):51002289-51021506	0.1164
NM_005198	chr22(.):51012386-51026428	0.15
NM_016431	chr22(.):51036561-51054979	0.0909
NM_001085428	chr22(.):51056181-51071601	0.266
