REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X03_0EWP_0229Kronos_MM1S.KB.1hr.1_H3K18Ac_hs.dm_i05.bam	X37_0EXP_0229Kronos_MM1S.KB.1hr.1_Input_hs_i80.bam	enhancerRank	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	TOP_GENE	TSS_SIGNAL	enhancerRank	isStretch
3_MACS_peak_8727_lociStitched	chr16	30379913	30394650	3	7732	11907.496	2518.5533	641	MYLPF,TBC1D10B,SEPT1	ZNF48,ZNF771,LOC595101,CD2BP2,DCTPP1	MYLPF	MYLPF	0.6495	641	1
3_MACS_peak_10431_lociStitched	chr17	75314597	75329434	3	7731	15620.3936	2525.2574	642	SEPT9	SEPT9	SEPT9	SEPT9	0.2356	642	1
1_MACS_peak_6475_lociStitched	chr13	78688986	78696715	1	7730	18318.5029	1453.8249	643			EDNRB	EDNRB	NONE	643	1
2_MACS_peak_2605_lociStitched	chr10	14776254	14786225	2	7729	9677.8526	1520.5775	644	FAM107B		FAM107B	FAM107B	0.09499999999999999	644	1
1_MACS_peak_2730_lociStitched	chr10	30989205	30996926	1	7722	29886.4468	1516.4044	645			LYZL2	LYZL2	NONE	645	1
2_MACS_peak_24675_lociStitched	chr9	132646258	132657704	2	7722	28189.2088	1998.4716	646	FNBP1	USP20,C9orf78	USP20	C9orf78	0.2107	646	1
3_MACS_peak_6463_lociStitched	chr13	77899114	77914357	3	7719	14250.6807	2911.413	647	MYCBP2		MYCBP2	NONE	NONE	647	1
4_MACS_peak_23957_lociStitched	chr9	35828523	35849229	4	7717	8512.2366	3317.1012	648	TMEM8B,C9orf128	NPR2,LOC92973,SPAG8,HINT2,OR13J1	TMEM8B	HINT2	0.4295	648	1
2_MACS_peak_4862_lociStitched	chr11	130670478	130678243	2	7713	12461.272	1238.5175	649			SNX19	SNX19	NONE	649	1
4_MACS_peak_11338_lociStitched	chr19	9928646	9946963	4	7703	11946.3474	2355.5662	650	UBL5,PIN1,FBXL12	ZNF846	UBL5	UBL5	0.4106	650	1
1_MACS_peak_14721_lociStitched	chr20	45979582	45987283	1	7702	18852.8181	1540.9701	651	ZMYND8	LOC100131496	ZMYND8	ZMYND8	0.09580000000000001	651	1
2_MACS_peak_15646_lociStitched	chr22	39095231	39103968	2	7694	28503.5888	1802.4431	652	GTPBP1,JOSD1	CBY1,TOMM22,LOC646851,SUN2	GTPBP1	CBY1	0.5396000000000001	652	1
3_MACS_peak_759_lociStitched	chr1	52417407	52430400	3	7693	8398.6752	1887.8829	653	RAB3B		RAB3B	RAB3B	0.06739999999999999	653	1
2_MACS_peak_23555_lociStitched	chr8	126779487	126788982	2	7685	11791.8405	1363.482	654			TRIB1	TRIB1	0.7961	654	1
2_MACS_peak_9422_lociStitched	chr17	7737550	7748959	2	7681	12524.8002	2148.3147	655	KDM6B	TMEM88,CYB5D1,CHD3,LSMD1	KDM6B	KDM6B	0.5975999999999999	655	1
1_MACS_peak_23055_lociStitched	chr8	38237373	38245042	1	7670	18769.1106	1483.1846	656	LETM2,WHSC1L1		WHSC1L1	WHSC1L1	0.1765	656	1
3_MACS_peak_15986_lociStitched	chr3	13455167	13470835	3	7668	23100.8992	2619.6896	657	NUP210		NUP210	NUP210	0.2585	657	1
3_MACS_peak_20329_lociStitched	chr6	32805305	32823186	3	7668	13104.9849	3202.4871	658	LOC100507463,PSMB9,TAP2,PSMB8,TAP1	PPP1R2P1,LOC100294145,HLA-DOB	PSMB8	PSMB8	0.3238	658	1
3_MACS_peak_8043_lociStitched	chr15	81608714	81624481	3	7665	8285.5585	2708.7706	659	STARD5	IL16,TMC3	STARD5	STARD5	0.2308	659	1
4_MACS_peak_17566_lociStitched	chr4	6168609	6186795	4	7659	7432.6182	2629.6956	660	JAKMIP1		JAKMIP1	JAKMIP1	0.1055	660	1
2_MACS_peak_4791_lociStitched	chr11	126056599	126068870	2	7652	46213.8131	2202.6445	661		FAM118B,RPUSD4	RPUSD4	RPUSD4	0.3143	661	1
2_MACS_peak_9899_lociStitched	chr17	40826923	40834817	2	7646	11406.83	1420.1306	662	CNTNAP1,PLEKHH3,CCR10	TUBG2	PLEKHH3	PLEKHH3	0.4944	662	1
1_MACS_peak_888_lociStitched	chr1	66795825	66803464	1	7640	20568.0075	1467.4519	663	PDE4B		PDE4B	PDE4B	0.09239999999999998	663	1
2_MACS_peak_9260_lociStitched	chr17	977471	985380	2	7635	15301.5423	1251.9947	664	ABR		ABR	ABR	0.1315	664	1
3_MACS_peak_16153_lociStitched	chr3	39248209	39263265	3	7633	15866.0128	2640.8224	665		XIRP1	XIRP1	XIRP1	0.1101	665	1
1_MACS_peak_1864_lociStitched	chr1	192571749	192579379	1	7631	10012.849	2006.69	666		RGS1,RGS13	RGS13	RGS1	1.0274	666	1
2_MACS_peak_7922_lociStitched	chr15	74688643	74696861	2	7625	15449.0182	1426.6448	667		CYP11A1,SEMA7A	CYP11A1	SEMA7A	0.11560000000000001	667	1
2_MACS_peak_22520_lociStitched	chr7	137664450	137673456	2	7623	8556.6006	2337.9576	668	CREB3L2		CREB3L2	CREB3L2	0.07779999999999998	668	1
3_MACS_peak_8692_lociStitched	chr16	29741487	29758819	3	7621	13572.6892	2381.4168	669	C16orf54	ZG16,KIF22	C16orf54	KIF22	0.48550000000000004	669	1
3_MACS_peak_20210_lociStitched	chr6	27791176	27807716	3	7612	17395.118	2742.332	670	HIST1H4J,HIST1H2BN,HIST1H4K,HIST1H2AK	HIST1H2AI,HIST1H3H,HIST1H2BM,HIST1H2AL,HIST1H2BL,HIST1H2AJ,HIST1H1B,HIST1H3I,HIST1H4L	HIST1H4K	HIST1H3H	0.4558	670	1
2_MACS_peak_25400_lociStitched	chrX	119435103	119444536	2	7609	8243.4987	947.0732	671	FAM70A		FAM70A	FAM70A	0.12480000000000001	671	1
3_MACS_peak_14177_lociStitched	chr2	241499297	241509160	3	7597	13872.3095	861.0399	672	DUSP28,RNPEPL1	CAPN10,GPR35,ANKMY1	RNPEPL1	RNPEPL1	0.4706	672	1
1_MACS_peak_4753_lociStitched	chr11	122613771	122621366	1	7596	7790.1915	1313.1755	673	UBASH3B		UBASH3B	UBASH3B	0.0858	673	1
3_MACS_peak_14286_lociStitched	chr20	5092723	5109013	3	7596	15128.523	3041.343	674	PCNA-AS1,CDS2,C20orf30,PCNA		PCNA	PCNA	0.5527	674	1
2_MACS_peak_22953_lociStitched	chr8	28195102	28207008	2	7592	13151.3676	1931.1532	675	PNOC,ZNF395		PNOC	PNOC	0.2631	675	1
2_MACS_peak_22259_lociStitched	chr7	105816737	105829691	2	7590	16377.7422	2878.3788	676			SYPL1	SYPL1	NONE	676	1
2_MACS_peak_20416_lociStitched	chr6	36643543	36652025	2	7589	19240.5688	1417.3422	677	CDKN1A		CDKN1A	CDKN1A	0.8827	677	1
3_MACS_peak_15916_lociStitched	chr3	5018424	5029527	3	7586	16542.3597	1674.3324	678	BHLHE40		BHLHE40	BHLHE40	0.9432	678	1
2_MACS_peak_15037_lociStitched	chr21	32924623	32932934	2	7578	14006.5283	2019.573	679	TIAM1		TIAM1	TIAM1	0.021100000000000008	679	1
1_MACS_peak_7929_lociStitched	chr15	74832031	74839607	1	7577	15540.6488	1506.1088	680	ARID3B		ARID3B	ARID3B	0.2038	680	1
2_MACS_peak_16862_lociStitched	chr3	128994842	129003165	2	7574	14308.0693	1336.6738	681	COPG,C3orf37	C3orf47,H1FX	C3orf37	H1FX	2.0608	681	1
3_MACS_peak_22477_lociStitched	chr7	130902900	130917597	3	7570	9173.8674	2968.794	682	MKLN1		MKLN1	MKLN1	0.04329999999999998	682	1
2_MACS_peak_13824_lociStitched	chr2	201312460	201322244	2	7565	8233.236	1502.8224	683	SPATS2L		KCTD18	KCTD18	NONE	683	1
3_MACS_peak_9073_lociStitched	chr16	71876783	71888624	3	7557	11734.431	2105.3298	684	ATXN1L	KIAA0174,AP1G1,ZNF821	ATXN1L	ATXN1L	0.2249	684	1
2_MACS_peak_6634_lociStitched	chr13	115023919	115032331	2	7550	13582.0152	1455.276	685	CDC16	UPF3A,ZNF828	UPF3A	UPF3A	0.8885000000000001	685	1
3_MACS_peak_1171_lociStitched	chr1	115236774	115251167	3	7550	10788.9928	1043.4925	686	AMPD1,NRAS	DENND2C,CSDE1	AMPD1	AMPD1	0.2653	686	1
2_MACS_peak_22633_lociStitched	chr7	150101089	150113764	2	7547	31755.945	3325.92	687	LOC728743	REPIN1,ZNF775,LOC285972,GIMAP8	LOC728743	REPIN1	3.0302000000000002	687	1
2_MACS_peak_146_lociStitched	chr1	11623014	11631805	2	7540	9238.4619	1425.9002	688			FBXO44	FBXO44	NONE	688	1
3_MACS_peak_17268_lociStitched	chr3	182098982	182112941	3	7536	6443.4744	2632.6674	689			ATP11B	ATP11B	NONE	689	1
3_MACS_peak_10844_lociStitched	chr18	42488042	42501684	3	7527	7994.212	1957.627	690	SETBP1	MIR4319	MIR4319	NONE	NONE	690	1
5_MACS_peak_7151_lociStitched	chr14	93225485	93246233	5	7521	9041.9784	1655.6904	691		GOLGA5,LGMN	LGMN	GOLGA5	0.011700000000000002	691	1
3_MACS_peak_15675_lociStitched	chr22	39539725	39549746	3	7514	10281.546	1628.4125	692	CBX7	APOBEC3H	CBX7	CBX7	0.2831	692	1
2_MACS_peak_8745_lociStitched	chr16	30661028	30673051	2	7514	16989.7013	2134.0825	693	PRR14	FBRS,SRCAP,SNORA30,ZNF689	PRR14	PRR14	0.9469000000000001	693	1
1_MACS_peak_12106_lociStitched	chr19	55764326	55771838	1	7513	10688.8248	1397.232	694	PPP6R1	BRSK1,PTPRH,TMEM86B,HSPBP1	PPP6R1	HSPBP1	0.2931	694	1
1_MACS_peak_12787_lociStitched	chr2	66659817	66667320	1	7504	9007.3515	1168.9674	695	MEIS1		MEIS1	MEIS1	0.02429999999999999	695	1
3_MACS_peak_20346_lociStitched	chr6	33279794	33292522	3	7499	11628.3008	2172.6696	696	TAPBP,ZBTB22,DAXX	RPS18,B3GALT4,PFDN6,VPS52,WDR46,RGL2,LYPLA2P1	ZBTB22	ZBTB22	0.4576	696	1
3_MACS_peak_19604_lociStitched	chr5	150590470	150604161	3	7495	7743.6296	2122.105	697	CCDC69	GM2A	CCDC69	GM2A	0.0993	697	1
2_MACS_peak_14811_lociStitched	chr20	52345393	52358121	2	7493	8539.2152	1990.6592	698			SUMO1P1	SUMO1P1	NONE	698	1
3_MACS_peak_755_lociStitched	chr1	52327845	52345679	3	7489	14231.532	2471.7924	699	NRD1	MIR761	NRD1	NRD1	0.0936	699	1
2_MACS_peak_5371_lociStitched	chr12	50054171	50065763	2	7481	15063.804	1865.1528	700	FMNL3	PRPF40B	PRPF40B	PRPF40B	0.1099	700	1
2_MACS_peak_20434_lociStitched	chr6	37273428	37286868	2	7477	14004.48	2001.216	701	TBC1D22B	RNF8,TMEM217	RNF8	TMEM217	0.048600000000000004	701	1
2_MACS_peak_16826_lociStitched	chr3	126628421	126636936	2	7468	12210.51	1588.899	702	CHCHD6		PLXNA1	PLXNA1	NONE	702	1
2_MACS_peak_11770_lociStitched	chr19	39338896	39348883	2	7458	20708.0445	1587.933	703	HNRNPL	NFKBIB,LGALS4,ECH1,RINL,SIRT2	HNRNPL	HNRNPL	0.7208	703	1
3_MACS_peak_24757_lociStitched	chr9	139432187	139445648	3	7454	10591.1148	1951.845	704	NOTCH1		NOTCH1	NOTCH1	0.1198	704	1
2_MACS_peak_19241_lociStitched	chr5	112256364	112266996	2	7447	14302.1664	1899.9384	705	REEP5	DCP2	REEP5	REEP5	0.08929999999999999	705	1
2_MACS_peak_6813_lociStitched	chr14	50465596	50476604	2	7441	22433.2032	1073.28	706	C14orf182		C14orf182	C14orf182	0.6152	706	1
2_MACS_peak_9355_lociStitched	chr17	4842363	4854493	2	7441	25491.195	2242.837	707	RNF167,ENO3,SLC25A11,PFN1	C17orf107,GP1BA,KIF1C,CHRNE,SPAG7,CAMTA2,INCA1	PFN1	PFN1	1.5596	707	1
3_MACS_peak_4859_lociStitched	chr11	130634336	130648800	3	7438	12074.5472	2267.9552	708			SNX19	SNX19	NONE	708	1
4_MACS_peak_24883_lociStitched	chrX	11440174	11454314	4	7434	9455.418	1125.544	709	ARHGAP6		AMELX	AMELX	NONE	709	1
3_MACS_peak_23069_lociStitched	chr8	38812724	38823213	3	7433	11659.5724	1562.861	710	PLEKHA2	HTRA4,ADAM9,TM2D2	HTRA4	TM2D2	0.1537	710	1
4_MACS_peak_12263_lociStitched	chr2	10515081	10527849	4	7432	10806.8352	1838.592	711	HPCAL1		SNORA80B	SNORA80B	0.8184	711	1
3_MACS_peak_17558_lociStitched	chr4	5705474	5715406	3	7430	12867.8992	1661.6236	712	EVC,EVC2		EVC2	EVC2	0.0422	712	1
2_MACS_peak_11502_lociStitched	chr19	16221287	16231956	2	7423	21894.9218	2020.7086	713	RAB8A	TPM4,HSH2D	RAB8A	HSH2D	1.1591	713	1
2_MACS_peak_18501_lociStitched	chr4	185263553	185276759	2	7423	12031.9866	2042.9682	714			IRF2	IRF2	0.7717	714	1
3_MACS_peak_1419_lociStitched	chr1	153929401	153941460	3	7416	15961.2924	2943.6019	715	CREB3L4,CRTC2,SLC39A1	RPS27,GATAD2B,DENND4B,JTB,RAB13	CRTC2	CRTC2	0.6667000000000001	715	1
1_MACS_peak_23465_lociStitched	chr8	118450195	118457608	1	7414	25763.8815	1524.1128	716			MED30	MED30	NONE	716	1
4_MACS_peak_2651_lociStitched	chr10	21805220	21824003	4	7414	9770.9166	2054.8602	717	MLLT10,C10orf140	MIR1915,C10orf114	C10orf140	C10orf140	0.2197	717	1
2_MACS_peak_13226_lociStitched	chr2	112482334	112494707	2	7399	14676.8526	1823.7802	718			ANAPC1	ANAPC1	0.0030000000000000027	718	1
2_MACS_peak_24617_lociStitched	chr9	130731530	130744303	2	7397	16611.2865	2101.1585	719	FAM102A	PIP5KL1,DPM2,FAM102A	FAM102A	PIP5KL1	0.4438	719	1
2_MACS_peak_2057_lociStitched	chr1	207994966	208006194	2	7392	11710.804	2765.4564	720	LOC148696	MIR29C,MIR29B2	LOC148696	LOC148696	0.4849	720	1
3_MACS_peak_11878_lociStitched	chr19	44257794	44271755	3	7383	16496.3176	2355.2207	721	C19orf61,KCNN4	IRGC,LYPD5	C19orf61	C19orf61	0.17370000000000002	721	1
1_MACS_peak_22976_lociStitched	chr8	29409719	29417097	1	7379	23238.4866	1589.2212	722			C8orf75	C8orf75	NONE	722	1
2_MACS_peak_11961_lociStitched	chr19	47728665	47736257	2	7377	15695.7008	1315.6936	723	MIR3190,BBC3,MIR3191	CCDC9,PRR24	BBC3	BBC3	0.6528	723	1
3_MACS_peak_16909_lociStitched	chr3	133160016	133168870	3	7374	8000.4744	1619.3966	724	BFSP2		BFSP2	BFSP2	0.5255000000000001	724	1
3_MACS_peak_18111_lociStitched	chr4	103532941	103542840	3	7372	12363.851	2043.1536	725	NFKB1		NFKB1	NFKB1	0.12040000000000001	725	1
2_MACS_peak_21373_lociStitched	chr7	2438542	2447780	2	7367	14123.9782	1535.3556	726	CHST12	EIF3B	CHST12	EIF3B	1.1456	726	1
2_MACS_peak_16393_lociStitched	chr3	52738112	52745691	2	7362	13596.726	1623.4218	727	SPCS1,GLT8D1,NEK4	GNL3,SNORD19,SNORD19B,SNORD69,PBRM1,GLT8D1	GLT8D1	GLT8D1	0.5404	727	1
1_MACS_peak_18312_lociStitched	chr4	144274445	144281800	1	7356	17154.0665	1376.856	728	GAB1		GAB1	GAB1	0.146	728	1
2_MACS_peak_21083_lociStitched	chr6	135190564	135204125	2	7356	21606.7413	2507.4289	729			ALDH8A1	ALDH8A1	NONE	729	1
2_MACS_peak_11279_lociStitched	chr19	6727669	6741684	2	7353	12392.063	2881.484	730	TRIP10,GPR108	VAV1,C3,SH2D3A	GPR108	GPR108	0.5516	730	1
3_MACS_peak_18085_lociStitched	chr4	100766731	100783843	3	7349	10025.9208	2659.2048	731	DAPP1	MAPKSP1	DAPP1	DAPP1	0.158	731	1
3_MACS_peak_14420_lociStitched	chr20	23329992	23344193	3	7347	18226.9835	2380.0876	732	NXT1	GZF1	NXT1	NXT1	0.7212000000000001	732	1
3_MACS_peak_20294_lociStitched	chr6	31619170	31634835	3	7347	18433.0055	2653.651	733	APOM,CSNK2B,BAT3,C6orf47,GPANK1	AIF1,BAT2,SNORA38,LY6G5B,LY6G6F,LY6G6D,LY6G5C,BAT5,LY6G6E	C6orf47	SNORA38	0.5214000000000001	733	1
3_MACS_peak_713_lociStitched	chr1	46790219	46807182	3	7343	13485.585	2554.6278	734	NSUN4	UQCRH,LRRC41	NSUN4	UQCRH	0.46140000000000003	734	1
3_MACS_peak_4704_lociStitched	chr11	118887983	118901950	3	7335	12297.9435	2403.7207	735	TRAPPC4,MIR3656,RPS25,SLC37A4	FOXR1,CCDC84,VPS11,RPL23AP64,HYOU1	SLC37A4	SLC37A4	0.35	735	1
3_MACS_peak_13781_lociStitched	chr2	197088957	197106105	3	7334	6842.052	2323.554	736	HECW2		STK17B	STK17B	0.1979	736	1
3_MACS_peak_305_lociStitched	chr1	24710097	24720255	3	7327	7840.9602	2113.8798	737	C1orf201	NIPAL3	C1orf201	C1orf201	0.10450000000000001	737	1
2_MACS_peak_13497_lociStitched	chr2	153913916	153927361	2	7327	9281.0835	2135.066	738			ARL6IP6	ARL6IP6	NONE	738	1
1_MACS_peak_2246_lociStitched	chr1	226127436	226134761	1	7326	20722.425	1998.9925	739	LEFTY2	PYCR2	LEFTY2	LEFTY2	1.2786	739	1
2_MACS_peak_24605_lociStitched	chr9	130538311	130549592	2	7323	13335.2701	1918.8981	740	CDK9,MIR2861,SH2D3C	FPGS,TOR2A,SH2D3C	SH2D3C	TOR2A	0.31889999999999996	740	1
2_MACS_peak_1518_lociStitched	chr1	156627148	156635054	2	7317	11389.3836	2367.847	741	BCAN	HAPLN2,BCAN,NES,CRABP2	NES	BCAN	0.29610000000000003	741	1
1_MACS_peak_22218_lociStitched	chr7	102250806	102258118	1	7313	7140.168	3528.04	742	RASA4	POLR2J3,UPK3BL	RASA4	RASA4	0.06509999999999999	742	1
2_MACS_peak_24495_lociStitched	chr9	123341134	123348734	2	7312	15467.52	1244.88	743	CDK5RAP2		CDK5RAP2	CDK5RAP2	0.047	743	1
2_MACS_peak_15783_lociStitched	chr22	43658763	43670278	2	7311	11288.1545	1579.858	744	SCUBE1		SCUBE1	SCUBE1	0.07529999999999999	744	1
2_MACS_peak_9305_lociStitched	chr17	2294502	2306110	2	7311	21820.7184	1753.9688	745	MNT	LOC284009	MNT	MNT	0.7472	745	1
3_MACS_peak_6627_lociStitched	chr13	114911655	114928283	3	7304	14469.6856	1978.732	746		RASA3	RASA3	RASA3	1.0796999999999999	746	1
2_MACS_peak_21661_lociStitched	chr7	35763919	35771438	2	7300	11141.6542	1509.0633	747		HERPUD2	HERPUD2	HERPUD2	0.0727	747	1
1_MACS_peak_7952_lociStitched	chr15	75334422	75341714	1	7293	29927.0972	1865.2936	748	PPCDC	SCAMP5	PPCDC	PPCDC	1.0359	748	1
1_MACS_peak_1572_lociStitched	chr1	160708137	160715428	1	7292	9199.0547	2351.3475	749	SLAMF7	CD48	SLAMF7	CD48	0.2909	749	1
4_MACS_peak_21611_lociStitched	chr7	29706204	29726009	4	7281	9805.4555	2596.4355	750	DPY19L2P3,LOC646762,LOC100271874		LOC646762	LOC646762	0.2624	750	1
2_MACS_peak_13166_lociStitched	chr2	110086257	110093805	2	7278	10186.026	1132.9548	751	SH3RF3		MIR4266	MIR4266	NONE	751	1
4_MACS_peak_5531_lociStitched	chr12	58135172	58150481	4	7274	9447.1839	2576.5047	752	TSPAN31,MARCH9,AGAP2,CDK4	OS9,LOC100130776,FAM119B,TSFM,AGAP2,CYP27B1,METTL1	CDK4	CDK4	0.44350000000000006	752	1
2_MACS_peak_15066_lociStitched	chr21	34746235	34757188	2	7266	18617.9094	2434.8519	753		IFNAR1,IFNGR2	IFNGR2	IFNAR1	0.34229999999999994	753	1
3_MACS_peak_15876_lociStitched	chr22	50906900	50920999	3	7261	12371.8725	1846.969	754	ADM2,SBF1	MIOX,NCAPH2,LMF2,SCO2,TYMP	SBF1	TYMP	0.9462999999999999	754	1
2_MACS_peak_2540_lociStitched	chr10	6961759	6973211	2	7257	24873.744	1778.4956	755			LOC439949	LOC439949	NONE	755	1
1_MACS_peak_10847_lociStitched	chr18	42681114	42688367	1	7254	12842.8871	1363.564	756			MIR4319	NONE	NONE	756	1
1_MACS_peak_20857_lociStitched	chr6	106439264	106446511	1	7248	16092.6882	1308.8082	757			PRDM1	PRDM1	1.6933	757	1
2_MACS_peak_20581_lociStitched	chr6	52527637	52536526	2	7242	7952.9883	1800.0225	758	LOC730101,TMEM14A		LOC730101	LOC730101	0.424	758	1
2_MACS_peak_25105_lociStitched	chrX	48793543	48804748	2	7241	22041.3555	1294.1775	759	OTUD5	PQBP1,TIMM17B,SLC35A2,PIM2,KCND1	OTUD5	OTUD5	0.6515000000000001	759	1
2_MACS_peak_6585_lociStitched	chr13	111357458	111369062	2	7239	10393.7028	1867.0836	760	ING1,CARS2		ING1	ING1	0.32610000000000006	760	1
2_MACS_peak_5796_lociStitched	chr12	96893644	96902069	2	7236	14395.7975	1370.7475	761			CDK17	CDK17	NONE	761	1
3_MACS_peak_18255_lociStitched	chr4	129724031	129740970	3	7231	14110.187	2279.9894	762	PHF17		PHF17	PHF17	0.15730000000000002	762	1
2_MACS_peak_4836_lociStitched	chr11	129238201	129248184	2	7227	9636.5899	1747.025	763	BARX2		BARX2	BARX2	0.178	763	1
1_MACS_peak_5502_lociStitched	chr12	57076638	57083862	1	7225	18512.2224	1359.5568	764	PTGES3	BAZ2A,SNORD59B,SNORD59A,ATP5B,NACA	PTGES3	PTGES3	0.46950000000000003	764	1
2_MACS_peak_11516_lociStitched	chr19	16475428	16484463	2	7222	11889.1565	1750.983	765	EPS15L1	KLF2	KLF2	KLF2	0.7635	765	1
3_MACS_peak_25387_lociStitched	chrX	118815619	118827870	3	7222	7109.2553	1007.0322	766	SEPT6	MIR766	SEPT6	SEPT6	0.1305	766	1
1_MACS_peak_258_lociStitched	chr1	21615572	21622786	1	7215	21561.9246	1638.2994	767	ECE1	ECE1	ECE1	ECE1	0.16149999999999998	767	1
3_MACS_peak_16316_lociStitched	chr3	49054786	49067332	3	7213	14941.0314	2334.8106	768	NDUFAF3,DALRD3,MIR425,MIR191,IMPDH2,QRICH1	P4HTM,WDR6	NDUFAF3	NDUFAF3	0.8349	768	1
4_MACS_peak_21934_lociStitched	chr7	73256146	73270742	4	7212	9769.1028	2298.87	769	WBSCR27	CLDN4,WBSCR28	WBSCR27	WBSCR27	0.2076	769	1
3_MACS_peak_4693_lociStitched	chr11	118559875	118568480	3	7211	9073.112	1843.191	770		TREH	TREH	NONE	NONE	770	1
2_MACS_peak_4472_lociStitched	chr11	82705713	82719466	2	7199	14264.6116	2005.1874	771	RAB30	SNORA70E	SNORA70E	NONE	NONE	771	1
3_MACS_peak_1796_lociStitched	chr1	183439114	183450977	3	7198	17107.6323	3093.8704	772	SMG7		SMG7	SMG7	0.09719999999999998	772	1
2_MACS_peak_10353_lociStitched	chr17	73284423	73294968	2	7193	9362.9055	1801.086	773	SLC25A19	MRPS7,LOC100287042,GGA3,MIF4GD	SLC25A19	MIF4GD	0.8773	773	1
2_MACS_peak_9329_lociStitched	chr17	3813459	3820976	2	7190	17388.3244	1460.5531	774	P2RX1	CAMKK1,ATP2A3	P2RX1	P2RX1	0.5839	774	1
3_MACS_peak_2495_lociStitched	chr10	3798756	3808261	3	7187	12189.212	1618.7015	775		KLF6	KLF6	KLF6	0.96	775	1
2_MACS_peak_5763_lociStitched	chr12	94541064	94552781	2	7187	10278.1524	1987.2032	776	PLXNC1		PLXNC1	PLXNC1	0.2803	776	1
2_MACS_peak_14040_lociStitched	chr2	227769604	227782185	2	7184	7796.4457	1689.6283	777	RHBDD1		RHBDD1	RHBDD1	0.07440000000000001	777	1
2_MACS_peak_22720_lociStitched	chr8	1990697	2000192	2	7173	34909.317	1855.323	778	MYOM2		MYOM2	MYOM2	1.2764	778	1
2_MACS_peak_1147_lociStitched	chr1	112134901	112147627	2	7173	7905.3912	1096.9812	779	LOC100129269	RAP1A,ADORA3	LOC100129269	LOC100129269	0.32389999999999997	779	1
3_MACS_peak_24500_lociStitched	chr9	123630391	123641224	3	7170	12751.5243	1993.272	780	PHF19	LOC253039,PSMD5,TRAF1	PHF19	PHF19	0.31010000000000004	780	1
3_MACS_peak_1389_lociStitched	chr1	151802738	151819793	3	7167	8725.338	3602.016	781	LOC100132111,RORC,C2CD4D,THEM5	TDRKH,LINGO4,RORC	LOC100132111	LOC100132111	0.2898	781	1
3_MACS_peak_5333_lociStitched	chr12	48276061	48288883	3	7164	8189.4114	1866.8832	782	VDR		VDR	VDR	0.14110000000000003	782	1
3_MACS_peak_2098_lociStitched	chr1	210857323	210871535	3	7163	7221.1172	3068.3708	783	KCNH1		HHAT	HHAT	NONE	783	1
1_MACS_peak_17111_lociStitched	chr3	160116285	160123441	1	7157	20233.59	1907.074	784	SMC4,MIR15B,MIR16-2,IFT80	IFT80,TRIM59	SMC4	SMC4	0.3571	784	1
2_MACS_peak_9018_lociStitched	chr16	68788097	68796538	2	7155	17249.1835	1397.8296	785	CDH1		CDH1	CDH1	0.1446	785	1
2_MACS_peak_15229_lociStitched	chr21	45659653	45668038	2	7147	24365.9715	1966.2825	786	ICOSLG,DNMT3L	AIRE	ICOSLG	ICOSLG	0.9032	786	1
2_MACS_peak_22790_lociStitched	chr8	11387017	11396461	2	7147	9904.8672	1671.588	787	BLK		BLK	BLK	0.1921	787	1
3_MACS_peak_8288_lociStitched	chr16	685223	700479	3	7145	14105.6976	2007.6896	788	FAM195A,WDR90,C16orf13	RAB40C,WFIKKN1,RHOT2,RHBDL1,STUB1,JMJD8,WDR24	FAM195A	FAM195A	0.5994999999999999	788	1
2_MACS_peak_10458_lociStitched	chr17	76163725	76171360	2	7142	15357.8025	1268.1735	789	SYNGR2,TK1	TMC8,C17orf99,AFMID,BIRC5,TMC6,EPR1	SYNGR2	SYNGR2	1.0223	789	1
3_MACS_peak_22195_lociStitched	chr7	101624416	101639484	3	7139	7185.9292	2138.1492	790	CUX1		CUX1	CUX1	0.029099999999999987	790	1
2_MACS_peak_9390_lociStitched	chr17	6915028	6926338	2	7136	29487.432	1976.988	791	RNASEK,C17orf49,MIR195,MIR497	ALOX12,BCL6B,SLC16A13,SLC16A11	MIR195	MIR195	1.7153999999999998	791	1
4_MACS_peak_24506_lociStitched	chr9	123688592	123699042	4	7129	8351.64	1780.68	792	TRAF1	PHF19,TRAF1	TRAF1	PHF19	0.31010000000000004	792	1
4_MACS_peak_25115_lociStitched	chrX	49011949	49029610	4	7124	15206.121	1566.5307	793	MAGIX,PLP2	GPKOW,PRICKLE3,SYP	MAGIX	MAGIX	0.8316	793	1
3_MACS_peak_23821_lociStitched	chr9	9605754	9615874	3	7119	10003.62	1254.88	794	PTPRD		PTPRD	NONE	NONE	794	1
1_MACS_peak_15994_lociStitched	chr3	14161126	14168242	1	7117	21575.712	1490.0904	795	TMEM43,CHCHD4		CHCHD4	CHCHD4	0.8592000000000001	795	1
1_MACS_peak_10283_lociStitched	chr17	66452259	66459374	1	7116	9673.554	1288.5265	796	WIPI1	PRKAR1A,MIR635	WIPI1	WIPI1	0.23040000000000002	796	1
2_MACS_peak_2046_lociStitched	chr1	207093032	207104856	2	7115	20566.6656	3044.68	797	FAIM3,PIGR	IL24,FCAMR	FAIM3	FAIM3	0.5704	797	1
