GENE_ID	locusLine	bin_1_01_0EWN_0229Kronos_MM1S-No-Treatment-1_H3K18Ac_hs-dm_i02.bam
1_MACS_peak_509_lociStitched	chr1(.):32252908-32255312	2.5961
1_MACS_peak_510_lociStitched	chr1(.):32292152-32294285	0.4279
1_MACS_peak_511_lociStitched	chr1(.):32313514-32314456	0.4256
1_MACS_peak_512_lociStitched	chr1(.):32402198-32404937	0.8845
1_MACS_peak_513_lociStitched	chr1(.):32419808-32422908	1.1018
2_MACS_peak_514_lociStitched	chr1(.):32445648-32453050	1.1979
2_MACS_peak_516_lociStitched	chr1(.):32470620-32481079	0.8005
1_MACS_peak_518_lociStitched	chr1(.):32537378-32539628	1.3198
1_MACS_peak_519_lociStitched	chr1(.):32572662-32575419	1.5541
1_MACS_peak_520_lociStitched	chr1(.):32644415-32646600	1.4408
1_MACS_peak_521_lociStitched	chr1(.):32670495-32672336	1.3086
1_MACS_peak_522_lociStitched	chr1(.):32686985-32689196	1.4322
1_MACS_peak_523_lociStitched	chr1(.):32712843-32718682	2.2097
1_MACS_peak_524_lociStitched	chr1(.):32756625-32758961	1.2853
1_MACS_peak_525_lociStitched	chr1(.):32800344-32804626	0.9104
1_MACS_peak_526_lociStitched	chr1(.):32815853-32818407	1.3721
1_MACS_peak_527_lociStitched	chr1(.):32859118-32861183	1.5766
1_MACS_peak_528_lociStitched	chr1(.):32878673-32880166	1.1729
1_MACS_peak_529_lociStitched	chr1(.):32965681-32966858	0.55
1_MACS_peak_530_lociStitched	chr1(.):32985862-32987222	0.7029
1_MACS_peak_531_lociStitched	chr1(.):33004583-33006130	0.6278
2_MACS_peak_532_lociStitched	chr1(.):33087628-33095310	1.5393
1_MACS_peak_534_lociStitched	chr1(.):33114621-33118050	3.3464
1_MACS_peak_535_lociStitched	chr1(.):33181508-33183351	0.8378
1_MACS_peak_536_lociStitched	chr1(.):33190088-33191865	0.5786
1_MACS_peak_537_lociStitched	chr1(.):33206656-33208946	0.6353
1_MACS_peak_538_lociStitched	chr1(.):33281537-33285511	2.9665
1_MACS_peak_539_lociStitched	chr1(.):33385132-33386286	0.5096
1_MACS_peak_540_lociStitched	chr1(.):33429290-33431379	0.846
2_MACS_peak_541_lociStitched	chr1(.):33445087-33460009	0.8493
1_MACS_peak_543_lociStitched	chr1(.):33501306-33502934	1.1661
1_MACS_peak_544_lociStitched	chr1(.):33545941-33547536	0.6879
1_MACS_peak_545_lociStitched	chr1(.):33561179-33567152	2.0471
1_MACS_peak_546_lociStitched	chr1(.):33591832-33594870	1.2897
1_MACS_peak_547_lociStitched	chr1(.):33646220-33648045	0.8624
2_MACS_peak_548_lociStitched	chr1(.):33720475-33723681	0.6675
2_MACS_peak_550_lociStitched	chr1(.):33814302-33816650	1.0355
1_MACS_peak_552_lociStitched	chr1(.):33895774-33896630	0.6052
1_MACS_peak_553_lociStitched	chr1(.):33924901-33928858	1.2119
1_MACS_peak_554_lociStitched	chr1(.):34431293-34432593	0.5941
2_MACS_peak_555_lociStitched	chr1(.):34513346-34524120	0.5985
1_MACS_peak_557_lociStitched	chr1(.):34825467-34828425	1.1414
2_MACS_peak_558_lociStitched	chr1(.):35324053-35333171	0.8971
1_MACS_peak_560_lociStitched	chr1(.):35449978-35451465	0.8158
1_MACS_peak_561_lociStitched	chr1(.):35496076-35498133	1.9146
1_MACS_peak_562_lociStitched	chr1(.):35544166-35546140	1.8686
1_MACS_peak_563_lociStitched	chr1(.):35657132-35659707	2.1234
2_MACS_peak_564_lociStitched	chr1(.):35728950-35735337	0.763
1_MACS_peak_566_lociStitched	chr1(.):35971154-35973548	1.0472
1_MACS_peak_567_lociStitched	chr1(.):36003443-36005895	0.8381
1_MACS_peak_568_lociStitched	chr1(.):36022013-36024412	2.0802
1_MACS_peak_569_lociStitched	chr1(.):36042583-36043810	0.767
1_MACS_peak_570_lociStitched	chr1(.):36088321-36089967	0.6521
1_MACS_peak_571_lociStitched	chr1(.):36105968-36108640	1.5449
1_MACS_peak_572_lociStitched	chr1(.):36183532-36185349	0.9887
1_MACS_peak_573_lociStitched	chr1(.):36233787-36236107	1.5019
1_MACS_peak_574_lociStitched	chr1(.):36244528-36246364	0.9963
1_MACS_peak_575_lociStitched	chr1(.):36272935-36275046	0.8372
1_MACS_peak_576_lociStitched	chr1(.):36348610-36349630	0.5547
1_MACS_peak_577_lociStitched	chr1(.):36395566-36397678	1.735
1_MACS_peak_578_lociStitched	chr1(.):36553524-36555787	1.3489
3_MACS_peak_579_lociStitched	chr1(.):36613986-36627761	1.8954
1_MACS_peak_582_lociStitched	chr1(.):36639987-36642110	1.3205
1_MACS_peak_583_lociStitched	chr1(.):36652903-36654368	0.9591
1_MACS_peak_584_lociStitched	chr1(.):36688327-36691256	2.44
1_MACS_peak_585_lociStitched	chr1(.):36771864-36773427	0.4099
1_MACS_peak_586_lociStitched	chr1(.):36838634-36841061	1.4357
1_MACS_peak_587_lociStitched	chr1(.):36849673-36854278	3.2054
2_MACS_peak_588_lociStitched	chr1(.):36862334-36867630	0.9037
1_MACS_peak_590_lociStitched	chr1(.):36901622-36903008	0.6086
1_MACS_peak_591_lociStitched	chr1(.):36915211-36916999	0.882
1_MACS_peak_592_lociStitched	chr1(.):36928805-36931491	1.9756
1_MACS_peak_593_lociStitched	chr1(.):36938400-36941241	1.3433
1_MACS_peak_594_lociStitched	chr1(.):37106583-37111784	1.2107
1_MACS_peak_595_lociStitched	chr1(.):37127923-37132068	1.1092
1_MACS_peak_596_lociStitched	chr1(.):37753295-37756592	1.3186
1_MACS_peak_597_lociStitched	chr1(.):37888642-37890451	0.7144
3_MACS_peak_598_lociStitched	chr1(.):37930465-37946320	0.9189
1_MACS_peak_601_lociStitched	chr1(.):37979179-37981230	0.8755
1_MACS_peak_602_lociStitched	chr1(.):38018854-38020724	1.2989
1_MACS_peak_603_lociStitched	chr1(.):38035682-38037605	0.5353
1_MACS_peak_604_lociStitched	chr1(.):38060009-38062556	1.2148
3_MACS_peak_605_lociStitched	chr1(.):38139122-38158882	0.8984
1_MACS_peak_608_lociStitched	chr1(.):38204171-38206068	0.6874
1_MACS_peak_609_lociStitched	chr1(.):38218217-38219243	0.4604
1_MACS_peak_610_lociStitched	chr1(.):38258747-38260931	0.8909
1_MACS_peak_611_lociStitched	chr1(.):38272772-38275101	1.1139
1_MACS_peak_612_lociStitched	chr1(.):38304611-38306496	0.9948
1_MACS_peak_613_lociStitched	chr1(.):38324140-38326396	1.5553
1_MACS_peak_614_lociStitched	chr1(.):38411558-38414078	1.6342
1_MACS_peak_615_lociStitched	chr1(.):38454735-38456592	0.9173
1_MACS_peak_616_lociStitched	chr1(.):38477497-38479418	1.5186
1_MACS_peak_617_lociStitched	chr1(.):38492481-38497495	1.7531
1_MACS_peak_618_lociStitched	chr1(.):38939217-38942839	3.5109
1_MACS_peak_619_lociStitched	chr1(.):38992136-38994248	1.2341
1_MACS_peak_620_lociStitched	chr1(.):39281536-39282631	0.5301
1_MACS_peak_621_lociStitched	chr1(.):39324098-39326406	0.7138
1_MACS_peak_622_lociStitched	chr1(.):39337824-39339851	0.7246
2_MACS_peak_623_lociStitched	chr1(.):39455912-39463022	0.4894
1_MACS_peak_625_lociStitched	chr1(.):39491125-39493218	1.4374
1_MACS_peak_626_lociStitched	chr1(.):39570370-39572684	0.7172
4_MACS_peak_627_lociStitched	chr1(.):39648694-39672065	0.5483
1_MACS_peak_631_lociStitched	chr1(.):39680032-39682821	1.189
1_MACS_peak_632_lociStitched	chr1(.):39733268-39738570	1.1752
1_MACS_peak_633_lociStitched	chr1(.):39859227-39861429	0.7425
1_MACS_peak_634_lociStitched	chr1(.):39872406-39875426	1.0219
1_MACS_peak_635_lociStitched	chr1(.):39955859-39958636	1.1718
1_MACS_peak_636_lociStitched	chr1(.):39972923-39978210	2.4974
1_MACS_peak_637_lociStitched	chr1(.):39989606-39993209	1.5944
6_MACS_peak_638_lociStitched	chr1(.):40029802-40072759	0.8379
1_MACS_peak_644_lociStitched	chr1(.):40104767-40106109	0.5736
1_MACS_peak_645_lociStitched	chr1(.):40137490-40138561	0.3865
1_MACS_peak_646_lociStitched	chr1(.):40145823-40148188	0.6982
2_MACS_peak_647_lociStitched	chr1(.):40156382-40161355	0.5935
2_MACS_peak_649_lociStitched	chr1(.):40185583-40193938	0.2983
1_MACS_peak_651_lociStitched	chr1(.):40203814-40205599	1.0148
1_MACS_peak_652_lociStitched	chr1(.):40239266-40244153	1.8392
1_MACS_peak_653_lociStitched	chr1(.):40253318-40255917	1.4216
1_MACS_peak_654_lociStitched	chr1(.):40263855-40266051	2.32
2_MACS_peak_655_lociStitched	chr1(.):40281634-40292849	0.7722
1_MACS_peak_657_lociStitched	chr1(.):40308789-40313595	1.2631
1_MACS_peak_658_lociStitched	chr1(.):40348139-40349848	0.7355
1_MACS_peak_659_lociStitched	chr1(.):40366353-40368496	0.7559
2_MACS_peak_660_lociStitched	chr1(.):40420211-40427408	0.7882
1_MACS_peak_662_lociStitched	chr1(.):40467118-40471116	0.9755
1_MACS_peak_663_lociStitched	chr1(.):40504152-40507371	1.9312
2_MACS_peak_664_lociStitched	chr1(.):40523715-40531838	0.9766
1_MACS_peak_666_lociStitched	chr1(.):40562151-40563440	0.7656
2_MACS_peak_667_lociStitched	chr1(.):40618560-40628367	0.5322
1_MACS_peak_669_lociStitched	chr1(.):40651231-40652715	0.5113
1_MACS_peak_670_lociStitched	chr1(.):40697376-40699125	0.5947
1_MACS_peak_671_lociStitched	chr1(.):40722369-40724622	1.2771
1_MACS_peak_672_lociStitched	chr1(.):40777373-40778969	0.6527
2_MACS_peak_673_lociStitched	chr1(.):40838930-40859505	1.8886
1_MACS_peak_675_lociStitched	chr1(.):40942284-40943721	0.7969
1_MACS_peak_676_lociStitched	chr1(.):40973999-40974823	0.4506
1_MACS_peak_677_lociStitched	chr1(.):40996381-40998110	0.7678
1_MACS_peak_678_lociStitched	chr1(.):41130673-41132478	0.8469
1_MACS_peak_679_lociStitched	chr1(.):41156726-41159002	3.0022
1_MACS_peak_680_lociStitched	chr1(.):41173919-41175853	0.9704
1_MACS_peak_681_lociStitched	chr1(.):41227659-41230926	0.6632
1_MACS_peak_682_lociStitched	chr1(.):41274511-41276212	0.5503
1_MACS_peak_683_lociStitched	chr1(.):41327437-41328764	0.4196
1_MACS_peak_684_lociStitched	chr1(.):41444499-41447238	2.1175
2_MACS_peak_685_lociStitched	chr1(.):41706148-41711757	1.2834
2_MACS_peak_687_lociStitched	chr1(.):41818840-41828237	0.5701
1_MACS_peak_689_lociStitched	chr1(.):41948013-41949333	0.7489
3_MACS_peak_690_lociStitched	chr1(.):41961110-41971095	0.4607
1_MACS_peak_693_lociStitched	chr1(.):41981037-41983694	1.1603
1_MACS_peak_694_lociStitched	chr1(.):42039349-42040833	0.6625
1_MACS_peak_695_lociStitched	chr1(.):42084492-42090353	1.2218
4_MACS_peak_696_lociStitched	chr1(.):42126603-42150671	0.6778
2_MACS_peak_700_lociStitched	chr1(.):42160380-42167742	1.4044
3_MACS_peak_702_lociStitched	chr1(.):42186064-42198216	1.0571
1_MACS_peak_705_lociStitched	chr1(.):42213836-42219050	1.44
3_MACS_peak_706_lociStitched	chr1(.):42257210-42276587	0.608
7_MACS_peak_709_lociStitched	chr1(.):42333073-42368899	0.5255
1_MACS_peak_716_lociStitched	chr1(.):42383132-42386634	0.9545
2_MACS_peak_717_lociStitched	chr1(.):42415716-42421854	0.3619
1_MACS_peak_719_lociStitched	chr1(.):42500634-42502415	0.5179
1_MACS_peak_720_lociStitched	chr1(.):42608608-42609788	0.4148
1_MACS_peak_721_lociStitched	chr1(.):42799405-42801974	1.1485
2_MACS_peak_722_lociStitched	chr1(.):42920861-42929848	1.0259
1_MACS_peak_724_lociStitched	chr1(.):42994982-42996084	0.574
1_MACS_peak_725_lociStitched	chr1(.):43123186-43125210	1.1758
1_MACS_peak_726_lociStitched	chr1(.):43146378-43149554	1.4333
1_MACS_peak_727_lociStitched	chr1(.):43231873-43234017	1.06
1_MACS_peak_728_lociStitched	chr1(.):43281896-43283457	1.3159
1_MACS_peak_729_lociStitched	chr1(.):43311559-43313310	0.799
3_MACS_peak_730_lociStitched	chr1(.):43389307-43402716	0.7199
1_MACS_peak_733_lociStitched	chr1(.):43422641-43425564	1.5465
1_MACS_peak_734_lociStitched	chr1(.):43432168-43433707	0.5603
1_MACS_peak_735_lociStitched	chr1(.):43637153-43638638	0.9008
1_MACS_peak_736_lociStitched	chr1(.):43686247-43688371	0.9141
1_MACS_peak_737_lociStitched	chr1(.):43704400-43706158	0.5808
1_MACS_peak_738_lociStitched	chr1(.):43739496-43740803	0.5072
1_MACS_peak_739_lociStitched	chr1(.):43813867-43816411	2.3217
2_MACS_peak_740_lociStitched	chr1(.):43823348-43834772	0.5586
1_MACS_peak_742_lociStitched	chr1(.):43854391-43856421	1.2883
1_MACS_peak_743_lociStitched	chr1(.):43918506-43921308	1.6467
1_MACS_peak_744_lociStitched	chr1(.):43974464-43976592	0.5843
1_MACS_peak_745_lociStitched	chr1(.):44011061-44012382	0.675
1_MACS_peak_746_lociStitched	chr1(.):44034746-44035783	0.438
1_MACS_peak_747_lociStitched	chr1(.):44047298-44048786	0.5269
1_MACS_peak_748_lociStitched	chr1(.):44114520-44117608	1.259
1_MACS_peak_749_lociStitched	chr1(.):44172070-44174356	0.8765
1_MACS_peak_750_lociStitched	chr1(.):44248739-44250405	0.8348
1_MACS_peak_751_lociStitched	chr1(.):44279638-44281465	0.6178
3_MACS_peak_752_lociStitched	chr1(.):44289581-44305502	0.9858
1_MACS_peak_755_lociStitched	chr1(.):44329636-44332765	1.4821
1_MACS_peak_756_lociStitched	chr1(.):44399103-44401018	0.6532
1_MACS_peak_757_lociStitched	chr1(.):44411346-44413613	2.7872
3_MACS_peak_758_lociStitched	chr1(.):44435233-44446330	0.7105
1_MACS_peak_761_lociStitched	chr1(.):44456255-44459242	0.758
1_MACS_peak_762_lociStitched	chr1(.):44494943-44498014	1.3754
1_MACS_peak_763_lociStitched	chr1(.):44678187-44679981	0.9566
1_MACS_peak_764_lociStitched	chr1(.):44770941-44772160	0.5456
1_MACS_peak_765_lociStitched	chr1(.):44819964-44821398	0.852
1_MACS_peak_766_lociStitched	chr1(.):45096621-45098954	2.2075
1_MACS_peak_767_lociStitched	chr1(.):45139105-45143609	1.0216
4_MACS_peak_768_lociStitched	chr1(.):45177962-45206700	0.5995
1_MACS_peak_772_lociStitched	chr1(.):45240056-45242931	2.2334
1_MACS_peak_773_lociStitched	chr1(.):45251487-45252950	0.6035
5_MACS_peak_774_lociStitched	chr1(.):45264815-45286649	0.5595
1_MACS_peak_779_lociStitched	chr1(.):45451385-45452800	0.8048
1_MACS_peak_780_lociStitched	chr1(.):45475885-45478855	0.8227
2_MACS_peak_781_lociStitched	chr1(.):45516361-45519682	0.556
1_MACS_peak_783_lociStitched	chr1(.):45543839-45546124	0.5204
1_MACS_peak_784_lociStitched	chr1(.):45671350-45672629	0.6627
1_MACS_peak_785_lociStitched	chr1(.):45768402-45770801	1.5961
2_MACS_peak_786_lociStitched	chr1(.):45786454-45793893	0.4489
2_MACS_peak_788_lociStitched	chr1(.):45804649-45815738	0.769
1_MACS_peak_790_lociStitched	chr1(.):45954986-45957895	0.6537
1_MACS_peak_791_lociStitched	chr1(.):45964809-45966769	0.8338
1_MACS_peak_792_lociStitched	chr1(.):45983854-45988554	0.8174
2_MACS_peak_793_lociStitched	chr1(.):46008767-46018818	0.7857
1_MACS_peak_795_lociStitched	chr1(.):46048784-46053108	1.5073
1_MACS_peak_796_lociStitched	chr1(.):46151096-46155398	2.6056
1_MACS_peak_797_lociStitched	chr1(.):46215211-46217330	1.7082
1_MACS_peak_798_lociStitched	chr1(.):46250426-46252353	0.5243
1_MACS_peak_799_lociStitched	chr1(.):46267822-46270378	0.8008
1_MACS_peak_800_lociStitched	chr1(.):46336654-46338242	0.685
1_MACS_peak_801_lociStitched	chr1(.):46390734-46392450	0.5372
1_MACS_peak_802_lociStitched	chr1(.):46455758-46457083	0.6784
1_MACS_peak_803_lociStitched	chr1(.):46505887-46510726	2.0534
2_MACS_peak_804_lociStitched	chr1(.):46527568-46531862	0.6509
1_MACS_peak_806_lociStitched	chr1(.):46579983-46581825	0.7583
1_MACS_peak_807_lociStitched	chr1(.):46596963-46601573	2.385
1_MACS_peak_808_lociStitched	chr1(.):46623541-46627318	1.2027
1_MACS_peak_809_lociStitched	chr1(.):46663138-46664947	0.7365
2_MACS_peak_810_lociStitched	chr1(.):46711960-46715039	1.1774
1_MACS_peak_812_lociStitched	chr1(.):46767003-46771061	1.7507
3_MACS_peak_813_lociStitched	chr1(.):46790235-46807563	0.9068
2_MACS_peak_816_lociStitched	chr1(.):46859229-46867446	0.7111
1_MACS_peak_818_lociStitched	chr1(.):47068967-47070359	0.7816
1_MACS_peak_819_lociStitched	chr1(.):47081456-47083266	0.8989
2_MACS_peak_820_lociStitched	chr1(.):47132805-47142472	0.3935
1_MACS_peak_822_lociStitched	chr1(.):47153906-47156413	0.9342
1_MACS_peak_823_lociStitched	chr1(.):47183935-47185811	1.0306
1_MACS_peak_824_lociStitched	chr1(.):47269422-47271039	0.6891
1_MACS_peak_825_lociStitched	chr1(.):47644015-47645515	0.5435
1_MACS_peak_826_lociStitched	chr1(.):47755010-47756009	0.4673
1_MACS_peak_827_lociStitched	chr1(.):47778933-47780983	0.9654
1_MACS_peak_828_lociStitched	chr1(.):47798406-47801006	1.414
1_MACS_peak_829_lociStitched	chr1(.):47901963-47904120	1.2096
1_MACS_peak_830_lociStitched	chr1(.):48449599-48451358	0.7986
1_MACS_peak_831_lociStitched	chr1(.):48490532-48493395	0.6776
1_MACS_peak_832_lociStitched	chr1(.):48559305-48560399	0.531
1_MACS_peak_833_lociStitched	chr1(.):48937142-48938638	0.6542
2_MACS_peak_834_lociStitched	chr1(.):49253085-49260619	0.8046
1_MACS_peak_836_lociStitched	chr1(.):49388610-49389929	0.6535
1_MACS_peak_837_lociStitched	chr1(.):49411931-49415840	1.6171
1_MACS_peak_838_lociStitched	chr1(.):49442000-49447893	0.7627
1_MACS_peak_839_lociStitched	chr1(.):49862173-49863879	0.5649
1_MACS_peak_840_lociStitched	chr1(.):49889963-49890966	0.5085
1_MACS_peak_841_lociStitched	chr1(.):49913201-49914763	0.635
1_MACS_peak_842_lociStitched	chr1(.):50575599-50576868	0.5576
1_MACS_peak_843_lociStitched	chr1(.):50798632-50799796	1.2243
1_MACS_peak_844_lociStitched	chr1(.):50956389-50957203	0.4963
1_MACS_peak_845_lociStitched	chr1(.):51190296-51191099	0.4967
1_MACS_peak_846_lociStitched	chr1(.):51442254-51445048	0.8887
1_MACS_peak_847_lociStitched	chr1(.):51668034-51670869	1.0166
1_MACS_peak_848_lociStitched	chr1(.):51679555-51682061	0.8379
1_MACS_peak_849_lociStitched	chr1(.):51699075-51703852	2.0883
1_MACS_peak_850_lociStitched	chr1(.):51762289-51763520	0.658
1_MACS_peak_851_lociStitched	chr1(.):51796024-51797937	0.6707
1_MACS_peak_852_lociStitched	chr1(.):51966327-51968112	0.7469
2_MACS_peak_853_lociStitched	chr1(.):51980131-51985282	0.8698
1_MACS_peak_855_lociStitched	chr1(.):52014324-52015259	0.3689
4_MACS_peak_856_lociStitched	chr1(.):52029043-52045297	0.9229
1_MACS_peak_860_lociStitched	chr1(.):52082326-52083809	1.0235
1_MACS_peak_861_lociStitched	chr1(.):52143269-52145456	0.532
2_MACS_peak_862_lociStitched	chr1(.):52191321-52197804	0.8308
1_MACS_peak_864_lociStitched	chr1(.):52241290-52243305	0.736
1_MACS_peak_865_lociStitched	chr1(.):52257595-52259940	0.701
3_MACS_peak_866_lociStitched	chr1(.):52327762-52345764	1.051
1_MACS_peak_869_lociStitched	chr1(.):52372325-52373690	0.9793
3_MACS_peak_870_lociStitched	chr1(.):52416973-52430683	1.159
1_MACS_peak_873_lociStitched	chr1(.):52455597-52456848	0.8673
1_MACS_peak_874_lociStitched	chr1(.):52497555-52500097	1.8151
1_MACS_peak_875_lociStitched	chr1(.):52520019-52523085	2.0123
1_MACS_peak_876_lociStitched	chr1(.):52607042-52609088	1.1885
1_MACS_peak_877_lociStitched	chr1(.):52800633-52801632	0.5368
1_MACS_peak_878_lociStitched	chr1(.):52830541-52832950	1.6886
1_MACS_peak_879_lociStitched	chr1(.):52868755-52871228	2.4543
1_MACS_peak_880_lociStitched	chr1(.):53017032-53019931	1.7433
2_MACS_peak_881_lociStitched	chr1(.):53067624-53070414	0.4793
1_MACS_peak_883_lociStitched	chr1(.):53100711-53105144	2.4003
1_MACS_peak_884_lociStitched	chr1(.):53124555-53126227	0.5917
2_MACS_peak_885_lociStitched	chr1(.):53162937-53170053	1.1697
1_MACS_peak_887_lociStitched	chr1(.):53191465-53193187	0.8454
1_MACS_peak_888_lociStitched	chr1(.):53308138-53309654	0.8033
1_MACS_peak_889_lociStitched	chr1(.):53392572-53393874	0.6395
1_MACS_peak_890_lociStitched	chr1(.):53661627-53663715	1.5292
1_MACS_peak_891_lociStitched	chr1(.):53685503-53687411	1.4224
1_MACS_peak_892_lociStitched	chr1(.):53703240-53705227	1.0904
1_MACS_peak_893_lociStitched	chr1(.):53724452-53727404	1.4496
1_MACS_peak_894_lociStitched	chr1(.):53790673-53794516	1.6306
1_MACS_peak_895_lociStitched	chr1(.):53832881-53834600	0.8254
1_MACS_peak_896_lociStitched	chr1(.):54049707-54052078	0.7198
1_MACS_peak_897_lociStitched	chr1(.):54065028-54067725	1.3532
1_MACS_peak_898_lociStitched	chr1(.):54104322-54106281	0.6411
1_MACS_peak_899_lociStitched	chr1(.):54144085-54146071	0.639
2_MACS_peak_900_lociStitched	chr1(.):54199615-54205614	1.4599
1_MACS_peak_902_lociStitched	chr1(.):54231796-54233197	0.7447
1_MACS_peak_903_lociStitched	chr1(.):54302664-54304771	2.6248
1_MACS_peak_904_lociStitched	chr1(.):54353494-54356653	0.8026
2_MACS_peak_905_lociStitched	chr1(.):54410475-54412910	0.8769
2_MACS_peak_907_lociStitched	chr1(.):54512169-54520136	0.9664
1_MACS_peak_909_lociStitched	chr1(.):54664756-54667136	1.385
1_MACS_peak_910_lociStitched	chr1(.):54755716-54756508	0.4183
1_MACS_peak_911_lociStitched	chr1(.):54839883-54844252	2.2005
1_MACS_peak_912_lociStitched	chr1(.):54871521-54876426	1.01
1_MACS_peak_913_lociStitched	chr1(.):54929577-54931083	0.6675
1_MACS_peak_914_lociStitched	chr1(.):54953399-54955602	0.8449
1_MACS_peak_915_lociStitched	chr1(.):54967071-54969191	0.5872
1_MACS_peak_916_lociStitched	chr1(.):55229273-55231249	0.7308
1_MACS_peak_917_lociStitched	chr1(.):55266016-55267976	1.2225
1_MACS_peak_918_lociStitched	chr1(.):55352172-55353695	0.7358
1_MACS_peak_919_lociStitched	chr1(.):55620885-55623649	0.7628
1_MACS_peak_920_lociStitched	chr1(.):55679855-55682011	1.3824
1_MACS_peak_921_lociStitched	chr1(.):55752908-55755169	0.854
1_MACS_peak_922_lociStitched	chr1(.):55827940-55830393	0.7738
1_MACS_peak_923_lociStitched	chr1(.):56001673-56003005	0.6247
1_MACS_peak_924_lociStitched	chr1(.):56106166-56107603	0.7978
1_MACS_peak_925_lociStitched	chr1(.):56281419-56283086	0.5922
1_MACS_peak_926_lociStitched	chr1(.):56510012-56511104	0.4761
2_MACS_peak_927_lociStitched	chr1(.):57037710-57045394	0.237
1_MACS_peak_929_lociStitched	chr1(.):57669113-57669908	0.3696
1_MACS_peak_930_lociStitched	chr1(.):57698798-57699815	0.4434
1_MACS_peak_931_lociStitched	chr1(.):58037100-58038257	0.5572
1_MACS_peak_932_lociStitched	chr1(.):58420229-58421663	0.5934
1_MACS_peak_933_lociStitched	chr1(.):58451491-58453716	0.5461
1_MACS_peak_934_lociStitched	chr1(.):59010916-59012879	1.514
1_MACS_peak_935_lociStitched	chr1(.):59039587-59040327	0.4896
1_MACS_peak_936_lociStitched	chr1(.):59164637-59166607	1.9064
3_MACS_peak_937_lociStitched	chr1(.):59189833-59198310	0.3917
1_MACS_peak_940_lociStitched	chr1(.):59238306-59240305	1.183
1_MACS_peak_941_lociStitched	chr1(.):59247468-59251925	3.2421
1_MACS_peak_942_lociStitched	chr1(.):59270376-59273503	0.8763
1_MACS_peak_943_lociStitched	chr1(.):59280399-59283022	1.1043
2_MACS_peak_944_lociStitched	chr1(.):59319718-59325019	0.9149
1_MACS_peak_946_lociStitched	chr1(.):59338674-59341781	1.3564
1_MACS_peak_947_lociStitched	chr1(.):59348376-59351335	0.8475
1_MACS_peak_948_lociStitched	chr1(.):59368126-59371254	1.7409
