REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	KMS28BM_jia.bam	enhancerRank	isSuper	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	TOP_GENE	TSS_SIGNAL	enhancerRank	isSuper
1_MACS_peak_26373_lociStitched	chr6	111801435	111807129	1	5695	23773.0194	674	1	LOC643749,REV3L		REV3L	REV3L	0.2403	674	1
2_MACS_peak_23167_lociStitched	chr4	186391662	186404739	2	8376	23700.7548	675	1	CCDC110	C4orf47,UFSP2	CCDC110	UFSP2	0.3498	675	1
1_MACS_peak_30057_lociStitched	chr8	141643193	141646999	1	3807	23699.962	676	1	EIF2C2		EIF2C2	EIF2C2	0.8063	676	1
2_MACS_peak_24713_lociStitched	chr5	158630670	158638157	2	7422	23679.8836	677	1	RNF145		RNF145	RNF145	0.474	677	1
1_MACS_peak_25299_lociStitched	chr6	26121255	26129067	1	7813	23678.9532	678	1	HIST1H2AC,HIST1H2BC	HFE,HIST1H4C,HIST1H1E,HIST1H2BD,HIST1H1T	HIST1H2AC	HIST1H2AC	2.2893	678	1
4_MACS_peak_8272_lociStitched	chr13	111351151	111369578	4	8481	23616.0432	679	1	ING1,CARS2		CARS2	CARS2	0.1008	679	1
1_MACS_peak_12071_lociStitched	chr17	18085201	18092399	1	7199	23587.1262	680	1	ALKBH5	LLGL1	ALKBH5	ALKBH5	0.7222	680	1
1_MACS_peak_29451_lociStitched	chr8	82641102	82646402	1	5301	23565.39	681	1	CHMP4C	IMPA1,SLC10A5,ZFAND1	CHMP4C	CHMP4C	0.716	681	1
1_MACS_peak_8618_lociStitched	chr14	50527130	50534723	1	7594	23563.3569	682	1		C14orf183,C14orf138	C14orf183	C14orf138	0.9712	682	1
1_MACS_peak_27770_lociStitched	chr7	82305168	82310082	1	4915	23549.8536	683	1			CACNA2D1	CACNA2D1	NONE	683	1
1_MACS_peak_29822_lociStitched	chr8	120885044	120890974	1	5931	23539.135	684	1	DEPDC6	TAF2,DSCC1	DEPDC6	DEPDC6	0.9273	684	1
2_MACS_peak_21564_lociStitched	chr4	1711735	1725310	2	8786	23528.19	685	1	TACC3,SLBP,TMEM129	FAM53A	SLBP	SLBP	0.4986	685	1
1_MACS_peak_14787_lociStitched	chr19	39337674	39344171	1	6498	23517.1909	686	1	HNRNPL	NFKBIB,LGALS4,ECH1,RINL,SIRT2	HNRNPL	HNRNPL	1.1435	686	1
4_MACS_peak_17273_lociStitched	chr2	202084691	202102312	4	12013	23506.414	687	1	CASP10,CASP8	CASP8	CASP8	CASP8	1.1881	687	1
3_MACS_peak_11093_lociStitched	chr16	29604167	29625680	3	17668	23492.196	688	1	SLC7A5P1	SPN,LOC440354	SLC7A5P1	SLC7A5P1	1.1041	688	1
1_MACS_peak_27436_lociStitched	chr7	46291183	46298413	1	7231	23474.364	689	1			IGFBP3	IGFBP3	NONE	689	1
1_MACS_peak_5256_lociStitched	chr11	64538713	64547803	1	9091	23466.744	690	1	SF1	NRXN2,RASGRP2,PYGM,MAP4K2,MEN1	SF1	SF1	1.0619	690	1
2_MACS_peak_5408_lociStitched	chr11	67796958	67809733	2	7092	23454.9	691	1	NDUFS8,TCIRG1	ALDH3B1,TCIRG1,UNC93B1	TCIRG1	TCIRG1	0.7109	691	1
2_MACS_peak_15467_lociStitched	chr2	8817287	8826587	2	9265	23449.02	692	1	ID2		ID2	ID2	1.8952	692	1
3_MACS_peak_31686_lociStitched	chrX	13670268	13688953	3	13924	23388.0145	693	1	TCEANC	RAB9A	TCEANC	TCEANC	1.018	693	1
2_MACS_peak_18602_lociStitched	chr20	62357946	62373018	2	11485	23332.9632	694	1	ZGPAT,LIME1,SLC2A4RG	TNFRSF6B,ARFRP1	LIME1	LIME1	1.1592	694	1
1_MACS_peak_26431_lociStitched	chr6	118188524	118194726	1	6203	23303.3948	695	1		SLC35F1	SLC35F1	SLC35F1	0.0642	695	1
5_MACS_peak_18374_lociStitched	chr20	46114476	46136310	5	12115	23270.6772	696	1	NCOA3		NCOA3	NCOA3	0.1666	696	1
4_MACS_peak_25225_lociStitched	chr6	20400865	20417279	4	10143	23270.1278	697	1	E2F3		E2F3	E2F3	0.2855	697	1
4_MACS_peak_5135_lociStitched	chr11	60666302	60684883	4	11573	23211.3852	698	1	TMEM109,PRPF19	ZP1,TMEM132A,GPR44,SLC15A3	PRPF19	PRPF19	0.3821	698	1
2_MACS_peak_12911_lociStitched	chr17	62490740	62504937	2	9979	23199.3177	699	1	CCDC45,POLG2,DDX5	C17orf60	DDX5	DDX5	1.3081	699	1
2_MACS_peak_2797_lociStitched	chr1	226295080	226301739	2	6176	23197.9583	700	1		LOC440926,H3F3A	LOC440926	LOC440926	1.0142	700	1
2_MACS_peak_1321_lociStitched	chr1	93408578	93428722	2	15993	23191.7872	701	1	FAM69A		FAM69A	FAM69A	0.2541	701	1
2_MACS_peak_5784_lociStitched	chr11	107726989	107736677	2	7925	23174.6648	702	1	SLC35F2		SLC35F2	SLC35F2	0.4046	702	1
1_MACS_peak_15100_lociStitched	chr19	49135449	49142265	1	6817	23165.5392	703	1	SEC1,DBP,CA11	SPACA4,SPHK2,FAM83E,RPL18,NTN5	DBP	DBP	1.4389	703	1
1_MACS_peak_29667_lociStitched	chr8	103421744	103426104	1	4361	23145.496	704	1	UBR5		UBR5	UBR5	0.3022	704	1
3_MACS_peak_715_lociStitched	chr1	36614037	36624288	3	7838	23125.2309	705	1	MAP7D1,TRAPPC3	COL8A2	MAP7D1	MAP7D1	0.5507	705	1
1_MACS_peak_13954_lociStitched	chr19	923450	928516	1	5067	23102.4798	706	1	ARID3A	KISS1R,MED16,C19orf22	ARID3A	KISS1R	1.2366	706	1
2_MACS_peak_29430_lociStitched	chr8	81003683	81018672	2	9424	23098.049	707	1	TPD52	TPD52	TPD52	TPD52	1.2407	707	1
2_MACS_peak_11717_lociStitched	chr16	89551075	89558657	2	7580	23096.2884	708	1	ANKRD11	SPG7	ANKRD11	SPG7	0.2895	708	1
1_MACS_peak_8052_lociStitched	chr13	77898578	77905621	1	7044	23059.4863	709	1	MYCBP2		MYCBP2	MYCBP2	0.147	709	1
3_MACS_peak_12429_lociStitched	chr17	38218303	38232403	3	8564	23043.63	710	1	THRA	CSF3,SNORD124,MSL1,MED24,NR1D1	THRA	MSL1	1.1312	710	1
1_MACS_peak_1563_lociStitched	chr1	118166802	118178132	1	11331	23038.422	711	1	FAM46C		FAM46C	FAM46C	1.2229	711	1
7_MACS_peak_1126_lociStitched	chr1	65406984	65433663	7	15684	23037.3165	712	1	JAK1		JAK1	JAK1	0.2286	712	1
5_MACS_peak_14879_lociStitched	chr19	42438689	42464385	5	8864	23031.3248	713	1	RABAC1	ATP1A3	RABAC1	RABAC1	0.6321	713	1
1_MACS_peak_23471_lociStitched	chr5	36236329	36243460	1	7132	23030.9907	714	1	C5orf33		C5orf33	C5orf33	0.4532	714	1
3_MACS_peak_9304_lociStitched	chr14	103240369	103257334	3	12603	23026.5945	715	1	TRAF3		TRAF3	TRAF3	0.4812	715	1
3_MACS_peak_27635_lociStitched	chr7	73623294	73636536	3	10422	23018.5686	716	1	LAT2	EIF4H,MIR590,RFC2	LAT2	LAT2	0.8557	716	1
1_MACS_peak_29439_lociStitched	chr8	81396600	81402334	1	5735	23004.808	717	1	ZBTB10		ZBTB10	ZBTB10	0.6059	717	1
1_MACS_peak_25300_lociStitched	chr6	26155285	26161406	1	6122	22981.9066	718	1	HIST1H1E,HIST1H2BD	HIST1H2AC,HIST1H2BE,HIST1H2BF,HIST1H4E,HIST1H1T,HIST1H2BC,HIST1H4D,HIST1H2AD,HIST1H3D	HIST1H2BD	HIST1H2BF	3.7053	718	1
1_MACS_peak_3118_lociStitched	chr10	3822097	3828992	1	6896	22978.9665	719	1	KLF6		KLF6	KLF6	1.258	719	1
2_MACS_peak_22671_lociStitched	chr4	128695301	128706152	2	9537	22978.0776	720	1	SLC25A31,HSPA4L		HSPA4L	HSPA4L	0.322	720	1
4_MACS_peak_11661_lociStitched	chr16	87409017	87428235	4	12046	22969.3536	721	1	MAP1LC3B,FBXO31		FBXO31	FBXO31	0.5303	721	1
3_MACS_peak_9035_lociStitched	chr14	81672181	81688888	3	6827	22923.6747	722	1	GTF2A1	SNORA79	GTF2A1	GTF2A1	0.6252	722	1
3_MACS_peak_10593_lociStitched	chr16	685108	700285	3	8737	22921.8231	723	1	FAM195A,WDR90,C16orf13	RAB40C,WFIKKN1,RHOT2,RHBDL1,STUB1,JMJD8,WDR24	FAM195A	FAM195A	1.0885	723	1
1_MACS_peak_8556_lociStitched	chr14	39734289	39740215	1	5927	22886.212	724	1	CTAGE5	MIA2	CTAGE5	CTAGE5	0.3085	724	1
2_MACS_peak_23133_lociStitched	chr4	185564107	185572081	2	7913	22881.393	725	1	CCDC111,CASP3		CASP3	CASP3	0.8098	725	1
4_MACS_peak_10903_lociStitched	chr16	17365326	17379814	4	13002	22876.552	726	1	XYLT1		XYLT1	XYLT1	0.3475	726	1
2_MACS_peak_21135_lociStitched	chr3	167802223	167815055	2	10911	22852.5088	727	1	GOLIM4		GOLIM4	GOLIM4	0.3407	727	1
1_MACS_peak_22422_lociStitched	chr4	103744526	103751135	1	6610	22836.0777	728	1	UBE2D3	CISD2	UBE2D3	CISD2	0.6964	728	1
1_MACS_peak_15044_lociStitched	chr19	47216484	47223009	1	6526	22814.6625	729	1	PRKD2,STRN4	FKRP,MIR320E	PRKD2	PRKD2	0.4985	729	1
4_MACS_peak_1530_lociStitched	chr1	115233385	115260212	4	15987	22800.2673	730	1	AMPD1,NRAS,CSDE1	DENND2C	AMPD1	AMPD1	0.3262	730	1
1_MACS_peak_1898_lociStitched	chr1	155529529	155535081	1	5553	22787.0736	731	1	LOC645676,ASH1L	MSTO1	ASH1L	MSTO1	0.4972	731	1
2_MACS_peak_28207_lociStitched	chr7	114561796	114573391	2	8175	22784.175	732	1	MDFIC		MDFIC	MDFIC	1.0784	732	1
4_MACS_peak_13281_lociStitched	chr17	80245240	80259416	4	8562	22782.2496	733	1		CSNK1D,CD7,SECTM1	CSNK1D	CSNK1D	0.2239	733	1
1_MACS_peak_28221_lociStitched	chr7	115849625	115854768	1	5144	22777.8327	734	1	TES	TES	TES	TES	0.5586	734	1
1_MACS_peak_23543_lociStitched	chr5	42948468	42953592	1	5125	22728.5268	735	1			LOC648987	LOC648987	1.5329	735	1
1_MACS_peak_18272_lociStitched	chr20	42377935	42382718	1	4784	22713.0321	736	1		GTSF1L	GTSF1L	GTSF1L	0.1702	736	1
1_MACS_peak_16331_lociStitched	chr2	85764104	85770063	1	5960	22700.2146	737	1	MAT2A	VAMP8,VAMP5,GGCX	MAT2A	MAT2A	1.4878	737	1
1_MACS_peak_6641_lociStitched	chr12	49758957	49764946	1	5990	22692.9199	738	1	SPATS2	TROAP,DNAJC22,LOC100335030,C1QL4	SPATS2	TROAP	0.3478	738	1
1_MACS_peak_227_lociStitched	chr1	11117161	11123976	1	6816	22683.7275	739	1	SRM	TARDBP,MASP2,EXOSC10	SRM	SRM	1.5403	739	1
2_MACS_peak_5477_lociStitched	chr11	72429146	72436988	2	6640	22681.4166	740	1	ARAP1	PDE2A	ARAP1	ARAP1	0.4262	740	1
5_MACS_peak_16260_lociStitched	chr2	74681363	74700872	5	10316	22620.6855	741	1	INO80B,WBP1,MOGS,MRPL53,CCDC142	WDR54,TTC31,LOC151534,TLX2,C2orf81,RTKN,LBX2,PCGF1	MOGS	MOGS	1.0359	741	1
2_MACS_peak_2014_lociStitched	chr1	161007675	161017309	2	5558	22620.632	742	1	TSTD1,USF1,ARHGAP30	F11R,PVRL4	USF1	USF1	1.4046	742	1
4_MACS_peak_23306_lociStitched	chr5	10595600	10609930	4	9372	22618.472	743	1	ANKRD33B		ANKRD33B	ANKRD33B	0.3545	743	1
5_MACS_peak_25314_lociStitched	chr6	26295372	26323668	5	14038	22580.208	744	1		HIST1H2BH,HIST1H2BI,BTN3A2,HIST1H4G,HIST1H3F,HIST1H3G,HIST1H4H	HIST1H4H	HIST1H2BI	2.6114	744	1
1_MACS_peak_17977_lociStitched	chr20	19757332	19763361	1	6030	22571.3702	745	1			RIN2	RIN2	NONE	745	1
2_MACS_peak_30670_lociStitched	chr9	70486882	70498412	2	8400	22559.598	746	1	CBWD5,CBWD3		CBWD5	CBWD5	0.1959	746	1
3_MACS_peak_24833_lociStitched	chr5	172454609	172465628	3	9733	22556.9949	747	1	ATP6V0E1	SNORA74B,C5orf41	SNORA74B	C5orf41	0.1158	747	1
1_MACS_peak_15055_lociStitched	chr19	47613712	47617901	1	4190	22547.7114	748	1	ZC3H4	SAE1	ZC3H4	ZC3H4	0.4449	748	1
1_MACS_peak_13630_lociStitched	chr18	42336197	42342711	1	6515	22514.3382	749	1	SETBP1		SETBP1	SETBP1	0.4414	749	1
2_MACS_peak_127_lociStitched	chr1	6838991	6847205	2	5374	22493.2176	750	1	CAMTA1		CAMTA1	CAMTA1	0.1918	750	1
3_MACS_peak_30115_lociStitched	chr8	145149234	145160841	3	7146	22460.7057	751	1	CYC1,MAF1,SHARPIN	EXOSC4,GPAA1,KIAA1875,C8orf30A,HEATR7A,OPLAH	SHARPIN	EXOSC4	1.4688	751	1
3_MACS_peak_25564_lociStitched	chr6	33166714	33177181	3	8987	22428.6876	752	1	SLC39A7,HSD17B8,MIR219-1,RING1,RXRB	COL11A2	HSD17B8	HSD17B8	1.8157	752	1
1_MACS_peak_28161_lociStitched	chr7	108208102	108214888	1	6787	22418.9082	753	1	DNAJB9,THAP5	PNPLA8	DNAJB9	DNAJB9	1.5676	753	1
1_MACS_peak_21628_lociStitched	chr4	6180181	6188139	1	7959	22398.5868	754	1	JAKMIP1		JAKMIP1	JAKMIP1	0.2062	754	1
2_MACS_peak_14871_lociStitched	chr19	42036749	42047116	2	8813	22373.0227	755	1		CEACAM21	CEACAM21	CEACAM21	0.0409	755	1
1_MACS_peak_12919_lociStitched	chr17	62979371	62986196	1	6826	22366.2075	756	1		AMZ2P1	AMZ2P1	AMZ2P1	0.4681	756	1
2_MACS_peak_253_lociStitched	chr1	12106457	12115661	2	8733	22348.2324	757	1		MIIP,TNFRSF8	TNFRSF8	MIIP	0.4065	757	1
3_MACS_peak_24434_lociStitched	chr5	138853815	138868652	3	8030	22341.5546	758	1	TMEM173	ECSCR	TMEM173	TMEM173	1.2966	758	1
2_MACS_peak_25630_lociStitched	chr6	35694260	35706077	2	7654	22324.6764	759	1	C6orf81,FKBP5,LOC285847	C6orf126,C6orf127,FKBP5	FKBP5	FKBP5	0.2813	759	1
1_MACS_peak_7102_lociStitched	chr12	94541415	94554271	1	12857	22312.8736	760	1	PLXNC1		PLXNC1	PLXNC1	0.512	760	1
2_MACS_peak_13223_lociStitched	chr17	78227553	78238441	2	9351	22310.6008	761	1	RNF213	SLC26A11,SGSH	RNF213	SGSH	0.3784	761	1
1_MACS_peak_16350_lociStitched	chr2	86260910	86267174	1	6265	22302.972	762	1	POLR1A	LOC90784	LOC90784	LOC90784	0.0638	762	1
1_MACS_peak_15936_lociStitched	chr2	47745354	47750978	1	5625	22271.6024	763	1	KCNK12		KCNK12	KCNK12	0.4251	763	1
1_MACS_peak_5279_lociStitched	chr11	64897618	64903812	1	6195	22271.1464	764	1	SYVN1	ZFPL1,C11orf2,TM7SF2,MRPL49,SPDYC,CAPN1,CDCA5,ZNHIT2,FAU	SYVN1	SYVN1	1.5884	764	1
1_MACS_peak_28079_lociStitched	chr7	103362315	103370934	1	8620	22267.1865	765	1	RELN		RELN	RELN	0.1193	765	1
2_MACS_peak_32451_lociStitched	chrX	129298570	129310950	2	9818	22238.194	766	1	RAB33A,AIFM1	AIFM1	RAB33A	RAB33A	0.7901	766	1
2_MACS_peak_29419_lociStitched	chr8	80631932	80639813	2	7269	22168.4649	767	1		HEY1	HEY1	HEY1	0.5266	767	1
2_MACS_peak_12203_lociStitched	chr17	27219360	27230144	2	8903	22157.8848	768	1	FLOT2,DHRS13	ERAL1,C17orf63,MIR451,MIR144,PHF12	FLOT2	PHF12	0.8751	768	1
3_MACS_peak_18108_lociStitched	chr20	32250508	32263144	3	8349	22155.9624	769	1	C20orf144,C20orf134,NECAB3	E2F1,PXMP4	C20orf134	C20orf134	1.3968	769	1
2_MACS_peak_31056_lociStitched	chr9	108016879	108027674	2	10792	22154.5785	770	1	SLC44A1		SLC44A1	SLC44A1	0.275	770	1
2_MACS_peak_27236_lociStitched	chr7	30359863	30372638	2	9411	22132.6875	771	1	ZNRF2	MIR550A1,DKFZP586I1420,MIR550B1	MIR550B1	MIR550A1	1.6055	771	1
2_MACS_peak_29496_lociStitched	chr8	89287427	89298681	2	10209	22102.856	772	1	MMP16		MMP16	MMP16	0.3046	772	1
1_MACS_peak_28573_lociStitched	chr7	148578096	148582873	1	4778	22100.3128	773	1	EZH2		EZH2	EZH2	0.3836	773	1
5_MACS_peak_24051_lociStitched	chr5	100163673	100193637	5	13443	22092.4572	774	1	ST8SIA4	ST8SIA4	ST8SIA4	ST8SIA4	0.6938	774	1
1_MACS_peak_4352_lociStitched	chr10	112255828	112265080	1	9253	22087.2996	775	1	DUSP5		DUSP5	DUSP5	1.0243	775	1
6_MACS_peak_11194_lociStitched	chr16	46644705	46667270	6	14146	22061.8005	776	1	SHCBP1	ANKRD26P1	SHCBP1	SHCBP1	0.4236	776	1
2_MACS_peak_3398_lociStitched	chr10	28030204	28040384	2	4962	22037.664	777	1	MKX		MKX	MKX	0.3362	777	1
3_MACS_peak_27066_lociStitched	chr7	18533772	18549688	3	12797	21995.912	778	1	HDAC9		HDAC9	HDAC9	0.0926	778	1
1_MACS_peak_22548_lociStitched	chr4	114678945	114685035	1	6091	21959.931	779	1	CAMK2D		CAMK2D	CAMK2D	0.2793	779	1
1_MACS_peak_12810_lociStitched	chr17	55679439	55685122	1	5684	21949.4509	780	1	MSI2		MRPS23	MRPS23	NONE	780	1
2_MACS_peak_1794_lociStitched	chr1	152001286	152010191	2	5625	21905.4095	781	1	S100A11	S100A10	S100A11	S100A11	1.5451	781	1
1_MACS_peak_24952_lociStitched	chr5	180667525	180674586	1	7062	21892.6305	782	1	GNB2L1,SNORD96A,SNORD95	TRIM41,TRIM7,TRIM52	GNB2L1	GNB2L1	1.4017	782	1
1_MACS_peak_4242_lociStitched	chr10	104152402	104160365	1	7964	21885.5092	783	1	NFKB2	FBXL15,MIR146B,PSD,CUEDC2	NFKB2	NFKB2	1.2776	783	1
3_MACS_peak_28620_lociStitched	chr7	150776369	150785819	3	8047	21878.64	784	1	AGAP3,FASTK,TMUB1	ACCN3,SLC4A2,CDK5	TMUB1	TMUB1	1.7979	784	1
2_MACS_peak_1591_lociStitched	chr1	120832417	120840602	2	7968	21873.594	785	1	FAM72B		FAM72B	FAM72B	0.8493	785	1
1_MACS_peak_17426_lociStitched	chr2	216973113	216980784	1	7672	21847.008	786	1	XRCC5	TMEM169,PECR	XRCC5	XRCC5	0.2987	786	1
1_MACS_peak_4088_lociStitched	chr10	94514377	94520999	1	6623	21826.7742	787	1			HHEX	HHEX	NONE	787	1
1_MACS_peak_21310_lociStitched	chr3	182429115	182436305	1	7191	21824.526	788	1			ATP11B	ATP11B	NONE	788	1
2_MACS_peak_11853_lociStitched	chr17	4841943	4855110	2	10109	21820.3524	789	1	RNF167,ENO3,SLC25A11,PFN1	C17orf107,GP1BA,KIF1C,CHRNE,SPAG7,CAMTA2,INCA1	PFN1	PFN1	1.3662	789	1
2_MACS_peak_24868_lociStitched	chr5	175960424	175971650	2	8560	21815.4858	790	1	CDHR2,RNF44	CDHR2	RNF44	RNF44	0.859	790	1
3_MACS_peak_12649_lociStitched	chr17	45725728	45741494	3	8616	21809.1078	791	1	KPNB1	TBKBP1	KPNB1	KPNB1	0.5758	791	1
3_MACS_peak_31166_lociStitched	chr9	117372091	117380511	3	8214	21796.854	792	1	C9orf91	ATP6V1G1	C9orf91	ATP6V1G1	1.0161	792	1
1_MACS_peak_12605_lociStitched	chr17	43659822	43664674	1	4853	21762.1904	793	1		MGC57346,LOC644172	LOC644172	MGC57346	0.1277	793	1
4_MACS_peak_8982_lociStitched	chr14	76326674	76345429	4	12383	21761.4265	794	1	TTLL5		TGFB3	TGFB3	NONE	794	1
1_MACS_peak_3691_lociStitched	chr10	63744173	63753672	1	9500	21735.6118	795	1	ARID5B		ARID5B	ARID5B	0.5946	795	1
2_MACS_peak_350_lociStitched	chr1	19274584	19284166	2	9436	21712.812	796	1	IFFO2	ALDH4A1	IFFO2	IFFO2	0.6174	796	1
1_MACS_peak_32216_lociStitched	chrX	81473495	81486137	1	12643	21659.5386	797	1				NONE	NONE	797	1
1_MACS_peak_26395_lociStitched	chr6	114175535	114182580	1	7046	21658.4435	798	1	MARCKS	FLJ34503	MARCKS	MARCKS	1.3879	798	1
2_MACS_peak_26759_lociStitched	chr6	157096014	157105771	2	9222	21642.9774	799	1	ARID1B		ARID1B	ARID1B	0.1521	799	1
1_MACS_peak_22423_lociStitched	chr4	103786725	103793656	1	6932	21633.0372	800	1	CISD2,UBE2D3	UBE2D3	CISD2	CISD2	0.6964	800	1
1_MACS_peak_437_lociStitched	chr1	24284219	24293315	1	9097	21633.0168	801	1	PNRC2,SRSF10	CNR2	PNRC2	PNRC2	1.6478	801	1
1_MACS_peak_21729_lociStitched	chr4	13544568	13552039	1	7472	21609.8675	802	1	NKX3-2,LOC285548	LOC285547	LOC285548	LOC285548	1.8692	802	1
1_MACS_peak_5317_lociStitched	chr11	65623856	65630348	1	6493	21607.9728	803	1	MUS81,CFL1	SNX32,CTSW,CCDC85B,EFEMP2,FIBP,FOSL1	MUS81	CCDC85B	1.7222	803	1
3_MACS_peak_13709_lociStitched	chr18	48714442	48725534	3	7780	21599.4516	804	1	MEX3C		MEX3C	MEX3C	0.7304	804	1
6_MACS_peak_14965_lociStitched	chr19	45502263	45522600	6	11423	21549.0852	805	1	RELB	CLPTM1,CLASRP	RELB	RELB	0.6015	805	1
3_MACS_peak_29652_lociStitched	chr8	102913831	102925567	3	7997	21542.6016	806	1	NCALD		NCALD	NCALD	0.1416	806	1
4_MACS_peak_11119_lociStitched	chr16	30344000	30367913	4	12396	21528.8739	807	1	LOC595101,CD2BP2	MYLPF,ZNF48,TBC1D10B,SEPT1	LOC595101	MYLPF	0.7471	807	1
1_MACS_peak_11389_lociStitched	chr16	66906419	66916140	1	9722	21526.1824	808	1	PDP2	CA7,NAE1,CDH16,RRAD	PDP2	PDP2	0.9917	808	1
4_MACS_peak_12143_lociStitched	chr17	21178345	21193331	4	9025	21500.4142	809	1	MAP2K3	C17orf103	MAP2K3	MAP2K3	0.5754	809	1
2_MACS_peak_18483_lociStitched	chr20	52480627	52490575	2	9163	21487.68	810	1		SUMO1P1	SUMO1P1	SUMO1P1	0.6918	810	1
1_MACS_peak_23115_lociStitched	chr4	185184279	185192013	1	7735	21472.6776	811	1		ENPP6	ENPP6	ENPP6	0.0498	811	1
1_MACS_peak_22398_lociStitched	chr4	100866589	100872768	1	6180	21463.3744	812	1	LOC256880,DNAJB14,H2AFZ		DNAJB14	DNAJB14	0.4385	812	1
5_MACS_peak_4070_lociStitched	chr10	93847693	93871769	5	14201	21451.716	813	1	CPEB3		CPEB3	CPEB3	0.2455	813	1
1_MACS_peak_28147_lociStitched	chr7	106806829	106811921	1	5093	21436.3016	814	1	HBP1		HBP1	HBP1	0.6218	814	1
1_MACS_peak_3044_lociStitched	chr1	244995888	245001355	1	5468	21429.5466	815	1	FAM36A	NCRNA00201,HNRNPU	FAM36A	FAM36A	1.2005	815	1
1_MACS_peak_30190_lociStitched	chr9	3522821	3529003	1	6183	21394.6656	816	1	RFX3		RFX3	RFX3	0.1453	816	1
2_MACS_peak_29728_lociStitched	chr8	107618705	107631314	2	7636	21381.0813	817	1	OXR1	OXR1	OXR1	OXR1	0.2605	817	1
1_MACS_peak_13625_lociStitched	chr18	42258473	42264667	1	6195	21363.106	818	1	SETBP1		SETBP1	SETBP1	0.4414	818	1
1_MACS_peak_15941_lociStitched	chr2	48129599	48135422	1	5824	21359.3463	819	1	FBXO11	FBXO11	FBXO11	FBXO11	0.2877	819	1
1_MACS_peak_17230_lociStitched	chr2	198867952	198874325	1	6374	21305.5763	820	1	PLCL1		PLCL1	PLCL1	0.1177	820	1
3_MACS_peak_412_lociStitched	chr1	23877962	23889852	3	9582	21302.124	821	1	ID3	E2F2	ID3	ID3	1.7579	821	1
2_MACS_peak_27700_lociStitched	chr7	75985847	75994829	2	5303	21296.322	822	1	YWHAG	ZP3,SRCRB4D	YWHAG	YWHAG	0.6304	822	1
1_MACS_peak_23561_lociStitched	chr5	43599516	43605361	1	5846	21289.828	823	1	NNT	PAIP1	NNT	NNT	0.2603	823	1
3_MACS_peak_20185_lociStitched	chr3	61545509	61563112	3	12226	21278.5064	824	1	PTPRG		PTPRG	PTPRG	0.0841	824	1
1_MACS_peak_11682_lociStitched	chr16	88518542	88523837	1	5296	21268.4265	825	1	ZFPM1	ZNF469	ZFPM1	ZFPM1	0.2906	825	1
2_MACS_peak_23246_lociStitched	chr5	1791175	1802785	2	7207	21263.715	826	1	NDUFS6,MRPL36		MRPL36	MRPL36	1.3953	826	1
1_MACS_peak_11111_lociStitched	chr16	30074624	30078913	1	4290	21223.6876	827	1	ALDOA	C16orf92,PPP4C,LOC100271831,FAM57B,TBX6,YPEL3,GDPD3	ALDOA	ALDOA	0.9298	827	1
1_MACS_peak_28667_lociStitched	chr7	155087859	155093657	1	5799	21213.7224	828	1	INSIG1		INSIG1	INSIG1	1.0464	828	1
1_MACS_peak_13142_lociStitched	chr17	75432234	75439614	1	7381	21185.766	829	1	SEPT9	SEPT9,MIR4316	SEPT9	SEPT9	0.2517	829	1
3_MACS_peak_14034_lociStitched	chr19	2469050	2480169	3	7137	21179.4712	830	1	GADD45B	TIMM13,LMNB2	GADD45B	GADD45B	1.7166	830	1
1_MACS_peak_4494_lociStitched	chr10	125863059	125868175	1	5117	21163.8688	831	1		CHST15	CHST15	CHST15	0.248	831	1
1_MACS_peak_26114_lociStitched	chr6	86349461	86355612	1	6152	21155.7494	832	1	SYNCRIP	SNX14,SNORD50A,SNORD50B,SNHG5	SYNCRIP	SNORD50A	1.5566	832	1
2_MACS_peak_10910_lociStitched	chr16	17434568	17443356	2	8777	21109.6548	833	1	XYLT1		XYLT1	XYLT1	0.3475	833	1
2_MACS_peak_25605_lociStitched	chr6	34621432	34632745	2	6866	21107.7954	834	1	C6orf106		C6orf106	C6orf106	0.279	834	1
1_MACS_peak_6567_lociStitched	chr12	46381676	46387613	1	5938	21096.5358	835	1	SRSF2IP		SRSF2IP	SRSF2IP	0.312	835	1
2_MACS_peak_19203_lociStitched	chr22	29206711	29225550	2	15510	21095.9122	836	1		CCDC117,XBP1	XBP1	XBP1	2.0723	836	1
1_MACS_peak_10046_lociStitched	chr15	67388937	67395682	1	6746	21091.615	837	1	SMAD3	SMAD3	SMAD3	SMAD3	0.3644	837	1
2_MACS_peak_9867_lociStitched	chr15	55568234	55583349	2	10870	21085.425	838	1	RAB27A	PIGB,RAB27A	RAB27A	RAB27A	0.2801	838	1
1_MACS_peak_13904_lociStitched	chr18	74202528	74208372	1	5845	21076.386	839	1	ZNF516	LOC284276	ZNF516	ZNF516	0.2008	839	1
2_MACS_peak_13274_lociStitched	chr17	80053321	80065354	2	7070	21050.5302	840	1	FASN,CCDC57	GPS1,RFNG,DUS1L	FASN	FASN	0.5571	840	1
1_MACS_peak_22508_lociStitched	chr4	111114368	111120881	1	6514	21002.4711	841	1	ELOVL6		ELOVL6	ELOVL6	0.2252	841	1
