REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	KMS28BM_jia.bam	enhancerRank	isStretch	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	enhancerRank	isStretch
2_MACS_peak_7137_lociStitched	chr12	96889064	96901366	2	8764	10968.4632	778	1			CDK17	778	1
1_MACS_peak_7881_lociStitched	chr13	49549077	49557836	1	8760	19306.5878	779	1	FNDC3A		FNDC3A	779	1
5_MACS_peak_15853_lociStitched	chr2	42343491	42357182	5	8750	11225.2509	780	1		EML4	EML4	780	1
1_MACS_peak_1613_lociStitched	chr1	143911260	143920006	1	8747	23937.802	781	1	SRGAP2P2,FAM72D		SRGAP2P2	781	1
2_MACS_peak_31195_lociStitched	chr9	123630181	123641498	2	8741	26084.5533	782	1	PHF19	LOC253039,PSMD5,TRAF1	PHF19	782	1
2_MACS_peak_29934_lociStitched	chr8	128806166	128815164	2	8740	16173.905	783	1	PVT1,MIR1204		MIR1204	783	1
2_MACS_peak_24007_lociStitched	chr5	95285236	95298603	2	8738	18839.4498	784	1	ELL2		ELL2	784	1
3_MACS_peak_10593_lociStitched	chr16	685108	700285	3	8737	22921.8231	785	1	FAM195A,WDR90,C16orf13	RAB40C,WFIKKN1,RHOT2,RHBDL1,STUB1,JMJD8,WDR24	FAM195A	785	1
2_MACS_peak_253_lociStitched	chr1	12106457	12115661	2	8733	22348.2324	786	1		MIIP,TNFRSF8	TNFRSF8	786	1
4_MACS_peak_7807_lociStitched	chr13	41627070	41637054	4	8733	14964.0192	787	1	WBP4	ELF1	WBP4	787	1
1_MACS_peak_2606_lociStitched	chr1	209275331	209284059	1	8729	25056.3424	788	1			LOC642587	788	1
3_MACS_peak_11590_lociStitched	chr16	81741438	81751275	3	8727	13884.9255	789	1	CMIP		PLCG2	789	1
1_MACS_peak_10418_lociStitched	chr15	90637972	90646690	1	8719	27500.931	790	1	IDH2		IDH2	790	1
4_MACS_peak_14985_lociStitched	chr19	45922120	45934958	4	8713	17028.3232	791	1	ERCC1	CD3EAP,FOSB,ERCC2,PPP1R13L	ERCC1	791	1
2_MACS_peak_16859_lociStitched	chr2	158291979	158302185	2	8705	16879.7034	792	1	CYTIP		CYTIP	792	1
3_MACS_peak_21476_lociStitched	chr3	195258813	195273433	3	8705	12565.89	793	1	PPP1R2	APOD	PPP1R2	793	1
3_MACS_peak_7416_lociStitched	chr12	120965969	120978428	3	8702	13881.8178	794	1	RNF10,COQ5	DYNLL1,POP5	RNF10	794	1
2_MACS_peak_21155_lociStitched	chr3	169843201	169852094	2	8696	17839.358	795	1	PHC3		PHC3	795	1
2_MACS_peak_17083_lociStitched	chr2	182320716	182331504	2	8695	14480.7324	796	1	ITGA4		ITGA4	796	1
1_MACS_peak_3550_lociStitched	chr10	45468242	45476930	1	8689	27666.936	797	1	RASSF4,C10orf10	ZNF22,LOC220980,C10orf25	C10orf10	797	1
3_MACS_peak_14711_lociStitched	chr19	35695340	35707903	3	8681	20293.0139	798	1		FXYD5,LSR,FAM187B	FAM187B	798	1
1_MACS_peak_24887_lociStitched	chr5	176851972	176860649	1	8678	31713.5673	799	1	GRK6	SLC34A1,PRR7,PFN3,F12,DBN1	GRK6	799	1
3_MACS_peak_24878_lociStitched	chr5	176726963	176740671	3	8673	14254.9492	800	1	NSD1,PRELID1,RAB24,MXD3	RGS14,LMAN2	PRELID1	800	1
2_MACS_peak_31626_lociStitched	chrX	7134969	7143751	2	8669	7610.4812	801	1	STS		STS	801	1
3_MACS_peak_6844_lociStitched	chr12	57910654	57920804	3	8669	30007.46	802	1	MBD6,DDIT3	MARS,KIF5A,ARHGAP9,DCTN2	MBD6	802	1
3_MACS_peak_18082_lociStitched	chr20	31157740	31173903	3	8666	14577.4097	803	1		LOC149950	LOC149950	803	1
2_MACS_peak_16588_lociStitched	chr2	112192354	112201714	2	8642	11199.24	804	1	LOC541471		LOC541471	804	1
4_MACS_peak_1870_lociStitched	chr1	155050800	155067193	4	8635	14373.3824	805	1	EFNA3	DCST1,ADAM15,EFNA4,EFNA1,SLC50A1,DCST2,DPM3	EFNA3	805	1
3_MACS_peak_10441_lociStitched	chr15	91465858	91479433	3	8628	18736.215	806	1	UNC45A,HDDC3	FES,MAN2A2,RCCD1	UNC45A	806	1
1_MACS_peak_27449_lociStitched	chr7	47513841	47522467	1	8627	12921.748	807	1	TNS3		TNS3	807	1
3_MACS_peak_29576_lociStitched	chr8	97623687	97635518	3	8627	29617.7254	808	1	SDC2	PGCP	PGCP	808	1
2_MACS_peak_20800_lociStitched	chr3	133186559	133198185	2	8624	25860.8744	809	1	BFSP2		BFSP2	809	1
1_MACS_peak_28079_lociStitched	chr7	103362315	103370934	1	8620	22267.1865	810	1	RELN		RELN	810	1
4_MACS_peak_18299_lociStitched	chr20	43172696	43189757	4	8620	18741.5085	811	1	PKIG	SERINC3	PKIG	811	1
1_MACS_peak_6455_lociStitched	chr12	31736271	31744889	1	8619	19441.3462	812	1	DENND5B		DENND5B	812	1
3_MACS_peak_12649_lociStitched	chr17	45725728	45741494	3	8616	21809.1078	813	1	KPNB1	TBKBP1	KPNB1	813	1
3_MACS_peak_28928_lociStitched	chr8	26428288	26437374	3	8613	17712.2484	814	1	DPYSL2		DPYSL2	814	1
3_MACS_peak_18357_lociStitched	chr20	45027646	45039899	3	8606	16192.3395	815	1	ELMO2	SLC35C2	ELMO2	815	1
1_MACS_peak_1648_lociStitched	chr1	145434429	145443032	1	8604	25102.6937	816	1	TXNIP	HFE2,ANKRD34A,LIX1L,POLR3GL	TXNIP	816	1
3_MACS_peak_20442_lociStitched	chr3	104229022	104243020	3	8603	17168.547	817	1			MIR548A3	817	1
1_MACS_peak_19794_lociStitched	chr3	23846851	23855438	1	8588	18024.9717	818	1	UBE2E1		UBE2E1	818	1
4_MACS_peak_11618_lociStitched	chr16	84165517	84179258	4	8578	18689.1341	819	1	LRRC50,HSDL1	ADAD2,MBTPS1,TAF1C	HSDL1	819	1
1_MACS_peak_31358_lociStitched	chr9	131445353	131453926	1	8574	32330.4976	820	1	SET	PKN3,WDR34,ZDHHC12	SET	820	1
2_MACS_peak_25284_lociStitched	chr6	25403341	25413080	2	8574	13515.7842	821	1	LRRC16A		LRRC16A	821	1
4_MACS_peak_11968_lociStitched	chr17	10015728	10031069	4	8572	16694.0762	822	1	GAS7		GAS7	822	1
2_MACS_peak_2549_lociStitched	chr1	206131665	206140268	2	8567	23826.8688	823	1	FAM72A		FAM72A	823	1
3_MACS_peak_12429_lociStitched	chr17	38218303	38232403	3	8564	23043.63	824	1	THRA	CSF3,SNORD124,MSL1,MED24,NR1D1	THRA	824	1
4_MACS_peak_13281_lociStitched	chr17	80245240	80259416	4	8562	22782.2496	825	1		CSNK1D,CD7,SECTM1	CSNK1D	825	1
2_MACS_peak_10004_lociStitched	chr15	65175884	65190377	2	8561	40244.1624	826	1		PLEKHO2,ANKDD1A	ANKDD1A	826	1
2_MACS_peak_24868_lociStitched	chr5	175960424	175971650	2	8560	21815.4858	827	1	CDHR2,RNF44	CDHR2	RNF44	827	1
2_MACS_peak_2816_lociStitched	chr1	226839248	226851432	2	8550	14835.2384	828	1	ITPKB		ITPKB	828	1
3_MACS_peak_13972_lociStitched	chr19	1239859	1251483	3	8536	18455.4248	829	1	ATP5D,MIDN	STK11,CIRBP,C19orf24,EFNA2,C19orf26,C19orf23	MIDN	829	1
2_MACS_peak_30940_lociStitched	chr9	98267510	98279479	2	8536	19053.4511	830	1	PTCH1		PTCH1	830	1
2_MACS_peak_22278_lociStitched	chr4	83810290	83823301	2	8534	19651.8144	831	1	THAP9,SEC31A,LOC100499177		SEC31A	831	1
3_MACS_peak_25917_lociStitched	chr6	56673453	56683075	3	8527	15145.9902	832	1			BEND6	832	1
2_MACS_peak_3169_lociStitched	chr10	6961691	6973063	2	8525	32341.968	833	1			LOC439949	833	1
2_MACS_peak_4718_lociStitched	chr11	9586659	9600279	2	8525	24793.848	834	1	WEE1		WEE1	834	1
5_MACS_peak_12671_lociStitched	chr17	46174203	46190825	5	8525	13679.906	835	1	SNX11,CBX1	NFE2L1,MIR1203	SNX11	835	1
3_MACS_peak_14844_lociStitched	chr19	41105555	41116565	3	8514	9925.515	836	1	LTBP4	SHKBP1	LTBP4	836	1
6_MACS_peak_13975_lociStitched	chr19	1260392	1277186	6	8512	17569.8828	837	1	CIRBP,C19orf24,C19orf23	ATP5D,MIDN,EFNA2,C19orf26	CIRBP	837	1
3_MACS_peak_31987_lociStitched	chrX	49019551	49030274	3	8507	13694.3433	838	1	MAGIX,PLP2	GPKOW,PRICKLE3,SYP	PLP2	838	1
1_MACS_peak_15436_lociStitched	chr2	5834068	5842573	1	8506	24024.924	839	1	SOX11		SOX11	839	1
2_MACS_peak_235_lociStitched	chr1	11622725	11631442	2	8501	13369.2629	840	1			FBXO44	840	1
3_MACS_peak_10556_lociStitched	chr15	101782192	101793499	3	8501	14986.2978	841	1	CHSY1	SELS,SNRPA1	CHSY1	841	1
2_MACS_peak_28872_lociStitched	chr8	22296922	22306221	2	8488	16685.1957	842	1	PPP3CC		PPP3CC	842	1
2_MACS_peak_25182_lociStitched	chr6	16666317	16675578	2	8487	26166.0294	843	1	ATXN1		ATXN1	843	1
2_MACS_peak_22816_lociStitched	chr4	146401729	146410394	2	8481	16892.4175	844	1	SMAD1		SMAD1	844	1
4_MACS_peak_8272_lociStitched	chr13	111351151	111369578	4	8481	23616.0432	845	1	ING1,CARS2		CARS2	845	1
1_MACS_peak_30219_lociStitched	chr9	5625106	5633580	1	8475	27711.6748	846	1	KIAA1432	KIAA1432	KIAA1432	846	1
3_MACS_peak_2005_lociStitched	chr1	160695650	160713671	3	8469	13995.1086	847	1	SLAMF7	CD48	SLAMF7	847	1
2_MACS_peak_6205_lociStitched	chr12	6712217	6723783	2	8468	9448.2654	848	1	CHD4	IFFO1,NOP2,SCARNA11,LPAR5,ACRBP,ING4	CHD4	848	1
2_MACS_peak_31113_lociStitched	chr9	114236210	114248088	2	8467	19021.4292	849	1	KIAA0368	ZNF483	KIAA0368	849	1
2_MACS_peak_20101_lociStitched	chr3	52231450	52239930	2	8466	10338.816	850	1	ALAS1	PPM1M,POC1A,TLR9,TWF2	ALAS1	850	1
2_MACS_peak_20395_lociStitched	chr3	99820941	99829691	2	8446	42063.875	851	1	C3orf26,FILIP1L	C3orf26	FILIP1L	851	1
2_MACS_peak_21883_lociStitched	chr4	32192452	32203659	2	8443	14840.3094	852	1				852	1
2_MACS_peak_11599_lociStitched	chr16	82683351	82694465	2	8440	32159.4704	853	1	CDH13		CDH13	853	1
2_MACS_peak_29630_lociStitched	chr8	101506002	101515090	2	8433	11852.5696	854	1			ANKRD46	854	1
1_MACS_peak_31536_lociStitched	chr9	139791567	139799998	1	8432	18859.3039	855	1	TRAF2	PHPT1,MAMDC4,C8G,LCN12,EDF1,FBXW5	TRAF2	855	1
2_MACS_peak_4705_lociStitched	chr11	8703045	8711480	2	8431	20764.4395	856	1	RPL27A,SNORA3,SNORA45	TRIM66	SNORA45	856	1
3_MACS_peak_23140_lociStitched	chr4	185734872	185748218	3	8423	13869.1632	857	1	ACSL1	SLED1,MIR3945	ACSL1	857	1
2_MACS_peak_4133_lociStitched	chr10	98589820	98601435	2	8402	20557.3885	858	1	LCOR		LCOR	858	1
2_MACS_peak_30670_lociStitched	chr9	70486882	70498412	2	8400	22559.598	859	1	CBWD5,CBWD3		CBWD5	859	1
1_MACS_peak_14899_lociStitched	chr19	42782147	42790544	1	8398	33216.8526	860	1	CIC	PRR19,TMEM145,MEGF8,GSK3A,ERF,PAFAH1B3	CIC	860	1
2_MACS_peak_7405_lociStitched	chr12	120631320	120640454	2	8396	20037.2558	861	1	GCN1L1,RPLP0	PXN	RPLP0	861	1
1_MACS_peak_13995_lociStitched	chr19	1645561	1653947	1	8387	43120.812	862	1	TCF3	UQCR11	TCF3	862	1
3_MACS_peak_15816_lociStitched	chr2	38936527	38953323	3	8383	13791.1956	863	1	GALM	SRSF7	SRSF7	863	1
2_MACS_peak_30673_lociStitched	chr9	70848628	70860131	2	8379	18823.5092	864	1	CBWD3		CBWD3	864	1
2_MACS_peak_23167_lociStitched	chr4	186391662	186404739	2	8376	23700.7548	865	1	CCDC110	C4orf47,UFSP2	CCDC110	865	1
4_MACS_peak_17245_lociStitched	chr2	201237276	201249317	4	8364	11459.4197	866	1	SPATS2L		SPATS2L	866	1
3_MACS_peak_3820_lociStitched	chr10	73967368	73983216	3	8360	12505.6568	867	1	ANAPC16,ASCC1		ASCC1	867	1
4_MACS_peak_4684_lociStitched	chr11	6623483	6641219	4	8358	14536.4256	868	1	ILK,RRP8,TAF10,TPP1	DCHS1	TAF10	868	1
3_MACS_peak_15915_lociStitched	chr2	46761814	46777465	3	8357	16644.8385	869	1	RHOQ	ATP6V1E2	RHOQ	869	1
3_MACS_peak_18108_lociStitched	chr20	32250508	32263144	3	8349	22155.9624	870	1	C20orf144,C20orf134,NECAB3	E2F1,PXMP4	C20orf134	870	1
2_MACS_peak_30159_lociStitched	chr9	175699	187297	2	8338	19773.4302	871	1	CBWD1	LOC642313,DOCK8,C9orf66	CBWD1	871	1
2_MACS_peak_2793_lociStitched	chr1	226177236	226188898	2	8325	14074.8678	872	1	C1orf55	LEFTY2	C1orf55	872	1
2_MACS_peak_29127_lociStitched	chr8	52807685	52816799	2	8314	24229.569	873	1	PCMTD1		PCMTD1	873	1
3_MACS_peak_3201_lociStitched	chr10	11059165	11072765	3	8312	12457.6	874	1	CELF2		CELF2	874	1
4_MACS_peak_24471_lociStitched	chr5	139933439	139950077	4	8310	14781.1992	875	1	SLC35A4,SRA1,APBB3	EIF4EBP3	APBB3	875	1
3_MACS_peak_9065_lociStitched	chr14	86549286	86559799	3	8306	12239.2346	876	1			FLRT2	876	1
4_MACS_peak_29614_lociStitched	chr8	101155302	101171975	4	8305	15207.4433	877	1	POLR2K,SPAG1,FBXO43	RGS22	POLR2K	877	1
1_MACS_peak_28098_lociStitched	chr7	104765018	104773319	1	8302	27909.6222	878	1	SRPK2		MLL5	878	1
1_MACS_peak_12377_lociStitched	chr17	36855327	36863627	1	8301	48088.54	879	1	MLLT6	CISD3,PSMB3,C17orf96,PCGF2	MLLT6	879	1
3_MACS_peak_20987_lociStitched	chr3	150473499	150485029	3	8299	19375.012	880	1	SIAH2		SIAH2	880	1
1_MACS_peak_2271_lociStitched	chr1	183808997	183817292	1	8296	30836.6625	881	1	RGL1		APOBEC4	881	1
1_MACS_peak_14481_lociStitched	chr19	16693151	16701443	1	8293	27415.0104	882	1	MED26	CHERP,SLC35E1	SLC35E1	882	1
2_MACS_peak_2414_lociStitched	chr1	199048330	199059618	2	8290	13628.0024	883	1			MIR181A1	883	1
4_MACS_peak_16155_lociStitched	chr2	68637872	68655389	4	8284	11661.0669	884	1		PLEK,APLF,FBXO48	FBXO48	884	1
1_MACS_peak_8810_lociStitched	chr14	64967118	64975396	1	8279	16243.0916	885	1	ZBTB1,ZBTB25	AKAP5,HSPA2,C14orf50	ZBTB1	885	1
2_MACS_peak_23721_lociStitched	chr5	65261237	65270222	2	8278	19910.76	886	1	ERBB2IP	LOC100303749	LOC100303749	886	1
2_MACS_peak_28062_lociStitched	chr7	102247024	102258137	2	8277	14698.0538	887	1	RASA4	POLR2J3,UPK3BL	RASA4	887	1
3_MACS_peak_1820_lociStitched	chr1	153813717	153828474	3	8270	12710.2041	888	1	GATAD2B		SLC27A3	888	1
3_MACS_peak_3761_lociStitched	chr10	70959530	70967946	3	8269	11318.6784	889	1	SUPV3L1	HKDC1	HKDC1	889	1
2_MACS_peak_5217_lociStitched	chr11	63448060	63458752	2	8265	20003.6628	890	1	RTN3	ATL3	RTN3	890	1
3_MACS_peak_7667_lociStitched	chr13	25725737	25743439	3	8265	11993.105	891	1	FAM123A		FAM123A	891	1
4_MACS_peak_15164_lociStitched	chr19	50369593	50382528	4	8262	26693.9595	892	1	TBC1D17,PNKP,AKT1S1	MED25,PTOV1,ATF5,IL4I1	AKT1S1	892	1
4_MACS_peak_12328_lociStitched	chr17	34523457	34536463	4	8255	9517.7908	893	1	CCL3L1,CCL3L3	CCL4L1,TBC1D3B	CCL3L1	893	1
3_MACS_peak_5202_lociStitched	chr11	62620559	62630799	3	8251	18493.44	894	1	SLC3A2,SNHG1,SNORD31,SNORD30,SNORD29,SNORD27,SNORD28,SNORD26,SNORD25	SLC3A2,NXF1,STX5,WDR74,SNORD22	SLC3A2	894	1
3_MACS_peak_26059_lociStitched	chr6	80309987	80326734	3	8250	8845.7654	895	1		SH3BGRL2	SH3BGRL2	895	1
3_MACS_peak_28102_lociStitched	chr7	104897500	104910662	3	8248	15415.3344	896	1	SRPK2		SRPK2	896	1
4_MACS_peak_11890_lociStitched	chr17	7136823	7147080	4	8242	13669.5039	897	1	DVL2,PHF23,GABARAP,CTDNEP1	ACADVL,C17orf81,SLC2A4,DLG4,MIR324,CLDN7	PHF23	897	1
3_MACS_peak_23455_lociStitched	chr5	34913562	34931358	3	8240	14144.2608	898	1	BRIX1,DNAJC21,RAD1		BRIX1	898	1
1_MACS_peak_29933_lociStitched	chr8	128745874	128754095	1	8222	17841.2142	899	1	MYC		MYC	899	1
1_MACS_peak_11183_lociStitched	chr16	31884103	31892322	1	8220	19501.2213	900	1	ZNF267		ZNF267	900	1
3_MACS_peak_31166_lociStitched	chr9	117372091	117380511	3	8214	21796.854	901	1	C9orf91	ATP6V1G1	C9orf91	901	1
3_MACS_peak_16530_lociStitched	chr2	106405989	106420208	3	8206	14968.3413	902	1	NCK2	NCK2	NCK2	902	1
5_MACS_peak_676_lociStitched	chr1	33489979	33503279	5	8200	8450.82	903	1	AK2	ADC	AK2	903	1
3_MACS_peak_20557_lociStitched	chr3	114856538	114867886	3	8197	17210.3768	904	1	ZBTB20		ZBTB20	904	1
1_MACS_peak_13474_lociStitched	chr18	20508420	20516615	1	8196	18993.5515	905	1	RBBP8		RBBP8	905	1
2_MACS_peak_30653_lociStitched	chr9	69259330	69270552	2	8196	17826.147	906	1	CBWD6		CBWD6	906	1
3_MACS_peak_26551_lociStitched	chr6	134491830	134500371	3	8188	11509.8516	907	1	SGK1		SGK1	907	1
3_MACS_peak_17754_lociStitched	chr20	379852	390791	3	8186	18199.2143	908	1	RBCK1	TRIB3	RBCK1	908	1
2_MACS_peak_5522_lociStitched	chr11	74617696	74629466	2	8185	23793.055	909	1	XRRA1	SPCS2	XRRA1	909	1
1_MACS_peak_8824_lociStitched	chr14	65670789	65678970	1	8182	15372.9171	910	1			MAX	910	1
1_MACS_peak_28075_lociStitched	chr7	102983094	102991273	1	8180	19661.4981	911	1	PSMC2,DNAJC2	PMPCB	PSMC2	911	1
2_MACS_peak_28207_lociStitched	chr7	114561796	114573391	2	8175	22784.175	912	1	MDFIC		MDFIC	912	1
2_MACS_peak_25247_lociStitched	chr6	21586459	21598419	2	8171	30940.52	913	1	SOX4		SOX4	913	1
1_MACS_peak_13830_lociStitched	chr18	60877864	60886033	1	8170	25850.8005	914	1	BCL2		BCL2	914	1
4_MACS_peak_25597_lociStitched	chr6	34203939	34217620	4	8169	20053.6098	915	1	HMGA1,C6orf1		HMGA1	915	1
3_MACS_peak_13514_lociStitched	chr18	23746548	23763195	3	8168	12661.7082	916	1	PSMA8	TAF4B	PSMA8	916	1
2_MACS_peak_6442_lociStitched	chr12	31330995	31342158	2	8167	10381.59	917	1			DDX11	917	1
1_MACS_peak_5634_lociStitched	chr11	82866278	82874442	1	8165	30103.1172	918	1	PCF11	ANKRD42	PCF11	918	1
1_MACS_peak_3758_lociStitched	chr10	70845620	70853776	1	8157	19826.4204	919	1	SRGN	VPS26A	SRGN	919	1
4_MACS_peak_14506_lociStitched	chr19	17514385	17531541	4	8153	24246.5748	920	1	FAM125A,BST2	SLC27A1,PLVAP,TMEM221,NXNL1	BST2	920	1
1_MACS_peak_7857_lociStitched	chr13	46269178	46277329	1	8152	15360.5595	921	1	SPERT		SPERT	921	1
3_MACS_peak_15118_lociStitched	chr19	49457370	49474526	3	8145	18561.0764	922	1	BAX,FTL,GYS1	DHDH,RUVBL2,LHB	FTL	922	1
2_MACS_peak_20705_lociStitched	chr3	126628743	126637039	2	8135	17155.2984	923	1	CHCHD6		PLXNA1	923	1
3_MACS_peak_7070_lociStitched	chr12	92578065	92588383	3	8135	10810.1686	924	1		BTG1	BTG1	924	1
2_MACS_peak_20510_lociStitched	chr3	112011939	112022918	2	8127	18770.7963	925	1	SLC9A10	CD200	SLC9A10	925	1
2_MACS_peak_10133_lociStitched	chr15	72518671	72530618	2	8125	16569.2943	926	1	PKM2	GRAMD2,PARP6	PKM2	926	1
3_MACS_peak_28057_lociStitched	chr7	102147830	102159279	3	8122	15065.7391	927	1		LRWD1,SPDYE2,ALKBH4,POLR2J	POLR2J	927	1
3_MACS_peak_28516_lociStitched	chr7	141250191	141262673	3	8116	17036.6818	928	1	AGK		AGK	928	1
2_MACS_peak_27829_lociStitched	chr7	89801207	89811603	2	8110	23879.612	929	1		STEAP1,STEAP2	STEAP1	929	1
1_MACS_peak_21375_lociStitched	chr3	185820550	185828658	1	8109	19251.6352	930	1	ETV5		ETV5	930	1
5_MACS_peak_15477_lociStitched	chr2	9687774	9697342	5	8103	12100.6496	931	1	ADAM17		ADAM17	931	1
3_MACS_peak_15654_lociStitched	chr2	26250912	26268180	3	8090	15950.4516	932	1	RAB10	KIF3C	RAB10	932	1
1_MACS_peak_31859_lociStitched	chrX	40029023	40037104	1	8082	28556.6378	933	1	BCOR		BCOR	933	1
2_MACS_peak_32319_lociStitched	chrX	106953217	106962667	2	8080	13858.425	934	1	TSC22D3		TSC22D3	934	1
2_MACS_peak_4662_lociStitched	chr11	3967026	3978275	2	8080	9143.1872	935	1	STIM1		STIM1	935	1
1_MACS_peak_55_lociStitched	chr1	1706188	1714260	1	8073	50668.7512	936	1	NADK	SLC35E2,NADK	NADK	936	1
3_MACS_peak_24826_lociStitched	chr5	172191670	172205788	3	8072	18686.5848	937	1	DUSP1		DUSP1	937	1
3_MACS_peak_9676_lociStitched	chr15	41708242	41723049	3	8067	15060.1997	938	1	RTF1	NDUFAF1	RTF1	938	1
1_MACS_peak_30005_lociStitched	chr8	134578496	134586561	1	8066	40106.4385	939	1	ST3GAL1		ST3GAL1	939	1
4_MACS_peak_5302_lociStitched	chr11	65307199	65326825	4	8059	19141.2378	940	1	LTBP3	MALAT1,SCYL1,SSSCA1,FAM89B,EHBP1L1,KCNK7	LTBP3	940	1
2_MACS_peak_5624_lociStitched	chr11	82679153	82690449	2	8055	25194.5984	941	1			SNORA70E	941	1
1_MACS_peak_32513_lociStitched	chrX	135207650	135215701	1	8052	15942.5902	942	1		FHL1	FHL1	942	1
3_MACS_peak_28620_lociStitched	chr7	150776369	150785819	3	8047	21878.64	943	1	AGAP3,FASTK,TMUB1	ACCN3,SLC4A2,CDK5	TMUB1	943	1
1_MACS_peak_26441_lociStitched	chr6	119211423	119219467	1	8045	17362.1696	944	1	ASF1A,MCM9	MCM9	ASF1A	944	1
2_MACS_peak_20539_lociStitched	chr3	113455492	113468644	2	8043	17354.064	945	1	ATP6V1A,NAA50	KIAA2018	NAA50	945	1
3_MACS_peak_24434_lociStitched	chr5	138853815	138868652	3	8030	22341.5546	946	1	TMEM173	ECSCR	TMEM173	946	1
2_MACS_peak_9982_lociStitched	chr15	64381320	64389666	2	8024	14740.7052	947	1	SNX1,FAM96A	DAPK2	FAM96A	947	1
2_MACS_peak_22880_lociStitched	chr4	153451426	153459656	2	8020	11721.166	948	1	DKFZP434I0714,FBXW7	MIR3140	FBXW7	948	1
1_MACS_peak_12955_lociStitched	chr17	65641817	65649835	1	8019	32413.5668	949	1	PITPNC1		NOL11	949	1
1_MACS_peak_26627_lociStitched	chr6	139690077	139698091	1	8015	17680.4868	950	1	CITED2		CITED2	950	1
1_MACS_peak_23965_lociStitched	chr5	90672881	90680890	1	8010	26018.0374	951	1	LOC100129716,ARRDC3		LOC100129716	951	1
3_MACS_peak_4393_lociStitched	chr10	115713096	115725874	3	8005	15272.2656	952	1			ADRB1	952	1
1_MACS_peak_14573_lociStitched	chr19	19173011	19181014	1	8004	26311.4631	953	1	SLC25A42	ARMC6,SUGP2	SLC25A42	953	1
2_MACS_peak_10319_lociStitched	chr15	83472396	83481035	2	8000	19838.5996	954	1	WHAMM,FSD2	SCARNA15	WHAMM	954	1
3_MACS_peak_29652_lociStitched	chr8	102913831	102925567	3	7997	21542.6016	955	1	NCALD		NCALD	955	1
1_MACS_peak_9888_lociStitched	chr15	57208877	57216869	1	7993	24417.1584	956	1	TCF12,LOC145783		TCF12	956	1
1_MACS_peak_13740_lociStitched	chr18	52930241	52938232	1	7992	14904.8132	957	1	TCF4		CCDC68	957	1
4_MACS_peak_20754_lociStitched	chr3	129028670	129048344	4	7992	13704.9084	958	1	C3orf47,H1FX	C3orf37	H1FX	958	1
2_MACS_peak_12432_lociStitched	chr17	38251626	38260610	2	7988	16748.8712	959	1	NR1D1	THRA,MSL1,CASC3,MED24	NR1D1	959	1
2_MACS_peak_2001_lociStitched	chr1	160641790	160655631	2	7983	11003.595	960	1	CD48	SLAMF1	SLAMF1	960	1
1_MACS_peak_26062_lociStitched	chr6	80335882	80343862	1	7981	19977.93	961	1	SH3BGRL2		SH3BGRL2	961	1
3_MACS_peak_27988_lociStitched	chr7	100135648	100146180	3	7981	16701.6456	962	1	AGFG2	FBXO24,SAP25,LRCH4	AGFG2	962	1
1_MACS_peak_19856_lociStitched	chr3	32923301	32931277	1	7977	10854.5384	963	1	TRIM71		CCR4	963	1
2_MACS_peak_1591_lociStitched	chr1	120832417	120840602	2	7968	21873.594	964	1	FAM72B		FAM72B	964	1
1_MACS_peak_22316_lociStitched	chr4	87923570	87931533	1	7964	25520.6187	965	1	AFF1		AFF1	965	1
1_MACS_peak_4242_lociStitched	chr10	104152402	104160365	1	7964	21885.5092	966	1	NFKB2	FBXL15,MIR146B,PSD,CUEDC2	NFKB2	966	1
2_MACS_peak_9307_lociStitched	chr14	103269256	103277311	2	7963	9878.652	967	1	TRAF3		TRAF3	967	1
1_MACS_peak_21628_lociStitched	chr4	6180181	6188139	1	7959	22398.5868	968	1	JAKMIP1		JAKMIP1	968	1
1_MACS_peak_11051_lociStitched	chr16	27436854	27444809	1	7956	14890.169	969	1	IL21R	LOC283888	IL21R	969	1
1_MACS_peak_12149_lociStitched	chr17	21246976	21254925	1	7950	35165.5811	970	1		KCNJ12	KCNJ12	970	1
5_MACS_peak_7886_lociStitched	chr13	50017397	50031460	5	7950	12001.3642	971	1	SETDB2,CAB39L	PHF11,CAB39L	SETDB2	971	1
2_MACS_peak_28893_lociStitched	chr8	23074549	23083587	2	7943	9181.7042	972	1	LOC389641,TNFRSF10A	CHMP7	TNFRSF10A	972	1
4_MACS_peak_14305_lociStitched	chr19	11484492	11495246	4	7942	14070.5336	973	1	C19orf39,EPOR	CCDC159,LPPR2,RAB3D,TMEM205,RGL3	C19orf39	973	1
1_MACS_peak_2601_lociStitched	chr1	208955630	208963569	1	7940	12191.1284	974	1			PLXNA2	974	1
2_MACS_peak_19295_lociStitched	chr22	36749237	36757569	2	7938	10842.4316	975	1	MYH9		MYH9	975	1
2_MACS_peak_27317_lociStitched	chr7	37375308	37385986	2	7927	14897.9456	976	1	ELMO1		ELMO1	976	1
2_MACS_peak_5784_lociStitched	chr11	107726989	107736677	2	7925	23174.6648	977	1	SLC35F2		SLC35F2	977	1
3_MACS_peak_15780_lociStitched	chr2	37310344	37326569	3	7923	11263.395	978	1	CCDC75,HEATR5B	EIF2AK2	CCDC75	978	1
1_MACS_peak_29292_lociStitched	chr8	67519297	67527215	1	7919	13666.468	979	1	MYBL1		MYBL1	979	1
