GENE_ID	locusLine	bin_1_11_0EWX_0229Kronos_MM1S-No-Treatment-1_H3K27Ac_hs-dm_i20.bam
1_MACS_peak_479_lociStitched	chr1(.):31535556-31539341	2.2887
1_MACS_peak_480_lociStitched	chr1(.):31768550-31770672	2.4997
1_MACS_peak_481_lociStitched	chr1(.):31913737-31915718	1.5121
2_MACS_peak_482_lociStitched	chr1(.):31943964-31951355	1.1144
1_MACS_peak_484_lociStitched	chr1(.):31959523-31960929	0.5991
1_MACS_peak_485_lociStitched	chr1(.):31971420-31972284	1.079
1_MACS_peak_486_lociStitched	chr1(.):32070956-32072432	0.7707
1_MACS_peak_487_lociStitched	chr1(.):32109274-32111390	4.9805
1_MACS_peak_488_lociStitched	chr1(.):32209587-32211856	3.741
1_MACS_peak_489_lociStitched	chr1(.):32253352-32255272	3.6198
1_MACS_peak_490_lociStitched	chr1(.):32292391-32293504	0.5159
1_MACS_peak_491_lociStitched	chr1(.):32367300-32368562	0.6268
1_MACS_peak_492_lociStitched	chr1(.):32402112-32404864	1.3684
1_MACS_peak_493_lociStitched	chr1(.):32421011-32422583	1.0409
2_MACS_peak_494_lociStitched	chr1(.):32445993-32452071	2.0733
2_MACS_peak_496_lociStitched	chr1(.):32470733-32481087	1.0967
2_MACS_peak_498_lociStitched	chr1(.):32531563-32539511	0.8232
1_MACS_peak_500_lociStitched	chr1(.):32572694-32575440	2.8638
1_MACS_peak_501_lociStitched	chr1(.):32644479-32646708	2.2428
1_MACS_peak_502_lociStitched	chr1(.):32670892-32672076	1.0955
1_MACS_peak_503_lociStitched	chr1(.):32687162-32689145	2.1158
1_MACS_peak_504_lociStitched	chr1(.):32713322-32717178	4.7419
1_MACS_peak_505_lociStitched	chr1(.):32756615-32758890	1.7706
3_MACS_peak_506_lociStitched	chr1(.):32797964-32804206	0.7255
1_MACS_peak_509_lociStitched	chr1(.):32816298-32818092	1.3283
1_MACS_peak_510_lociStitched	chr1(.):32859082-32861244	2.6182
1_MACS_peak_511_lociStitched	chr1(.):32965672-32966616	0.4496
1_MACS_peak_512_lociStitched	chr1(.):32985972-32986988	0.7377
2_MACS_peak_513_lociStitched	chr1(.):33088021-33095645	3.3889
1_MACS_peak_515_lociStitched	chr1(.):33114774-33118102	6.8941
1_MACS_peak_516_lociStitched	chr1(.):33207542-33208372	0.4905
1_MACS_peak_517_lociStitched	chr1(.):33281535-33285653	5.8707
1_MACS_peak_518_lociStitched	chr1(.):33429284-33431150	1.3222
3_MACS_peak_519_lociStitched	chr1(.):33445642-33459780	1.0492
1_MACS_peak_522_lociStitched	chr1(.):33501331-33502923	1.37
1_MACS_peak_523_lociStitched	chr1(.):33546052-33547205	0.5325
1_MACS_peak_524_lociStitched	chr1(.):33563726-33566403	6.4562
1_MACS_peak_525_lociStitched	chr1(.):33591946-33594439	2.8025
1_MACS_peak_526_lociStitched	chr1(.):33646274-33647971	0.8059
2_MACS_peak_527_lociStitched	chr1(.):33720815-33723259	0.8343
1_MACS_peak_529_lociStitched	chr1(.):33814132-33816433	1.0614
1_MACS_peak_530_lociStitched	chr1(.):33925103-33928944	1.847
1_MACS_peak_531_lociStitched	chr1(.):33937426-33938989	0.5219
1_MACS_peak_532_lociStitched	chr1(.):34514222-34517765	0.9847
1_MACS_peak_533_lociStitched	chr1(.):34826139-34828235	0.9551
2_MACS_peak_534_lociStitched	chr1(.):35324228-35332750	0.9182
1_MACS_peak_536_lociStitched	chr1(.):35450085-35451474	1.0098
1_MACS_peak_537_lociStitched	chr1(.):35496008-35498070	3.4757
1_MACS_peak_538_lociStitched	chr1(.):35544184-35546257	4.0063
1_MACS_peak_539_lociStitched	chr1(.):35656998-35659715	3.4911
2_MACS_peak_540_lociStitched	chr1(.):35729260-35735312	0.7108
1_MACS_peak_542_lociStitched	chr1(.):35971151-35973627	1.5955
1_MACS_peak_543_lociStitched	chr1(.):36003519-36006091	1.5176
1_MACS_peak_544_lociStitched	chr1(.):36022016-36024516	3.2667
1_MACS_peak_545_lociStitched	chr1(.):36088293-36090372	1.3856
2_MACS_peak_546_lociStitched	chr1(.):36102693-36108626	1.7038
1_MACS_peak_548_lociStitched	chr1(.):36183706-36185288	1.1642
1_MACS_peak_549_lociStitched	chr1(.):36200974-36202263	0.6308
1_MACS_peak_550_lociStitched	chr1(.):36221066-36222397	0.6797
1_MACS_peak_551_lociStitched	chr1(.):36233822-36236265	2.6113
1_MACS_peak_552_lociStitched	chr1(.):36244799-36246117	1.134
1_MACS_peak_553_lociStitched	chr1(.):36273745-36274846	0.667
2_MACS_peak_554_lociStitched	chr1(.):36346362-36349486	0.4008
1_MACS_peak_556_lociStitched	chr1(.):36395553-36397818	3.2535
1_MACS_peak_557_lociStitched	chr1(.):36488556-36490107	1.033
1_MACS_peak_558_lociStitched	chr1(.):36553775-36555782	2.2378
3_MACS_peak_559_lociStitched	chr1(.):36614170-36627515	2.763
1_MACS_peak_562_lociStitched	chr1(.):36639952-36642058	2.0475
1_MACS_peak_563_lociStitched	chr1(.):36653169-36654279	0.6247
1_MACS_peak_564_lociStitched	chr1(.):36688179-36691473	5.3161
1_MACS_peak_565_lociStitched	chr1(.):36771681-36772903	0.5943
6_MACS_peak_566_lociStitched	chr1(.):36838567-36867794	1.631
1_MACS_peak_572_lociStitched	chr1(.):36901808-36902982	0.6707
1_MACS_peak_573_lociStitched	chr1(.):36915310-36916937	1.354
1_MACS_peak_574_lociStitched	chr1(.):36928736-36930988	3.0092
1_MACS_peak_575_lociStitched	chr1(.):36939214-36940985	1.5279
1_MACS_peak_576_lociStitched	chr1(.):37108280-37110625	2.3857
1_MACS_peak_577_lociStitched	chr1(.):37128985-37131576	1.5265
1_MACS_peak_578_lociStitched	chr1(.):37349641-37350579	0.5609
1_MACS_peak_579_lociStitched	chr1(.):37753939-37755633	1.4745
1_MACS_peak_580_lociStitched	chr1(.):37888904-37890294	0.8434
3_MACS_peak_581_lociStitched	chr1(.):37930751-37946387	1.4096
1_MACS_peak_584_lociStitched	chr1(.):37979629-37981222	1.2483
1_MACS_peak_585_lociStitched	chr1(.):38019002-38020427	2.1256
1_MACS_peak_586_lociStitched	chr1(.):38035748-38038144	1.0446
1_MACS_peak_587_lociStitched	chr1(.):38060082-38062009	1.8796
3_MACS_peak_588_lociStitched	chr1(.):38140837-38158872	1.3176
1_MACS_peak_591_lociStitched	chr1(.):38204168-38206052	1.457
2_MACS_peak_592_lociStitched	chr1(.):38259108-38262929	0.7714
1_MACS_peak_594_lociStitched	chr1(.):38272568-38275217	1.6502
1_MACS_peak_595_lociStitched	chr1(.):38304610-38306477	1.8808
1_MACS_peak_596_lociStitched	chr1(.):38324289-38326511	2.4951
1_MACS_peak_597_lociStitched	chr1(.):38396764-38398051	0.5282
1_MACS_peak_598_lociStitched	chr1(.):38411602-38413941	1.9022
1_MACS_peak_599_lociStitched	chr1(.):38454504-38456426	1.4543
1_MACS_peak_600_lociStitched	chr1(.):38477524-38479723	2.395
1_MACS_peak_601_lociStitched	chr1(.):38492781-38497057	3.3232
1_MACS_peak_602_lociStitched	chr1(.):38939321-38942672	7.2715
1_MACS_peak_603_lociStitched	chr1(.):38992260-38994010	1.4534
1_MACS_peak_604_lociStitched	chr1(.):39281282-39282554	0.6948
1_MACS_peak_605_lociStitched	chr1(.):39324022-39326319	1.1054
1_MACS_peak_606_lociStitched	chr1(.):39338040-39339916	1.0425
2_MACS_peak_607_lociStitched	chr1(.):39455936-39462860	0.6995
1_MACS_peak_609_lociStitched	chr1(.):39491182-39493138	2.3649
1_MACS_peak_610_lociStitched	chr1(.):39570936-39572608	0.6252
1_MACS_peak_611_lociStitched	chr1(.):39648823-39650596	1.3731
3_MACS_peak_612_lociStitched	chr1(.):39657139-39672227	0.8293
1_MACS_peak_615_lociStitched	chr1(.):39679920-39682935	2.6393
1_MACS_peak_616_lociStitched	chr1(.):39733265-39738873	2.0158
2_MACS_peak_617_lociStitched	chr1(.):39859299-39865048	0.6589
1_MACS_peak_619_lociStitched	chr1(.):39872397-39875428	1.548
1_MACS_peak_620_lociStitched	chr1(.):39955890-39958123	2.3105
1_MACS_peak_621_lociStitched	chr1(.):39972820-39977295	5.8382
1_MACS_peak_622_lociStitched	chr1(.):39989507-39993412	3.4994
2_MACS_peak_623_lociStitched	chr1(.):40004359-40007574	0.3517
2_MACS_peak_625_lociStitched	chr1(.):40029498-40047928	2.0765
3_MACS_peak_627_lociStitched	chr1(.):40054779-40072629	1.2487
1_MACS_peak_630_lociStitched	chr1(.):40105068-40106003	0.6334
1_MACS_peak_631_lociStitched	chr1(.):40146013-40147678	0.985
1_MACS_peak_632_lociStitched	chr1(.):40156779-40157660	0.5582
1_MACS_peak_633_lociStitched	chr1(.):40185759-40186644	0.819
1_MACS_peak_634_lociStitched	chr1(.):40203909-40205408	1.4856
1_MACS_peak_635_lociStitched	chr1(.):40240067-40243741	4.4355
1_MACS_peak_636_lociStitched	chr1(.):40253996-40255719	2.4031
1_MACS_peak_637_lociStitched	chr1(.):40264108-40265953	4.2782
2_MACS_peak_638_lociStitched	chr1(.):40282202-40292196	1.2628
1_MACS_peak_640_lociStitched	chr1(.):40309900-40313845	3.2582
1_MACS_peak_641_lociStitched	chr1(.):40348268-40349632	1.1204
1_MACS_peak_642_lociStitched	chr1(.):40366640-40368401	0.8974
2_MACS_peak_643_lociStitched	chr1(.):40420126-40427005	1.0547
1_MACS_peak_645_lociStitched	chr1(.):40468412-40470569	1.8832
1_MACS_peak_646_lociStitched	chr1(.):40504100-40507500	4.2854
2_MACS_peak_647_lociStitched	chr1(.):40522447-40531704	1.9538
1_MACS_peak_649_lociStitched	chr1(.):40562262-40563406	0.7872
1_MACS_peak_650_lociStitched	chr1(.):40626312-40628239	3.6495
1_MACS_peak_651_lociStitched	chr1(.):40651316-40652630	0.7025
1_MACS_peak_652_lociStitched	chr1(.):40697512-40699071	0.9851
1_MACS_peak_653_lociStitched	chr1(.):40722308-40724722	3.7706
2_MACS_peak_654_lociStitched	chr1(.):40838993-40858620	3.7593
1_MACS_peak_656_lociStitched	chr1(.):40942543-40943609	0.7505
1_MACS_peak_657_lociStitched	chr1(.):40996489-40998161	0.981
1_MACS_peak_658_lociStitched	chr1(.):41131034-41132031	0.6576
1_MACS_peak_659_lociStitched	chr1(.):41156885-41158798	3.9025
2_MACS_peak_660_lociStitched	chr1(.):41173950-41177859	0.8879
2_MACS_peak_662_lociStitched	chr1(.):41228067-41230747	0.6561
1_MACS_peak_664_lociStitched	chr1(.):41274755-41275493	0.353
1_MACS_peak_665_lociStitched	chr1(.):41444422-41447003	3.6338
2_MACS_peak_666_lociStitched	chr1(.):41706267-41711960	1.3115
1_MACS_peak_668_lociStitched	chr1(.):41826168-41827410	0.5959
1_MACS_peak_669_lociStitched	chr1(.):41969111-41970786	0.9991
1_MACS_peak_670_lociStitched	chr1(.):41981108-41983237	1.212
2_MACS_peak_671_lociStitched	chr1(.):42085255-42089980	1.7054
3_MACS_peak_673_lociStitched	chr1(.):42127160-42140235	0.6238
1_MACS_peak_676_lociStitched	chr1(.):42163356-42167465	2.3147
2_MACS_peak_677_lociStitched	chr1(.):42186212-42195446	1.4452
1_MACS_peak_679_lociStitched	chr1(.):42216069-42218633	2.5366
2_MACS_peak_680_lociStitched	chr1(.):42265210-42270468	2.1132
4_MACS_peak_682_lociStitched	chr1(.):42333745-42348835	0.5094
2_MACS_peak_686_lociStitched	chr1(.):42356299-42364529	1.3707
1_MACS_peak_688_lociStitched	chr1(.):42383409-42386466	1.5944
1_MACS_peak_689_lociStitched	chr1(.):42416305-42417214	0.5144
1_MACS_peak_690_lociStitched	chr1(.):42500738-42501631	0.4565
1_MACS_peak_691_lociStitched	chr1(.):42799409-42801922	1.8069
2_MACS_peak_692_lociStitched	chr1(.):42921111-42929644	1.6429
2_MACS_peak_694_lociStitched	chr1(.):43123265-43127772	1.4449
1_MACS_peak_696_lociStitched	chr1(.):43146366-43149793	2.722
1_MACS_peak_697_lociStitched	chr1(.):43231765-43233889	1.469
1_MACS_peak_698_lociStitched	chr1(.):43281954-43283362	2.5774
1_MACS_peak_699_lociStitched	chr1(.):43311963-43313094	0.9009
3_MACS_peak_700_lociStitched	chr1(.):43389394-43402992	1.1019
1_MACS_peak_703_lociStitched	chr1(.):43422496-43425296	2.0905
1_MACS_peak_704_lociStitched	chr1(.):43432346-43433546	0.6206
1_MACS_peak_705_lociStitched	chr1(.):43637100-43638573	1.1865
1_MACS_peak_706_lociStitched	chr1(.):43686384-43688088	1.2045
1_MACS_peak_707_lociStitched	chr1(.):43704698-43705968	0.8837
1_MACS_peak_708_lociStitched	chr1(.):43814161-43816162	4.3991
1_MACS_peak_709_lociStitched	chr1(.):43823495-43825743	1.7144
1_MACS_peak_710_lociStitched	chr1(.):43832252-43834746	2.209
1_MACS_peak_711_lociStitched	chr1(.):43854448-43856484	2.4274
1_MACS_peak_712_lociStitched	chr1(.):43918392-43921111	3.2026
1_MACS_peak_713_lociStitched	chr1(.):43974804-43976450	0.7759
2_MACS_peak_714_lociStitched	chr1(.):44110902-44117555	1.0879
1_MACS_peak_716_lociStitched	chr1(.):44153814-44155040	0.6256
2_MACS_peak_717_lociStitched	chr1(.):44172112-44178495	0.4953
1_MACS_peak_719_lociStitched	chr1(.):44248735-44250158	0.6369
1_MACS_peak_720_lociStitched	chr1(.):44279387-44281229	0.784
3_MACS_peak_721_lociStitched	chr1(.):44289874-44305788	1.4903
1_MACS_peak_724_lociStitched	chr1(.):44318950-44320011	0.4893
1_MACS_peak_725_lociStitched	chr1(.):44330638-44332594	2.4877
1_MACS_peak_726_lociStitched	chr1(.):44411496-44413532	5.1096
3_MACS_peak_727_lociStitched	chr1(.):44435291-44445865	1.089
1_MACS_peak_730_lociStitched	chr1(.):44456483-44458512	0.8435
1_MACS_peak_731_lociStitched	chr1(.):44494955-44497700	1.784
1_MACS_peak_732_lociStitched	chr1(.):44678570-44679903	1.6244
1_MACS_peak_733_lociStitched	chr1(.):44770960-44772878	0.9194
1_MACS_peak_734_lociStitched	chr1(.):44820294-44821403	1.0697
1_MACS_peak_735_lociStitched	chr1(.):45096524-45098990	3.6513
3_MACS_peak_736_lociStitched	chr1(.):45137432-45143225	1.4867
2_MACS_peak_739_lociStitched	chr1(.):45178121-45188387	0.7618
1_MACS_peak_741_lociStitched	chr1(.):45195280-45198074	5.5117
1_MACS_peak_742_lociStitched	chr1(.):45204749-45206483	2.4477
1_MACS_peak_743_lociStitched	chr1(.):45240246-45242871	2.8476
1_MACS_peak_744_lociStitched	chr1(.):45265032-45266887	1.9806
3_MACS_peak_745_lociStitched	chr1(.):45274681-45286441	0.907
1_MACS_peak_748_lociStitched	chr1(.):45451357-45452811	1.1244
1_MACS_peak_749_lociStitched	chr1(.):45475986-45478852	1.3699
2_MACS_peak_750_lociStitched	chr1(.):45516557-45519471	0.5744
1_MACS_peak_752_lociStitched	chr1(.):45544249-45545605	0.4686
1_MACS_peak_753_lociStitched	chr1(.):45671585-45672268	0.5849
1_MACS_peak_754_lociStitched	chr1(.):45768587-45770619	3.0548
2_MACS_peak_755_lociStitched	chr1(.):45786422-45793219	0.247
2_MACS_peak_757_lociStitched	chr1(.):45804568-45815857	1.4337
1_MACS_peak_759_lociStitched	chr1(.):45826287-45827277	0.5033
1_MACS_peak_760_lociStitched	chr1(.):45835985-45837107	0.6709
1_MACS_peak_761_lociStitched	chr1(.):45955692-45957855	0.8356
1_MACS_peak_762_lociStitched	chr1(.):45964765-45966761	1.1407
1_MACS_peak_763_lociStitched	chr1(.):45983905-45988355	1.5201
2_MACS_peak_764_lociStitched	chr1(.):46008876-46018805	1.0897
1_MACS_peak_766_lociStitched	chr1(.):46048631-46052916	2.9268
1_MACS_peak_767_lociStitched	chr1(.):46122098-46123480	0.748
1_MACS_peak_768_lociStitched	chr1(.):46151083-46155187	5.7289
1_MACS_peak_769_lociStitched	chr1(.):46215211-46217419	4.0522
1_MACS_peak_770_lociStitched	chr1(.):46250822-46252364	0.733
1_MACS_peak_771_lociStitched	chr1(.):46267937-46270246	1.2037
1_MACS_peak_772_lociStitched	chr1(.):46308552-46309763	0.5766
1_MACS_peak_773_lociStitched	chr1(.):46336507-46338111	1.0096
1_MACS_peak_774_lociStitched	chr1(.):46390780-46392597	0.8685
1_MACS_peak_775_lociStitched	chr1(.):46506030-46510581	4.1934
2_MACS_peak_776_lociStitched	chr1(.):46527713-46531850	0.9968
1_MACS_peak_778_lociStitched	chr1(.):46580254-46581556	0.6663
1_MACS_peak_779_lociStitched	chr1(.):46596618-46601420	4.3127
1_MACS_peak_780_lociStitched	chr1(.):46624425-46626928	2.4753
1_MACS_peak_781_lociStitched	chr1(.):46663302-46664888	0.8875
1_MACS_peak_782_lociStitched	chr1(.):46712141-46714786	1.7149
1_MACS_peak_783_lociStitched	chr1(.):46767101-46771330	3.1372
3_MACS_peak_784_lociStitched	chr1(.):46790096-46807487	1.8537
2_MACS_peak_787_lociStitched	chr1(.):46859346-46866711	0.9516
1_MACS_peak_789_lociStitched	chr1(.):47069140-47070382	1.0034
1_MACS_peak_790_lociStitched	chr1(.):47081565-47083132	0.9648
1_MACS_peak_791_lociStitched	chr1(.):47125296-47126383	0.7682
2_MACS_peak_792_lociStitched	chr1(.):47133019-47142421	0.4014
1_MACS_peak_794_lociStitched	chr1(.):47154155-47156347	1.7682
1_MACS_peak_795_lociStitched	chr1(.):47183708-47185197	1.2994
1_MACS_peak_796_lociStitched	chr1(.):47269707-47270721	0.447
1_MACS_peak_797_lociStitched	chr1(.):47754343-47755942	0.8076
1_MACS_peak_798_lociStitched	chr1(.):47778638-47780989	1.6507
1_MACS_peak_799_lociStitched	chr1(.):47798179-47801011	2.791
1_MACS_peak_800_lociStitched	chr1(.):47902044-47904113	2.1256
1_MACS_peak_801_lociStitched	chr1(.):48449652-48450754	0.6986
1_MACS_peak_802_lociStitched	chr1(.):48491450-48492970	0.7559
1_MACS_peak_803_lociStitched	chr1(.):48559244-48560237	0.5835
1_MACS_peak_804_lociStitched	chr1(.):48937311-48938137	0.4519
3_MACS_peak_805_lociStitched	chr1(.):49253383-49260429	0.5134
1_MACS_peak_808_lociStitched	chr1(.):49388738-49389505	0.7214
1_MACS_peak_809_lociStitched	chr1(.):49412804-49414887	3.2908
2_MACS_peak_810_lociStitched	chr1(.):49442406-49446757	1.3765
1_MACS_peak_812_lociStitched	chr1(.):49862345-49863360	1.092
1_MACS_peak_813_lociStitched	chr1(.):49913518-49914488	0.7127
1_MACS_peak_814_lociStitched	chr1(.):50465421-50466121	0.4587
1_MACS_peak_815_lociStitched	chr1(.):50798620-50799666	0.9225
1_MACS_peak_816_lociStitched	chr1(.):50956204-50957212	0.5074
1_MACS_peak_817_lociStitched	chr1(.):51190063-51191162	0.4949
1_MACS_peak_818_lociStitched	chr1(.):51442491-51445056	1.0079
1_MACS_peak_819_lociStitched	chr1(.):51565640-51567037	0.9023
1_MACS_peak_820_lociStitched	chr1(.):51668482-51670476	1.4679
1_MACS_peak_821_lociStitched	chr1(.):51680050-51681396	1.1322
1_MACS_peak_822_lociStitched	chr1(.):51699234-51703299	4.4053
1_MACS_peak_823_lociStitched	chr1(.):51762438-51763306	0.5552
1_MACS_peak_824_lociStitched	chr1(.):51796818-51797678	0.3971
1_MACS_peak_825_lociStitched	chr1(.):51966384-51968000	1.5395
2_MACS_peak_826_lociStitched	chr1(.):51980071-51985335	1.2742
1_MACS_peak_828_lociStitched	chr1(.):52014452-52015211	0.4092
2_MACS_peak_829_lociStitched	chr1(.):52033889-52045152	1.5804
1_MACS_peak_831_lociStitched	chr1(.):52082659-52083606	1.4443
1_MACS_peak_832_lociStitched	chr1(.):52143489-52145350	0.7387
2_MACS_peak_833_lociStitched	chr1(.):52191417-52197861	1.3764
1_MACS_peak_835_lociStitched	chr1(.):52241346-52243351	1.1412
1_MACS_peak_836_lociStitched	chr1(.):52257563-52259959	1.1424
3_MACS_peak_837_lociStitched	chr1(.):52328313-52345730	1.6538
1_MACS_peak_840_lociStitched	chr1(.):52372463-52373557	0.9075
3_MACS_peak_841_lociStitched	chr1(.):52418160-52430449	1.6306
1_MACS_peak_844_lociStitched	chr1(.):52455783-52456780	0.5914
1_MACS_peak_845_lociStitched	chr1(.):52497490-52500089	2.8922
1_MACS_peak_846_lociStitched	chr1(.):52520008-52523217	3.5284
1_MACS_peak_847_lociStitched	chr1(.):52607347-52608880	1.3303
2_MACS_peak_848_lociStitched	chr1(.):52830408-52834896	1.8024
1_MACS_peak_850_lociStitched	chr1(.):52868293-52871457	3.9551
1_MACS_peak_851_lociStitched	chr1(.):53017050-53019894	3.4206
1_MACS_peak_852_lociStitched	chr1(.):53101029-53104377	5.8902
2_MACS_peak_853_lociStitched	chr1(.):53163012-53170018	1.8851
1_MACS_peak_855_lociStitched	chr1(.):53191694-53192903	1.4442
1_MACS_peak_856_lociStitched	chr1(.):53308151-53309898	0.8491
1_MACS_peak_857_lociStitched	chr1(.):53392928-53393765	0.5199
1_MACS_peak_858_lociStitched	chr1(.):53479911-53481415	0.6973
1_MACS_peak_859_lociStitched	chr1(.):53661831-53663442	2.0591
1_MACS_peak_860_lociStitched	chr1(.):53685332-53687098	2.8282
2_MACS_peak_861_lociStitched	chr1(.):53703209-53712124	0.4344
1_MACS_peak_863_lociStitched	chr1(.):53724531-53728257	2.1876
1_MACS_peak_864_lociStitched	chr1(.):53758315-53759248	0.5467
2_MACS_peak_865_lociStitched	chr1(.):53790773-53794584	2.7445
1_MACS_peak_867_lociStitched	chr1(.):53833105-53834470	0.5467
1_MACS_peak_868_lociStitched	chr1(.):54065475-54067348	1.4016
1_MACS_peak_869_lociStitched	chr1(.):54144590-54145781	0.5831
2_MACS_peak_870_lociStitched	chr1(.):54199605-54205531	2.3202
1_MACS_peak_872_lociStitched	chr1(.):54231638-54233483	0.8233
1_MACS_peak_873_lociStitched	chr1(.):54302665-54304729	6.2679
1_MACS_peak_874_lociStitched	chr1(.):54354308-54356479	0.9014
1_MACS_peak_875_lociStitched	chr1(.):54410521-54412642	1.6811
2_MACS_peak_876_lociStitched	chr1(.):54512433-54520137	2.0291
1_MACS_peak_878_lociStitched	chr1(.):54664812-54667058	2.2823
1_MACS_peak_879_lociStitched	chr1(.):54841301-54844200	5.4738
1_MACS_peak_880_lociStitched	chr1(.):54871339-54875953	1.5562
1_MACS_peak_881_lociStitched	chr1(.):54953549-54955592	0.6997
1_MACS_peak_882_lociStitched	chr1(.):55181103-55182412	1.0315
1_MACS_peak_883_lociStitched	chr1(.):55229380-55231128	0.8717
1_MACS_peak_884_lociStitched	chr1(.):55266217-55267997	1.9198
1_MACS_peak_885_lociStitched	chr1(.):55352370-55353588	0.6298
1_MACS_peak_886_lociStitched	chr1(.):55621183-55623545	1.2488
1_MACS_peak_887_lociStitched	chr1(.):55680397-55681937	2.0991
1_MACS_peak_888_lociStitched	chr1(.):55828024-55829480	0.85
1_MACS_peak_889_lociStitched	chr1(.):56001816-56002856	0.7661
1_MACS_peak_890_lociStitched	chr1(.):56106264-56107608	0.802
1_MACS_peak_891_lociStitched	chr1(.):56281515-56282832	0.6375
1_MACS_peak_892_lociStitched	chr1(.):57044527-57045544	0.448
1_MACS_peak_893_lociStitched	chr1(.):57698923-57699920	0.5752
1_MACS_peak_894_lociStitched	chr1(.):58420533-58421572	0.6049
1_MACS_peak_895_lociStitched	chr1(.):58452055-58453522	0.8937
1_MACS_peak_896_lociStitched	chr1(.):58983644-58984291	1.0306
1_MACS_peak_897_lociStitched	chr1(.):59010925-59012861	3.0961
1_MACS_peak_898_lociStitched	chr1(.):59164499-59166397	2.3723
3_MACS_peak_899_lociStitched	chr1(.):59189897-59198127	0.3274
1_MACS_peak_902_lociStitched	chr1(.):59238397-59240214	1.4845
1_MACS_peak_903_lociStitched	chr1(.):59247532-59251861	4.3758
1_MACS_peak_904_lociStitched	chr1(.):59270917-59272968	1.3114
1_MACS_peak_905_lociStitched	chr1(.):59280562-59282867	1.7105
2_MACS_peak_906_lociStitched	chr1(.):59319870-59324442	0.5295
1_MACS_peak_908_lociStitched	chr1(.):59339833-59341498	1.1124
1_MACS_peak_909_lociStitched	chr1(.):59348519-59350094	0.7918
1_MACS_peak_910_lociStitched	chr1(.):59368389-59371154	3.8769
1_MACS_peak_911_lociStitched	chr1(.):59387864-59388535	0.523
1_MACS_peak_912_lociStitched	chr1(.):59432771-59435405	3.719
4_MACS_peak_913_lociStitched	chr1(.):59470736-59487124	0.8541
1_MACS_peak_917_lociStitched	chr1(.):59536729-59537812	0.548
2_MACS_peak_918_lociStitched	chr1(.):59612158-59617406	0.258
1_MACS_peak_920_lociStitched	chr1(.):59761264-59763476	2.3983
