GENE_ID	locusLine	bin_1_01_0EWN_0229Kronos_MM1S-No-Treatment-1_H3K18Ac_hs-dm_i02.bam
NM_173510	chr22(.):29163661-29190283	0.6152
NM_001079539	chr22(.):29185547-29201560	2.7012
NM_031910	chr22(.):37571205-37589330	0.1106
NM_001051	chr22(.):37597244-37613353	0.4525
NM_013385	chr22(.):37673494-37716389	0.1933
NM_002872	chr22(.):37616309-37645305	1.027
NM_152221	chr22(.):38681696-38718413	0.6189
NR_002821	chr22(.):38735669-38799931	0.5896
NM_001894	chr22(.):38681696-38719089	0.6096
NM_004981	chr22(.):38817332-38845033	0.0736
NM_001013647	chr22(.):38969124-39057634	0.1855
NM_004286	chr22(.):39096806-39134592	0.6172
NM_020243	chr22(.):39072953-39085766	0.1803
NM_014876	chr22(.):39076547-39101459	0.7733
NM_015374	chr22(.):39125734-39156947	0.5015
NM_001006666	chr22(.):39431672-39445428	0.4365
NM_004900	chr22(.):39373404-39393783	1.0435
NM_001193289	chr22(.):39348526-39393783	0.8912
NM_152426	chr22(.):39412117-39434256	0.4048
NM_014508	chr22(.):39405264-39419825	0.7149
NM_021822	chr22(.):39468009-39488748	0.5829
NM_181773	chr22(.):39488228-39505072	0.3188
NR_000028	chr22(.):39704823-39714916	0.484
NR_000027	chr22(.):39706217-39716312	0.9888
NR_000026	chr22(.):39707846-39717901	1.0541
NM_002608	chr22(.):39614684-39645957	0.4324
NM_033016	chr22(.):39614684-39641914	0.4394
NR_002439	chr22(.):39710056-39720118	1.0451
NM_006116	chr22(.):39790758-39832887	0.3944
NM_153497	chr22(.):39790758-39838132	0.5318
NM_194326	chr22(.):39920097-39933860	0.8875
NM_002409	chr22(.):39848324-39893199	0.3443
NM_019008	chr22(.):39893283-39919137	0.795
NM_182810	chr22(.):39911568-39923691	1.2929
NM_001098270	chr22(.):39878228-39893199	0.1509
NM_152513	chr22(.):42090517-42200459	0.3052
NM_015264	chr22(.):45583122-45613347	0.0577
NR_031651	chr22(.):45591834-45601900	0.0386
NM_017911	chr22(.):45700784-45742836	0.1432
NM_001167574	chr22(.):45675867-45696755	0.1244
NM_001104595	chr22(.):45700080-45742836	0.1419
NM_001169111	chr22(.):50956996-50969033	0.9377
NM_024866	chr22(.):50915011-50929866	0.2281
NM_002972	chr22(.):50878430-50918464	0.3001
NM_001185011	chr22(.):50941644-50968209	0.5565
NM_001113756	chr22(.):50959181-50973258	1.1883
NM_001113755	chr22(.):50959181-50973514	1.1747
NM_001169109	chr22(.):50956996-50969868	1.176
NM_001169110	chr22(.):50956996-50969574	1.0757
NM_001014440	chr22(.):50963837-50976008	1.2922
NM_005138	chr22(.):50956996-50969034	0.938
NM_017584	chr22(.):50920212-50933750	0.1565
NM_033200	chr22(.):50936375-50951135	0.3517
NM_001145134	chr22(.):51002289-51022096	0.2692
NR_021492	chr22(.):51016454-51027355	0.4578
NM_004377	chr22(.):51002289-51021894	0.264
NM_001123225	chr22(.):50984540-51006328	0.1289
NM_001145137	chr22(.):51002289-51021506	0.2548
NM_005198	chr22(.):51012386-51026428	0.3617
