REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X31_0EX7_0229Kronos_MM1S.No.Treatment.1_IRF4_hs_i45.bam	X35_0EXN_0229Kronos_MM1S.No.Treatment.1_Input_hs_i77.bam	enhancerRank	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	TOP_GENE	TSS_SIGNAL	enhancerRank	isSuper
2_MACS_peak_1475_lociStitched	chr1	145448731	145457928	2	7118	9552.9239	3214.3515	580	POLR3GL	HFE2,TXNIP,ANKRD34A,LIX1L,RBM8A	TXNIP	RBM8A	0.3584	580	1
3_MACS_peak_5622_lociStitched	chr11	128556545	128566227	3	5546	7716.554	1378.7168	581	FLI1		FLI1	FLI1	0.14840000000000003	581	1
4_MACS_peak_9536_lociStitched	chr16	3009072	3020957	4	6868	7758.528	1428.577	582	KREMEN2,PAQR4	FLYWCH1,LOC283875,CLDN9,TNFRSF12A,PKMYT1,CLDN6	KREMEN2	KREMEN2	0.4856	582	1
2_MACS_peak_10152_lociStitched	chr16	50307405	50316826	2	6171	7995.6027	1668.4591	583		ADCY7	ADCY7	ADCY7	0.08080000000000001	583	1
4_MACS_peak_10940_lociStitched	chr17	16870650	16883190	4	9308	8927.226	2602.05	584	TNFRSF13B		TNFRSF13B	TNFRSF13B	0.21680000000000002	584	1
2_MACS_peak_25528_lociStitched	chr7	99814503	99820707	2	5469	7804.632	1480.8948	585	PVRIG,GATS	STAG3,GAL3ST4,GPC2	PVRIG	PVRIG	0.5494000000000001	585	1
3_MACS_peak_15360_lociStitched	chr2	70310278	70323002	3	6202	9083.6636	2761.108	586	PCBP1,LOC400960	LOC100133985	PCBP1	PCBP1	0.5067	586	1
1_MACS_peak_17598_lociStitched	chr20	60911378	60916293	1	4916	7198.509	887.649	587	LAMA5	ADRM1,RPS21	LAMA5	ADRM1	0.35090000000000005	587	1
1_MACS_peak_20101_lociStitched	chr3	156876654	156879129	1	2476	7383.42	1075.8825	588	CCNL1	LOC339894	CCNL1	CCNL1	0.2267	588	1
2_MACS_peak_28471_lociStitched	chr9	139432562	139441999	2	5962	7790.2435	1484.4401	589	NOTCH1		NOTCH1	NOTCH1	0.19079999999999997	589	1
2_MACS_peak_20086_lociStitched	chr3	155571169	155578790	2	4451	8133.8933	1829.04	590	SLC33A1	GMPS,C3orf33	SLC33A1	SLC33A1	0.1607	590	1
3_MACS_peak_10320_lociStitched	chr16	67554681	67572864	3	8048	9249.6921	2945.646	591	FAM65A	CTCF,ATP6V0D1,AGRP	FAM65A	FAM65A	0.3398	591	1
1_MACS_peak_2152_lociStitched	chr1	185284857	185287830	1	2974	7318.0395	1024.1985	592	IVNS1ABP		IVNS1ABP	IVNS1ABP	0.1423	592	1
2_MACS_peak_25406_lociStitched	chr7	86845893	86850460	2	3522	7364.7442	1071.4182	593	C7orf23		C7orf23	C7orf23	0.1782	593	1
4_MACS_peak_19310_lociStitched	chr3	48690386	48702151	4	6316	8040.201	1751.8085	594	CELSR3	UQCRC1,TMEM89,SLC26A6,NCKIPSD	CELSR3	CELSR3	0.3153	594	1
2_MACS_peak_23910_lociStitched	chr6	52430640	52442797	2	7155	8998.6114	2712.2267	595	TRAM2		TRAM2	TRAM2	0.22290000000000001	595	1
3_MACS_peak_15042_lociStitched	chr2	39346673	39356696	3	5468	8026.4184	1742.9997	596	SOS1		SOS1	SOS1	0.0087	596	1
3_MACS_peak_8877_lociStitched	chr15	70306668	70316387	3	5274	8639.2191	2357.8294	597			MIR629	MIR629	0.07869999999999999	597	1
2_MACS_peak_18552_lociStitched	chr22	39146420	39152695	2	5871	7726.4075	1445.76	598	SUN2	GTPBP1,JOSD1,DNAL4	SUN2	SUN2	0.3454999999999999	598	1
2_MACS_peak_9834_lociStitched	chr16	21512290	21520861	2	5868	8379.0096	2099.895	599	LOC100271836	SLC7A5P2	LOC100271836	SLC7A5P2	0.6968000000000001	599	1
6_MACS_peak_4286_lociStitched	chr11	6624185	6644158	6	7565	9622.9914	3345.4775	600	ILK,RRP8,TAF10,TPP1,DCHS1		TAF10	TAF10	0.19419999999999998	600	1
3_MACS_peak_17362_lociStitched	chr20	44597867	44604408	3	4354	7382.1726	1113.9323	601	ZNF335	PCIF1,MMP9,SLC12A5	ZNF335	ZNF335	0.2375	601	1
1_MACS_peak_25699_lociStitched	chr7	107383050	107385519	1	2470	7278.1182	1010.3148	602	CBLL1		CBLL1	CBLL1	0.14640000000000003	602	1
1_MACS_peak_13247_lociStitched	chr19	5902565	5906194	1	3630	7558.8441	1294.4643	603	VMAC,NDUFA11	CAPS,FUT5	NDUFA11	NDUFA11	0.4546	603	1
2_MACS_peak_13010_lociStitched	chr19	1469621	1480226	2	5440	8337.651	2074.338	604	APC2,C19orf25	RPS15,REEP6,PLK5P,PCSK4,ADAMTSL5	C19orf25	RPS15	0.7423000000000001	604	1
3_MACS_peak_2686_lociStitched	chr1	230238961	230248755	3	7109	9213.2158	2954.8498	605	GALNT2		GALNT2	GALNT2	0.08719999999999997	605	1
1_MACS_peak_22467_lociStitched	chr5	133859491	133863936	1	4446	6968.871	712.5335	606	PHF15		PHF15	PHF15	0.164	606	1
2_MACS_peak_26559_lociStitched	chr8	38238786	38245082	2	5424	7690.564	1434.2288	607	LETM2,WHSC1L1		LETM2	LETM2	0.21810000000000002	607	1
4_MACS_peak_11572_lociStitched	chr17	43517295	43531713	4	6839	8917.533	2663.0046	608	PLEKHM1	ARHGAP27,SH3D20,MIR4315-1	SH3D20	SH3D20	0.5969	608	1
3_MACS_peak_1_lociStitched	chr1	9886	16088	3	4668	8362.7768	2111.1608	609	WASH7P	FAM138A	WASH7P	WASH7P	0.4303	609	1
3_MACS_peak_13423_lociStitched	chr19	10608503	10616757	3	6975	7563.1402	1326.4178	610	KEAP1	PDE4A,ATG4D,MIR1238,S1PR5	KEAP1	KEAP1	0.3407	610	1
3_MACS_peak_17022_lociStitched	chr20	23330237	23343829	3	6095	8629.5608	2415.2984	611	NXT1	GZF1	NXT1	NXT1	0.245	611	1
2_MACS_peak_2359_lociStitched	chr1	206287427	206292993	2	5247	8271.6326	2058.3068	612	C1orf186	CTSE	C1orf186	C1orf186	0.14609999999999998	612	1
3_MACS_peak_28110_lociStitched	chr9	117369291	117380151	3	6057	8278.578	2066.658	613	C9orf91	ATP6V1G1	C9orf91	ATP6V1G1	0.18539999999999998	613	1
4_MACS_peak_10013_lociStitched	chr16	30406024	30421406	4	6098	8863.1084	2651.8568	614	ZNF48,ZNF771	MYLPF,CD2BP2,TBC1D10B,SEPT1,DCTPP1,SEPHS2	ZNF771	MYLPF	0.517	614	1
2_MACS_peak_5127_lociStitched	chr11	72863095	72869240	2	5416	7660.9715	1452.0635	615		FCHSD2	FCHSD2	NONE	NONE	615	1
3_MACS_peak_2850_lociStitched	chr1	249112067	249122008	3	8358	9481.7258	3273.5713	616	MIR3124,SH3BP5L	ZNF672,ZNF692	SH3BP5L	ZNF692	0.3696	616	1
1_MACS_peak_8985_lociStitched	chr15	75490783	75497749	1	6967	7827.6942	1627.9542	617	C15orf39		C15orf39	C15orf39	0.41329999999999995	617	1
3_MACS_peak_13506_lociStitched	chr19	12714043	12726057	3	6261	8487.891	2289.8684	618	ZNF791,ZNF490		ZNF490	ZNF490	0.16870000000000002	618	1
3_MACS_peak_11130_lociStitched	chr17	27887045	27900425	3	6564	8153.772	1960.17	619	TP53I13,ABHD15	ANKRD13B,GIT1,CORO6	ABHD15	CORO6	0.3616	619	1
3_MACS_peak_17304_lociStitched	chr20	42570782	42585078	3	5641	9066.5232	2873.496	620	TOX2		TOX2	TOX2	0.12189999999999998	620	1
4_MACS_peak_9404_lociStitched	chr16	115410	135755	4	6706	9037.249	2850.3345	621	MPG,RHBDF1	SNRNP25,POLR3K	MPG	SNRNP25	0.3033	621	1
1_MACS_peak_25023_lociStitched	chr7	39987727	39991915	1	4189	7058.874	880.3176	622	CDK13		CDK13	CDK13	0.018500000000000003	622	1
2_MACS_peak_1890_lociStitched	chr1	160982875	160992095	2	3791	8789.426	2612.948	623	F11R	TSTD1,USF1,ARHGAP30	F11R	USF1	0.4371	623	1
1_MACS_peak_23065_lociStitched	chr6	289469	294062	1	4594	7993.6572	1820.6652	624	DUSP22		DUSP22	DUSP22	0.32800000000000007	624	1
2_MACS_peak_14540_lociStitched	chr19	55573143	55583360	2	5864	8033.6271	1861.5374	625	RDH13	EPS8L1,GP6,PPP1R12C	RDH13	EPS8L1	0.22649999999999998	625	1
1_MACS_peak_16426_lociStitched	chr2	208488836	208492578	1	3743	6924.1968	755.1356	626	FAM119A		FAM119A	FAM119A	0.2501	626	1
2_MACS_peak_9733_lociStitched	chr16	14492428	14502093	2	4859	7882.774	1729.0685	627			MIR365-1	MIR365-1	NONE	627	1
3_MACS_peak_25770_lociStitched	chr7	121944069	121957464	3	6875	8635.7565	2482.0935	628	LOC154860,FEZF1		FEZF1	FEZF1	0.20819999999999997	628	1
1_MACS_peak_21606_lociStitched	chr4	187110805	187113991	1	3187	6916.1688	762.7284	629	CYP4V2	FAM149A,KLKB1	CYP4V2	CYP4V2	0.18639999999999998	629	1
1_MACS_peak_22629_lociStitched	chr5	142781323	142785651	1	4329	7022.18	874.256	630	NR3C1		NR3C1	NR3C1	0.009399999999999992	630	1
2_MACS_peak_25930_lociStitched	chr7	139042330	139045935	2	3591	7282.4605	1140.622	631	LUC7L2	C7orf55	LUC7L2	C7orf55	0.4633	631	1
2_MACS_peak_25924_lociStitched	chr7	138792796	138797319	2	3610	7237.2523	1100.4459	632	ZC3HAV1	TTC26	ZC3HAV1	ZC3HAV1	0.11670000000000003	632	1
1_MACS_peak_27373_lociStitched	chr9	6680475	6683999	1	3525	7211.866	1079.0488	633		KDM4C,GLDC	GLDC	GLDC	0.05099999999999999	633	1
3_MACS_peak_14266_lociStitched	chr19	46385363	46397574	3	6361	7811.3767	1680.2336	634	IRF2BP1,MYPOP	FOXA3,SYMPK,NANOS2	IRF2BP1	IRF2BP1	0.42369999999999997	634	1
3_MACS_peak_9438_lociStitched	chr16	729204	741284	3	5604	7918.44	1790.256	635	STUB1,JMJD8,WDR24	WFIKKN1,FAM195A,WDR90,RHOT2,RHBDL1,METRN,FAM173A,HAGHL,C16orf13,FBXL16,CCDC78,NARFL	JMJD8	FAM173A	0.47659999999999997	635	1
4_MACS_peak_9511_lociStitched	chr16	2550389	2571792	4	7261	9006.3824	2878.7035	636	TBC1D24,ATP6V0C,AMDHD2	C16orf59,NTN3,PDPK1,CEMP1,MIR3178	ATP6V0C	MIR3178	0.40159999999999996	636	1
2_MACS_peak_23832_lociStitched	chr6	43736917	43743236	2	5810	7480.4322	1352.8979	637	VEGFA		VEGFA	VEGFA	0.28659999999999997	637	1
1_MACS_peak_8781_lociStitched	chr15	65183864	65188601	1	4738	7599.0954	1473.207	638		PLEKHO2,ANKDD1A	ANKDD1A	PLEKHO2	0.12150000000000001	638	1
2_MACS_peak_20152_lociStitched	chr3	169378377	169387668	2	5755	8037.6441	1912.0878	639	MECOM		MECOM	NONE	NONE	639	1
5_MACS_peak_4886_lociStitched	chr11	65207646	65223261	5	9791	8391.501	2267.298	640	MIR612	NEAT1,MALAT1	MIR612	NEAT1	1.2122	640	1
4_MACS_peak_9705_lociStitched	chr16	11826595	11837774	4	7549	8498.2758	2380.0091	641	TXNDC11		TXNDC11	TXNDC11	0.3921	641	1
2_MACS_peak_14197_lociStitched	chr19	45250077	45258687	2	5094	7666.344	1557.549	642	BCL3	CEACAM16,CBLC	BCL3	BCL3	0.3491	642	1
3_MACS_peak_21292_lociStitched	chr4	129724061	129734250	3	5285	7572.4648	1465.1782	643	PHF17		PHF17	PHF17	0.0978	643	1
3_MACS_peak_2400_lociStitched	chr1	207994747	208005854	3	6868	9585.341	3492.0408	644	LOC148696	MIR29C,MIR29B2	LOC148696	LOC148696	0.4362	644	1
3_MACS_peak_23433_lociStitched	chr6	27774334	27784002	3	6132	8089.2156	2000.3092	645	HIST1H2AI,HIST1H3H,HIST1H2BM,HIST1H2BL,HIST1H2AJ	HIST1H4J,HIST1H2BN,HIST1H2AL,HIST1H4K,HIST1H2AK	HIST1H3H	HIST1H3H	0.5432	645	1
5_MACS_peak_10287_lociStitched	chr16	66901431	66915359	5	5901	8266.268	2185.3032	646	PDP2	CA7,NAE1,CDH16,RRAD	PDP2	PDP2	0.20849999999999996	646	1
5_MACS_peak_796_lociStitched	chr1	40033302	40048449	5	8493	8489.8935	2418.9759	647	PABPC4	PPIEL,SNORA55	PABPC4	PABPC4	0.3104	647	1
1_MACS_peak_14305_lociStitched	chr19	47614096	47618303	1	4208	6907.4733	841.8207	648	ZC3H4	SAE1	ZC3H4	ZC3H4	0.17269999999999996	648	1
1_MACS_peak_2657_lociStitched	chr1	228326611	228330207	1	3597	7131.5872	1074.1252	649	GUK1	MIR3620,GUK1,GJC2,C1orf69,C1orf35,MRPL55	GUK1	MRPL55	0.6772	649	1
5_MACS_peak_5137_lociStitched	chr11	73070026	73088927	5	8022	9284.1712	3230.1809	650	ARHGEF17,RELT		RELT	RELT	0.22010000000000002	650	1
1_MACS_peak_17807_lociStitched	chr21	34913112	34916330	1	3219	7198.3442	1144.6426	651	SON,GART	DNAJC28,DONSON	GART	DNAJC28	0.2242	651	1
3_MACS_peak_12339_lociStitched	chr17	80249291	80259377	3	5821	7803.5382	1750.9296	652		CSNK1D,CD7,SECTM1	CD7	SECTM1	0.3302	652	1
4_MACS_peak_10660_lociStitched	chr17	1010905	1027183	4	7700	8843.8374	2793.3048	653	ABR		ABR	ABR	0.15380000000000002	653	1
2_MACS_peak_13587_lociStitched	chr19	14182258	14193184	2	6592	7541.1252	1495.7694	654	LOC113230	RLN3,IL27RA,PALM3,SAMD1,PRKACA	LOC113230	LOC113230	0.3984	654	1
2_MACS_peak_23524_lociStitched	chr6	30683758	30691002	2	6478	7851.0472	1817.5196	655	TUBB,MDC1	DHX16,KIAA1949,NRM,FLOT1,IER3	TUBB	KIAA1949	0.46680000000000005	655	1
3_MACS_peak_10689_lociStitched	chr17	1618991	1629022	3	5762	7940.5396	1910.9055	656	WDR81,C17orf91	SERPINF2,SERPINF1,PRPF8,TLCD2,MIR22	WDR81	MIR22	0.41980000000000006	656	1
4_MACS_peak_15445_lociStitched	chr2	74724867	74742059	4	5946	8357.0312	2329.516	657	LOC151534,TLX2,LBX2,PCGF1	INO80B,WBP1,TTC31,HTRA2,DOK1,MOGS,MRPL53,CCDC142,DQX1,AUP1,LOXL3	PCGF1	WBP1	0.4988	657	1
1_MACS_peak_27671_lociStitched	chr9	70645129	70651684	1	6556	6889.305	871.1595	658			CBWD5	CBWD5	NONE	658	1
2_MACS_peak_1915_lociStitched	chr1	161493005	161501759	2	5246	7977.5202	1964.3976	659	HSPA6	FCGR2A,FCGR2C,FCGR3A	HSPA6	HSPA6	0.477	659	1
3_MACS_peak_13691_lociStitched	chr19	17413229	17421447	3	6400	7608.2244	1604.1536	660	MRPL34,DDA1,ABHD8	C19orf62,ANKLE1,GTPBP3,USHBP1,ANO8	MRPL34	MRPL34	0.5771	660	1
2_MACS_peak_17835_lociStitched	chr21	36594071	36600839	2	4020	8042.4144	2041.9056	661			RUNX1	RUNX1	0.0753	661	1
3_MACS_peak_23609_lociStitched	chr6	33167339	33176998	3	6075	7754.2452	1758.9039	662	SLC39A7,HSD17B8,MIR219-1,RING1,RXRB	COL11A2	HSD17B8	HSD17B8	0.5012000000000001	662	1
1_MACS_peak_5696_lociStitched	chr12	73289	75351	1	2063	6839.654	848.513	663		LOC100288778	LOC100288778	LOC100288778	0.4484	663	1
2_MACS_peak_21987_lociStitched	chr5	56466603	56474627	2	6076	7330.7264	1345.6248	664	GPBP1	GPBP1	GPBP1	GPBP1	0.0658	664	1
6_MACS_peak_8034_lociStitched	chr14	91854308	91867148	6	7705	7547.352	1562.628	665	CCDC88C		CCDC88C	CCDC88C	0.21490000000000004	665	1
1_MACS_peak_25445_lociStitched	chr7	92461552	92466303	1	4752	6765.424	781.0644	666	CDK6		CDK6	CDK6	0.00010000000000001674	666	1
2_MACS_peak_2645_lociStitched	chr1	227915175	227924394	2	5490	7884.0888	1900.9578	667	LOC100130093,SNAP47,JMJD4	ZNF847P	SNAP47	SNAP47	0.16519999999999999	667	1
2_MACS_peak_22424_lociStitched	chr5	131755110	131764213	2	8356	8705.1989	2739.0927	668	C5orf56	SLC22A5	C5orf56	C5orf56	0.3454	668	1
7_MACS_peak_12454_lociStitched	chr18	9101997	9117849	7	8538	9341.5836	3379.6464	669	NDUFV2	ANKRD12	NDUFV2	NDUFV2	0.24960000000000002	669	1
3_MACS_peak_17131_lociStitched	chr20	32250765	32263100	3	5610	8002.948	2041.4425	670	C20orf144,C20orf134,NECAB3	E2F1,PXMP4	C20orf134	C20orf134	0.44020000000000004	670	1
2_MACS_peak_18385_lociStitched	chr22	31884829	31893441	2	4184	7395.1244	1436.4816	671	SFI1,EIF4ENIF1		SFI1	SFI1	0.0663	671	1
3_MACS_peak_4881_lociStitched	chr11	65148295	65157255	3	6974	7786.24	1830.528	672	FRMD8,SLC25A45	DPF2,TIGD3,NEAT1	FRMD8	NEAT1	1.2122	672	1
1_MACS_peak_26097_lociStitched	chr7	152159162	152162491	1	3330	6758.8687	805.2851	673	LOC100128822	FABP5P3,MLL3	LOC100128822	LOC100128822	0.5677	673	1
2_MACS_peak_13327_lociStitched	chr19	7929807	7937479	2	6833	7782.4768	1829.0048	674	EVI5L,FLJ22184	LRRC8E,MAP2K7,LOC645781,SNAPC2,LOC388499	FLJ22184	SNAPC2	0.6282	674	1
2_MACS_peak_17910_lociStitched	chr21	42791366	42798741	2	3286	7458.3375	1514.825	675	MX1		MX1	MX1	0.1498	675	1
2_MACS_peak_6520_lociStitched	chr12	69200788	69205081	2	3961	7035.3684	1092.1392	676	MDM2		MDM2	MDM2	0.18680000000000002	676	1
1_MACS_peak_16318_lociStitched	chr2	198363302	198365844	1	2543	6455.9174	515.5176	677	HSPE1,HSPD1	COQ10B,MOBKL3	HSPD1	HSPD1	0.3435	677	1
3_MACS_peak_10886_lociStitched	chr17	8275450	8287914	3	4698	8069.1936	2135.0832	678	RPL26	ODF4,LOC100128288,KRBA2,RNF222	RPL26	RPL26	0.3901	678	1
2_MACS_peak_20204_lociStitched	chr3	176909381	176920111	2	7139	8891.951	2961.48	679	TBL1XR1		TBL1XR1	TBL1XR1	0.0194	679	1
4_MACS_peak_27842_lociStitched	chr9	94182859	94192497	4	6768	8087.2458	2156.9844	680	NFIL3		NFIL3	NFIL3	0.25349999999999995	680	1
3_MACS_peak_4891_lociStitched	chr11	65236025	65246080	3	5437	7976.6315	2048.2035	681		NEAT1,MIR612,MALAT1,SCYL1	MALAT1	NEAT1	1.2122	681	1
1_MACS_peak_2266_lociStitched	chr1	202583488	202586164	1	2677	7048.0488	1124.1876	682	SYT2		SYT2	SYT2	0.11050000000000001	682	1
1_MACS_peak_514_lociStitched	chr1	26946329	26948645	1	2317	6449.5968	525.9636	683			MIR1976	MIR1976	NONE	683	1
2_MACS_peak_4921_lociStitched	chr11	65624106	65629111	2	4923	7302.7955	1380.8795	684	MUS81,CFL1	SNX32,CTSW,CCDC85B,EFEMP2,FIBP,FOSL1	CFL1	CFL1	0.5436	684	1
3_MACS_peak_4998_lociStitched	chr11	67116744	67125107	3	5368	7837.8036	1916.7996	685	LOC100130987,POLD4	SSH3,RAD9A,TBC1D10C,CLCF1,PPP1CA	POLD4	POLD4	0.5153	685	1
2_MACS_peak_1708_lociStitched	chr1	155016143	155025706	2	5843	8644.952	2725.455	686	DCST1,ADAM15	ZBTB7B,EFNA4,EFNA3,DCST2	ADAM15	ZBTB7B	0.7918	686	1
1_MACS_peak_21568_lociStitched	chr4	185393187	185396901	1	3715	6740.5386	821.1654	687	IRF2		IRF2	IRF2	0.2188	687	1
3_MACS_peak_14311_lociStitched	chr19	47742306	47751315	3	6971	7821.6138	1904.5026	688		MIR3190,CCDC9,PRR24,MIR3191,BBC3	BBC3	MIR3191	0.8784000000000001	688	1
2_MACS_peak_10197_lociStitched	chr16	56944066	56952760	2	6278	8168.013	2257.8318	689	SLC12A3	HERPUD1,CETP	HERPUD1	HERPUD1	0.5109999999999999	689	1
2_MACS_peak_17395_lociStitched	chr20	46386640	46397928	2	7480	8065.276	2158.2656	690	SULF2		SULF2	SULF2	0.11729999999999999	690	1
2_MACS_peak_1629_lociStitched	chr1	151802491	151813242	2	6269	8717.9859	2816.762	691	LOC100132111,RORC,C2CD4D	TDRKH,LINGO4,RORC,THEM5	LOC100132111	LOC100132111	0.33430000000000004	691	1
2_MACS_peak_13191_lociStitched	chr19	4398713	4404004	2	5027	7499.4634	1601.5857	692	CHAF1A,SH3GL1		SH3GL1	SH3GL1	0.3063	692	1
1_MACS_peak_20927_lociStitched	chr4	57840423	57846393	1	5971	7274.445	1379.667	693	POLR2B,C4orf14		C4orf14	C4orf14	0.2689	693	1
1_MACS_peak_8995_lociStitched	chr15	75742390	75749089	1	6700	7579.9185	1693.5072	694	SIN3A		SIN3A	SIN3A	0.11319999999999998	694	1
1_MACS_peak_21157_lociStitched	chr4	103746624	103750050	1	3427	6923.6034	1038.4206	695	UBE2D3	CISD2	UBE2D3	UBE2D3	0.10270000000000001	695	1
2_MACS_peak_41_lociStitched	chr1	1334080	1343916	2	5299	7376.0164	1493.1048	696	LOC148413,CCNL2,MRPL20	TMEM88B,VWA1,ATAD3C,DVL1,MXRA8,AURKAIP1,LOC441869	MRPL20	AURKAIP1	0.45080000000000003	696	1
1_MACS_peak_20500_lociStitched	chr3	197806567	197809069	1	2503	6687.5958	808.3962	697	LOC348840		LOC348840	LOC348840	0.1268	697	1
3_MACS_peak_13552_lociStitched	chr19	13204343	13216560	3	5606	7548.8843	1672.5073	698	NFIX,LYL1,TRMT1	NACC1,IER2,STX10	LYL1	LYL1	0.43590000000000007	698	1
4_MACS_peak_12253_lociStitched	chr17	78228132	78238570	4	6062	7225.1836	1356.94	699	RNF213	SLC26A11,SGSH	RNF213	SGSH	0.1801	699	1
2_MACS_peak_27497_lociStitched	chr9	35095416	35103908	2	3731	7417.762	1550.6392	700	PIGO,STOML2	VCP,FANCG,KIAA1539	PIGO	KIAA1539	0.3999	700	1
2_MACS_peak_2854_lociStitched	chr1	249151383	249158298	2	4335	7791.822	1934.817	701	ZNF692	MIR3124,ZNF672,PGBD2,SH3BP5L	ZNF692	MIR3124	0.4838	701	1
2_MACS_peak_21187_lociStitched	chr4	109087272	109095004	2	5984	7278.1316	1422.688	702	LOC641518,LEF1		LEF1	LEF1	0.031	702	1
3_MACS_peak_5463_lociStitched	chr11	118559776	118567823	3	6102	7604.415	1750.2225	703		TREH	TREH	TREH	0.0534	703	1
1_MACS_peak_8634_lociStitched	chr15	50645991	50648256	1	2266	6472.917	625.593	704	LOC100129387,GABPB1,FLJ10038		FLJ10038	FLJ10038	0.3538	704	1
1_MACS_peak_21548_lociStitched	chr4	184641939	184645561	1	3623	6580.4496	733.455	705			C4orf41	C4orf41	NONE	705	1
2_MACS_peak_9522_lociStitched	chr16	2731442	2738007	2	5102	7035.7105	1190.891	706	KCTD5	FLJ42627,PRSS27	KCTD5	PRSS27	0.262	706	1
1_MACS_peak_23027_lociStitched	chr5	179244951	179249261	1	4311	6907.637	1064.57	707	SQSTM1	LTC4S,MIR1229,MGAT4B,C5orf45	SQSTM1	MGAT4B	0.4449	707	1
1_MACS_peak_22511_lociStitched	chr5	137799156	137802008	1	2853	6369.3716	527.0496	708	EGR1	REEP2	EGR1	EGR1	0.4546	708	1
4_MACS_peak_19998_lociStitched	chr3	141120330	141132630	4	8846	8958.09	3119.28	709	ZBTB38		RASA2	RASA2	NONE	709	1
1_MACS_peak_12088_lociStitched	chr17	73871331	73875810	1	4480	7003.3644	1166.3316	710	TRIM47	UNC13D,WBP2,TRIM65,MRPL38	TRIM47	TRIM47	0.5085	710	1
1_MACS_peak_28178_lociStitched	chr9	126100051	126103596	1	3546	7022.9995	1191.4745	711		CRB2	CRB2	CRB2	0.1022	711	1
2_MACS_peak_16277_lociStitched	chr2	191878284	191886180	2	2797	7488.5664	1660.5288	712	STAT1		STAT1	STAT1	0.026900000000000007	712	1
3_MACS_peak_6670_lociStitched	chr12	96792462	96802742	3	5996	7652.432	1825.728	713	CDK17		CDK17	NONE	NONE	713	1
2_MACS_peak_22506_lociStitched	chr5	137667008	137675037	2	3686	7539.231	1714.9944	714	FAM53C,CDC25C	KDM3B	FAM53C	FAM53C	0.3388	714	1
2_MACS_peak_27150_lociStitched	chr8	134508382	134515819	2	7028	7881.7326	2057.8179	715	ST3GAL1		ST3GAL1	ST3GAL1	0.18009999999999998	715	1
5_MACS_peak_16704_lociStitched	chr2	238599773	238613363	5	7758	7274.727	1454.13	716	LRRFIP1		LRRFIP1	LRRFIP1	0.06169999999999999	716	1
5_MACS_peak_5764_lociStitched	chr12	4251624	4263437	5	6254	8115.531	2295.2659	717			CCND2	CCND2	0.44909999999999994	717	1
2_MACS_peak_23208_lociStitched	chr6	7960773	7964213	2	3348	6685.64	871.696	718	MUTED-TXNDC5	PIP5K1P1,TXNDC5	PIP5K1P1	TXNDC5	0.5479	718	1
2_MACS_peak_14567_lociStitched	chr19	56110096	56118344	2	5319	7180.7088	1369.168	719	ZNF524,FIZ1	ZNF865,ZNF580,ZNF581,CCDC106,U2AF2,ZNF579,ZNF784	ZNF524	ZNF524	0.4839	719	1
1_MACS_peak_20399_lociStitched	chr3	193800620	193803286	1	2667	6974.7892	1168.2412	720			HES1	HES1	1.1300999999999999	720	1
2_MACS_peak_20327_lociStitched	chr3	185654589	185661898	2	4415	7846.2115	2041.4037	721	TRA2B	LOC344887	TRA2B	TRA2B	0.11030000000000001	721	1
4_MACS_peak_11440_lociStitched	chr17	40259477	40273868	4	5891	8238.8475	2434.9572	722	DHX58,KAT2A	HSPB9,RAB5C	DHX58	DHX58	0.2754	722	1
1_MACS_peak_2394_lociStitched	chr1	207493831	207496013	1	2183	6515.8884	715.0414	723	CD55		CD55	CD55	0.057499999999999996	723	1
4_MACS_peak_11137_lociStitched	chr17	27939885	27950513	4	5943	7551.194	1751.4944	724	ANKRD13B,CORO6	TP53I13,ABHD15,GIT1	CORO6	TP53I13	0.4284	724	1
1_MACS_peak_14217_lociStitched	chr19	45594210	45598166	1	3957	6663.4864	869.1332	725	GEMIN7	ZNF296	GEMIN7	GEMIN7	0.6069	725	1
2_MACS_peak_5951_lociStitched	chr12	14921757	14928271	2	4552	7141.2982	1351.655	726	H2AFJ,HIST4H4	C12orf60,WBP11,C12orf69	HIST4H4	HIST4H4	0.5522	726	1
1_MACS_peak_1667_lociStitched	chr1	153917184	153919834	1	2651	6648.585	866.815	727	DENND4B	CREB3L4,RPS27,GATAD2B,CRTC2,SLC39A1,JTB,RAB13	DENND4B	CREB3L4	0.5827	727	1
2_MACS_peak_17547_lociStitched	chr20	56192774	56198199	2	5338	7012.355	1231.475	728	ZBP1		ZBP1	ZBP1	0.3944	728	1
3_MACS_peak_591_lociStitched	chr1	28902727	28914073	3	7391	8141.8896	2361.1026	729	TRNAU1AP,SNHG12,SNORD99,SNORA61,SNORA44,SNORA16A	RAB42	SNHG12	SNHG12	0.46840000000000004	729	1
1_MACS_peak_17782_lociStitched	chr21	34142808	34145805	1	2998	6605.9874	826.2729	730	C21orf49,GCFC1	SYNJ1,C21orf62	C21orf49	C21orf49	0.12850000000000003	730	1
3_MACS_peak_28488_lociStitched	chr9	139736382	139744881	3	5444	6852.7437	1073.4237	731	C9orf172,PHPT1	KIAA1984,C9orf86,MIR4292,MAMDC4,TRAF2,LOC100131193,EDF1	C9orf172	C9orf172	0.5176999999999999	731	1
