REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X31_0EX7_0229Kronos_MM1S.No.Treatment.1_IRF4_hs_i45.bam	X35_0EXN_0229Kronos_MM1S.No.Treatment.1_Input_hs_i77.bam	enhancerRank	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	enhancerRank	isStretch
2_MACS_peak_2445_lociStitched	chr1	211686914	211692863	2	5816	6695.5995	1813.2552	667		RD3	RD3	667	1
2_MACS_peak_23832_lociStitched	chr6	43736917	43743236	2	5810	7480.4322	1352.8979	668	VEGFA		VEGFA	668	1
2_MACS_peak_8975_lociStitched	chr15	75334588	75341075	2	5809	11721.3603	1842.9567	669	PPCDC	SCAMP5	PPCDC	669	1
1_MACS_peak_25165_lociStitched	chr7	55599709	55605515	1	5807	10074.5712	1593.747	670	VOPP1		VOPP1	670	1
3_MACS_peak_18244_lociStitched	chr22	24108440	24115937	3	5806	5190.9228	1284.2361	671	MMP11,CHCHD10	C22orf15,SMARCB1,LOC91316,ZNF70,VPREB3	CHCHD10	671	1
4_MACS_peak_4847_lociStitched	chr11	64611381	64620189	4	5806	7221.6792	1744.8648	672	CDC42BPG	MAP4K2,MEN1,EHD1,MIR192,MIR194-2	CDC42BPG	672	1
2_MACS_peak_3674_lociStitched	chr10	94831444	94840748	2	5797	8714.1264	1683.0936	673	CYP26A1	CYP26C1	CYP26A1	673	1
2_MACS_peak_219_lociStitched	chr1	11623127	11631370	2	5789	4752.0895	1632.114	674			FBXO44	674	1
3_MACS_peak_25363_lociStitched	chr7	76016659	76027515	3	5784	6071.7608	1841.1776	675	ZP3,SRCRB4D	ZP3,YWHAG	ZP3	675	1
2_MACS_peak_25602_lociStitched	chr7	101946364	101952207	2	5780	9393.2068	1191.972	676	SH2B2	MIR4285,SPDYE6	MIR4285	676	1
1_MACS_peak_2602_lociStitched	chr1	226127896	226133674	1	5779	9193.3758	2012.4774	677	LEFTY2	PYCR2	LEFTY2	677	1
3_MACS_peak_14392_lociStitched	chr19	49465221	49471515	3	5776	4986.1068	1309.7814	678	FTL,GYS1	DHDH,BAX,RUVBL2,LHB	FTL	678	1
3_MACS_peak_6636_lociStitched	chr12	94541267	94552689	3	5775	7266.6764	1986.2858	679	PLXNC1		PLXNC1	679	1
2_MACS_peak_14286_lociStitched	chr19	47216778	47222592	2	5774	7690.1778	961.0542	680	PRKD2	FKRP,MIR320E,STRN4	PRKD2	680	1
2_MACS_peak_6365_lociStitched	chr12	56320113	56325965	2	5774	5729.108	1320.7964	681	DGKA,WIBG	CDK2,RAB5B,SILV	WIBG	681	1
3_MACS_peak_14415_lociStitched	chr19	49954154	49964952	3	5774	6201.2914	1937.1612	682	ALDH16A1,PIH1D1	LOC645971,FLT3LG,RPL13AP5,SNORD32A,SNORD33,SNORD34,SNORD35A,RPS11,SNORD35B,PTH2,SLC17A7,MIR150	ALDH16A1	682	1
3_MACS_peak_14439_lociStitched	chr19	50311573	50322405	3	5773	8871.408	2179.3984	683	MED25,FUZ	AP2A1,PTOV1,TSKS,PNKP	FUZ	683	1
1_MACS_peak_27096_lociStitched	chr8	128745908	128751676	1	5769	6552.448	937.3	684	MYC		MYC	684	1
2_MACS_peak_5883_lociStitched	chr12	9595478	9601560	2	5769	6785.6874	1668.2926	685	DDX12		DDX12	685	1
2_MACS_peak_2566_lociStitched	chr1	223899146	223905458	2	5765	6149.7816	1781.2464	686	CAPN2	CAPN8	CAPN2	686	1
3_MACS_peak_10689_lociStitched	chr17	1618991	1629022	3	5762	7940.5396	1910.9055	687	WDR81,C17orf91	SERPINF2,SERPINF1,PRPF8,TLCD2,MIR22	WDR81	687	1
4_MACS_peak_18088_lociStitched	chr22	18256181	18268719	4	5759	6469.608	1641.2242	688	BID	MIR3198	BID	688	1
1_MACS_peak_20400_lociStitched	chr3	193817183	193822940	1	5758	10293.516	2496.2352	689		HES1	HES1	689	1
3_MACS_peak_6389_lociStitched	chr12	56726328	56733404	3	5757	5936.0564	1840.4676	690	IL23A,PAN2	CS,CNPY2,STAT2,APOF	PAN2	690	1
2_MACS_peak_10944_lociStitched	chr17	16889545	16895507	2	5755	9458.1168	1748.0584	691		TNFRSF13B	TNFRSF13B	691	1
2_MACS_peak_20152_lociStitched	chr3	169378377	169387668	2	5755	8037.6441	1912.0878	692	MECOM		MECOM	692	1
4_MACS_peak_4828_lociStitched	chr11	64064398	64074814	4	5745	7335.9888	1612.3968	693	KCNK4,C11orf20,ESRRA	PLCB3,GPR137,PRDX5,CCDC88B,PPP1R14B,BAD,TRMT112	C11orf20	693	1
3_MACS_peak_8421_lociStitched	chr15	34625276	34635940	3	5742	6097.6752	1716.904	694	SLC12A6,NOP10	C15orf55,SLC12A6,LPCAT4,MIR1233-1,GOLGA8A	SLC12A6	694	1
1_MACS_peak_9665_lociStitched	chr16	10970343	10976071	1	5729	6082.5632	1471.5232	695	CIITA		CIITA	695	1
2_MACS_peak_10312_lociStitched	chr16	67277770	67283587	2	5729	6580.1904	1120.3542	696	SLC9A5,FHOD1	ELMO3,TMEM208,PLEKHG4,MIR328,LRRC29	FHOD1	696	1
3_MACS_peak_19634_lociStitched	chr3	101394488	101406516	3	5726	8544.6912	2048.3684	697	LOC100009676,ZBTB11,RPL24	LOC285359,CEP97	ZBTB11	697	1
3_MACS_peak_20568_lociStitched	chr4	3042009	3050269	3	5723	8261.652	1758.554	698	GRK4	HTT	HTT	698	1
1_MACS_peak_7539_lociStitched	chr13	114829299	114835017	1	5719	10574.8692	1462.6644	699	RASA3		RASA3	699	1
2_MACS_peak_11570_lociStitched	chr17	43505049	43510846	2	5716	7658.9964	978.5336	700	SH3D20	ARHGAP27,MIR4315-1	SH3D20	700	1
3_MACS_peak_25118_lociStitched	chr7	47610490	47622377	3	5713	7349.7321	1822.2771	701		TNS3	TNS3	701	1
2_MACS_peak_23393_lociStitched	chr6	26357658	26365990	2	5712	7812.9164	2068.8356	702	BTN3A2	BTN3A2,BTN2A2,BTN3A1	BTN3A2	702	1
1_MACS_peak_5070_lociStitched	chr11	69061072	69066777	1	5706	9320.2585	1302.4515	703	MYEOV		MYEOV	703	1
3_MACS_peak_8949_lociStitched	chr15	74831808	74839310	3	5703	7174.9128	1587.4232	704	ARID3B		ARID3B	704	1
2_MACS_peak_17147_lociStitched	chr20	32462198	32473207	2	5695	9390.677	2502.3457	705			CHMP4B	705	1
4_MACS_peak_6082_lociStitched	chr12	33048329	33060400	4	5684	6704.2334	2253.6557	706	PKP2		PKP2	706	1
3_MACS_peak_10675_lociStitched	chr17	1387653	1394969	3	5683	4832.218	1025.7032	707	MYO1C	LOC100306951,CRK,INPP5K	MYO1C	707	1
3_MACS_peak_7432_lociStitched	chr13	100148023	100154674	3	5682	6613.0893	1277.6571	708	TM9SF2		TM9SF2	708	1
2_MACS_peak_11844_lociStitched	chr17	59486296	59494968	2	5681	5827.584	1141.2352	709	TBX2,C17orf82	TBX4	C17orf82	709	1
2_MACS_peak_23441_lociStitched	chr6	27857868	27863660	2	5680	6345.7152	1318.8384	710	HIST1H2BO,HIST1H3J,HIST1H2AM	HIST1H2AL,HIST1H1B,HIST1H3I,HIST1H4L,OR2B2	HIST1H2AM	710	1
2_MACS_peak_5446_lociStitched	chr11	117877664	117884051	2	5672	10541.1048	1578.8664	711		IL10RA	IL10RA	711	1
1_MACS_peak_11336_lociStitched	chr17	37022851	37028521	1	5671	6096.951	1081.269	712	LASP1	CWC25,C17orf98,SNORA21,RPL23	LASP1	712	1
3_MACS_peak_13013_lociStitched	chr19	1502795	1514673	3	5664	6435.5004	1817.334	713	ADAMTSL5	REEP6,PLK5P,C19orf25,PCSK4	ADAMTSL5	713	1
3_MACS_peak_28082_lociStitched	chr9	116162661	116174214	3	5658	8899.2759	1906.245	714	C9orf43,ALAD,POLE3	RGS3,HDHD3	POLE3	714	1
2_MACS_peak_13048_lociStitched	chr19	1939345	1946478	2	5655	7235.7152	1545.0078	715	CSNK1G2	SCAMP4,ADAT3,C19orf34	CSNK1G2	715	1
2_MACS_peak_5075_lociStitched	chr11	69452541	69458785	2	5647	5068.8792	605.0436	716	CCND1	ORAOV1	CCND1	716	1
3_MACS_peak_17304_lociStitched	chr20	42570782	42585078	3	5641	9066.5232	2873.496	717	TOX2		TOX2	717	1
3_MACS_peak_18817_lociStitched	chr22	50623511	50630501	3	5639	6302.184	1181.31	718	TRABD	MOV10L1,PANX2,SELO	TRABD	718	1
3_MACS_peak_3894_lociStitched	chr10	111966832	111972517	3	5638	6430.872	1370.085	719	MXI1	MXI1	MXI1	719	1
5_MACS_peak_28509_lociStitched	chr9	140008695	140024746	5	5635	7325.6764	2319.3695	720	DPP7	UAP1L1,MAN1B1,GRIN1,C9orf140,LOC100289341,MIR3621,LRRC26	DPP7	720	1
2_MACS_peak_26518_lociStitched	chr8	33419988	33425656	2	5634	7468.1568	921.05	721	RNF122	C8orf41,DUSP26	RNF122	721	1
3_MACS_peak_16891_lociStitched	chr20	5583222	5593034	3	5634	5412.2992	1868.2048	722	GPCPD1		GPCPD1	722	1
4_MACS_peak_13778_lociStitched	chr19	19173663	19180913	4	5629	4778.475	1165.8	723	SLC25A42	ARMC6,SUGP2	SLC25A42	723	1
2_MACS_peak_5653_lociStitched	chr11	130045164	130052355	2	5627	5944.7997	1518.7392	724	ST14		ST14	724	1
4_MACS_peak_6193_lociStitched	chr12	49359765	49374530	4	5627	5406.943	1855.9605	725	WNT1,WNT10B	FKBP11,ARF3,DDN,PRKAG1	WNT10B	725	1
3_MACS_peak_21832_lociStitched	chr5	32581249	32592193	3	5625	8811.0144	2155.968	726	SUB1		SUB1	726	1
2_MACS_peak_9284_lociStitched	chr15	91473016	91479452	2	5621	8089.4084	1491.2212	727	UNC45A,HDDC3	FES,MAN2A2,RCCD1	HDDC3	727	1
3_MACS_peak_13698_lociStitched	chr19	17493568	17503599	3	5617	4963.3388	1696.2421	728		GTPBP3,FAM125A,ANO8,PLVAP,BST2	PLVAP	728	1
2_MACS_peak_9199_lociStitched	chr15	89177020	89184828	2	5613	8908.928	1979.328	729	ISG20	MIR1179,MIR7-2,AEN	ISG20	729	1
3_MACS_peak_17142_lociStitched	chr20	32425391	32432764	3	5611	4203.3473	1720.1209	730	CHMP4B		CHMP4B	730	1
3_MACS_peak_17131_lociStitched	chr20	32250765	32263100	3	5610	8002.948	2041.4425	731	C20orf144,C20orf134,NECAB3	E2F1,PXMP4	C20orf134	731	1
1_MACS_peak_2282_lociStitched	chr1	203255503	203261108	1	5606	12006.4705	2350.737	732		BTG2,LOC730227	LOC730227	732	1
3_MACS_peak_13552_lociStitched	chr19	13204343	13216560	3	5606	7548.8843	1672.5073	733	NFIX,LYL1,TRMT1	NACC1,IER2,STX10	LYL1	733	1
4_MACS_peak_9789_lociStitched	chr16	17555548	17571295	4	5605	6999.5415	2565.1863	734	XYLT1		XYLT1	734	1
3_MACS_peak_9438_lociStitched	chr16	729204	741284	3	5604	7918.44	1790.256	735	STUB1,JMJD8,WDR24	WFIKKN1,FAM195A,WDR90,RHOT2,RHBDL1,METRN,FAM173A,HAGHL,C16orf13,FBXL16,CCDC78,NARFL	JMJD8	735	1
2_MACS_peak_23864_lociStitched	chr6	45386906	45392585	2	5602	8619.5862	1142.0469	736	RUNX2	SUPT3H	RUNX2	736	1
2_MACS_peak_8203_lociStitched	chr14	106323846	106329556	2	5581	4811.817	891.331	737			KIAA0125	737	1
2_MACS_peak_1655_lociStitched	chr1	153642670	153652603	2	5571	7067.3295	2380.9401	738	NPR1,ILF2	S100A1,C1orf77,SNAPIN,INTS3,S100A13	NPR1	738	1
4_MACS_peak_19297_lociStitched	chr3	48470510	48488833	4	5569	7431.8088	2753.9469	739	CCDC72,ATRIP,PLXNB1,CCDC51	TREX1	CCDC51	739	1
2_MACS_peak_25495_lociStitched	chr7	98971268	98979196	2	5568	5953.928	1189.2	740	ARPC1B	ARPC1A,BUD31,PDAP1	ARPC1B	740	1
1_MACS_peak_25629_lociStitched	chr7	102211220	102216785	1	5566	7514.4195	2140.299	741	POLR2J3	SPDYE2,RASA4	POLR2J3	741	1
2_MACS_peak_1524_lociStitched	chr1	147993678	148001101	2	5566	4381.0546	1352.4706	742		NBPF14	NBPF14	742	1
2_MACS_peak_18517_lociStitched	chr22	38572835	38578788	2	5565	4818.9535	1494.203	743	PLA2G6	MAFF	PLA2G6	743	1
2_MACS_peak_19133_lociStitched	chr3	39189118	39196254	2	5564	5774.4512	1353.6992	744	CSRNP1	TTC21A,GORASP1,XIRP1	CSRNP1	744	1
2_MACS_peak_60_lociStitched	chr1	1709007	1714785	2	5561	9051.8148	1379.2086	745	NADK	SLC35E2,NADK	NADK	745	1
3_MACS_peak_16149_lociStitched	chr2	172959395	172971982	3	5559	5533.2452	1608.6186	746	DLX2	DLX1	DLX2	746	1
5_MACS_peak_4065_lociStitched	chr10	126421380	126432612	5	5557	4142.3616	1402.8768	747	FAM53B	METTL10	FAM53B	747	1
2_MACS_peak_422_lociStitched	chr1	23937665	23947061	2	5554	6247.4004	1980.6768	748		MDS2	MDS2	748	1
3_MACS_peak_11856_lociStitched	chr17	60546901	60557590	3	5552	6090.5922	1592.661	749	TLK2	METTL2A	TLK2	749	1
1_MACS_peak_13023_lociStitched	chr19	1603687	1609233	1	5547	7004.0434	1549.5524	750	UQCR11	MEX3D,MBD3,TCF3	UQCR11	750	1
3_MACS_peak_5622_lociStitched	chr11	128556545	128566227	3	5546	7716.554	1378.7168	751	FLI1		FLI1	751	1
1_MACS_peak_25842_lociStitched	chr7	129588313	129593857	1	5545	7597.4976	1948.1616	752	UBE2H		UBE2H	752	1
2_MACS_peak_15078_lociStitched	chr2	43353922	43362335	2	5542	6412.3886	1658.2023	753			ZFP36L2	753	1
3_MACS_peak_15003_lociStitched	chr2	37542388	37553351	3	5536	7142.3945	2700.1869	754	PRKD3	QPCT	PRKD3	754	1
4_MACS_peak_19220_lociStitched	chr3	45605482	45617448	4	5534	5303.3312	2235.2488	755		LIMD1	LIMD1	755	1
3_MACS_peak_9993_lociStitched	chr16	30102534	30108793	3	5533	6695.8782	1248.6705	756	TBX6,YPEL3	ALDOA,PPP4C,LOC100271831,GDPD3,MAPK3	YPEL3	756	1
2_MACS_peak_4987_lociStitched	chr11	66880285	66888988	2	5532	5446.3374	1327.2075	757	KDM2A		KDM2A	757	1
3_MACS_peak_15726_lociStitched	chr2	109829780	109842540	3	5531	7467.152	2887.588	758	SH3RF3		MIR4265	758	1
2_MACS_peak_22244_lociStitched	chr5	98103816	98110740	2	5529	6169.9764	1312.7904	759	RGMB,FLJ35946		FLJ35946	759	1
1_MACS_peak_309_lociStitched	chr1	16936924	16942451	1	5528	7331.5655	3495.8275	760	NBPF1	MST1P2,CROCCP2	NBPF1	760	1
3_MACS_peak_5795_lociStitched	chr12	6439027	6451772	3	5522	6841.516	2271.159	761	TNFRSF1A	PLEKHG6,LTBR,SCNN1A	TNFRSF1A	761	1
1_MACS_peak_1247_lociStitched	chr1	92947523	92953041	1	5519	8896.6714	753.207	762	GFI1		GFI1	762	1
2_MACS_peak_15517_lociStitched	chr2	86220445	86227802	2	5514	6796.3966	1774.5084	763		LOC90784	LOC90784	763	1
2_MACS_peak_28492_lociStitched	chr9	139775000	139782238	2	5505	6163.8808	1352.0584	764	TRAF2	MIR4292,C9orf172,PHPT1,MAMDC4,EDF1	TRAF2	764	1
2_MACS_peak_4091_lociStitched	chr10	129860522	129868527	2	5504	5361.749	1532.157	765	PTPRE		PTPRE	765	1
2_MACS_peak_26467_lociStitched	chr8	28347369	28353094	2	5501	5806.295	1541.17	766	FZD3,FBXO16	MIR4288	FZD3	766	1
3_MACS_peak_17182_lociStitched	chr20	34198980	34208098	3	5500	8672.1298	1805.364	767	SPAG4	FER1L4,CPNE1	SPAG4	767	1
3_MACS_peak_6688_lociStitched	chr12	98904267	98913543	3	5500	6253.8792	1332.9612	768	TMPO,LOC100128191		TMPO	768	1
3_MACS_peak_10193_lociStitched	chr16	56893885	56906173	3	5499	6542.1312	2171.2896	769	SLC12A3	MIR138-2	SLC12A3	769	1
2_MACS_peak_6345_lociStitched	chr12	54608043	54614635	2	5495	4337.536	1100.864	770		SMUG1,CBX5	SMUG1	770	1
2_MACS_peak_2645_lociStitched	chr1	227915175	227924394	2	5490	7884.0888	1900.9578	771	LOC100130093,SNAP47,JMJD4	ZNF847P	SNAP47	771	1
4_MACS_peak_27324_lociStitched	chr9	1041993	1052455	4	5490	6417.3908	1581.8544	772	DMRT2		DMRT2	772	1
4_MACS_peak_23287_lociStitched	chr6	15244432	15256560	4	5484	6431.4784	1973.2256	773	JARID2		JARID2	773	1
2_MACS_peak_3159_lociStitched	chr10	30990022	30996692	2	5481	6323.827	1623.478	774			LYZL2	774	1
2_MACS_peak_14163_lociStitched	chr19	44029361	44038948	2	5470	6708.0239	1385.3215	775	ZNF575,ETHE1	LOC390940,PHLDB3,XRCC1	ETHE1	775	1
2_MACS_peak_25528_lociStitched	chr7	99814503	99820707	2	5469	7804.632	1480.8948	776	PVRIG,GATS	STAG3,GAL3ST4,GPC2	PVRIG	776	1
3_MACS_peak_15042_lociStitched	chr2	39346673	39356696	3	5468	8026.4184	1742.9997	777	SOS1		SOS1	777	1
1_MACS_peak_19190_lociStitched	chr3	44036017	44041482	1	5466	6597.8945	1131.8015	778			MIR138-1	778	1
3_MACS_peak_5722_lociStitched	chr12	1638625	1644626	3	5464	5990.1982	946.3577	779		LOC100292680	LOC100292680	779	1
4_MACS_peak_28481_lociStitched	chr9	139649755	139663106	4	5462	6142.7951	1775.683	780	LCN8,LCN15	FAM69B,LOC100128593,TMEM141,KIAA1984,C9orf86,SNORA43,SNORA17,SNHG7,LCN10,LCN6,LOC100131193	LCN15	780	1
1_MACS_peak_23706_lociStitched	chr6	36645912	36651367	1	5456	8150.861	1239.376	781	CDKN1A		CDKN1A	781	1
2_MACS_peak_20162_lociStitched	chr3	169754884	169764308	2	5455	10495.5088	2383.3296	782	GPR160		GPR160	782	1
2_MACS_peak_15282_lociStitched	chr2	64862854	64872730	2	5454	6543.8376	2036.4312	783	SERTAD2	LOC339807	SERTAD2	783	1
2_MACS_peak_9377_lociStitched	chr15	101661392	101669144	2	5453	5293.8408	1498.4616	784			CHSY1	784	1
2_MACS_peak_13655_lociStitched	chr19	16476081	16484028	2	5452	6933.7575	1699.8633	785	EPS15L1	KLF2	KLF2	785	1
2_MACS_peak_6006_lociStitched	chr12	26274399	26280005	2	5451	7977.338	1182.3054	786	BHLHE41		BHLHE41	786	1
3_MACS_peak_28488_lociStitched	chr9	139736382	139744881	3	5444	6852.7437	1073.4237	787	C9orf172,PHPT1	KIAA1984,C9orf86,MIR4292,MAMDC4,TRAF2,LOC100131193,EDF1	C9orf172	787	1
3_MACS_peak_8259_lociStitched	chr15	22460615	22473201	3	5443	13503.5194	2704.7314	788		OR4N3P	OR4N3P	788	1
2_MACS_peak_13010_lociStitched	chr19	1469621	1480226	2	5440	8337.651	2074.338	789	APC2,C19orf25	RPS15,REEP6,PLK5P,PCSK4,ADAMTSL5	C19orf25	789	1
3_MACS_peak_4891_lociStitched	chr11	65236025	65246080	3	5437	7976.6315	2048.2035	790		NEAT1,MIR612,MALAT1,SCYL1	MALAT1	790	1
3_MACS_peak_11156_lociStitched	chr17	29034416	29046905	3	5432	7353.5232	1598.592	791		SUZ12P	SUZ12P	791	1
1_MACS_peak_19224_lociStitched	chr3	45634282	45639709	1	5428	6756.615	1100.0529	792	LIMD1		LIMD1	792	1
2_MACS_peak_28099_lociStitched	chr9	117128072	117136742	2	5428	7092.06	1924.74	793	AKNA	ORM1,ORM2	AKNA	793	1
3_MACS_peak_5013_lociStitched	chr11	67226781	67237506	3	5427	6478.9725	1493.9925	794	CABP4,TMEM134	CARNS1,RPS6KB2,AIP,PTPRCAP,CORO1B,GPR152,PITPNM1,CDK2AP2	TMEM134	794	1
2_MACS_peak_26559_lociStitched	chr8	38238786	38245082	2	5424	7690.564	1434.2288	795	LETM2,WHSC1L1		LETM2	795	1
2_MACS_peak_28079_lociStitched	chr9	116109874	116115445	2	5422	5528.6604	1298.043	796	BSPRY	RNF183,WDR31,HDHD3,ALAD	BSPRY	796	1
5_MACS_peak_8179_lociStitched	chr14	105992081	106004928	5	5421	5192.7574	1505.6684	797	TMEM121	CRIP1,C14orf80	TMEM121	797	1
2_MACS_peak_22305_lociStitched	chr5	112256466	112266461	2	5420	6873.5615	2493.7525	798	REEP5	DCP2	REEP5	798	1
2_MACS_peak_5127_lociStitched	chr11	72863095	72869240	2	5416	7660.9715	1452.0635	799		FCHSD2	FCHSD2	799	1
1_MACS_peak_1634_lociStitched	chr1	152006754	152012167	1	5414	8512.4838	1944.8909	800	S100A11	S100A10,TCHHL1	S100A11	800	1
1_MACS_peak_1864_lociStitched	chr1	159890792	159896201	1	5410	8579.2149	1513.4382	801	TAGLN2	CCDC19,IGSF9,SLAMF9	TAGLN2	801	1
3_MACS_peak_6309_lociStitched	chr12	53713406	53720628	3	5409	7341.8852	1609.0616	802	AAAS,SP7	PFDN5,C12orf10	AAAS	802	1
1_MACS_peak_17902_lociStitched	chr21	41384628	41390034	1	5407	6812.6412	2001.8418	803	DSCAM		PCP4	803	1
3_MACS_peak_27494_lociStitched	chr9	35066539	35081027	3	5405	8233.5304	2735.3344	804	VCP,FANCG	C9orf131,PIGO,STOML2,KIAA1539	VCP	804	1
3_MACS_peak_15291_lociStitched	chr2	65140106	65146440	3	5404	5877.952	1784.2878	805	LOC400958		LOC400958	805	1
3_MACS_peak_2196_lociStitched	chr1	197880171	197888051	3	5402	4718.544	1526.356	806	LHX9	C1orf53	LHX9	806	1
2_MACS_peak_4311_lociStitched	chr11	8703280	8711225	2	5401	6913.739	1926.6625	807	RPL27A,SNORA3,SNORA45	TRIM66	SNORA45	807	1
2_MACS_peak_18366_lociStitched	chr22	31001101	31006543	2	5390	5147.5878	1189.077	808	TCN2,PES1	SLC35E4,GAL3ST1,PES1	TCN2	808	1
3_MACS_peak_4569_lociStitched	chr11	44580814	44591416	3	5390	6925.2264	1818.243	809	CD82		CD82	809	1
1_MACS_peak_14294_lociStitched	chr19	47287325	47292710	1	5386	8028.4965	1556.8035	810	SLC1A5	FKRP,STRN4,SNAR-E	SLC1A5	810	1
1_MACS_peak_18418_lociStitched	chr22	35703302	35708686	1	5385	5702.1944	1240.4736	811	TOM1	HMGXB4,MIR3909	TOM1	811	1
3_MACS_peak_10325_lociStitched	chr16	67595228	67601156	3	5383	5369.5824	1008.3528	812	CTCF	FAM65A	CTCF	812	1
2_MACS_peak_23327_lociStitched	chr6	20400946	20410607	2	5383	6903.7506	1476.2008	813	E2F3		E2F3	813	1
3_MACS_peak_13398_lociStitched	chr19	10304291	10316649	3	5382	7188.6486	2147.8204	814	DNMT1	MIR4322,MRPL4,S1PR2	DNMT1	814	1
2_MACS_peak_3548_lociStitched	chr10	80825902	80831501	2	5376	5069.3346	665.1612	815	ZMIZ1,LOC283050		ZMIZ1	815	1
3_MACS_peak_4998_lociStitched	chr11	67116744	67125107	3	5368	7837.8036	1916.7996	816	LOC100130987,POLD4	SSH3,RAD9A,TBC1D10C,CLCF1,PPP1CA	POLD4	816	1
2_MACS_peak_8944_lociStitched	chr15	74689204	74696383	2	5365	4649.1204	1567.1757	817		CYP11A1,SEMA7A	CYP11A1	817	1
1_MACS_peak_9675_lociStitched	chr16	11402063	11407425	1	5363	5600.609	1471.869	818		C16orf75,TNP2,PRM3,PRM2,PRM1	PRM1	818	1
3_MACS_peak_14735_lociStitched	chr2	10515063	10524108	3	5360	6008.5935	1792.719	819	HPCAL1		SNORA80B	819	1
2_MACS_peak_23905_lociStitched	chr6	52393276	52403469	2	5358	7662.0781	2134.4142	820	TRAM2		TRAM2	820	1
2_MACS_peak_25944_lociStitched	chr7	139909290	139914804	2	5355	6731.4912	1998.825	821		LOC100134229,JHDM1D	LOC100134229	821	1
3_MACS_peak_18600_lociStitched	chr22	39823865	39835240	3	5355	6507.6375	1754.025	822	TAB1	MGAT3	MGAT3	822	1
3_MACS_peak_27452_lociStitched	chr9	33158655	33171438	3	5351	6538.5045	1909.7802	823	B4GALT1		B4GALT1	823	1
4_MACS_peak_6321_lociStitched	chr12	53862420	53877052	4	5349	7852.9944	2869.3352	824	PCBP2,MAP3K12	AMHR2,PRR13,TARBP2,NPFF	MAP3K12	824	1
3_MACS_peak_12331_lociStitched	chr17	80163202	80175126	3	5347	6233.8672	1633.588	825	CCDC57	SLC16A3	CCDC57	825	1
2_MACS_peak_18880_lociStitched	chr3	5226322	5231872	2	5346	4666.44	1219.89	826	EDEM1		EDEM1	826	1
2_MACS_peak_1703_lociStitched	chr1	154942224	154948886	2	5343	9394.7524	2307.7168	827	CKS1B,MIR4258,SHC1	FLAD1,LENEP,ZBTB7B,PMVK,PBXIP1,PYGO2	SHC1	827	1
1_MACS_peak_11023_lociStitched	chr17	19205996	19211336	1	5341	4960.86	1187.082	828	EPN2	MIR1180	MIR1180	828	1
1_MACS_peak_18565_lociStitched	chr22	39377049	39382387	1	5339	7740.6338	1145.5348	829	APOBEC3A,APOBEC3B	APOBEC3C,APOBEC3D	APOBEC3B	829	1
2_MACS_peak_17547_lociStitched	chr20	56192774	56198199	2	5338	7012.355	1231.475	830	ZBP1		ZBP1	830	1
3_MACS_peak_10846_lociStitched	chr17	7455424	7465972	3	5328	6538.7052	1705.6116	831	TNFSF12,TNFSF12-TNFSF13,TNFSF13,SENP3	EIF4A1,SNORA48,SNORD10,SNORA67,CD68,MPDU1,SOX15	TNFSF13	831	1
1_MACS_peak_21900_lociStitched	chr5	42948366	42953692	1	5327	5707.3416	953.354	832			LOC648987	832	1
2_MACS_peak_12978_lociStitched	chr19	1172632	1181705	2	5325	6509.8775	1756.5328	833	SBNO2	STK11,SBNO2	SBNO2	833	1
1_MACS_peak_5763_lociStitched	chr12	4224221	4229543	1	5323	8242.7136	1825.446	834			CCND2	834	1
2_MACS_peak_5021_lociStitched	chr11	67350020	67356236	2	5323	6634.9584	1370.0064	835	GSTP1	NDUFV1,DOC2GP,NUDT8	GSTP1	835	1
3_MACS_peak_26440_lociStitched	chr8	27232796	27241925	3	5320	5337.7263	1996.5123	836	PTK2B		PTK2B	836	1
2_MACS_peak_23722_lociStitched	chr6	37136614	37144516	2	5319	8155.6542	1547.2116	837	PIM1		PIM1	837	1
2_MACS_peak_14567_lociStitched	chr19	56110096	56118344	2	5319	7180.7088	1369.168	838	ZNF524,FIZ1	ZNF865,ZNF580,ZNF581,CCDC106,U2AF2,ZNF579,ZNF784	ZNF524	838	1
4_MACS_peak_27807_lociStitched	chr9	92157157	92171831	4	5300	6902.6496	2438.8188	839		GADD45G	GADD45G	839	1
2_MACS_peak_41_lociStitched	chr1	1334080	1343916	2	5299	7376.0164	1493.1048	840	LOC148413,CCNL2,MRPL20	TMEM88B,VWA1,ATAD3C,DVL1,MXRA8,AURKAIP1,LOC441869	MRPL20	840	1
2_MACS_peak_8372_lociStitched	chr15	31617175	31622500	2	5295	6233.445	807.8025	841	KLF13		KLF13	841	1
3_MACS_peak_19421_lociStitched	chr3	52738100	52745050	3	5292	6737.33	1656.88	842	SPCS1,GLT8D1,NEK4	GNL3,SNORD19,SNORD19B,SNORD69,PBRM1,GLT8D1	GLT8D1	842	1
2_MACS_peak_13188_lociStitched	chr19	4337544	4345505	2	5290	7199.1323	1682.9554	843	MPND,STAP2	FSD1,TMIGD2	MPND	843	1
3_MACS_peak_22446_lociStitched	chr5	132386686	132400282	3	5289	8414.5644	2058.4344	844	HSPA4	ZCCHC10	HSPA4	844	1
3_MACS_peak_6166_lociStitched	chr12	48287376	48299749	3	5287	6273.111	2146.7155	845	VDR		VDR	845	1
