REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X31_0EX7_0229Kronos_MM1S.No.Treatment.1_IRF4_hs_i45.bam	X35_0EXN_0229Kronos_MM1S.No.Treatment.1_Input_hs_i77.bam	enhancerRank	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	enhancerRank	isSuperStretch
2_MACS_peak_17547_lociStitched	chr20	56192774	56198199	2	5338	7012.355	1231.475	765	ZBP1		ZBP1	765	1
1_MACS_peak_19224_lociStitched	chr3	45634282	45639709	1	5428	6756.615	1100.0529	766	LIMD1		LIMD1	766	1
1_MACS_peak_13023_lociStitched	chr19	1603687	1609233	1	5547	7004.0434	1549.5524	770	UQCR11	MEX3D,MBD3,TCF3	UQCR11	770	1
3_MACS_peak_9993_lociStitched	chr16	30102534	30108793	3	5533	6695.8782	1248.6705	772	TBX6,YPEL3	ALDOA,PPP4C,LOC100271831,GDPD3,MAPK3	YPEL3	772	1
1_MACS_peak_25629_lociStitched	chr7	102211220	102216785	1	5566	7514.4195	2140.299	774	POLR2J3	SPDYE2,RASA4	POLR2J3	774	1
1_MACS_peak_19190_lociStitched	chr3	44036017	44041482	1	5466	6597.8945	1131.8015	777			MIR138-1	777	1
3_MACS_peak_27494_lociStitched	chr9	35066539	35081027	3	5405	8233.5304	2735.3344	783	VCP,FANCG	C9orf131,PIGO,STOML2,KIAA1539	VCP	783	1
2_MACS_peak_23905_lociStitched	chr6	52393276	52403469	2	5358	7662.0781	2134.4142	789	TRAM2		TRAM2	789	1
2_MACS_peak_13935_lociStitched	chr19	36133282	36140090	2	5181	7072.1504	1314.6248	791	ETV2,COX6B1	HAUS5,RBM42,UPK1A	COX6B1	791	1
2_MACS_peak_9522_lociStitched	chr16	2731442	2738007	2	5102	7035.7105	1190.891	794	KCTD5	FLJ42627,PRSS27	KCTD5	794	1
2_MACS_peak_14163_lociStitched	chr19	44029361	44038948	2	5470	6708.0239	1385.3215	796	ZNF575,ETHE1	LOC390940,PHLDB3,XRCC1	ETHE1	796	1
2_MACS_peak_23327_lociStitched	chr6	20400946	20410607	2	5383	6903.7506	1476.2008	799	E2F3		E2F3	799	1
2_MACS_peak_13191_lociStitched	chr19	4398713	4404004	2	5027	7499.4634	1601.5857	800	CHAF1A,SH3GL1		SH3GL1	800	1
1_MACS_peak_1773_lociStitched	chr1	156194146	156199334	1	5189	7297.4408	1619.1748	803	PMF1	SLC25A44,BGLAP,PAQR6	PMF1	803	1
2_MACS_peak_13188_lociStitched	chr19	4337544	4345505	2	5290	7199.1323	1682.9554	805	MPND,STAP2	FSD1,TMIGD2	MPND	805	1
2_MACS_peak_13655_lociStitched	chr19	16476081	16484028	2	5452	6933.7575	1699.8633	810	EPS15L1	KLF2	KLF2	810	1
2_MACS_peak_5049_lociStitched	chr11	68033204	68041840	2	5265	7268.0576	1796.288	813	C11orf24	LRP5	C11orf24	813	1
2_MACS_peak_8372_lociStitched	chr15	31617175	31622500	2	5295	6233.445	807.8025	814	KLF13		KLF13	814	1
2_MACS_peak_23601_lociStitched	chr6	32805205	32813935	2	5096	7605.576	1918.854	817	LOC100507463,TAP2,PSMB8,TAP1	PSMB9,PPP1R2P1,LOC100294145,HLA-DOB	PSMB8	817	1
3_MACS_peak_23681_lociStitched	chr6	35695176	35704678	3	5181	6920.3066	1380.6406	820	FKBP5,LOC285847	C6orf81,C6orf126,C6orf127,FKBP5	FKBP5	820	1
2_MACS_peak_28099_lociStitched	chr9	117128072	117136742	2	5428	7092.06	1924.74	821	AKNA	ORM1,ORM2	AKNA	821	1
3_MACS_peak_22971_lociStitched	chr5	176777743	176790482	3	5248	7942.7665	2522.322	824	RGS14,LMAN2	PRELID1,SLC34A1,RAB24,MXD3,PFN3,F12	RGS14	824	1
1_MACS_peak_12154_lociStitched	chr17	75204945	75210191	1	5247	6974.0324	1564.8818	826	SEC14L1		SEC14L1	826	1
3_MACS_peak_22539_lociStitched	chr5	139012370	139018804	3	4969	7743.9624	1968.1606	827		CXXC5	CXXC5	827	1
2_MACS_peak_5021_lociStitched	chr11	67350020	67356236	2	5323	6634.9584	1370.0064	830	GSTP1	NDUFV1,DOC2GP,NUDT8	GSTP1	830	1
3_MACS_peak_9411_lociStitched	chr16	278530	286403	3	5245	6630.6406	1254.9562	831	ITFG3,LUC7L	HBQ1,ARHGDIG,PDIA2,RGS11	ITFG3	831	1
1_MACS_peak_18559_lociStitched	chr22	39266000	39271143	1	5144	6428.2357	969.9698	842	CBX6	NPTXR	CBX6	842	1
3_MACS_peak_27531_lociStitched	chr9	36144361	36153586	3	5242	7192.7325	1948.32	855	GLIPR2	CCIN,CLTA	GLIPR2	855	1
3_MACS_peak_8586_lociStitched	chr15	45016250	45022188	3	5015	6879.7668	1346.7384	862		B2M,TRIM69,PATL2	TRIM69	862	1
2_MACS_peak_19873_lociStitched	chr3	128901466	128908677	2	5033	6787.7143	1289.3268	865	CNBP	ISY1	CNBP	865	1
1_MACS_peak_17550_lociStitched	chr20	56253065	56258252	1	5188	6568.8168	1308.6801	869	PMEPA1		PMEPA1	869	1
3_MACS_peak_13177_lociStitched	chr19	4179599	4187060	3	4985	7284.1743	1748.8584	870	ANKRD24,SIRT6	CREB3L3,EBI3	ANKRD24	870	1
2_MACS_peak_18668_lociStitched	chr22	42335561	42344004	2	5201	6908.9069	1721.5277	881	CENPM	MIR33A,LOC339674,SEPT3,TNFRSF13C	CENPM	881	1
2_MACS_peak_22697_lociStitched	chr5	149864016	149870470	2	5149	6362.3532	1135.904	882		NDST1,RPS14	NDST1	882	1
4_MACS_peak_19025_lociStitched	chr3	20080926	20091058	4	5131	6892.7996	1706.2288	895	KAT2B	C3orf48	KAT2B	895	1
1_MACS_peak_439_lociStitched	chr1	24513188	24518276	1	5089	6520.7808	1388.0064	915	IL28RA	LOC284632,IL22RA1	IL28RA	915	1
3_MACS_peak_20483_lociStitched	chr3	197228104	197237763	3	4984	7628.6782	2381.9094	922	BDH1		BDH1	922	1
