#30_0F2G_0229Kronos_MM1S-KB-24hr-2_H3K27me3_hs-dm_i19_peaks Enhancers
#Created from /data/projects/IRF4_mm_trn_data/p300_internal_ChIP/rose/30_0F2G_0229Kronos_MM1S-KB-24hr-2_H3K27me3_hs-dm_i19_ROSE/30_0F2G_0229Kronos_MM1S-KB-24hr-2_H3K27me3_hs-dm_i19_peaks_0KB_STITCHED_ENHANCER_REGION_MAP.txt
#Ranked by X30_0F2G_0229Kronos_MM1S.KB.24hr.2_H3K27me3_hs.dm_i19.bam
#Using cutoff of 11762.613 for Super-Enhancers
#Created on Jul 18 2024 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X30_0F2G_0229Kronos_MM1S.KB.24hr.2_H3K27me3_hs.dm_i19.bam	X44_0EXW_0229Kronos_MM1S.KB.24hr.2_Input_hs_i90.bam	enhancerRank	isSuperStretch
9_MACS_peak_1279_lociStitched	chr1	6298632	6320403	9	20120	26638.9956	1983.3381	261	1
8_MACS_peak_630_lociStitched	chr1	3130491	3151719	8	20475	24847.374	1458.3636	262	1
10_MACS_peak_17567_lociStitched	chr19	3338536	3359319	10	20313	26145.014	2506.4298	263	1
7_MACS_peak_28433_lociStitched	chr3	13668604	13690059	7	20589	24544.52	1948.114	264	1
8_MACS_peak_11633_lociStitched	chr16	792114	813010	8	19886	26707.1776	2062.4352	265	1
5_MACS_peak_17710_lociStitched	chr19	4289698	4309836	5	19312	28505.339	2428.6428	266	1
6_MACS_peak_11540_lociStitched	chr15	91193928	91213620	6	19019	29890.4868	3024.6912	267	1
3_MACS_peak_16345_lociStitched	chr17	77015571	77034352	3	18551	29580.075	1840.538	268	1
7_MACS_peak_15373_lociStitched	chr17	61552078	61572640	7	19797	26047.9416	2187.7968	269	1
8_MACS_peak_23186_lociStitched	chr20	30441557	30462094	8	19546	26338.7025	2004.4112	270	1
4_MACS_peak_20065_lociStitched	chr19	35986655	36006475	4	19561	26130.688	1960.198	271	1
8_MACS_peak_37579_lociStitched	chr9	139923302	139942699	8	18632	27912.283	1635.1671	272	1
11_MACS_peak_3729_lociStitched	chr1	22638123	22659462	11	20147	23101.6014	1794.6099	273	1
8_MACS_peak_3258_lociStitched	chr1	19175722	19196812	8	19996	23732.577	1872.792	274	1
10_MACS_peak_36308_lociStitched	chr9	135347447	135369213	10	19964	23872.9488	1902.3484	275	1
4_MACS_peak_7105_lociStitched	chr11	1212750	1231875	4	18847	27010.2375	1575.9	276	1
5_MACS_peak_5341_lociStitched	chr1	158118423	158138904	5	19760	26985.7656	4608.225	277	1
3_MACS_peak_28871_lociStitched	chr3	128168878	128188526	3	19203	25642.6048	1837.088	278	1
7_MACS_peak_21121_lociStitched	chr19	46981646	47001568	7	18989	26289.0712	1902.551	279	1
5_MACS_peak_13656_lociStitched	chr17	1913781	1933374	5	18623	27624.1707	2159.1486	280	1
8_MACS_peak_24795_lociStitched	chr20	61743936	61765252	8	19773	23468.916	1831.0444	281	1
5_MACS_peak_15883_lociStitched	chr17	72873410	72893406	5	19649	23939.2112	1949.61	282	1
13_MACS_peak_32518_lociStitched	chr7	100229187	100251269	13	20123	22042.2524	1960.8816	283	1
6_MACS_peak_37605_lociStitched	chr9	140049642	140069197	6	18566	26755.151	1540.934	284	1
4_MACS_peak_24716_lociStitched	chr20	61352474	61371626	4	18263	27734.0112	1848.168	285	1
2_MACS_peak_2351_lociStitched	chr1	16362189	16380442	2	18224	27739.0841	1770.541	286	1
8_MACS_peak_312_lociStitched	chr1	2348369	2368557	8	18811	25721.5308	1465.6488	287	1
3_MACS_peak_2264_lociStitched	chr1	11756483	11776308	3	19134	25025.0975	1798.1275	288	1
7_MACS_peak_35639_lociStitched	chr9	127245079	127264647	7	19202	24180.1776	1931.3616	289	1
5_MACS_peak_36642_lociStitched	chr9	136542745	136562688	5	19311	23155.8173	1316.238	290	1
8_MACS_peak_18351_lociStitched	chr19	8180001	8200518	8	18704	26058.6417	2345.0931	291	1
8_MACS_peak_36222_lociStitched	chr9	134998498	135019108	8	19166	24196.14	2221.758	292	1
1_MACS_peak_17741_lociStitched	chr19	4581762	4597974	1	16213	32031.6696	2237.256	293	1
7_MACS_peak_27341_lociStitched	chr22	44667838	44687659	7	19035	22948.7538	1419.1836	294	1
9_MACS_peak_25725_lociStitched	chr21	47404849	47423163	9	17363	28102.833	1657.417	295	1
3_MACS_peak_3576_lociStitched	chr1	21040857	21059366	3	17920	26760.3122	1947.1468	296	1
5_MACS_peak_27053_lociStitched	chr22	42719753	42739502	5	18864	23548.7076	1741.8618	297	1
3_MACS_peak_18266_lociStitched	chr19	7830539	7849691	3	19059	23549.2992	2503.1664	298	1
13_MACS_peak_1949_lociStitched	chr1	9682439	9702579	13	18366	24993.74	1913.3	299	1
2_MACS_peak_11964_lociStitched	chr16	3034019	3051986	2	17912	25798.8153	1435.5633	300	1
11_MACS_peak_16989_lociStitched	chr17	81061546	81082299	11	18933	22649.8242	1815.8875	301	1
10_MACS_peak_16886_lociStitched	chr17	79454512	79474058	10	18518	23556.8392	1546.0886	302	1
12_MACS_peak_2568_lociStitched	chr1	17556676	17577470	12	18928	22494.9492	2158.4172	303	1
4_MACS_peak_24838_lociStitched	chr20	61937993	61956622	4	18456	23232.2259	1268.6349	304	1
8_MACS_peak_29393_lociStitched	chr4	6365496	6385169	8	18857	22250.163	1719.4202	305	1
1_MACS_peak_7807_lociStitched	chr11	61471807	61489638	1	17832	25200.5523	1642.2351	306	1
8_MACS_peak_2494_lociStitched	chr1	17409683	17428614	8	18186	23892.8151	1662.1418	307	1
10_MACS_peak_7377_lociStitched	chr11	2160832	2180004	10	18099	24045.5224	1830.926	308	1
11_MACS_peak_36964_lociStitched	chr9	137683988	137703751	11	18749	21401.3527	1537.5614	309	1
2_MACS_peak_14513_lociStitched	chr17	36333560	36350439	2	16851	30890.2579	5256.1206	310	1
14_MACS_peak_22117_lociStitched	chr19	55680265	55700970	14	18471	22597.437	2130.5445	311	1
3_MACS_peak_33044_lociStitched	chr7	151077301	151094388	3	16814	27542.5353	2113.6619	312	1
2_MACS_peak_25303_lociStitched	chr21	44056713	44073625	2	16794	27654.5024	2174.8832	313	1
15_MACS_peak_36057_lociStitched	chr9	133394795	133415688	15	18265	22426.5462	1723.6725	314	1
6_MACS_peak_11676_lociStitched	chr16	916833	936402	6	18174	22334.0997	1408.968	315	1
4_MACS_peak_17637_lociStitched	chr19	3728226	3745904	4	17072	26532.9102	2427.1894	316	1
1_MACS_peak_16828_lociStitched	chr17	79076304	79092977	1	16674	26393.359	1287.1556	317	1
13_MACS_peak_7144_lociStitched	chr11	1384309	1404132	13	18499	21012.38	1659.1851	318	1
3_MACS_peak_24808_lociStitched	chr20	61779822	61798107	3	17727	23044.5855	1080.6435	319	1
6_MACS_peak_16518_lociStitched	chr17	77526800	77545340	6	18208	21756.69	1403.478	320	1
2_MACS_peak_35323_lociStitched	chr8	144952878	144970370	2	17450	24042.754	1271.6684	321	1
9_MACS_peak_36632_lociStitched	chr9	136513877	136533190	9	18015	21949.2245	1212.8564	322	1
7_MACS_peak_21470_lociStitched	chr19	49092251	49111535	7	18114	22184.3136	1803.054	323	1
8_MACS_peak_29297_lociStitched	chr4	3820426	3839076	8	18180	21350.52	1327.88	324	1
8_MACS_peak_20733_lociStitched	chr19	42424207	42442282	8	17221	24898.3125	1858.11	325	1
3_MACS_peak_14026_lociStitched	chr17	7717907	7736332	3	17893	22942.81	2056.23	326	1
6_MACS_peak_36321_lociStitched	chr9	135375958	135394531	6	17830	22707.3498	1682.7138	327	1
6_MACS_peak_36199_lociStitched	chr9	134706033	134724478	6	17936	22185.646	1547.5355	328	1
5_MACS_peak_24857_lociStitched	chr20	61988633	62006970	5	17759	22560.0111	1334.9336	329	1
4_MACS_peak_27132_lociStitched	chr22	42929853	42947609	4	17316	25453.226	2929.74	330	1
6_MACS_peak_19568_lociStitched	chr19	18148765	18167894	6	18118	21845.318	1964.5483	331	1
9_MACS_peak_30802_lociStitched	chr5	176119155	176138301	9	18216	20955.297	1656.129	332	1
3_MACS_peak_35939_lociStitched	chr9	132965107	132982965	3	17739	22284.9982	1433.9974	333	1
11_MACS_peak_14217_lociStitched	chr17	19053348	19073187	11	18639	18991.8747	1888.6728	334	1
4_MACS_peak_25425_lociStitched	chr21	45699327	45716205	4	15864	27961.7826	2118.189	335	1
12_MACS_peak_7462_lociStitched	chr11	2378195	2398142	12	18162	20513.4948	1651.6116	336	1
7_MACS_peak_36810_lociStitched	chr9	137370762	137390170	7	17923	21082.9104	1484.712	337	1
11_MACS_peak_2736_lociStitched	chr1	17941499	17962019	11	17976	20400.984	1672.38	338	1
3_MACS_peak_5218_lociStitched	chr1	155088751	155104410	3	15374	28538.5275	2434.9745	339	1
11_MACS_peak_13474_lociStitched	chr17	724969	743865	11	17610	21276.896	1536.2448	340	1
11_MACS_peak_28771_lociStitched	chr3	50535997	50555260	11	17747	20713.5039	1587.2712	341	1
4_MACS_peak_24902_lociStitched	chr20	62134101	62151937	4	17512	21479.8948	1612.3744	342	1
2_MACS_peak_7392_lociStitched	chr11	2190044	2207364	2	16899	23028.672	1215.864	343	1
6_MACS_peak_29311_lociStitched	chr4	3854390	3872262	6	17307	22095.1536	1594.1824	344	1
4_MACS_peak_307_lociStitched	chr1	2299004	2316058	4	16412	24670.3164	1557.0302	345	1
3_MACS_peak_17283_lociStitched	chr19	1491162	1506913	3	15396	27891.8708	2213.0155	346	1
11_MACS_peak_16323_lociStitched	chr17	76604343	76623545	11	17450	21490.8784	1691.6962	347	1
3_MACS_peak_36959_lociStitched	chr9	137662627	137679774	3	16927	22771.216	1294.5985	348	1
12_MACS_peak_715_lociStitched	chr1	3297253	3316788	12	17342	21254.08	1170.1465	349	1
8_MACS_peak_36999_lociStitched	chr9	137818998	137837546	8	17666	20356.43	1545.0484	350	1
9_MACS_peak_27927_lociStitched	chr22	46290243	46308347	9	17204	22001.7912	1598.5832	351	1
6_MACS_peak_24909_lociStitched	chr20	62170467	62187713	6	16594	23639.0922	1477.9822	352	1
6_MACS_peak_25287_lociStitched	chr21	44011049	44028172	6	16753	24090.3487	2643.7912	353	1
9_MACS_peak_16715_lociStitched	chr17	78057027	78074777	9	17110	22093.425	1794.525	354	1
8_MACS_peak_23815_lociStitched	chr20	56150582	56168924	8	17140	21318.9066	1658.1168	355	1
3_MACS_peak_37658_lociStitched	chr9	140317920	140334351	3	15910	24441.1125	1210.9647	356	1
8_MACS_peak_11523_lociStitched	chr15	89898442	89916578	8	16534	23234.0296	2005.8416	357	1
10_MACS_peak_1963_lociStitched	chr1	9708182	9727501	10	17082	21229.6491	1910.6491	358	1
10_MACS_peak_27095_lociStitched	chr22	42812484	42831661	10	17291	20124.3438	1835.2389	359	1
9_MACS_peak_30132_lociStitched	chr4	8640693	8659131	9	16993	20659.779	1589.3556	360	1
7_MACS_peak_7394_lociStitched	chr11	2208099	2226589	7	16935	21004.64	1806.473	361	1
10_MACS_peak_3783_lociStitched	chr1	22871019	22889628	10	16922	20860.689	1639.4529	362	1
4_MACS_peak_26931_lociStitched	chr22	39222245	39239409	4	16688	21382.9112	1718.1164	363	1
12_MACS_peak_29621_lociStitched	chr4	7297243	7316142	12	17153	19499.9882	1493.021	364	1
6_MACS_peak_27044_lociStitched	chr22	42696434	42713731	6	16621	21041.8005	1352.6254	365	1
5_MACS_peak_17320_lociStitched	chr19	2299691	2316507	5	16270	22836.128	2286.976	366	1
11_MACS_peak_16745_lociStitched	chr17	78150822	78169850	11	16984	19695.8828	1623.0884	367	1
6_MACS_peak_7505_lociStitched	chr11	3209481	3227105	6	16311	21857.2848	1594.972	368	1
9_MACS_peak_11221_lociStitched	chr15	74559802	74578366	9	16754	20448.246	1741.3032	369	1
5_MACS_peak_30882_lociStitched	chr5	176299615	176316239	5	15802	23084.0864	1526.0832	370	1
10_MACS_peak_36844_lociStitched	chr9	137434952	137453241	10	16964	18898.0237	1294.8612	371	1
8_MACS_peak_702_lociStitched	chr1	3268427	3286002	8	16504	20383.485	1270.6725	372	1
4_MACS_peak_14449_lociStitched	chr17	34742078	34758254	4	15861	25283.088	4184.7312	373	1
4_MACS_peak_17844_lociStitched	chr19	5323389	5339705	4	16115	22189.76	1935.0776	374	1
11_MACS_peak_36917_lociStitched	chr9	137581266	137599400	11	16560	20241.1708	1510.5622	375	1
3_MACS_peak_25671_lociStitched	chr21	46986883	47002714	3	15750	23322.2292	2031.1173	376	1
9_MACS_peak_36475_lociStitched	chr9	136069500	136087203	9	16653	19675.1142	1525.9986	377	1
11_MACS_peak_37376_lociStitched	chr9	138625860	138643957	11	16317	20295.7855	1140.111	378	1
7_MACS_peak_6068_lociStitched	chr10	73045021	73062836	7	16408	20330.478	1660.358	379	1
3_MACS_peak_15041_lociStitched	chr17	45923240	45939059	3	15603	22991.3346	1784.3832	380	1
7_MACS_peak_18639_lociStitched	chr19	11368103	11386208	7	16239	21007.2315	1904.646	381	1
9_MACS_peak_26844_lociStitched	chr22	37906051	37924000	9	16416	20090.3157	1663.8723	382	1
9_MACS_peak_22185_lociStitched	chr19	55996297	56013531	9	15930	21335.692	1376.9966	383	1
10_MACS_peak_3758_lociStitched	chr1	22701610	22720395	10	16815	18392.3935	1660.594	384	1
6_MACS_peak_8043_lociStitched	chr11	64500274	64516763	6	15382	23040.0797	1688.4736	385	1
3_MACS_peak_14446_lociStitched	chr17	34576766	34592411	3	15548	24673.7295	3856.4925	386	1
7_MACS_peak_15044_lociStitched	chr17	45942114	45959807	7	16606	18651.9606	1484.4427	387	1
11_MACS_peak_12194_lociStitched	chr16	5054855	5073237	11	16440	19393.01	1698.4968	388	1
4_MACS_peak_28623_lociStitched	chr3	48616111	48632717	4	16219	20060.048	1615.7638	389	1
4_MACS_peak_15230_lociStitched	chr17	48062132	48078397	4	15782	21782.088	1912.764	390	1
6_MACS_peak_5262_lociStitched	chr1	156580489	156596792	6	15216	23958.8888	2419.3652	391	1
4_MACS_peak_17209_lociStitched	chr19	665022	679838	4	14569	24492.3296	1686.0608	392	1
9_MACS_peak_24141_lociStitched	chr20	57365046	57382634	9	15986	20296.552	1618.096	393	1
10_MACS_peak_9831_lociStitched	chr12	52225741	52242469	10	16069	19710.6024	1408.4976	394	1
2_MACS_peak_14455_lociStitched	chr17	34793130	34808350	2	15020	25488.934	4045.476	395	1
4_MACS_peak_18270_lociStitched	chr19	7854082	7870243	4	15780	21128.8914	2113.8588	396	1
2_MACS_peak_24870_lociStitched	chr20	62022376	62038437	2	16060	19082.0741	1048.7833	397	1
4_MACS_peak_325_lociStitched	chr1	2382272	2398879	4	16033	19232.5667	1120.9725	398	1
5_MACS_peak_32030_lociStitched	chr7	2532867	2549064	5	15600	20451.9519	1043.0868	399	1
4_MACS_peak_10164_lociStitched	chr12	54585399	54601721	4	15964	19973.2314	1782.3624	400	1
9_MACS_peak_36623_lociStitched	chr9	136495575	136513181	9	16239	18449.3274	1463.0586	401	1
4_MACS_peak_5273_lociStitched	chr1	156640032	156656369	4	15584	21502.7594	2306.7844	402	1
3_MACS_peak_25935_lociStitched	chr22	20177258	20192377	3	14586	23266.6291	1239.758	403	1
8_MACS_peak_25683_lociStitched	chr21	47024415	47041857	8	15978	19779.228	2019.7836	404	1
8_MACS_peak_19587_lociStitched	chr19	18345138	18361898	8	16046	18982.376	1500.02	405	1
1_MACS_peak_13559_lociStitched	chr17	1083410	1097963	1	14554	23294.9871	1618.2936	406	1
4_MACS_peak_32921_lociStitched	chr7	128482789	128497582	4	14726	22902.5226	1881.6696	407	1
3_MACS_peak_9609_lociStitched	chr12	3236390	3252355	3	15414	20495.867	1752.957	408	1
5_MACS_peak_13757_lociStitched	chr17	4481653	4497181	5	14934	21382.056	1248.4512	409	1
7_MACS_peak_26745_lociStitched	chr22	37458538	37474571	7	15455	19986.7378	1486.2591	410	1
13_MACS_peak_20116_lociStitched	chr19	36287035	36304894	13	15943	18307.2609	1641.2421	411	1
3_MACS_peak_24894_lociStitched	chr20	62104403	62119194	3	14701	21517.9468	1091.5758	412	1
7_MACS_peak_13934_lociStitched	chr17	7164618	7181266	7	15664	18985.3792	1613.1912	413	1
4_MACS_peak_13598_lociStitched	chr17	1194655	1210472	4	15371	19556.1388	1281.177	414	1
7_MACS_peak_2704_lociStitched	chr1	17883299	17900142	7	15739	18298.2352	1369.3359	415	1
9_MACS_peak_21493_lociStitched	chr19	49175197	49191661	9	15606	18783.7776	1751.7696	416	1
2_MACS_peak_16039_lociStitched	chr17	74905891	74921145	2	14771	21221.3648	1472.011	417	1
9_MACS_peak_18396_lociStitched	chr19	8277444	8294403	9	15979	17555.9568	2011.3374	418	1
6_MACS_peak_11828_lociStitched	chr16	1476971	1492499	6	14698	20768.7	1194.1032	419	1
2_MACS_peak_7487_lociStitched	chr11	2426928	2440701	2	13661	23368.6491	1043.9934	420	1
2_MACS_peak_14511_lociStitched	chr17	36283722	36297277	2	13535	26303.4775	3688.3155	421	1
7_MACS_peak_29228_lociStitched	chr4	3676857	3693727	7	15459	18523.26	1489.621	422	1
12_MACS_peak_26509_lociStitched	chr22	30863449	30881445	12	16001	16658.8972	1830.1932	423	1
7_MACS_peak_32726_lociStitched	chr7	100927863	100944452	7	15519	18206.4275	1637.3343	424	1
8_MACS_peak_1236_lociStitched	chr1	5892789	5909233	8	15529	17861.4728	1358.2744	425	1
3_MACS_peak_17757_lociStitched	chr19	4772070	4787357	3	15098	19854.7556	1906.2889	426	1
6_MACS_peak_16645_lociStitched	chr17	77874528	77891195	6	15608	17465.3493	1478.3629	427	1
3_MACS_peak_25366_lociStitched	chr21	44863924	44879216	3	14790	20590.678	1874.7992	428	1
5_MACS_peak_101_lociStitched	chr1	1134233	1149803	5	14623	20335.977	1122.597	429	1
9_MACS_peak_21502_lociStitched	chr19	49192729	49209268	9	15297	18350.0205	1364.4675	430	1
1_MACS_peak_17315_lociStitched	chr19	1776182	1789149	1	12968	24996.4859	1587.1608	431	1
10_MACS_peak_11175_lociStitched	chr15	74473817	74490288	10	15398	17787.0329	1363.7988	432	1
2_MACS_peak_16914_lociStitched	chr17	79759047	79772477	2	13375	23145.262	851.462	433	1
1_MACS_peak_25713_lociStitched	chr21	47364033	47378174	1	14142	22045.819	1865.1979	434	1
7_MACS_peak_23576_lociStitched	chr20	44931300	44947875	7	15194	18433.0575	1539.8175	435	1
13_MACS_peak_29205_lociStitched	chr4	3626638	3643822	13	15078	18835.3824	1622.1696	436	1
6_MACS_peak_37350_lociStitched	chr9	138577953	138593205	6	14985	18378.66	855.6372	437	1
7_MACS_peak_32673_lociStitched	chr7	100756980	100772503	7	15096	18695.9012	1609.7351	438	1
4_MACS_peak_17615_lociStitched	chr19	3582727	3596914	4	13795	22711.9683	1743.5823	439	1
4_MACS_peak_1319_lociStitched	chr1	6558043	6572272	4	14050	21450.2175	1213.7337	440	1
2_MACS_peak_17058_lociStitched	chr18	44542071	44557724	2	15435	22283.6108	6993.7604	441	1
1_MACS_peak_17709_lociStitched	chr19	4275120	4289017	1	13898	22032.3038	1812.1688	442	1
9_MACS_peak_16724_lociStitched	chr17	78080553	78097214	9	14960	18310.439	1372.8664	443	1
7_MACS_peak_15164_lociStitched	chr17	47554402	47569602	7	14851	18805.44	1594.48	444	1
6_MACS_peak_5476_lociStitched	chr1	202153034	202167642	6	13836	22659.9296	2464.3696	445	1
6_MACS_peak_25467_lociStitched	chr21	45890825	45906533	6	14894	19056.9456	2159.85	446	1
7_MACS_peak_16381_lociStitched	chr17	77179432	77195002	7	14992	17852.562	1356.147	447	1
8_MACS_peak_37278_lociStitched	chr9	138348349	138365248	8	15528	15901.959	1553.0181	448	1
5_MACS_peak_21257_lociStitched	chr19	48214670	48229901	5	14553	19440.8484	1541.3772	449	1
3_MACS_peak_16664_lociStitched	chr17	77942983	77957753	3	14538	19245.31	1307.145	450	1
7_MACS_peak_33676_lociStitched	chr7	157634630	157650403	7	14764	19042.7429	1894.3373	451	1
3_MACS_peak_752_lociStitched	chr1	3372376	3386833	3	14406	19288.5294	1010.5443	452	1
7_MACS_peak_24609_lociStitched	chr20	60472212	60487369	7	14553	18731.0206	1112.5238	453	1
4_MACS_peak_11749_lociStitched	chr16	1091548	1106556	4	14222	19526.9088	903.4816	454	1
6_MACS_peak_16831_lociStitched	chr17	79096689	79111615	6	14206	19563.5082	1080.6424	455	1
6_MACS_peak_34423_lociStitched	chr8	86744709	86761050	6	15993	16260.9291	5220.9495	456	0
8_MACS_peak_25497_lociStitched	chr21	45990580	46006272	8	14936	17471.4728	1727.6892	457	1
10_MACS_peak_21111_lociStitched	chr19	46964278	46980994	10	14864	17568.516	1684.9728	458	1
8_MACS_peak_560_lociStitched	chr1	2987472	3003410	8	14643	17488.7674	895.7156	459	1
8_MACS_peak_24596_lociStitched	chr20	60445543	60461308	8	14445	18150.2445	1062.561	460	1
8_MACS_peak_37633_lociStitched	chr9	140226405	140242309	8	14705	17573.92	1402.7328	461	1
4_MACS_peak_32481_lociStitched	chr7	99760453	99774623	4	13639	21157.227	1650.805	462	1
4_MACS_peak_9747_lociStitched	chr12	6928974	6942602	4	12975	22622.48	1478.638	463	1
5_MACS_peak_35875_lociStitched	chr9	132454629	132469211	5	14175	19099.5036	1258.4266	464	1
9_MACS_peak_32076_lociStitched	chr7	2716104	2731673	9	14321	18818.2503	1507.0792	465	1
1_MACS_peak_32281_lociStitched	chr7	44267369	44280692	1	13324	21248.8527	1101.8121	466	1
3_MACS_peak_14442_lociStitched	chr17	34490562	34504524	3	13590	22818.0966	3417.8976	467	1
12_MACS_peak_36931_lociStitched	chr9	137607893	137624164	12	14691	16848.6205	1086.9028	468	1
12_MACS_peak_33341_lociStitched	chr7	155622381	155638683	12	14680	17578.4466	1778.5482	469	1
7_MACS_peak_25409_lociStitched	chr21	45666710	45681747	7	13902	19806.7364	1660.0848	470	1
6_MACS_peak_4083_lociStitched	chr1	29563031	29578067	6	14337	17749.998	1420.902	471	1
4_MACS_peak_36155_lociStitched	chr9	133980457	133995463	4	14366	17653.0584	1434.5736	472	1
6_MACS_peak_16246_lociStitched	chr17	76445748	76460913	6	14173	18037.251	1222.299	473	1
9_MACS_peak_1681_lociStitched	chr1	7690457	7706419	9	14506	16689.8672	1053.492	474	1
4_MACS_peak_2507_lociStitched	chr1	17440173	17454349	4	13817	19103.5776	1227.6416	475	1
2_MACS_peak_15961_lociStitched	chr17	73606070	73619323	2	13229	20898.6557	1498.9143	476	1
7_MACS_peak_7429_lociStitched	chr11	2305973	2320861	7	14183	17633.3472	1152.3312	477	1
3_MACS_peak_16606_lociStitched	chr17	77752436	77766423	3	13744	19162.19	1275.6144	478	1
4_MACS_peak_18237_lociStitched	chr19	7757421	7772241	4	14426	17532.06	1959.204	479	1
8_MACS_peak_3201_lociStitched	chr1	19039831	19055373	8	14364	16752.7218	983.8086	480	1
2_MACS_peak_25773_lociStitched	chr21	47528256	47542455	2	13811	19077.7764	1483.7955	481	1
1_MACS_peak_27065_lociStitched	chr22	42751391	42765351	1	13961	18323.896	1214.52	482	1
3_MACS_peak_25490_lociStitched	chr21	45965820	45979782	3	13699	19203.3348	1387.8228	483	1
4_MACS_peak_16161_lociStitched	chr17	75892857	75907365	4	14148	17786.808	1458.054	484	1
3_MACS_peak_25901_lociStitched	chr22	19749013	19762671	3	13200	20235.6928	1062.5924	485	1
7_MACS_peak_26810_lociStitched	chr22	37780740	37795434	7	13916	17944.3128	1068.2538	486	1
7_MACS_peak_11966_lociStitched	chr16	3054903	3069641	7	13759	18543.3516	1209.9898	487	1
3_MACS_peak_26995_lociStitched	chr22	40067938	40082135	3	13919	17788.841	1120.1433	488	1
7_MACS_peak_32054_lociStitched	chr7	2671756	2686440	7	14119	17062.808	1189.404	489	1
8_MACS_peak_20649_lociStitched	chr19	42211572	42226313	8	14093	17168.8427	1286.8893	490	1
1_MACS_peak_16609_lociStitched	chr17	77771557	77783523	1	11967	22902.924	1255.2334	491	1
10_MACS_peak_32696_lociStitched	chr7	100831782	100847639	10	14225	16741.8206	1435.0585	492	1
6_MACS_peak_35858_lociStitched	chr9	132406692	132422067	6	13812	17844.225	1240.7625	493	1
3_MACS_peak_36603_lociStitched	chr9	136438611	136452736	3	13863	17305.95	954.85	494	1
8_MACS_peak_11753_lociStitched	chr16	1107077	1122359	8	13860	17268.66	912.3354	495	1
14_MACS_peak_3432_lociStitched	chr1	20679584	20696649	14	14350	15940.4165	1365.2	496	1
4_MACS_peak_3740_lociStitched	chr1	22665221	22679472	4	13959	17336.3415	1375.2215	497	1
4_MACS_peak_5303_lociStitched	chr1	156888285	156900789	4	12087	23274.9456	2186.9496	498	1
8_MACS_peak_25877_lociStitched	chr22	19690100	19705040	8	13814	17579.898	1201.176	499	1
5_MACS_peak_16799_lociStitched	chr17	78492739	78507011	5	13940	17279.1104	1330.1504	500	1
11_MACS_peak_25906_lociStitched	chr22	19975162	19990859	11	14283	15966.9884	1282.4449	501	1
12_MACS_peak_17768_lociStitched	chr19	5170199	5186047	12	14118	17103.1616	1873.2336	502	1
10_MACS_peak_23685_lociStitched	chr20	48966890	48982726	10	14123	16535.9512	1347.6436	503	1
4_MACS_peak_22859_lociStitched	chr2	220419788	220434208	4	13573	18219.67	1215.606	504	1
2_MACS_peak_76_lociStitched	chr1	1059506	1072483	2	12910	19819.7721	948.6187	505	1
