GENE_ID	locusLine	bin_1_OPM-2.jin.bam
NM_000874	chr21(.):34597230-34640062	1.087
NM_207585	chr21(.):34597230-34641820	1.048
NM_001754	chr21(.):36155097-36426595	0.2988
NM_001001890	chr21(.):36155097-36265987	0.2915
NM_080860	chr21(.):43887596-43921401	0.4671
NM_015834	chr21(.):46489492-46651478	0.1818
NM_001100421	chr21(.):19156283-19196703	0.9843
NM_006988	chr21(.):28203605-28222728	0.4726
NR_027072	chr21(.):30560800-30665526	0.165
NM_206866	chr21(.):30666736-30723469	0.3457
NM_001186	chr21(.):30666219-30723469	0.344
NR_027655	chr21(.):30672559-30739217	0.0904
NM_138983	chr21(.):34437449-34449728	0.7804
NM_005806	chr21(.):34393238-34406500	0.0509
NM_000628	chr21(.):34633671-34674520	0.0827
NM_001122607	chr21(.):36188573-36265987	0.3937
NR_026812	chr21(.):36405232-36416723	0.2064
NM_018964	chr21(.):43914741-44006550	0.664
NM_000394	chr21(.):44584140-44597913	0.5318
NM_173354	chr21(.):44829397-44852002	0.5232
NR_026960	chr21(.):44864903-44878771	0.5459
NR_026863	chr21(.):44876973-44903103	0.121
NM_003681	chr21(.):45133977-45187188	0.2945
NR_027128	chr21(.):46348198-46364828	0.1979
NM_058190	chr21(.):46354954-46401888	0.3493
NM_000211	chr21(.):46300867-46345965	0.0739
NM_001127491	chr21(.):46300867-46353753	0.0737
NR_027292	chr21(.):46485870-46498126	0.1972
NR_033840	chr21(.):46404778-46419001	0.1086
NM_002473	chr22(.):36672322-36789063	0.4011
NM_004327	chr22(.):23517551-23665224	0.1189
NM_014433	chr22(.):23396592-23489241	0.4789
NM_001887	chr22(.):26990361-27018991	0.7769
NM_007194	chr22(.):29078730-29142822	0.1236
NM_001082577	chr22(.):36129782-36241630	0.0936
NM_001082579	chr22(.):36129782-36429585	0.22
NM_001178126	chr22(.):23224959-23243013	2.432
NM_004914	chr22(.):23482512-23511531	0.899
NM_001024938	chr22(.):24194058-24232725	0.0926
NM_002415	chr22(.):24231564-24242409	0.8513
NM_001024939	chr22(.):24195040-24232725	0.093
NM_001002862	chr22(.):24171689-24186199	0.8799
NM_000675	chr22(.):24818529-24843325	1.8408
NR_028484	chr22(.):24820177-24895783	0.7392
NM_001008566	chr22(.):26916713-26966370	0.0691
NM_003595	chr22(.):26916713-26991089	0.1323
NR_003491	chr22(.):27048445-27077440	0.3387
NM_001886	chr22(.):27012927-27031636	0.1707
NM_172002	chr22(.):29133042-29158496	0.1966
NM_173510	chr22(.):29163661-29190283	1.0036
NM_001079539	chr22(.):29185547-29201560	4.2285
NM_001184726	chr22(.):30998069-31028047	0.3104
NM_004861	chr22(.):30945623-30965876	0.0368
NM_001001479	chr22(.):31026792-31048862	0.071
NM_014303	chr22(.):30967611-30992894	0.2527
NR_036550	chr22(.):30967614-31008000	0.3654
NM_005488	chr22(.):35690796-35748987	0.631
NR_027780	chr22(.):35648444-35696800	0.2089
NM_001135729	chr22(.):35690267-35748987	0.6256
NR_037471	chr22(.):35726632-35736751	0.1305
NM_012473	chr22(.):36858092-36882687	0.8407
NM_001102371	chr22(.):36878232-36908148	0.1733
NM_024955	chr22(.):36878232-36908090	0.1735
NM_031910	chr22(.):37571205-37589330	0.0766
NM_001051	chr22(.):37597244-37613353	1.0121
NM_013385	chr22(.):37673494-37716389	0.1289
NM_002872	chr22(.):37616309-37645305	1.0321
NR_002821	chr22(.):38735669-38799931	0.6083
NM_004981	chr22(.):38817332-38845033	0.1116
NM_006116	chr22(.):39790758-39832887	0.2546
NM_002409	chr22(.):39848324-39893199	0.2122
NM_001098270	chr22(.):39878228-39893199	0.0878
NM_002676	chr22(.):41967889-41990871	0.3849
NM_015704	chr22(.):41989031-42022061	0.663
NM_001469	chr22(.):42012294-42065052	0.4679
NM_018280	chr22(.):46441338-46455024	1.7407
NR_027036	chr22(.):46430786-46445748	0.3345
NR_027034	chr22(.):46444725-46459402	1.6519
NR_027033	chr22(.):46476876-46514808	0.0801
NR_027240	chr22(.):46397495-46411657	0.3926
NR_029479	chr22(.):46504565-46514648	0.0776
NR_029478	chr22(.):46503628-46513702	0.0628
NR_037413	chr22(.):46481923-46492006	0.0941
NM_001135101	chr22(.):50307282-50326186	0.1709
NM_024105	chr22(.):50291853-50317106	0.1296
NM_001001852	chr22(.):50349142-50362720	0.5594
