REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	KMS12_jia.bam	enhancerRank	isStretch	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	enhancerRank	isStretch
1_MACS_peak_9174_lociStitched	chr18	46472597	46480745	1	8149	34496.1876	750	1	SMAD7	SMAD7	SMAD7	750	1
2_MACS_peak_15222_lociStitched	chr4	170531305	170544484	2	8138	14494.2642	751	1	CLCN3,NEK1		CLCN3	751	1
1_MACS_peak_20054_lociStitched	chrX	30589319	30597455	1	8137	18033.444	752	1	CXorf21		CXorf21	752	1
2_MACS_peak_1324_lociStitched	chr1	154908156	154917504	2	8135	20132.7876	753	1	PMVK,PBXIP1	CKS1B,MIR4258,FLAD1,LENEP,PYGO2,SHC1	PMVK	753	1
1_MACS_peak_3937_lociStitched	chr11	128337065	128345190	1	8126	14048.9375	754	1	ETS1		ETS1	754	1
2_MACS_peak_1419_lociStitched	chr1	160703238	160715197	2	8126	9046.9835	755	1	SLAMF7	CD48	SLAMF7	755	1
2_MACS_peak_17508_lociStitched	chr7	26002950	26011416	2	8122	15874.5966	756	1		MIR148A	MIR148A	756	1
2_MACS_peak_7021_lociStitched	chr16	3011940	3021262	2	8120	17577.5632	757	1	KREMEN2,PAQR4	FLYWCH1,LOC283875,CLDN9,TNFRSF12A,PKMYT1,CLDN6	KREMEN2	757	1
2_MACS_peak_6564_lociStitched	chr15	66788740	66798933	2	8119	19952.7975	758	1	ZWILCH,SNAPC5,RPL4,SNORD18C,SNORD18B,SNORD16,SNORD18A		SNORD18C	758	1
3_MACS_peak_11329_lociStitched	chr2	99095874	99106189	3	8116	9157.657	759	1	INPP4A		INPP4A	759	1
1_MACS_peak_3795_lociStitched	chr11	110299399	110307510	1	8112	16450.7302	760	1	FDX1		FDX1	760	1
2_MACS_peak_15113_lociStitched	chr4	140215443	140224571	2	8110	16154.7344	761	1	NAA15,NDUFC1	C4orf49	NDUFC1	761	1
3_MACS_peak_20016_lociStitched	chrX	19752168	19766654	3	8108	7135.8036	762	1	SH3KBP1		SH3KBP1	762	1
2_MACS_peak_877_lociStitched	chr1	87793152	87802443	2	8098	16452.5028	763	1	LMO4		LMO4	763	1
2_MACS_peak_18697_lociStitched	chr8	82631978	82646420	2	8095	24154.245	764	1	CHMP4C,ZFAND1	IMPA1,SLC10A5	CHMP4C	764	1
3_MACS_peak_6316_lociStitched	chr15	41708152	41722804	3	8094	12504.0168	765	1	RTF1	NDUFAF1	RTF1	765	1
4_MACS_peak_3088_lociStitched	chr11	26098412	26110750	4	8092	8338.0204	766	1			ANO3	766	1
1_MACS_peak_9177_lociStitched	chr18	47011396	47019485	1	8090	19763.0448	767	1	MIR1539,C18orf32,RPL17-C18ORF32,RPL17,U58,SNORD58C,SNORD58A,SNORD58B	DYM	U58	767	1
2_MACS_peak_14507_lociStitched	chr3	192607109	192618077	2	8085	7435.2072	768	1	C3orf59		C3orf59	768	1
2_MACS_peak_16739_lociStitched	chr6	43593505	43604847	2	8085	21893.4626	769	1	MAD2L1BP,GTPBP2	POLH,RSPH9,XPO5	MAD2L1BP	769	1
1_MACS_peak_14297_lociStitched	chr3	150123490	150131548	1	8059	16833.9678	770	1	TSC22D2		TSC22D2	770	1
3_MACS_peak_8702_lociStitched	chr17	66230886	66245244	3	8054	12702.5226	771	1	AMZ2	LOC440461,ARSG,SLC16A6	AMZ2	771	1
2_MACS_peak_10715_lociStitched	chr2	10219061	10232555	2	8052	9974.7648	772	1	CYS1	KLF11,RRM2,C2orf48	CYS1	772	1
3_MACS_peak_802_lociStitched	chr1	66741228	66750529	3	8051	8024.9028	773	1	PDE4B	PDE4B	PDE4B	773	1
2_MACS_peak_15446_lociStitched	chr5	43008255	43021111	2	8034	12361.044	774	1	LOC648987	LOC153684,C5orf39,LOC100132356	LOC648987	774	1
1_MACS_peak_18149_lociStitched	chr7	130789555	130797580	1	8026	24871.8825	775	1	MKLN1,FLJ43663		FLJ43663	775	1
2_MACS_peak_6552_lociStitched	chr15	66078437	66086579	2	8020	19817.628	776	1	DENND4A		DENND4A	776	1
3_MACS_peak_2535_lociStitched	chr10	90749494	90761534	3	8020	11689.636	777	1	FAS,ACTA2,FAS-AS1	ACTA2	FAS-AS1	777	1
2_MACS_peak_5893_lociStitched	chr14	81930847	81942770	2	8019	16692.2	778	1	SEL1L		SEL1L	778	1
3_MACS_peak_19598_lociStitched	chr9	117369545	117379671	3	8012	15436.0744	779	1	C9orf91	ATP6V1G1	C9orf91	779	1
1_MACS_peak_16972_lociStitched	chr6	106609813	106617822	1	8010	16174.1755	780	1			PRDM1	780	1
2_MACS_peak_9151_lociStitched	chr18	42330441	42342498	2	8007	17750.3154	781	1	SETBP1		SETBP1	781	1
3_MACS_peak_16706_lociStitched	chr6	42531436	42541489	3	8006	10541.5758	782	1	UBR2		UBR2	782	1
1_MACS_peak_13842_lociStitched	chr3	52737983	52745977	1	7995	10442.5622	783	1	SPCS1,GLT8D1,NEK4	GNL3,SNORD19,SNORD19B,SNORD69,PBRM1,GLT8D1	GLT8D1	783	1
1_MACS_peak_10369_lociStitched	chr19	47728427	47736418	1	7992	20678.3107	784	1	MIR3190,BBC3,MIR3191	CCDC9,PRR24	BBC3	784	1
2_MACS_peak_10040_lociStitched	chr19	34894714	34902708	2	7992	13510.6594	785	1	PDCD2L	GPI,UBA2	PDCD2L	785	1
3_MACS_peak_10065_lociStitched	chr19	36192719	36210314	3	7987	12325.2975	786	1	ZBTB32,MLL4	UPK1A,PSENEN,LIN37,C19orf55,TMEM149,U2AF1L4,HSPB6	ZBTB32	786	1
2_MACS_peak_8835_lociStitched	chr17	76116812	76128779	2	7985	15458.9706	787	1	TMC8,TMC6	C17orf99,SYNGR2	TMC6	787	1
1_MACS_peak_3679_lociStitched	chr11	82865943	82873919	1	7977	21405.1912	788	1	PCF11	ANKRD42	PCF11	788	1
2_MACS_peak_3912_lociStitched	chr11	124932245	124943882	2	7977	20962.8918	789	1	SLC37A2	TMEM218	SLC37A2	789	1
1_MACS_peak_6119_lociStitched	chr14	106518454	106526427	1	7974	11804.0265	790	1			ADAM6	790	1
2_MACS_peak_7175_lociStitched	chr16	15733753	15745955	2	7974	22978.8064	791	1	NDE1,MIR484,KIAA0430		MIR484	791	1
2_MACS_peak_16202_lociStitched	chr6	251384	261726	2	7966	11669.9128	792	1		DUSP22	DUSP22	792	1
3_MACS_peak_283_lociStitched	chr1	22099213	22119067	3	7965	19131.3144	793	1	USP48	LDLRAD2	USP48	793	1
1_MACS_peak_3835_lociStitched	chr11	116794518	116802473	1	7956	11880.7925	794	1	SIK3		APOA1	794	1
2_MACS_peak_13944_lociStitched	chr3	71174884	71184957	2	7955	17875.5458	795	1	FOXP1		MIR1284	795	1
3_MACS_peak_19995_lociStitched	chrX	16729489	16745670	3	7952	8435.1553	796	1	SYAP1,CTPS2		SYAP1	796	1
1_MACS_peak_1683_lociStitched	chr1	200986852	200994797	1	7946	19284.8985	797	1	KIF21B		KIF21B	797	1
1_MACS_peak_13549_lociStitched	chr3	18480411	18488353	1	7943	10738.3782	798	1		SATB1	SATB1	798	1
1_MACS_peak_8373_lociStitched	chr17	40826389	40834328	1	7940	25588.9848	799	1	PLEKHH3,CCR10	TUBG2,CNTNAP1	PLEKHH3	799	1
1_MACS_peak_5619_lociStitched	chr14	50527122	50535058	1	7937	15489.4848	800	1		C14orf183,C14orf138	C14orf183	800	1
2_MACS_peak_8518_lociStitched	chr17	46370718	46378713	2	7936	9472.476	801	1	SKAP1		SKAP1	801	1
3_MACS_peak_2590_lociStitched	chr10	97514842	97530905	3	7936	10980.6668	802	1	ENTPD1		ENTPD1	802	1
3_MACS_peak_9040_lociStitched	chr18	12856554	12869057	3	7934	7710.6001	803	1	PTPN2		PTPN2	803	1
3_MACS_peak_15892_lociStitched	chr5	138897059	138911777	3	7930	14622.333	804	1		UBE2D2,TMEM173	UBE2D2	804	1
2_MACS_peak_16171_lociStitched	chr5	179222086	179236345	2	7927	20374.6851	805	1	LTC4S,SQSTM1,MGAT4B,MIR1229	SQSTM1,C5orf45	MGAT4B	805	1
2_MACS_peak_4500_lociStitched	chr12	57471036	57484077	2	7924	21458.9655	806	1	NAB2,TMEM194A	LRP1,MYO1A,STAT6	TMEM194A	806	1
3_MACS_peak_18626_lociStitched	chr8	66857928	66867262	3	7917	10294.4686	807	1			DNAJC5B	807	1
1_MACS_peak_15132_lociStitched	chr4	144103029	144110941	1	7913	12701.1336	808	1	USP38		USP38	808	1
2_MACS_peak_850_lociStitched	chr1	79954250	79962862	2	7910	10009.7276	809	1			ELTD1	809	1
2_MACS_peak_18899_lociStitched	chr8	125615672	125626179	2	7907	13453.1628	810	1	MTSS1		NDUFB9	810	1
1_MACS_peak_16048_lociStitched	chr5	162929206	162937109	1	7904	16441.4012	811	1	MAT2B	HMMR,NUDCD2	MAT2B	811	1
2_MACS_peak_9296_lociStitched	chr18	72701855	72710467	2	7897	25115.1756	812	1	ZNF407		ZADH2	812	1
4_MACS_peak_18991_lociStitched	chr8	144622716	144641777	4	7897	11003.9153	813	1	GSDMD,ZC3H3	TIGD5,C8orf73,NAPRT1,EEF1D	GSDMD	813	1
4_MACS_peak_16624_lociStitched	chr6	35264936	35280035	4	7895	8574.7221	814	1	DEF6	ZNF76,PPARD	DEF6	814	1
2_MACS_peak_812_lociStitched	chr1	67389484	67400556	2	7894	7639.68	815	1	MIER1,WDR78		MIER1	815	1
1_MACS_peak_10579_lociStitched	chr19	55764352	55772243	1	7892	18868.1701	816	1	PPP6R1	BRSK1,PTPRH,TMEM86B,HSPBP1	PPP6R1	816	1
1_MACS_peak_1011_lociStitched	chr1	111211378	111219251	1	7874	15497.2132	817	1	KCNA3		KCNA3	817	1
2_MACS_peak_6806_lociStitched	chr15	85954329	85967386	2	7866	13228.0467	818	1	AKAP13		AKAP13	818	1
1_MACS_peak_2199_lociStitched	chr10	22765505	22773369	1	7865	17455.7208	819	1		LOC100499489	LOC100499489	819	1
4_MACS_peak_20262_lociStitched	chrX	70315075	70339218	4	7858	9367.484	820	1	FOXO4,MED12,CXorf65,IL2RG	NLGN3,SNX12	CXorf65	820	1
2_MACS_peak_14304_lociStitched	chr3	151913896	151922332	2	7856	6060.4224	821	1			MBNL1	821	1
2_MACS_peak_6237_lociStitched	chr15	34624890	34635704	2	7854	13242.8244	822	1	SLC12A6,NOP10	C15orf55,SLC12A6,LPCAT4,MIR1233-1,GOLGA8A	SLC12A6	822	1
2_MACS_peak_6438_lociStitched	chr15	52968100	52976765	2	7853	19379.2725	823	1	KIAA1370		KIAA1370	823	1
2_MACS_peak_9210_lociStitched	chr18	51787649	51798914	2	7848	16141.6185	824	1	POLI	SNORA37,MBD2	POLI	824	1
2_MACS_peak_19181_lociStitched	chr9	33288637	33299034	2	7847	14970.6403	825	1	NFX1	SPINK4,CHMP5,BAG1	NFX1	825	1
2_MACS_peak_8245_lociStitched	chr17	36100191	36111492	2	7842	24068.8698	826	1	HNF1B		HNF1B	826	1
1_MACS_peak_5253_lociStitched	chr13	49549238	49557077	1	7840	15593.3388	827	1	FNDC3A		FNDC3A	827	1
1_MACS_peak_1998_lociStitched	chr1	235487878	235495717	1	7840	12492.2304	828	1	GGPS1,ARID4B	TBCE	GGPS1	828	1
3_MACS_peak_8506_lociStitched	chr17	46018107	46028423	3	7840	10539.8572	829	1	PNPO	SP2,CDK5RAP3,PRR15L	PNPO	829	1
3_MACS_peak_20496_lociStitched	chrX	135225395	135240556	3	7838	7938.2996	830	1	FHL1	FHL1	FHL1	830	1
3_MACS_peak_13247_lociStitched	chr22	39485948	39495827	3	7837	7079.2914	831	1	APOBEC3H	APOBEC3F,APOBEC3G	APOBEC3H	831	1
3_MACS_peak_1560_lociStitched	chr1	174959199	174973404	3	7834	19166.8065	832	1	CACYBP	MRPS14	CACYBP	832	1
2_MACS_peak_8368_lociStitched	chr17	40728140	40740148	2	7832	13558.2328	833	1	PSMC3IP,FAM134C	NAGLU,HSD17B1,COASY,MLX,TUBG1	PSMC3IP	833	1
2_MACS_peak_6753_lociStitched	chr15	81280642	81295252	2	7831	21055.932	834	1	MESDC1,MESDC2		MESDC1	834	1
1_MACS_peak_9201_lociStitched	chr18	48717655	48725480	1	7826	33752.355	835	1	MEX3C		MEX3C	835	1
3_MACS_peak_16186_lociStitched	chr5	180610661	180619902	3	7826	8142.2451	836	1		OR2V2,TRIM41,TRIM7,SNORD96A	TRIM7	836	1
1_MACS_peak_18459_lociStitched	chr8	28346847	28354670	1	7824	20969.5515	837	1	FZD3,FBXO16	MIR4288	FZD3	837	1
2_MACS_peak_12099_lociStitched	chr20	4791735	4804812	2	7822	20112.426	838	1	RASSF2		RASSF2	838	1
5_MACS_peak_9413_lociStitched	chr19	2082698	2097442	5	7819	6236.712	839	1	IZUMO4,MOBKL2A	MKNK2	MOBKL2A	839	1
2_MACS_peak_17578_lociStitched	chr7	35764144	35771974	2	7815	15808.77	840	1		HERPUD2	HERPUD2	840	1
2_MACS_peak_18172_lociStitched	chr7	134845544	134860242	2	7812	25990.4734	841	1	TMEM140,C7orf49	WDR91	C7orf49	841	1
2_MACS_peak_10049_lociStitched	chr19	35695657	35705799	2	7809	12670.4006	842	1		FXYD5,LSR,FAM187B	FAM187B	842	1
4_MACS_peak_7662_lociStitched	chr16	81681582	81691773	4	7797	9955.5879	843	1	CMIP		PLCG2	843	1
3_MACS_peak_9906_lociStitched	chr19	18197093	18211042	3	7796	8861.7997	844	1	MAST3,IL12RB1		MAST3	844	1
1_MACS_peak_18468_lociStitched	chr8	29082409	29090202	1	7794	16451.8023	845	1	KIF13B		KIF13B	845	1
3_MACS_peak_18817_lociStitched	chr8	103817811	103827204	3	7793	25176.0579	846	1		AZIN1	AZIN1	846	1
3_MACS_peak_6473_lociStitched	chr15	59267806	59281960	3	7790	14253.078	847	1	RNF111	SLTM	RNF111	847	1
2_MACS_peak_3319_lociStitched	chr11	62619620	62629301	2	7788	17299.947	848	1	SLC3A2,SNHG1,SNORD22,SNORD31,SNORD30,SNORD29,SNORD27,SNORD28,SNORD26,SNORD25	SLC3A2,NXF1,STX5,WDR74	SLC3A2	848	1
2_MACS_peak_10178_lociStitched	chr19	40446340	40460512	2	7772	15110.1864	849	1		PSMC4,ZNF546,FCGBP	FCGBP	849	1
1_MACS_peak_3506_lociStitched	chr11	67348712	67356474	1	7763	11356.5822	850	1	GSTP1	NDUFV1,DOC2GP,NUDT8	GSTP1	850	1
4_MACS_peak_4899_lociStitched	chr12	120965923	120977097	4	7761	11254.4528	851	1	RNF10,COQ5	DYNLL1,POP5	RNF10	851	1
1_MACS_peak_5350_lociStitched	chr13	98080991	98088750	1	7760	16773.4062	852	1	RAP2A		RAP2A	852	1
3_MACS_peak_4384_lociStitched	chr12	52416357	52432446	3	7759	13112.535	853	1		GRASP,NR4A1,C12orf44	NR4A1	853	1
1_MACS_peak_6176_lociStitched	chr15	28576821	28584576	1	7756	9249.3885	854	1		GOLGA8G,HERC2	HERC2	854	1
3_MACS_peak_8762_lociStitched	chr17	73283903	73294756	3	7756	10875.7913	855	1	SLC25A19	MRPS7,LOC100287042,GGA3,MIF4GD	SLC25A19	855	1
1_MACS_peak_19294_lociStitched	chr9	66454563	66462307	1	7745	62020.9216	856	1		LOC442421	LOC442421	856	1
3_MACS_peak_17218_lociStitched	chr6	149555144	149568776	3	7741	9515.136	857	1			TAB2	857	1
1_MACS_peak_8418_lociStitched	chr17	42292725	42300459	1	7735	32915.1306	858	1	UBTF	ASB16,TMUB2,C17orf65,ATXN7L3,SLC4A1	UBTF	858	1
3_MACS_peak_9880_lociStitched	chr19	17502036	17519417	3	7731	12733.3206	859	1	BST2	FAM125A,PLVAP,TMEM221	BST2	859	1
2_MACS_peak_1253_lociStitched	chr1	151160759	151173381	2	7729	14615.0138	860	1	PIP5K1A,VPS72	TNFAIP8L2,SCNM1,SEMA6C,LYSMD1,TMOD4	PIP5K1A	860	1
2_MACS_peak_17046_lociStitched	chr6	114175094	114182827	2	7727	16743.4916	861	1	MARCKS	FLJ34503	MARCKS	861	1
5_MACS_peak_10068_lociStitched	chr19	36230856	36240282	5	7717	13395.2886	862	1	PSENEN,LIN37,TMEM149,U2AF1L4	ZBTB32,MLL4,C19orf55,ARHGAP33,HSPB6	U2AF1L4	862	1
2_MACS_peak_16262_lociStitched	chr6	6584219	6593501	2	7712	8556.1476	863	1	LY86,LY86-AS1		LY86	863	1
1_MACS_peak_16192_lociStitched	chr5	180668567	180676275	1	7709	14252.092	864	1	GNB2L1,SNORD96A,SNORD95	TRIM41,TRIM7,TRIM52	GNB2L1	864	1
2_MACS_peak_3770_lociStitched	chr11	107434052	107448530	2	7703	15120.8232	865	1	ALKBH8	ELMOD1,LOC643923	ALKBH8	865	1
2_MACS_peak_14571_lociStitched	chr3	197018498	197026966	2	7702	11875.5232	866	1	DLG1		DLG1	866	1
3_MACS_peak_2139_lociStitched	chr10	13378053	13392003	3	7694	14043.465	867	1	SEPHS1	PHYH	SEPHS1	867	1
2_MACS_peak_18407_lociStitched	chr8	22830721	22841082	2	7688	14995.4753	868	1		RHOBTB2,PEBP4	RHOBTB2	868	1
1_MACS_peak_17080_lociStitched	chr6	119211534	119219219	1	7686	23200.2465	869	1	ASF1A,MCM9	MCM9	ASF1A	869	1
1_MACS_peak_4968_lociStitched	chr12	123007821	123015500	1	7680	12378.548	870	1	KNTC1,RSRC2	ZCCHC8	RSRC2	870	1
2_MACS_peak_18820_lociStitched	chr8	103834943	103844853	2	7677	10331.175	871	1	AZIN1		AZIN1	871	1
2_MACS_peak_8370_lociStitched	chr17	40758966	40772597	2	7675	15242.1842	872	1	TUBG1,FAM134C	COASY,MLX,TUBG2,PSMC3IP	FAM134C	872	1
3_MACS_peak_12261_lociStitched	chr20	32461728	32473424	3	7671	11084.2992	873	1			CHMP4B	873	1
3_MACS_peak_7579_lociStitched	chr16	69360309	69375065	3	7668	11306.0472	874	1	NIP7,PDF,COG8	VPS4A,TMED6,TERF2	PDF	874	1
1_MACS_peak_16383_lociStitched	chr6	26120110	26127774	1	7665	13700.9328	875	1	HIST1H2AC,HIST1H2BC	HFE,HIST1H4C,HIST1H1E,HIST1H2BD,HIST1H1T	HIST1H2BC	875	1
3_MACS_peak_6294_lociStitched	chr15	41045722	41058012	3	7661	13409.619	876	1	GCHFR,FAM82A2	C15orf62,ZFYVE19,DNAJC17	FAM82A2	876	1
4_MACS_peak_68_lociStitched	chr1	2471854	2489038	4	7650	15888.3264	877	1	TNFRSF14,LOC115110	C1orf93,PANK4,HES5	LOC115110	877	1
3_MACS_peak_7780_lociStitched	chr16	90013888	90027692	3	7645	11124.6436	878	1	DEF8	MC1R,TUBB3,AFG3L1P,CENPBD1,DBNDD1	DEF8	878	1
3_MACS_peak_14019_lociStitched	chr3	101393931	101406450	3	7644	9511.9362	879	1	LOC100009676,ZBTB11,RPL24	LOC285359,CEP97	ZBTB11	879	1
1_MACS_peak_5354_lociStitched	chr13	99222631	99230263	1	7633	13430.7936	880	1	STK24	STK24	STK24	880	1
1_MACS_peak_4209_lociStitched	chr12	27087768	27095400	1	7633	15200.6544	881	1	FGFR1OP2,C12orf11		FGFR1OP2	881	1
2_MACS_peak_7402_lociStitched	chr16	33440611	33448306	2	7633	9338.652	882	1			SLC6A10P	882	1
3_MACS_peak_14762_lociStitched	chr4	39354140	39369423	3	7632	7672.066	883	1	RFC1	KLB	RFC1	883	1
2_MACS_peak_9961_lociStitched	chr19	19771679	19781259	2	7625	15556.004	884	1	ZNF101,ATP13A1	PBX4,LPAR2,GMIP	ATP13A1	884	1
2_MACS_peak_18655_lociStitched	chr8	74649630	74660482	2	7625	12974.6512	885	1	STAU2		STAU2	885	1
1_MACS_peak_733_lociStitched	chr1	53097055	53104675	1	7621	12605.004	886	1	FAM159A	GPX7	FAM159A	886	1
2_MACS_peak_3007_lociStitched	chr11	9590469	9600115	2	7619	23808.2572	887	1	WEE1		WEE1	887	1
1_MACS_peak_3988_lociStitched	chr12	858911	866522	1	7612	11303.8572	888	1	WNK1		WNK1	888	1
3_MACS_peak_14682_lociStitched	chr4	8429365	8443433	3	7605	8032.828	889	1	C4orf23,ACOX3		ACOX3	889	1
2_MACS_peak_12531_lociStitched	chr20	55963939	55974638	2	7603	18149.7836	890	1	RBM38	RAE1,MTRNR2L3	RBM38	890	1
1_MACS_peak_18377_lociStitched	chr8	17779494	17787095	1	7602	10254.5091	891	1	PCM1	FGL1	PCM1	891	1
3_MACS_peak_17325_lociStitched	chr6	163827033	163841137	3	7602	13537.0192	892	1	QKI,LOC100526820		LOC100526820	892	1
2_MACS_peak_2356_lociStitched	chr10	65021349	65029945	2	7600	10740.702	893	1	JMJD1C		JMJD1C	893	1
3_MACS_peak_10466_lociStitched	chr19	50369479	50382149	3	7598	16422.854	894	1	TBC1D17,PNKP,AKT1S1	MED25,PTOV1,ATF5,IL4I1	AKT1S1	894	1
3_MACS_peak_20576_lociStitched	chrX	153616500	153628888	3	7594	17385.3192	895	1	RPL10,SNORA70	EMD,TAZ,ATP6AP1,GDI1,FAM50A,FLNA,DNASE1L1	RPL10	895	1
3_MACS_peak_6356_lociStitched	chr15	44083451	44102824	3	7583	15670.8197	896	1	SERF2,C15orf63,MIR1282,SERINC4,MFAP1	PDIA3,WDR76,CATSPER2P1,ELL3	C15orf63	896	1
2_MACS_peak_2244_lociStitched	chr10	32209568	32220642	2	7579	13859.111	897	1	ARHGAP12		ARHGAP12	897	1
3_MACS_peak_12251_lociStitched	chr20	32250659	32262882	3	7578	14941.3952	898	1	C20orf144,C20orf134,NECAB3	E2F1,PXMP4	C20orf134	898	1
1_MACS_peak_16977_lociStitched	chr6	106966298	106973870	1	7573	13597.7976	899	1	AIM1		AIM1	899	1
2_MACS_peak_12723_lociStitched	chr21	34745719	34757343	2	7563	14263.8104	900	1		IFNAR1,IFNGR2	IFNGR2	900	1
3_MACS_peak_3022_lociStitched	chr11	10471686	10482337	3	7562	11066.389	901	1	AMPD3	AMPD3,MTRNR2L8	AMPD3	901	1
1_MACS_peak_17975_lociStitched	chr7	102983372	102990929	1	7558	15556.8402	902	1	PSMC2,DNAJC2	PMPCB	PSMC2	902	1
3_MACS_peak_17904_lociStitched	chr7	100020575	100034931	3	7557	30833.8168	903	1	MEPCE,ZCWPW1,C7orf47	PILRA,C7orf51,C7orf61,TSC22D4	MEPCE	903	1
2_MACS_peak_4512_lociStitched	chr12	57910810	57918446	2	7552	33748.8292	904	1	MBD6,DDIT3	MARS,KIF5A,ARHGAP9,DCTN2	DDIT3	904	1
2_MACS_peak_11976_lociStitched	chr2	238599412	238607086	2	7551	7393.899	905	1	LRRFIP1		LRRFIP1	905	1
2_MACS_peak_18878_lociStitched	chr8	124047348	124055527	2	7550	10864.1657	906	1	DERL1	WDR67	DERL1	906	1
2_MACS_peak_13250_lociStitched	chr22	39506438	39514701	2	7544	10863.3661	907	1		APOBEC3G,APOBEC3H,CBX7	APOBEC3H	907	1
2_MACS_peak_7944_lociStitched	chr17	8021750	8030566	2	7544	4181.4288	908	1	ALOXE3,HES7	MIR4314,ALOX12B,PER1,VAMP2,TMEM107	HES7	908	1
4_MACS_peak_7106_lociStitched	chr16	10962112	10976229	4	7534	7946.4593	909	1	CIITA	FAM18A	CIITA	909	1
2_MACS_peak_5840_lociStitched	chr14	75300716	75308590	2	7533	6795.262	910	1	YLPM1	DLST,PROX2	PROX2	910	1
3_MACS_peak_1462_lociStitched	chr1	161707864	161720670	3	7529	11011.8794	911	1	DUSP12	FCRLA,FCRLB,ATF6	DUSP12	911	1
3_MACS_peak_5444_lociStitched	chr14	20922040	20939003	3	7516	11158.2614	912	1	APEX1,PNP,OSGEP,TMEM55B	RNASE10,TEP1,KLHL33	TMEM55B	912	1
2_MACS_peak_2674_lociStitched	chr10	103873730	103881423	2	7514	11274.8608	913	1	LDB1	HPS6,PPRC1,NOLC1	LDB1	913	1
2_MACS_peak_15258_lociStitched	chr4	185330331	185344068	2	7514	12150.3765	914	1	IRF2		IRF2	914	1
3_MACS_peak_6757_lociStitched	chr15	81585344	81597207	3	7508	8264.9521	915	1	IL16	STARD5	IL16	915	1
4_MACS_peak_17461_lociStitched	chr7	18534665	18549425	4	7508	5945.328	916	1	HDAC9		HDAC9	916	1
1_MACS_peak_859_lociStitched	chr1	84763554	84771057	1	7504	15742.0443	917	1	SAMD13		SAMD13	917	1
2_MACS_peak_982_lociStitched	chr1	109911214	109921113	2	7504	7177.7649	918	1	SORT1	PSMA5	SORT1	918	1
4_MACS_peak_5309_lociStitched	chr13	64645887	64653703	4	7501	8202.892	919	1			OR7E156P	919	1
3_MACS_peak_8226_lociStitched	chr17	34409093	34420617	3	7499	16978.3092	920	1	CCL3	CCL18,CCL4	CCL3	920	1
3_MACS_peak_5990_lociStitched	chr14	95780080	95795176	3	7486	10607.9592	921	1	CLMN		CLMN	921	1
3_MACS_peak_1890_lociStitched	chr1	226178287	226190446	3	7480	10350.9567	922	1	C1orf55	LEFTY2	C1orf55	922	1
1_MACS_peak_6778_lociStitched	chr15	83473499	83480975	1	7477	16545.1356	923	1	WHAMM,FSD2	SCARNA15	WHAMM	923	1
3_MACS_peak_8897_lociStitched	chr17	79668433	79680981	3	7476	10439.936	924	1	HGS,MRPL12,SLC25A10	CCDC137,PDE6G,C17orf90,ARL16	MRPL12	924	1
2_MACS_peak_18687_lociStitched	chr8	81008551	81016750	2	7467	6385.3812	925	1	TPD52	TPD52	TPD52	925	1
1_MACS_peak_6212_lociStitched	chr15	31615319	31622774	1	7456	28667.457	926	1	KLF13		KLF13	926	1
1_MACS_peak_19662_lociStitched	chr9	128508285	128515731	1	7447	12314.1948	927	1	PBX3	MAPKAP1	PBX3	927	1
2_MACS_peak_14281_lociStitched	chr3	143688875	143697014	2	7446	15048.1971	928	1	C3orf58		C3orf58	928	1
1_MACS_peak_16971_lociStitched	chr6	106588264	106595708	1	7445	12863.232	929	1		PRDM1	PRDM1	929	1
3_MACS_peak_8143_lociStitched	chr17	28079862	28089135	3	7442	7684.5351	930	1	SSH2		CORO6	930	1
2_MACS_peak_3930_lociStitched	chr11	126172765	126182946	2	7442	16318.1068	931	1	DCPS	FOXRED1,TIRAP,ST3GAL4,SRPR,FLJ39051	DCPS	931	1
1_MACS_peak_4371_lociStitched	chr12	51314649	51322089	1	7441	14856.192	932	1	METTL7A	HIGD1C	METTL7A	932	1
1_MACS_peak_3825_lociStitched	chr11	115089902	115097342	1	7441	30181.104	933	1	CADM1		CADM1	933	1
2_MACS_peak_16552_lociStitched	chr6	32156450	32164865	2	7440	21186.4455	934	1	PBX2,GPSM3,NOTCH4	PPT2,EGFL8,RNF5,RNF5P1,PRRT1,LOC100507547,AGPAT1,AGER	GPSM3	934	1
1_MACS_peak_14233_lociStitched	chr3	136466776	136474211	1	7436	21010.5665	935	1	STAG1		STAG1	935	1
2_MACS_peak_17607_lociStitched	chr7	42969442	42977235	2	7428	11663.0038	936	1	MRPL32,PSMA2	C7orf25	MRPL32	936	1
4_MACS_peak_13134_lociStitched	chr22	35758501	35778360	4	7424	9272.1671	937	1	HMOX1	MIR3909,MCM5	HMOX1	937	1
2_MACS_peak_6655_lociStitched	chr15	74831560	74839511	2	7420	15028.9802	938	1	ARID3B		ARID3B	938	1
3_MACS_peak_15442_lociStitched	chr5	41917846	41926920	3	7419	9579.4218	939	1	C5orf51,FBXO4	OXCT1	FBXO4	939	1
4_MACS_peak_6938_lociStitched	chr16	729756	746608	4	7419	11973.346	940	1	STUB1,JMJD8,WDR24,FBXL16	WFIKKN1,FAM195A,WDR90,RHOT2,RHBDL1,METRN,FAM173A,HAGHL,C16orf13,CCDC78,NARFL	WDR24	940	1
