GENE_ID	locusLine	bin_1_MM.1S.jin.bam
NM_000100	chr21(.):45188830-45201259	0.9205
NR_026961	chr21(.):45220638-45237448	0.1336
NM_005049	chr21(.):45522207-45556063	0.268
NM_198155	chr21(.):45548493-45570605	1.3019
NM_000383	chr21(.):45700762-45723102	0.5954
NM_175867	chr21(.):45661222-45687099	1.1374
NM_015259	chr21(.):45641721-45665834	1.281
NM_000658	chr21(.):45705273-45723110	0.7196
NM_004928	chr21(.):45743826-45764285	0.3434
NM_000211	chr21(.):46300867-46345965	0.098
NM_004339	chr21(.):46264512-46298741	0.2702
NM_002473	chr22(.):36672322-36789063	0.3935
NM_198856	chr22(.):43919623-44213217	0.1008
NM_004327	chr22(.):23517551-23665224	0.2023
NM_014433	chr22(.):23396592-23489241	0.2794
NM_022081	chr22(.):26842445-26884820	0.158
NM_001887	chr22(.):26990361-27018991	0.8365
NM_152841	chr22(.):26842445-26880551	0.1538
NM_007194	chr22(.):29078730-29142822	0.1085
NM_133642	chr22(.):33664061-34321416	0.1216
NM_001195071	chr22(.):38610297-38673670	0.4738
NM_001195072	chr22(.):38610297-38674040	0.4715
NM_024821	chr22(.):42191677-42227303	0.173
NM_001003828	chr22(.):44390172-44570103	0.1014
NM_013327	chr22(.):44415167-44570103	0.108
NM_001178126	chr22(.):23224959-23243013	1.647
NM_004914	chr22(.):23482512-23511531	0.4107
NM_001024938	chr22(.):24194058-24232725	0.1384
NM_002415	chr22(.):24231564-24242409	0.4914
NM_001024939	chr22(.):24195040-24232725	0.1413
NM_001002862	chr22(.):24171689-24186199	1.1016
NM_000675	chr22(.):24818529-24843325	0.9005
NR_028484	chr22(.):24820177-24895783	0.3698
NM_001008566	chr22(.):26916713-26966370	0.2999
NM_001013694	chr22(.):26874849-26892904	0.2833
NM_012143	chr22(.):26882893-26913437	0.4055
NM_003595	chr22(.):26916713-26991089	0.4676
NR_031615	chr22(.):26946177-26956289	0.5508
NR_003491	chr22(.):27048445-27077440	0.491
NM_001886	chr22(.):27012927-27031636	0.3807
NM_172002	chr22(.):29133042-29158496	0.2418
NM_173510	chr22(.):29163661-29190283	0.5976
NM_001079539	chr22(.):29185547-29201560	1.7647
NM_001184726	chr22(.):30998069-31028047	0.2655
NM_004861	chr22(.):30945623-30965876	0.07
NM_001001479	chr22(.):31026792-31048862	0.0862
NM_014303	chr22(.):30967611-30992894	0.1306
NR_036550	chr22(.):30967614-31008000	0.2479
NM_005488	chr22(.):35690796-35748987	0.3803
NM_001135729	chr22(.):35690267-35748987	0.3772
NR_037471	chr22(.):35726632-35736751	0.1654
NM_145640	chr22(.):36531370-36561977	0.3853
NM_145642	chr22(.):36531370-36567225	0.3476
NM_030643	chr22(.):36580175-36605879	0.1488
NM_031910	chr22(.):37571205-37589330	0.0966
NM_001051	chr22(.):37597244-37613353	0.4871
NM_013385	chr22(.):37673494-37716389	0.1028
NM_002872	chr22(.):37616309-37645305	0.8894
NM_001161574	chr22(.):38592938-38617517	0.3677
NM_001161573	chr22(.):38594026-38617517	0.3781
NM_152221	chr22(.):38681696-38718413	0.592
NR_002821	chr22(.):38735669-38799931	0.5379
NM_001894	chr22(.):38681696-38719089	0.5819
NM_004981	chr22(.):38817332-38845033	0.0639
NM_004286	chr22(.):39096806-39134592	0.4699
NM_005740	chr22(.):39169512-39195161	0.1192
NM_015374	chr22(.):39125734-39156947	0.4998
NM_014293	chr22(.):39209456-39245017	0.0488
NM_014292	chr22(.):39255247-39273258	0.5247
NM_004900	chr22(.):39373404-39393783	0.8079
NM_001193289	chr22(.):39348526-39393783	0.5419
NM_152426	chr22(.):39412117-39434256	0.3255
NM_014508	chr22(.):39405264-39419825	0.4723
NM_002608	chr22(.):39614684-39645957	0.3353
NM_033016	chr22(.):39614684-39641914	0.3436
NM_006116	chr22(.):39790758-39832887	0.3624
NM_002409	chr22(.):39848324-39893199	0.2953
NM_001098270	chr22(.):39878228-39893199	0.1611
NM_152513	chr22(.):42090517-42200459	0.2236
