REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X11_0EWX_0229Kronos_MM1S.No.Treatment.1_H3K27Ac_hs.dm_i20.bam	X35_0EXN_0229Kronos_MM1S.No.Treatment.1_Input_hs_i77.bam	enhancerRank	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	enhancerRank	isSuper
3_MACS_peak_5517_lociStitched	chr11	118887846	118902011	3	9760	31535.5395	2891.0765	739	TRAPPC4,MIR3656,RPS25,SLC37A4	FOXR1,CCDC84,VPS11,RPL23AP64,HYOU1	MIR3656	739	1
1_MACS_peak_23541_lociStitched	chr6	26122122	26127159	1	5038	30020.0163	1405.323	740	HIST1H2AC,HIST1H2BC	HFE,HIST1H4C,HIST1H1E,HIST1H2BD,HIST1H1T	HIST1H2AC	740	1
2_MACS_peak_12094_lociStitched	chr17	75434536	75442822	2	6734	30013.5492	1425.192	741	SEPT9	SEPT9,MIR4316	SEPT9	741	1
1_MACS_peak_28994_lociStitched	chr9	134550819	134555735	1	4917	29764.4136	1180.3316	742	RAPGEF1		RAPGEF1	742	1
2_MACS_peak_53_lociStitched	chr1	2476942	2489198	2	6996	30474.544	1903.3568	743	TNFRSF14,LOC115110	C1orf93,PANK4,HES5	LOC115110	743	1
1_MACS_peak_12023_lociStitched	chr17	73637957	73643773	1	5817	29772.6856	1238.2264	744	LOC100130933,RECQL5	LOC643008,SAP30BP,RECQL5	LOC100130933	744	1
1_MACS_peak_22233_lociStitched	chr5	81145885	81152054	1	6170	29828.3488	1323.2505	745			SSBP2	745	1
1_MACS_peak_17511_lociStitched	chr21	45135610	45140959	1	5350	29892.8865	1389.1353	746	PDXK		PDXK	746	1
2_MACS_peak_25035_lociStitched	chr7	2438727	2447828	2	7492	29957.7617	1467.9913	747	CHST12	EIF3B	CHST12	747	1
2_MACS_peak_28905_lociStitched	chr9	130731578	130744185	2	8511	30943.8815	2497.4467	748	FAM102A	PIP5KL1,DPM2,FAM102A	FAM102A	748	1
2_MACS_peak_27804_lociStitched	chr8	142126743	142140689	2	7656	30897.363	2454.496	749	DENND3		DENND3	749	1
2_MACS_peak_20973_lociStitched	chr4	103532196	103542782	2	8816	30790.4396	2353.2678	750	NFKB1		NFKB1	750	1
1_MACS_peak_5084_lociStitched	chr11	72523364	72527530	1	4167	29361.1348	953.1808	751	ATG16L2	STARD10	ATG16L2	751	1
4_MACS_peak_27478_lociStitched	chr8	103815899	103828755	4	10072	29680.6472	1285.6	752		AZIN1	AZIN1	752	1
1_MACS_peak_12956_lociStitched	chr19	3983229	3990764	1	7536	30939.4635	2564.914	753	EEF2	PIAS4,MIR637,DAPK3,SNORD37	EEF2	753	1
1_MACS_peak_14641_lociStitched	chr2	65254901	65261238	1	6338	29797.2077	1439.7664	754		SLC1A4,CEP68	CEP68	754	1
2_MACS_peak_6045_lociStitched	chr12	27330111	27340407	2	7501	30208.464	1879.02	755			STK38L	755	1
1_MACS_peak_17963_lociStitched	chr22	38900035	38903697	1	3663	29133.041	810.7668	756	DDX17	KDELR3,KCNJ4,DDX17	DDX17	756	1
3_MACS_peak_13174_lociStitched	chr19	12898837	12918235	3	9592	31558.6062	3243.3456	757	JUNB,RNASEH2A,PRDX2	BEST2,MAST1,HOOK2,RTBDN	PRDX2	757	1
1_MACS_peak_9313_lociStitched	chr15	69108864	69115006	1	6143	29145.6326	867.8646	758	ANP32A	MIR548H4,MIR4312,C15orf28	ANP32A	758	1
5_MACS_peak_19636_lociStitched	chr3	151985347	152002019	5	14772	31141.6288	2874.2528	759	MBNL1,LOC401093	MBNL1	LOC401093	759	1
3_MACS_peak_4224_lociStitched	chr10	135201073	135215684	3	7583	30444.9407	2182.8834	760	PAOX,MTG1	PRAP1,C10orf125,MIR3944,ECHS1,SPRN	MTG1	760	1
3_MACS_peak_17985_lociStitched	chr22	39459164	39474341	3	10999	31281.3147	3030.8469	761	APOBEC3G	APOBEC3C,APOBEC3D,APOBEC3F,APOBEC3H	APOBEC3G	761	1
3_MACS_peak_22256_lociStitched	chr5	86408444	86420257	3	8913	30413.7498	2173.592	762	MIR4280		MIR4280	762	1
2_MACS_peak_5203_lociStitched	chr11	82705150	82719885	2	8288	30844.7755	2611.042	763	RAB30	SNORA70E	SNORA70E	763	1
2_MACS_peak_4135_lociStitched	chr10	125155938	125163703	2	6801	29901.462	1686.558	764			BUB3	764	1
1_MACS_peak_3962_lociStitched	chr10	105229983	105233290	1	3308	28974.9419	769.8696	765	CALHM3	NEURL,CALHM2,CALHM1	CALHM3	765	1
3_MACS_peak_23718_lociStitched	chr6	32805289	32823249	3	8383	31993.944	3850.624	766	LOC100507463,PSMB9,TAP2,PSMB8,TAP1	PPP1R2P1,LOC100294145,HLA-DOB	PSMB8	766	1
3_MACS_peak_26998_lociStitched	chr8	38811647	38823518	3	9201	30540.5217	2424.0582	767	PLEKHA2	HTRA4,ADAM9,TM2D2	HTRA4	767	1
3_MACS_peak_29387_lociStitched	chrX	39953253	39969355	3	12371	29207.4178	1091.7156	768	BCOR		BCOR	768	1
2_MACS_peak_13183_lociStitched	chr19	13043285	13057905	2	13793	30561.648	2464.932	769	CALR,RAD23A,FARSA	GCDH,DAND5,NFIX,KLF1,SYCE2,GADD45GIP1	CALR	769	1
1_MACS_peak_12725_lociStitched	chr18	60804507	60811396	1	6890	29706.0569	1618.2261	770	BCL2		BCL2	770	1
3_MACS_peak_17052_lociStitched	chr20	52267741	52278968	3	10316	30279.219	2226.3141	771			ZNF217	771	1
1_MACS_peak_16762_lociStitched	chr20	34328121	34332958	1	4838	29095.5224	1044.792	772	RBM39	ROMO1,PHF20,NFS1	RBM39	772	1
1_MACS_peak_13917_lociStitched	chr19	57790634	57796236	1	5603	29220.032	1224.5972	773	ZNF460	AURKC,ZNF805,ZNF543	ZNF460	773	1
4_MACS_peak_18776_lociStitched	chr3	50353797	50376695	4	8913	31576.342	3590.4064	774	HYAL2,TUSC2,RASSF1	SEMA3B,C3orf45,CYB561D2,IFRD2,NAT6,HYAL3,HYAL1,ZMYND10,NPRL2,TMEM115	TUSC2	774	1
2_MACS_peak_147_lociStitched	chr1	11623153	11632426	2	8446	29855.3508	1885.2009	775			FBXO44	775	1
3_MACS_peak_21564_lociStitched	chr4	186225276	186240542	3	9327	30747.2506	2821.1568	776	SNX25		LRP2BP	776	1
2_MACS_peak_36_lociStitched	chr1	1668744	1678955	2	5727	29679.2926	1810.4103	777	SLC35E2	SLC35E2B,CDK11B,CDK11A,NADK	SLC35E2	777	1
2_MACS_peak_12837_lociStitched	chr19	506001	512486	2	5058	29891.3105	2044.072	778	C19orf20	MADCAM1,CDC34,GZMM,SHC2,ODF3L2	C19orf20	778	1
2_MACS_peak_29391_lociStitched	chrX	40028243	40037128	2	6682	28701.2155	895.608	779	BCOR		BCOR	779	1
1_MACS_peak_27926_lociStitched	chr9	3524263	3528199	1	3937	28716.2688	927.7152	780	RFX3		RFX3	780	1
4_MACS_peak_15064_lociStitched	chr2	109220980	109239295	4	11841	31084.218	3296.7	781	LIMS1	LIMS1	LIMS1	781	1
1_MACS_peak_19626_lociStitched	chr3	150477904	150485187	1	7284	29349.0334	1605.9015	782	SIAH2		SIAH2	782	1
1_MACS_peak_16384_lociStitched	chr20	2081456	2084746	1	3291	28455.21	728.077	783	STK35		STK35	783	1
4_MACS_peak_7130_lociStitched	chr12	122227238	122244544	4	10318	29228.1034	1522.928	784	SETD1B,RHOF,LOC338799		RHOF	784	1
2_MACS_peak_17384_lociStitched	chr21	36236500	36248352	2	6028	30933.72	3235.596	785	RUNX1		RUNX1	785	1
1_MACS_peak_13724_lociStitched	chr19	47286873	47292292	1	5420	29240.3821	1554.7111	786	SLC1A5	FKRP,STRN4,SNAR-E	SLC1A5	786	1
3_MACS_peak_22873_lociStitched	chr5	150459490	150476227	3	9993	30737.5005	3057.8499	787	TNIP1	ANXA6	TNIP1	787	1
1_MACS_peak_24362_lociStitched	chr6	106439424	106446710	1	7287	29154.2004	1500.916	788			PRDM1	788	1
2_MACS_peak_28756_lociStitched	chr9	117368898	117380292	2	9915	29703.0186	2143.2114	789	C9orf91	ATP6V1G1	C9orf91	789	1
3_MACS_peak_9218_lociStitched	chr15	63765191	63780279	3	10192	30269.5456	2764.1216	790		USP3	USP3	790	1
3_MACS_peak_10261_lociStitched	chr16	30193785	30212336	3	11107	31379.0165	3884.5794	791	CORO1A,LOC606724,SLX1B,SLX1A-SULT1A3,SULT1A3,SULT1A4,BOLA2B	LOC613037	CORO1A	791	1
1_MACS_peak_2477_lociStitched	chr1	211430848	211434988	1	4141	28574.694	1083.852	792	RCOR3		RCOR3	792	1
1_MACS_peak_14660_lociStitched	chr2	66659587	66667900	1	8314	28666.5492	1225.3362	793	MEIS1		MEIS1	793	1
2_MACS_peak_15120_lociStitched	chr2	111503822	111513351	2	5195	29271.1822	1854.3434	794	ACOXL		ACOXL	794	1
1_MACS_peak_10564_lociStitched	chr16	68502235	68506058	1	3824	28351.368	943.1341	795		SMPD3	SMPD3	795	1
1_MACS_peak_24432_lociStitched	chr6	109701519	109705354	1	3836	28323.776	934.5895	796	CD164		CD164	796	1
1_MACS_peak_24613_lociStitched	chr6	130579804	130583933	1	4130	28279.1081	893.9285	797		SAMD3	SAMD3	797	1
1_MACS_peak_13017_lociStitched	chr19	6799194	6803925	1	4732	29069.1564	1693.698	798	VAV1	SH2D3A	VAV1	798	1
2_MACS_peak_23592_lociStitched	chr6	27439271	27448129	2	5436	29025.8944	1696.307	799	ZNF184		ZNF184	799	1
2_MACS_peak_4270_lociStitched	chr11	2479507	2489621	2	5628	28843.1052	1539.3508	800	KCNQ1	TRPM5	KCNQ1	800	1
1_MACS_peak_5089_lociStitched	chr11	72850908	72855809	1	4902	28465.4981	1169.3786	801	FCHSD2		FCHSD2	801	1
1_MACS_peak_979_lociStitched	chr1	66795917	66803477	1	7561	28902.636	1617.084	802	PDE4B		PDE4B	802	1
1_MACS_peak_28232_lociStitched	chr9	42250197	42256809	1	6613	28520.862	1244.3784	803			FAM95B1	803	1
2_MACS_peak_20033_lociStitched	chr3	186499840	186509006	2	7433	29929.7398	2670.9724	804	EIF4A2,SNORD2,SNORA81,MIR1248,SNORA4,SNORA63,RFC4		MIR1248	804	1
2_MACS_peak_29820_lociStitched	chrX	106915724	106928973	2	6884	28747.6802	1499.7868	805		PRPS1,TSC22D3	TSC22D3	805	1
2_MACS_peak_17413_lociStitched	chr21	37906387	37915831	2	4860	29837.3736	2605.5996	806	CLDN14		CLDN14	806	1
2_MACS_peak_18658_lociStitched	chr3	46132383	46141409	2	6610	29299.2986	2079.5904	807			XCR1	807	1
3_MACS_peak_5618_lociStitched	chr11	126173018	126189657	3	10048	30512.5982	3297.8498	808	DCPS	FOXRED1,TIRAP,ST3GAL4,SRPR,FLJ39051	DCPS	808	1
1_MACS_peak_5120_lociStitched	chr11	74659264	74666036	1	6773	28621.858	1416.0252	809	SPCS2,XRRA1	NEU3	SPCS2	809	1
1_MACS_peak_19241_lociStitched	chr3	114008900	114013744	1	4845	28405.216	1219.7192	810	TIGIT	MIR568	TIGIT	810	1
1_MACS_peak_9589_lociStitched	chr15	86231670	86237449	1	5780	28567.9086	1391.0053	811	AKAP13		AKAP13	811	1
5_MACS_peak_8691_lociStitched	chr15	20969789	20995792	5	14241	30974.7736	3809.4395	812		BCL8	BCL8	812	1
2_MACS_peak_12851_lociStitched	chr19	1015248	1029292	2	10934	30648.2212	3496.956	813	CNN2,C19orf6	WDR18,GRIN3B,ABCA7,HMHA1	C19orf6	813	1
3_MACS_peak_25710_lociStitched	chr7	74057187	74076877	3	10468	30267.468	3126.772	814	GTF2I		GTF2I	814	1
1_MACS_peak_8296_lociStitched	chr14	69258214	69263778	1	5565	27769.3676	635.4088	815	ZFP36L1,C14orf181		ZFP36L1	815	1
1_MACS_peak_25034_lociStitched	chr7	2393154	2395979	1	2826	27879.0775	771.79	816	EIF3B	CHST12,SNX8	EIF3B	816	1
1_MACS_peak_21934_lociStitched	chr5	49960738	49965297	1	4560	27789.8404	719.8661	817	PARP8		PARP8	817	1
1_MACS_peak_14231_lociStitched	chr2	28612540	28617302	1	4763	27812.9372	770.9678	818	FOSL2		FOSL2	818	1
4_MACS_peak_8517_lociStitched	chr14	93034152	93052990	4	8483	29046.3122	2032.6202	819	RIN3		RIN3	819	1
1_MACS_peak_25853_lociStitched	chr7	90558740	90564126	1	5387	28288.8878	1278.0978	820	CDK14		CDK14	820	1
1_MACS_peak_22279_lociStitched	chr5	88565548	88569863	1	4316	28237.7915	1230.638	821			MEF2C	821	1
1_MACS_peak_12842_lociStitched	chr19	659519	664246	1	4728	28066.5625	1066.4112	822	RNF126	FGF22,FSTL3,PALM,POLRMT,PRSSL1	RNF126	822	1
4_MACS_peak_28731_lociStitched	chr9	116162872	116179444	4	9056	29630.736	2659.806	823	C9orf43,ALAD,POLE3	RGS3,HDHD3	POLE3	823	1
1_MACS_peak_23240_lociStitched	chr6	2988027	2991722	1	3696	27861.4085	926.3365	824	DKFZP686I15217	NQO2,SERPINB6,LOC401233	DKFZP686I15217	824	1
2_MACS_peak_11821_lociStitched	chr17	57695195	57700780	2	5219	28003.7485	1098.011	825	CLTC		CLTC	825	1
1_MACS_peak_5682_lociStitched	chr11	130715727	130719989	1	4263	27995.3732	1094.0554	826			SNX19	826	1
3_MACS_peak_20703_lociStitched	chr4	74454185	74475145	3	9208	30702.208	3814.72	827	RASSF6		RASSF6	827	1
2_MACS_peak_13261_lociStitched	chr19	16476063	16484512	2	6161	28615.9181	1760.7716	828	EPS15L1	KLF2	KLF2	828	1
2_MACS_peak_13905_lociStitched	chr19	56340168	56351795	2	6264	28964.0197	2110.3005	829	NLRP4,NLRP11		NLRP4	829	1
2_MACS_peak_5201_lociStitched	chr11	82679002	82690356	2	6577	28866.4096	2027.8244	830			SNORA70E	830	1
1_MACS_peak_8093_lociStitched	chr14	50436428	50440585	1	4158	27467.3775	640.5937	831		C14orf182	C14orf182	831	1
1_MACS_peak_23503_lociStitched	chr6	24718458	24722673	1	4216	27644.499	828.2475	832	C6orf62		C6orf62	832	1
2_MACS_peak_18067_lociStitched	chr22	42141629	42151913	2	8044	29046.1296	2236.77	833	MEI1	CCDC134	CCDC134	833	1
3_MACS_peak_3530_lociStitched	chr10	72249284	72260676	3	8060	29071.2448	2277.2608	834	KIAA1274	NODAL	KIAA1274	834	1
1_MACS_peak_14568_lociStitched	chr2	61762737	61766981	1	4245	27818.9956	1053.3608	835	XPO1		XPO1	835	1
2_MACS_peak_10600_lociStitched	chr16	70461161	70474064	2	8853	28900.1394	2135.4465	836	ST3GAL2	FUK	ST3GAL2	836	1
5_MACS_peak_25422_lociStitched	chr7	38383766	38408460	5	17597	32238.017	5479.5986	837			TARP	837	1
1_MACS_peak_13957_lociStitched	chr19	59065221	59071956	1	6736	27955.638	1202.1975	838	LOC100131691,CHMP2A,UBE2M	TRIM28,MGC2752,SLC27A5,ZBTB45,MZF1	UBE2M	838	1
1_MACS_peak_15621_lociStitched	chr2	174826823	174831569	1	4747	27488.832	779.7678	839	SP3		SP3	839	1
1_MACS_peak_16827_lociStitched	chr20	37518212	37523518	1	5307	27718.0134	1015.0378	840	PPP1R16B	FAM83D	FAM83D	840	1
4_MACS_peak_9645_lociStitched	chr15	90573901	90591759	4	9529	29869.2908	3178.724	841	ZNF710		ZNF710	841	1
1_MACS_peak_23318_lociStitched	chr6	7959957	7965593	1	5637	28052.6264	1362.2212	842	MUTED-TXNDC5	PIP5K1P1,TXNDC5	PIP5K1P1	842	1
1_MACS_peak_6589_lociStitched	chr12	72078871	72088911	1	10041	28440.308	1760.012	843	TMEM19	THAP2,ZFC3H1	TMEM19	843	1
2_MACS_peak_4024_lociStitched	chr10	112172429	112185418	2	9433	29270.7115	2593.9033	844			DUSP5	844	1
1_MACS_peak_12916_lociStitched	chr19	2393371	2396313	1	2943	27674.8056	1002.6336	845	TMPRSS9	TIMM13	TMPRSS9	845	1
2_MACS_peak_13159_lociStitched	chr19	12588335	12596447	2	7482	28443.1056	1772.472	846	ZNF709	ZNF443	ZNF709	846	1
1_MACS_peak_11136_lociStitched	chr17	18964187	18968490	1	4304	27888.6036	1225.9247	847		GRAP	GRAP	847	1
2_MACS_peak_12945_lociStitched	chr19	3499585	3507471	2	4676	28485.0206	1851.6328	848	FZR1,DOHH	FZR1,C19orf71,C19orf77	DOHH	848	1
2_MACS_peak_23977_lociStitched	chr6	52160159	52173624	2	7597	28979.373	2372.533	849		MCM3	MCM3	849	1
2_MACS_peak_2778_lociStitched	chr1	235242088	235247748	2	4300	28373.58	1767.052	850		SNORA14B,TOMM20	SNORA14B	850	1
1_MACS_peak_20127_lociStitched	chr3	195822045	195826007	1	3963	27906.347	1310.2334	851		LOC401109,TFRC	TFRC	851	1
3_MACS_peak_13118_lociStitched	chr19	11038354	11053507	3	8496	28955.8677	2395.6893	852	C19orf52,YIPF2	SMARCA4	C19orf52	852	1
2_MACS_peak_17898_lociStitched	chr22	36772603	36785114	2	9335	28785.3088	2240.7201	853	MYH9		MYH9	853	1
2_MACS_peak_2110_lociStitched	chr1	181095560	181105292	2	9435	29142.474	2613.042	854		IER5	IER5	854	1
1_MACS_peak_15204_lociStitched	chr2	114643372	114649509	1	6138	27862.5937	1344.003	855	ACTR3		ACTR3	855	1
4_MACS_peak_8990_lociStitched	chr15	44579354	44602833	4	11384	30280.8663	3798.9022	856	CASC4		CASC4	856	1
2_MACS_peak_25848_lociStitched	chr7	90351979	90367756	2	11455	29029.68	2549.5632	857	CDK14		CDK14	857	1
1_MACS_peak_25924_lociStitched	chr7	98475647	98481081	1	5435	27648.7354	1168.8534	858	TRRAP,MIR3609	TMEM130	MIR3609	858	1
2_MACS_peak_26606_lociStitched	chr8	1991257	2000421	2	6927	28146.3096	1687.0924	859	MYOM2		MYOM2	859	1
2_MACS_peak_9331_lociStitched	chr15	70386872	70396316	2	8820	28359.3876	1910.5212	860	TLE3	MIR629	TLE3	860	1
4_MACS_peak_450_lociStitched	chr1	28827090	28846221	4	13127	29852.0124	3418.7097	861	RCC1,SNHG3	TRNAU1AP	RCC1	861	1
1_MACS_peak_23142_lociStitched	chr5	176851986	176859805	1	7820	28193.7502	1775.6949	862	GRK6	SLC34A1,PRR7,PFN3,F12,DBN1	GRK6	862	1
2_MACS_peak_281_lociStitched	chr1	22345113	22353465	2	4476	28238.112	1824.912	863	HSPC157	CELA3B,CELA3A,CDC42	HSPC157	863	1
1_MACS_peak_13735_lociStitched	chr19	47728638	47735674	1	7037	27809.79	1407.2	864	MIR3190,BBC3,MIR3191	CCDC9,PRR24	MIR3191	864	1
1_MACS_peak_6215_lociStitched	chr12	46607845	46614362	1	6518	27750.0377	1351.6258	865	SLC38A1		SLC38A1	865	1
2_MACS_peak_1508_lociStitched	chr1	145427299	145441124	2	7911	30200.7125	3810.17	866	TXNIP	HFE2,ANKRD34A,LIX1L,POLR3GL	TXNIP	866	1
3_MACS_peak_22628_lociStitched	chr5	132386159	132400646	3	6442	28614.7224	2230.998	867	HSPA4	ZCCHC10	HSPA4	867	1
1_MACS_peak_16926_lociStitched	chr20	44598466	44601954	1	3489	27162.4512	781.6608	868	ZNF335	PCIF1,MMP9,SLC12A5	ZNF335	868	1
2_MACS_peak_19682_lociStitched	chr3	156391079	156405787	2	9775	30323.4836	3956.452	869	TIPARP,LOC100287227		TIPARP	869	1
1_MACS_peak_26310_lociStitched	chr7	128760927	128764758	1	3832	27533.7801	1214.0439	870		LOC407835,TSPAN33	LOC407835	870	1
1_MACS_peak_10157_lociStitched	chr16	23413461	23419075	1	5615	27754.4932	1488.2714	871	COG7		COG7	871	1
2_MACS_peak_9679_lociStitched	chr15	91472355	91479464	2	6291	27925.5738	1665.6387	872	UNC45A,HDDC3	FES,MAN2A2,RCCD1	HDDC3	872	1
3_MACS_peak_9038_lociStitched	chr15	46994663	47008744	3	9226	28552.0437	2292.3868	873			SEMA6D	873	1
1_MACS_peak_15132_lociStitched	chr2	111876771	111881509	1	4739	27129.788	881.7418	874	BCL2L11		BCL2L11	874	1
2_MACS_peak_12106_lociStitched	chr17	76116609	76129462	2	9029	28460.3979	2213.2866	875	TMC8,TMC6	C17orf99,SYNGR2	TMC6	875	1
3_MACS_peak_5523_lociStitched	chr11	118963502	118979917	3	10309	29433.7365	3187.793	876	HMBS,C2CD2L,H2AFX,DPAGT1	VPS11,HINFP,ABCG4,HYOU1	DPAGT1	876	1
1_MACS_peak_26117_lociStitched	chr7	108208881	108212106	1	3226	27315.4275	1097.145	877	DNAJB9,THAP5	PNPLA8	DNAJB9	877	1
1_MACS_peak_18456_lociStitched	chr3	27135128	27140024	1	4897	27413.6832	1228.4064	878			NEK10	878	1
1_MACS_peak_20508_lociStitched	chr4	40055612	40060441	1	4830	27154.4328	995.7398	879	N4BP2,LOC344967		N4BP2	879	1
1_MACS_peak_26543_lociStitched	chr7	151854485	151858748	1	4264	27343.7346	1215.3813	880	MLL3		GALNT11	880	1
1_MACS_peak_9116_lociStitched	chr15	52754485	52759861	1	5377	27435.8784	1311.2064	881	MYO5A		MYO5A	881	1
2_MACS_peak_8823_lociStitched	chr15	33296497	33309865	2	7819	28981.824	2887.488	882	FMN1		FMN1	882	1
3_MACS_peak_1512_lociStitched	chr1	145501416	145517354	3	6958	30385.797	4296.8848	883	RBM8A,PEX11B,GNRHR2	ANKRD34A,LIX1L,ITGA10,ANKRD35,POLR3GL	RBM8A	883	1
3_MACS_peak_17297_lociStitched	chr21	30436348	30452510	3	8822	28799.0678	2711.9836	884	CCT8	USP16,C21orf7,RWDD2B	CCT8	884	1
3_MACS_peak_7489_lociStitched	chr13	46269305	46280613	3	9516	27342.744	1267.6268	885	SPERT		SPERT	885	1
2_MACS_peak_17821_lociStitched	chr22	31884333	31893598	2	5701	27580.052	1550.0345	886	SFI1,EIF4ENIF1		EIF4ENIF1	886	1
1_MACS_peak_24213_lociStitched	chr6	86350954	86355067	1	4114	26930.2788	910.2069	887	SYNCRIP	SNX14,SNORD50A,SNORD50B,SNHG5	SYNCRIP	887	1
1_MACS_peak_22283_lociStitched	chr5	88635274	88641048	1	5775	27393.0108	1373.0572	888			MEF2C	888	1
1_MACS_peak_1631_lociStitched	chr1	151041995	151044565	1	2571	26936.941	924.172	889	GABPB2	BNIPL,C1orf56,MLLT11,CDC42SE1	GABPB2	889	1
3_MACS_peak_15142_lociStitched	chr2	112220093	112242003	3	13924	29460.186	3499.027	890	LOC541471		LOC541471	890	1
3_MACS_peak_10626_lociStitched	chr16	71876807	71888716	3	10014	28501.8097	2546.1442	891	ATXN1L	KIAA0174,AP1G1,ZNF821	ATXN1L	891	1
1_MACS_peak_22403_lociStitched	chr5	107715901	107719692	1	3792	26836.489	898.0879	892	FBXL17		FBXL17	892	1
2_MACS_peak_4329_lociStitched	chr11	6946407	6957876	2	6821	28432.7979	2495.6544	893	ZNF215	OR10A4,OR2D3,OR2D2	ZNF215	893	1
4_MACS_peak_4298_lociStitched	chr11	3874258	3893290	4	10544	29707.0488	3779.7552	894	STIM1	PGAP2,RHOG	STIM1	894	1
2_MACS_peak_20192_lociStitched	chr4	1712547	1724938	2	8178	27688.9286	1764.4784	895	TACC3,SLBP,TMEM129	FAM53A	TMEM129	895	1
3_MACS_peak_9710_lociStitched	chr15	93373700	93389224	3	6694	28514.4832	2628.2132	896		ASB9P1,LOC100507217	ASB9P1	896	1
1_MACS_peak_18057_lociStitched	chr22	41839813	41845204	1	5392	27312.4233	1438.8579	897	TOB2	ACO2,PHF5A	TOB2	897	1
1_MACS_peak_15269_lociStitched	chr2	128585585	128590264	1	4680	26921.0944	1065.8762	898		WDR33,POLR2D	WDR33	898	1
2_MACS_peak_12785_lociStitched	chr18	72162350	72170020	2	7551	27486.212	1640.613	899	CNDP2	CNDP1,FAM69C	CNDP2	899	1
1_MACS_peak_19963_lociStitched	chr3	183268905	183274474	1	5570	27878.414	2033.2419	900	KLHL6		KLHL6	900	1
4_MACS_peak_21567_lociStitched	chr4	186252289	186275134	4	11229	29719.0605	3895.0725	901	SNX25	ANKRD37,LRP2BP	LRP2BP	901	1
1_MACS_peak_8968_lociStitched	chr15	42894565	42901868	1	7304	27499.4465	1679.69	902	STARD9		STARD9	902	1
2_MACS_peak_5680_lociStitched	chr11	130697125	130705725	2	7291	27892.38	2087.22	903			SNX19	903	1
3_MACS_peak_23070_lociStitched	chr5	172191273	172205532	3	7700	28938.6405	3134.1282	904	DUSP1		DUSP1	904	1
1_MACS_peak_12651_lociStitched	chr18	52930569	52938201	1	7633	27365.2992	1572.192	905	TCF4		CCDC68	905	1
4_MACS_peak_8495_lociStitched	chr14	91781543	91802098	4	13681	27798.582	2026.723	906	CCDC88C		GPR68	906	1
2_MACS_peak_3060_lociStitched	chr10	14993302	15003315	2	6433	27578.8059	1809.3491	907	MEIG1,DCLRE1C		DCLRE1C	907	1
3_MACS_peak_16770_lociStitched	chr20	34673570	34690391	3	13147	29107.0584	3347.379	908		EPB41L1,LOC647979	EPB41L1	908	1
1_MACS_peak_3177_lociStitched	chr10	27442280	27446023	1	3744	26533.0041	777.0468	909	MASTL,YME1L1		MASTL	909	1
2_MACS_peak_12010_lociStitched	chr17	73284180	73295054	2	7358	27753.7102	2011.69	910	SLC25A19	MRPS7,LOC100287042,GGA3,MIF4GD	SLC25A19	910	1
1_MACS_peak_10908_lociStitched	chr17	4003218	4007490	1	4273	26651.2992	941.1216	911	ZZEF1	CYB5D2	ZZEF1	911	1
3_MACS_peak_837_lociStitched	chr1	52328313	52345730	3	7636	28804.2346	3124.6098	912	NRD1	MIR761	NRD1	912	1
2_MACS_peak_10281_lociStitched	chr16	30537117	30547331	2	5933	27339.8138	1674.0746	913	ZNF768,ZNF747	ZNF764,ZNF688,ZNF785	ZNF747	913	1
2_MACS_peak_26519_lociStitched	chr7	150125493	150133880	2	5787	27917.8069	2354.2309	914	LOC285972	ZNF775,LOC728743,GIMAP8	LOC285972	914	1
1_MACS_peak_23074_lociStitched	chr5	172260222	172265785	1	5564	26861.5018	1311.1991	915	ERGIC1		ERGIC1	915	1
1_MACS_peak_11469_lociStitched	chr17	39820887	39824660	1	3774	26470.9907	925.8942	916		EIF1,GAST,KRT17,KRT42P	EIF1	916	1
3_MACS_peak_24468_lociStitched	chr6	113946564	113956849	3	7456	27792.127	2252.415	917			MARCKS	917	1
1_MACS_peak_16077_lociStitched	chr2	219431976	219436437	1	4462	26662.9509	1124.172	918	RQCD1,USP37	PLCD4	RQCD1	918	1
1_MACS_peak_28466_lociStitched	chr9	93703081	93707188	1	4108	26698.3749	1226.7609	919			SYK	919	1
2_MACS_peak_30093_lociStitched	chrX	153189347	153200815	2	7444	26744.5228	1278.682	920	ARHGAP4,NAA10,RENBP	AVPR2,TMEM187,MIR3202-1,L1CAM,HCFC1,MIR3202-2	ARHGAP4	920	1
1_MACS_peak_27756_lociStitched	chr8	134227928	134231954	1	4027	26479.8072	1041.1236	921	WISP1		WISP1	921	1
1_MACS_peak_23552_lociStitched	chr6	26249064	26253968	1	4905	26577.7184	1142.632	922	HIST1H2BH,HIST1H3F	HIST1H2BF,HIST1H4E,HIST1H2AE,HIST1H3E,HIST1H4F,HIST1H2BI,HIST1H2AD,HIST1H3D,HIST1H2BG,HIST1H1D,HIST1H4G,HIST1H3G,HIST1H4H	HIST1H2BH	922	1
2_MACS_peak_19446_lociStitched	chr3	130557465	130574087	2	10464	28260.7244	2844.0242	923	ATP2C1	ATP2C1	ATP2C1	923	1
1_MACS_peak_5325_lociStitched	chr11	102185961	102192006	1	6046	26819.8515	1419.366	924	BIRC3	BIRC2	BIRC3	924	1
